county,precinct,office,district,candidate,party,early_voting,mail,election_day,votes
Collin,PCT 095,President/Vice-President,,Stein/Honkala,GRN,2,0,3,5
Collin,PCT 095,President/Vice-President,,Write-in 50,NP,7,0,3,10
Collin,PCT 095,U.S. Senate,,Ted Cruz,REP,726,16,273,1015
Collin,PCT 095,U.S. Senate,,Paul Sadler,DEM,488,7,158,653
Collin,PCT 095,U.S. Senate,,John Jay Myers,LIB,28,0,23,51
Collin,PCT 095,U.S. Senate,,David B. Collins,GRN,8,0,4,12
Collin,PCT 095,U.S. House,3,Sam Johnson,REP,791,18,311,1120
Collin,PCT 095,Railroad Commissioner,,Christi Craddick,REP,716,18,260,994
Collin,PCT 095,Railroad Commissioner,,Dale Henry,DEM,453,4,150,607
Collin,PCT 095,Railroad Commissioner,,Vivekananda (Vik) Wa,LIB,36,1,25,62
Collin,PCT 095,Railroad Commissioner,,Chris Kennedy,GRN,17,0,7,24
Collin,PCT 095,"Railroad Commissioner, Unexpired Term",,Barry Smitherman,REP,725,17,276,1018
Collin,PCT 095,"Railroad Commissioner, Unexpired Term",,Jaime O. Perez,LIB,189,2,77,268
Collin,PCT 095,"Railroad Commissioner, Unexpired Term",,Josh Wendel,GRN,74,1,22,97
Collin,PCT 095,"Justice, Supreme Court, Place 2",,Don Willett,REP,747,19,290,1056
Collin,PCT 095,"Justice, Supreme Court, Place 2",,RS Roberto Koelsch,LIB,234,3,82,319
Collin,PCT 095,"Justice, Supreme Court, Place 4",,John Devine,REP,727,18,285,1030
Collin,PCT 095,"Justice, Supreme Court, Place 4",,Tom Oxford,LIB,198,2,73,273
Collin,PCT 095,"Justice, Supreme Court, Place 4",,Charles E. Waterbury,GRN,70,1,19,90
Collin,PCT 095,"Justice, Supreme Court, Place 6",,Nathan Hecht,REP,688,18,247,953
Collin,PCT 095,"Justice, Supreme Court, Place 6",,Michele Petty,DEM,467,5,165,637
Collin,PCT 095,"Justice, Supreme Court, Place 6",,Mark Ash,LIB,45,0,29,74
Collin,PCT 095,"Justice, Supreme Court, Place 6",,Jim Chisholm,GRN,12,0,6,18
Collin,PCT 095,"Presiding Judge, Court of Criminal Appeals",,Sharon Keller,REP,705,17,257,979
Collin,PCT 095,"Presiding Judge, Court of Criminal Appeals",,Keith Hampton,DEM,464,6,157,627
Collin,PCT 095,"Presiding Judge, Court of Criminal Appeals",,Lance Stott,LIB,45,0,30,75
Collin,PCT 095,"Judge, Court of Criminal Appeals Place 7",,Barbara Parker Herve,REP,728,19,275,1022
Collin,PCT 095,"Judge, Court of Criminal Appeals Place 7",,Mark W. Bennett,LIB,217,3,90,310
Collin,PCT 095,"Judge, Court of Criminal Appeals Place 8",,Elsa Alcala,REP,729,18,278,1025
Collin,PCT 095,"Judge, Court of Criminal Appeals Place 8",,William Bryan Strang,LIB,218,3,85,306
Collin,PCT 095,"Member, State Board of Education, District 12",,"Geraldine \Tincy\"" Mi""",REP,714,16,263,993
Collin,PCT 095,"Member, State Board of Education, District 12",,Lois Parrott,DEM,490,6,166,662
Collin,PCT 095,State Senate,8,Ken Paxton,REP,710,19,258,987
Collin,PCT 095,State Senate,8,"Jack G.B. Ternan, Jr",DEM,475,4,164,643
Collin,PCT 095,State Senate,8,Ed Kless,LIB,42,0,24,66
Collin,PCT 095,State Representative,89,Jodie Laubenberg,REP,765,16,294,1075
Collin,PCT 095,"Chief Justice, 5th Court of Appeals District",,Carolyn Wright,REP,773,16,295,1084
Collin,PCT 095,"Justice, 5th Court of Appeals District, Place 2",,David Evans,REP,719,17,263,999
Collin,PCT 095,"Justice, 5th Court of Appeals District, Place 2",,Dan Wood,DEM,481,5,166,652
Collin,PCT 095,"Justice, 5th Court of Appeals District, Place 5",,Jim Moseley,REP,714,16,263,993
Collin,PCT 095,"Justice, 5th Court of Appeals District, Place 5",,Penny Robe Phillips,DEM,487,6,167,660
Collin,PCT 095,"Justice, 5th Court of Appeals District, Place 9",,David Lewis,REP,718,16,261,995
Collin,PCT 095,"Justice, 5th Court of Appeals District, Place 9",,David Hanschen,DEM,480,6,168,654
Collin,PCT 095,"Justice, 5th Court of Appeals District, Place 10",,Molly Francis,REP,768,16,289,1073
Collin,PCT 095,"Justice, 5th Court of Appeals District, Place 11",,Douglas S. Lang,REP,712,17,254,983
Collin,PCT 095,"Justice, 5th Court of Appeals District, Place 11",,Tonya J. Holt,DEM,491,5,176,672
Collin,PCT 095,"Justice, 5th Court of Appeals District, Place 12",,"Robert M. \Bob\"" Fill""",REP,720,17,266,1003
Collin,PCT 095,"Justice, 5th Court of Appeals District, Place 12",,Lawrence J. Praeger,DEM,479,5,163,647
Collin,PCT 095,"Justice, 5th Court of Appeals District, Place 13",,Elizabeth Lang Miers,REP,766,16,291,1073
Collin,PCT 095,"District Judge, 199th Judicial District",,Angela Tucker,REP,769,16,296,1081
Collin,PCT 095,"District Judge, 380th Judicial District",,Ben Smith,REP,762,16,291,1069
Collin,PCT 095,"District Judge, 401st Judicial District",,Mark Rusch,REP,762,16,289,1067
Collin,PCT 095,"District Judge, 416th Judicial District",,Chris Oldner,REP,766,16,289,1071
Collin,PCT 095,"Judge, County Court at Law Number 2",,Barnett Walker,REP,762,16,289,1067
Collin,PCT 095,Sheriff,,Terry G. Box,REP,779,17,290,1086
Collin,PCT 095,County Tax Assessor-Collector,,Kenneth L. Maun,REP,800,17,302,1119
Collin,PCT 095,District Clerk,,Andrea Stroh Thompso,REP,768,17,290,1075
Collin,PCT 095,"Justice of the Peace, Precinct No. 3, Place 1",,Chuck Ruckel,REP,768,17,289,1074
Collin,PCT 095,"Constable, Precinct No. 3",,Sammy Knapp,REP,767,17,287,1071
Collin,PCT 096,Straight Party,,Republican,REP,125,6,45,176
Collin,PCT 096,Straight Party,,Democrat,DEM,139,1,52,192
Collin,PCT 096,Straight Party,,Libertarian,LIB,4,0,0,4
Collin,PCT 096,Straight Party,,Green,GRN,0,0,2,2
Collin,PCT 096,President/Vice-President,,Romney/Ryan,REP,164,8,63,235
Collin,PCT 096,President/Vice-President,,Obama/Biden,DEM,177,2,72,251
Collin,PCT 096,President/Vice-President,,Johnson/Gray,LIB,7,0,0,7
Collin,PCT 096,President/Vice-President,,Stein/Honkala,GRN,0,0,3,3
Collin,PCT 096,President/Vice-President,,Write-in 50,NP,1,0,2,3
Collin,PCT 096,U.S. Senate,,Ted Cruz,REP,172,7,60,239
Collin,PCT 096,U.S. Senate,,Paul Sadler,DEM,159,1,70,230
Collin,PCT 096,U.S. Senate,,John Jay Myers,LIB,7,2,2,11
Collin,PCT 096,U.S. Senate,,David B. Collins,GRN,2,0,4,6
Collin,PCT 096,U.S. House,3,Sam Johnson,REP,202,9,72,283
Collin,PCT 096,Railroad Commissioner,,Christi Craddick,REP,163,7,58,228
Collin,PCT 096,Railroad Commissioner,,Dale Henry,DEM,163,2,67,232
Collin,PCT 096,Railroad Commissioner,,Vivekananda (Vik) Wa,LIB,7,1,4,12
Collin,PCT 096,Railroad Commissioner,,Chris Kennedy,GRN,3,0,6,9
Collin,PCT 096,"Railroad Commissioner, Unexpired Term",,Barry Smitherman,REP,168,8,59,235
Collin,PCT 096,"Railroad Commissioner, Unexpired Term",,Jaime O. Perez,LIB,44,1,27,72
Collin,PCT 096,"Railroad Commissioner, Unexpired Term",,Josh Wendel,GRN,5,0,7,12
Collin,PCT 096,"Justice, Supreme Court, Place 2",,Don Willett,REP,182,7,65,254
Collin,PCT 096,"Justice, Supreme Court, Place 2",,RS Roberto Koelsch,LIB,40,2,26,68
Collin,PCT 096,"Justice, Supreme Court, Place 4",,John Devine,REP,169,7,60,236
Collin,PCT 096,"Justice, Supreme Court, Place 4",,Tom Oxford,LIB,46,2,29,77
Collin,PCT 096,"Justice, Supreme Court, Place 4",,Charles E. Waterbury,GRN,7,0,5,12
Collin,PCT 096,"Justice, Supreme Court, Place 6",,Nathan Hecht,REP,161,7,55,223
Collin,PCT 096,"Justice, Supreme Court, Place 6",,Michele Petty,DEM,163,2,67,232
Collin,PCT 096,"Justice, Supreme Court, Place 6",,Mark Ash,LIB,8,0,6,14
Collin,PCT 096,"Justice, Supreme Court, Place 6",,Jim Chisholm,GRN,0,1,4,5
Collin,PCT 096,"Presiding Judge, Court of Criminal Appeals",,Sharon Keller,REP,163,7,58,228
Collin,PCT 096,"Presiding Judge, Court of Criminal Appeals",,Keith Hampton,DEM,159,1,69,229
Collin,PCT 096,"Presiding Judge, Court of Criminal Appeals",,Lance Stott,LIB,9,2,7,18
Collin,PCT 096,"Judge, Court of Criminal Appeals Place 7",,Barbara Parker Herve,REP,174,8,62,244
Collin,PCT 096,"Judge, Court of Criminal Appeals Place 7",,Mark W. Bennett,LIB,42,1,32,75
Collin,PCT 096,"Judge, Court of Criminal Appeals Place 8",,Elsa Alcala,REP,175,7,61,243
Collin,PCT 096,"Judge, Court of Criminal Appeals Place 8",,William Bryan Strang,LIB,37,2,32,71
Collin,PCT 096,"Member, State Board of Education, District 12",,"Geraldine \Tincy\"" Mi""",REP,160,8,60,228
Collin,PCT 096,"Member, State Board of Education, District 12",,Lois Parrott,DEM,170,2,74,246
Collin,PCT 096,State Senate,8,Ken Paxton,REP,167,6,62,235
Collin,PCT 096,State Senate,8,"Jack G.B. Ternan, Jr",DEM,162,3,69,234
Collin,PCT 096,State Senate,8,Ed Kless,LIB,7,1,3,11
Collin,PCT 096,State Representative,70,Scott Sanford,REP,191,9,68,268
Collin,PCT 096,"Chief Justice, 5th Court of Appeals District",,Carolyn Wright,REP,190,8,71,269
Collin,PCT 096,"Justice, 5th Court of Appeals District, Place 2",,David Evans,REP,163,8,61,232
Collin,PCT 096,"Justice, 5th Court of Appeals District, Place 2",,Dan Wood,DEM,163,2,71,236
Collin,PCT 096,"Justice, 5th Court of Appeals District, Place 5",,Jim Moseley,REP,164,8,61,233
Collin,PCT 096,"Justice, 5th Court of Appeals District, Place 5",,Penny Robe Phillips,DEM,162,2,71,235
Collin,PCT 096,"Justice, 5th Court of Appeals District, Place 9",,David Lewis,REP,164,9,61,234
Collin,PCT 096,"Justice, 5th Court of Appeals District, Place 9",,David Hanschen,DEM,161,1,71,233
Collin,PCT 096,"Justice, 5th Court of Appeals District, Place 10",,Molly Francis,REP,192,8,69,269
Collin,PCT 096,"Justice, 5th Court of Appeals District, Place 11",,Douglas S. Lang,REP,163,7,56,226
Collin,PCT 096,"Justice, 5th Court of Appeals District, Place 11",,Tonya J. Holt,DEM,163,3,76,242
Collin,PCT 096,"Justice, 5th Court of Appeals District, Place 12",,"Robert M. \Bob\"" Fill""",REP,167,7,57,231
Collin,PCT 096,"Justice, 5th Court of Appeals District, Place 12",,Lawrence J. Praeger,DEM,160,3,73,236
Collin,PCT 096,"Justice, 5th Court of Appeals District, Place 13",,Elizabeth Lang Miers,REP,188,8,67,263
Collin,PCT 096,"District Judge, 199th Judicial District",,Angela Tucker,REP,197,8,74,279
Collin,PCT 096,"District Judge, 380th Judicial District",,Ben Smith,REP,190,8,65,263
Collin,PCT 096,"District Judge, 401st Judicial District",,Mark Rusch,REP,191,8,67,266
Collin,PCT 096,"District Judge, 416th Judicial District",,Chris Oldner,REP,191,8,66,265
Collin,PCT 096,"Judge, County Court at Law Number 2",,Barnett Walker,REP,187,8,68,263
Collin,PCT 096,Sheriff,,Terry G. Box,REP,194,8,71,273
Collin,PCT 096,County Tax Assessor-Collector,,Kenneth L. Maun,REP,195,8,72,275
Collin,PCT 096,District Clerk,,Andrea Stroh Thompso,REP,188,8,68,264
Collin,PCT 096,"County Commissioner, Precinct 3",,Chris Hill,REP,188,8,67,263
Collin,PCT 096,"Constable, Precinct No. 1",,Shane Williams,REP,192,8,68,268
Collin,PCT 097,Straight Party,,Republican,REP,387,25,102,514
Collin,PCT 097,Straight Party,,Democrat,DEM,59,4,34,97
Collin,PCT 097,Straight Party,,Libertarian,LIB,1,0,2,3
Collin,PCT 097,Straight Party,,Green,GRN,0,0,0,0
Collin,PCT 097,President/Vice-President,,Romney/Ryan,REP,582,28,149,759
Collin,PCT 097,President/Vice-President,,Obama/Biden,DEM,118,5,67,190
Collin,PCT 097,President/Vice-President,,Johnson/Gray,LIB,2,0,2,4
Collin,PCT 097,President/Vice-President,,Stein/Honkala,GRN,1,0,0,1
Collin,PCT 097,President/Vice-President,,Write-in 50,NP,0,0,3,3
Collin,PCT 097,U.S. Senate,,Ted Cruz,REP,546,28,140,714
Collin,PCT 097,U.S. Senate,,Paul Sadler,DEM,133,5,60,198
Collin,PCT 097,U.S. Senate,,John Jay Myers,LIB,8,0,7,15
Collin,PCT 097,U.S. Senate,,David B. Collins,GRN,2,0,4,6
Collin,PCT 097,U.S. House,3,Sam Johnson,REP,585,29,160,774
Collin,PCT 097,Railroad Commissioner,,Christi Craddick,REP,553,29,140,722
Collin,PCT 097,Railroad Commissioner,,Dale Henry,DEM,100,4,48,152
Collin,PCT 097,Railroad Commissioner,,Vivekananda (Vik) Wa,LIB,11,0,5,16
Collin,PCT 097,Railroad Commissioner,,Chris Kennedy,GRN,5,0,8,13
Collin,PCT 097,"Railroad Commissioner, Unexpired Term",,Barry Smitherman,REP,556,28,148,732
Collin,PCT 097,"Railroad Commissioner, Unexpired Term",,Jaime O. Perez,LIB,38,0,19,57
Collin,PCT 097,"Railroad Commissioner, Unexpired Term",,Josh Wendel,GRN,25,0,9,34
Collin,PCT 097,"Justice, Supreme Court, Place 2",,Don Willett,REP,557,29,146,732
Collin,PCT 097,"Justice, Supreme Court, Place 2",,RS Roberto Koelsch,LIB,53,0,29,82
Collin,PCT 097,"Justice, Supreme Court, Place 4",,John Devine,REP,549,28,148,725
Collin,PCT 097,"Justice, Supreme Court, Place 4",,Tom Oxford,LIB,34,0,21,55
Collin,PCT 097,"Justice, Supreme Court, Place 4",,Charles E. Waterbury,GRN,30,0,9,39
Collin,PCT 097,"Justice, Supreme Court, Place 6",,Nathan Hecht,REP,534,28,141,703
Collin,PCT 097,"Justice, Supreme Court, Place 6",,Michele Petty,DEM,109,5,50,164
Collin,PCT 097,"Justice, Supreme Court, Place 6",,Mark Ash,LIB,15,0,8,23
Collin,PCT 097,"Justice, Supreme Court, Place 6",,Jim Chisholm,GRN,7,0,3,10
Collin,PCT 097,"Presiding Judge, Court of Criminal Appeals",,Sharon Keller,REP,532,28,139,699
Collin,PCT 097,"Presiding Judge, Court of Criminal Appeals",,Keith Hampton,DEM,110,5,48,163
Collin,PCT 097,"Presiding Judge, Court of Criminal Appeals",,Lance Stott,LIB,13,0,13,26
Collin,PCT 097,"Judge, Court of Criminal Appeals Place 7",,Barbara Parker Herve,REP,540,29,147,716
Collin,PCT 097,"Judge, Court of Criminal Appeals Place 7",,Mark W. Bennett,LIB,55,0,28,83
Collin,PCT 097,"Judge, Court of Criminal Appeals Place 8",,Elsa Alcala,REP,529,29,145,703
Collin,PCT 097,"Judge, Court of Criminal Appeals Place 8",,William Bryan Strang,LIB,57,0,30,87
Collin,PCT 097,"Member, State Board of Education, District 12",,"Geraldine \Tincy\"" Mi""",REP,543,29,141,713
Collin,PCT 097,"Member, State Board of Education, District 12",,Lois Parrott,DEM,110,4,54,168
Collin,PCT 097,State Senate,8,Ken Paxton,REP,550,28,145,723
Collin,PCT 097,State Senate,8,"Jack G.B. Ternan, Jr",DEM,111,4,47,162
Collin,PCT 097,State Senate,8,Ed Kless,LIB,13,1,11,25
Collin,PCT 097,State Representative,70,Scott Sanford,REP,569,28,153,750
Collin,PCT 097,"Chief Justice, 5th Court of Appeals District",,Carolyn Wright,REP,556,28,152,736
Collin,PCT 097,"Justice, 5th Court of Appeals District, Place 2",,David Evans,REP,551,28,137,716
Collin,PCT 097,"Justice, 5th Court of Appeals District, Place 2",,Dan Wood,DEM,103,5,54,162
Collin,PCT 097,"Justice, 5th Court of Appeals District, Place 5",,Jim Moseley,REP,543,28,144,715
Collin,PCT 097,"Justice, 5th Court of Appeals District, Place 5",,Penny Robe Phillips,DEM,109,5,49,163
Collin,PCT 097,"Justice, 5th Court of Appeals District, Place 9",,David Lewis,REP,541,28,141,710
Collin,PCT 097,"Justice, 5th Court of Appeals District, Place 9",,David Hanschen,DEM,110,5,51,166
Collin,PCT 097,"Justice, 5th Court of Appeals District, Place 10",,Molly Francis,REP,558,29,150,737
Collin,PCT 097,"Justice, 5th Court of Appeals District, Place 11",,Douglas S. Lang,REP,539,28,138,705
Collin,PCT 097,"Justice, 5th Court of Appeals District, Place 11",,Tonya J. Holt,DEM,110,5,52,167
Collin,PCT 097,"Justice, 5th Court of Appeals District, Place 12",,"Robert M. \Bob\"" Fill""",REP,542,28,143,713
Collin,PCT 097,"Justice, 5th Court of Appeals District, Place 12",,Lawrence J. Praeger,DEM,108,5,50,163
Collin,PCT 097,"Justice, 5th Court of Appeals District, Place 13",,Elizabeth Lang Miers,REP,562,28,153,743
Collin,PCT 097,"District Judge, 199th Judicial District",,Angela Tucker,REP,567,28,156,751
Collin,PCT 097,"District Judge, 380th Judicial District",,Ben Smith,REP,557,28,153,738
Collin,PCT 097,"District Judge, 401st Judicial District",,Mark Rusch,REP,559,28,150,737
Collin,PCT 097,"District Judge, 416th Judicial District",,Chris Oldner,REP,559,29,153,741
Collin,PCT 097,"Judge, County Court at Law Number 2",,Barnett Walker,REP,558,29,150,737
Collin,PCT 097,Sheriff,,Terry G. Box,REP,592,28,158,778
Collin,PCT 097,County Tax Assessor-Collector,,Kenneth L. Maun,REP,581,29,155,765
Collin,PCT 097,District Clerk,,Andrea Stroh Thompso,REP,560,29,152,741
Collin,PCT 097,"County Commissioner, Precinct 3",,Chris Hill,REP,556,28,153,737
Collin,PCT 097,"Constable, Precinct No. 1",,Shane Williams,REP,552,28,153,733
Collin,PCT 098,Straight Party,,Republican,REP,169,27,30,226
Collin,PCT 098,Straight Party,,Democrat,DEM,66,10,16,92
Collin,PCT 098,Straight Party,,Libertarian,LIB,0,0,0,0
Collin,PCT 098,Straight Party,,Green,GRN,0,0,0,0
Collin,PCT 098,President/Vice-President,,Romney/Ryan,REP,221,38,46,305
Collin,PCT 098,President/Vice-President,,Obama/Biden,DEM,92,12,20,124
Collin,PCT 098,President/Vice-President,,Johnson/Gray,LIB,1,0,0,1
Collin,PCT 098,President/Vice-President,,Stein/Honkala,GRN,1,1,0,2
Collin,PCT 098,President/Vice-President,,Write-in 50,NP,0,0,0,0
Collin,PCT 098,U.S. Senate,,Ted Cruz,REP,206,38,43,287
Collin,PCT 098,U.S. Senate,,Paul Sadler,DEM,94,12,19,125
Collin,PCT 098,U.S. Senate,,John Jay Myers,LIB,1,0,0,1
Collin,PCT 098,U.S. Senate,,David B. Collins,GRN,3,0,0,3
Collin,PCT 098,U.S. House,3,Sam Johnson,REP,228,35,43,306
Collin,PCT 098,Railroad Commissioner,,Christi Craddick,REP,209,37,40,286
Collin,PCT 098,Railroad Commissioner,,Dale Henry,DEM,85,11,20,116
Collin,PCT 098,Railroad Commissioner,,Vivekananda (Vik) Wa,LIB,3,0,0,3
Collin,PCT 098,Railroad Commissioner,,Chris Kennedy,GRN,1,1,0,2
Collin,PCT 098,"Railroad Commissioner, Unexpired Term",,Barry Smitherman,REP,213,36,41,290
Collin,PCT 098,"Railroad Commissioner, Unexpired Term",,Jaime O. Perez,LIB,15,2,5,22
Collin,PCT 098,"Railroad Commissioner, Unexpired Term",,Josh Wendel,GRN,12,0,1,13
Collin,PCT 098,"Justice, Supreme Court, Place 2",,Don Willett,REP,218,36,43,297
Collin,PCT 098,"Justice, Supreme Court, Place 2",,RS Roberto Koelsch,LIB,16,3,5,24
Collin,PCT 098,"Justice, Supreme Court, Place 4",,John Devine,REP,208,36,42,286
Collin,PCT 098,"Justice, Supreme Court, Place 4",,Tom Oxford,LIB,14,3,4,21
Collin,PCT 098,"Justice, Supreme Court, Place 4",,Charles E. Waterbury,GRN,13,0,1,14
Collin,PCT 098,"Justice, Supreme Court, Place 6",,Nathan Hecht,REP,197,36,40,273
Collin,PCT 098,"Justice, Supreme Court, Place 6",,Michele Petty,DEM,90,14,21,125
Collin,PCT 098,"Justice, Supreme Court, Place 6",,Mark Ash,LIB,4,0,0,4
Collin,PCT 098,"Justice, Supreme Court, Place 6",,Jim Chisholm,GRN,5,0,0,5
Collin,PCT 098,"Presiding Judge, Court of Criminal Appeals",,Sharon Keller,REP,205,37,40,282
Collin,PCT 098,"Presiding Judge, Court of Criminal Appeals",,Keith Hampton,DEM,87,12,21,120
Collin,PCT 098,"Presiding Judge, Court of Criminal Appeals",,Lance Stott,LIB,3,0,0,3
Collin,PCT 098,"Judge, Court of Criminal Appeals Place 7",,Barbara Parker Herve,REP,215,37,42,294
Collin,PCT 098,"Judge, Court of Criminal Appeals Place 7",,Mark W. Bennett,LIB,18,3,6,27
Collin,PCT 098,"Judge, Court of Criminal Appeals Place 8",,Elsa Alcala,REP,209,37,43,289
Collin,PCT 098,"Judge, Court of Criminal Appeals Place 8",,William Bryan Strang,LIB,23,1,6,30
Collin,PCT 098,"Member, State Board of Education, District 12",,"Geraldine \Tincy\"" Mi""",REP,204,36,42,282
Collin,PCT 098,"Member, State Board of Education, District 12",,Lois Parrott,DEM,95,14,17,126
Collin,PCT 098,State Senate,8,Ken Paxton,REP,210,37,40,287
Collin,PCT 098,State Senate,8,"Jack G.B. Ternan, Jr",DEM,84,13,19,116
Collin,PCT 098,State Senate,8,Ed Kless,LIB,4,0,1,5
Collin,PCT 098,State Representative,70,Scott Sanford,REP,219,36,43,298
Collin,PCT 098,"Chief Justice, 5th Court of Appeals District",,Carolyn Wright,REP,221,36,42,299
Collin,PCT 098,"Justice, 5th Court of Appeals District, Place 2",,David Evans,REP,206,38,39,283
Collin,PCT 098,"Justice, 5th Court of Appeals District, Place 2",,Dan Wood,DEM,89,11,20,120
Collin,PCT 098,"Justice, 5th Court of Appeals District, Place 5",,Jim Moseley,REP,204,37,41,282
Collin,PCT 098,"Justice, 5th Court of Appeals District, Place 5",,Penny Robe Phillips,DEM,93,13,19,125
Collin,PCT 098,"Justice, 5th Court of Appeals District, Place 9",,David Lewis,REP,209,37,39,285
Collin,PCT 098,"Justice, 5th Court of Appeals District, Place 9",,David Hanschen,DEM,85,13,20,118
Collin,PCT 098,"Justice, 5th Court of Appeals District, Place 10",,Molly Francis,REP,221,38,43,302
Collin,PCT 098,"Justice, 5th Court of Appeals District, Place 11",,Douglas S. Lang,REP,202,36,39,277
Collin,PCT 098,"Justice, 5th Court of Appeals District, Place 11",,Tonya J. Holt,DEM,94,13,20,127
Collin,PCT 098,"Justice, 5th Court of Appeals District, Place 12",,"Robert M. \Bob\"" Fill""",REP,206,37,40,283
Collin,PCT 098,"Justice, 5th Court of Appeals District, Place 12",,Lawrence J. Praeger,DEM,90,13,19,122
Collin,PCT 098,"Justice, 5th Court of Appeals District, Place 13",,Elizabeth Lang Miers,REP,221,37,43,301
Collin,PCT 098,"District Judge, 199th Judicial District",,Angela Tucker,REP,223,37,43,303
Collin,PCT 098,"District Judge, 380th Judicial District",,Ben Smith,REP,222,35,42,299
Collin,PCT 098,"District Judge, 401st Judicial District",,Mark Rusch,REP,219,35,42,296
Collin,PCT 098,"District Judge, 416th Judicial District",,Chris Oldner,REP,221,35,43,299
Collin,PCT 098,"Judge, County Court at Law Number 2",,Barnett Walker,REP,222,35,42,299
Collin,PCT 098,Sheriff,,Terry G. Box,REP,232,38,42,312
Collin,PCT 098,County Tax Assessor-Collector,,Kenneth L. Maun,REP,231,38,43,312
Collin,PCT 098,District Clerk,,Andrea Stroh Thompso,REP,225,38,42,305
Collin,PCT 098,"County Commissioner, Precinct 3",,Chris Hill,REP,225,35,42,302
Collin,PCT 098,"Constable, Precinct No. 1",,Shane Williams,REP,222,36,42,300
Collin,PCT 099,Straight Party,,Republican,REP,92,4,54,150
Collin,PCT 099,Straight Party,,Democrat,DEM,70,1,38,109
Collin,PCT 099,Straight Party,,Libertarian,LIB,7,0,1,8
Collin,PCT 099,Straight Party,,Green,GRN,0,0,0,0
Collin,PCT 099,President/Vice-President,,Romney/Ryan,REP,149,5,76,230
Collin,PCT 099,President/Vice-President,,Obama/Biden,DEM,122,2,61,185
Collin,PCT 099,President/Vice-President,,Johnson/Gray,LIB,8,0,0,8
Collin,PCT 099,President/Vice-President,,Stein/Honkala,GRN,0,0,0,0
Collin,PCT 099,President/Vice-President,,Write-in 50,NP,0,0,0,0
Collin,PCT 099,U.S. Senate,,Ted Cruz,REP,131,5,76,212
Collin,PCT 099,U.S. Senate,,Paul Sadler,DEM,120,2,52,174
Collin,PCT 099,U.S. Senate,,John Jay Myers,LIB,13,0,5,18
Collin,PCT 099,U.S. Senate,,David B. Collins,GRN,4,0,3,7
Collin,PCT 099,U.S. House,3,Sam Johnson,REP,158,6,86,250
Collin,PCT 099,Railroad Commissioner,,Christi Craddick,REP,130,4,75,209
Collin,PCT 099,Railroad Commissioner,,Dale Henry,DEM,108,2,52,162
Collin,PCT 099,Railroad Commissioner,,Vivekananda (Vik) Wa,LIB,15,0,4,19
Collin,PCT 099,Railroad Commissioner,,Chris Kennedy,GRN,9,1,0,10
Collin,PCT 099,"Railroad Commissioner, Unexpired Term",,Barry Smitherman,REP,139,5,74,218
Collin,PCT 099,"Railroad Commissioner, Unexpired Term",,Jaime O. Perez,LIB,39,0,17,56
Collin,PCT 099,"Railroad Commissioner, Unexpired Term",,Josh Wendel,GRN,24,1,8,33
Collin,PCT 099,"Justice, Supreme Court, Place 2",,Don Willett,REP,138,5,78,221
Collin,PCT 099,"Justice, Supreme Court, Place 2",,RS Roberto Koelsch,LIB,60,1,20,81
Collin,PCT 099,"Justice, Supreme Court, Place 4",,John Devine,REP,139,5,72,216
Collin,PCT 099,"Justice, Supreme Court, Place 4",,Tom Oxford,LIB,44,0,21,65
Collin,PCT 099,"Justice, Supreme Court, Place 4",,Charles E. Waterbury,GRN,22,1,7,30
Collin,PCT 099,"Justice, Supreme Court, Place 6",,Nathan Hecht,REP,129,5,70,204
Collin,PCT 099,"Justice, Supreme Court, Place 6",,Michele Petty,DEM,114,2,55,171
Collin,PCT 099,"Justice, Supreme Court, Place 6",,Mark Ash,LIB,14,0,6,20
Collin,PCT 099,"Justice, Supreme Court, Place 6",,Jim Chisholm,GRN,4,0,0,4
Collin,PCT 099,"Presiding Judge, Court of Criminal Appeals",,Sharon Keller,REP,134,5,71,210
Collin,PCT 099,"Presiding Judge, Court of Criminal Appeals",,Keith Hampton,DEM,113,2,52,167
Collin,PCT 099,"Presiding Judge, Court of Criminal Appeals",,Lance Stott,LIB,16,0,7,23
Collin,PCT 099,"Judge, Court of Criminal Appeals Place 7",,Barbara Parker Herve,REP,142,5,74,221
Collin,PCT 099,"Judge, Court of Criminal Appeals Place 7",,Mark W. Bennett,LIB,53,1,19,73
Collin,PCT 099,"Judge, Court of Criminal Appeals Place 8",,Elsa Alcala,REP,145,5,77,227
Collin,PCT 099,"Judge, Court of Criminal Appeals Place 8",,William Bryan Strang,LIB,54,1,18,73
Collin,PCT 099,"Member, State Board of Education, District 12",,"Geraldine \Tincy\"" Mi""",REP,130,6,75,211
Collin,PCT 099,"Member, State Board of Education, District 12",,Lois Parrott,DEM,124,1,54,179
Collin,PCT 099,State Senate,8,Ken Paxton,REP,136,5,73,214
Collin,PCT 099,State Senate,8,"Jack G.B. Ternan, Jr",DEM,113,2,49,164
Collin,PCT 099,State Senate,8,Ed Kless,LIB,16,0,10,26
Collin,PCT 099,State Representative,70,Scott Sanford,REP,150,6,86,242
Collin,PCT 099,"Chief Justice, 5th Court of Appeals District",,Carolyn Wright,REP,152,6,82,240
Collin,PCT 099,"Justice, 5th Court of Appeals District, Place 2",,David Evans,REP,136,5,72,213
Collin,PCT 099,"Justice, 5th Court of Appeals District, Place 2",,Dan Wood,DEM,116,2,56,174
