county,precinct,office,district,candidate,party,votes,early_voting_paper,early_voting_electronic,election_day_paper,election_day_electronic,mail,early_voting,election_day
Rockwall,PRECINCT 1A,Railroad Commissioner,,UNDER VOTES,,101,25,39,15,22,0,64,37
Rockwall,PRECINCT 1B,Railroad Commissioner,,UNDER VOTES,,100,25,13,16,46,0,38,62
Rockwall,PRECINCT 1C,Railroad Commissioner,,UNDER VOTES,,93,25,15,12,40,1,40,52
Rockwall,PRECINCT 2,Railroad Commissioner,,UNDER VOTES,,137,50,26,11,50,0,76,61
Rockwall,PRECINCT 2A,Railroad Commissioner,,UNDER VOTES,,140,42,30,18,50,0,72,68
Rockwall,PRECINCT 2B,Railroad Commissioner,,UNDER VOTES,,30,5,5,6,14,0,10,20
Rockwall,PRECINCT 2C,Railroad Commissioner,,UNDER VOTES,,93,31,22,38,2,0,53,40
Rockwall,PRECINCT 3,Railroad Commissioner,,UNDER VOTES,,12,7,1,1,3,0,8,4
Rockwall,PRECINCT 3A,Railroad Commissioner,,UNDER VOTES,,27,3,6,6,12,0,9,18
Rockwall,PRECINCT 3B,Railroad Commissioner,,UNDER VOTES,,80,15,13,16,36,0,28,52
Rockwall,PRECINCT 3C,Railroad Commissioner,,UNDER VOTES,,70,28,24,9,9,0,52,18
Rockwall,PRECINCT 3D,Railroad Commissioner,,UNDER VOTES,,86,17,30,28,11,0,47,39
Rockwall,PRECINCT 4,Railroad Commissioner,,UNDER VOTES,,72,27,13,8,24,0,40,32
Rockwall,PRECINCT 4A,Railroad Commissioner,,UNDER VOTES,,105,19,33,28,25,0,52,53
Rockwall,PRECINCT 4B,Railroad Commissioner,,UNDER VOTES,,32,15,4,3,10,0,19,13
Rockwall,PRECINCT 4C,Railroad Commissioner,,UNDER VOTES,,62,8,33,10,11,0,41,21
Rockwall,PRECINCT 1,Railroad Commissioner,unexpired,Barry Smitherman,REP,2380,761,1008,241,369,1,1769,610
Rockwall,PRECINCT 1A,Railroad Commissioner,unexpired,Barry Smitherman,REP,1627,443,522,276,386,0,965,662
Rockwall,PRECINCT 1B,Railroad Commissioner,unexpired,Barry Smitherman,REP,2137,630,591,248,666,2,1221,914
Rockwall,PRECINCT 1C,Railroad Commissioner,unexpired,Barry Smitherman,REP,1961,535,578,183,664,1,1113,847
Rockwall,PRECINCT 2,Railroad Commissioner,unexpired,Barry Smitherman,REP,2197,749,668,197,582,1,1417,779
Rockwall,PRECINCT 2A,Railroad Commissioner,unexpired,Barry Smitherman,REP,2296,714,752,302,526,2,1466,828
Rockwall,PRECINCT 2B,Railroad Commissioner,unexpired,Barry Smitherman,REP,829,252,312,107,158,0,564,265
Rockwall,PRECINCT 2C,Railroad Commissioner,unexpired,Barry Smitherman,REP,2421,799,1005,585,30,2,1804,615
Rockwall,PRECINCT 3,Railroad Commissioner,unexpired,Barry Smitherman,REP,162,73,44,15,30,0,117,45
Rockwall,PRECINCT 3A,Railroad Commissioner,unexpired,Barry Smitherman,REP,480,95,135,74,176,0,230,250
Rockwall,PRECINCT 3B,Railroad Commissioner,unexpired,Barry Smitherman,REP,1305,257,366,234,448,0,623,682
Rockwall,PRECINCT 3C,Railroad Commissioner,unexpired,Barry Smitherman,REP,1364,427,610,120,207,0,1037,327
Rockwall,PRECINCT 3D,Railroad Commissioner,unexpired,Barry Smitherman,REP,2190,585,852,420,332,1,1437,752
Rockwall,PRECINCT 4,Railroad Commissioner,unexpired,Barry Smitherman,REP,1226,419,349,159,298,1,768,457
Rockwall,PRECINCT 4A,Railroad Commissioner,unexpired,Barry Smitherman,REP,2040,491,699,442,407,1,1190,849
Rockwall,PRECINCT 4B,Railroad Commissioner,unexpired,Barry Smitherman,REP,598,178,219,83,118,0,397,201
Rockwall,PRECINCT 4C,Railroad Commissioner,unexpired,Barry Smitherman,REP,1186,214,557,160,255,0,771,415
Rockwall,PRECINCT 1,Railroad Commissioner,unexpired,Jaime O. Perez,LIB,222,63,74,32,52,1,137,84
Rockwall,PRECINCT 1A,Railroad Commissioner,unexpired,Jaime O. Perez,LIB,231,32,72,59,68,0,104,127
Rockwall,PRECINCT 1B,Railroad Commissioner,unexpired,Jaime O. Perez,LIB,209,49,41,35,84,0,90,119
Rockwall,PRECINCT 1C,Railroad Commissioner,unexpired,Jaime O. Perez,LIB,166,47,41,18,60,0,88,78
Rockwall,PRECINCT 2,Railroad Commissioner,unexpired,Jaime O. Perez,LIB,226,75,48,35,68,0,123,103
Rockwall,PRECINCT 2A,Railroad Commissioner,unexpired,Jaime O. Perez,LIB,246,70,55,47,74,0,125,121
Rockwall,PRECINCT 2B,Railroad Commissioner,unexpired,Jaime O. Perez,LIB,115,29,39,20,27,0,68,47
Rockwall,PRECINCT 2C,Railroad Commissioner,unexpired,Jaime O. Perez,LIB,195,50,70,74,0,1,120,74
Rockwall,PRECINCT 3,Railroad Commissioner,unexpired,Jaime O. Perez,LIB,42,20,3,7,12,0,23,19
Rockwall,PRECINCT 3A,Railroad Commissioner,unexpired,Jaime O. Perez,LIB,139,22,29,29,58,1,51,87
Rockwall,PRECINCT 3B,Railroad Commissioner,unexpired,Jaime O. Perez,LIB,247,49,55,54,88,1,104,142
Rockwall,PRECINCT 3C,Railroad Commissioner,unexpired,Jaime O. Perez,LIB,88,30,26,10,22,0,56,32
Rockwall,PRECINCT 3D,Railroad Commissioner,unexpired,Jaime O. Perez,LIB,183,51,47,53,32,0,98,85
Rockwall,PRECINCT 4,Railroad Commissioner,unexpired,Jaime O. Perez,LIB,123,27,24,22,50,0,51,72
Rockwall,PRECINCT 4A,Railroad Commissioner,unexpired,Jaime O. Perez,LIB,282,44,83,104,51,0,127,155
Rockwall,PRECINCT 4B,Railroad Commissioner,unexpired,Jaime O. Perez,LIB,95,20,18,32,25,0,38,57
Rockwall,PRECINCT 4C,Railroad Commissioner,unexpired,Jaime O. Perez,LIB,147,35,53,24,35,0,88,59
Rockwall,PRECINCT 1,Railroad Commissioner,unexpired,Josh Wendel,GRN,129,47,43,12,27,0,90,39
Rockwall,PRECINCT 1A,Railroad Commissioner,unexpired,Josh Wendel,GRN,139,34,39,26,40,0,73,66
Rockwall,PRECINCT 1B,Railroad Commissioner,unexpired,Josh Wendel,GRN,103,32,25,12,34,0,57,46
Rockwall,PRECINCT 1C,Railroad Commissioner,unexpired,Josh Wendel,GRN,82,23,17,10,32,0,40,42
Rockwall,PRECINCT 2,Railroad Commissioner,unexpired,Josh Wendel,GRN,156,52,31,17,56,0,83,73
Rockwall,PRECINCT 2A,Railroad Commissioner,unexpired,Josh Wendel,GRN,155,50,29,34,42,0,79,76
Rockwall,PRECINCT 2B,Railroad Commissioner,unexpired,Josh Wendel,GRN,47,19,15,8,5,0,34,13
Rockwall,PRECINCT 2C,Railroad Commissioner,unexpired,Josh Wendel,GRN,129,43,44,37,4,1,87,41
Rockwall,PRECINCT 3,Railroad Commissioner,unexpired,Josh Wendel,GRN,17,6,2,4,5,0,8,9
Rockwall,PRECINCT 3A,Railroad Commissioner,unexpired,Josh Wendel,GRN,40,9,6,1,24,0,15,25
Rockwall,PRECINCT 3B,Railroad Commissioner,unexpired,Josh Wendel,GRN,88,19,25,16,28,0,44,44
Rockwall,PRECINCT 3C,Railroad Commissioner,unexpired,Josh Wendel,GRN,44,22,8,6,7,1,30,13
Rockwall,PRECINCT 3D,Railroad Commissioner,unexpired,Josh Wendel,GRN,117,43,28,26,20,0,71,46
Rockwall,PRECINCT 4,Railroad Commissioner,unexpired,Josh Wendel,GRN,72,23,11,13,24,1,34,37
Rockwall,PRECINCT 4A,Railroad Commissioner,unexpired,Josh Wendel,GRN,129,29,39,33,28,0,68,61
Rockwall,PRECINCT 4B,Railroad Commissioner,unexpired,Josh Wendel,GRN,46,16,13,8,9,0,29,17
Rockwall,PRECINCT 4C,Railroad Commissioner,unexpired,Josh Wendel,GRN,66,13,25,15,13,0,38,28
Rockwall,PRECINCT 1,Railroad Commissioner,unexpired,OVER VOTES,,0,0,0,0,0,0,0,0
Rockwall,PRECINCT 1A,Railroad Commissioner,unexpired,OVER VOTES,,0,0,0,0,0,0,0,0
Rockwall,PRECINCT 1B,Railroad Commissioner,unexpired,OVER VOTES,,0,0,0,0,0,0,0,0
Rockwall,PRECINCT 1C,Railroad Commissioner,unexpired,OVER VOTES,,0,0,0,0,0,0,0,0
Rockwall,PRECINCT 2,Railroad Commissioner,unexpired,OVER VOTES,,0,0,0,0,0,0,0,0
Rockwall,PRECINCT 2A,Railroad Commissioner,unexpired,OVER VOTES,,0,0,0,0,0,0,0,0
Rockwall,PRECINCT 2B,Railroad Commissioner,unexpired,OVER VOTES,,0,0,0,0,0,0,0,0
Rockwall,PRECINCT 2C,Railroad Commissioner,unexpired,OVER VOTES,,0,0,0,0,0,0,0,0
Rockwall,PRECINCT 3,Railroad Commissioner,unexpired,OVER VOTES,,0,0,0,0,0,0,0,0
Rockwall,PRECINCT 3A,Railroad Commissioner,unexpired,OVER VOTES,,0,0,0,0,0,0,0,0
Rockwall,PRECINCT 3B,Railroad Commissioner,unexpired,OVER VOTES,,0,0,0,0,0,0,0,0
Rockwall,PRECINCT 3C,Railroad Commissioner,unexpired,OVER VOTES,,0,0,0,0,0,0,0,0
Rockwall,PRECINCT 3D,Railroad Commissioner,unexpired,OVER VOTES,,0,0,0,0,0,0,0,0
Rockwall,PRECINCT 4,Railroad Commissioner,unexpired,OVER VOTES,,0,0,0,0,0,0,0,0
Rockwall,PRECINCT 4A,Railroad Commissioner,unexpired,OVER VOTES,,0,0,0,0,0,0,0,0
Rockwall,PRECINCT 4B,Railroad Commissioner,unexpired,OVER VOTES,,0,0,0,0,0,0,0,0
Rockwall,PRECINCT 4C,Railroad Commissioner,unexpired,OVER VOTES,,0,0,0,0,0,0,0,0
Rockwall,PRECINCT 1,Railroad Commissioner,unexpired,UNDER VOTES,,396,146,142,41,66,1,288,107
Rockwall,PRECINCT 1A,Railroad Commissioner,unexpired,UNDER VOTES,,398,112,133,72,80,1,245,152
Rockwall,PRECINCT 1B,Railroad Commissioner,unexpired,UNDER VOTES,,270,79,64,33,94,0,143,127
Rockwall,PRECINCT 1C,Railroad Commissioner,unexpired,UNDER VOTES,,252,79,60,24,88,1,139,112
Rockwall,PRECINCT 2,Railroad Commissioner,unexpired,UNDER VOTES,,408,156,103,35,114,0,259,149
Rockwall,PRECINCT 2A,Railroad Commissioner,unexpired,UNDER VOTES,,470,151,131,60,128,0,282,188
Rockwall,PRECINCT 2B,Railroad Commissioner,unexpired,UNDER VOTES,,201,48,77,30,45,1,125,75
Rockwall,PRECINCT 2C,Railroad Commissioner,unexpired,UNDER VOTES,,300,101,105,90,4,0,206,94
Rockwall,PRECINCT 3,Railroad Commissioner,unexpired,UNDER VOTES,,109,49,15,25,20,0,64,45
Rockwall,PRECINCT 3A,Railroad Commissioner,unexpired,UNDER VOTES,,193,33,51,33,76,0,84,109
Rockwall,PRECINCT 3B,Railroad Commissioner,unexpired,UNDER VOTES,,411,79,127,61,144,0,206,205
Rockwall,PRECINCT 3C,Railroad Commissioner,unexpired,UNDER VOTES,,155,67,47,21,20,0,114,41
Rockwall,PRECINCT 3D,Railroad Commissioner,unexpired,UNDER VOTES,,298,80,99,72,47,0,179,119
Rockwall,PRECINCT 4,Railroad Commissioner,unexpired,UNDER VOTES,,210,75,51,20,64,0,126,84
Rockwall,PRECINCT 4A,Railroad Commissioner,unexpired,UNDER VOTES,,428,91,156,77,104,0,247,181
Rockwall,PRECINCT 4B,Railroad Commissioner,unexpired,UNDER VOTES,,150,50,42,20,38,0,92,58
Rockwall,PRECINCT 4C,Railroad Commissioner,unexpired,UNDER VOTES,,291,55,128,42,66,0,183,108
Rockwall,PRECINCT 1,State Senate,District 2,Bob Deuell,REP,2479,766,1044,252,415,2,1810,667
Rockwall,PRECINCT 1A,State Senate,District 2,Bob Deuell,REP,1782,452,580,314,436,0,1032,750
Rockwall,PRECINCT 1B,State Senate,District 2,Bob Deuell,REP,2282,658,620,272,730,2,1278,1002
Rockwall,PRECINCT 1C,State Senate,District 2,Bob Deuell,REP,2055,558,598,190,708,1,1156,898
Rockwall,PRECINCT 2,State Senate,District 2,Bob Deuell,REP,2351,778,690,216,666,1,1468,882
Rockwall,PRECINCT 2A,State Senate,District 2,Bob Deuell,REP,2475,745,790,342,596,2,1535,938
Rockwall,PRECINCT 2B,State Senate,District 2,Bob Deuell,REP,900,268,335,123,174,0,603,297
Rockwall,PRECINCT 2C,State Senate,District 2,Bob Deuell,REP,2552,823,1059,633,34,3,1882,667
Rockwall,PRECINCT 3,State Senate,District 2,Bob Deuell,REP,186,77,47,21,41,0,124,62
Rockwall,PRECINCT 3A,State Senate,District 2,Bob Deuell,REP,577,109,153,88,226,1,262,314
Rockwall,PRECINCT 3B,State Senate,District 2,Bob Deuell,REP,1430,279,394,264,492,1,673,756
Rockwall,PRECINCT 3C,State Senate,District 2,Bob Deuell,REP,1407,435,631,123,218,0,1066,341
Rockwall,PRECINCT 3D,State Senate,District 2,Bob Deuell,REP,2312,607,877,458,369,1,1484,827
Rockwall,PRECINCT 4,State Senate,District 2,Bob Deuell,REP,1305,425,364,172,342,2,789,514
Rockwall,PRECINCT 4A,State Senate,District 2,Bob Deuell,REP,2219,502,757,505,454,1,1259,959
Rockwall,PRECINCT 4B,State Senate,District 2,Bob Deuell,REP,670,196,240,101,133,0,436,234
Rockwall,PRECINCT 4C,State Senate,District 2,Bob Deuell,REP,1274,225,594,177,278,0,819,455
Rockwall,PRECINCT 1,State Senate,District 2,OVER VOTES,,0,0,0,0,0,0,0,0
Rockwall,PRECINCT 1A,State Senate,District 2,OVER VOTES,,0,0,0,0,0,0,0,0
Rockwall,PRECINCT 1B,State Senate,District 2,OVER VOTES,,0,0,0,0,0,0,0,0
Rockwall,PRECINCT 1C,State Senate,District 2,OVER VOTES,,0,0,0,0,0,0,0,0
Rockwall,PRECINCT 2,State Senate,District 2,OVER VOTES,,0,0,0,0,0,0,0,0
Rockwall,PRECINCT 2A,State Senate,District 2,OVER VOTES,,0,0,0,0,0,0,0,0
Rockwall,PRECINCT 2B,State Senate,District 2,OVER VOTES,,0,0,0,0,0,0,0,0
Rockwall,PRECINCT 2C,State Senate,District 2,OVER VOTES,,0,0,0,0,0,0,0,0
Rockwall,PRECINCT 3,State Senate,District 2,OVER VOTES,,0,0,0,0,0,0,0,0
Rockwall,PRECINCT 3A,State Senate,District 2,OVER VOTES,,0,0,0,0,0,0,0,0
Rockwall,PRECINCT 3B,State Senate,District 2,OVER VOTES,,0,0,0,0,0,0,0,0
Rockwall,PRECINCT 3C,State Senate,District 2,OVER VOTES,,0,0,0,0,0,0,0,0
Rockwall,PRECINCT 3D,State Senate,District 2,OVER VOTES,,0,0,0,0,0,0,0,0
Rockwall,PRECINCT 4,State Senate,District 2,OVER VOTES,,0,0,0,0,0,0,0,0
Rockwall,PRECINCT 4A,State Senate,District 2,OVER VOTES,,0,0,0,0,0,0,0,0
Rockwall,PRECINCT 4B,State Senate,District 2,OVER VOTES,,0,0,0,0,0,0,0,0
Rockwall,PRECINCT 4C,State Senate,District 2,OVER VOTES,,0,0,0,0,0,0,0,0
Rockwall,PRECINCT 1,State Senate,District 2,UNDER VOTES,,648,251,223,74,99,1,474,173
Rockwall,PRECINCT 1A,State Senate,District 2,UNDER VOTES,,613,169,186,119,138,1,355,257
Rockwall,PRECINCT 1B,State Senate,District 2,UNDER VOTES,,437,132,101,56,148,0,233,204
Rockwall,PRECINCT 1C,State Senate,District 2,UNDER VOTES,,406,126,98,45,136,1,224,181
Rockwall,PRECINCT 2,State Senate,District 2,UNDER VOTES,,636,254,160,68,154,0,414,222
Rockwall,PRECINCT 2A,State Senate,District 2,UNDER VOTES,,692,240,177,101,174,0,417,275
Rockwall,PRECINCT 2B,State Senate,District 2,UNDER VOTES,,292,80,108,42,61,1,188,103
Rockwall,PRECINCT 2C,State Senate,District 2,UNDER VOTES,,493,170,165,153,4,1,335,157
Rockwall,PRECINCT 3,State Senate,District 2,UNDER VOTES,,144,71,17,30,26,0,88,56
Rockwall,PRECINCT 3A,State Senate,District 2,UNDER VOTES,,275,50,68,49,108,0,118,157
Rockwall,PRECINCT 3B,State Senate,District 2,UNDER VOTES,,621,125,179,101,216,0,304,317
Rockwall,PRECINCT 3C,State Senate,District 2,UNDER VOTES,,244,111,60,34,38,1,171,72
Rockwall,PRECINCT 3D,State Senate,District 2,UNDER VOTES,,476,152,149,113,62,0,301,175
Rockwall,PRECINCT 4,State Senate,District 2,UNDER VOTES,,326,119,71,42,94,0,190,136
Rockwall,PRECINCT 4A,State Senate,District 2,UNDER VOTES,,660,153,220,151,136,0,373,287
Rockwall,PRECINCT 4B,State Senate,District 2,UNDER VOTES,,219,68,52,42,57,0,120,99
Rockwall,PRECINCT 4C,State Senate,District 2,UNDER VOTES,,416,92,169,64,91,0,261,155
Rockwall,PRECINCT 1,State House,District 33,Scott Turner,REP,2411,769,1017,244,380,1,1786,624
Rockwall,PRECINCT 1A,State House,District 33,Scott Turner,REP,1636,441,533,284,378,0,974,662
Rockwall,PRECINCT 1B,State House,District 33,Scott Turner,REP,2171,634,596,257,682,2,1230,939
Rockwall,PRECINCT 1C,State House,District 33,Scott Turner,REP,1977,533,590,183,670,1,1123,853
Rockwall,PRECINCT 2,State House,District 33,Scott Turner,REP,2218,739,674,194,610,1,1413,804
Rockwall,PRECINCT 2A,State House,District 33,Scott Turner,REP,2323,716,765,310,530,2,1481,840
Rockwall,PRECINCT 2B,State House,District 33,Scott Turner,REP,838,252,313,112,161,0,565,273
Rockwall,PRECINCT 2C,State House,District 33,Scott Turner,REP,2461,813,1014,598,34,2,1827,632
Rockwall,PRECINCT 3,State House,District 33,Scott Turner,REP,156,69,43,13,31,0,112,44
Rockwall,PRECINCT 3A,State House,District 33,Scott Turner,REP,496,95,137,75,188,1,232,263
Rockwall,PRECINCT 3B,State House,District 33,Scott Turner,REP,1304,252,365,242,444,1,617,686
Rockwall,PRECINCT 3C,State House,District 33,Scott Turner,REP,1349,416,605,120,208,0,1021,328
Rockwall,PRECINCT 3D,State House,District 33,Scott Turner,REP,2220,588,861,422,348,1,1449,770
Rockwall,PRECINCT 4,State House,District 33,Scott Turner,REP,1236,413,355,164,302,2,768,466
Rockwall,PRECINCT 4A,State House,District 33,Scott Turner,REP,2057,474,711,457,414,1,1185,871
Rockwall,PRECINCT 4B,State House,District 33,Scott Turner,REP,611,179,221,91,120,0,400,211
Rockwall,PRECINCT 4C,State House,District 33,Scott Turner,REP,1206,212,567,168,259,0,779,427
Rockwall,PRECINCT 1,State House,District 33,Michael A. Carrasco,LIB,302,93,106,34,68,1,199,102
Rockwall,PRECINCT 1A,State House,District 33,Michael A. Carrasco,LIB,334,49,97,72,116,0,146,188
Rockwall,PRECINCT 1B,State House,District 33,Michael A. Carrasco,LIB,243,59,52,38,94,0,111,132
Rockwall,PRECINCT 1C,State House,District 33,Michael A. Carrasco,LIB,209,66,45,20,78,0,111,98
Rockwall,PRECINCT 2,State House,District 33,Michael A. Carrasco,LIB,311,92,68,51,100,0,160,151
Rockwall,PRECINCT 2A,State House,District 33,Michael A. Carrasco,LIB,339,80,80,67,112,0,160,179
Rockwall,PRECINCT 2B,State House,District 33,Michael A. Carrasco,LIB,140,36,51,23,30,0,87,53
Rockwall,PRECINCT 2C,State House,District 33,Michael A. Carrasco,LIB,261,68,99,93,0,1,167,93
Rockwall,PRECINCT 3,State House,District 33,Michael A. Carrasco,LIB,55,22,7,10,16,0,29,26
Rockwall,PRECINCT 3A,State House,District 33,Michael A. Carrasco,LIB,139,22,29,26,62,0,51,88
Rockwall,PRECINCT 3B,State House,District 33,Michael A. Carrasco,LIB,298,57,75,54,112,0,132,166
Rockwall,PRECINCT 3C,State House,District 33,Michael A. Carrasco,LIB,124,46,35,17,25,1,81,42
Rockwall,PRECINCT 3D,State House,District 33,Michael A. Carrasco,LIB,249,72,67,71,39,0,139,110
Rockwall,PRECINCT 4,State House,District 33,Michael A. Carrasco,LIB,154,42,28,28,56,0,70,84
Rockwall,PRECINCT 4A,State House,District 33,Michael A. Carrasco,LIB,357,53,110,116,78,0,163,194
Rockwall,PRECINCT 4B,State House,District 33,Michael A. Carrasco,LIB,121,27,29,33,32,0,56,65
Rockwall,PRECINCT 4C,State House,District 33,Michael A. Carrasco,LIB,173,36,68,30,39,0,104,69
Rockwall,PRECINCT 1,State House,District 33,OVER VOTES,,0,0,0,0,0,0,0,0
Rockwall,PRECINCT 1A,State House,District 33,OVER VOTES,,0,0,0,0,0,0,0,0
Rockwall,PRECINCT 1B,State House,District 33,OVER VOTES,,0,0,0,0,0,0,0,0
Rockwall,PRECINCT 1C,State House,District 33,OVER VOTES,,0,0,0,0,0,0,0,0
Rockwall,PRECINCT 2,State House,District 33,OVER VOTES,,0,0,0,0,0,0,0,0
Rockwall,PRECINCT 2A,State House,District 33,OVER VOTES,,0,0,0,0,0,0,0,0
Rockwall,PRECINCT 2B,State House,District 33,OVER VOTES,,0,0,0,0,0,0,0,0
Rockwall,PRECINCT 2C,State House,District 33,OVER VOTES,,0,0,0,0,0,0,0,0
Rockwall,PRECINCT 3,State House,District 33,OVER VOTES,,0,0,0,0,0,0,0,0
Rockwall,PRECINCT 3A,State House,District 33,OVER VOTES,,0,0,0,0,0,0,0,0
Rockwall,PRECINCT 3B,State House,District 33,OVER VOTES,,0,0,0,0,0,0,0,0
Rockwall,PRECINCT 3C,State House,District 33,OVER VOTES,,0,0,0,0,0,0,0,0
Rockwall,PRECINCT 3D,State House,District 33,OVER VOTES,,0,0,0,0,0,0,0,0
Rockwall,PRECINCT 4,State House,District 33,OVER VOTES,,0,0,0,0,0,0,0,0
Rockwall,PRECINCT 4A,State House,District 33,OVER VOTES,,0,0,0,0,0,0,0,0
Rockwall,PRECINCT 4B,State House,District 33,OVER VOTES,,0,0,0,0,0,0,0,0
Rockwall,PRECINCT 4C,State House,District 33,OVER VOTES,,0,0,0,0,0,0,0,0
Rockwall,PRECINCT 1,State House,District 33,UNDER VOTES,,414,155,144,48,66,1,299,114
Rockwall,PRECINCT 1A,State House,District 33,UNDER VOTES,,425,131,136,77,80,1,267,157
Rockwall,PRECINCT 1B,State House,District 33,UNDER VOTES,,305,97,73,33,102,0,170,135
Rockwall,PRECINCT 1C,State House,District 33,UNDER VOTES,,275,85,61,32,96,1,146,128
Rockwall,PRECINCT 2,State House,District 33,UNDER VOTES,,458,201,108,39,110,0,309,149
Rockwall,PRECINCT 2A,State House,District 33,UNDER VOTES,,505,189,122,66,128,0,311,194
Rockwall,PRECINCT 2B,State House,District 33,UNDER VOTES,,214,60,79,30,44,1,139,74
Rockwall,PRECINCT 2C,State House,District 33,UNDER VOTES,,323,112,111,95,4,1,223,99
Rockwall,PRECINCT 3,State House,District 33,UNDER VOTES,,119,57,14,28,20,0,71,48
Rockwall,PRECINCT 3A,State House,District 33,UNDER VOTES,,217,42,55,36,84,0,97,120
Rockwall,PRECINCT 3B,State House,District 33,UNDER VOTES,,449,95,133,69,152,0,228,221
Rockwall,PRECINCT 3C,State House,District 33,UNDER VOTES,,178,84,51,20,23,0,135,43
Rockwall,PRECINCT 3D,State House,District 33,UNDER VOTES,,319,99,98,78,44,0,197,122
Rockwall,PRECINCT 4,State House,District 33,UNDER VOTES,,241,89,52,22,78,0,141,100
Rockwall,PRECINCT 4A,State House,District 33,UNDER VOTES,,465,128,156,83,98,0,284,181
Rockwall,PRECINCT 4B,State House,District 33,UNDER VOTES,,157,58,42,19,38,0,100,57
Rockwall,PRECINCT 4C,State House,District 33,UNDER VOTES,,311,69,128,43,71,0,197,114
