county,precinct,office,distict,candidate,party,votes
Walker,PRECINCT 101,State House,District 18,OVER VOTES,,0
Walker,PRECINCT 102,State House,District 18,OVER VOTES,,0
Walker,PRECINCT 103,State House,District 18,OVER VOTES,,0
Walker,PRECINCT 104,State House,District 18,OVER VOTES,,0
Walker,PRECINCT 201,State House,District 18,OVER VOTES,,0
Walker,PRECINCT 203,State House,District 18,OVER VOTES,,0
Walker,PRECINCT 204,State House,District 18,OVER VOTES,,0
Walker,PRECINCT 205,State House,District 18,OVER VOTES,,0
Walker,PRECINCT 206,State House,District 18,OVER VOTES,,0
Walker,PRECINCT 301,State House,District 18,OVER VOTES,,0
Walker,PRECINCT 302,State House,District 18,OVER VOTES,,0
Walker,PRECINCT 303,State House,District 18,OVER VOTES,,0
Walker,PRECINCT 304,State House,District 18,OVER VOTES,,0
Walker,PRECINCT 305,State House,District 18,OVER VOTES,,0
Walker,PRECINCT 401,State House,District 18,OVER VOTES,,0
Walker,PRECINCT 402,State House,District 18,OVER VOTES,,0
Walker,PRECINCT 403,State House,District 18,OVER VOTES,,0
Walker,PRECINCT 404,State House,District 18,OVER VOTES,,0
Walker,PRECINCT 101,State House,District 18,UNDER VOTES,,219
Walker,PRECINCT 102,State House,District 18,UNDER VOTES,,497
Walker,PRECINCT 103,State House,District 18,UNDER VOTES,,242
Walker,PRECINCT 104,State House,District 18,UNDER VOTES,,224
Walker,PRECINCT 201,State House,District 18,UNDER VOTES,,437
Walker,PRECINCT 203,State House,District 18,UNDER VOTES,,75
Walker,PRECINCT 204,State House,District 18,UNDER VOTES,,454
Walker,PRECINCT 205,State House,District 18,UNDER VOTES,,363
Walker,PRECINCT 206,State House,District 18,UNDER VOTES,,147
Walker,PRECINCT 301,State House,District 18,UNDER VOTES,,591
Walker,PRECINCT 302,State House,District 18,UNDER VOTES,,54
Walker,PRECINCT 303,State House,District 18,UNDER VOTES,,87
Walker,PRECINCT 304,State House,District 18,UNDER VOTES,,410
Walker,PRECINCT 305,State House,District 18,UNDER VOTES,,19
Walker,PRECINCT 401,State House,District 18,UNDER VOTES,,464
Walker,PRECINCT 402,State House,District 18,UNDER VOTES,,74
Walker,PRECINCT 403,State House,District 18,UNDER VOTES,,137
Walker,PRECINCT 404,State House,District 18,UNDER VOTES,,447
