county,precinct,office,district,party,candidate,votes,1,2,3,4
Lavaca,0023,Referenda Item #6,,DEM,OVER VOTES,0,0,0,0,0
Lavaca,0029,Referenda Item #6,,DEM,OVER VOTES,0,0,0,0,0
Lavaca,0030,Referenda Item #6,,DEM,OVER VOTES,0,0,0,0,0
Lavaca,0031,Referenda Item #6,,DEM,OVER VOTES,0,0,0,0,0
Lavaca,0032,Referenda Item #6,,DEM,OVER VOTES,0,0,0,0,0
Lavaca,0001,Referenda Item #6,,DEM,UNDER VOTES,24,6,0,17,1
Lavaca,0008,Referenda Item #6,,DEM,UNDER VOTES,3,0,0,3,0
Lavaca,0016,Referenda Item #6,,DEM,UNDER VOTES,4,1,1,2,0
Lavaca,0019,Referenda Item #6,,DEM,UNDER VOTES,1,1,0,0,0
Lavaca,0023,Referenda Item #6,,DEM,UNDER VOTES,4,0,0,4,0
Lavaca,0029,Referenda Item #6,,DEM,UNDER VOTES,12,2,0,9,1
Lavaca,0030,Referenda Item #6,,DEM,UNDER VOTES,6,1,0,5,0
Lavaca,0031,Referenda Item #6,,DEM,UNDER VOTES,13,4,0,7,2
Lavaca,0032,Referenda Item #6,,DEM,UNDER VOTES,3,0,0,3,0
