county,precinct,office,district,party,candidate,votes,absentee,early_voting_paper,early_voting_dre,election_day_paper,election_day_dre
Hill,0008,"Justice, Supreme Court, Place 9",,DEM,Savannah Robinson,22,3,3,4,7,5
Hill,0008,"Justice, Supreme Court, Place 9",,DEM,Over Votes,0,0,0,0,0,0
Hill,0008,"Justice, Supreme Court, Place 9",,DEM,Under Votes,16,0,0,0,15,1
Hill,0008,"Judge, Court of Criminal Appeals, Place 2",,DEM,"Lawrence ""Larry"" Meyers",22,3,3,4,7,5
Hill,0008,"Judge, Court of Criminal Appeals, Place 2",,DEM,Over Votes,0,0,0,0,0,0
Hill,0008,"Judge, Court of Criminal Appeals, Place 2",,DEM,Under Votes,16,0,0,0,15,1
Hill,0008,"Judge, Court of Criminal Appeals, Place 5",,DEM,Betsy Johnson,21,3,3,4,6,5
Hill,0008,"Judge, Court of Criminal Appeals, Place 5",,DEM,Over Votes,0,0,0,0,0,0
Hill,0008,"Judge, Court of Criminal Appeals, Place 5",,DEM,Under Votes,17,0,0,0,16,1
Hill,0008,"Judge, Court of Criminal Appeals, Place 6",,DEM,Robert Burns,22,3,3,4,6,6
Hill,0008,"Judge, Court of Criminal Appeals, Place 6",,DEM,Over Votes,0,0,0,0,0,0
Hill,0008,"Judge, Court of Criminal Appeals, Place 6",,DEM,Under Votes,16,0,0,0,16,0
Hill,0008,State Senator,22,DEM,Michael Collins,22,3,3,4,6,6
Hill,0008,State Senator,22,DEM,Over Votes,0,0,0,0,0,0
Hill,0008,State Senator,22,DEM,Under Votes,16,0,0,0,16,0
Hill,0008,County Chairman,,DEM,Thomas Hanson,22,3,3,4,6,6
Hill,0008,County Chairman,,DEM,Over Votes,0,0,0,0,0,0
Hill,0008,County Chairman,,DEM,Under Votes,16,0,0,0,16,0
Hill,0008,Precinct Chairman 8,,DEM,Rosie Salinas,20,3,3,4,5,5
Hill,0008,Precinct Chairman 8,,DEM,Over Votes,0,0,0,0,0,0
Hill,0008,Precinct Chairman 8,,DEM,Under Votes,18,0,0,0,17,1
Hill,0008,Proposition 1,,REP,Yes,116,4,21,11,51,29
Hill,0008,Proposition 1,,REP,No,31,3,3,9,7,9
Hill,0008,Proposition 1,,REP,Over Votes,0,0,0,0,0,0
Hill,0008,Proposition 1,,REP,Under Votes,27,1,2,1,13,10
Hill,0008,Proposition 2,,REP,Yes,87,5,16,9,36,21
Hill,0008,Proposition 2,,REP,No,67,2,9,11,24,21
Hill,0008,Proposition 2,,REP,Over Votes,0,0,0,0,0,0
Hill,0008,Proposition 2,,REP,Under Votes,20,1,1,1,11,6
Hill,0008,Proposition 3,,REP,Yes,122,7,19,15,49,32
Hill,0008,Proposition 3,,REP,No,26,0,5,5,9,7
Hill,0008,Proposition 3,,REP,Over Votes,0,0,0,0,0,0
Hill,0008,Proposition 3,,REP,Under Votes,26,1,2,1,13,9
Hill,0008,Proposition 4,,REP,Yes,142,7,22,20,53,40
Hill,0008,Proposition 4,,REP,No,6,0,2,0,3,1
Hill,0008,Proposition 4,,REP,Over Votes,0,0,0,0,0,0
Hill,0008,Proposition 4,,REP,Under Votes,26,1,2,1,15,7
Hill,0008,Referenda Item #1,,DEM,For,18,1,1,4,6,6
Hill,0008,Referenda Item #1,,DEM,Against,3,1,1,0,1,0
Hill,0008,Referenda Item #1,,DEM,Over Votes,0,0,0,0,0,0
Hill,0008,Referenda Item #1,,DEM,Under Votes,17,1,1,0,15,0
Hill,0008,Referenda Item #2,,DEM,For,20,2,2,4,7,5
Hill,0008,Referenda Item #2,,DEM,Against,4,1,1,0,1,1
Hill,0008,Referenda Item #2,,DEM,Over Votes,0,0,0,0,0,0
Hill,0008,Referenda Item #2,,DEM,Under Votes,14,0,0,0,14,0
Hill,0008,Referenda Item #3,,DEM,For,24,3,3,4,8,6
Hill,0008,Referenda Item #3,,DEM,Against,0,0,0,0,0,0
Hill,0008,Referenda Item #3,,DEM,Over Votes,0,0,0,0,0,0
Hill,0008,Referenda Item #3,,DEM,Under Votes,14,0,0,0,14,0
Hill,0008,Referenda Item #4,,DEM,For,24,3,3,4,8,6
Hill,0008,Referenda Item #4,,DEM,Against,0,0,0,0,0,0
Hill,0008,Referenda Item #4,,DEM,Over Votes,0,0,0,0,0,0
Hill,0008,Referenda Item #4,,DEM,Under Votes,14,0,0,0,14,0
Hill,0008,Referenda Item #5,,DEM,For,20,2,2,4,7,5
Hill,0008,Referenda Item #5,,DEM,Against,4,1,1,0,1,1
Hill,0008,Referenda Item #5,,DEM,Over Votes,0,0,0,0,0,0
Hill,0008,Referenda Item #5,,DEM,Under Votes,14,0,0,0,14,0
Hill,0008,Referenda Item #6,,DEM,For,17,1,1,4,6,5
Hill,0008,Referenda Item #6,,DEM,Against,1,0,0,0,0,1
Hill,0008,Referenda Item #6,,DEM,Over Votes,0,0,0,0,0,0
Hill,0008,Referenda Item #6,,DEM,Under Votes,20,2,2,0,16,0
Hill,0009,Registered Voters - Total,,,,547,,,,,
Hill,0009,Ballots Cast - Total,,REP,,217,13,39,45,87,33
Hill,0009,Ballots Cast - Total,,DEM,,23,2,3,1,8,9
Hill,0009,President,,REP,Ted Cruz,103,7,21,20,46,9
Hill,0009,President,,REP,Jeb Bush,4,1,1,0,1,1
Hill,0009,President,,REP,Donald J. Trump,71,2,11,15,30,13
Hill,0009,President,,REP,Ben Carson,12,1,1,2,3,5
Hill,0009,President,,REP,Rand Paul,1,0,0,1,0,0
Hill,0009,President,,REP,Rick Santorum,0,0,0,0,0,0
Hill,0009,President,,REP,Elizabeth Gray,0,0,0,0,0,0
Hill,0009,President,,REP,Carly Fiorina,0,0,0,0,0,0
Hill,0009,President,,REP,Lindsey Graham,0,0,0,0,0,0
Hill,0009,President,,REP,Marco Rubio,18,2,3,4,5,4
Hill,0009,President,,REP,John R. Kasich,1,0,0,1,0,0
Hill,0009,President,,REP,Mike Huckabee,0,0,0,0,0,0
Hill,0009,President,,REP,Chris Christie,2,0,0,1,0,1
Hill,0009,President,,REP,Uncommitted,3,0,1,1,1,0
Hill,0009,President,,REP,Over Votes,0,0,0,0,0,0
Hill,0009,President,,REP,Under Votes,2,0,1,0,1,0
Hill,0009,U.S. House,25,REP,Roger Williams,156,12,30,28,67,19
Hill,0009,U.S. House,25,REP,Over Votes,0,0,0,0,0,0
Hill,0009,U.S. House,25,REP,Under Votes,61,1,9,17,20,14
Hill,0009,Railroad Commissioner,,REP,Gary Gates,61,3,8,18,23,9
Hill,0009,Railroad Commissioner,,REP,Lance N. Christian,29,4,6,4,11,4
Hill,0009,Railroad Commissioner,,REP,Weston Martinez,14,2,3,1,7,1
Hill,0009,Railroad Commissioner,,REP,Wayne Christian,24,0,3,9,8,4
Hill,0009,Railroad Commissioner,,REP,Ron Hale,24,1,4,5,11,3
Hill,0009,Railroad Commissioner,,REP,Doug Jeffrey,5,0,1,1,2,1
Hill,0009,Railroad Commissioner,,REP,John Greytok,6,1,2,0,3,0
Hill,0009,Railroad Commissioner,,REP,Over Votes,0,0,0,0,0,0
Hill,0009,Railroad Commissioner,,REP,Under Votes,54,2,12,7,22,11
Hill,0009,"Justice, Supreme Court, Place 3",,REP,Michael Massengale,89,5,15,21,34,14
Hill,0009,"Justice, Supreme Court, Place 3",,REP,Debra Lehrmann,86,7,15,17,35,12
Hill,0009,"Justice, Supreme Court, Place 3",,REP,Over Votes,0,0,0,0,0,0
Hill,0009,"Justice, Supreme Court, Place 3",,REP,Under Votes,42,1,9,7,18,7
Hill,0009,"Justice, Supreme Court, Place 5",,REP,Paul Green,86,4,16,22,30,14
Hill,0009,"Justice, Supreme Court, Place 5",,REP,Rick Green,71,6,11,13,31,10
Hill,0009,"Justice, Supreme Court, Place 5",,REP,Over Votes,0,0,0,0,0,0
Hill,0009,"Justice, Supreme Court, Place 5",,REP,Under Votes,60,3,12,10,26,9
Hill,0009,"Justice, Supreme Court, Place 9",,REP,Joe Pool,89,6,16,8,40,19
Hill,0009,"Justice, Supreme Court, Place 9",,REP,Eva Guzman,88,6,13,32,30,7
Hill,0009,"Justice, Supreme Court, Place 9",,REP,Over Votes,0,0,0,0,0,0
Hill,0009,"Justice, Supreme Court, Place 9",,REP,Under Votes,40,1,10,5,17,7
Hill,0009,"Judge, Court of Criminal Appeals, Place 2",,REP,Chris Oldner,39,3,6,6,18,6
Hill,0009,"Judge, Court of Criminal Appeals, Place 2",,REP,Ray Wheless,49,3,7,13,17,9
Hill,0009,"Judge, Court of Criminal Appeals, Place 2",,REP,Mary Lou Keel,62,4,12,16,20,10
Hill,0009,"Judge, Court of Criminal Appeals, Place 2",,REP,Over Votes,0,0,0,0,0,0
Hill,0009,"Judge, Court of Criminal Appeals, Place 2",,REP,Under Votes,67,3,14,10,32,8
Hill,0009,"Judge, Court of Criminal Appeals, Place 5",,REP,Sid Harle,14,0,0,7,5,2
Hill,0009,"Judge, Court of Criminal Appeals, Place 5",,REP,Brent Webster,49,3,9,10,18,9
Hill,0009,"Judge, Court of Criminal Appeals, Place 5",,REP,Scott Walker,58,5,9,11,23,10
Hill,0009,"Judge, Court of Criminal Appeals, Place 5",,REP,Steve Smith,37,2,8,9,15,3
Hill,0009,"Judge, Court of Criminal Appeals, Place 5",,REP,Over Votes,0,0,0,0,0,0
Hill,0009,"Judge, Court of Criminal Appeals, Place 5",,REP,Under Votes,59,3,13,8,26,9
Hill,0009,"Judge, Court of Criminal Appeals, Place 6",,REP,Richard Davis,73,5,12,13,28,15
Hill,0009,"Judge, Court of Criminal Appeals, Place 6",,REP,Michael E. Keasler,68,5,12,21,22,8
Hill,0009,"Judge, Court of Criminal Appeals, Place 6",,REP,Over Votes,0,0,0,0,0,0
Hill,0009,"Judge, Court of Criminal Appeals, Place 6",,REP,Under Votes,76,3,15,11,37,10
Hill,0009,"Member, State Board of Education, District 14",,REP,Sue Melton-Malone,145,10,26,31,55,23
Hill,0009,"Member, State Board of Education, District 14",,REP,Over Votes,0,0,0,0,0,0
Hill,0009,"Member, State Board of Education, District 14",,REP,Under Votes,72,3,13,14,32,10
Hill,0009,State Senator,22,REP,Brian Birdwell,157,11,29,32,60,25
Hill,0009,State Senator,22,REP,Over Votes,0,0,0,0,0,0
Hill,0009,State Senator,22,REP,Under Votes,60,2,10,13,27,8
Hill,0009,State Representative,8,REP,Thomas McNutt,86,4,12,25,31,14
Hill,0009,State Representative,8,REP,Byron Cook,119,9,24,19,48,19
Hill,0009,State Representative,8,REP,Over Votes,0,0,0,0,0,0
Hill,0009,State Representative,8,REP,Under Votes,12,0,3,1,8,0
Hill,0009,"Justice, 10th Court of Appeals District, Place 3",,REP,Al Scoggins,138,8,24,29,55,22
Hill,0009,"Justice, 10th Court of Appeals District, Place 3",,REP,Over Votes,0,0,0,0,0,0
Hill,0009,"Justice, 10th Court of Appeals District, Place 3",,REP,Under Votes,79,5,15,16,32,11
Hill,0009,"District Attorney, 66th Judicial District",,REP,Mark F Pratt,163,9,28,34,65,27
Hill,0009,"District Attorney, 66th Judicial District",,REP,Over Votes,0,0,0,0,0,0
Hill,0009,"District Attorney, 66th Judicial District",,REP,Under Votes,54,4,11,11,22,6
Hill,0009,County Attorney,,REP,R David Holmes,155,8,28,34,59,26
Hill,0009,County Attorney,,REP,Over Votes,0,0,0,0,0,0
Hill,0009,County Attorney,,REP,Under Votes,62,5,11,11,28,7
Hill,0009,Sheriff,,REP,Jimmy Johnson,66,5,12,10,26,13
Hill,0009,Sheriff,,REP,Dedri Hafer,10,1,2,1,5,1
Hill,0009,Sheriff,,REP,Rodney Watson,77,5,14,22,28,8
Hill,0009,Sheriff,,REP,Kyle R Cox,26,2,4,5,9,6
Hill,0009,Sheriff,,REP,Ronnie Myers,15,0,2,5,6,2
Hill,0009,Sheriff,,REP,Over Votes,0,0,0,0,0,0
Hill,0009,Sheriff,,REP,Under Votes,23,0,5,2,13,3
Hill,0009,Tax Assessor-Collector,,REP,Ray Mabry,90,6,13,20,37,14
Hill,0009,Tax Assessor-Collector,,REP,Krissi Hightower,85,6,18,16,33,12
Hill,0009,Tax Assessor-Collector,,REP,Over Votes,0,0,0,0,0,0
Hill,0009,Tax Assessor-Collector,,REP,Under Votes,42,1,8,9,17,7
Hill,0009,"Constable, Precinct No. 4",,REP,Collin Yeaman,81,5,13,15,32,16
Hill,0009,"Constable, Precinct No. 4",,REP,George Willoughby,76,8,14,19,26,9
Hill,0009,"Constable, Precinct No. 4",,REP,Over Votes,0,0,0,0,0,0
Hill,0009,"Constable, Precinct No. 4",,REP,Under Votes,60,0,12,11,29,8
Hill,0009,County Chairman,,REP,Will Orr,151,10,28,33,55,25
Hill,0009,County Chairman,,REP,Over Votes,0,0,0,0,0,0
Hill,0009,County Chairman,,REP,Under Votes,66,3,11,12,32,8
Hill,0009,President,,DEM,Bernie Sanders,8,0,0,1,1,6
Hill,0009,President,,DEM,Star Locke,0,0,0,0,0,0
Hill,0009,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0,0,0
Hill,0009,President,,DEM,Willie L. Wilson,0,0,0,0,0,0
Hill,0009,President,,DEM,Calvis L. Hawes,0,0,0,0,0,0
Hill,0009,President,,DEM,Hillary Clinton,15,2,3,0,7,3
Hill,0009,President,,DEM,Keith Judd,0,0,0,0,0,0
Hill,0009,President,,DEM,Martin J. O'Malley,0,0,0,0,0,0
Hill,0009,President,,DEM,Over Votes,0,0,0,0,0,0
Hill,0009,President,,DEM,Under Votes,0,0,0,0,0,0
Hill,0009,U.S. House,25,DEM,Kathi Thomas,13,0,1,1,5,6
Hill,0009,U.S. House,25,DEM,Over Votes,0,0,0,0,0,0
Hill,0009,U.S. House,25,DEM,Under Votes,10,2,2,0,3,3
Hill,0009,Railroad Commissioner,,DEM,Cody Garrett,11,1,1,1,4,4
Hill,0009,Railroad Commissioner,,DEM,Lon Burnam,3,0,0,0,0,3
Hill,0009,Railroad Commissioner,,DEM,Grady Yarbrough,5,0,1,0,3,1
Hill,0009,Railroad Commissioner,,DEM,Over Votes,0,0,0,0,0,0
Hill,0009,Railroad Commissioner,,DEM,Under Votes,4,1,1,0,1,1
Hill,0009,"Justice, Supreme Court, Place 3",,DEM,Mike Westergren,13,0,1,1,4,7
Hill,0009,"Justice, Supreme Court, Place 3",,DEM,Over Votes,0,0,0,0,0,0
Hill,0009,"Justice, Supreme Court, Place 3",,DEM,Under Votes,10,2,2,0,4,2
Hill,0009,"Justice, Supreme Court, Place 5",,DEM,Dori Contreras Garza,17,1,2,1,5,8
Hill,0009,"Justice, Supreme Court, Place 5",,DEM,Over Votes,0,0,0,0,0,0
Hill,0009,"Justice, Supreme Court, Place 5",,DEM,Under Votes,6,1,1,0,3,1
Hill,0009,"Justice, Supreme Court, Place 9",,DEM,Savannah Robinson,16,1,2,1,5,7
Hill,0009,"Justice, Supreme Court, Place 9",,DEM,Over Votes,0,0,0,0,0,0
Hill,0009,"Justice, Supreme Court, Place 9",,DEM,Under Votes,7,1,1,0,3,2
Hill,0009,"Judge, Court of Criminal Appeals, Place 2",,DEM,"Lawrence ""Larry"" Meyers",13,0,1,1,4,7
Hill,0009,"Judge, Court of Criminal Appeals, Place 2",,DEM,Over Votes,0,0,0,0,0,0
Hill,0009,"Judge, Court of Criminal Appeals, Place 2",,DEM,Under Votes,10,2,2,0,4,2
Hill,0009,"Judge, Court of Criminal Appeals, Place 5",,DEM,Betsy Johnson,16,1,2,1,5,7
Hill,0009,"Judge, Court of Criminal Appeals, Place 5",,DEM,Over Votes,0,0,0,0,0,0
Hill,0009,"Judge, Court of Criminal Appeals, Place 5",,DEM,Under Votes,7,1,1,0,3,2
Hill,0009,"Judge, Court of Criminal Appeals, Place 6",,DEM,Robert Burns,13,0,1,1,4,7
Hill,0009,"Judge, Court of Criminal Appeals, Place 6",,DEM,Over Votes,0,0,0,0,0,0
Hill,0009,"Judge, Court of Criminal Appeals, Place 6",,DEM,Under Votes,10,2,2,0,4,2
Hill,0009,State Senator,22,DEM,Michael Collins,16,1,2,1,5,7
Hill,0009,State Senator,22,DEM,Over Votes,0,0,0,0,0,0
Hill,0009,State Senator,22,DEM,Under Votes,7,1,1,0,3,2
Hill,0009,County Chairman,,DEM,Thomas Hanson,16,1,2,1,5,7
Hill,0009,County Chairman,,DEM,Over Votes,0,0,0,0,0,0
Hill,0009,County Chairman,,DEM,Under Votes,7,1,1,0,3,2
Hill,0009,Proposition 1,,REP,Yes,150,11,26,29,57,27
Hill,0009,Proposition 1,,REP,No,47,2,9,15,17,4
Hill,0009,Proposition 1,,REP,Over Votes,0,0,0,0,0,0
Hill,0009,Proposition 1,,REP,Under Votes,20,0,4,1,13,2
Hill,0009,Proposition 2,,REP,Yes,121,5,22,25,48,21
Hill,0009,Proposition 2,,REP,No,79,7,13,17,31,11
Hill,0009,Proposition 2,,REP,Over Votes,3,1,1,0,1,0
Hill,0009,Proposition 2,,REP,Under Votes,14,0,3,3,7,1
Hill,0009,Proposition 3,,REP,Yes,158,11,30,30,64,23
Hill,0009,Proposition 3,,REP,No,38,2,5,10,14,7
Hill,0009,Proposition 3,,REP,Over Votes,0,0,0,0,0,0
Hill,0009,Proposition 3,,REP,Under Votes,21,0,4,5,9,3
Hill,0009,Proposition 4,,REP,Yes,191,13,35,38,78,27
Hill,0009,Proposition 4,,REP,No,9,0,1,3,2,3
Hill,0009,Proposition 4,,REP,Over Votes,0,0,0,0,0,0
Hill,0009,Proposition 4,,REP,Under Votes,17,0,3,4,7,3
Hill,0009,Referenda Item #1,,DEM,For,18,1,2,1,7,7
Hill,0009,Referenda Item #1,,DEM,Against,2,0,0,0,0,2
Hill,0009,Referenda Item #1,,DEM,Over Votes,0,0,0,0,0,0
Hill,0009,Referenda Item #1,,DEM,Under Votes,3,1,1,0,1,0
Hill,0009,Referenda Item #2,,DEM,For,18,1,2,1,6,8
Hill,0009,Referenda Item #2,,DEM,Against,1,0,0,0,0,1
Hill,0009,Referenda Item #2,,DEM,Over Votes,0,0,0,0,0,0
Hill,0009,Referenda Item #2,,DEM,Under Votes,4,1,1,0,2,0
Hill,0009,Referenda Item #3,,DEM,For,20,1,2,1,7,9
Hill,0009,Referenda Item #3,,DEM,Against,0,0,0,0,0,0
Hill,0009,Referenda Item #3,,DEM,Over Votes,0,0,0,0,0,0
Hill,0009,Referenda Item #3,,DEM,Under Votes,3,1,1,0,1,0
Hill,0009,Referenda Item #4,,DEM,For,20,1,2,1,7,9
Hill,0009,Referenda Item #4,,DEM,Against,0,0,0,0,0,0
Hill,0009,Referenda Item #4,,DEM,Over Votes,0,0,0,0,0,0
Hill,0009,Referenda Item #4,,DEM,Under Votes,3,1,1,0,1,0
Hill,0009,Referenda Item #5,,DEM,For,13,1,1,1,4,6
Hill,0009,Referenda Item #5,,DEM,Against,7,0,1,0,3,3
Hill,0009,Referenda Item #5,,DEM,Over Votes,0,0,0,0,0,0
Hill,0009,Referenda Item #5,,DEM,Under Votes,3,1,1,0,1,0
Hill,0009,Referenda Item #6,,DEM,For,16,1,1,1,4,9
Hill,0009,Referenda Item #6,,DEM,Against,4,0,1,0,3,0
Hill,0009,Referenda Item #6,,DEM,Over Votes,0,0,0,0,0,0
Hill,0009,Referenda Item #6,,DEM,Under Votes,3,1,1,0,1,0
Hill,0010,Registered Voters - Total,,,,1894,,,,,
Hill,0010,Ballots Cast - Total,,REP,,589,32,69,123,155,210
Hill,0010,Ballots Cast - Total,,DEM,,95,2,9,5,46,33
Hill,0010,President,,REP,Ted Cruz,259,14,24,49,71,101
Hill,0010,President,,REP,Jeb Bush,11,1,2,5,2,1
Hill,0010,President,,REP,Donald J. Trump,221,12,31,48,60,70
Hill,0010,President,,REP,Ben Carson,20,0,0,6,6,8
Hill,0010,President,,REP,Rand Paul,1,0,0,0,0,1
Hill,0010,President,,REP,Rick Santorum,0,0,0,0,0,0
Hill,0010,President,,REP,Elizabeth Gray,0,0,0,0,0,0
Hill,0010,President,,REP,Carly Fiorina,0,0,0,0,0,0
Hill,0010,President,,REP,Lindsey Graham,0,0,0,0,0,0
Hill,0010,President,,REP,Marco Rubio,56,4,8,13,12,19
Hill,0010,President,,REP,John R. Kasich,2,0,0,0,0,2
Hill,0010,President,,REP,Mike Huckabee,1,0,0,0,0,1
Hill,0010,President,,REP,Chris Christie,5,0,0,1,0,4
Hill,0010,President,,REP,Uncommitted,8,1,2,0,2,3
Hill,0010,President,,REP,Over Votes,0,0,0,0,0,0
Hill,0010,President,,REP,Under Votes,5,0,2,1,2,0
Hill,0010,U.S. House,25,REP,Roger Williams,439,30,57,92,118,142
Hill,0010,U.S. House,25,REP,Over Votes,0,0,0,0,0,0
Hill,0010,U.S. House,25,REP,Under Votes,150,2,12,31,37,68
Hill,0010,Railroad Commissioner,,REP,Gary Gates,185,11,26,35,53,60
Hill,0010,Railroad Commissioner,,REP,Lance N. Christian,47,3,3,11,9,21
Hill,0010,Railroad Commissioner,,REP,Weston Martinez,38,1,4,17,8,8
Hill,0010,Railroad Commissioner,,REP,Wayne Christian,61,3,6,13,17,22
Hill,0010,Railroad Commissioner,,REP,Ron Hale,67,5,10,8,18,26
Hill,0010,Railroad Commissioner,,REP,Doug Jeffrey,30,1,5,9,5,10
Hill,0010,Railroad Commissioner,,REP,John Greytok,16,2,2,3,3,6
Hill,0010,Railroad Commissioner,,REP,Over Votes,0,0,0,0,0,0
Hill,0010,Railroad Commissioner,,REP,Under Votes,145,6,13,27,42,57
Hill,0010,"Justice, Supreme Court, Place 3",,REP,Michael Massengale,248,10,24,59,71,84
Hill,0010,"Justice, Supreme Court, Place 3",,REP,Debra Lehrmann,221,15,33,42,50,81
Hill,0010,"Justice, Supreme Court, Place 3",,REP,Over Votes,0,0,0,0,0,0
Hill,0010,"Justice, Supreme Court, Place 3",,REP,Under Votes,120,7,12,22,34,45
Hill,0010,"Justice, Supreme Court, Place 5",,REP,Paul Green,215,12,24,43,58,78
Hill,0010,"Justice, Supreme Court, Place 5",,REP,Rick Green,240,14,31,54,61,80
Hill,0010,"Justice, Supreme Court, Place 5",,REP,Over Votes,0,0,0,0,0,0
Hill,0010,"Justice, Supreme Court, Place 5",,REP,Under Votes,134,6,14,26,36,52
Hill,0010,"Justice, Supreme Court, Place 9",,REP,Joe Pool,238,15,33,50,64,76
Hill,0010,"Justice, Supreme Court, Place 9",,REP,Eva Guzman,224,11,24,46,57,86
Hill,0010,"Justice, Supreme Court, Place 9",,REP,Over Votes,0,0,0,0,0,0
Hill,0010,"Justice, Supreme Court, Place 9",,REP,Under Votes,127,6,12,27,34,48
Hill,0010,"Judge, Court of Criminal Appeals, Place 2",,REP,Chris Oldner,132,4,11,27,41,49
Hill,0010,"Judge, Court of Criminal Appeals, Place 2",,REP,Ray Wheless,145,7,17,36,35,50
Hill,0010,"Judge, Court of Criminal Appeals, Place 2",,REP,Mary Lou Keel,149,14,25,29,35,46
Hill,0010,"Judge, Court of Criminal Appeals, Place 2",,REP,Over Votes,0,0,0,0,0,0
Hill,0010,"Judge, Court of Criminal Appeals, Place 2",,REP,Under Votes,163,7,16,31,44,65
Hill,0010,"Judge, Court of Criminal Appeals, Place 5",,REP,Sid Harle,91,8,17,15,24,27
Hill,0010,"Judge, Court of Criminal Appeals, Place 5",,REP,Brent Webster,90,5,10,20,30,25
Hill,0010,"Judge, Court of Criminal Appeals, Place 5",,REP,Scott Walker,166,8,18,40,39,61
Hill,0010,"Judge, Court of Criminal Appeals, Place 5",,REP,Steve Smith,84,4,10,17,21,32
Hill,0010,"Judge, Court of Criminal Appeals, Place 5",,REP,Over Votes,0,0,0,0,0,0
Hill,0010,"Judge, Court of Criminal Appeals, Place 5",,REP,Under Votes,158,7,14,31,41,65
Hill,0010,"Judge, Court of Criminal Appeals, Place 6",,REP,Richard Davis,251,11,26,59,63,92
Hill,0010,"Judge, Court of Criminal Appeals, Place 6",,REP,Michael E. Keasler,167,13,26,30,47,51
Hill,0010,"Judge, Court of Criminal Appeals, Place 6",,REP,Over Votes,0,0,0,0,0,0
Hill,0010,"Judge, Court of Criminal Appeals, Place 6",,REP,Under Votes,171,8,17,34,45,67
Hill,0010,"Member, State Board of Education, District 14",,REP,Sue Melton-Malone,407,27,53,89,101,137
Hill,0010,"Member, State Board of Education, District 14",,REP,Over Votes,0,0,0,0,0,0
Hill,0010,"Member, State Board of Education, District 14",,REP,Under Votes,182,5,16,34,54,73
Hill,0010,State Senator,22,REP,Brian Birdwell,431,27,55,94,111,144
Hill,0010,State Senator,22,REP,Over Votes,0,0,0,0,0,0
Hill,0010,State Senator,22,REP,Under Votes,158,5,14,29,44,66
Hill,0010,State Representative,8,REP,Thomas McNutt,249,10,27,49,71,92
Hill,0010,State Representative,8,REP,Byron Cook,280,20,36,64,66,94
Hill,0010,State Representative,8,REP,Over Votes,0,0,0,0,0,0
Hill,0010,State Representative,8,REP,Under Votes,60,2,6,10,18,24
Hill,0010,"Justice, 10th Court of Appeals District, Place 3",,REP,Al Scoggins,382,23,44,87,95,133
Hill,0010,"Justice, 10th Court of Appeals District, Place 3",,REP,Over Votes,0,0,0,0,0,0
Hill,0010,"Justice, 10th Court of Appeals District, Place 3",,REP,Under Votes,207,9,25,36,60,77
Hill,0010,"District Attorney, 66th Judicial District",,REP,Mark F Pratt,443,26,58,96,118,145
Hill,0010,"District Attorney, 66th Judicial District",,REP,Over Votes,0,0,0,0,0,0
Hill,0010,"District Attorney, 66th Judicial District",,REP,Under Votes,146,6,11,27,37,65
Hill,0010,County Attorney,,REP,R David Holmes,418,24,51,96,102,145
Hill,0010,County Attorney,,REP,Over Votes,0,0,0,0,0,0
Hill,0010,County Attorney,,REP,Under Votes,171,8,18,27,53,65
Hill,0010,Sheriff,,REP,Jimmy Johnson,216,14,31,51,64,56
Hill,0010,Sheriff,,REP,Dedri Hafer,35,1,7,1,10,16
Hill,0010,Sheriff,,REP,Rodney Watson,155,5,11,38,29,72
Hill,0010,Sheriff,,REP,Kyle R Cox,55,3,6,7,14,25
Hill,0010,Sheriff,,REP,Ronnie Myers,64,4,8,17,19,16
Hill,0010,Sheriff,,REP,Over Votes,0,0,0,0,0,0
Hill,0010,Sheriff,,REP,Under Votes,64,5,6,9,19,25
Hill,0010,Tax Assessor-Collector,,REP,Ray Mabry,203,12,23,44,56,68
Hill,0010,Tax Assessor-Collector,,REP,Krissi Hightower,255,11,33,53,62,96
Hill,0010,Tax Assessor-Collector,,REP,Over Votes,0,0,0,0,0,0
Hill,0010,Tax Assessor-Collector,,REP,Under Votes,131,9,13,26,37,46
Hill,0010,"Constable, Precinct No. 4",,REP,Collin Yeaman,199,11,26,43,58,61
Hill,0010,"Constable, Precinct No. 4",,REP,George Willoughby,247,11,28,60,56,92
Hill,0010,"Constable, Precinct No. 4",,REP,Over Votes,0,0,0,0,0,0
Hill,0010,"Constable, Precinct No. 4",,REP,Under Votes,143,10,15,20,41,57
Hill,0010,County Chairman,,REP,Will Orr,427,23,52,94,108,150
Hill,0010,County Chairman,,REP,Over Votes,0,0,0,0,0,0
Hill,0010,County Chairman,,REP,Under Votes,162,9,17,29,47,60
Hill,0010,President,,DEM,Bernie Sanders,16,0,1,1,10,4
Hill,0010,President,,DEM,Star Locke,0,0,0,0,0,0
Hill,0010,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0,0,0
Hill,0010,President,,DEM,Willie L. Wilson,0,0,0,0,0,0
Hill,0010,President,,DEM,Calvis L. Hawes,0,0,0,0,0,0
Hill,0010,President,,DEM,Hillary Clinton,78,2,8,4,35,29
Hill,0010,President,,DEM,Keith Judd,0,0,0,0,0,0
Hill,0010,President,,DEM,Martin J. O'Malley,0,0,0,0,0,0
Hill,0010,President,,DEM,Over Votes,0,0,0,0,0,0
Hill,0010,President,,DEM,Under Votes,1,0,0,0,1,0
