county,precinct,office,district,party,candidate,votes,absentee,early_voting_paper,early_voting_dre,election_day_paper,election_day_dre
Hill,0013,"Justice, Supreme Court, Place 9",,REP,Under Votes,244,9,22,30,39,144
Hill,0013,"Judge, Court of Criminal Appeals, Place 2",,REP,Chris Oldner,269,13,30,53,61,112
Hill,0013,"Judge, Court of Criminal Appeals, Place 2",,REP,Ray Wheless,264,20,29,44,64,107
Hill,0013,"Judge, Court of Criminal Appeals, Place 2",,REP,Mary Lou Keel,268,25,40,36,64,103
Hill,0013,"Judge, Court of Criminal Appeals, Place 2",,REP,Over Votes,0,0,0,0,0,0
Hill,0013,"Judge, Court of Criminal Appeals, Place 2",,REP,Under Votes,301,13,28,34,54,172
Hill,0013,"Judge, Court of Criminal Appeals, Place 5",,REP,Sid Harle,180,20,26,18,41,75
Hill,0013,"Judge, Court of Criminal Appeals, Place 5",,REP,Brent Webster,140,12,18,25,32,53
Hill,0013,"Judge, Court of Criminal Appeals, Place 5",,REP,Scott Walker,322,19,40,57,80,126
Hill,0013,"Judge, Court of Criminal Appeals, Place 5",,REP,Steve Smith,179,8,18,31,43,79
Hill,0013,"Judge, Court of Criminal Appeals, Place 5",,REP,Over Votes,0,0,0,0,0,0
Hill,0013,"Judge, Court of Criminal Appeals, Place 5",,REP,Under Votes,281,12,25,36,47,161
Hill,0013,"Judge, Court of Criminal Appeals, Place 6",,REP,Richard Davis,418,25,42,69,95,187
Hill,0013,"Judge, Court of Criminal Appeals, Place 6",,REP,Michael E. Keasler,378,33,55,60,91,139
Hill,0013,"Judge, Court of Criminal Appeals, Place 6",,REP,Over Votes,0,0,0,0,0,0
Hill,0013,"Judge, Court of Criminal Appeals, Place 6",,REP,Under Votes,306,13,30,38,57,168
Hill,0013,"Member, State Board of Education, District 14",,REP,Sue Melton-Malone,744,56,95,118,171,304
Hill,0013,"Member, State Board of Education, District 14",,REP,Over Votes,0,0,0,0,0,0
Hill,0013,"Member, State Board of Education, District 14",,REP,Under Votes,358,15,32,49,72,190
Hill,0013,State Senator,22,REP,Brian Birdwell,829,63,107,129,192,338
Hill,0013,State Senator,22,REP,Over Votes,0,0,0,0,0,0
Hill,0013,State Senator,22,REP,Under Votes,273,8,20,38,51,156
Hill,0013,State Representative,8,REP,Thomas McNutt,537,42,72,79,129,215
Hill,0013,State Representative,8,REP,Byron Cook,469,26,49,78,100,216
Hill,0013,State Representative,8,REP,Over Votes,0,0,0,0,0,0
Hill,0013,State Representative,8,REP,Under Votes,96,3,6,10,14,63
Hill,0013,"Justice, 10th Court of Appeals District, Place 3",,REP,Al Scoggins,722,55,94,123,170,280
Hill,0013,"Justice, 10th Court of Appeals District, Place 3",,REP,Over Votes,0,0,0,0,0,0
Hill,0013,"Justice, 10th Court of Appeals District, Place 3",,REP,Under Votes,380,16,33,44,73,214
Hill,0013,"District Attorney, 66th Judicial District",,REP,Mark F Pratt,835,61,105,130,190,349
Hill,0013,"District Attorney, 66th Judicial District",,REP,Over Votes,0,0,0,0,0,0
Hill,0013,"District Attorney, 66th Judicial District",,REP,Under Votes,267,10,22,37,53,145
Hill,0013,County Attorney,,REP,R David Holmes,800,58,101,127,178,336
Hill,0013,County Attorney,,REP,Over Votes,0,0,0,0,0,0
Hill,0013,County Attorney,,REP,Under Votes,302,13,26,40,65,158
Hill,0013,Sheriff,,REP,Jimmy Johnson,250,15,26,54,42,113
Hill,0013,Sheriff,,REP,Dedri Hafer,123,8,13,21,25,56
Hill,0013,Sheriff,,REP,Rodney Watson,378,17,41,51,90,179
Hill,0013,Sheriff,,REP,Kyle R Cox,79,8,11,11,22,27
Hill,0013,Sheriff,,REP,Ronnie Myers,211,16,27,25,52,91
Hill,0013,Sheriff,,REP,Over Votes,0,0,0,0,0,0
Hill,0013,Sheriff,,REP,Under Votes,61,7,9,5,12,28
Hill,0013,Tax Assessor-Collector,,REP,Ray Mabry,522,45,69,75,113,220
Hill,0013,Tax Assessor-Collector,,REP,Krissi Hightower,506,22,50,83,113,238
Hill,0013,Tax Assessor-Collector,,REP,Over Votes,0,0,0,0,0,0
Hill,0013,Tax Assessor-Collector,,REP,Under Votes,74,4,8,9,17,36
Hill,0013,"Constable, Precinct No. 2",,REP,Justin Girsh,530,26,52,81,106,265
Hill,0013,"Constable, Precinct No. 2",,REP,Curtis R Jones,331,24,40,58,87,122
Hill,0013,"Constable, Precinct No. 2",,REP,Over Votes,0,0,0,0,0,0
Hill,0013,"Constable, Precinct No. 2",,REP,Under Votes,241,21,35,28,50,107
Hill,0013,County Chairman,,REP,Will Orr,788,58,95,133,174,328
Hill,0013,County Chairman,,REP,Over Votes,0,0,0,0,0,0
Hill,0013,County Chairman,,REP,Under Votes,314,13,32,34,69,166
Hill,0013,President,,DEM,Bernie Sanders,42,2,6,2,25,7
Hill,0013,President,,DEM,Star Locke,1,0,0,1,0,0
Hill,0013,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0,0,0
Hill,0013,President,,DEM,Willie L. Wilson,3,1,1,0,1,0
Hill,0013,President,,DEM,Calvis L. Hawes,1,0,0,0,1,0
Hill,0013,President,,DEM,Hillary Clinton,94,12,18,6,45,13
Hill,0013,President,,DEM,Keith Judd,1,0,0,0,1,0
Hill,0013,President,,DEM,Martin J. O'Malley,0,0,0,0,0,0
Hill,0013,President,,DEM,Over Votes,0,0,0,0,0,0
Hill,0013,President,,DEM,Under Votes,0,0,0,0,0,0
Hill,0013,U.S. House,25,DEM,Kathi Thomas,108,14,22,5,53,14
Hill,0013,U.S. House,25,DEM,Over Votes,0,0,0,0,0,0
Hill,0013,U.S. House,25,DEM,Under Votes,34,1,3,4,20,6
Hill,0013,Railroad Commissioner,,DEM,Cody Garrett,46,7,10,3,17,9
Hill,0013,Railroad Commissioner,,DEM,Lon Burnam,25,3,7,1,13,1
Hill,0013,Railroad Commissioner,,DEM,Grady Yarbrough,39,3,3,4,23,6
Hill,0013,Railroad Commissioner,,DEM,Over Votes,0,0,0,0,0,0
Hill,0013,Railroad Commissioner,,DEM,Under Votes,32,2,5,1,20,4
Hill,0013,"Justice, Supreme Court, Place 3",,DEM,Mike Westergren,103,14,21,7,49,12
Hill,0013,"Justice, Supreme Court, Place 3",,DEM,Over Votes,0,0,0,0,0,0
Hill,0013,"Justice, Supreme Court, Place 3",,DEM,Under Votes,39,1,4,2,24,8
Hill,0013,"Justice, Supreme Court, Place 5",,DEM,Dori Contreras Garza,100,13,19,7,49,12
Hill,0013,"Justice, Supreme Court, Place 5",,DEM,Over Votes,0,0,0,0,0,0
Hill,0013,"Justice, Supreme Court, Place 5",,DEM,Under Votes,42,2,6,2,24,8
Hill,0013,"Justice, Supreme Court, Place 9",,DEM,Savannah Robinson,106,13,21,7,53,12
Hill,0013,"Justice, Supreme Court, Place 9",,DEM,Over Votes,0,0,0,0,0,0
Hill,0013,"Justice, Supreme Court, Place 9",,DEM,Under Votes,36,2,4,2,20,8
Hill,0013,"Judge, Court of Criminal Appeals, Place 2",,DEM,"Lawrence ""Larry"" Meyers",104,14,21,7,49,13
Hill,0013,"Judge, Court of Criminal Appeals, Place 2",,DEM,Over Votes,0,0,0,0,0,0
Hill,0013,"Judge, Court of Criminal Appeals, Place 2",,DEM,Under Votes,38,1,4,2,24,7
Hill,0013,"Judge, Court of Criminal Appeals, Place 5",,DEM,Betsy Johnson,107,14,21,7,53,12
Hill,0013,"Judge, Court of Criminal Appeals, Place 5",,DEM,Over Votes,0,0,0,0,0,0
Hill,0013,"Judge, Court of Criminal Appeals, Place 5",,DEM,Under Votes,35,1,4,2,20,8
Hill,0013,"Judge, Court of Criminal Appeals, Place 6",,DEM,Robert Burns,105,14,21,7,50,13
Hill,0013,"Judge, Court of Criminal Appeals, Place 6",,DEM,Over Votes,0,0,0,0,0,0
Hill,0013,"Judge, Court of Criminal Appeals, Place 6",,DEM,Under Votes,37,1,4,2,23,7
Hill,0013,State Senator,22,DEM,Michael Collins,110,14,21,7,54,14
Hill,0013,State Senator,22,DEM,Over Votes,0,0,0,0,0,0
Hill,0013,State Senator,22,DEM,Under Votes,32,1,4,2,19,6
Hill,0013,County Chairman,,DEM,Thomas Hanson,112,14,22,7,54,15
Hill,0013,County Chairman,,DEM,Over Votes,0,0,0,0,0,0
Hill,0013,County Chairman,,DEM,Under Votes,30,1,3,2,19,5
Hill,0013,Proposition 1,,REP,Yes,728,41,81,110,164,332
Hill,0013,Proposition 1,,REP,No,277,22,35,42,57,121
Hill,0013,Proposition 1,,REP,Over Votes,0,0,0,0,0,0
Hill,0013,Proposition 1,,REP,Under Votes,97,8,11,15,22,41
Hill,0013,Proposition 2,,REP,Yes,576,30,55,91,113,287
Hill,0013,Proposition 2,,REP,No,446,36,64,63,117,166
Hill,0013,Proposition 2,,REP,Over Votes,0,0,0,0,0,0
Hill,0013,Proposition 2,,REP,Under Votes,80,5,8,13,13,41
Hill,0013,Proposition 3,,REP,Yes,820,53,102,120,185,360
Hill,0013,Proposition 3,,REP,No,186,14,17,33,40,82
Hill,0013,Proposition 3,,REP,Over Votes,0,0,0,0,0,0
Hill,0013,Proposition 3,,REP,Under Votes,96,4,8,14,18,52
Hill,0013,Proposition 4,,REP,Yes,963,64,113,148,216,422
Hill,0013,Proposition 4,,REP,No,39,2,5,2,9,21
Hill,0013,Proposition 4,,REP,Over Votes,0,0,0,0,0,0
Hill,0013,Proposition 4,,REP,Under Votes,100,5,9,17,18,51
Hill,0013,Referenda Item #1,,DEM,For,120,14,23,6,59,18
Hill,0013,Referenda Item #1,,DEM,Against,10,1,1,3,4,1
Hill,0013,Referenda Item #1,,DEM,Over Votes,0,0,0,0,0,0
Hill,0013,Referenda Item #1,,DEM,Under Votes,12,0,1,0,10,1
Hill,0013,Referenda Item #2,,DEM,For,123,15,24,8,58,18
Hill,0013,Referenda Item #2,,DEM,Against,6,0,0,1,3,2
Hill,0013,Referenda Item #2,,DEM,Over Votes,0,0,0,0,0,0
Hill,0013,Referenda Item #2,,DEM,Under Votes,13,0,1,0,12,0
Hill,0013,Referenda Item #3,,DEM,For,113,14,21,7,54,17
Hill,0013,Referenda Item #3,,DEM,Against,16,1,3,2,7,3
Hill,0013,Referenda Item #3,,DEM,Over Votes,0,0,0,0,0,0
Hill,0013,Referenda Item #3,,DEM,Under Votes,13,0,1,0,12,0
Hill,0013,Referenda Item #4,,DEM,For,111,13,20,8,53,17
Hill,0013,Referenda Item #4,,DEM,Against,18,2,4,1,8,3
Hill,0013,Referenda Item #4,,DEM,Over Votes,0,0,0,0,0,0
Hill,0013,Referenda Item #4,,DEM,Under Votes,13,0,1,0,12,0
Hill,0013,Referenda Item #5,,DEM,For,106,13,19,8,51,15
Hill,0013,Referenda Item #5,,DEM,Against,27,2,5,1,14,5
Hill,0013,Referenda Item #5,,DEM,Over Votes,0,0,0,0,0,0
Hill,0013,Referenda Item #5,,DEM,Under Votes,9,0,1,0,8,0
Hill,0013,Referenda Item #6,,DEM,For,115,15,24,7,54,15
Hill,0013,Referenda Item #6,,DEM,Against,13,0,0,2,6,5
Hill,0013,Referenda Item #6,,DEM,Over Votes,0,0,0,0,0,0
Hill,0013,Referenda Item #6,,DEM,Under Votes,14,0,1,0,13,0
Hill,0014,Registered Voters - Total,,,,977,,,,,
Hill,0014,Ballots Cast - Total,,REP,,453,12,39,44,163,195
Hill,0014,Ballots Cast - Total,,DEM,,32,2,4,8,15,3
Hill,0014,President,,REP,Ted Cruz,245,3,19,19,95,109
Hill,0014,President,,REP,Jeb Bush,10,1,2,2,4,1
Hill,0014,President,,REP,Donald J. Trump,121,4,9,12,44,52
Hill,0014,President,,REP,Ben Carson,15,1,2,1,4,7
Hill,0014,President,,REP,Rand Paul,3,1,1,0,1,0
Hill,0014,President,,REP,Rick Santorum,3,1,1,0,1,0
Hill,0014,President,,REP,Elizabeth Gray,0,0,0,0,0,0
Hill,0014,President,,REP,Carly Fiorina,0,0,0,0,0,0
Hill,0014,President,,REP,Lindsey Graham,0,0,0,0,0,0
Hill,0014,President,,REP,Marco Rubio,39,1,3,7,8,20
Hill,0014,President,,REP,John R. Kasich,6,0,1,3,2,0
Hill,0014,President,,REP,Mike Huckabee,0,0,0,0,0,0
Hill,0014,President,,REP,Chris Christie,3,0,0,0,0,3
Hill,0014,President,,REP,Uncommitted,6,0,1,0,2,3
Hill,0014,President,,REP,Over Votes,0,0,0,0,0,0
Hill,0014,President,,REP,Under Votes,2,0,0,0,2,0
Hill,0014,U.S. House,25,REP,Roger Williams,317,10,28,31,114,134
Hill,0014,U.S. House,25,REP,Over Votes,0,0,0,0,0,0
Hill,0014,U.S. House,25,REP,Under Votes,136,2,11,13,49,61
Hill,0014,Railroad Commissioner,,REP,Gary Gates,137,4,12,10,51,60
Hill,0014,Railroad Commissioner,,REP,Lance N. Christian,35,2,3,6,8,16
Hill,0014,Railroad Commissioner,,REP,Weston Martinez,19,0,2,5,4,8
Hill,0014,Railroad Commissioner,,REP,Wayne Christian,55,1,2,5,19,28
Hill,0014,Railroad Commissioner,,REP,Ron Hale,37,1,4,4,15,13
Hill,0014,Railroad Commissioner,,REP,Doug Jeffrey,22,0,3,3,7,9
Hill,0014,Railroad Commissioner,,REP,John Greytok,33,3,3,3,9,15
Hill,0014,Railroad Commissioner,,REP,Over Votes,0,0,0,0,0,0
Hill,0014,Railroad Commissioner,,REP,Under Votes,115,1,10,8,50,46
Hill,0014,"Justice, Supreme Court, Place 3",,REP,Michael Massengale,182,4,15,24,63,76
Hill,0014,"Justice, Supreme Court, Place 3",,REP,Debra Lehrmann,173,7,16,14,67,69
Hill,0014,"Justice, Supreme Court, Place 3",,REP,Over Votes,0,0,0,0,0,0
Hill,0014,"Justice, Supreme Court, Place 3",,REP,Under Votes,98,1,8,6,33,50
Hill,0014,"Justice, Supreme Court, Place 5",,REP,Paul Green,194,7,18,24,67,78
Hill,0014,"Justice, Supreme Court, Place 5",,REP,Rick Green,138,3,9,11,50,65
Hill,0014,"Justice, Supreme Court, Place 5",,REP,Over Votes,0,0,0,0,0,0
Hill,0014,"Justice, Supreme Court, Place 5",,REP,Under Votes,121,2,12,9,46,52
Hill,0014,"Justice, Supreme Court, Place 9",,REP,Joe Pool,177,8,17,22,61,69
Hill,0014,"Justice, Supreme Court, Place 9",,REP,Eva Guzman,173,4,15,15,63,76
Hill,0014,"Justice, Supreme Court, Place 9",,REP,Over Votes,0,0,0,0,0,0
Hill,0014,"Justice, Supreme Court, Place 9",,REP,Under Votes,103,0,7,7,39,50
Hill,0014,"Judge, Court of Criminal Appeals, Place 2",,REP,Chris Oldner,104,3,7,13,33,48
Hill,0014,"Judge, Court of Criminal Appeals, Place 2",,REP,Ray Wheless,128,4,12,12,50,50
Hill,0014,"Judge, Court of Criminal Appeals, Place 2",,REP,Mary Lou Keel,95,5,12,9,31,38
Hill,0014,"Judge, Court of Criminal Appeals, Place 2",,REP,Over Votes,0,0,0,0,0,0
Hill,0014,"Judge, Court of Criminal Appeals, Place 2",,REP,Under Votes,126,0,8,10,49,59
Hill,0014,"Judge, Court of Criminal Appeals, Place 5",,REP,Sid Harle,81,5,11,8,26,31
Hill,0014,"Judge, Court of Criminal Appeals, Place 5",,REP,Brent Webster,60,1,8,5,31,15
Hill,0014,"Judge, Court of Criminal Appeals, Place 5",,REP,Scott Walker,128,5,8,13,36,66
Hill,0014,"Judge, Court of Criminal Appeals, Place 5",,REP,Steve Smith,61,1,4,9,22,25
Hill,0014,"Judge, Court of Criminal Appeals, Place 5",,REP,Over Votes,0,0,0,0,0,0
Hill,0014,"Judge, Court of Criminal Appeals, Place 5",,REP,Under Votes,123,0,8,9,48,58
Hill,0014,"Judge, Court of Criminal Appeals, Place 6",,REP,Richard Davis,184,6,17,20,58,83
Hill,0014,"Judge, Court of Criminal Appeals, Place 6",,REP,Michael E. Keasler,139,6,13,13,56,51
Hill,0014,"Judge, Court of Criminal Appeals, Place 6",,REP,Over Votes,0,0,0,0,0,0
Hill,0014,"Judge, Court of Criminal Appeals, Place 6",,REP,Under Votes,130,0,9,11,49,61
Hill,0014,"Member, State Board of Education, District 14",,REP,Sue Melton-Malone,296,9,23,32,100,132
Hill,0014,"Member, State Board of Education, District 14",,REP,Over Votes,0,0,0,0,0,0
Hill,0014,"Member, State Board of Education, District 14",,REP,Under Votes,157,3,16,12,63,63
Hill,0014,State Senator,22,REP,Brian Birdwell,325,9,29,32,110,145
Hill,0014,State Senator,22,REP,Over Votes,0,0,0,0,0,0
Hill,0014,State Senator,22,REP,Under Votes,128,3,10,12,53,50
Hill,0014,State Representative,8,REP,Thomas McNutt,165,3,13,20,55,74
Hill,0014,State Representative,8,REP,Byron Cook,241,9,23,22,90,97
Hill,0014,State Representative,8,REP,Over Votes,0,0,0,0,0,0
Hill,0014,State Representative,8,REP,Under Votes,47,0,3,2,18,24
Hill,0014,"Justice, 10th Court of Appeals District, Place 3",,REP,Al Scoggins,286,8,22,30,95,131
Hill,0014,"Justice, 10th Court of Appeals District, Place 3",,REP,Over Votes,0,0,0,0,0,0
Hill,0014,"Justice, 10th Court of Appeals District, Place 3",,REP,Under Votes,167,4,17,14,68,64
Hill,0014,"District Attorney, 66th Judicial District",,REP,Mark F Pratt,326,10,28,38,110,140
Hill,0014,"District Attorney, 66th Judicial District",,REP,Over Votes,0,0,0,0,0,0
Hill,0014,"District Attorney, 66th Judicial District",,REP,Under Votes,127,2,11,6,53,55
Hill,0014,County Attorney,,REP,R David Holmes,321,9,28,35,110,139
Hill,0014,County Attorney,,REP,Over Votes,0,0,0,0,0,0
Hill,0014,County Attorney,,REP,Under Votes,132,3,11,9,53,56
Hill,0014,Sheriff,,REP,Jimmy Johnson,49,5,6,2,14,22
Hill,0014,Sheriff,,REP,Dedri Hafer,32,0,1,2,7,22
Hill,0014,Sheriff,,REP,Rodney Watson,68,1,8,17,22,20
Hill,0014,Sheriff,,REP,Kyle R Cox,16,0,0,0,6,10
Hill,0014,Sheriff,,REP,Ronnie Myers,265,5,20,22,102,116
Hill,0014,Sheriff,,REP,Over Votes,0,0,0,0,0,0
Hill,0014,Sheriff,,REP,Under Votes,23,1,4,1,12,5
Hill,0014,Tax Assessor-Collector,,REP,Ray Mabry,185,6,18,16,75,70
Hill,0014,Tax Assessor-Collector,,REP,Krissi Hightower,203,4,14,22,63,100
Hill,0014,Tax Assessor-Collector,,REP,Over Votes,0,0,0,0,0,0
Hill,0014,Tax Assessor-Collector,,REP,Under Votes,65,2,7,6,25,25
Hill,0014,"Constable, Precinct No. 2",,REP,Justin Girsh,167,1,10,19,58,79
Hill,0014,"Constable, Precinct No. 2",,REP,Curtis R Jones,158,9,19,13,60,57
Hill,0014,"Constable, Precinct No. 2",,REP,Over Votes,0,0,0,0,0,0
Hill,0014,"Constable, Precinct No. 2",,REP,Under Votes,128,2,10,12,45,59
Hill,0014,County Chairman,,REP,Will Orr,310,7,26,33,106,138
Hill,0014,County Chairman,,REP,Over Votes,0,0,0,0,0,0
Hill,0014,County Chairman,,REP,Under Votes,143,5,13,11,57,57
Hill,0014,President,,DEM,Bernie Sanders,17,1,2,3,9,2
Hill,0014,President,,DEM,Star Locke,0,0,0,0,0,0
Hill,0014,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0,0,0
Hill,0014,President,,DEM,Willie L. Wilson,0,0,0,0,0,0
Hill,0014,President,,DEM,Calvis L. Hawes,0,0,0,0,0,0
Hill,0014,President,,DEM,Hillary Clinton,15,1,2,5,6,1
Hill,0014,President,,DEM,Keith Judd,0,0,0,0,0,0
Hill,0014,President,,DEM,Martin J. O'Malley,0,0,0,0,0,0
Hill,0014,President,,DEM,Over Votes,0,0,0,0,0,0
Hill,0014,President,,DEM,Under Votes,0,0,0,0,0,0
Hill,0014,U.S. House,25,DEM,Kathi Thomas,26,2,4,7,11,2
Hill,0014,U.S. House,25,DEM,Over Votes,0,0,0,0,0,0
Hill,0014,U.S. House,25,DEM,Under Votes,6,0,0,1,4,1
Hill,0014,Railroad Commissioner,,DEM,Cody Garrett,5,1,1,1,2,0
Hill,0014,Railroad Commissioner,,DEM,Lon Burnam,5,0,0,3,2,0
Hill,0014,Railroad Commissioner,,DEM,Grady Yarbrough,19,1,3,3,10,2
Hill,0014,Railroad Commissioner,,DEM,Over Votes,0,0,0,0,0,0
Hill,0014,Railroad Commissioner,,DEM,Under Votes,3,0,0,1,1,1
Hill,0014,"Justice, Supreme Court, Place 3",,DEM,Mike Westergren,27,2,4,7,12,2
Hill,0014,"Justice, Supreme Court, Place 3",,DEM,Over Votes,0,0,0,0,0,0
Hill,0014,"Justice, Supreme Court, Place 3",,DEM,Under Votes,5,0,0,1,3,1
Hill,0014,"Justice, Supreme Court, Place 5",,DEM,Dori Contreras Garza,26,2,4,7,11,2
Hill,0014,"Justice, Supreme Court, Place 5",,DEM,Over Votes,0,0,0,0,0,0
Hill,0014,"Justice, Supreme Court, Place 5",,DEM,Under Votes,6,0,0,1,4,1
Hill,0014,"Justice, Supreme Court, Place 9",,DEM,Savannah Robinson,26,2,4,7,11,2
Hill,0014,"Justice, Supreme Court, Place 9",,DEM,Over Votes,0,0,0,0,0,0
Hill,0014,"Justice, Supreme Court, Place 9",,DEM,Under Votes,6,0,0,1,4,1
Hill,0014,"Judge, Court of Criminal Appeals, Place 2",,DEM,"Lawrence ""Larry"" Meyers",27,2,4,7,12,2
Hill,0014,"Judge, Court of Criminal Appeals, Place 2",,DEM,Over Votes,0,0,0,0,0,0
Hill,0014,"Judge, Court of Criminal Appeals, Place 2",,DEM,Under Votes,5,0,0,1,3,1
Hill,0014,"Judge, Court of Criminal Appeals, Place 5",,DEM,Betsy Johnson,26,2,4,7,11,2
Hill,0014,"Judge, Court of Criminal Appeals, Place 5",,DEM,Over Votes,0,0,0,0,0,0
Hill,0014,"Judge, Court of Criminal Appeals, Place 5",,DEM,Under Votes,6,0,0,1,4,1
Hill,0014,"Judge, Court of Criminal Appeals, Place 6",,DEM,Robert Burns,26,2,4,7,11,2
Hill,0014,"Judge, Court of Criminal Appeals, Place 6",,DEM,Over Votes,0,0,0,0,0,0
Hill,0014,"Judge, Court of Criminal Appeals, Place 6",,DEM,Under Votes,6,0,0,1,4,1
Hill,0014,State Senator,22,DEM,Michael Collins,27,2,4,7,12,2
Hill,0014,State Senator,22,DEM,Over Votes,0,0,0,0,0,0
Hill,0014,State Senator,22,DEM,Under Votes,5,0,0,1,3,1
Hill,0014,County Chairman,,DEM,Thomas Hanson,26,2,4,7,11,2
Hill,0014,County Chairman,,DEM,Over Votes,0,0,0,0,0,0
Hill,0014,County Chairman,,DEM,Under Votes,6,0,0,1,4,1
Hill,0014,Proposition 1,,REP,Yes,306,9,29,27,99,142
Hill,0014,Proposition 1,,REP,No,96,2,5,14,34,41
Hill,0014,Proposition 1,,REP,Over Votes,0,0,0,0,0,0
Hill,0014,Proposition 1,,REP,Under Votes,51,1,5,3,30,12
Hill,0014,Proposition 2,,REP,Yes,252,4,21,19,92,116
Hill,0014,Proposition 2,,REP,No,168,8,16,23,52,69
Hill,0014,Proposition 2,,REP,Over Votes,0,0,0,0,0,0
Hill,0014,Proposition 2,,REP,Under Votes,33,0,2,2,19,10
Hill,0014,Proposition 3,,REP,Yes,346,8,31,32,122,153
Hill,0014,Proposition 3,,REP,No,62,3,6,10,20,23
Hill,0014,Proposition 3,,REP,Over Votes,0,0,0,0,0,0
Hill,0014,Proposition 3,,REP,Under Votes,45,1,2,2,21,19
Hill,0014,Proposition 4,,REP,Yes,388,11,35,38,137,167
Hill,0014,Proposition 4,,REP,No,21,0,2,2,7,10
Hill,0014,Proposition 4,,REP,Over Votes,0,0,0,0,0,0
Hill,0014,Proposition 4,,REP,Under Votes,44,1,2,4,19,18
Hill,0014,Referenda Item #1,,DEM,For,30,2,4,8,14,2
Hill,0014,Referenda Item #1,,DEM,Against,1,0,0,0,1,0
Hill,0014,Referenda Item #1,,DEM,Over Votes,0,0,0,0,0,0
Hill,0014,Referenda Item #1,,DEM,Under Votes,1,0,0,0,0,1
Hill,0014,Referenda Item #2,,DEM,For,30,2,4,8,14,2
Hill,0014,Referenda Item #2,,DEM,Against,1,0,0,0,1,0
Hill,0014,Referenda Item #2,,DEM,Over Votes,0,0,0,0,0,0
Hill,0014,Referenda Item #2,,DEM,Under Votes,1,0,0,0,0,1
Hill,0014,Referenda Item #3,,DEM,For,28,2,4,8,13,1
Hill,0014,Referenda Item #3,,DEM,Against,3,0,0,0,2,1
Hill,0014,Referenda Item #3,,DEM,Over Votes,0,0,0,0,0,0
Hill,0014,Referenda Item #3,,DEM,Under Votes,1,0,0,0,0,1
Hill,0014,Referenda Item #4,,DEM,For,28,2,4,8,12,2
Hill,0014,Referenda Item #4,,DEM,Against,3,0,0,0,3,0
Hill,0014,Referenda Item #4,,DEM,Over Votes,0,0,0,0,0,0
Hill,0014,Referenda Item #4,,DEM,Under Votes,1,0,0,0,0,1
Hill,0014,Referenda Item #5,,DEM,For,30,2,4,7,14,3
Hill,0014,Referenda Item #5,,DEM,Against,2,0,0,1,1,0
Hill,0014,Referenda Item #5,,DEM,Over Votes,0,0,0,0,0,0
Hill,0014,Referenda Item #5,,DEM,Under Votes,0,0,0,0,0,0
Hill,0014,Referenda Item #6,,DEM,For,25,2,4,7,10,2
Hill,0014,Referenda Item #6,,DEM,Against,6,0,0,1,5,0
Hill,0014,Referenda Item #6,,DEM,Over Votes,0,0,0,0,0,0
Hill,0014,Referenda Item #6,,DEM,Under Votes,1,0,0,0,0,1
Hill,0015,Registered Voters - Total,,,,436,,,,,
Hill,0015,Ballots Cast - Total,,REP,,185,13,20,11,55,86
Hill,0015,Ballots Cast - Total,,DEM,,12,2,2,0,5,3
Hill,0015,President,,REP,Ted Cruz,78,0,3,4,24,47
Hill,0015,President,,REP,Jeb Bush,4,0,1,1,2,0
Hill,0015,President,,REP,Donald J. Trump,59,6,7,3,16,27
Hill,0015,President,,REP,Ben Carson,7,1,1,1,1,3
Hill,0015,President,,REP,Rand Paul,0,0,0,0,0,0
Hill,0015,President,,REP,Rick Santorum,0,0,0,0,0,0
Hill,0015,President,,REP,Elizabeth Gray,0,0,0,0,0,0
Hill,0015,President,,REP,Carly Fiorina,0,0,0,0,0,0
Hill,0015,President,,REP,Lindsey Graham,0,0,0,0,0,0
Hill,0015,President,,REP,Marco Rubio,26,5,7,1,8,5
Hill,0015,President,,REP,John R. Kasich,3,0,0,0,2,1
Hill,0015,President,,REP,Mike Huckabee,0,0,0,0,0,0
Hill,0015,President,,REP,Chris Christie,1,0,0,0,0,1
Hill,0015,President,,REP,Uncommitted,2,0,0,0,0,2
Hill,0015,President,,REP,Over Votes,0,0,0,0,0,0
Hill,0015,President,,REP,Under Votes,5,1,1,1,2,0
Hill,0015,U.S. House,25,REP,Roger Williams,141,11,17,7,43,63
Hill,0015,U.S. House,25,REP,Over Votes,0,0,0,0,0,0
Hill,0015,U.S. House,25,REP,Under Votes,44,2,3,4,12,23
Hill,0015,Railroad Commissioner,,REP,Gary Gates,64,4,7,3,18,32
Hill,0015,Railroad Commissioner,,REP,Lance N. Christian,27,3,4,0,11,9
Hill,0015,Railroad Commissioner,,REP,Weston Martinez,12,1,2,0,3,6
Hill,0015,Railroad Commissioner,,REP,Wayne Christian,15,1,1,1,5,7
Hill,0015,Railroad Commissioner,,REP,Ron Hale,14,0,0,2,1,11
Hill,0015,Railroad Commissioner,,REP,Doug Jeffrey,10,0,1,1,3,5
Hill,0015,Railroad Commissioner,,REP,John Greytok,9,0,0,0,3,6
Hill,0015,Railroad Commissioner,,REP,Over Votes,0,0,0,0,0,0
Hill,0015,Railroad Commissioner,,REP,Under Votes,34,4,5,4,11,10
Hill,0015,"Justice, Supreme Court, Place 3",,REP,Michael Massengale,78,5,10,1,26,36
