county,precinct,office,district,party,candidate,absentee_votes,early_votes,election_day,votes
Harrison,11,"Justice, Supreme Court, Place 3",,,Mike Westergren,7,78,29,114
Harrison,11,"Justice, Supreme Court, Place 3",,,Kathie Glass,0,9,1,10
Harrison,11,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,0,3,0,3
Harrison,11,"Justice, Supreme Court, Place 5",,,Paul Green,11,139,19,169
Harrison,11,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,7,81,28,116
Harrison,11,"Justice, Supreme Court, Place 5",,,Tom Oxford,0,6,2,8
Harrison,11,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,0,0,0,0
Harrison,11,"Justice, Supreme Court, Place 9",,,Eva Guzman,11,134,19,164
Harrison,11,"Justice, Supreme Court, Place 9",,,Savannah Robinson,7,81,27,115
Harrison,11,"Justice, Supreme Court, Place 9",,,Don Fulton,0,9,3,12
Harrison,11,"Justice, Supreme Court, Place 9",,,Jim Chisholm,0,1,0,1
Harrison,11,"Judge, Court of Criminal Appeals, Place 2",,,Mary Lou Keel,11,136,19,166
Harrison,11,"Judge, Court of Criminal Appeals, Place 2",,,"Lawrence ""Larry"" Meyers",8,82,26,116
Harrison,11,"Judge, Court of Criminal Appeals, Place 2",,,Mark Ash,0,8,2,10
Harrison,11,"Judge, Court of Criminal Appeals, Place 2",,,Adam King Blackwell Reposa,0,0,0,0
Harrison,11,"Judge, Court of Criminal Appeals, Place 5",,,Scott Walker,11,134,20,165
Harrison,11,"Judge, Court of Criminal Appeals, Place 5",,,Betsy Johnson,8,85,26,119
Harrison,11,"Judge, Court of Criminal Appeals, Place 5",,,"William Bryan Strange, III",0,5,1,6
Harrison,11,"Judge, Court of Criminal Appeals, Place 5",,,Judith Sanders-Castro,0,2,1,3
Harrison,11,"Judge, Court of Criminal Appeals, Place 6",,,Michael E. Keasler,11,132,20,163
Harrison,11,"Judge, Court of Criminal Appeals, Place 6",,,Robert Burns,8,82,26,116
Harrison,11,"Judge, Court of Criminal Appeals, Place 6",,,Mark W. Bennett,0,10,1,11
Harrison,11,"Member, State Board of Education, District 9",,,Keven M. Ellis,12,134,21,167
Harrison,11,"Member, State Board of Education, District 9",,,Amanda M. Rudolph,7,85,26,118
Harrison,11,"Member, State Board of Education, District 9",,,Anastasia Wilford,0,9,0,9
Harrison,11,State Senate,1,Republican,Bryan Hughes,13,158,27,198
Harrison,11,State Representative,9,Republican,Chris Paddie,13,156,29,198
Harrison,11,"Chief Justice, 6th Court of Appeals District",,,Josh Morriss,13,151,29,193
Harrison,11,"District Judge, 71st Judicial District",,,Brad Morin,13,161,28,202
Harrison,11,Sheriff,,,Tom McCool,13,163,32,208
Harrison,11,Tax Assessor-Collector,,,Veronica King,14,163,30,207
Harrison,11,"Constable, Precinct No. 2",,,Brant Moore,9,126,38,173
Harrison,12,Straight Party,,,Republican Party,49,1174,262,1485
Harrison,12,Straight Party,,,Democratic Party,8,131,47,186
Harrison,12,Straight Party,,,Libertarian Party,0,9,8,17
Harrison,12,Straight Party,,,Green Party,0,2,0,2
Harrison,12,President and Vice President,,Republican,Donald J. Trump / Mike Pence,81,2055,481,2617
Harrison,12,President and Vice President,,Democratic,Hillary Clinton / Tim Kaine,20,269,83,372
Harrison,12,President and Vice President,,Libertarian,Gary Johnson / William Weld,3,48,29,80
Harrison,12,President and Vice President,,Green,Jill Stein / Ajamu Baraka,0,6,2,8
Harrison,12,President and Vice President,,,Darrell L. Castle / Scott N. Bradley (W),0,0,0,0
Harrison,12,President and Vice President,,,Scott Cubbler / Michael Rodriguez (W),0,0,0,0
Harrison,12,President and Vice President,,,Cherunda Fox / Roger Kushner (W),0,0,0,0
Harrison,12,President and Vice President,,,Tom Hoefling / Steve Schulin (W),0,0,0,0
Harrison,12,President and Vice President,,,Laurence Kotlikoff / Edward Leamer (W),0,1,0,1
Harrison,12,President and Vice President,,,Jonathan Lee / Jeffrey Erskine (W),0,0,0,0
Harrison,12,President and Vice President,,,Michael A. Maturen / Juan A. Munoz (W),0,0,0,0
Harrison,12,President and Vice President,,,Evan McMullin / Nathan Johnson (W),2,13,5,20
Harrison,12,President and Vice President,,,Monica Moorehead / Lamon Lilly (W),0,0,0,0
Harrison,12,President and Vice President,,,Robert Morrow / Todd Sanders (W),0,0,0,0
Harrison,12,President and Vice President,,,Emidio Soltysik / Angela Walker (W),0,0,0,0
Harrison,12,President and Vice President,,,Dale Steffes / Paul E. Case (W),0,0,0,0
Harrison,12,President and Vice President,,,Tony Valdivia / Aaron Barriere (W),0,0,0,0
Harrison,12,U.S. House,1,Republican,Louie Gohmert,85,2075,494,2654
Harrison,12,U.S. House,1,Democratic,Shirley J. McKellar,18,263,78,359
Harrison,12,U.S. House,1,Libertarian,Phil Gray,1,45,22,68
Harrison,12,U.S. House,1,,Renee Culler (W),0,0,0,0
Harrison,12,Railroad Commissioner,,Republican,Wayne Christian,82,1995,469,2546
Harrison,12,Railroad Commissioner,,Democratic,Grady Yarbrough,19,258,69,346
Harrison,12,Railroad Commissioner,,Libertarian,Mark Miller,2,75,36,113
Harrison,12,Railroad Commissioner,,Green,Martina Salinas,0,18,6,24
Harrison,12,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,81,2006,462,2549
Harrison,12,"Justice, Supreme Court, Place 3",,,Mike Westergren,19,271,77,367
Harrison,12,"Justice, Supreme Court, Place 3",,,Kathie Glass,3,55,37,95
Harrison,12,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,0,13,7,20
Harrison,12,"Justice, Supreme Court, Place 5",,,Paul Green,82,2021,465,2568
Harrison,12,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,19,247,74,340
Harrison,12,"Justice, Supreme Court, Place 5",,,Tom Oxford,2,54,35,91
Harrison,12,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,0,13,4,17
Harrison,12,"Justice, Supreme Court, Place 9",,,Eva Guzman,80,1977,455,2512
Harrison,12,"Justice, Supreme Court, Place 9",,,Savannah Robinson,19,272,81,372
Harrison,12,"Justice, Supreme Court, Place 9",,,Don Fulton,4,64,35,103
Harrison,12,"Justice, Supreme Court, Place 9",,,Jim Chisholm,0,20,11,31
Harrison,12,"Judge, Court of Criminal Appeals, Place 2",,,Mary Lou Keel,81,1997,456,2534
Harrison,12,"Judge, Court of Criminal Appeals, Place 2",,,"Lawrence ""Larry"" Meyers",20,268,78,366
Harrison,12,"Judge, Court of Criminal Appeals, Place 2",,,Mark Ash,2,59,40,101
Harrison,12,"Judge, Court of Criminal Appeals, Place 2",,,Adam King Blackwell Reposa,0,8,5,13
Harrison,12,"Judge, Court of Criminal Appeals, Place 5",,,Scott Walker,84,2015,458,2557
Harrison,12,"Judge, Court of Criminal Appeals, Place 5",,,Betsy Johnson,17,262,81,360
Harrison,12,"Judge, Court of Criminal Appeals, Place 5",,,"William Bryan Strange, III",2,47,34,83
Harrison,12,"Judge, Court of Criminal Appeals, Place 5",,,Judith Sanders-Castro,0,9,6,15
Harrison,12,"Judge, Court of Criminal Appeals, Place 6",,,Michael E. Keasler,82,2007,473,2562
Harrison,12,"Judge, Court of Criminal Appeals, Place 6",,,Robert Burns,19,264,75,358
Harrison,12,"Judge, Court of Criminal Appeals, Place 6",,,Mark W. Bennett,2,59,33,94
Harrison,12,"Member, State Board of Education, District 9",,,Keven M. Ellis,79,1990,460,2529
Harrison,12,"Member, State Board of Education, District 9",,,Amanda M. Rudolph,21,286,85,392
Harrison,12,"Member, State Board of Education, District 9",,,Anastasia Wilford,3,59,33,95
Harrison,12,State Senate,1,Republican,Bryan Hughes,85,2106,521,2712
Harrison,12,State Representative,9,Republican,Chris Paddie,88,2121,522,2731
Harrison,12,"Chief Justice, 6th Court of Appeals District",,,Josh Morriss,88,2109,522,2719
Harrison,12,"District Judge, 71st Judicial District",,,Brad Morin,87,2121,522,2730
Harrison,12,Sheriff,,,Tom McCool,89,2142,525,2756
Harrison,12,Tax Assessor-Collector,,,Veronica King,91,2138,524,2753
Harrison,12,"County Commissioner, Precinct No. 3",,,Phillip G. Mauldin,90,2146,524,2760
Harrison,12,"Constable, Precinct No. 3",,,Jim Weatherall,90,2120,521,2731
Harrison,12,Proposition County JP3,,,For,56,1437,404,1897
Harrison,12,Proposition County JP3,,,Against,32,631,124,787
Harrison,13,Straight Party,,,Republican Party,26,352,120,498
Harrison,13,Straight Party,,,Democratic Party,1,35,9,45
Harrison,13,Straight Party,,,Libertarian Party,0,1,0,1
Harrison,13,Straight Party,,,Green Party,0,0,0,0
Harrison,13,President and Vice President,,Republican,Donald J. Trump / Mike Pence,36,587,201,824
Harrison,13,President and Vice President,,Democratic,Hillary Clinton / Tim Kaine,5,69,23,97
Harrison,13,President and Vice President,,Libertarian,Gary Johnson / William Weld,2,11,5,18
Harrison,13,President and Vice President,,Green,Jill Stein / Ajamu Baraka,0,1,3,4
Harrison,13,President and Vice President,,,Darrell L. Castle / Scott N. Bradley (W),0,0,0,0
Harrison,13,President and Vice President,,,Scott Cubbler / Michael Rodriguez (W),0,0,0,0
Harrison,13,President and Vice President,,,Cherunda Fox / Roger Kushner (W),0,0,0,0
Harrison,13,President and Vice President,,,Tom Hoefling / Steve Schulin (W),0,0,0,0
Harrison,13,President and Vice President,,,Laurence Kotlikoff / Edward Leamer (W),0,0,0,0
Harrison,13,President and Vice President,,,Jonathan Lee / Jeffrey Erskine (W),0,0,0,0
Harrison,13,President and Vice President,,,Michael A. Maturen / Juan A. Munoz (W),0,0,0,0
Harrison,13,President and Vice President,,,Evan McMullin / Nathan Johnson (W),0,1,2,3
Harrison,13,President and Vice President,,,Monica Moorehead / Lamon Lilly (W),0,0,0,0
Harrison,13,President and Vice President,,,Robert Morrow / Todd Sanders (W),0,0,0,0
Harrison,13,President and Vice President,,,Emidio Soltysik / Angela Walker (W),0,0,0,0
Harrison,13,President and Vice President,,,Dale Steffes / Paul E. Case (W),0,0,0,0
Harrison,13,President and Vice President,,,Tony Valdivia / Aaron Barriere (W),0,0,0,0
Harrison,13,U.S. House,1,Republican,Louie Gohmert,37,594,211,842
Harrison,13,U.S. House,1,Democratic,Shirley J. McKellar,6,61,21,88
Harrison,13,U.S. House,1,Libertarian,Phil Gray,0,13,2,15
Harrison,13,U.S. House,1,,Renee Culler (W),0,0,0,0
Harrison,13,Railroad Commissioner,,Republican,Wayne Christian,38,580,200,818
Harrison,13,Railroad Commissioner,,Democratic,Grady Yarbrough,3,62,21,86
Harrison,13,Railroad Commissioner,,Libertarian,Mark Miller,0,15,7,22
Harrison,13,Railroad Commissioner,,Green,Martina Salinas,0,4,4,8
Harrison,13,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,37,581,205,823
Harrison,13,"Justice, Supreme Court, Place 3",,,Mike Westergren,4,66,20,90
Harrison,13,"Justice, Supreme Court, Place 3",,,Kathie Glass,0,17,3,20
Harrison,13,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,0,1,3,4
Harrison,13,"Justice, Supreme Court, Place 5",,,Paul Green,37,580,205,822
Harrison,13,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,4,72,19,95
Harrison,13,"Justice, Supreme Court, Place 5",,,Tom Oxford,0,10,5,15
Harrison,13,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,0,2,3,5
Harrison,13,"Justice, Supreme Court, Place 9",,,Eva Guzman,37,570,207,814
Harrison,13,"Justice, Supreme Court, Place 9",,,Savannah Robinson,4,72,16,92
Harrison,13,"Justice, Supreme Court, Place 9",,,Don Fulton,0,17,9,26
Harrison,13,"Justice, Supreme Court, Place 9",,,Jim Chisholm,0,4,1,5
Harrison,13,"Judge, Court of Criminal Appeals, Place 2",,,Mary Lou Keel,38,578,204,820
Harrison,13,"Judge, Court of Criminal Appeals, Place 2",,,"Lawrence ""Larry"" Meyers",3,68,16,87
Harrison,13,"Judge, Court of Criminal Appeals, Place 2",,,Mark Ash,0,13,11,24
Harrison,13,"Judge, Court of Criminal Appeals, Place 2",,,Adam King Blackwell Reposa,0,2,2,4
Harrison,13,"Judge, Court of Criminal Appeals, Place 5",,,Scott Walker,38,579,202,819
Harrison,13,"Judge, Court of Criminal Appeals, Place 5",,,Betsy Johnson,3,70,24,97
Harrison,13,"Judge, Court of Criminal Appeals, Place 5",,,"William Bryan Strange, III",0,9,4,13
Harrison,13,"Judge, Court of Criminal Appeals, Place 5",,,Judith Sanders-Castro,0,3,3,6
Harrison,13,"Judge, Court of Criminal Appeals, Place 6",,,Michael E. Keasler,38,577,206,821
Harrison,13,"Judge, Court of Criminal Appeals, Place 6",,,Robert Burns,3,69,19,91
Harrison,13,"Judge, Court of Criminal Appeals, Place 6",,,Mark W. Bennett,0,14,6,20
Harrison,13,"Member, State Board of Education, District 9",,,Keven M. Ellis,36,581,199,816
Harrison,13,"Member, State Board of Education, District 9",,,Amanda M. Rudolph,3,67,21,91
Harrison,13,"Member, State Board of Education, District 9",,,Anastasia Wilford,0,13,11,24
Harrison,13,State Senate,1,Republican,Bryan Hughes,38,617,210,865
Harrison,13,State Representative,9,Republican,Chris Paddie,37,609,213,859
Harrison,13,"Chief Justice, 6th Court of Appeals District",,,Josh Morriss,36,613,210,859
Harrison,13,"District Judge, 71st Judicial District",,,Brad Morin,36,620,213,869
Harrison,13,Sheriff,,,Tom McCool,38,613,213,864
Harrison,13,Tax Assessor-Collector,,,Veronica King,39,620,215,874
Harrison,13,"Justice of the Peace, Precinct No. 4 - Unexpired Term",,,Nancy Schnorbus George,36,617,210,863
Harrison,13,"Constable, Precinct No. 4",,,Darryl Griffin,36,611,211,858
Harrison,14,Straight Party,,,Republican Party,14,263,99,376
Harrison,14,Straight Party,,,Democratic Party,8,78,24,110
Harrison,14,Straight Party,,,Libertarian Party,0,0,0,0
Harrison,14,Straight Party,,,Green Party,0,0,0,0
Harrison,14,President and Vice President,,Republican,Donald J. Trump / Mike Pence,22,499,191,712
Harrison,14,President and Vice President,,Democratic,Hillary Clinton / Tim Kaine,9,144,36,189
Harrison,14,President and Vice President,,Libertarian,Gary Johnson / William Weld,0,6,6,12
Harrison,14,President and Vice President,,Green,Jill Stein / Ajamu Baraka,1,0,1,2
Harrison,14,President and Vice President,,,Darrell L. Castle / Scott N. Bradley (W),0,0,0,0
Harrison,14,President and Vice President,,,Scott Cubbler / Michael Rodriguez (W),0,0,0,0
Harrison,14,President and Vice President,,,Cherunda Fox / Roger Kushner (W),0,0,0,0
Harrison,14,President and Vice President,,,Tom Hoefling / Steve Schulin (W),0,0,0,0
Harrison,14,President and Vice President,,,Laurence Kotlikoff / Edward Leamer (W),0,0,0,0
Harrison,14,President and Vice President,,,Jonathan Lee / Jeffrey Erskine (W),0,0,0,0
Harrison,14,President and Vice President,,,Michael A. Maturen / Juan A. Munoz (W),0,0,0,0
Harrison,14,President and Vice President,,,Evan McMullin / Nathan Johnson (W),0,0,1,1
Harrison,14,President and Vice President,,,Monica Moorehead / Lamon Lilly (W),0,0,0,0
Harrison,14,President and Vice President,,,Robert Morrow / Todd Sanders (W),0,0,0,0
Harrison,14,President and Vice President,,,Emidio Soltysik / Angela Walker (W),0,0,0,0
Harrison,14,President and Vice President,,,Dale Steffes / Paul E. Case (W),0,0,0,0
Harrison,14,President and Vice President,,,Tony Valdivia / Aaron Barriere (W),0,0,0,0
Harrison,14,U.S. House,1,Republican,Louie Gohmert,22,504,198,724
Harrison,14,U.S. House,1,Democratic,Shirley J. McKellar,10,128,30,168
Harrison,14,U.S. House,1,Libertarian,Phil Gray,1,9,6,16
Harrison,14,U.S. House,1,,Renee Culler (W),0,0,0,0
Harrison,14,Railroad Commissioner,,Republican,Wayne Christian,24,475,178,677
Harrison,14,Railroad Commissioner,,Democratic,Grady Yarbrough,9,140,40,189
Harrison,14,Railroad Commissioner,,Libertarian,Mark Miller,0,14,7,21
Harrison,14,Railroad Commissioner,,Green,Martina Salinas,0,4,5,9
Harrison,14,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,23,486,184,693
Harrison,14,"Justice, Supreme Court, Place 3",,,Mike Westergren,10,135,35,180
Harrison,14,"Justice, Supreme Court, Place 3",,,Kathie Glass,0,10,8,18
Harrison,14,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,0,1,4,5
Harrison,14,"Justice, Supreme Court, Place 5",,,Paul Green,24,490,187,701
Harrison,14,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,9,131,36,176
Harrison,14,"Justice, Supreme Court, Place 5",,,Tom Oxford,0,9,5,14
Harrison,14,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,0,2,3,5
Harrison,14,"Justice, Supreme Court, Place 9",,,Eva Guzman,23,475,178,676
Harrison,14,"Justice, Supreme Court, Place 9",,,Savannah Robinson,10,135,41,186
Harrison,14,"Justice, Supreme Court, Place 9",,,Don Fulton,0,13,5,18
Harrison,14,"Justice, Supreme Court, Place 9",,,Jim Chisholm,0,6,5,11
Harrison,14,"Judge, Court of Criminal Appeals, Place 2",,,Mary Lou Keel,22,481,181,684
Harrison,14,"Judge, Court of Criminal Appeals, Place 2",,,"Lawrence ""Larry"" Meyers",11,133,37,181
Harrison,14,"Judge, Court of Criminal Appeals, Place 2",,,Mark Ash,0,6,9,15
Harrison,14,"Judge, Court of Criminal Appeals, Place 2",,,Adam King Blackwell Reposa,0,2,2,4
Harrison,14,"Judge, Court of Criminal Appeals, Place 5",,,Scott Walker,24,483,183,690
Harrison,14,"Judge, Court of Criminal Appeals, Place 5",,,Betsy Johnson,9,133,41,183
Harrison,14,"Judge, Court of Criminal Appeals, Place 5",,,"William Bryan Strange, III",0,9,3,12
Harrison,14,"Judge, Court of Criminal Appeals, Place 5",,,Judith Sanders-Castro,0,1,3,4
Harrison,14,"Judge, Court of Criminal Appeals, Place 6",,,Michael E. Keasler,24,473,182,679
Harrison,14,"Judge, Court of Criminal Appeals, Place 6",,,Robert Burns,9,142,39,190
Harrison,14,"Judge, Court of Criminal Appeals, Place 6",,,Mark W. Bennett,0,9,7,16
Harrison,14,"Member, State Board of Education, District 9",,,Keven M. Ellis,22,472,177,671
Harrison,14,"Member, State Board of Education, District 9",,,Amanda M. Rudolph,11,141,45,197
Harrison,14,"Member, State Board of Education, District 9",,,Anastasia Wilford,0,13,6,19
Harrison,14,State Senate,1,Republican,Bryan Hughes,26,514,204,744
Harrison,14,State Representative,9,Republican,Chris Paddie,26,515,204,745
Harrison,14,"Chief Justice, 6th Court of Appeals District",,,Josh Morriss,26,506,198,730
Harrison,14,"District Judge, 71st Judicial District",,,Brad Morin,26,530,201,757
Harrison,14,Sheriff,,,Tom McCool,26,525,199,750
Harrison,14,Tax Assessor-Collector,,,Veronica King,26,532,204,762
Harrison,14,"Justice of the Peace, Precinct No. 4 - Unexpired Term",,,Nancy Schnorbus George,25,536,203,764
Harrison,14,"Constable, Precinct No. 4",,,Darryl Griffin,25,509,193,727
Harrison,14,"Trustee, Place 3 Karnack",,,Lacy D. Warren,0,20,8,28
Harrison,14,"Trustee, Place 3 Karnack",,,Jimmy P. Theodos,3,17,16,36
Harrison,15,Straight Party,,,Republican Party,15,235,96,346
Harrison,15,Straight Party,,,Democratic Party,2,21,8,31
Harrison,15,Straight Party,,,Libertarian Party,0,1,0,1
Harrison,15,Straight Party,,,Green Party,0,0,1,1
Harrison,15,President and Vice President,,Republican,Donald J. Trump / Mike Pence,24,447,163,634
Harrison,15,President and Vice President,,Democratic,Hillary Clinton / Tim Kaine,5,35,19,59
Harrison,15,President and Vice President,,Libertarian,Gary Johnson / William Weld,0,12,5,17
Harrison,15,President and Vice President,,Green,Jill Stein / Ajamu Baraka,0,0,0,0
Harrison,15,President and Vice President,,,Darrell L. Castle / Scott N. Bradley (W),0,0,0,0
Harrison,15,President and Vice President,,,Scott Cubbler / Michael Rodriguez (W),0,0,0,0
Harrison,15,President and Vice President,,,Cherunda Fox / Roger Kushner (W),0,0,0,0
Harrison,15,President and Vice President,,,Tom Hoefling / Steve Schulin (W),0,0,0,0
Harrison,15,President and Vice President,,,Laurence Kotlikoff / Edward Leamer (W),0,0,0,0
Harrison,15,President and Vice President,,,Jonathan Lee / Jeffrey Erskine (W),0,0,0,0
Harrison,15,President and Vice President,,,Michael A. Maturen / Juan A. Munoz (W),0,0,0,0
Harrison,15,President and Vice President,,,Evan McMullin / Nathan Johnson (W),0,1,0,1
Harrison,15,President and Vice President,,,Monica Moorehead / Lamon Lilly (W),0,0,0,0
Harrison,15,President and Vice President,,,Robert Morrow / Todd Sanders (W),0,0,0,0
Harrison,15,President and Vice President,,,Emidio Soltysik / Angela Walker (W),0,0,0,0
Harrison,15,President and Vice President,,,Dale Steffes / Paul E. Case (W),0,0,0,0
Harrison,15,President and Vice President,,,Tony Valdivia / Aaron Barriere (W),0,0,0,0
Harrison,15,U.S. House,1,Republican,Louie Gohmert,25,441,165,631
Harrison,15,U.S. House,1,Democratic,Shirley J. McKellar,4,41,15,60
Harrison,15,U.S. House,1,Libertarian,Phil Gray,0,12,6,18
Harrison,15,U.S. House,1,,Renee Culler (W),0,0,0,0
Harrison,15,Railroad Commissioner,,Republican,Wayne Christian,25,422,158,605
Harrison,15,Railroad Commissioner,,Democratic,Grady Yarbrough,4,42,16,62
Harrison,15,Railroad Commissioner,,Libertarian,Mark Miller,0,15,8,23
Harrison,15,Railroad Commissioner,,Green,Martina Salinas,0,2,1,3
Harrison,15,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,25,410,158,593
Harrison,15,"Justice, Supreme Court, Place 3",,,Mike Westergren,4,46,15,65
Harrison,15,"Justice, Supreme Court, Place 3",,,Kathie Glass,0,20,6,26
Harrison,15,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,0,4,2,6
Harrison,15,"Justice, Supreme Court, Place 5",,,Paul Green,25,427,158,610
Harrison,15,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,4,37,13,54
Harrison,15,"Justice, Supreme Court, Place 5",,,Tom Oxford,0,13,5,18
Harrison,15,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,0,3,3,6
Harrison,15,"Justice, Supreme Court, Place 9",,,Eva Guzman,25,408,148,581
Harrison,15,"Justice, Supreme Court, Place 9",,,Savannah Robinson,4,44,20,68
Harrison,15,"Justice, Supreme Court, Place 9",,,Don Fulton,0,17,6,23
Harrison,15,"Justice, Supreme Court, Place 9",,,Jim Chisholm,0,6,7,13
Harrison,15,"Judge, Court of Criminal Appeals, Place 2",,,Mary Lou Keel,24,411,157,592
Harrison,15,"Judge, Court of Criminal Appeals, Place 2",,,"Lawrence ""Larry"" Meyers",4,44,18,66
Harrison,15,"Judge, Court of Criminal Appeals, Place 2",,,Mark Ash,0,20,6,26
Harrison,15,"Judge, Court of Criminal Appeals, Place 2",,,Adam King Blackwell Reposa,0,1,0,1
Harrison,15,"Judge, Court of Criminal Appeals, Place 5",,,Scott Walker,25,427,154,606
Harrison,15,"Judge, Court of Criminal Appeals, Place 5",,,Betsy Johnson,4,39,20,63
Harrison,15,"Judge, Court of Criminal Appeals, Place 5",,,"William Bryan Strange, III",0,9,4,13
Harrison,15,"Judge, Court of Criminal Appeals, Place 5",,,Judith Sanders-Castro,0,5,1,6
Harrison,15,"Judge, Court of Criminal Appeals, Place 6",,,Michael E. Keasler,25,414,151,590
Harrison,15,"Judge, Court of Criminal Appeals, Place 6",,,Robert Burns,4,42,20,66
Harrison,15,"Judge, Court of Criminal Appeals, Place 6",,,Mark W. Bennett,0,19,9,28
Harrison,15,"Member, State Board of Education, District 9",,,Keven M. Ellis,25,417,151,593
Harrison,15,"Member, State Board of Education, District 9",,,Amanda M. Rudolph,4,47,22,73
Harrison,15,"Member, State Board of Education, District 9",,,Anastasia Wilford,0,14,8,22
Harrison,15,State Senate,1,Republican,Bryan Hughes,24,442,166,632
Harrison,15,State Representative,9,Republican,Chris Paddie,25,437,167,629
Harrison,15,"Chief Justice, 6th Court of Appeals District",,,Josh Morriss,23,437,164,624
Harrison,15,"District Judge, 71st Judicial District",,,Brad Morin,24,440,165,629
Harrison,15,Sheriff,,,Tom McCool,23,442,167,632
Harrison,15,Tax Assessor-Collector,,,Veronica King,24,447,166,637
Harrison,15,"Justice of the Peace, Precinct No. 4 - Unexpired Term",,,Nancy Schnorbus George,25,447,166,638
Harrison,15,"Constable, Precinct No. 4",,,Darryl Griffin,24,433,163,620
Harrison,15,"Trustee, Place 1 Harleton",,,Charlie Mangham,4,117,39,160
Harrison,15,"Trustee, Place 1 Harleton",,,Kevin Wright,11,213,94,318
Harrison,15,"Trustee, Place 2 Harleton",,,Brad Nixon,8,172,64,244
Harrison,15,"Trustee, Place 2 Harleton",,,Randy Pilkington,5,157,64,226
Harrison,15,"Trustee, Place 3 Harleton",,,Mike Bullock,7,282,114,403
Harrison,15,"Trustee, Place 5 Harleton",,,Brian Degner,7,274,107,388
Harrison,15,"Trustee, Place 6 Harleton",,,Pat McGill,6,207,89,302
Harrison,15,"Trustee, Place 6 Harleton",,,Paul D. Wilson,8,126,43,177
Harrison,16,Straight Party,,,Republican Party,5,115,55,175
Harrison,16,Straight Party,,,Democratic Party,5,15,18,38
Harrison,16,Straight Party,,,Libertarian Party,0,2,0,2
Harrison,16,Straight Party,,,Green Party,0,0,0,0
Harrison,16,President and Vice President,,Republican,Donald J. Trump / Mike Pence,10,187,122,319
Harrison,16,President and Vice President,,Democratic,Hillary Clinton / Tim Kaine,5,23,27,55
Harrison,16,President and Vice President,,Libertarian,Gary Johnson / William Weld,0,4,3,7
Harrison,16,President and Vice President,,Green,Jill Stein / Ajamu Baraka,0,0,0,0
Harrison,16,President and Vice President,,,Darrell L. Castle / Scott N. Bradley (W),0,1,0,1
Harrison,16,President and Vice President,,,Scott Cubbler / Michael Rodriguez (W),0,0,0,0
Harrison,16,President and Vice President,,,Cherunda Fox / Roger Kushner (W),0,0,0,0
Harrison,16,President and Vice President,,,Tom Hoefling / Steve Schulin (W),0,0,0,0
Harrison,16,President and Vice President,,,Laurence Kotlikoff / Edward Leamer (W),0,0,0,0
Harrison,16,President and Vice President,,,Jonathan Lee / Jeffrey Erskine (W),0,0,0,0
Harrison,16,President and Vice President,,,Michael A. Maturen / Juan A. Munoz (W),0,0,0,0
Harrison,16,President and Vice President,,,Evan McMullin / Nathan Johnson (W),0,1,0,1
Harrison,16,President and Vice President,,,Monica Moorehead / Lamon Lilly (W),0,0,0,0
Harrison,16,President and Vice President,,,Robert Morrow / Todd Sanders (W),0,0,0,0
Harrison,16,President and Vice President,,,Emidio Soltysik / Angela Walker (W),0,0,0,0
Harrison,16,President and Vice President,,,Dale Steffes / Paul E. Case (W),0,0,0,0
Harrison,16,President and Vice President,,,Tony Valdivia / Aaron Barriere (W),0,0,0,0
Harrison,16,U.S. House,1,Republican,Louie Gohmert,11,190,118,319
Harrison,16,U.S. House,1,Democratic,Shirley J. McKellar,6,23,28,57
Harrison,16,U.S. House,1,Libertarian,Phil Gray,0,3,3,6
Harrison,16,U.S. House,1,,Renee Culler (W),0,0,0,0
Harrison,16,Railroad Commissioner,,Republican,Wayne Christian,9,180,100,289
Harrison,16,Railroad Commissioner,,Democratic,Grady Yarbrough,8,25,35,68
Harrison,16,Railroad Commissioner,,Libertarian,Mark Miller,0,7,5,12
Harrison,16,Railroad Commissioner,,Green,Martina Salinas,0,3,1,4
Harrison,16,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,9,180,108,297
Harrison,16,"Justice, Supreme Court, Place 3",,,Mike Westergren,8,24,32,64
Harrison,16,"Justice, Supreme Court, Place 3",,,Kathie Glass,0,9,5,14
Harrison,16,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,0,2,0,2
Harrison,16,"Justice, Supreme Court, Place 5",,,Paul Green,9,185,113,307
