county,precinct,candidate,party,office,district,early_voting,election_day,votes
Johnson,Pct28,Mark A. Miller,LIB,Railroad Commissioner,,15,9,24
Johnson,Pct29,Mark A. Miller,LIB,Railroad Commissioner,,9,9,18
Johnson,Pct30,Mark A. Miller,LIB,Railroad Commissioner,,8,4,12
Johnson,Pct31,Mark A. Miller,LIB,Railroad Commissioner,,6,4,10
Johnson,Pct32,Mark A. Miller,LIB,Railroad Commissioner,,22,12,34
Johnson,Pct33,Mark A. Miller,LIB,Railroad Commissioner,,17,10,27
Johnson,Pct34,Mark A. Miller,LIB,Railroad Commissioner,,15,12,27
Johnson,Pct35,Mark A. Miller,LIB,Railroad Commissioner,,26,16,42
Johnson,Pct36,Mark A. Miller,LIB,Railroad Commissioner,,7,3,10
Johnson,Total,Mark A. Miller,LIB,Railroad Commissioner,,604,483,1087
Johnson,Pct1,Martina Salinas,GRN,Railroad Commissioner,,0,1,1
Johnson,Pct2,Martina Salinas,GRN,Railroad Commissioner,,8,6,14
Johnson,Pct3,Martina Salinas,GRN,Railroad Commissioner,,9,7,16
Johnson,Pct4,Martina Salinas,GRN,Railroad Commissioner,,8,15,23
Johnson,Pct5,Martina Salinas,GRN,Railroad Commissioner,,10,9,19
Johnson,Pct6,Martina Salinas,GRN,Railroad Commissioner,,1,1,2
Johnson,Pct7,Martina Salinas,GRN,Railroad Commissioner,,8,15,23
Johnson,Pct8,Martina Salinas,GRN,Railroad Commissioner,,16,10,26
Johnson,Pct9,Martina Salinas,GRN,Railroad Commissioner,,1,3,4
Johnson,Pct10,Martina Salinas,GRN,Railroad Commissioner,,12,4,16
Johnson,Pct11,Martina Salinas,GRN,Railroad Commissioner,,14,3,17
Johnson,Pct12,Martina Salinas,GRN,Railroad Commissioner,,5,5,10
Johnson,Pct13,Martina Salinas,GRN,Railroad Commissioner,,6,6,12
Johnson,Pct14,Martina Salinas,GRN,Railroad Commissioner,,0,0,0
Johnson,Pct15,Martina Salinas,GRN,Railroad Commissioner,,2,4,6
Johnson,Pct16,Martina Salinas,GRN,Railroad Commissioner,,0,2,2
Johnson,Pct17,Martina Salinas,GRN,Railroad Commissioner,,10,8,18
Johnson,Pct18,Martina Salinas,GRN,Railroad Commissioner,,7,2,9
Johnson,Pct19,Martina Salinas,GRN,Railroad Commissioner,,12,11,23
Johnson,Pct20,Martina Salinas,GRN,Railroad Commissioner,,5,1,6
Johnson,Pct21,Martina Salinas,GRN,Railroad Commissioner,,5,4,9
Johnson,Pct22,Martina Salinas,GRN,Railroad Commissioner,,17,9,26
Johnson,Pct23,Martina Salinas,GRN,Railroad Commissioner,,8,2,10
Johnson,Pct24,Martina Salinas,GRN,Railroad Commissioner,,1,4,5
Johnson,Pct25,Martina Salinas,GRN,Railroad Commissioner,,6,0,6
Johnson,Pct26,Martina Salinas,GRN,Railroad Commissioner,,4,1,5
Johnson,Pct27,Martina Salinas,GRN,Railroad Commissioner,,4,4,8
Johnson,Pct28,Martina Salinas,GRN,Railroad Commissioner,,8,4,12
Johnson,Pct29,Martina Salinas,GRN,Railroad Commissioner,,2,0,2
Johnson,Pct30,Martina Salinas,GRN,Railroad Commissioner,,3,0,3
Johnson,Pct31,Martina Salinas,GRN,Railroad Commissioner,,2,2,4
Johnson,Pct32,Martina Salinas,GRN,Railroad Commissioner,,4,4,8
Johnson,Pct33,Martina Salinas,GRN,Railroad Commissioner,,3,1,4
Johnson,Pct34,Martina Salinas,GRN,Railroad Commissioner,,4,3,7
Johnson,Pct35,Martina Salinas,GRN,Railroad Commissioner,,6,9,15
Johnson,Pct36,Martina Salinas,GRN,Railroad Commissioner,,1,3,4
Johnson,Total,Martina Salinas,GRN,Railroad Commissioner,,212,163,375
Johnson,Pct1,Dewayne Burns,REP,State Representative,58,76,54,130
Johnson,Pct2,Dewayne Burns,REP,State Representative,58,495,549,1044
Johnson,Pct3,Dewayne Burns,REP,State Representative,58,385,515,900
Johnson,Pct4,Dewayne Burns,REP,State Representative,58,690,827,1517
Johnson,Pct5,Dewayne Burns,REP,State Representative,58,451,609,1060
Johnson,Pct6,Dewayne Burns,REP,State Representative,58,45,104,149
Johnson,Pct7,Dewayne Burns,REP,State Representative,58,813,983,1796
Johnson,Pct8,Dewayne Burns,REP,State Representative,58,560,533,1093
Johnson,Pct9,Dewayne Burns,REP,State Representative,58,173,153,326
Johnson,Pct10,Dewayne Burns,REP,State Representative,58,347,343,690
Johnson,Pct11,Dewayne Burns,REP,State Representative,58,578,605,1183
Johnson,Pct12,Dewayne Burns,REP,State Representative,58,312,457,769
Johnson,Pct13,Dewayne Burns,REP,State Representative,58,277,261,538
Johnson,Pct14,Dewayne Burns,REP,State Representative,58,75,53,128
Johnson,Pct15,Dewayne Burns,REP,State Representative,58,246,226,472
Johnson,Pct16,Dewayne Burns,REP,State Representative,58,84,70,154
Johnson,Pct17,Dewayne Burns,REP,State Representative,58,287,290,577
Johnson,Pct18,Dewayne Burns,REP,State Representative,58,370,559,929
Johnson,Pct19,Dewayne Burns,REP,State Representative,58,769,1010,1779
Johnson,Pct20,Dewayne Burns,REP,State Representative,58,84,62,146
Johnson,Pct21,Dewayne Burns,REP,State Representative,58,165,226,391
Johnson,Pct22,Dewayne Burns,REP,State Representative,58,529,353,882
Johnson,Pct23,Dewayne Burns,REP,State Representative,58,373,181,554
Johnson,Pct24,Dewayne Burns,REP,State Representative,58,151,169,320
Johnson,Pct25,Dewayne Burns,REP,State Representative,58,201,67,268
Johnson,Pct26,Dewayne Burns,REP,State Representative,58,236,180,416
Johnson,Pct27,Dewayne Burns,REP,State Representative,58,271,329,600
Johnson,Pct28,Dewayne Burns,REP,State Representative,58,201,300,501
Johnson,Pct29,Dewayne Burns,REP,State Representative,58,133,130,263
Johnson,Pct30,Dewayne Burns,REP,State Representative,58,195,65,260
Johnson,Pct31,Dewayne Burns,REP,State Representative,58,147,149,296
Johnson,Pct32,Dewayne Burns,REP,State Representative,58,343,440,783
Johnson,Pct33,Dewayne Burns,REP,State Representative,58,172,111,283
Johnson,Pct34,Dewayne Burns,REP,State Representative,58,202,326,528
Johnson,Pct35,Dewayne Burns,REP,State Representative,58,526,657,1183
Johnson,Pct36,Dewayne Burns,REP,State Representative,58,79,38,117
Johnson,Total,Dewayne Burns,REP,State Representative,58,11041,11984,23025
Johnson,Pct1,Greg A. Kauffman,DEM,State Representative,58,17,11,28
Johnson,Pct2,Greg A. Kauffman,DEM,State Representative,58,97,128,225
Johnson,Pct3,Greg A. Kauffman,DEM,State Representative,58,102,130,232
Johnson,Pct4,Greg A. Kauffman,DEM,State Representative,58,190,247,437
Johnson,Pct5,Greg A. Kauffman,DEM,State Representative,58,78,159,237
Johnson,Pct6,Greg A. Kauffman,DEM,State Representative,58,6,10,16
Johnson,Pct7,Greg A. Kauffman,DEM,State Representative,58,154,237,391
Johnson,Pct8,Greg A. Kauffman,DEM,State Representative,58,193,186,379
Johnson,Pct9,Greg A. Kauffman,DEM,State Representative,58,23,37,60
Johnson,Pct10,Greg A. Kauffman,DEM,State Representative,58,124,106,230
Johnson,Pct11,Greg A. Kauffman,DEM,State Representative,58,127,139,266
Johnson,Pct12,Greg A. Kauffman,DEM,State Representative,58,73,100,173
Johnson,Pct13,Greg A. Kauffman,DEM,State Representative,58,57,52,109
Johnson,Pct14,Greg A. Kauffman,DEM,State Representative,58,4,10,14
Johnson,Pct15,Greg A. Kauffman,DEM,State Representative,58,49,49,98
Johnson,Pct16,Greg A. Kauffman,DEM,State Representative,58,18,12,30
Johnson,Pct17,Greg A. Kauffman,DEM,State Representative,58,92,105,197
Johnson,Pct18,Greg A. Kauffman,DEM,State Representative,58,84,136,220
Johnson,Pct19,Greg A. Kauffman,DEM,State Representative,58,151,212,363
Johnson,Pct20,Greg A. Kauffman,DEM,State Representative,58,58,47,105
Johnson,Pct21,Greg A. Kauffman,DEM,State Representative,58,35,58,93
Johnson,Pct22,Greg A. Kauffman,DEM,State Representative,58,139,95,234
Johnson,Pct23,Greg A. Kauffman,DEM,State Representative,58,103,42,145
Johnson,Pct24,Greg A. Kauffman,DEM,State Representative,58,39,42,81
Johnson,Pct25,Greg A. Kauffman,DEM,State Representative,58,62,33,95
Johnson,Pct26,Greg A. Kauffman,DEM,State Representative,58,36,36,72
Johnson,Pct27,Greg A. Kauffman,DEM,State Representative,58,49,64,113
Johnson,Pct28,Greg A. Kauffman,DEM,State Representative,58,56,62,118
Johnson,Pct29,Greg A. Kauffman,DEM,State Representative,58,22,20,42
Johnson,Pct30,Greg A. Kauffman,DEM,State Representative,58,35,18,53
Johnson,Pct31,Greg A. Kauffman,DEM,State Representative,58,36,30,66
Johnson,Pct32,Greg A. Kauffman,DEM,State Representative,58,81,86,167
Johnson,Pct33,Greg A. Kauffman,DEM,State Representative,58,37,20,57
Johnson,Pct34,Greg A. Kauffman,DEM,State Representative,58,53,91,144
Johnson,Pct35,Greg A. Kauffman,DEM,State Representative,58,111,122,233
Johnson,Pct36,Greg A. Kauffman,DEM,State Representative,58,25,45,70
Johnson,Total,Greg A. Kauffman,DEM,State Representative,58,2616,2977,5593
