county,precinct,office,district,party,candidate,election_day,early_voting,mail,provisional,votes
Wilson,Box 414,Governor,,DEM,Tom Wakely,1,0,0,0,1
Wilson,Box 414,Governor,,DEM,Grady Yarbrough,9,1,4,0,14
Wilson,Box 414,Governor,,DEM,"Cedric Davis, Sr.",1,0,0,0,1
Wilson,Box 414,Governor,,DEM,Jeffrey Payne,5,2,0,0,7
Wilson,Box 414,Governor,,DEM,Andrew White,6,4,5,0,15
Wilson,Box 414,Governor,,DEM,James Jolly Clark,1,0,0,0,1
Wilson,Box 414,Governor,,DEM,Adrian Ocegueda,0,0,0,0,0
Wilson,Box 414,Lieutenant Governor,,REP,Scott Milder,110,34,3,0,147
Wilson,Box 414,Lieutenant Governor,,REP,Dan Patrick,288,101,21,0,410
Wilson,Box 414,Lieutenant Governor,,DEM,Mike Collier,17,7,6,0,30
Wilson,Box 414,Lieutenant Governor,,DEM,Michael Cooper,25,3,2,0,30
Wilson,Box 414,Attorney General,,REP,Ken Paxton,334,116,22,0,472
Wilson,Box 414,Attorney General,,DEM,Justin Nelson,41,8,11,0,60
Wilson,Box 414,Comptroller of Public Accounts,,REP,Glenn Hegar,328,114,22,0,464
Wilson,Box 414,Comptroller of Public Accounts,,DEM,Tim Mahoney,26,5,4,0,35
Wilson,Box 414,Comptroller of Public Accounts,,DEM,Joi Chevalier,15,5,4,0,24
Wilson,Box 414,Commissioner of the General Land Office,,REP,Jerry Patterson,108,38,9,0,155
Wilson,Box 414,Commissioner of the General Land Office,,REP,Rick Range,21,14,1,0,36
Wilson,Box 414,Commissioner of the General Land Office,,REP,Davey Edwards,23,5,2,0,30
Wilson,Box 414,Commissioner of the General Land Office,,REP,George P. Bush,228,74,12,0,314
Wilson,Box 414,Commissioner of the General Land Office,,DEM,Miguel Suazo,31,8,8,0,47
Wilson,Box 414,Commissioner of the General Land Office,,DEM,Tex Morgan,12,2,1,0,15
Wilson,Box 414,Commissioner of Agriculture,,REP,Trey Blocker,97,36,8,0,141
Wilson,Box 414,Commissioner of Agriculture,,REP,Sid Miller,195,66,9,0,270
Wilson,Box 414,Commissioner of Agriculture,,REP,Jim Hogan,74,18,7,0,99
Wilson,Box 414,Commissioner of Agriculture,,DEM,Kim Olson,38,9,11,0,58
Wilson,Box 414,Railroad Commissioner,,REP,Christi Craddick,285,104,18,0,407
Wilson,Box 414,Railroad Commissioner,,REP,Weston Martinez,76,18,4,0,98
Wilson,Box 414,Railroad Commissioner,,DEM,Chris Spellmon,20,4,4,0,28
Wilson,Box 414,Railroad Commissioner,,DEM,Roman McAllen,22,5,5,0,32
Wilson,Box 414,Justice Supreme Ct P2,,REP,Jimmy Blacklock,328,112,19,0,459
Wilson,Box 414,Justice Supreme Ct P2,,DEM,Steven Kirkland,40,8,10,0,58
Wilson,Box 414,Justice Supreme Ct P4,,REP,John Devine,326,110,18,0,454
Wilson,Box 414,Justice Supreme Ct P4,,DEM,R.K. Sandill,40,8,10,0,58
Wilson,Box 414,Justice Supreme Ct P6,,REP,Jeff Brown,324,109,18,0,451
Wilson,Box 414,Justice Supreme Ct P6,,DEM,Kathy Cheng,40,9,11,0,60
Wilson,Box 414,Presiding Criminal Appeals,,REP,David Bridges,179,52,8,0,239
Wilson,Box 414,Presiding Criminal Appeals,,REP,Sharon Keller,156,65,10,0,231
Wilson,Box 414,Presiding Criminal Appeals,,DEM,Maria T. Jackson,40,9,10,0,59
Wilson,Box 414,Criminal Appeals Jdg P7,,REP,B. Parker Hervey,314,106,20,0,440
Wilson,Box 414,Criminal Appeals Jdg P7,,DEM,Ramona Franklin,41,9,11,0,61
Wilson,Box 414,Criminal Appeals Jdg P8,,REP,Dib Waldrip,81,21,4,0,106
Wilson,Box 414,Criminal Appeals Jdg P8,,REP,Jay Brandon,120,35,7,0,162
Wilson,Box 414,Criminal Appeals Jdg P8,,REP,Michelle Slaughter,135,60,6,0,201
Wilson,Box 414,State Bd Ed D3,,DEM,Dan Arellano,8,1,2,0,11
Wilson,Box 414,State Bd Ed D3,,DEM,Marisa B. Perez,34,10,7,0,51
Wilson,Box 414,State Representative,44,REP,John Kuempel,348,125,23,0,496
Wilson,Box 414,State Representative,44,DEM,John D. Rodgers,40,8,10,0,58
Wilson,Box 414,Justice Ct Appeals D4 P2,,REP,Marialyn Barnard,317,107,19,0,443
Wilson,Box 414,Justice Ct Appeals D4 P2,,DEM,Beth Watkins,40,9,11,0,60
Wilson,Box 414,Justice Ct Appeals D4 P3,,REP,Jason Pulliam,313,109,19,0,441
Wilson,Box 414,Justice Ct Appeals D4 P3,,DEM,P. O'Connell Alvarez,41,9,10,0,60
Wilson,Box 414,Justice Ct Appeals D4 P4,,REP,Patrick Ballantyne,310,107,18,0,435
Wilson,Box 414,Justice Ct Appeals D4 P4,,DEM,Luz Elena Chapa,41,8,11,0,60
Wilson,Box 414,Justice Ct Appeals D4 P5,,REP,Rebecca Simmons,316,109,18,0,443
Wilson,Box 414,Justice Ct Appeals D4 P5,,DEM,Liza Rodriguez,42,9,10,0,61
Wilson,Box 414,Justice Ct Appeals D4 P7,,REP,Shane Stolarczyk,317,107,16,0,440
Wilson,Box 414,Justice Ct Appeals D4 P7,,DEM,Rebeca Martinez,43,9,11,0,63
Wilson,Box 414,District Judge D81,,REP,Lynn Ellison,331,116,19,0,466
Wilson,Box 414,District Judge D81,,DEM,Errlinda Castillo,43,9,10,0,62
Wilson,Box 414,District Judge D218,,REP,Russell Wilson,337,114,20,0,471
Wilson,Box 414,County Judge,,REP,Alena Berlanga,32,9,2,0,43
Wilson,Box 414,County Judge,,REP,Richard L. Jackson,387,133,22,0,542
Wilson,Box 414,District Clerk,,REP,Deborah Bryan,322,114,20,0,456
Wilson,Box 414,County Clerk,,DEM,Eva S. Martinez,43,10,11,0,64
Wilson,Box 414,County Treasurer,,REP,Debra Foster,153,30,6,0,189
Wilson,Box 414,County Treasurer,,REP,Jan Hartl,238,105,17,0,360
Wilson,Box 414,County Commissioner P4,,REP,Larry A. Wiley,355,122,25,0,502
Wilson,Box 414,Justice Peace P4,,REP,Clara J (CJ) Rutland,373,130,24,0,527
Wilson,Box 414,County Chairman,,REP,Ruby Manen,313,108,19,0,440
Wilson,Box 414,County Chairman,,DEM,Juan Mancias,41,8,10,0,59
Wilson,Box 414,Proposition 1,,REP,YES,262,95,19,0,376
Wilson,Box 414,Proposition 1,,REP,NO,117,32,3,0,152
Wilson,Box 414,Proposition 2,,REP,YES,385,125,23,0,533
Wilson,Box 414,Proposition 2,,REP,NO,23,9,1,0,33
Wilson,Box 414,Proposition 3,,REP,YES,341,117,22,0,480
Wilson,Box 414,Proposition 3,,REP,NO,57,16,2,0,75
Wilson,Box 414,Proposition 4,,REP,YES,366,126,22,0,514
Wilson,Box 414,Proposition 4,,REP,NO,41,11,2,0,54
Wilson,Box 414,Proposition 5,,REP,YES,336,107,20,0,463
Wilson,Box 414,Proposition 5,,REP,NO,74,27,3,0,104
Wilson,Box 414,Proposition 6,,REP,YES,391,130,22,0,543
Wilson,Box 414,Proposition 6,,REP,NO,21,7,1,0,29
Wilson,Box 414,Proposition 7,,REP,YES,264,88,18,0,370
Wilson,Box 414,Proposition 7,,REP,NO,129,48,5,0,182
Wilson,Box 414,Proposition 8,,REP,YES,396,132,23,0,551
Wilson,Box 414,Proposition 8,,REP,NO,11,5,1,0,17
Wilson,Box 414,Proposition 9,,REP,YES,366,129,19,0,514
Wilson,Box 414,Proposition 9,,REP,NO,35,7,4,0,46
Wilson,Box 414,Proposition 10,,REP,YES,380,121,23,0,524
Wilson,Box 414,Proposition 10,,REP,NO,21,11,1,0,33
Wilson,Box 414,Proposition 11,,REP,YES,345,110,19,0,474
Wilson,Box 414,Proposition 11,,REP,NO,42,14,1,0,57
Wilson,Box 414,Proposition 1,,DEM,FOR,38,10,9,0,57
Wilson,Box 414,Proposition 1,,DEM,AGAINST,3,0,1,0,4
Wilson,Box 414,Proposition 2,,DEM,FOR,37,11,9,0,57
Wilson,Box 414,Proposition 2,,DEM,AGAINST,4,0,1,0,5
Wilson,Box 414,Proposition 3,,DEM,FOR,38,10,9,0,57
Wilson,Box 414,Proposition 3,,DEM,AGAINST,2,0,1,0,3
Wilson,Box 414,Proposition 4,,DEM,FOR,39,11,9,0,59
Wilson,Box 414,Proposition 4,,DEM,AGAINST,2,0,1,0,3
Wilson,Box 414,Proposition 5,,DEM,FOR,37,7,10,0,54
Wilson,Box 414,Proposition 5,,DEM,AGAINST,2,3,0,0,5
Wilson,Box 414,Proposition 6,,DEM,FOR,37,11,9,0,57
Wilson,Box 414,Proposition 6,,DEM,AGAINST,3,0,0,0,3
Wilson,Box 414,Proposition 7,,DEM,FOR,38,10,9,0,57
Wilson,Box 414,Proposition 7,,DEM,AGAINST,2,1,1,0,4
Wilson,Box 414,Proposition 8,,DEM,FOR,33,10,8,0,51
Wilson,Box 414,Proposition 8,,DEM,AGAINST,7,1,2,0,10
Wilson,Box 414,Proposition 9,,DEM,FOR,36,8,10,0,54
Wilson,Box 414,Proposition 9,,DEM,AGAINST,4,1,0,0,5
Wilson,Box 414,Proposition 10,,DEM,FOR,36,10,9,0,55
Wilson,Box 414,Proposition 10,,DEM,AGAINST,4,0,1,0,5
Wilson,Box 414,Proposition 11,,DEM,FOR,38,10,8,0,56
Wilson,Box 414,Proposition 11,,DEM,AGAINST,2,0,0,0,2
Wilson,Box 414,Proposition 12,,DEM,FOR,37,10,10,0,57
Wilson,Box 414,Proposition 12,,DEM,AGAINST,3,0,0,0,3
Wilson,Box 415,US Senator,,REP,Geraldine Sam,5,3,0,0,8
Wilson,Box 415,US Senator,,REP,Mary Miller,19,10,2,0,31
Wilson,Box 415,US Senator,,REP,"Bruce Jacobson, Jr.",9,5,0,0,14
Wilson,Box 415,US Senator,,REP,Stefano de Stefano,2,0,0,0,2
Wilson,Box 415,US Senator,,REP,Ted Cruz,229,167,20,0,416
Wilson,Box 415,US Senator,,DEM,Edward Kimbrough,5,4,2,0,11
Wilson,Box 415,US Senator,,DEM,Sema Hernandez,15,6,7,0,28
Wilson,Box 415,US Senator,,DEM,Beto O'Rourke,25,20,8,0,53
Wilson,Box 415,US Representative,28,DEM,Henry Cuellar,40,28,16,0,84
Wilson,Box 415,Governor,,REP,SECEDE Kilgore,2,1,0,0,3
Wilson,Box 415,Governor,,REP,Greg Abbott,245,178,20,0,443
Wilson,Box 415,Governor,,REP,Barbara Krueger,20,10,1,0,31
Wilson,Box 415,Governor,,DEM,Joe Mumbach,6,2,0,0,8
Wilson,Box 415,Governor,,DEM,Lupe Valdez,15,8,9,0,32
Wilson,Box 415,Governor,,DEM,Tom Wakely,2,6,3,0,11
Wilson,Box 415,Governor,,DEM,Grady Yarbrough,5,1,2,0,8
Wilson,Box 415,Governor,,DEM,"Cedric Davis, Sr.",5,3,1,0,9
Wilson,Box 415,Governor,,DEM,Jeffrey Payne,0,1,0,0,1
Wilson,Box 415,Governor,,DEM,Andrew White,7,6,1,0,14
Wilson,Box 415,Governor,,DEM,James Jolly Clark,0,0,0,0,0
Wilson,Box 415,Governor,,DEM,Adrian Ocegueda,1,2,1,0,4
Wilson,Box 415,Lieutenant Governor,,REP,Scott Milder,44,30,2,0,76
Wilson,Box 415,Lieutenant Governor,,REP,Dan Patrick,220,158,19,0,397
Wilson,Box 415,Lieutenant Governor,,DEM,Mike Collier,24,13,10,0,47
Wilson,Box 415,Lieutenant Governor,,DEM,Michael Cooper,18,16,7,0,41
Wilson,Box 415,Attorney General,,REP,Ken Paxton,244,163,17,0,424
Wilson,Box 415,Attorney General,,DEM,Justin Nelson,39,28,15,0,82
Wilson,Box 415,Comptroller of Public Accounts,,REP,Glenn Hegar,231,161,19,0,411
Wilson,Box 415,Comptroller of Public Accounts,,DEM,Tim Mahoney,21,14,10,0,45
Wilson,Box 415,Comptroller of Public Accounts,,DEM,Joi Chevalier,20,15,7,0,42
Wilson,Box 415,Commissioner of the General Land Office,,REP,Jerry Patterson,67,68,7,0,142
Wilson,Box 415,Commissioner of the General Land Office,,REP,Rick Range,10,11,1,0,22
Wilson,Box 415,Commissioner of the General Land Office,,REP,Davey Edwards,16,12,0,0,28
Wilson,Box 415,Commissioner of the General Land Office,,REP,George P. Bush,162,87,10,0,259
Wilson,Box 415,Commissioner of the General Land Office,,DEM,Miguel Suazo,24,19,9,0,52
Wilson,Box 415,Commissioner of the General Land Office,,DEM,Tex Morgan,17,10,8,0,35
Wilson,Box 415,Commissioner of Agriculture,,REP,Trey Blocker,64,50,3,0,117
Wilson,Box 415,Commissioner of Agriculture,,REP,Sid Miller,133,91,10,0,234
Wilson,Box 415,Commissioner of Agriculture,,REP,Jim Hogan,50,35,2,0,87
Wilson,Box 415,Commissioner of Agriculture,,DEM,Kim Olson,42,29,17,0,88
Wilson,Box 415,Railroad Commissioner,,REP,Christi Craddick,192,131,16,0,339
Wilson,Box 415,Railroad Commissioner,,REP,Weston Martinez,50,37,2,0,89
Wilson,Box 415,Railroad Commissioner,,DEM,Chris Spellmon,22,15,7,0,44
Wilson,Box 415,Railroad Commissioner,,DEM,Roman McAllen,20,14,10,0,44
Wilson,Box 415,Justice Supreme Ct P2,,REP,Jimmy Blacklock,229,158,17,0,404
Wilson,Box 415,Justice Supreme Ct P2,,DEM,Steven Kirkland,40,28,17,0,85
Wilson,Box 415,Justice Supreme Ct P4,,REP,John Devine,230,157,17,0,404
Wilson,Box 415,Justice Supreme Ct P4,,DEM,R.K. Sandill,41,28,17,0,86
Wilson,Box 415,Justice Supreme Ct P6,,REP,Jeff Brown,226,157,17,0,400
Wilson,Box 415,Justice Supreme Ct P6,,DEM,Kathy Cheng,40,28,17,0,85
Wilson,Box 415,Presiding Criminal Appeals,,REP,David Bridges,104,80,10,0,194
Wilson,Box 415,Presiding Criminal Appeals,,REP,Sharon Keller,131,84,5,0,220
Wilson,Box 415,Presiding Criminal Appeals,,DEM,Maria T. Jackson,41,28,17,0,86
Wilson,Box 415,Criminal Appeals Jdg P7,,REP,B. Parker Hervey,222,156,17,0,395
Wilson,Box 415,Criminal Appeals Jdg P7,,DEM,Ramona Franklin,39,28,17,0,84
Wilson,Box 415,Criminal Appeals Jdg P8,,REP,Dib Waldrip,42,24,5,0,71
Wilson,Box 415,Criminal Appeals Jdg P8,,REP,Jay Brandon,68,53,4,0,125
Wilson,Box 415,Criminal Appeals Jdg P8,,REP,Michelle Slaughter,124,80,6,0,210
Wilson,Box 415,State Bd Ed D3,,DEM,Dan Arellano,8,4,4,0,16
Wilson,Box 415,State Bd Ed D3,,DEM,Marisa B. Perez,34,24,13,0,71
Wilson,Box 415,State Representative,44,REP,John Kuempel,234,165,20,0,419
Wilson,Box 415,State Representative,44,DEM,John D. Rodgers,40,28,15,0,83
Wilson,Box 415,Justice Ct Appeals D4 P2,,REP,Marialyn Barnard,219,157,17,0,393
Wilson,Box 415,Justice Ct Appeals D4 P2,,DEM,Beth Watkins,41,29,17,0,87
Wilson,Box 415,Justice Ct Appeals D4 P3,,REP,Jason Pulliam,223,157,17,0,397
Wilson,Box 415,Justice Ct Appeals D4 P3,,DEM,P. O'Connell Alvarez,42,29,17,0,88
Wilson,Box 415,Justice Ct Appeals D4 P4,,REP,Patrick Ballantyne,222,156,17,0,395
Wilson,Box 415,Justice Ct Appeals D4 P4,,DEM,Luz Elena Chapa,42,28,17,0,87
Wilson,Box 415,Justice Ct Appeals D4 P5,,REP,Rebecca Simmons,221,157,17,0,395
Wilson,Box 415,Justice Ct Appeals D4 P5,,DEM,Liza Rodriguez,42,29,17,0,88
Wilson,Box 415,Justice Ct Appeals D4 P7,,REP,Shane Stolarczyk,222,155,17,0,394
Wilson,Box 415,Justice Ct Appeals D4 P7,,DEM,Rebeca Martinez,40,29,17,0,86
Wilson,Box 415,District Judge D81,,REP,Lynn Ellison,223,160,16,0,399
Wilson,Box 415,District Judge D81,,DEM,Errlinda Castillo,41,29,15,0,85
Wilson,Box 415,District Judge D218,,REP,Russell Wilson,225,158,17,0,400
Wilson,Box 415,County Judge,,REP,Alena Berlanga,99,56,2,0,157
Wilson,Box 415,County Judge,,REP,Richard L. Jackson,157,133,16,0,306
Wilson,Box 415,District Clerk,,REP,Deborah Bryan,215,157,18,0,390
Wilson,Box 415,County Clerk,,DEM,Eva S. Martinez,42,29,15,0,86
Wilson,Box 415,County Treasurer,,REP,Debra Foster,130,68,4,0,202
Wilson,Box 415,County Treasurer,,REP,Jan Hartl,124,115,14,0,253
Wilson,Box 415,County Commissioner P4,,REP,Larry A. Wiley,228,162,19,0,409
Wilson,Box 415,Justice Peace P4,,REP,Clara J (CJ) Rutland,224,162,17,0,403
Wilson,Box 415,County Chairman,,REP,Ruby Manen,217,149,15,0,381
Wilson,Box 415,County Chairman,,DEM,Juan Mancias,41,28,15,0,84
Wilson,Box 415,Proposition 1,,REP,YES,185,132,15,0,332
Wilson,Box 415,Proposition 1,,REP,NO,76,41,1,0,118
Wilson,Box 415,Proposition 2,,REP,YES,256,178,21,0,455
Wilson,Box 415,Proposition 2,,REP,NO,12,6,0,0,18
Wilson,Box 415,Proposition 3,,REP,YES,246,168,19,0,433
Wilson,Box 415,Proposition 3,,REP,NO,19,14,1,0,34
Wilson,Box 415,Proposition 4,,REP,YES,250,173,19,0,442
Wilson,Box 415,Proposition 4,,REP,NO,17,10,2,0,29
Wilson,Box 415,Proposition 5,,REP,YES,229,147,21,0,397
Wilson,Box 415,Proposition 5,,REP,NO,38,32,1,0,71
Wilson,Box 415,Proposition 6,,REP,YES,256,173,22,0,451
Wilson,Box 415,Proposition 6,,REP,NO,14,10,0,0,24
Wilson,Box 415,Proposition 7,,REP,YES,195,115,17,0,327
Wilson,Box 415,Proposition 7,,REP,NO,73,61,4,0,138
Wilson,Box 415,Proposition 8,,REP,YES,264,180,22,0,466
Wilson,Box 415,Proposition 8,,REP,NO,6,4,0,0,10
Wilson,Box 415,Proposition 9,,REP,YES,248,171,21,0,440
Wilson,Box 415,Proposition 9,,REP,NO,18,11,0,0,29
Wilson,Box 415,Proposition 10,,REP,YES,261,171,21,0,453
Wilson,Box 415,Proposition 10,,REP,NO,6,8,0,0,14
Wilson,Box 415,Proposition 11,,REP,YES,243,167,19,0,429
Wilson,Box 415,Proposition 11,,REP,NO,25,17,3,0,45
Wilson,Box 415,Proposition 1,,DEM,FOR,39,29,18,0,86
Wilson,Box 415,Proposition 1,,DEM,AGAINST,4,1,0,0,5
Wilson,Box 415,Proposition 2,,DEM,FOR,38,26,16,0,80
Wilson,Box 415,Proposition 2,,DEM,AGAINST,6,4,2,0,12
Wilson,Box 415,Proposition 3,,DEM,FOR,43,28,17,0,88
Wilson,Box 415,Proposition 3,,DEM,AGAINST,1,2,1,0,4
Wilson,Box 415,Proposition 4,,DEM,FOR,42,29,18,0,89
Wilson,Box 415,Proposition 4,,DEM,AGAINST,2,1,0,0,3
Wilson,Box 415,Proposition 5,,DEM,FOR,40,28,16,0,84
Wilson,Box 415,Proposition 5,,DEM,AGAINST,4,2,2,0,8
Wilson,Box 415,Proposition 6,,DEM,FOR,43,30,18,0,91
Wilson,Box 415,Proposition 6,,DEM,AGAINST,1,0,0,0,1
Wilson,Box 415,Proposition 7,,DEM,FOR,42,28,18,0,88
Wilson,Box 415,Proposition 7,,DEM,AGAINST,2,2,0,0,4
Wilson,Box 415,Proposition 8,,DEM,FOR,37,27,17,0,81
Wilson,Box 415,Proposition 8,,DEM,AGAINST,6,3,1,0,10
Wilson,Box 415,Proposition 9,,DEM,FOR,38,29,17,0,84
Wilson,Box 415,Proposition 9,,DEM,AGAINST,6,1,1,0,8
Wilson,Box 415,Proposition 10,,DEM,FOR,39,29,18,0,86
Wilson,Box 415,Proposition 10,,DEM,AGAINST,4,1,0,0,5
Wilson,Box 415,Proposition 11,,DEM,FOR,42,28,18,0,88
Wilson,Box 415,Proposition 11,,DEM,AGAINST,2,2,0,0,4
Wilson,Box 415,Proposition 12,,DEM,FOR,42,30,18,0,90
Wilson,Box 415,Proposition 12,,DEM,AGAINST,2,0,0,0,2
Wilson,Box 416,US Senator,,REP,Geraldine Sam,3,3,0,0,6
Wilson,Box 416,US Senator,,REP,Mary Miller,7,15,1,0,23
Wilson,Box 416,US Senator,,REP,"Bruce Jacobson, Jr.",7,3,1,0,11
Wilson,Box 416,US Senator,,REP,Stefano de Stefano,5,1,0,0,6
Wilson,Box 416,US Senator,,REP,Ted Cruz,154,111,20,0,285
Wilson,Box 416,US Senator,,DEM,Edward Kimbrough,5,1,4,0,10
Wilson,Box 416,US Senator,,DEM,Sema Hernandez,16,11,2,0,29
Wilson,Box 416,US Senator,,DEM,Beto O'Rourke,21,21,6,0,48
Wilson,Box 416,US Representative,28,DEM,Henry Cuellar,39,32,12,0,83
Wilson,Box 416,Governor,,REP,SECEDE Kilgore,2,2,0,0,4
Wilson,Box 416,Governor,,REP,Greg Abbott,158,126,21,0,305
Wilson,Box 416,Governor,,REP,Barbara Krueger,14,8,1,0,23
Wilson,Box 416,Governor,,DEM,Joe Mumbach,2,4,0,0,6
Wilson,Box 416,Governor,,DEM,Lupe Valdez,22,16,4,0,42
Wilson,Box 416,Governor,,DEM,Tom Wakely,3,1,4,0,8
Wilson,Box 416,Governor,,DEM,Grady Yarbrough,5,1,0,0,6
Wilson,Box 416,Governor,,DEM,"Cedric Davis, Sr.",3,1,0,0,4
Wilson,Box 416,Governor,,DEM,Jeffrey Payne,1,1,1,0,3
Wilson,Box 416,Governor,,DEM,Andrew White,3,6,2,0,11
Wilson,Box 416,Governor,,DEM,James Jolly Clark,0,1,0,0,1
Wilson,Box 416,Governor,,DEM,Adrian Ocegueda,2,3,1,0,6
Wilson,Box 416,Lieutenant Governor,,REP,Scott Milder,38,26,0,0,64
Wilson,Box 416,Lieutenant Governor,,REP,Dan Patrick,138,109,22,0,269
Wilson,Box 416,Lieutenant Governor,,DEM,Mike Collier,21,16,8,0,45
Wilson,Box 416,Lieutenant Governor,,DEM,Michael Cooper,17,13,3,0,33
Wilson,Box 416,Attorney General,,REP,Ken Paxton,153,116,20,0,289
Wilson,Box 416,Attorney General,,DEM,Justin Nelson,34,33,11,0,78
Wilson,Box 416,Comptroller of Public Accounts,,REP,Glenn Hegar,152,114,19,0,285
Wilson,Box 416,Comptroller of Public Accounts,,DEM,Tim Mahoney,15,15,8,0,38
Wilson,Box 416,Comptroller of Public Accounts,,DEM,Joi Chevalier,21,16,3,0,40
Wilson,Box 416,Commissioner of the General Land Office,,REP,Jerry Patterson,59,43,9,0,111
Wilson,Box 416,Commissioner of the General Land Office,,REP,Rick Range,14,14,0,0,28
Wilson,Box 416,Commissioner of the General Land Office,,REP,Davey Edwards,6,4,0,0,10
Wilson,Box 416,Commissioner of the General Land Office,,REP,George P. Bush,92,67,13,0,172
Wilson,Box 416,Commissioner of the General Land Office,,DEM,Miguel Suazo,26,26,6,0,58
Wilson,Box 416,Commissioner of the General Land Office,,DEM,Tex Morgan,13,6,4,0,23
Wilson,Box 416,Commissioner of Agriculture,,REP,Trey Blocker,42,41,3,0,86
Wilson,Box 416,Commissioner of Agriculture,,REP,Sid Miller,82,52,12,0,146
Wilson,Box 416,Commissioner of Agriculture,,REP,Jim Hogan,35,30,3,0,68
Wilson,Box 416,Commissioner of Agriculture,,DEM,Kim Olson,37,32,12,0,81
Wilson,Box 416,Railroad Commissioner,,REP,Christi Craddick,121,93,10,0,224
Wilson,Box 416,Railroad Commissioner,,REP,Weston Martinez,41,30,8,0,79
Wilson,Box 416,Railroad Commissioner,,DEM,Chris Spellmon,18,14,8,0,40
Wilson,Box 416,Railroad Commissioner,,DEM,Roman McAllen,18,17,4,0,39
Wilson,Box 416,Justice Supreme Ct P2,,REP,Jimmy Blacklock,145,107,18,0,270
Wilson,Box 416,Justice Supreme Ct P2,,DEM,Steven Kirkland,36,31,9,0,76
Wilson,Box 416,Justice Supreme Ct P4,,REP,John Devine,146,107,18,0,271
Wilson,Box 416,Justice Supreme Ct P4,,DEM,R.K. Sandill,36,31,10,0,77
Wilson,Box 416,Justice Supreme Ct P6,,REP,Jeff Brown,146,106,18,0,270
Wilson,Box 416,Justice Supreme Ct P6,,DEM,Kathy Cheng,36,32,12,0,80
Wilson,Box 416,Presiding Criminal Appeals,,REP,David Bridges,75,53,6,0,134
Wilson,Box 416,Presiding Criminal Appeals,,REP,Sharon Keller,81,59,13,0,153
Wilson,Box 416,Presiding Criminal Appeals,,DEM,Maria T. Jackson,35,33,11,0,79
Wilson,Box 416,Criminal Appeals Jdg P7,,REP,B. Parker Hervey,144,104,18,0,266
Wilson,Box 416,Criminal Appeals Jdg P7,,DEM,Ramona Franklin,37,32,12,0,81
Wilson,Box 416,Criminal Appeals Jdg P8,,REP,Dib Waldrip,20,18,6,0,44
Wilson,Box 416,Criminal Appeals Jdg P8,,REP,Jay Brandon,45,40,2,0,87
Wilson,Box 416,Criminal Appeals Jdg P8,,REP,Michelle Slaughter,91,52,10,0,153
Wilson,Box 416,State Bd Ed D3,,DEM,Dan Arellano,4,4,0,0,8
Wilson,Box 416,State Bd Ed D3,,DEM,Marisa B. Perez,34,30,11,0,75
Wilson,Box 416,State Representative,44,REP,John Kuempel,152,116,18,0,286
Wilson,Box 416,State Representative,44,DEM,John D. Rodgers,35,32,12,0,79
Wilson,Box 416,Justice Ct Appeals D4 P2,,REP,Marialyn Barnard,143,103,18,0,264
Wilson,Box 416,Justice Ct Appeals D4 P2,,DEM,Beth Watkins,35,31,12,0,78
Wilson,Box 416,Justice Ct Appeals D4 P3,,REP,Jason Pulliam,145,106,18,0,269
Wilson,Box 416,Justice Ct Appeals D4 P3,,DEM,P. O'Connell Alvarez,35,32,10,0,77
Wilson,Box 416,Justice Ct Appeals D4 P4,,REP,Patrick Ballantyne,145,106,18,0,269
Wilson,Box 416,Justice Ct Appeals D4 P4,,DEM,Luz Elena Chapa,37,34,12,0,83
Wilson,Box 416,Justice Ct Appeals D4 P5,,REP,Rebecca Simmons,143,105,18,0,266
Wilson,Box 416,Justice Ct Appeals D4 P5,,DEM,Liza Rodriguez,35,33,12,0,80
Wilson,Box 416,Justice Ct Appeals D4 P7,,REP,Shane Stolarczyk,143,105,18,0,266
Wilson,Box 416,Justice Ct Appeals D4 P7,,DEM,Rebeca Martinez,35,34,12,0,81
Wilson,Box 416,District Judge D81,,REP,Lynn Ellison,143,109,18,0,270
Wilson,Box 416,District Judge D81,,DEM,Errlinda Castillo,35,33,12,0,80
Wilson,Box 416,District Judge D218,,REP,Russell Wilson,146,107,18,0,271
Wilson,Box 416,County Judge,,REP,Alena Berlanga,80,58,7,0,145
Wilson,Box 416,County Judge,,REP,Richard L. Jackson,86,79,14,0,179
Wilson,Box 416,District Clerk,,REP,Deborah Bryan,131,110,18,0,259
Wilson,Box 416,County Clerk,,DEM,Eva S. Martinez,36,34,12,0,82
Wilson,Box 416,County Treasurer,,REP,Debra Foster,97,52,11,0,160
Wilson,Box 416,County Treasurer,,REP,Jan Hartl,72,83,9,0,164
Wilson,Box 416,County Commissioner P4,,REP,Larry A. Wiley,138,105,18,0,261
Wilson,Box 416,Justice Peace P4,,REP,Clara J (CJ) Rutland,142,111,18,0,271
Wilson,Box 416,County Chairman,,REP,Ruby Manen,139,109,18,0,266
Wilson,Box 416,County Chairman,,DEM,Juan Mancias,35,33,12,0,80
Wilson,Box 416,Proposition 1,,REP,YES,118,104,17,0,239
Wilson,Box 416,Proposition 1,,REP,NO,53,30,5,0,88
Wilson,Box 416,Proposition 2,,REP,YES,165,129,21,0,315
Wilson,Box 416,Proposition 2,,REP,NO,10,10,1,0,21
Wilson,Box 416,Proposition 3,,REP,YES,146,123,20,0,289
Wilson,Box 416,Proposition 3,,REP,NO,28,13,2,0,43
Wilson,Box 416,Proposition 4,,REP,YES,158,128,21,0,307
