county,precinct,precinct_name,office,district,candidate,party,early_voting,election_day,votes
Live Oak,13,Swinney Switch,"Chief Justice, 13th Court of Appeals District",,Dori Contreras,DEM,10,23,33
Live Oak,13,Swinney Switch,"Chief Justice, 13th Court of Appeals District",,Ernie Aliseda,REP,119,154,273
Live Oak,14,South West George West,"Chief Justice, 13th Court of Appeals District",,Dori Contreras,DEM,48,30,78
Live Oak,14,South West George West,"Chief Justice, 13th Court of Appeals District",,Ernie Aliseda,REP,316,161,477
Live Oak,2,Lagarto,"Chief Justice, 13th Court of Appeals District",,Dori Contreras,DEM,36,45,81
Live Oak,2,Lagarto,"Chief Justice, 13th Court of Appeals District",,Ernie Aliseda,REP,156,224,380
Live Oak,3,East George West,"Chief Justice, 13th Court of Appeals District",,Dori Contreras,DEM,96,50,146
Live Oak,3,East George West,"Chief Justice, 13th Court of Appeals District",,Ernie Aliseda,REP,141,73,214
Live Oak,4,West George West,"Chief Justice, 13th Court of Appeals District",,Dori Contreras,DEM,44,29,73
Live Oak,4,West George West,"Chief Justice, 13th Court of Appeals District",,Ernie Aliseda,REP,268,119,387
Live Oak,5,Oakville,"Chief Justice, 13th Court of Appeals District",,Dori Contreras,DEM,9,8,17
Live Oak,5,Oakville,"Chief Justice, 13th Court of Appeals District",,Ernie Aliseda,REP,85,86,171
Live Oak,6,Ray Point,"Chief Justice, 13th Court of Appeals District",,Dori Contreras,DEM,8,7,15
Live Oak,6,Ray Point,"Chief Justice, 13th Court of Appeals District",,Ernie Aliseda,REP,41,75,116
Live Oak,7,Nell,"Chief Justice, 13th Court of Appeals District",,Dori Contreras,DEM,3,1,4
Live Oak,7,Nell,"Chief Justice, 13th Court of Appeals District",,Ernie Aliseda,REP,13,3,16
Live Oak,8,Whitsett,"Chief Justice, 13th Court of Appeals District",,Dori Contreras,DEM,2,6,8
Live Oak,8,Whitsett,"Chief Justice, 13th Court of Appeals District",,Ernie Aliseda,REP,29,41,70
Live Oak,9,East Three Rivers,"Chief Justice, 13th Court of Appeals District",,Dori Contreras,DEM,41,64,105
Live Oak,9,East Three Rivers,"Chief Justice, 13th Court of Appeals District",,Ernie Aliseda,REP,155,158,313
Live Oak,1,Argenta,"Justice, 13th Court of Appeals District, Place 2",,Greg Perkes,REP,92,111,203
Live Oak,1,Argenta,"Justice, 13th Court of Appeals District, Place 2",,Nora Longoria,DEM,16,15,31
Live Oak,10,West Three Rivers,"Justice, 13th Court of Appeals District, Place 2",,Greg Perkes,REP,116,87,203
Live Oak,10,West Three Rivers,"Justice, 13th Court of Appeals District, Place 2",,Nora Longoria,DEM,12,16,28
Live Oak,11,Simmons,"Justice, 13th Court of Appeals District, Place 2",,Greg Perkes,REP,20,24,44
Live Oak,11,Simmons,"Justice, 13th Court of Appeals District, Place 2",,Nora Longoria,DEM,1,0,1
Live Oak,12,Anna Rose,"Justice, 13th Court of Appeals District, Place 2",,Greg Perkes,REP,45,31,76
Live Oak,12,Anna Rose,"Justice, 13th Court of Appeals District, Place 2",,Nora Longoria,DEM,8,6,14
Live Oak,13,Swinney Switch,"Justice, 13th Court of Appeals District, Place 2",,Greg Perkes,REP,123,150,273
Live Oak,13,Swinney Switch,"Justice, 13th Court of Appeals District, Place 2",,Nora Longoria,DEM,7,28,35
Live Oak,14,South West George West,"Justice, 13th Court of Appeals District, Place 2",,Greg Perkes,REP,317,160,477
Live Oak,14,South West George West,"Justice, 13th Court of Appeals District, Place 2",,Nora Longoria,DEM,49,34,83
Live Oak,2,Lagarto,"Justice, 13th Court of Appeals District, Place 2",,Greg Perkes,REP,158,226,384
Live Oak,2,Lagarto,"Justice, 13th Court of Appeals District, Place 2",,Nora Longoria,DEM,34,45,79
Live Oak,3,East George West,"Justice, 13th Court of Appeals District, Place 2",,Greg Perkes,REP,140,66,206
Live Oak,3,East George West,"Justice, 13th Court of Appeals District, Place 2",,Nora Longoria,DEM,98,57,155
Live Oak,4,West George West,"Justice, 13th Court of Appeals District, Place 2",,Greg Perkes,REP,266,116,382
Live Oak,4,West George West,"Justice, 13th Court of Appeals District, Place 2",,Nora Longoria,DEM,46,34,80
Live Oak,5,Oakville,"Justice, 13th Court of Appeals District, Place 2",,Greg Perkes,REP,85,85,170
Live Oak,5,Oakville,"Justice, 13th Court of Appeals District, Place 2",,Nora Longoria,DEM,9,9,18
Live Oak,6,Ray Point,"Justice, 13th Court of Appeals District, Place 2",,Greg Perkes,REP,41,75,116
Live Oak,6,Ray Point,"Justice, 13th Court of Appeals District, Place 2",,Nora Longoria,DEM,7,7,14
Live Oak,7,Nell,"Justice, 13th Court of Appeals District, Place 2",,Greg Perkes,REP,13,3,16
Live Oak,7,Nell,"Justice, 13th Court of Appeals District, Place 2",,Nora Longoria,DEM,3,1,4
Live Oak,8,Whitsett,"Justice, 13th Court of Appeals District, Place 2",,Greg Perkes,REP,28,42,70
Live Oak,8,Whitsett,"Justice, 13th Court of Appeals District, Place 2",,Nora Longoria,DEM,3,5,8
Live Oak,9,East Three Rivers,"Justice, 13th Court of Appeals District, Place 2",,Greg Perkes,REP,147,146,293
Live Oak,9,East Three Rivers,"Justice, 13th Court of Appeals District, Place 2",,Nora Longoria,DEM,48,76,124
Live Oak,1,Argenta,"District Judge, 36th Judicial District",,Starr Bauer,REP,92,118,210
Live Oak,10,West Three Rivers,"District Judge, 36th Judicial District",,Starr Bauer,REP,120,96,216
Live Oak,11,Simmons,"District Judge, 36th Judicial District",,Starr Bauer,REP,20,24,44
Live Oak,12,Anna Rose,"District Judge, 36th Judicial District",,Starr Bauer,REP,50,31,81
Live Oak,13,Swinney Switch,"District Judge, 36th Judicial District",,Starr Bauer,REP,124,162,286
Live Oak,14,South West George West,"District Judge, 36th Judicial District",,Starr Bauer,REP,330,162,492
Live Oak,2,Lagarto,"District Judge, 36th Judicial District",,Starr Bauer,REP,159,176,335
Live Oak,3,East George West,"District Judge, 36th Judicial District",,Starr Bauer,REP,167,87,254
Live Oak,4,West George West,"District Judge, 36th Judicial District",,Starr Bauer,REP,277,128,405
Live Oak,5,Oakville,"District Judge, 36th Judicial District",,Starr Bauer,REP,86,86,172
Live Oak,6,Ray Point,"District Judge, 36th Judicial District",,Starr Bauer,REP,44,80,124
Live Oak,7,Nell,"District Judge, 36th Judicial District",,Starr Bauer,REP,13,4,17
Live Oak,8,Whitsett,"District Judge, 36th Judicial District",,Starr Bauer,REP,30,46,76
Live Oak,9,East Three Rivers,"District Judge, 36th Judicial District",,Starr Bauer,REP,162,180,342
Live Oak,1,Argenta,Comptroller of Public Accounts,,Ben Sanders,LIB,2,1,3
Live Oak,1,Argenta,Comptroller of Public Accounts,,Glenn Hegar,REP,90,114,204
Live Oak,1,Argenta,Comptroller of Public Accounts,,Joi Chevalier,DEM,16,13,29
Live Oak,10,West Three Rivers,Comptroller of Public Accounts,,Ben Sanders,LIB,2,2,4
Live Oak,10,West Three Rivers,Comptroller of Public Accounts,,Glenn Hegar,REP,118,86,204
Live Oak,10,West Three Rivers,Comptroller of Public Accounts,,Joi Chevalier,DEM,8,15,23
Live Oak,11,Simmons,Comptroller of Public Accounts,,Ben Sanders,LIB,0,0,0
Live Oak,11,Simmons,Comptroller of Public Accounts,,Glenn Hegar,REP,19,24,43
Live Oak,11,Simmons,Comptroller of Public Accounts,,Joi Chevalier,DEM,1,0,1
Live Oak,12,Anna Rose,Comptroller of Public Accounts,,Ben Sanders,LIB,1,1,2
Live Oak,12,Anna Rose,Comptroller of Public Accounts,,Glenn Hegar,REP,51,33,84
Live Oak,12,Anna Rose,Comptroller of Public Accounts,,Joi Chevalier,DEM,2,4,6
Live Oak,13,Swinney Switch,Comptroller of Public Accounts,,Ben Sanders,LIB,1,6,7
Live Oak,13,Swinney Switch,Comptroller of Public Accounts,,Glenn Hegar,REP,122,151,273
Live Oak,13,Swinney Switch,Comptroller of Public Accounts,,Joi Chevalier,DEM,7,20,27
Live Oak,14,South West George West,Comptroller of Public Accounts,,Ben Sanders,LIB,3,5,8
Live Oak,14,South West George West,Comptroller of Public Accounts,,Glenn Hegar,REP,321,159,480
Live Oak,14,South West George West,Comptroller of Public Accounts,,Joi Chevalier,DEM,43,29,72
Live Oak,2,Lagarto,Comptroller of Public Accounts,,Ben Sanders,LIB,5,4,9
Live Oak,2,Lagarto,Comptroller of Public Accounts,,Glenn Hegar,REP,156,221,377
Live Oak,2,Lagarto,Comptroller of Public Accounts,,Joi Chevalier,DEM,32,46,78
Live Oak,3,East George West,Comptroller of Public Accounts,,Ben Sanders,LIB,5,3,8
Live Oak,3,East George West,Comptroller of Public Accounts,,Glenn Hegar,REP,142,75,217
Live Oak,3,East George West,Comptroller of Public Accounts,,Joi Chevalier,DEM,89,43,132
Live Oak,4,West George West,Comptroller of Public Accounts,,Ben Sanders,LIB,5,2,7
Live Oak,4,West George West,Comptroller of Public Accounts,,Glenn Hegar,REP,272,119,391
Live Oak,4,West George West,Comptroller of Public Accounts,,Joi Chevalier,DEM,39,30,69
Live Oak,5,Oakville,Comptroller of Public Accounts,,Ben Sanders,LIB,0,1,1
Live Oak,5,Oakville,Comptroller of Public Accounts,,Glenn Hegar,REP,84,87,171
Live Oak,5,Oakville,Comptroller of Public Accounts,,Joi Chevalier,DEM,9,7,16
Live Oak,6,Ray Point,Comptroller of Public Accounts,,Ben Sanders,LIB,0,1,1
Live Oak,6,Ray Point,Comptroller of Public Accounts,,Glenn Hegar,REP,42,75,117
Live Oak,6,Ray Point,Comptroller of Public Accounts,,Joi Chevalier,DEM,7,5,12
Live Oak,7,Nell,Comptroller of Public Accounts,,Ben Sanders,LIB,0,0,0
Live Oak,7,Nell,Comptroller of Public Accounts,,Glenn Hegar,REP,13,3,16
Live Oak,7,Nell,Comptroller of Public Accounts,,Joi Chevalier,DEM,3,1,4
Live Oak,8,Whitsett,Comptroller of Public Accounts,,Ben Sanders,LIB,1,1,2
Live Oak,8,Whitsett,Comptroller of Public Accounts,,Glenn Hegar,REP,30,43,73
Live Oak,8,Whitsett,Comptroller of Public Accounts,,Joi Chevalier,DEM,1,3,4
Live Oak,9,East Three Rivers,Comptroller of Public Accounts,,Ben Sanders,LIB,6,9,15
Live Oak,9,East Three Rivers,Comptroller of Public Accounts,,Glenn Hegar,REP,156,153,309
Live Oak,9,East Three Rivers,Comptroller of Public Accounts,,Joi Chevalier,DEM,33,60,93
Live Oak,1,Argenta,"Judge, Court of Criminal Appeals Place 8",,Mark Ash,LIB,6,8,14
Live Oak,1,Argenta,"Judge, Court of Criminal Appeals Place 8",,Michelle Slaughter,REP,92,116,208
Live Oak,10,West Three Rivers,"Judge, Court of Criminal Appeals Place 8",,Mark Ash,LIB,5,8,13
Live Oak,10,West Three Rivers,"Judge, Court of Criminal Appeals Place 8",,Michelle Slaughter,REP,119,91,210
Live Oak,11,Simmons,"Judge, Court of Criminal Appeals Place 8",,Mark Ash,LIB,1,0,1
Live Oak,11,Simmons,"Judge, Court of Criminal Appeals Place 8",,Michelle Slaughter,REP,19,24,43
Live Oak,12,Anna Rose,"Judge, Court of Criminal Appeals Place 8",,Mark Ash,LIB,3,2,5
Live Oak,12,Anna Rose,"Judge, Court of Criminal Appeals Place 8",,Michelle Slaughter,REP,51,32,83
Live Oak,13,Swinney Switch,"Judge, Court of Criminal Appeals Place 8",,Mark Ash,LIB,8,15,23
Live Oak,13,Swinney Switch,"Judge, Court of Criminal Appeals Place 8",,Michelle Slaughter,REP,120,155,275
Live Oak,14,South West George West,"Judge, Court of Criminal Appeals Place 8",,Mark Ash,LIB,25,13,38
Live Oak,14,South West George West,"Judge, Court of Criminal Appeals Place 8",,Michelle Slaughter,REP,324,165,489
Live Oak,2,Lagarto,"Judge, Court of Criminal Appeals Place 8",,Mark Ash,LIB,17,20,37
Live Oak,2,Lagarto,"Judge, Court of Criminal Appeals Place 8",,Michelle Slaughter,REP,162,231,393
Live Oak,3,East George West,"Judge, Court of Criminal Appeals Place 8",,Mark Ash,LIB,37,28,65
Live Oak,3,East George West,"Judge, Court of Criminal Appeals Place 8",,Michelle Slaughter,REP,147,75,222
Live Oak,4,West George West,"Judge, Court of Criminal Appeals Place 8",,Mark Ash,LIB,21,18,39
Live Oak,4,West George West,"Judge, Court of Criminal Appeals Place 8",,Michelle Slaughter,REP,279,121,400
Live Oak,5,Oakville,"Judge, Court of Criminal Appeals Place 8",,Mark Ash,LIB,3,4,7
Live Oak,5,Oakville,"Judge, Court of Criminal Appeals Place 8",,Michelle Slaughter,REP,85,89,174
Live Oak,6,Ray Point,"Judge, Court of Criminal Appeals Place 8",,Mark Ash,LIB,3,2,5
Live Oak,6,Ray Point,"Judge, Court of Criminal Appeals Place 8",,Michelle Slaughter,REP,42,78,120
Live Oak,7,Nell,"Judge, Court of Criminal Appeals Place 8",,Mark Ash,LIB,0,0,0
Live Oak,7,Nell,"Judge, Court of Criminal Appeals Place 8",,Michelle Slaughter,REP,13,4,17
Live Oak,8,Whitsett,"Judge, Court of Criminal Appeals Place 8",,Mark Ash,LIB,1,5,6
Live Oak,8,Whitsett,"Judge, Court of Criminal Appeals Place 8",,Michelle Slaughter,REP,29,40,69
Live Oak,9,East Three Rivers,"Judge, Court of Criminal Appeals Place 8",,Mark Ash,LIB,20,23,43
Live Oak,9,East Three Rivers,"Judge, Court of Criminal Appeals Place 8",,Michelle Slaughter,REP,159,177,336
