county,precinct,office,district,party,candidate,votes,early_voting,election_day,absentee,limited,provisional
Leon,11,Commissioner of the General Land Office,,,UNDER VOTES,3,1,2,0,0,0
Leon,12,Commissioner of the General Land Office,,,UNDER VOTES,7,1,6,0,0,0
Leon,13,Commissioner of the General Land Office,,,UNDER VOTES,5,1,3,1,0,0
Leon,14,Commissioner of the General Land Office,,,UNDER VOTES,0,0,0,0,0,0
Leon,14A,Commissioner of the General Land Office,,,UNDER VOTES,0,0,0,0,0,0
Leon,1,Commissioner of Agriculture,,REP,Sid Miller,715,493,160,58,4,0
Leon,1A,Commissioner of Agriculture,,REP,Sid Miller,114,82,28,4,0,0
Leon,2,Commissioner of Agriculture,,REP,Sid Miller,201,82,109,9,1,0
Leon,3,Commissioner of Agriculture,,REP,Sid Miller,308,162,101,45,0,0
Leon,4,Commissioner of Agriculture,,REP,Sid Miller,440,100,286,54,0,0
Leon,5,Commissioner of Agriculture,,REP,Sid Miller,298,133,138,23,4,0
Leon,5A,Commissioner of Agriculture,,REP,Sid Miller,31,16,13,2,0,0
Leon,6,Commissioner of Agriculture,,REP,Sid Miller,692,170,404,110,7,1
Leon,7,Commissioner of Agriculture,,REP,Sid Miller,322,97,199,25,1,0
Leon,8,Commissioner of Agriculture,,REP,Sid Miller,471,160,279,32,0,0
Leon,9,Commissioner of Agriculture,,REP,Sid Miller,168,68,86,13,1,0
Leon,10,Commissioner of Agriculture,,REP,Sid Miller,519,240,251,23,5,0
Leon,11,Commissioner of Agriculture,,REP,Sid Miller,397,160,206,31,0,0
Leon,12,Commissioner of Agriculture,,REP,Sid Miller,338,82,230,25,1,0
Leon,13,Commissioner of Agriculture,,REP,Sid Miller,412,216,143,53,0,0
Leon,14,Commissioner of Agriculture,,REP,Sid Miller,103,61,30,12,0,0
Leon,14A,Commissioner of Agriculture,,REP,Sid Miller,102,56,38,8,0,0
Leon,1,Commissioner of Agriculture,,DEM,Kim Olson,124,79,35,10,0,0
Leon,1A,Commissioner of Agriculture,,DEM,Kim Olson,9,8,0,1,0,0
Leon,2,Commissioner of Agriculture,,DEM,Kim Olson,24,9,10,5,0,0
Leon,3,Commissioner of Agriculture,,DEM,Kim Olson,44,20,19,4,1,0
Leon,4,Commissioner of Agriculture,,DEM,Kim Olson,71,12,51,8,0,0
Leon,5,Commissioner of Agriculture,,DEM,Kim Olson,43,19,23,1,0,0
Leon,5A,Commissioner of Agriculture,,DEM,Kim Olson,1,0,1,0,0,0
Leon,6,Commissioner of Agriculture,,DEM,Kim Olson,69,15,46,8,0,0
Leon,7,Commissioner of Agriculture,,DEM,Kim Olson,30,11,16,3,0,0
Leon,8,Commissioner of Agriculture,,DEM,Kim Olson,87,24,56,6,1,0
Leon,9,Commissioner of Agriculture,,DEM,Kim Olson,22,7,9,4,2,0
Leon,10,Commissioner of Agriculture,,DEM,Kim Olson,47,17,21,8,1,0
Leon,11,Commissioner of Agriculture,,DEM,Kim Olson,77,25,45,7,0,0
Leon,12,Commissioner of Agriculture,,DEM,Kim Olson,114,22,85,7,0,0
Leon,13,Commissioner of Agriculture,,DEM,Kim Olson,36,14,16,6,0,0
Leon,14,Commissioner of Agriculture,,DEM,Kim Olson,23,12,8,3,0,0
Leon,14A,Commissioner of Agriculture,,DEM,Kim Olson,18,6,7,5,0,0
Leon,1,Commissioner of Agriculture,,LIB,Richard Carpenter,5,4,1,0,0,0
Leon,1A,Commissioner of Agriculture,,LIB,Richard Carpenter,5,5,0,0,0,0
Leon,2,Commissioner of Agriculture,,LIB,Richard Carpenter,1,1,0,0,0,0
Leon,3,Commissioner of Agriculture,,LIB,Richard Carpenter,8,5,1,2,0,0
Leon,4,Commissioner of Agriculture,,LIB,Richard Carpenter,3,0,3,0,0,0
Leon,5,Commissioner of Agriculture,,LIB,Richard Carpenter,6,2,4,0,0,0
Leon,5A,Commissioner of Agriculture,,LIB,Richard Carpenter,0,0,0,0,0,0
Leon,6,Commissioner of Agriculture,,LIB,Richard Carpenter,9,2,7,0,0,0
Leon,7,Commissioner of Agriculture,,LIB,Richard Carpenter,2,0,2,0,0,0
Leon,8,Commissioner of Agriculture,,LIB,Richard Carpenter,10,1,8,1,0,0
Leon,9,Commissioner of Agriculture,,LIB,Richard Carpenter,0,0,0,0,0,0
Leon,10,Commissioner of Agriculture,,LIB,Richard Carpenter,8,3,5,0,0,0
Leon,11,Commissioner of Agriculture,,LIB,Richard Carpenter,7,1,6,0,0,0
Leon,12,Commissioner of Agriculture,,LIB,Richard Carpenter,9,1,8,0,0,0
Leon,13,Commissioner of Agriculture,,LIB,Richard Carpenter,3,1,2,0,0,0
Leon,14,Commissioner of Agriculture,,LIB,Richard Carpenter,3,2,0,1,0,0
Leon,14A,Commissioner of Agriculture,,LIB,Richard Carpenter,2,2,0,0,0,0
Leon,1,Commissioner of Agriculture,,,OVER VOTES,0,0,0,0,0,0
Leon,1A,Commissioner of Agriculture,,,OVER VOTES,0,0,0,0,0,0
Leon,2,Commissioner of Agriculture,,,OVER VOTES,0,0,0,0,0,0
Leon,3,Commissioner of Agriculture,,,OVER VOTES,0,0,0,0,0,0
Leon,4,Commissioner of Agriculture,,,OVER VOTES,0,0,0,0,0,0
Leon,5,Commissioner of Agriculture,,,OVER VOTES,0,0,0,0,0,0
Leon,5A,Commissioner of Agriculture,,,OVER VOTES,0,0,0,0,0,0
Leon,6,Commissioner of Agriculture,,,OVER VOTES,0,0,0,0,0,0
Leon,7,Commissioner of Agriculture,,,OVER VOTES,0,0,0,0,0,0
Leon,8,Commissioner of Agriculture,,,OVER VOTES,0,0,0,0,0,0
Leon,9,Commissioner of Agriculture,,,OVER VOTES,0,0,0,0,0,0
Leon,10,Commissioner of Agriculture,,,OVER VOTES,0,0,0,0,0,0
Leon,11,Commissioner of Agriculture,,,OVER VOTES,0,0,0,0,0,0
Leon,12,Commissioner of Agriculture,,,OVER VOTES,0,0,0,0,0,0
Leon,13,Commissioner of Agriculture,,,OVER VOTES,0,0,0,0,0,0
Leon,14,Commissioner of Agriculture,,,OVER VOTES,0,0,0,0,0,0
Leon,14A,Commissioner of Agriculture,,,OVER VOTES,0,0,0,0,0,0
Leon,1,Commissioner of Agriculture,,,UNDER VOTES,6,4,2,0,0,0
Leon,1A,Commissioner of Agriculture,,,UNDER VOTES,0,0,0,0,0,0
Leon,2,Commissioner of Agriculture,,,UNDER VOTES,2,1,1,0,0,0
Leon,3,Commissioner of Agriculture,,,UNDER VOTES,2,0,1,1,0,0
Leon,4,Commissioner of Agriculture,,,UNDER VOTES,7,0,6,1,0,0
Leon,5,Commissioner of Agriculture,,,UNDER VOTES,3,0,3,0,0,0
Leon,5A,Commissioner of Agriculture,,,UNDER VOTES,0,0,0,0,0,0
Leon,6,Commissioner of Agriculture,,,UNDER VOTES,8,1,7,0,0,0
Leon,7,Commissioner of Agriculture,,,UNDER VOTES,10,3,6,1,0,0
Leon,8,Commissioner of Agriculture,,,UNDER VOTES,6,0,6,0,0,0
Leon,9,Commissioner of Agriculture,,,UNDER VOTES,1,1,0,0,0,0
Leon,10,Commissioner of Agriculture,,,UNDER VOTES,1,1,0,0,0,0
Leon,11,Commissioner of Agriculture,,,UNDER VOTES,2,0,2,0,0,0
Leon,12,Commissioner of Agriculture,,,UNDER VOTES,2,0,2,0,0,0
Leon,13,Commissioner of Agriculture,,,UNDER VOTES,4,2,2,0,0,0
Leon,14,Commissioner of Agriculture,,,UNDER VOTES,0,0,0,0,0,0
Leon,14A,Commissioner of Agriculture,,,UNDER VOTES,0,0,0,0,0,0
Leon,1,Railroad Commissioner,,REP,Christi Craddick,709,491,157,57,4,0
Leon,1A,Railroad Commissioner,,REP,Christi Craddick,112,82,26,4,0,0
Leon,2,Railroad Commissioner,,REP,Christi Craddick,200,82,109,8,1,0
Leon,3,Railroad Commissioner,,REP,Christi Craddick,314,166,100,48,0,0
Leon,4,Railroad Commissioner,,REP,Christi Craddick,442,102,286,54,0,0
Leon,5,Railroad Commissioner,,REP,Christi Craddick,298,132,138,24,4,0
Leon,5A,Railroad Commissioner,,REP,Christi Craddick,31,16,13,2,0,0
Leon,6,Railroad Commissioner,,REP,Christi Craddick,699,172,409,110,7,1
Leon,7,Railroad Commissioner,,REP,Christi Craddick,326,100,199,26,1,0
Leon,8,Railroad Commissioner,,REP,Christi Craddick,477,163,282,32,0,0
Leon,9,Railroad Commissioner,,REP,Christi Craddick,170,68,87,14,1,0
Leon,10,Railroad Commissioner,,REP,Christi Craddick,525,239,255,25,6,0
Leon,11,Railroad Commissioner,,REP,Christi Craddick,399,163,204,32,0,0
Leon,12,Railroad Commissioner,,REP,Christi Craddick,343,82,235,25,1,0
Leon,13,Railroad Commissioner,,REP,Christi Craddick,416,216,146,54,0,0
Leon,14,Railroad Commissioner,,REP,Christi Craddick,108,63,32,13,0,0
Leon,14A,Railroad Commissioner,,REP,Christi Craddick,102,56,38,8,0,0
Leon,1,Railroad Commissioner,,DEM,Roman McAllen,113,73,30,10,0,0
Leon,1A,Railroad Commissioner,,DEM,Roman McAllen,10,8,1,1,0,0
Leon,2,Railroad Commissioner,,DEM,Roman McAllen,22,8,9,5,0,0
Leon,3,Railroad Commissioner,,DEM,Roman McAllen,42,17,21,3,1,0
Leon,4,Railroad Commissioner,,DEM,Roman McAllen,66,10,48,8,0,0
Leon,5,Railroad Commissioner,,DEM,Roman McAllen,42,17,25,0,0,0
Leon,5A,Railroad Commissioner,,DEM,Roman McAllen,1,0,1,0,0,0
Leon,6,Railroad Commissioner,,DEM,Roman McAllen,61,14,40,7,0,0
Leon,7,Railroad Commissioner,,DEM,Roman McAllen,24,8,14,2,0,0
Leon,8,Railroad Commissioner,,DEM,Roman McAllen,77,21,49,6,1,0
Leon,9,Railroad Commissioner,,DEM,Roman McAllen,19,6,8,3,2,0
Leon,10,Railroad Commissioner,,DEM,Roman McAllen,42,18,18,6,0,0
Leon,11,Railroad Commissioner,,DEM,Roman McAllen,72,22,44,6,0,0
Leon,12,Railroad Commissioner,,DEM,Roman McAllen,108,20,81,7,0,0
Leon,13,Railroad Commissioner,,DEM,Roman McAllen,29,12,12,5,0,0
Leon,14,Railroad Commissioner,,DEM,Roman McAllen,19,11,6,2,0,0
Leon,14A,Railroad Commissioner,,DEM,Roman McAllen,18,6,7,5,0,0
Leon,1,Railroad Commissioner,,LIB,Mike Wright,16,10,5,1,0,0
Leon,1A,Railroad Commissioner,,LIB,Mike Wright,5,5,0,0,0,0
Leon,2,Railroad Commissioner,,LIB,Mike Wright,2,1,1,0,0,0
Leon,3,Railroad Commissioner,,LIB,Mike Wright,6,4,1,1,0,0
Leon,4,Railroad Commissioner,,LIB,Mike Wright,5,0,5,0,0,0
Leon,5,Railroad Commissioner,,LIB,Mike Wright,8,5,3,0,0,0
Leon,5A,Railroad Commissioner,,LIB,Mike Wright,0,0,0,0,0,0
Leon,6,Railroad Commissioner,,LIB,Mike Wright,11,1,9,1,0,0
Leon,7,Railroad Commissioner,,LIB,Mike Wright,4,0,4,0,0,0
Leon,8,Railroad Commissioner,,LIB,Mike Wright,13,1,11,1,0,0
Leon,9,Railroad Commissioner,,LIB,Mike Wright,1,1,0,0,0,0
Leon,10,Railroad Commissioner,,LIB,Mike Wright,6,2,4,0,0,0
Leon,11,Railroad Commissioner,,LIB,Mike Wright,9,1,8,0,0,0
Leon,12,Railroad Commissioner,,LIB,Mike Wright,8,2,6,0,0,0
Leon,13,Railroad Commissioner,,LIB,Mike Wright,6,3,3,0,0,0
Leon,14,Railroad Commissioner,,LIB,Mike Wright,2,1,0,1,0,0
Leon,14A,Railroad Commissioner,,LIB,Mike Wright,2,2,0,0,0,0
Leon,1,Railroad Commissioner,,,OVER VOTES,0,0,0,0,0,0
Leon,1A,Railroad Commissioner,,,OVER VOTES,0,0,0,0,0,0
Leon,2,Railroad Commissioner,,,OVER VOTES,0,0,0,0,0,0
Leon,3,Railroad Commissioner,,,OVER VOTES,0,0,0,0,0,0
Leon,4,Railroad Commissioner,,,OVER VOTES,0,0,0,0,0,0
Leon,5,Railroad Commissioner,,,OVER VOTES,0,0,0,0,0,0
Leon,5A,Railroad Commissioner,,,OVER VOTES,0,0,0,0,0,0
Leon,6,Railroad Commissioner,,,OVER VOTES,0,0,0,0,0,0
Leon,7,Railroad Commissioner,,,OVER VOTES,0,0,0,0,0,0
Leon,8,Railroad Commissioner,,,OVER VOTES,0,0,0,0,0,0
Leon,9,Railroad Commissioner,,,OVER VOTES,0,0,0,0,0,0
Leon,10,Railroad Commissioner,,,OVER VOTES,0,0,0,0,0,0
Leon,11,Railroad Commissioner,,,OVER VOTES,0,0,0,0,0,0
Leon,12,Railroad Commissioner,,,OVER VOTES,0,0,0,0,0,0
Leon,13,Railroad Commissioner,,,OVER VOTES,0,0,0,0,0,0
Leon,14,Railroad Commissioner,,,OVER VOTES,0,0,0,0,0,0
Leon,14A,Railroad Commissioner,,,OVER VOTES,0,0,0,0,0,0
Leon,1,Railroad Commissioner,,,UNDER VOTES,12,6,6,0,0,0
Leon,1A,Railroad Commissioner,,,UNDER VOTES,1,0,1,0,0,0
Leon,2,Railroad Commissioner,,,UNDER VOTES,4,2,1,1,0,0
Leon,3,Railroad Commissioner,,,UNDER VOTES,0,0,0,0,0,0
Leon,4,Railroad Commissioner,,,UNDER VOTES,8,0,7,1,0,0
Leon,5,Railroad Commissioner,,,UNDER VOTES,2,0,2,0,0,0
Leon,5A,Railroad Commissioner,,,UNDER VOTES,0,0,0,0,0,0
Leon,6,Railroad Commissioner,,,UNDER VOTES,7,1,6,0,0,0
Leon,7,Railroad Commissioner,,,UNDER VOTES,10,3,6,1,0,0
Leon,8,Railroad Commissioner,,,UNDER VOTES,7,0,7,0,0,0
Leon,9,Railroad Commissioner,,,UNDER VOTES,1,1,0,0,0,0
Leon,10,Railroad Commissioner,,,UNDER VOTES,2,2,0,0,0,0
Leon,11,Railroad Commissioner,,,UNDER VOTES,3,0,3,0,0,0
Leon,12,Railroad Commissioner,,,UNDER VOTES,4,1,3,0,0,0
Leon,13,Railroad Commissioner,,,UNDER VOTES,4,2,2,0,0,0
Leon,14,Railroad Commissioner,,,UNDER VOTES,0,0,0,0,0,0
Leon,14A,Railroad Commissioner,,,UNDER VOTES,0,0,0,0,0,0
Leon,1,"Justice, Supreme Court, Place 2",,REP,Jimmy Blacklock,713,494,158,57,4,0
Leon,1A,"Justice, Supreme Court, Place 2",,REP,Jimmy Blacklock,115,85,26,4,0,0
Leon,2,"Justice, Supreme Court, Place 2",,REP,Jimmy Blacklock,200,83,108,8,1,0
Leon,3,"Justice, Supreme Court, Place 2",,REP,Jimmy Blacklock,310,163,100,47,0,0
Leon,4,"Justice, Supreme Court, Place 2",,REP,Jimmy Blacklock,443,101,288,54,0,0
Leon,5,"Justice, Supreme Court, Place 2",,REP,Jimmy Blacklock,300,134,139,23,4,0
Leon,5A,"Justice, Supreme Court, Place 2",,REP,Jimmy Blacklock,30,16,12,2,0,0
Leon,6,"Justice, Supreme Court, Place 2",,REP,Jimmy Blacklock,703,173,411,111,7,1
Leon,7,"Justice, Supreme Court, Place 2",,REP,Jimmy Blacklock,321,96,198,26,1,0
Leon,8,"Justice, Supreme Court, Place 2",,REP,Jimmy Blacklock,480,162,286,32,0,0
Leon,9,"Justice, Supreme Court, Place 2",,REP,Jimmy Blacklock,171,68,88,14,1,0
Leon,10,"Justice, Supreme Court, Place 2",,REP,Jimmy Blacklock,527,240,257,25,5,0
Leon,11,"Justice, Supreme Court, Place 2",,REP,Jimmy Blacklock,402,162,209,31,0,0
Leon,12,"Justice, Supreme Court, Place 2",,REP,Jimmy Blacklock,345,83,236,25,1,0
Leon,13,"Justice, Supreme Court, Place 2",,REP,Jimmy Blacklock,415,219,145,51,0,0
Leon,14,"Justice, Supreme Court, Place 2",,REP,Jimmy Blacklock,108,64,31,13,0,0
Leon,14A,"Justice, Supreme Court, Place 2",,REP,Jimmy Blacklock,104,58,38,8,0,0
Leon,1,"Justice, Supreme Court, Place 2",,DEM,Steven Kirkland,126,80,35,11,0,0
Leon,1A,"Justice, Supreme Court, Place 2",,DEM,Steven Kirkland,12,10,1,1,0,0
Leon,2,"Justice, Supreme Court, Place 2",,DEM,Steven Kirkland,23,8,10,5,0,0
Leon,3,"Justice, Supreme Court, Place 2",,DEM,Steven Kirkland,50,22,22,5,1,0
Leon,4,"Justice, Supreme Court, Place 2",,DEM,Steven Kirkland,71,11,52,8,0,0
Leon,5,"Justice, Supreme Court, Place 2",,DEM,Steven Kirkland,48,20,27,1,0,0
Leon,5A,"Justice, Supreme Court, Place 2",,DEM,Steven Kirkland,2,0,2,0,0,0
Leon,6,"Justice, Supreme Court, Place 2",,DEM,Steven Kirkland,67,14,46,7,0,0
Leon,7,"Justice, Supreme Court, Place 2",,DEM,Steven Kirkland,30,11,17,2,0,0
Leon,8,"Justice, Supreme Court, Place 2",,DEM,Steven Kirkland,82,22,53,6,1,0
Leon,9,"Justice, Supreme Court, Place 2",,DEM,Steven Kirkland,17,7,6,2,2,0
Leon,10,"Justice, Supreme Court, Place 2",,DEM,Steven Kirkland,45,19,19,6,1,0
Leon,11,"Justice, Supreme Court, Place 2",,DEM,Steven Kirkland,77,23,47,7,0,0
Leon,12,"Justice, Supreme Court, Place 2",,DEM,Steven Kirkland,113,22,84,7,0,0
Leon,13,"Justice, Supreme Court, Place 2",,DEM,Steven Kirkland,32,12,14,6,0,0
Leon,14,"Justice, Supreme Court, Place 2",,DEM,Steven Kirkland,21,11,7,3,0,0
Leon,14A,"Justice, Supreme Court, Place 2",,DEM,Steven Kirkland,18,6,7,5,0,0
Leon,1,"Justice, Supreme Court, Place 2",,,OVER VOTES,0,0,0,0,0,0
Leon,1A,"Justice, Supreme Court, Place 2",,,OVER VOTES,0,0,0,0,0,0
Leon,2,"Justice, Supreme Court, Place 2",,,OVER VOTES,0,0,0,0,0,0
Leon,3,"Justice, Supreme Court, Place 2",,,OVER VOTES,0,0,0,0,0,0
Leon,4,"Justice, Supreme Court, Place 2",,,OVER VOTES,0,0,0,0,0,0
Leon,5,"Justice, Supreme Court, Place 2",,,OVER VOTES,0,0,0,0,0,0
Leon,5A,"Justice, Supreme Court, Place 2",,,OVER VOTES,0,0,0,0,0,0
Leon,6,"Justice, Supreme Court, Place 2",,,OVER VOTES,0,0,0,0,0,0
Leon,7,"Justice, Supreme Court, Place 2",,,OVER VOTES,0,0,0,0,0,0
Leon,8,"Justice, Supreme Court, Place 2",,,OVER VOTES,0,0,0,0,0,0
Leon,9,"Justice, Supreme Court, Place 2",,,OVER VOTES,0,0,0,0,0,0
Leon,10,"Justice, Supreme Court, Place 2",,,OVER VOTES,0,0,0,0,0,0
Leon,11,"Justice, Supreme Court, Place 2",,,OVER VOTES,0,0,0,0,0,0
Leon,12,"Justice, Supreme Court, Place 2",,,OVER VOTES,0,0,0,0,0,0
Leon,13,"Justice, Supreme Court, Place 2",,,OVER VOTES,0,0,0,0,0,0
Leon,14,"Justice, Supreme Court, Place 2",,,OVER VOTES,0,0,0,0,0,0
Leon,14A,"Justice, Supreme Court, Place 2",,,OVER VOTES,0,0,0,0,0,0
Leon,1,"Justice, Supreme Court, Place 2",,,UNDER VOTES,11,6,5,0,0,0
Leon,1A,"Justice, Supreme Court, Place 2",,,UNDER VOTES,1,0,1,0,0,0
Leon,2,"Justice, Supreme Court, Place 2",,,UNDER VOTES,5,2,2,1,0,0
Leon,3,"Justice, Supreme Court, Place 2",,,UNDER VOTES,2,2,0,0,0,0
Leon,4,"Justice, Supreme Court, Place 2",,,UNDER VOTES,7,0,6,1,0,0
Leon,5,"Justice, Supreme Court, Place 2",,,UNDER VOTES,2,0,2,0,0,0
Leon,5A,"Justice, Supreme Court, Place 2",,,UNDER VOTES,0,0,0,0,0,0
Leon,6,"Justice, Supreme Court, Place 2",,,UNDER VOTES,8,1,7,0,0,0
Leon,7,"Justice, Supreme Court, Place 2",,,UNDER VOTES,13,4,8,1,0,0
Leon,8,"Justice, Supreme Court, Place 2",,,UNDER VOTES,12,1,10,1,0,0
Leon,9,"Justice, Supreme Court, Place 2",,,UNDER VOTES,3,1,1,1,0,0
Leon,10,"Justice, Supreme Court, Place 2",,,UNDER VOTES,3,2,1,0,0,0
Leon,11,"Justice, Supreme Court, Place 2",,,UNDER VOTES,4,1,3,0,0,0
Leon,12,"Justice, Supreme Court, Place 2",,,UNDER VOTES,5,0,5,0,0,0
Leon,13,"Justice, Supreme Court, Place 2",,,UNDER VOTES,8,2,4,2,0,0
Leon,14,"Justice, Supreme Court, Place 2",,,UNDER VOTES,0,0,0,0,0,0
Leon,14A,"Justice, Supreme Court, Place 2",,,UNDER VOTES,0,0,0,0,0,0
Leon,1,"Justice, Supreme Court, Place 4",,REP,John Devine,717,495,161,57,4,0
Leon,1A,"Justice, Supreme Court, Place 4",,REP,John Devine,116,86,26,4,0,0
Leon,2,"Justice, Supreme Court, Place 4",,REP,John Devine,199,82,108,8,1,0
Leon,3,"Justice, Supreme Court, Place 4",,REP,John Devine,315,165,103,47,0,0
Leon,4,"Justice, Supreme Court, Place 4",,REP,John Devine,444,101,289,54,0,0
Leon,5,"Justice, Supreme Court, Place 4",,REP,John Devine,301,135,139,23,4,0
Leon,5A,"Justice, Supreme Court, Place 4",,REP,John Devine,30,16,12,2,0,0
Leon,6,"Justice, Supreme Court, Place 4",,REP,John Devine,703,173,412,110,7,1
Leon,7,"Justice, Supreme Court, Place 4",,REP,John Devine,323,96,200,26,1,0
Leon,8,"Justice, Supreme Court, Place 4",,REP,John Devine,480,162,285,32,1,0
Leon,9,"Justice, Supreme Court, Place 4",,REP,John Devine,169,68,86,14,1,0
Leon,10,"Justice, Supreme Court, Place 4",,REP,John Devine,529,241,258,25,5,0
Leon,11,"Justice, Supreme Court, Place 4",,REP,John Devine,404,164,208,32,0,0
Leon,12,"Justice, Supreme Court, Place 4",,REP,John Devine,346,84,236,25,1,0
Leon,13,"Justice, Supreme Court, Place 4",,REP,John Devine,416,219,145,52,0,0
Leon,14,"Justice, Supreme Court, Place 4",,REP,John Devine,110,65,31,14,0,0
Leon,14A,"Justice, Supreme Court, Place 4",,REP,John Devine,104,58,38,8,0,0
Leon,1,"Justice, Supreme Court, Place 4",,DEM,R.K. Sandill,120,78,31,11,0,0
Leon,1A,"Justice, Supreme Court, Place 4",,DEM,R.K. Sandill,11,9,1,1,0,0
Leon,2,"Justice, Supreme Court, Place 4",,DEM,R.K. Sandill,24,9,10,5,0,0
Leon,3,"Justice, Supreme Court, Place 4",,DEM,R.K. Sandill,44,19,19,5,1,0
Leon,4,"Justice, Supreme Court, Place 4",,DEM,R.K. Sandill,69,11,50,8,0,0
Leon,5,"Justice, Supreme Court, Place 4",,DEM,R.K. Sandill,46,19,26,1,0,0
Leon,5A,"Justice, Supreme Court, Place 4",,DEM,R.K. Sandill,2,0,2,0,0,0
Leon,6,"Justice, Supreme Court, Place 4",,DEM,R.K. Sandill,66,14,45,7,0,0
Leon,7,"Justice, Supreme Court, Place 4",,DEM,R.K. Sandill,28,11,15,2,0,0
Leon,8,"Justice, Supreme Court, Place 4",,DEM,R.K. Sandill,83,22,55,6,0,0
Leon,9,"Justice, Supreme Court, Place 4",,DEM,R.K. Sandill,20,7,9,2,2,0
Leon,10,"Justice, Supreme Court, Place 4",,DEM,R.K. Sandill,43,18,18,6,1,0
Leon,11,"Justice, Supreme Court, Place 4",,DEM,R.K. Sandill,75,21,48,6,0,0
Leon,12,"Justice, Supreme Court, Place 4",,DEM,R.K. Sandill,112,21,84,7,0,0
Leon,13,"Justice, Supreme Court, Place 4",,DEM,R.K. Sandill,30,12,13,5,0,0
Leon,14,"Justice, Supreme Court, Place 4",,DEM,R.K. Sandill,19,10,7,2,0,0
Leon,14A,"Justice, Supreme Court, Place 4",,DEM,R.K. Sandill,18,6,7,5,0,0
Leon,1,"Justice, Supreme Court, Place 4",,,OVER VOTES,0,0,0,0,0,0
Leon,1A,"Justice, Supreme Court, Place 4",,,OVER VOTES,0,0,0,0,0,0
Leon,2,"Justice, Supreme Court, Place 4",,,OVER VOTES,0,0,0,0,0,0
Leon,3,"Justice, Supreme Court, Place 4",,,OVER VOTES,0,0,0,0,0,0
Leon,4,"Justice, Supreme Court, Place 4",,,OVER VOTES,0,0,0,0,0,0
Leon,5,"Justice, Supreme Court, Place 4",,,OVER VOTES,0,0,0,0,0,0
Leon,5A,"Justice, Supreme Court, Place 4",,,OVER VOTES,0,0,0,0,0,0
Leon,6,"Justice, Supreme Court, Place 4",,,OVER VOTES,0,0,0,0,0,0
Leon,7,"Justice, Supreme Court, Place 4",,,OVER VOTES,0,0,0,0,0,0
Leon,8,"Justice, Supreme Court, Place 4",,,OVER VOTES,0,0,0,0,0,0
Leon,9,"Justice, Supreme Court, Place 4",,,OVER VOTES,0,0,0,0,0,0
Leon,10,"Justice, Supreme Court, Place 4",,,OVER VOTES,0,0,0,0,0,0
Leon,11,"Justice, Supreme Court, Place 4",,,OVER VOTES,0,0,0,0,0,0
Leon,12,"Justice, Supreme Court, Place 4",,,OVER VOTES,0,0,0,0,0,0
Leon,13,"Justice, Supreme Court, Place 4",,,OVER VOTES,0,0,0,0,0,0
Leon,14,"Justice, Supreme Court, Place 4",,,OVER VOTES,0,0,0,0,0,0
Leon,14A,"Justice, Supreme Court, Place 4",,,OVER VOTES,0,0,0,0,0,0
Leon,1,"Justice, Supreme Court, Place 4",,,UNDER VOTES,13,7,6,0,0,0
Leon,1A,"Justice, Supreme Court, Place 4",,,UNDER VOTES,1,0,1,0,0,0
Leon,2,"Justice, Supreme Court, Place 4",,,UNDER VOTES,5,2,2,1,0,0
Leon,3,"Justice, Supreme Court, Place 4",,,UNDER VOTES,3,3,0,0,0,0
Leon,4,"Justice, Supreme Court, Place 4",,,UNDER VOTES,8,0,7,1,0,0
Leon,5,"Justice, Supreme Court, Place 4",,,UNDER VOTES,3,0,3,0,0,0
Leon,5A,"Justice, Supreme Court, Place 4",,,UNDER VOTES,0,0,0,0,0,0
Leon,6,"Justice, Supreme Court, Place 4",,,UNDER VOTES,9,1,7,1,0,0
Leon,7,"Justice, Supreme Court, Place 4",,,UNDER VOTES,13,4,8,1,0,0
Leon,8,"Justice, Supreme Court, Place 4",,,UNDER VOTES,11,1,9,1,0,0
Leon,9,"Justice, Supreme Court, Place 4",,,UNDER VOTES,2,1,0,1,0,0
Leon,10,"Justice, Supreme Court, Place 4",,,UNDER VOTES,3,2,1,0,0,0
Leon,11,"Justice, Supreme Court, Place 4",,,UNDER VOTES,4,1,3,0,0,0
Leon,12,"Justice, Supreme Court, Place 4",,,UNDER VOTES,5,0,5,0,0,0
Leon,13,"Justice, Supreme Court, Place 4",,,UNDER VOTES,9,2,5,2,0,0
Leon,14,"Justice, Supreme Court, Place 4",,,UNDER VOTES,0,0,0,0,0,0
Leon,14A,"Justice, Supreme Court, Place 4",,,UNDER VOTES,0,0,0,0,0,0
Leon,1,"Justice, Supreme Court, Place 6",,REP,Jeff Brown,716,495,159,58,4,0
Leon,1A,"Justice, Supreme Court, Place 6",,REP,Jeff Brown,117,86,27,4,0,0
Leon,2,"Justice, Supreme Court, Place 6",,REP,Jeff Brown,201,83,109,8,1,0
Leon,3,"Justice, Supreme Court, Place 6",,REP,Jeff Brown,313,166,101,46,0,0
Leon,4,"Justice, Supreme Court, Place 6",,REP,Jeff Brown,443,101,288,54,0,0
Leon,5,"Justice, Supreme Court, Place 6",,REP,Jeff Brown,300,134,138,24,4,0
Leon,5A,"Justice, Supreme Court, Place 6",,REP,Jeff Brown,30,16,12,2,0,0
Leon,6,"Justice, Supreme Court, Place 6",,REP,Jeff Brown,700,173,409,110,7,1
Leon,7,"Justice, Supreme Court, Place 6",,REP,Jeff Brown,322,97,198,26,1,0
