county,precinct,office,district,candidate,party,votes,mail,early_voting,election_day,provisional
Cameron,37,Straight Party,,,GRN,9,0,4,6,0
Cameron,38,Straight Party,,,GRN,1,0,0,1,0
Cameron,39,Straight Party,,,GRN,5,0,1,4,0
Cameron,40,Straight Party,,,GRN,3,0,2,1,0
Cameron,41,Straight Party,,,GRN,6,0,3,3,0
Cameron,42,Straight Party,,,GRN,1,0,0,1,0
Cameron,43,Straight Party,,,GRN,2,0,1,1,0
Cameron,44,Straight Party,,,GRN,4,0,2,2,0
Cameron,45,Straight Party,,,GRN,11,0,4,7,0
Cameron,46,Straight Party,,,GRN,8,0,2,6,0
Cameron,47,Straight Party,,,GRN,0,0,0,0,0
Cameron,48,Straight Party,,,GRN,1,0,1,0,0
Cameron,49,Straight Party,,,GRN,3,0,1,2,0
Cameron,50,Straight Party,,,GRN,4,0,3,1,0
Cameron,51,Straight Party,,,GRN,0,0,0,0,0
Cameron,52,Straight Party,,,GRN,3,0,0,3,0
Cameron,53,Straight Party,,,GRN,5,0,5,0,0
Cameron,54,Straight Party,,,GRN,13,0,5,8,0
Cameron,55,Straight Party,,,GRN,7,0,5,2,0
Cameron,56,Straight Party,,,GRN,3,0,1,2,0
Cameron,57,Straight Party,,,GRN,0,0,0,0,0
Cameron,58,Straight Party,,,GRN,5,0,4,1,0
Cameron,59,Straight Party,,,GRN,1,0,0,1,0
Cameron,60,Straight Party,,,GRN,2,0,2,0,0
Cameron,61,Straight Party,,,GRN,3,0,3,0,0
Cameron,62,Straight Party,,,GRN,5,0,3,2,0
Cameron,63,Straight Party,,,GRN,3,0,3,0,0
Cameron,64,Straight Party,,,GRN,4,0,2,2,0
Cameron,65,Straight Party,,,GRN,4,0,3,1,0
Cameron,66,Straight Party,,,GRN,3,0,2,1,0
Cameron,67,Straight Party,,,GRN,7,0,5,2,0
Cameron,68,Straight Party,,,GRN,11,0,6,5,0
Cameron,69,Straight Party,,,GRN,7,0,2,5,0
Cameron,70,Straight Party,,,GRN,4,0,3,1,0
Cameron,71,Straight Party,,,GRN,11,0,6,5,0
Cameron,72,Straight Party,,,GRN,10,2,6,2,0
Cameron,73,Straight Party,,,GRN,15,0,14,1,0
Cameron,74,Straight Party,,,GRN,3,0,2,1,0
Cameron,75,Straight Party,,,GRN,15,0,8,7,0
Cameron,76,Straight Party,,,GRN,3,0,1,2,0
Cameron,77,Straight Party,,,GRN,9,0,6,3,0
Cameron,78,Straight Party,,,GRN,7,0,3,4,0
Cameron,79,Straight Party,,,GRN,9,0,5,4,0
Cameron,80,Straight Party,,,GRN,2,0,2,0,0
Cameron,81,Straight Party,,,GRN,1,0,1,0,0
Cameron,82,Straight Party,,,GRN,1,0,1,0,0
Cameron,83,Straight Party,,,GRN,2,0,1,1,0
Cameron,84,Straight Party,,,GRN,6,0,1,5,0
Cameron,85,Straight Party,,,GRN,0,0,0,0,0
Cameron,86,Straight Party,,,GRN,3,0,3,0,0
Cameron,87,Straight Party,,,GRN,3,0,1,2,0
Cameron,95,Straight Party,,,GRN,2,0,2,0,0
Cameron,96,Straight Party,,,GRN,4,0,3,1,0
Cameron,97,Straight Party,,,GRN,0,0,0,0,0
Cameron,98,Straight Party,,,GRN,21,0,14,7,0
Cameron,99,Straight Party,,,GRN,0,0,0,0,0
Cameron,100,Straight Party,,,GRN,13,1,8,4,0
Cameron,101,Straight Party,,,GRN,3,0,3,0,0
Cameron,102,Straight Party,,,GRN,3,0,3,0,0
Cameron,103,Straight Party,,,GRN,0,0,0,0,0
Cameron,104,Straight Party,,,GRN,0,0,0,0,0
Cameron,105,Straight Party,,,GRN,0,0,0,0,0
Cameron,106,Straight Party,,,GRN,6,0,6,0,0
Cameron,107,Straight Party,,,GRN,1,0,1,0,0
Cameron,108,Straight Party,,,GRN,0,0,0,0,0
Cameron,109,Straight Party,,,GRN,0,0,0,0,0
Cameron,1A,Straight Party,,,GRN,1,0,1,0,0
Cameron,2A,Straight Party,,,GRN,0,0,0,0,0
Cameron,3A,Straight Party,,,GRN,0,0,0,0,0
Cameron,4A,Straight Party,,,GRN,4,0,1,3,0
Cameron,14A,Straight Party,,,GRN,4,0,3,1,0
Cameron,16A,Straight Party,,,GRN,0,0,0,0,0
Cameron,17A,Straight Party,,,GRN,9,0,3,6,0
Cameron,18A,Straight Party,,,GRN,0,0,0,0,0
Cameron,20A,Straight Party,,,GRN,0,0,0,0,0
Cameron,22A,Straight Party,,,GRN,0,0,0,0,0
Cameron,23A,Straight Party,,,GRN,0,0,0,0,0
Cameron,24A,Straight Party,,,GRN,2,0,1,1,0
Cameron,25A,Straight Party,,,GRN,0,0,0,0,0
Cameron,26A,Straight Party,,,GRN,6,1,3,2,0
Cameron,27A,Straight Party,,,GRN,0,0,0,0,0
Cameron,28A,Straight Party,,,GRN,0,0,0,0,0
Cameron,29A,Straight Party,,,GRN,1,0,1,0,0
Cameron,34A,Straight Party,,,GRN,0,0,0,0,0
Cameron,40A,Straight Party,,,GRN,0,0,0,0,0
Cameron,43A,Straight Party,,,GRN,0,0,0,0,0
Cameron,44A,Straight Party,,,GRN,0,0,0,0,0
Cameron,50A,Straight Party,,,GRN,4,0,2,2,0
Cameron,51A,Straight Party,,,GRN,6,0,2,4,0
Cameron,52A,Straight Party,,,GRN,0,0,0,0,0
Cameron,53A,Straight Party,,,GRN,5,0,2,3,0
Cameron,55A,Straight Party,,,GRN,0,0,0,0,0
Cameron,57A,Straight Party,,,GRN,0,0,0,0,0
Cameron,58A,Straight Party,,,GRN,7,0,5,2,0
Cameron,59A,Straight Party,,,GRN,3,0,0,3,0
Cameron,64A,Straight Party,,,GRN,0,0,0,0,0
Cameron,65A,Straight Party,,,GRN,7,1,3,3,0
Cameron,66A,Straight Party,,,GRN,5,0,3,2,0
Cameron,67A,Straight Party,,,GRN,0,0,0,0,0
Cameron,74A,Straight Party,,,GRN,18,0,7,11,0
Cameron,78A,Straight Party,,,GRN,0,0,0,0,0
Cameron,80A,Straight Party,,,GRN,2,0,2,0,0
Cameron,81A,Straight Party,,,GRN,2,0,0,2,0
Cameron,82A,Straight Party,,,GRN,3,0,1,2,0
Cameron,83A,Straight Party,,,GRN,0,0,0,0,0
Cameron,84A,Straight Party,,,GRN,0,0,0,0,0
Cameron,85A,Straight Party,,,GRN,0,0,0,0,0
Cameron,87A,Straight Party,,,GRN,0,0,0,0,0
Cameron,95A,Straight Party,,,GRN,0,0,0,0,0
Cameron,99A,Straight Party,,,GRN,0,0,0,0,0
Cameron,102A,Straight Party,,,GRN,0,0,0,0,0
Cameron,Total,Straight Party,,,GRN,479,6,264,210,0
Cameron,1,Straight Party,,Total,,318,12,227,79,0
Cameron,2,Straight Party,,Total,,2,0,2,0,0
Cameron,3,Straight Party,,Total,,534,12,364,158,0
Cameron,4,Straight Party,,Total,,466,36,314,116,0
Cameron,5,Straight Party,,Total,,161,5,90,66,0
Cameron,6,Straight Party,,Total,,342,14,201,127,0
Cameron,7,Straight Party,,Total,,142,6,95,41,0
Cameron,8,Straight Party,,Total,,169,7,99,63,0
Cameron,9,Straight Party,,Total,,726,28,442,256,0
Cameron,10,Straight Party,,Total,,559,24,329,206,0
Cameron,11,Straight Party,,Total,,544,12,318,213,1
Cameron,12,Straight Party,,Total,,624,20,411,193,0
Cameron,13,Straight Party,,Total,,189,8,120,61,0
Cameron,14,Straight Party,,Total,,317,5,190,122,0
Cameron,15,Straight Party,,Total,,551,17,360,174,0
Cameron,16,Straight Party,,Total,,119,8,84,27,0
Cameron,17,Straight Party,,Total,,148,2,49,97,0
Cameron,18,Straight Party,,Total,,515,17,293,205,0
Cameron,19,Straight Party,,Total,,384,16,251,117,0
Cameron,20,Straight Party,,Total,,173,8,104,61,0
Cameron,21,Straight Party,,Total,,572,16,343,213,0
Cameron,22,Straight Party,,Total,,410,16,226,167,0
Cameron,23,Straight Party,,Total,,2,0,2,0,0
Cameron,24,Straight Party,,Total,,6,1,4,1,0
Cameron,25,Straight Party,,Total,,170,10,61,99,0
Cameron,26,Straight Party,,Total,,196,5,138,52,1
Cameron,27,Straight Party,,Total,,491,7,226,257,1
Cameron,28,Straight Party,,Total,,295,7,187,101,0
Cameron,29,Straight Party,,Total,,422,30,291,101,0
Cameron,30,Straight Party,,Total,,293,11,200,82,0
Cameron,31,Straight Party,,Total,,83,2,54,27,0
Cameron,32,Straight Party,,Total,,556,23,344,187,2
Cameron,33,Straight Party,,Total,,156,5,102,48,1
Cameron,34,Straight Party,,Total,,6,0,4,2,0
Cameron,35,Straight Party,,Total,,308,17,195,95,1
Cameron,36,Straight Party,,Total,,432,20,293,119,0
Cameron,37,Straight Party,,Total,,451,17,235,199,0
Cameron,38,Straight Party,,Total,,156,7,101,48,0
Cameron,39,Straight Party,,Total,,312,22,153,133,4
Cameron,40,Straight Party,,Total,,586,50,362,174,0
Cameron,41,Straight Party,,Total,,970,47,559,364,0
Cameron,42,Straight Party,,Total,,277,9,136,132,0
Cameron,43,Straight Party,,Total,,227,2,102,123,0
Cameron,44,Straight Party,,Total,,736,55,468,213,0
Cameron,45,Straight Party,,Total,,581,22,314,245,0
Cameron,46,Straight Party,,Total,,934,33,651,250,0
Cameron,47,Straight Party,,Total,,216,10,135,71,0
Cameron,48,Straight Party,,Total,,281,6,190,85,0
Cameron,49,Straight Party,,Total,,170,12,118,40,0
Cameron,50,Straight Party,,Total,,512,28,361,122,1
Cameron,51,Straight Party,,Total,,11,1,4,6,0
Cameron,52,Straight Party,,Total,,508,53,297,158,0
Cameron,53,Straight Party,,Total,,652,11,400,232,0
Cameron,54,Straight Party,,Total,,1175,14,804,357,0
Cameron,55,Straight Party,,Total,,834,13,607,213,1
Cameron,56,Straight Party,,Total,,447,13,330,103,1
Cameron,57,Straight Party,,Total,,16,5,8,3,0
Cameron,58,Straight Party,,Total,,304,7,221,76,0
Cameron,59,Straight Party,,Total,,20,0,10,10,0
Cameron,60,Straight Party,,Total,,236,11,158,67,0
Cameron,61,Straight Party,,Total,,526,31,397,98,0
Cameron,62,Straight Party,,Total,,791,29,507,255,0
Cameron,63,Straight Party,,Total,,394,20,270,104,0
Cameron,64,Straight Party,,Total,,616,29,400,186,1
Cameron,65,Straight Party,,Total,,217,3,152,62,0
Cameron,66,Straight Party,,Total,,344,11,248,85,0
Cameron,67,Straight Party,,Total,,688,32,443,212,1
Cameron,68,Straight Party,,Total,,708,5,360,343,0
Cameron,69,Straight Party,,Total,,979,33,604,341,1
Cameron,70,Straight Party,,Total,,315,19,183,113,0
Cameron,71,Straight Party,,Total,,1035,36,619,380,0
Cameron,72,Straight Party,,Total,,860,23,592,245,0
Cameron,73,Straight Party,,Total,,1016,36,711,269,0
Cameron,74,Straight Party,,Total,,155,2,106,47,0
Cameron,75,Straight Party,,Total,,872,19,499,354,0
Cameron,76,Straight Party,,Total,,308,15,210,83,0
Cameron,77,Straight Party,,Total,,912,17,563,332,0
Cameron,78,Straight Party,,Total,,750,34,517,199,0
Cameron,79,Straight Party,,Total,,753,46,469,237,1
Cameron,80,Straight Party,,Total,,916,58,662,195,1
Cameron,81,Straight Party,,Total,,159,5,99,55,0
Cameron,82,Straight Party,,Total,,76,1,48,27,0
Cameron,83,Straight Party,,Total,,345,22,214,108,1
Cameron,84,Straight Party,,Total,,428,27,276,125,0
Cameron,85,Straight Party,,Total,,62,3,49,10,0
Cameron,86,Straight Party,,Total,,355,6,218,131,0
Cameron,87,Straight Party,,Total,,413,29,275,107,2
Cameron,95,Straight Party,,Total,,157,1,104,52,0
Cameron,96,Straight Party,,Total,,416,17,250,149,0
Cameron,97,Straight Party,,Total,,148,8,98,42,0
Cameron,98,Straight Party,,Total,,1465,29,974,456,6
Cameron,99,Straight Party,,Total,,0,0,0,0,0
Cameron,100,Straight Party,,Total,,1271,29,868,372,2
Cameron,101,Straight Party,,Total,,175,9,117,48,1
Cameron,102,Straight Party,,Total,,374,14,258,102,0
Cameron,103,Straight Party,,Total,,98,3,60,35,0
Cameron,104,Straight Party,,Total,,49,2,27,20,0
Cameron,105,Straight Party,,Total,,14,0,7,7,0
Cameron,106,Straight Party,,Total,,683,33,490,160,0
Cameron,107,Straight Party,,Total,,138,2,108,28,0
Cameron,108,Straight Party,,Total,,0,0,0,0,0
Cameron,109,Straight Party,,Total,,1,0,1,0,0
Cameron,1A,Straight Party,,Total,,167,25,123,19,0
Cameron,2A,Straight Party,,Total,,176,20,117,39,0
Cameron,3A,Straight Party,,Total,,116,0,77,39,0
Cameron,4A,Straight Party,,Total,,297,12,166,118,1
Cameron,14A,Straight Party,,Total,,387,12,233,141,1
Cameron,16A,Straight Party,,Total,,168,11,84,73,0
Cameron,17A,Straight Party,,Total,,766,14,381,371,0
Cameron,18A,Straight Party,,Total,,68,2,49,17,0
Cameron,20A,Straight Party,,Total,,149,3,81,65,0
Cameron,22A,Straight Party,,Total,,175,7,129,39,0
Cameron,23A,Straight Party,,Total,,60,0,35,25,0
Cameron,24A,Straight Party,,Total,,410,17,232,161,0
Cameron,25A,Straight Party,,Total,,62,2,30,30,0
Cameron,26A,Straight Party,,Total,,495,21,342,132,0
Cameron,27A,Straight Party,,Total,,243,15,135,90,3
Cameron,28A,Straight Party,,Total,,53,2,34,17,0
Cameron,29A,Straight Party,,Total,,192,3,116,73,0
Cameron,34A,Straight Party,,Total,,49,2,36,11,0
Cameron,40A,Straight Party,,Total,,8,2,6,0,0
Cameron,43A,Straight Party,,Total,,60,0,38,22,0
Cameron,44A,Straight Party,,Total,,0,0,0,0,0
Cameron,50A,Straight Party,,Total,,449,9,315,125,0
Cameron,51A,Straight Party,,Total,,323,11,149,163,0
Cameron,52A,Straight Party,,Total,,3,2,1,0,0
Cameron,53A,Straight Party,,Total,,290,7,175,107,1
Cameron,55A,Straight Party,,Total,,10,0,7,2,1
Cameron,57A,Straight Party,,Total,,163,2,110,50,1
Cameron,58A,Straight Party,,Total,,560,17,384,159,0
Cameron,59A,Straight Party,,Total,,134,3,63,68,0
Cameron,64A,Straight Party,,Total,,28,1,27,0,0
Cameron,65A,Straight Party,,Total,,510,15,364,131,0
Cameron,66A,Straight Party,,Total,,630,14,449,167,0
Cameron,67A,Straight Party,,Total,,20,0,17,3,0
Cameron,74A,Straight Party,,Total,,1056,7,634,415,0
Cameron,78A,Straight Party,,Total,,19,1,14,4,0
Cameron,80A,Straight Party,,Total,,291,2,192,97,0
Cameron,81A,Straight Party,,Total,,244,15,112,115,2
Cameron,82A,Straight Party,,Total,,511,20,277,214,0
Cameron,83A,Straight Party,,Total,,1,0,1,0,0
Cameron,84A,Straight Party,,Total,,22,0,16,5,1
Cameron,85A,Straight Party,,Total,,156,7,108,41,0
Cameron,87A,Straight Party,,Total,,159,3,104,52,0
Cameron,95A,Straight Party,,Total,,62,1,40,21,0
Cameron,99A,Straight Party,,Total,,79,4,37,38,0
Cameron,102A,Straight Party,,Total,,86,6,56,24,0
Cameron,Total,Straight Party,,Total,,51882,1930,32886,17014,42
Cameron,1,Straight Party,,Over Votes,,0,0,0,0,0
Cameron,2,Straight Party,,Over Votes,,0,0,0,0,0
Cameron,3,Straight Party,,Over Votes,,0,0,0,0,0
Cameron,4,Straight Party,,Over Votes,,0,0,0,0,0
Cameron,5,Straight Party,,Over Votes,,0,0,0,0,0
Cameron,6,Straight Party,,Over Votes,,1,0,1,0,0
Cameron,7,Straight Party,,Over Votes,,0,0,0,0,0
Cameron,8,Straight Party,,Over Votes,,0,0,0,0,0
Cameron,9,Straight Party,,Over Votes,,0,0,0,0,0
Cameron,10,Straight Party,,Over Votes,,1,0,1,0,0
Cameron,11,Straight Party,,Over Votes,,1,0,0,1,0
Cameron,12,Straight Party,,Over Votes,,2,1,1,0,0
Cameron,13,Straight Party,,Over Votes,,1,0,1,0,0
Cameron,14,Straight Party,,Over Votes,,0,0,0,0,0
Cameron,15,Straight Party,,Over Votes,,0,0,0,0,0
Cameron,16,Straight Party,,Over Votes,,0,0,0,0,0
Cameron,17,Straight Party,,Over Votes,,1,0,1,0,0
Cameron,18,Straight Party,,Over Votes,,0,0,0,0,0
Cameron,19,Straight Party,,Over Votes,,0,0,0,0,0
Cameron,20,Straight Party,,Over Votes,,0,0,0,0,0
Cameron,21,Straight Party,,Over Votes,,3,0,2,1,0
Cameron,22,Straight Party,,Over Votes,,1,0,1,0,0
Cameron,23,Straight Party,,Over Votes,,0,0,0,0,0
Cameron,24,Straight Party,,Over Votes,,0,0,0,0,0
Cameron,25,Straight Party,,Over Votes,,0,0,0,0,0
Cameron,26,Straight Party,,Over Votes,,0,0,0,0,0
Cameron,27,Straight Party,,Over Votes,,0,0,0,0,0
Cameron,28,Straight Party,,Over Votes,,1,0,1,0,0
Cameron,29,Straight Party,,Over Votes,,0,0,0,0,0
Cameron,30,Straight Party,,Over Votes,,0,0,0,0,0
Cameron,31,Straight Party,,Over Votes,,0,0,0,0,0
Cameron,32,Straight Party,,Over Votes,,1,0,1,0,0
Cameron,33,Straight Party,,Over Votes,,0,0,0,0,0
Cameron,34,Straight Party,,Over Votes,,0,0,0,0,0
Cameron,35,Straight Party,,Over Votes,,0,0,0,0,0
Cameron,36,Straight Party,,Over Votes,,0,0,0,0,0
Cameron,37,Straight Party,,Over Votes,,1,0,0,1,0
Cameron,38,Straight Party,,Over Votes,,0,0,0,0,0
Cameron,39,Straight Party,,Over Votes,,0,0,0,0,0
Cameron,40,Straight Party,,Over Votes,,0,0,0,0,0
Cameron,41,Straight Party,,Over Votes,,0,0,0,0,0
Cameron,42,Straight Party,,Over Votes,,0,0,0,0,0
Cameron,43,Straight Party,,Over Votes,,2,0,1,1,0
Cameron,44,Straight Party,,Over Votes,,1,0,0,1,0
Cameron,45,Straight Party,,Over Votes,,1,0,1,0,0
Cameron,46,Straight Party,,Over Votes,,2,0,1,1,0
Cameron,47,Straight Party,,Over Votes,,1,0,1,0,0
Cameron,48,Straight Party,,Over Votes,,0,0,0,0,0
Cameron,49,Straight Party,,Over Votes,,0,0,0,0,0
Cameron,50,Straight Party,,Over Votes,,0,0,0,0,0
Cameron,51,Straight Party,,Over Votes,,0,0,0,0,0
Cameron,52,Straight Party,,Over Votes,,0,0,0,0,0
Cameron,53,Straight Party,,Over Votes,,0,0,0,0,0
Cameron,54,Straight Party,,Over Votes,,2,0,1,1,0
Cameron,55,Straight Party,,Over Votes,,0,0,0,0,0
Cameron,56,Straight Party,,Over Votes,,0,0,0,0,0
Cameron,57,Straight Party,,Over Votes,,0,0,0,0,0
Cameron,58,Straight Party,,Over Votes,,0,0,0,0,0
Cameron,59,Straight Party,,Over Votes,,0,0,0,0,0
Cameron,60,Straight Party,,Over Votes,,0,0,0,0,0
Cameron,61,Straight Party,,Over Votes,,0,0,0,0,0
Cameron,62,Straight Party,,Over Votes,,1,0,0,1,0
Cameron,63,Straight Party,,Over Votes,,0,0,0,0,0
Cameron,64,Straight Party,,Over Votes,,1,0,1,0,0
Cameron,65,Straight Party,,Over Votes,,0,0,0,0,0
Cameron,66,Straight Party,,Over Votes,,0,0,0,0,0
Cameron,67,Straight Party,,Over Votes,,0,0,0,0,0
Cameron,68,Straight Party,,Over Votes,,2,0,0,2,0
Cameron,69,Straight Party,,Over Votes,,3,0,0,3,0
Cameron,70,Straight Party,,Over Votes,,1,0,1,0,0
Cameron,71,Straight Party,,Over Votes,,3,0,1,2,0
Cameron,72,Straight Party,,Over Votes,,1,0,0,1,0
Cameron,73,Straight Party,,Over Votes,,2,0,2,0,0
Cameron,74,Straight Party,,Over Votes,,0,0,0,0,0
Cameron,75,Straight Party,,Over Votes,,1,0,0,1,0
Cameron,76,Straight Party,,Over Votes,,0,0,0,0,0
Cameron,77,Straight Party,,Over Votes,,2,0,2,0,0
Cameron,78,Straight Party,,Over Votes,,2,0,2,0,0
Cameron,79,Straight Party,,Over Votes,,2,1,1,0,0
Cameron,80,Straight Party,,Over Votes,,0,0,0,0,0
Cameron,81,Straight Party,,Over Votes,,0,0,0,0,0
Cameron,82,Straight Party,,Over Votes,,0,0,0,0,0
Cameron,83,Straight Party,,Over Votes,,0,0,0,0,0
Cameron,84,Straight Party,,Over Votes,,0,0,0,0,0
Cameron,85,Straight Party,,Over Votes,,0,0,0,0,0
Cameron,86,Straight Party,,Over Votes,,0,0,0,0,0
Cameron,87,Straight Party,,Over Votes,,0,0,0,0,0
Cameron,95,Straight Party,,Over Votes,,0,0,0,0,0
Cameron,96,Straight Party,,Over Votes,,1,0,1,0,0
Cameron,97,Straight Party,,Over Votes,,0,0,0,0,0
Cameron,98,Straight Party,,Over Votes,,2,0,1,1,0
Cameron,99,Straight Party,,Over Votes,,0,0,0,0,0
Cameron,100,Straight Party,,Over Votes,,0,0,0,0,0
Cameron,101,Straight Party,,Over Votes,,0,0,0,0,0
Cameron,102,Straight Party,,Over Votes,,0,0,0,0,0
Cameron,103,Straight Party,,Over Votes,,0,0,0,0,0
Cameron,104,Straight Party,,Over Votes,,0,0,0,0,0
Cameron,105,Straight Party,,Over Votes,,0,0,0,0,0
Cameron,106,Straight Party,,Over Votes,,1,0,1,0,0
Cameron,107,Straight Party,,Over Votes,,0,0,0,0,0
Cameron,108,Straight Party,,Over Votes,,0,0,0,0,0
Cameron,109,Straight Party,,Over Votes,,0,0,0,0,0
Cameron,1A,Straight Party,,Over Votes,,0,0,0,0,0
Cameron,2A,Straight Party,,Over Votes,,0,0,0,0,0
Cameron,3A,Straight Party,,Over Votes,,1,0,1,0,0
Cameron,4A,Straight Party,,Over Votes,,0,0,0,0,0
Cameron,14A,Straight Party,,Over Votes,,0,0,0,0,0
Cameron,16A,Straight Party,,Over Votes,,0,0,0,0,0
Cameron,17A,Straight Party,,Over Votes,,1,0,0,1,0
Cameron,18A,Straight Party,,Over Votes,,0,0,0,0,0
Cameron,20A,Straight Party,,Over Votes,,2,0,2,0,0
Cameron,22A,Straight Party,,Over Votes,,0,0,0,0,0
Cameron,23A,Straight Party,,Over Votes,,0,0,0,0,0
Cameron,24A,Straight Party,,Over Votes,,0,0,0,0,0
Cameron,25A,Straight Party,,Over Votes,,0,0,0,0,0
Cameron,26A,Straight Party,,Over Votes,,0,0,0,0,0
Cameron,27A,Straight Party,,Over Votes,,0,0,0,0,0
Cameron,28A,Straight Party,,Over Votes,,0,0,0,0,0
Cameron,29A,Straight Party,,Over Votes,,0,0,0,0,0
Cameron,34A,Straight Party,,Over Votes,,0,0,0,0,0
Cameron,40A,Straight Party,,Over Votes,,0,0,0,0,0
Cameron,43A,Straight Party,,Over Votes,,0,0,0,0,0
Cameron,44A,Straight Party,,Over Votes,,0,0,0,0,0
Cameron,50A,Straight Party,,Over Votes,,1,0,1,0,0
Cameron,51A,Straight Party,,Over Votes,,1,1,0,0,0
Cameron,52A,Straight Party,,Over Votes,,0,0,0,0,0
Cameron,53A,Straight Party,,Over Votes,,1,0,1,0,0
Cameron,55A,Straight Party,,Over Votes,,0,0,0,0,0
Cameron,57A,Straight Party,,Over Votes,,0,0,0,0,0
Cameron,58A,Straight Party,,Over Votes,,0,0,0,0,0
Cameron,59A,Straight Party,,Over Votes,,0,0,0,0,0
Cameron,64A,Straight Party,,Over Votes,,0,0,0,0,0
Cameron,65A,Straight Party,,Over Votes,,0,0,0,0,0
Cameron,66A,Straight Party,,Over Votes,,2,0,1,1,0
Cameron,67A,Straight Party,,Over Votes,,0,0,0,0,0
Cameron,74A,Straight Party,,Over Votes,,1,0,0,1,0
Cameron,78A,Straight Party,,Over Votes,,0,0,0,0,0
Cameron,80A,Straight Party,,Over Votes,,0,0,0,0,0
Cameron,81A,Straight Party,,Over Votes,,1,0,1,0,0
Cameron,82A,Straight Party,,Over Votes,,2,0,0,2,0
Cameron,83A,Straight Party,,Over Votes,,0,0,0,0,0
Cameron,84A,Straight Party,,Over Votes,,0,0,0,0,0
Cameron,85A,Straight Party,,Over Votes,,0,0,0,0,0
Cameron,87A,Straight Party,,Over Votes,,0,0,0,0,0
Cameron,95A,Straight Party,,Over Votes,,0,0,0,0,0
Cameron,99A,Straight Party,,Over Votes,,0,0,0,0,0
Cameron,102A,Straight Party,,Over Votes,,1,0,0,1,0
Cameron,Total,Straight Party,,Over Votes,,62,3,35,24,0
Cameron,1,Straight Party,,Under Votes,,340,14,244,82,0
Cameron,2,Straight Party,,Under Votes,,3,0,3,0,0
Cameron,3,Straight Party,,Under Votes,,360,11,272,77,0
Cameron,4,Straight Party,,Under Votes,,776,16,640,120,0
Cameron,5,Straight Party,,Under Votes,,117,12,65,40,0
Cameron,6,Straight Party,,Under Votes,,219,9,129,81,0
Cameron,7,Straight Party,,Under Votes,,73,7,49,17,0
Cameron,8,Straight Party,,Under Votes,,98,4,46,48,0
Cameron,9,Straight Party,,Under Votes,,373,14,240,119,0
Cameron,10,Straight Party,,Under Votes,,289,12,168,109,0
Cameron,11,Straight Party,,Under Votes,,353,14,222,117,0
Cameron,12,Straight Party,,Under Votes,,614,27,409,178,0
Cameron,13,Straight Party,,Under Votes,,140,7,94,39,0
Cameron,14,Straight Party,,Under Votes,,153,1,114,38,0
Cameron,15,Straight Party,,Under Votes,,557,36,365,156,0
Cameron,16,Straight Party,,Under Votes,,108,8,82,18,0
Cameron,17,Straight Party,,Under Votes,,96,0,36,60,0
Cameron,18,Straight Party,,Under Votes,,405,13,256,136,0
Cameron,19,Straight Party,,Under Votes,,376,6,255,115,0
Cameron,20,Straight Party,,Under Votes,,198,7,117,74,0
Cameron,21,Straight Party,,Under Votes,,448,18,301,129,0
Cameron,22,Straight Party,,Under Votes,,340,10,201,129,0
Cameron,23,Straight Party,,Under Votes,,6,0,6,0,0
Cameron,24,Straight Party,,Under Votes,,5,0,3,2,0
Cameron,25,Straight Party,,Under Votes,,103,5,30,68,0
Cameron,26,Straight Party,,Under Votes,,196,5,145,46,0
Cameron,27,Straight Party,,Under Votes,,221,3,116,102,0
Cameron,28,Straight Party,,Under Votes,,185,3,128,54,0
Cameron,29,Straight Party,,Under Votes,,445,19,316,110,0
Cameron,30,Straight Party,,Under Votes,,325,13,242,70,0
Cameron,31,Straight Party,,Under Votes,,75,0,52,23,0
Cameron,32,Straight Party,,Under Votes,,585,24,403,158,0
Cameron,33,Straight Party,,Under Votes,,112,3,67,42,0
Cameron,34,Straight Party,,Under Votes,,12,0,10,2,0
Cameron,35,Straight Party,,Under Votes,,378,15,270,93,0
Cameron,36,Straight Party,,Under Votes,,480,30,333,117,0
Cameron,37,Straight Party,,Under Votes,,242,12,138,92,0
Cameron,38,Straight Party,,Under Votes,,281,14,193,74,0
Cameron,39,Straight Party,,Under Votes,,191,8,93,90,0
Cameron,40,Straight Party,,Under Votes,,435,28,256,151,0
Cameron,41,Straight Party,,Under Votes,,679,22,430,227,0
Cameron,42,Straight Party,,Under Votes,,169,6,84,79,0
Cameron,43,Straight Party,,Under Votes,,111,4,47,60,0
Cameron,44,Straight Party,,Under Votes,,1007,40,668,299,0
Cameron,45,Straight Party,,Under Votes,,296,15,173,107,0
Cameron,46,Straight Party,,Under Votes,,680,19,489,172,0
Cameron,47,Straight Party,,Under Votes,,197,7,133,57,0
Cameron,48,Straight Party,,Under Votes,,391,7,300,84,0
Cameron,49,Straight Party,,Under Votes,,156,11,114,31,0
Cameron,50,Straight Party,,Under Votes,,665,22,506,137,0
Cameron,51,Straight Party,,Under Votes,,16,0,9,7,0
Cameron,52,Straight Party,,Under Votes,,747,36,483,228,0
Cameron,53,Straight Party,,Under Votes,,327,2,216,109,0
Cameron,54,Straight Party,,Under Votes,,990,19,725,246,0
Cameron,55,Straight Party,,Under Votes,,612,18,439,155,0
Cameron,56,Straight Party,,Under Votes,,502,17,369,116,0
Cameron,57,Straight Party,,Under Votes,,26,0,22,4,0
Cameron,58,Straight Party,,Under Votes,,201,6,139,56,0
Cameron,59,Straight Party,,Under Votes,,20,0,13,7,0
