county,precinct,office,district,party,candidate,votes,early_voting_paper,early_voting,election_day_paper,election_day,absentee/provisional
Rockwall,002B,"Justice, Supreme Court, Place 9",,REP,Joe Pool,196,29,47,48,66,6
Rockwall,002C,"Justice, Supreme Court, Place 9",,REP,Joe Pool,675,100,225,245,93,12
Rockwall,0003,"Justice, Supreme Court, Place 9",,REP,Joe Pool,33,7,14,4,5,3
Rockwall,003A,"Justice, Supreme Court, Place 9",,REP,Joe Pool,111,11,21,42,30,7
Rockwall,003B,"Justice, Supreme Court, Place 9",,REP,Joe Pool,269,21,63,121,59,5
Rockwall,003C,"Justice, Supreme Court, Place 9",,REP,Joe Pool,402,59,143,102,86,12
Rockwall,003D,"Justice, Supreme Court, Place 9",,REP,Joe Pool,542,81,143,95,207,16
Rockwall,0004,"Justice, Supreme Court, Place 9",,REP,Joe Pool,293,47,63,80,77,26
Rockwall,004A,"Justice, Supreme Court, Place 9",,REP,Joe Pool,489,38,94,144,196,17
Rockwall,004B,"Justice, Supreme Court, Place 9",,REP,Joe Pool,134,24,7,62,35,6
Rockwall,004C,"Justice, Supreme Court, Place 9",,REP,Joe Pool,248,31,10,139,61,7
Rockwall,0001,"Justice, Supreme Court, Place 9",,REP,Eva Guzman,619,117,189,97,181,35
Rockwall,001A,"Justice, Supreme Court, Place 9",,REP,Eva Guzman,349,54,72,121,78,24
Rockwall,001B,"Justice, Supreme Court, Place 9",,REP,Eva Guzman,564,106,166,81,181,30
Rockwall,001C,"Justice, Supreme Court, Place 9",,REP,Eva Guzman,449,98,110,87,124,30
Rockwall,0002,"Justice, Supreme Court, Place 9",,REP,Eva Guzman,536,106,196,60,124,50
Rockwall,002A,"Justice, Supreme Court, Place 9",,REP,Eva Guzman,489,90,132,78,146,43
Rockwall,002B,"Justice, Supreme Court, Place 9",,REP,Eva Guzman,217,25,44,60,73,15
Rockwall,002C,"Justice, Supreme Court, Place 9",,REP,Eva Guzman,679,123,225,233,79,19
Rockwall,0003,"Justice, Supreme Court, Place 9",,REP,Eva Guzman,26,6,6,3,9,2
Rockwall,003A,"Justice, Supreme Court, Place 9",,REP,Eva Guzman,98,10,12,45,24,7
Rockwall,003B,"Justice, Supreme Court, Place 9",,REP,Eva Guzman,257,34,55,111,54,3
Rockwall,003C,"Justice, Supreme Court, Place 9",,REP,Eva Guzman,394,68,117,100,85,24
Rockwall,003D,"Justice, Supreme Court, Place 9",,REP,Eva Guzman,600,106,162,97,206,29
Rockwall,0004,"Justice, Supreme Court, Place 9",,REP,Eva Guzman,291,57,73,67,64,30
Rockwall,004A,"Justice, Supreme Court, Place 9",,REP,Eva Guzman,502,91,98,116,170,27
Rockwall,004B,"Justice, Supreme Court, Place 9",,REP,Eva Guzman,124,30,2,62,23,7
Rockwall,004C,"Justice, Supreme Court, Place 9",,REP,Eva Guzman,201,39,17,87,50,8
Rockwall,0001,"Justice, Supreme Court, Place 9",,REP,OVER VOTES,0,0,0,0,0,0
Rockwall,001A,"Justice, Supreme Court, Place 9",,REP,OVER VOTES,0,0,0,0,0,0
Rockwall,001B,"Justice, Supreme Court, Place 9",,REP,OVER VOTES,0,0,0,0,0,0
Rockwall,001C,"Justice, Supreme Court, Place 9",,REP,OVER VOTES,0,0,0,0,0,0
Rockwall,0002,"Justice, Supreme Court, Place 9",,REP,OVER VOTES,0,0,0,0,0,0
Rockwall,002A,"Justice, Supreme Court, Place 9",,REP,OVER VOTES,1,0,0,1,0,0
Rockwall,002B,"Justice, Supreme Court, Place 9",,REP,OVER VOTES,0,0,0,0,0,0
Rockwall,002C,"Justice, Supreme Court, Place 9",,REP,OVER VOTES,0,0,0,0,0,0
Rockwall,0003,"Justice, Supreme Court, Place 9",,REP,OVER VOTES,0,0,0,0,0,0
Rockwall,003A,"Justice, Supreme Court, Place 9",,REP,OVER VOTES,0,0,0,0,0,0
Rockwall,003B,"Justice, Supreme Court, Place 9",,REP,OVER VOTES,1,1,0,0,0,0
Rockwall,003C,"Justice, Supreme Court, Place 9",,REP,OVER VOTES,1,0,0,1,0,0
Rockwall,003D,"Justice, Supreme Court, Place 9",,REP,OVER VOTES,0,0,0,0,0,0
Rockwall,0004,"Justice, Supreme Court, Place 9",,REP,OVER VOTES,0,0,0,0,0,0
Rockwall,004A,"Justice, Supreme Court, Place 9",,REP,OVER VOTES,0,0,0,0,0,0
Rockwall,004B,"Justice, Supreme Court, Place 9",,REP,OVER VOTES,0,0,0,0,0,0
Rockwall,004C,"Justice, Supreme Court, Place 9",,REP,OVER VOTES,0,0,0,0,0,0
Rockwall,0001,"Justice, Supreme Court, Place 9",,REP,UNDER VOTES,464,67,159,57,157,24
Rockwall,001A,"Justice, Supreme Court, Place 9",,REP,UNDER VOTES,206,18,55,59,70,4
Rockwall,001B,"Justice, Supreme Court, Place 9",,REP,UNDER VOTES,422,68,127,68,152,7
Rockwall,001C,"Justice, Supreme Court, Place 9",,REP,UNDER VOTES,338,47,104,69,113,5
Rockwall,0002,"Justice, Supreme Court, Place 9",,REP,UNDER VOTES,408,60,118,71,140,19
Rockwall,002A,"Justice, Supreme Court, Place 9",,REP,UNDER VOTES,387,71,99,63,136,18
Rockwall,002B,"Justice, Supreme Court, Place 9",,REP,UNDER VOTES,128,9,40,38,40,1
Rockwall,002C,"Justice, Supreme Court, Place 9",,REP,UNDER VOTES,445,71,207,54,95,18
Rockwall,0003,"Justice, Supreme Court, Place 9",,REP,UNDER VOTES,49,5,20,8,9,7
Rockwall,003A,"Justice, Supreme Court, Place 9",,REP,UNDER VOTES,71,7,19,16,25,4
Rockwall,003B,"Justice, Supreme Court, Place 9",,REP,UNDER VOTES,146,17,40,54,31,4
Rockwall,003C,"Justice, Supreme Court, Place 9",,REP,UNDER VOTES,373,51,123,93,87,19
Rockwall,003D,"Justice, Supreme Court, Place 9",,REP,UNDER VOTES,351,36,104,66,131,14
Rockwall,0004,"Justice, Supreme Court, Place 9",,REP,UNDER VOTES,225,37,65,45,71,7
Rockwall,004A,"Justice, Supreme Court, Place 9",,REP,UNDER VOTES,311,26,71,97,108,9
Rockwall,004B,"Justice, Supreme Court, Place 9",,REP,UNDER VOTES,98,23,15,38,20,2
Rockwall,004C,"Justice, Supreme Court, Place 9",,REP,UNDER VOTES,109,3,17,55,33,1
Rockwall,0001,"Judge, Court of Criminal Appeals, Place 2",,REP,Chris Oldner,298,41,98,35,108,16
Rockwall,001A,"Judge, Court of Criminal Appeals, Place 2",,REP,Chris Oldner,185,21,48,63,45,8
Rockwall,001B,"Judge, Court of Criminal Appeals, Place 2",,REP,Chris Oldner,308,38,96,44,118,12
Rockwall,001C,"Judge, Court of Criminal Appeals, Place 2",,REP,Chris Oldner,256,35,65,66,81,9
Rockwall,0002,"Judge, Court of Criminal Appeals, Place 2",,REP,Chris Oldner,276,56,92,40,78,10
Rockwall,002A,"Judge, Court of Criminal Appeals, Place 2",,REP,Chris Oldner,244,38,64,37,95,10
Rockwall,002B,"Judge, Court of Criminal Appeals, Place 2",,REP,Chris Oldner,97,14,25,21,35,2
Rockwall,002C,"Judge, Court of Criminal Appeals, Place 2",,REP,Chris Oldner,353,50,103,132,59,9
Rockwall,0003,"Judge, Court of Criminal Appeals, Place 2",,REP,Chris Oldner,22,2,8,1,9,2
Rockwall,003A,"Judge, Court of Criminal Appeals, Place 2",,REP,Chris Oldner,67,6,11,19,25,6
Rockwall,003B,"Judge, Court of Criminal Appeals, Place 2",,REP,Chris Oldner,172,9,41,80,41,1
Rockwall,003C,"Judge, Court of Criminal Appeals, Place 2",,REP,Chris Oldner,210,24,68,63,48,7
Rockwall,003D,"Judge, Court of Criminal Appeals, Place 2",,REP,Chris Oldner,346,48,101,49,140,8
Rockwall,0004,"Judge, Court of Criminal Appeals, Place 2",,REP,Chris Oldner,150,22,39,38,40,11
Rockwall,004A,"Judge, Court of Criminal Appeals, Place 2",,REP,Chris Oldner,277,25,62,75,108,7
Rockwall,004B,"Judge, Court of Criminal Appeals, Place 2",,REP,Chris Oldner,78,12,2,41,17,6
Rockwall,004C,"Judge, Court of Criminal Appeals, Place 2",,REP,Chris Oldner,128,9,7,77,33,2
Rockwall,0001,"Judge, Court of Criminal Appeals, Place 2",,REP,Mary Lou Keel,435,80,126,74,134,21
Rockwall,001A,"Judge, Court of Criminal Appeals, Place 2",,REP,Mary Lou Keel,274,34,56,97,70,17
Rockwall,001B,"Judge, Court of Criminal Appeals, Place 2",,REP,Mary Lou Keel,370,57,106,49,141,17
Rockwall,001C,"Judge, Court of Criminal Appeals, Place 2",,REP,Mary Lou Keel,319,56,78,69,99,17
Rockwall,0002,"Judge, Court of Criminal Appeals, Place 2",,REP,Mary Lou Keel,370,64,135,38,103,30
Rockwall,002A,"Judge, Court of Criminal Appeals, Place 2",,REP,Mary Lou Keel,341,65,93,52,108,23
Rockwall,002B,"Judge, Court of Criminal Appeals, Place 2",,REP,Mary Lou Keel,155,14,36,38,58,9
Rockwall,002C,"Judge, Court of Criminal Appeals, Place 2",,REP,Mary Lou Keel,491,84,158,177,62,10
Rockwall,0003,"Judge, Court of Criminal Appeals, Place 2",,REP,Mary Lou Keel,20,7,6,4,1,2
Rockwall,003A,"Judge, Court of Criminal Appeals, Place 2",,REP,Mary Lou Keel,73,8,9,38,15,3
Rockwall,003B,"Judge, Court of Criminal Appeals, Place 2",,REP,Mary Lou Keel,186,20,40,85,40,1
Rockwall,003C,"Judge, Court of Criminal Appeals, Place 2",,REP,Mary Lou Keel,274,46,93,59,66,10
Rockwall,003D,"Judge, Court of Criminal Appeals, Place 2",,REP,Mary Lou Keel,378,63,93,76,132,14
Rockwall,0004,"Judge, Court of Criminal Appeals, Place 2",,REP,Mary Lou Keel,206,37,45,42,61,21
Rockwall,004A,"Judge, Court of Criminal Appeals, Place 2",,REP,Mary Lou Keel,358,39,64,109,124,22
Rockwall,004B,"Judge, Court of Criminal Appeals, Place 2",,REP,Mary Lou Keel,106,16,3,57,26,4
Rockwall,004C,"Judge, Court of Criminal Appeals, Place 2",,REP,Mary Lou Keel,146,20,5,82,34,5
Rockwall,0001,"Judge, Court of Criminal Appeals, Place 2",,REP,Ray Wheless,362,76,104,66,104,12
Rockwall,001A,"Judge, Court of Criminal Appeals, Place 2",,REP,Ray Wheless,174,33,33,56,37,15
Rockwall,001B,"Judge, Court of Criminal Appeals, Place 2",,REP,Ray Wheless,351,81,110,46,92,22
Rockwall,001C,"Judge, Court of Criminal Appeals, Place 2",,REP,Ray Wheless,244,67,61,54,49,13
Rockwall,0002,"Judge, Court of Criminal Appeals, Place 2",,REP,Ray Wheless,302,43,105,31,85,38
Rockwall,002A,"Judge, Court of Criminal Appeals, Place 2",,REP,Ray Wheless,244,42,78,18,73,33
Rockwall,002B,"Judge, Court of Criminal Appeals, Place 2",,REP,Ray Wheless,129,18,26,39,37,9
Rockwall,002C,"Judge, Court of Criminal Appeals, Place 2",,REP,Ray Wheless,385,77,143,115,41,9
Rockwall,0003,"Judge, Court of Criminal Appeals, Place 2",,REP,Ray Wheless,11,3,4,0,3,1
Rockwall,003A,"Judge, Court of Criminal Appeals, Place 2",,REP,Ray Wheless,54,7,11,19,12,5
Rockwall,003B,"Judge, Court of Criminal Appeals, Place 2",,REP,Ray Wheless,132,22,32,49,26,3
Rockwall,003C,"Judge, Court of Criminal Appeals, Place 2",,REP,Ray Wheless,222,40,74,48,45,15
Rockwall,003D,"Judge, Court of Criminal Appeals, Place 2",,REP,Ray Wheless,329,62,87,53,106,21
Rockwall,0004,"Judge, Court of Criminal Appeals, Place 2",,REP,Ray Wheless,188,29,47,60,33,19
Rockwall,004A,"Judge, Court of Criminal Appeals, Place 2",,REP,Ray Wheless,269,49,51,60,97,12
Rockwall,004B,"Judge, Court of Criminal Appeals, Place 2",,REP,Ray Wheless,65,17,5,26,14,3
Rockwall,004C,"Judge, Court of Criminal Appeals, Place 2",,REP,Ray Wheless,139,31,14,53,33,8
Rockwall,0001,"Judge, Court of Criminal Appeals, Place 2",,REP,OVER VOTES,0,0,0,0,0,0
Rockwall,001A,"Judge, Court of Criminal Appeals, Place 2",,REP,OVER VOTES,0,0,0,0,0,0
Rockwall,001B,"Judge, Court of Criminal Appeals, Place 2",,REP,OVER VOTES,0,0,0,0,0,0
Rockwall,001C,"Judge, Court of Criminal Appeals, Place 2",,REP,OVER VOTES,0,0,0,0,0,0
Rockwall,0002,"Judge, Court of Criminal Appeals, Place 2",,REP,OVER VOTES,0,0,0,0,0,0
Rockwall,002A,"Judge, Court of Criminal Appeals, Place 2",,REP,OVER VOTES,0,0,0,0,0,0
Rockwall,002B,"Judge, Court of Criminal Appeals, Place 2",,REP,OVER VOTES,0,0,0,0,0,0
Rockwall,002C,"Judge, Court of Criminal Appeals, Place 2",,REP,OVER VOTES,0,0,0,0,0,0
Rockwall,0003,"Judge, Court of Criminal Appeals, Place 2",,REP,OVER VOTES,0,0,0,0,0,0
Rockwall,003A,"Judge, Court of Criminal Appeals, Place 2",,REP,OVER VOTES,0,0,0,0,0,0
Rockwall,003B,"Judge, Court of Criminal Appeals, Place 2",,REP,OVER VOTES,0,0,0,0,0,0
Rockwall,003C,"Judge, Court of Criminal Appeals, Place 2",,REP,OVER VOTES,0,0,0,0,0,0
Rockwall,003D,"Judge, Court of Criminal Appeals, Place 2",,REP,OVER VOTES,0,0,0,0,0,0
Rockwall,0004,"Judge, Court of Criminal Appeals, Place 2",,REP,OVER VOTES,0,0,0,0,0,0
Rockwall,004A,"Judge, Court of Criminal Appeals, Place 2",,REP,OVER VOTES,0,0,0,0,0,0
Rockwall,004B,"Judge, Court of Criminal Appeals, Place 2",,REP,OVER VOTES,0,0,0,0,0,0
Rockwall,004C,"Judge, Court of Criminal Appeals, Place 2",,REP,OVER VOTES,0,0,0,0,0,0
Rockwall,0001,"Judge, Court of Criminal Appeals, Place 2",,REP,UNDER VOTES,573,78,197,74,190,34
Rockwall,001A,"Judge, Court of Criminal Appeals, Place 2",,REP,UNDER VOTES,254,29,63,74,82,6
Rockwall,001B,"Judge, Court of Criminal Appeals, Place 2",,REP,UNDER VOTES,532,90,155,81,195,11
Rockwall,001C,"Judge, Court of Criminal Appeals, Place 2",,REP,UNDER VOTES,413,65,113,93,136,6
Rockwall,0002,"Judge, Court of Criminal Appeals, Place 2",,REP,UNDER VOTES,494,80,147,86,153,28
Rockwall,002A,"Judge, Court of Criminal Appeals, Place 2",,REP,UNDER VOTES,481,96,108,88,167,22
Rockwall,002B,"Judge, Court of Criminal Appeals, Place 2",,REP,UNDER VOTES,160,17,44,48,49,2
Rockwall,002C,"Judge, Court of Criminal Appeals, Place 2",,REP,UNDER VOTES,532,83,253,70,105,21
Rockwall,0003,"Judge, Court of Criminal Appeals, Place 2",,REP,UNDER VOTES,55,6,22,10,10,7
Rockwall,003A,"Judge, Court of Criminal Appeals, Place 2",,REP,UNDER VOTES,86,7,21,27,27,4
Rockwall,003B,"Judge, Court of Criminal Appeals, Place 2",,REP,UNDER VOTES,183,22,45,72,37,7
Rockwall,003C,"Judge, Court of Criminal Appeals, Place 2",,REP,UNDER VOTES,464,68,148,126,99,23
Rockwall,003D,"Judge, Court of Criminal Appeals, Place 2",,REP,UNDER VOTES,440,50,128,80,166,16
Rockwall,0004,"Judge, Court of Criminal Appeals, Place 2",,REP,UNDER VOTES,265,53,70,52,78,12
Rockwall,004A,"Judge, Court of Criminal Appeals, Place 2",,REP,UNDER VOTES,398,42,86,113,145,12
Rockwall,004B,"Judge, Court of Criminal Appeals, Place 2",,REP,UNDER VOTES,107,32,14,38,21,2
Rockwall,004C,"Judge, Court of Criminal Appeals, Place 2",,REP,UNDER VOTES,145,13,18,69,44,1
Rockwall,0001,"Judge, Court of Criminal Appeals, Place 5",,REP,Brent Webster,286,60,80,49,90,7
Rockwall,001A,"Judge, Court of Criminal Appeals, Place 5",,REP,Brent Webster,183,32,39,60,38,14
Rockwall,001B,"Judge, Court of Criminal Appeals, Place 5",,REP,Brent Webster,301,56,99,32,94,20
Rockwall,001C,"Judge, Court of Criminal Appeals, Place 5",,REP,Brent Webster,226,54,50,50,63,9
Rockwall,0002,"Judge, Court of Criminal Appeals, Place 5",,REP,Brent Webster,276,50,99,27,71,29
Rockwall,002A,"Judge, Court of Criminal Appeals, Place 5",,REP,Brent Webster,217,42,62,25,66,22
Rockwall,002B,"Judge, Court of Criminal Appeals, Place 5",,REP,Brent Webster,112,17,22,27,36,10
Rockwall,002C,"Judge, Court of Criminal Appeals, Place 5",,REP,Brent Webster,302,40,104,108,41,9
Rockwall,0003,"Judge, Court of Criminal Appeals, Place 5",,REP,Brent Webster,16,6,2,2,4,2
Rockwall,003A,"Judge, Court of Criminal Appeals, Place 5",,REP,Brent Webster,54,10,6,18,15,5
Rockwall,003B,"Judge, Court of Criminal Appeals, Place 5",,REP,Brent Webster,136,17,31,59,26,3
Rockwall,003C,"Judge, Court of Criminal Appeals, Place 5",,REP,Brent Webster,190,27,55,47,48,13
Rockwall,003D,"Judge, Court of Criminal Appeals, Place 5",,REP,Brent Webster,301,43,82,49,111,16
Rockwall,0004,"Judge, Court of Criminal Appeals, Place 5",,REP,Brent Webster,148,31,24,37,38,18
Rockwall,004A,"Judge, Court of Criminal Appeals, Place 5",,REP,Brent Webster,278,41,43,60,120,14
Rockwall,004B,"Judge, Court of Criminal Appeals, Place 5",,REP,Brent Webster,58,14,3,27,10,4
Rockwall,004C,"Judge, Court of Criminal Appeals, Place 5",,REP,Brent Webster,122,22,13,46,34,7
Rockwall,0001,"Judge, Court of Criminal Appeals, Place 5",,REP,Sid Harle,160,43,51,18,35,13
Rockwall,001A,"Judge, Court of Criminal Appeals, Place 5",,REP,Sid Harle,83,15,17,24,19,8
Rockwall,001B,"Judge, Court of Criminal Appeals, Place 5",,REP,Sid Harle,162,31,44,21,54,12
Rockwall,001C,"Judge, Court of Criminal Appeals, Place 5",,REP,Sid Harle,132,28,39,23,29,13
Rockwall,0002,"Judge, Court of Criminal Appeals, Place 5",,REP,Sid Harle,136,25,49,14,31,17
Rockwall,002A,"Judge, Court of Criminal Appeals, Place 5",,REP,Sid Harle,128,26,32,18,38,14
Rockwall,002B,"Judge, Court of Criminal Appeals, Place 5",,REP,Sid Harle,55,3,17,16,15,4
Rockwall,002C,"Judge, Court of Criminal Appeals, Place 5",,REP,Sid Harle,194,39,68,58,17,12
Rockwall,0003,"Judge, Court of Criminal Appeals, Place 5",,REP,Sid Harle,6,0,3,1,2,0
Rockwall,003A,"Judge, Court of Criminal Appeals, Place 5",,REP,Sid Harle,16,0,4,8,4,0
Rockwall,003B,"Judge, Court of Criminal Appeals, Place 5",,REP,Sid Harle,46,7,10,21,8,0
Rockwall,003C,"Judge, Court of Criminal Appeals, Place 5",,REP,Sid Harle,93,28,35,18,10,2
Rockwall,003D,"Judge, Court of Criminal Appeals, Place 5",,REP,Sid Harle,150,26,39,23,56,6
Rockwall,0004,"Judge, Court of Criminal Appeals, Place 5",,REP,Sid Harle,80,22,20,11,15,12
Rockwall,004A,"Judge, Court of Criminal Appeals, Place 5",,REP,Sid Harle,136,25,38,28,36,9
Rockwall,004B,"Judge, Court of Criminal Appeals, Place 5",,REP,Sid Harle,29,3,1,17,6,2
Rockwall,004C,"Judge, Court of Criminal Appeals, Place 5",,REP,Sid Harle,46,7,4,21,10,4
Rockwall,0001,"Judge, Court of Criminal Appeals, Place 5",,REP,Scott Walker,497,67,153,88,168,21
Rockwall,001A,"Judge, Court of Criminal Appeals, Place 5",,REP,Scott Walker,295,33,71,103,76,12
Rockwall,001B,"Judge, Court of Criminal Appeals, Place 5",,REP,Scott Walker,454,66,137,76,163,12
Rockwall,001C,"Judge, Court of Criminal Appeals, Place 5",,REP,Scott Walker,373,64,88,96,113,12
Rockwall,0002,"Judge, Court of Criminal Appeals, Place 5",,REP,Scott Walker,415,65,149,53,122,26
Rockwall,002A,"Judge, Court of Criminal Appeals, Place 5",,REP,Scott Walker,386,64,112,50,139,21
Rockwall,002B,"Judge, Court of Criminal Appeals, Place 5",,REP,Scott Walker,181,25,31,45,75,5
Rockwall,002C,"Judge, Court of Criminal Appeals, Place 5",,REP,Scott Walker,580,91,182,217,80,10
Rockwall,0003,"Judge, Court of Criminal Appeals, Place 5",,REP,Scott Walker,29,4,11,4,6,4
Rockwall,003A,"Judge, Court of Criminal Appeals, Place 5",,REP,Scott Walker,89,5,14,37,26,7
Rockwall,003B,"Judge, Court of Criminal Appeals, Place 5",,REP,Scott Walker,238,19,58,103,53,5
Rockwall,003C,"Judge, Court of Criminal Appeals, Place 5",,REP,Scott Walker,338,46,118,88,76,10
Rockwall,003D,"Judge, Court of Criminal Appeals, Place 5",,REP,Scott Walker,438,68,118,78,164,10
Rockwall,0004,"Judge, Court of Criminal Appeals, Place 5",,REP,Scott Walker,245,27,67,66,67,18
Rockwall,004A,"Judge, Court of Criminal Appeals, Place 5",,REP,Scott Walker,379,35,75,117,136,16
Rockwall,004B,"Judge, Court of Criminal Appeals, Place 5",,REP,Scott Walker,124,24,5,60,30,5
Rockwall,004C,"Judge, Court of Criminal Appeals, Place 5",,REP,Scott Walker,198,23,7,119,45,4
Rockwall,0001,"Judge, Court of Criminal Appeals, Place 5",,REP,Steve Smith,168,27,50,26,56,9
Rockwall,001A,"Judge, Court of Criminal Appeals, Place 5",,REP,Steve Smith,77,9,11,31,20,6
Rockwall,001B,"Judge, Court of Criminal Appeals, Place 5",,REP,Steve Smith,134,26,39,17,45,7
Rockwall,001C,"Judge, Court of Criminal Appeals, Place 5",,REP,Steve Smith,98,11,26,27,31,3
Rockwall,0002,"Judge, Court of Criminal Appeals, Place 5",,REP,Steve Smith,114,22,33,13,38,8
Rockwall,002A,"Judge, Court of Criminal Appeals, Place 5",,REP,Steve Smith,106,14,30,18,36,8
Rockwall,002B,"Judge, Court of Criminal Appeals, Place 5",,REP,Steve Smith,39,3,14,12,9,1
Rockwall,002C,"Judge, Court of Criminal Appeals, Place 5",,REP,Steve Smith,180,39,51,64,25,1
Rockwall,0003,"Judge, Court of Criminal Appeals, Place 5",,REP,Steve Smith,12,5,5,0,2,0
Rockwall,003A,"Judge, Court of Criminal Appeals, Place 5",,REP,Steve Smith,40,6,7,18,7,2
Rockwall,003B,"Judge, Court of Criminal Appeals, Place 5",,REP,Steve Smith,78,11,16,29,22,0
Rockwall,003C,"Judge, Court of Criminal Appeals, Place 5",,REP,Steve Smith,112,13,35,34,24,6
Rockwall,003D,"Judge, Court of Criminal Appeals, Place 5",,REP,Steve Smith,163,34,41,27,52,9
Rockwall,0004,"Judge, Court of Criminal Appeals, Place 5",,REP,Steve Smith,73,15,21,23,10,4
Rockwall,004A,"Judge, Court of Criminal Appeals, Place 5",,REP,Steve Smith,127,17,21,39,49,1
Rockwall,004B,"Judge, Court of Criminal Appeals, Place 5",,REP,Steve Smith,41,5,1,27,6,2
Rockwall,004C,"Judge, Court of Criminal Appeals, Place 5",,REP,Steve Smith,47,12,2,24,9,0
Rockwall,0001,"Judge, Court of Criminal Appeals, Place 5",,REP,OVER VOTES,0,0,0,0,0,0
Rockwall,001A,"Judge, Court of Criminal Appeals, Place 5",,REP,OVER VOTES,0,0,0,0,0,0
Rockwall,001B,"Judge, Court of Criminal Appeals, Place 5",,REP,OVER VOTES,0,0,0,0,0,0
Rockwall,001C,"Judge, Court of Criminal Appeals, Place 5",,REP,OVER VOTES,0,0,0,0,0,0
Rockwall,0002,"Judge, Court of Criminal Appeals, Place 5",,REP,OVER VOTES,0,0,0,0,0,0
Rockwall,002A,"Judge, Court of Criminal Appeals, Place 5",,REP,OVER VOTES,0,0,0,0,0,0
Rockwall,002B,"Judge, Court of Criminal Appeals, Place 5",,REP,OVER VOTES,0,0,0,0,0,0
Rockwall,002C,"Judge, Court of Criminal Appeals, Place 5",,REP,OVER VOTES,0,0,0,0,0,0
Rockwall,0003,"Judge, Court of Criminal Appeals, Place 5",,REP,OVER VOTES,0,0,0,0,0,0
Rockwall,003A,"Judge, Court of Criminal Appeals, Place 5",,REP,OVER VOTES,0,0,0,0,0,0
Rockwall,003B,"Judge, Court of Criminal Appeals, Place 5",,REP,OVER VOTES,0,0,0,0,0,0
Rockwall,003C,"Judge, Court of Criminal Appeals, Place 5",,REP,OVER VOTES,0,0,0,0,0,0
Rockwall,003D,"Judge, Court of Criminal Appeals, Place 5",,REP,OVER VOTES,0,0,0,0,0,0
Rockwall,0004,"Judge, Court of Criminal Appeals, Place 5",,REP,OVER VOTES,0,0,0,0,0,0
Rockwall,004A,"Judge, Court of Criminal Appeals, Place 5",,REP,OVER VOTES,0,0,0,0,0,0
Rockwall,004B,"Judge, Court of Criminal Appeals, Place 5",,REP,OVER VOTES,0,0,0,0,0,0
Rockwall,004C,"Judge, Court of Criminal Appeals, Place 5",,REP,OVER VOTES,0,0,0,0,0,0
Rockwall,0001,"Judge, Court of Criminal Appeals, Place 5",,REP,UNDER VOTES,557,78,191,68,187,33
Rockwall,001A,"Judge, Court of Criminal Appeals, Place 5",,REP,UNDER VOTES,249,28,62,72,81,6
Rockwall,001B,"Judge, Court of Criminal Appeals, Place 5",,REP,UNDER VOTES,510,87,148,74,190,11
Rockwall,001C,"Judge, Court of Criminal Appeals, Place 5",,REP,UNDER VOTES,403,66,114,86,129,8
Rockwall,0002,"Judge, Court of Criminal Appeals, Place 5",,REP,UNDER VOTES,501,81,149,88,157,26
Rockwall,002A,"Judge, Court of Criminal Appeals, Place 5",,REP,UNDER VOTES,473,95,107,84,164,23
Rockwall,002B,"Judge, Court of Criminal Appeals, Place 5",,REP,UNDER VOTES,154,15,47,46,44,2
Rockwall,002C,"Judge, Court of Criminal Appeals, Place 5",,REP,UNDER VOTES,525,85,252,67,104,17
