county,precinct,office,district,candidate,party,early_voting,election_day,mail,early_voting_paper,votes
El Paso,078-NAZARETH LIVING CTR,JUDGE 327TH JUDICIAL DISTRICT,,LINDA YEE CHEW,DEM,278,150,3,57,488
El Paso,078-NAZARETH LIVING CTR,EL PASO COUNTY JUDGE,,RICARDO SAMANIEGO,DEM,280,150,3,57,490
El Paso,078-NAZARETH LIVING CTR,JUDGE COUNTY COURT AT LAW 1,,RUTH REYES,DEM,277,152,3,56,488
El Paso,078-NAZARETH LIVING CTR,JUDGE COUNTY COURT AT LAW 2,,JULIE GONZALEZ,DEM,274,152,3,54,483
El Paso,078-NAZARETH LIVING CTR,JUDGE COUNTY COURT AT LAW 3,,JAVIER ALVAREZ,DEM,274,149,3,55,481
El Paso,078-NAZARETH LIVING CTR,JUDGE COUNTY COURT AT LAW 4,,ALEX GONZALEZ,DEM,273,148,3,54,478
El Paso,078-NAZARETH LIVING CTR,JUDGE COUNTY COURT AT LAW 5,,JESUS RODRIGUEZ,DEM,272,151,3,55,481
El Paso,078-NAZARETH LIVING CTR,JUDGE COUNTY COURT AT LAW 6,,M SUE KURITA,DEM,273,149,3,55,480
El Paso,078-NAZARETH LIVING CTR,JUDGE COUNTY COURT AT LAW 7,,RUBEN MORALES,DEM,271,149,3,53,476
El Paso,078-NAZARETH LIVING CTR,JUDGE COUNTY CRIMINAL COURT 1,,ALMA TREJO,DEM,275,150,3,54,482
El Paso,078-NAZARETH LIVING CTR,JUDGE COUNTY CRIMINAL COURT 2,,ROBERT S ANCHONDO,DEM,278,147,3,55,483
El Paso,078-NAZARETH LIVING CTR,JUDGE COUNTY PROBATE COURT 1,,PATRICIA B CHEW,DEM,275,147,3,57,482
El Paso,078-NAZARETH LIVING CTR,JUDGE COUNTY PROBATE COURT 2,,EDUARDO GAMBOA,DEM,277,149,3,55,484
El Paso,078-NAZARETH LIVING CTR,DISTRICT CLERK,,NORMA FAVELA BARCELE,DEM,275,148,3,55,481
El Paso,078-NAZARETH LIVING CTR,COUNTY CLERK,,DELIA BRIONES,DEM,269,153,3,53,478
El Paso,078-NAZARETH LIVING CTR,COUNTY COMMISSIONER 2,,DAVID STOUT,DEM,275,151,3,57,486
El Paso,078-NAZARETH LIVING CTR,JUSTICE OF THE PEACE 3,,JOSH HERRERA,DEM,274,150,3,55,482
El Paso,079-JEFFERSON HIGH,EPISD TAX PROP,,FOR,NP,74,62,0,11,147
El Paso,079-JEFFERSON HIGH,EPISD TAX PROP,,AGAINST,NP,45,39,0,9,93
El Paso,079-JEFFERSON HIGH,"CITY REP OF EL PASO, DIST 8",,RICHARD RICH WRIGHT,NP,13,14,0,1,28
El Paso,079-JEFFERSON HIGH,"CITY REP OF EL PASO, DIST 8",,NICHOLAS ANTHONY VAS,NP,37,20,0,4,61
El Paso,079-JEFFERSON HIGH,"CITY REP OF EL PASO, DIST 8",,GREG BAINE,NP,7,11,0,0,18
El Paso,079-JEFFERSON HIGH,"CITY REP OF EL PASO, DIST 8",,CISSY LIZARRAGA,NP,38,36,0,7,81
El Paso,079-JEFFERSON HIGH,"CITY REP OF EL PASO, DIST 8",,DYLAN CORBETT,NP,10,4,0,7,21
El Paso,079-JEFFERSON HIGH,CITY OF EL PASO CHARTER PROP 1,,FOR,NP,60,58,1,10,129
El Paso,079-JEFFERSON HIGH,CITY OF EL PASO CHARTER PROP 1,,AGAINST,NP,45,33,0,9,87
El Paso,079-JEFFERSON HIGH,Straight Party,,REPUBLICAN,REP,16,11,0,4,31
El Paso,079-JEFFERSON HIGH,Straight Party,,DEMOCRAT,DEM,92,76,1,15,184
El Paso,079-JEFFERSON HIGH,Straight Party,,LIBERTARIAN,LIB,0,2,0,0,2
El Paso,079-JEFFERSON HIGH,U.S. Senate,,TED CRUZ,REP,20,15,0,4,39
El Paso,079-JEFFERSON HIGH,U.S. Senate,,BETO OROURKE,DEM,114,96,1,19,230
El Paso,079-JEFFERSON HIGH,U.S. Senate,,NEAL M DIKEMAN,LIB,2,0,0,2,4
El Paso,079-JEFFERSON HIGH,U.S. House,16,RICK SEEBERGER,REP,24,12,0,4,40
El Paso,079-JEFFERSON HIGH,U.S. House,16,VERONICA ESCOBAR,DEM,104,92,1,17,214
El Paso,079-JEFFERSON HIGH,U.S. House,16,BEN MENDOZA,IND,4,3,0,4,11
El Paso,079-JEFFERSON HIGH,U.S. House,16,Write-In,NP,0,0,0,0,0
El Paso,079-JEFFERSON HIGH,GOVERNOR,,GREG ABBOTT,REP,21,19,0,5,45
El Paso,079-JEFFERSON HIGH,GOVERNOR,,LUPE VALDEZ,DEM,108,87,1,17,213
El Paso,079-JEFFERSON HIGH,GOVERNOR,,MARK JAY TIPPETTS,LIB,2,1,0,1,4
El Paso,079-JEFFERSON HIGH,Lieutenant Governor,,DAN PATRICK,REP,22,14,0,4,40
El Paso,079-JEFFERSON HIGH,Lieutenant Governor,,MIKE COLLIER,DEM,107,88,1,18,214
El Paso,079-JEFFERSON HIGH,Lieutenant Governor,,KERRY DOUGLAS MCKENN,LIB,2,3,0,1,6
El Paso,079-JEFFERSON HIGH,Attorney General,,KEN PAXTON,REP,21,16,0,4,41
El Paso,079-JEFFERSON HIGH,Attorney General,,JUSTIN NELSON,DEM,107,83,1,18,209
El Paso,079-JEFFERSON HIGH,Attorney General,,MICHAEL RAY HARRIS,LIB,3,6,0,1,10
El Paso,079-JEFFERSON HIGH,Comptroller	of Public Accounts,,GLENN HEGAR,REP,19,12,0,4,35
El Paso,079-JEFFERSON HIGH,Comptroller	of Public Accounts,,JOI CHEVALIER,DEM,105,86,1,16,208
El Paso,079-JEFFERSON HIGH,Comptroller	of Public Accounts,,BEN SANDERS,LIB,5,8,0,3,16
El Paso,079-JEFFERSON HIGH,Commissioner of the General Land Office,,GEORGE P BUSH,REP,21,17,0,5,43
El Paso,079-JEFFERSON HIGH,Commissioner of the General Land Office,,MIGUEL SUAZO,DEM,106,87,1,16,210
El Paso,079-JEFFERSON HIGH,Commissioner of the General Land Office,,MATT PINA,LIB,4,2,0,2,8
El Paso,079-JEFFERSON HIGH,COMMISSIONER OF AGRICULTURE,,SID MILLER,REP,20,15,0,4,39
El Paso,079-JEFFERSON HIGH,COMMISSIONER OF AGRICULTURE,,KIM OLSON,DEM,109,87,1,17,214
El Paso,079-JEFFERSON HIGH,COMMISSIONER OF AGRICULTURE,,RICHARD CARPENTER,LIB,1,4,0,2,7
El Paso,079-JEFFERSON HIGH,RAILROAD COMMISSIONER,,CHRISTI CRADDICK,REP,19,16,0,4,39
El Paso,079-JEFFERSON HIGH,RAILROAD COMMISSIONER,,ROMAN MCALLEN,DEM,108,87,1,17,213
El Paso,079-JEFFERSON HIGH,RAILROAD COMMISSIONER,,MIKE WRIGHT,LIB,2,3,0,2,7
El Paso,079-JEFFERSON HIGH,"JUSTICE, SUPREME COURT, PLACE 2",,JIMMY BLACKLOCK,REP,19,17,0,4,40
El Paso,079-JEFFERSON HIGH,"JUSTICE, SUPREME COURT, PLACE 2",,STEVE KIRKLAND,DEM,113,88,1,19,221
El Paso,079-JEFFERSON HIGH,"JUSTICE, SUPREME COURT, PLACE 4",,JOHN DEVINE,REP,22,18,0,4,44
El Paso,079-JEFFERSON HIGH,"JUSTICE, SUPREME COURT, PLACE 4",,R K SANDILL,DEM,108,85,1,19,213
El Paso,079-JEFFERSON HIGH,"JUSTICE, SUPREME COURT, PLACE 6",,JEFF BROWN,REP,22,18,0,4,44
El Paso,079-JEFFERSON HIGH,"JUSTICE, SUPREME COURT, PLACE 6",,KATHY CHENG,DEM,108,85,1,19,213
El Paso,079-JEFFERSON HIGH,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,SHARON KELLER,REP,18,15,0,4,37
El Paso,079-JEFFERSON HIGH,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,MARIA T TERRI JACKSO,DEM,109,90,1,18,218
El Paso,079-JEFFERSON HIGH,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,WILLIAM BRYAN STRANG,LIB,6,0,0,1,7
El Paso,079-JEFFERSON HIGH,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 7",,BARBARA PARKER HERVE,REP,23,16,0,4,43
El Paso,079-JEFFERSON HIGH,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 7",,RAMONA FRANKLIN,DEM,108,89,1,19,217
El Paso,079-JEFFERSON HIGH,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 8",,MICHELLE SLAUGHTER,REP,31,31,0,6,68
El Paso,079-JEFFERSON HIGH,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 8",,MARK ASH,LIB,42,30,0,10,82
El Paso,079-JEFFERSON HIGH,STATE REPRESENTATIVE,76,CESAR J BLANCO,DEM,111,94,1,19,225
El Paso,079-JEFFERSON HIGH,"JUSTICE, 8TH COURT OF APPEALS DISTRICT, PLACE 2",,YVONNE RODRIGUEZ,DEM,113,91,1,19,224
El Paso,079-JEFFERSON HIGH,"JUSTICE, 8TH COURT OF APPEALS DISTRICT, PLACE 3",,GINA M PALAFOX,DEM,110,92,1,19,222
El Paso,079-JEFFERSON HIGH,JUDGE 120TH JUDICIAL DISTRICT,,MARIA SALAS MENDOZA,DEM,112,91,1,18,222
El Paso,079-JEFFERSON HIGH,JUDGE 168TH JUDICIAL DISTRICT,,MARCOS LIZARRAGA,DEM,110,91,1,18,220
El Paso,079-JEFFERSON HIGH,JUDGE 171ST JUDICIAL DISTRICT,,BONNIE RANGEL,DEM,113,92,1,18,224
El Paso,079-JEFFERSON HIGH,JUDGE 205TH JUDICIAL DISTRICT,,FRANCISCO X DOMINGUE,DEM,112,92,1,18,223
El Paso,079-JEFFERSON HIGH,JUDGE 210TH JUDICIAL DISTRICT,,ALYSSA G PEREZ,DEM,110,92,1,18,221
El Paso,079-JEFFERSON HIGH,JUDGE 243RD JUDICIAL DISTRICT,,SELENA SOLIS,DEM,112,90,1,19,222
El Paso,079-JEFFERSON HIGH,JUDGE 327TH JUDICIAL DISTRICT,,LINDA YEE CHEW,DEM,110,91,1,18,220
El Paso,079-JEFFERSON HIGH,EL PASO COUNTY JUDGE,,RICARDO SAMANIEGO,DEM,111,91,1,19,222
El Paso,079-JEFFERSON HIGH,JUDGE COUNTY COURT AT LAW 1,,RUTH REYES,DEM,111,91,1,18,221
El Paso,079-JEFFERSON HIGH,JUDGE COUNTY COURT AT LAW 2,,JULIE GONZALEZ,DEM,111,91,1,18,221
El Paso,079-JEFFERSON HIGH,JUDGE COUNTY COURT AT LAW 3,,JAVIER ALVAREZ,DEM,110,90,1,18,219
El Paso,079-JEFFERSON HIGH,JUDGE COUNTY COURT AT LAW 4,,ALEX GONZALEZ,DEM,113,91,1,18,223
El Paso,079-JEFFERSON HIGH,JUDGE COUNTY COURT AT LAW 5,,JESUS RODRIGUEZ,DEM,109,93,1,18,221
El Paso,079-JEFFERSON HIGH,JUDGE COUNTY COURT AT LAW 6,,M SUE KURITA,DEM,110,91,1,19,221
El Paso,079-JEFFERSON HIGH,JUDGE COUNTY COURT AT LAW 7,,RUBEN MORALES,DEM,110,93,1,18,222
El Paso,079-JEFFERSON HIGH,JUDGE COUNTY CRIMINAL COURT 1,,ALMA TREJO,DEM,112,92,1,18,223
El Paso,079-JEFFERSON HIGH,JUDGE COUNTY CRIMINAL COURT 2,,ROBERT S ANCHONDO,DEM,112,88,1,19,220
El Paso,079-JEFFERSON HIGH,JUDGE COUNTY PROBATE COURT 1,,PATRICIA B CHEW,DEM,112,92,1,18,223
El Paso,079-JEFFERSON HIGH,JUDGE COUNTY PROBATE COURT 2,,EDUARDO GAMBOA,DEM,109,91,1,18,219
El Paso,079-JEFFERSON HIGH,DISTRICT CLERK,,NORMA FAVELA BARCELE,DEM,111,91,1,19,222
El Paso,079-JEFFERSON HIGH,COUNTY CLERK,,DELIA BRIONES,DEM,111,93,1,19,224
El Paso,079-JEFFERSON HIGH,COUNTY COMMISSIONER 2,,DAVID STOUT,DEM,110,90,1,18,219
El Paso,079-JEFFERSON HIGH,JUSTICE OF THE PEACE 3,,JOSH HERRERA,DEM,111,90,1,19,221
El Paso,080-BURLESON ELEM,EPISD TAX PROP,,FOR,NP,121,173,2,21,317
El Paso,080-BURLESON ELEM,EPISD TAX PROP,,AGAINST,NP,98,115,0,20,233
El Paso,080-BURLESON ELEM,"CITY REP OF EL PASO, DIST 8",,RICHARD RICH WRIGHT,NP,29,35,0,4,68
El Paso,080-BURLESON ELEM,"CITY REP OF EL PASO, DIST 8",,NICHOLAS ANTHONY VAS,NP,51,61,0,9,121
El Paso,080-BURLESON ELEM,"CITY REP OF EL PASO, DIST 8",,GREG BAINE,NP,17,13,0,2,32
El Paso,080-BURLESON ELEM,"CITY REP OF EL PASO, DIST 8",,CISSY LIZARRAGA,NP,96,124,2,21,243
El Paso,080-BURLESON ELEM,"CITY REP OF EL PASO, DIST 8",,DYLAN CORBETT,NP,16,18,0,1,35
El Paso,080-BURLESON ELEM,CITY OF EL PASO CHARTER PROP 1,,FOR,NP,119,156,2,20,297
El Paso,080-BURLESON ELEM,CITY OF EL PASO CHARTER PROP 1,,AGAINST,NP,77,113,0,20,210
El Paso,080-BURLESON ELEM,Straight Party,,REPUBLICAN,REP,22,19,0,3,44
El Paso,080-BURLESON ELEM,Straight Party,,DEMOCRAT,DEM,171,241,3,33,448
El Paso,080-BURLESON ELEM,Straight Party,,LIBERTARIAN,LIB,2,4,0,0,6
El Paso,080-BURLESON ELEM,U.S. Senate,,TED CRUZ,REP,24,31,0,4,59
El Paso,080-BURLESON ELEM,U.S. Senate,,BETO OROURKE,DEM,217,293,3,39,552
El Paso,080-BURLESON ELEM,U.S. Senate,,NEAL M DIKEMAN,LIB,3,6,0,1,10
El Paso,080-BURLESON ELEM,U.S. House,16,RICK SEEBERGER,REP,26,32,0,4,62
El Paso,080-BURLESON ELEM,U.S. House,16,VERONICA ESCOBAR,DEM,206,277,3,38,524
El Paso,080-BURLESON ELEM,U.S. House,16,BEN MENDOZA,IND,8,11,0,2,21
El Paso,080-BURLESON ELEM,U.S. House,16,Write-In,NP,1,0,0,0,1
El Paso,080-BURLESON ELEM,GOVERNOR,,GREG ABBOTT,REP,38,45,0,7,90
El Paso,080-BURLESON ELEM,GOVERNOR,,LUPE VALDEZ,DEM,196,271,3,37,507
El Paso,080-BURLESON ELEM,GOVERNOR,,MARK JAY TIPPETTS,LIB,6,5,0,0,11
El Paso,080-BURLESON ELEM,Lieutenant Governor,,DAN PATRICK,REP,35,37,0,5,77
El Paso,080-BURLESON ELEM,Lieutenant Governor,,MIKE COLLIER,DEM,194,271,3,39,507
El Paso,080-BURLESON ELEM,Lieutenant Governor,,KERRY DOUGLAS MCKENN,LIB,8,10,0,0,18
El Paso,080-BURLESON ELEM,Attorney General,,KEN PAXTON,REP,29,31,0,9,69
El Paso,080-BURLESON ELEM,Attorney General,,JUSTIN NELSON,DEM,200,275,3,33,511
El Paso,080-BURLESON ELEM,Attorney General,,MICHAEL RAY HARRIS,LIB,7,14,0,2,23
El Paso,080-BURLESON ELEM,Comptroller	of Public Accounts,,GLENN HEGAR,REP,30,30,0,4,64
El Paso,080-BURLESON ELEM,Comptroller	of Public Accounts,,JOI CHEVALIER,DEM,188,267,3,36,494
El Paso,080-BURLESON ELEM,Comptroller	of Public Accounts,,BEN SANDERS,LIB,23,20,0,4,47
El Paso,080-BURLESON ELEM,Commissioner of the General Land Office,,GEORGE P BUSH,REP,31,40,0,5,76
El Paso,080-BURLESON ELEM,Commissioner of the General Land Office,,MIGUEL SUAZO,DEM,198,271,3,38,510
El Paso,080-BURLESON ELEM,Commissioner of the General Land Office,,MATT PINA,LIB,9,13,0,1,23
El Paso,080-BURLESON ELEM,COMMISSIONER OF AGRICULTURE,,SID MILLER,REP,25,29,0,5,59
El Paso,080-BURLESON ELEM,COMMISSIONER OF AGRICULTURE,,KIM OLSON,DEM,200,277,3,36,516
El Paso,080-BURLESON ELEM,COMMISSIONER OF AGRICULTURE,,RICHARD CARPENTER,LIB,13,15,0,3,31
El Paso,080-BURLESON ELEM,RAILROAD COMMISSIONER,,CHRISTI CRADDICK,REP,28,30,0,4,62
El Paso,080-BURLESON ELEM,RAILROAD COMMISSIONER,,ROMAN MCALLEN,DEM,199,276,3,39,517
El Paso,080-BURLESON ELEM,RAILROAD COMMISSIONER,,MIKE WRIGHT,LIB,10,15,0,1,26
El Paso,080-BURLESON ELEM,"JUSTICE, SUPREME COURT, PLACE 2",,JIMMY BLACKLOCK,REP,27,34,0,5,66
El Paso,080-BURLESON ELEM,"JUSTICE, SUPREME COURT, PLACE 2",,STEVE KIRKLAND,DEM,211,286,3,39,539
El Paso,080-BURLESON ELEM,"JUSTICE, SUPREME COURT, PLACE 4",,JOHN DEVINE,REP,35,37,0,7,79
El Paso,080-BURLESON ELEM,"JUSTICE, SUPREME COURT, PLACE 4",,R K SANDILL,DEM,203,280,3,36,522
El Paso,080-BURLESON ELEM,"JUSTICE, SUPREME COURT, PLACE 6",,JEFF BROWN,REP,31,32,0,6,69
El Paso,080-BURLESON ELEM,"JUSTICE, SUPREME COURT, PLACE 6",,KATHY CHENG,DEM,206,288,3,38,535
El Paso,080-BURLESON ELEM,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,SHARON KELLER,REP,28,29,0,6,63
El Paso,080-BURLESON ELEM,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,MARIA T TERRI JACKSO,DEM,198,276,3,37,514
El Paso,080-BURLESON ELEM,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,WILLIAM BRYAN STRANG,LIB,13,16,0,1,30
El Paso,080-BURLESON ELEM,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 7",,BARBARA PARKER HERVE,REP,30,36,0,5,71
El Paso,080-BURLESON ELEM,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 7",,RAMONA FRANKLIN,DEM,206,284,3,38,531
El Paso,080-BURLESON ELEM,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 8",,MICHELLE SLAUGHTER,REP,44,60,0,9,113
El Paso,080-BURLESON ELEM,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 8",,MARK ASH,LIB,88,95,1,12,196
El Paso,080-BURLESON ELEM,STATE REPRESENTATIVE,76,CESAR J BLANCO,DEM,213,291,3,41,548
El Paso,080-BURLESON ELEM,"JUSTICE, 8TH COURT OF APPEALS DISTRICT, PLACE 2",,YVONNE RODRIGUEZ,DEM,215,291,3,40,549
El Paso,080-BURLESON ELEM,"JUSTICE, 8TH COURT OF APPEALS DISTRICT, PLACE 3",,GINA M PALAFOX,DEM,212,292,3,40,547
El Paso,080-BURLESON ELEM,JUDGE 120TH JUDICIAL DISTRICT,,MARIA SALAS MENDOZA,DEM,213,287,3,41,544
El Paso,080-BURLESON ELEM,JUDGE 168TH JUDICIAL DISTRICT,,MARCOS LIZARRAGA,DEM,210,293,3,38,544
El Paso,080-BURLESON ELEM,JUDGE 171ST JUDICIAL DISTRICT,,BONNIE RANGEL,DEM,208,289,3,39,539
El Paso,080-BURLESON ELEM,JUDGE 205TH JUDICIAL DISTRICT,,FRANCISCO X DOMINGUE,DEM,209,289,3,41,542
El Paso,080-BURLESON ELEM,JUDGE 210TH JUDICIAL DISTRICT,,ALYSSA G PEREZ,DEM,210,286,3,39,538
El Paso,080-BURLESON ELEM,JUDGE 243RD JUDICIAL DISTRICT,,SELENA SOLIS,DEM,209,285,3,39,536
El Paso,080-BURLESON ELEM,JUDGE 327TH JUDICIAL DISTRICT,,LINDA YEE CHEW,DEM,204,287,3,39,533
El Paso,080-BURLESON ELEM,EL PASO COUNTY JUDGE,,RICARDO SAMANIEGO,DEM,208,288,3,41,540
El Paso,080-BURLESON ELEM,JUDGE COUNTY COURT AT LAW 1,,RUTH REYES,DEM,208,287,3,37,535
El Paso,080-BURLESON ELEM,JUDGE COUNTY COURT AT LAW 2,,JULIE GONZALEZ,DEM,206,287,3,41,537
El Paso,080-BURLESON ELEM,JUDGE COUNTY COURT AT LAW 3,,JAVIER ALVAREZ,DEM,206,286,3,40,535
El Paso,080-BURLESON ELEM,JUDGE COUNTY COURT AT LAW 4,,ALEX GONZALEZ,DEM,205,288,3,39,535
El Paso,080-BURLESON ELEM,JUDGE COUNTY COURT AT LAW 5,,JESUS RODRIGUEZ,DEM,207,283,3,40,533
El Paso,080-BURLESON ELEM,JUDGE COUNTY COURT AT LAW 6,,M SUE KURITA,DEM,206,291,3,39,539
El Paso,080-BURLESON ELEM,JUDGE COUNTY COURT AT LAW 7,,RUBEN MORALES,DEM,209,290,3,39,541
El Paso,080-BURLESON ELEM,JUDGE COUNTY CRIMINAL COURT 1,,ALMA TREJO,DEM,209,287,3,40,539
El Paso,080-BURLESON ELEM,JUDGE COUNTY CRIMINAL COURT 2,,ROBERT S ANCHONDO,DEM,208,287,3,40,538
El Paso,080-BURLESON ELEM,JUDGE COUNTY PROBATE COURT 1,,PATRICIA B CHEW,DEM,209,291,3,40,543
El Paso,080-BURLESON ELEM,JUDGE COUNTY PROBATE COURT 2,,EDUARDO GAMBOA,DEM,209,289,3,40,541
El Paso,080-BURLESON ELEM,DISTRICT CLERK,,NORMA FAVELA BARCELE,DEM,211,288,3,38,540
El Paso,080-BURLESON ELEM,COUNTY CLERK,,DELIA BRIONES,DEM,209,289,3,39,540
El Paso,080-BURLESON ELEM,COUNTY COMMISSIONER 2,,DAVID STOUT,DEM,208,286,3,39,536
El Paso,080-BURLESON ELEM,JUSTICE OF THE PEACE 3,,JOSH HERRERA,DEM,209,290,3,40,542
El Paso,081-SAN JUAN REC CTR,EPISD TAX PROP,,FOR,NP,38,37,0,5,80
El Paso,081-SAN JUAN REC CTR,EPISD TAX PROP,,AGAINST,NP,33,21,0,1,55
El Paso,081-SAN JUAN REC CTR,CITY OF EL PASO CHARTER PROP 1,,FOR,NP,38,32,0,4,74
El Paso,081-SAN JUAN REC CTR,CITY OF EL PASO CHARTER PROP 1,,AGAINST,NP,29,25,0,2,56
El Paso,081-SAN JUAN REC CTR,Straight Party,,REPUBLICAN,REP,10,9,0,0,19
El Paso,081-SAN JUAN REC CTR,Straight Party,,DEMOCRAT,DEM,47,36,0,4,87
El Paso,081-SAN JUAN REC CTR,Straight Party,,LIBERTARIAN,LIB,1,1,0,0,2
El Paso,081-SAN JUAN REC CTR,U.S. Senate,,TED CRUZ,REP,16,9,0,1,26
El Paso,081-SAN JUAN REC CTR,U.S. Senate,,BETO OROURKE,DEM,63,53,0,8,124
El Paso,081-SAN JUAN REC CTR,U.S. Senate,,NEAL M DIKEMAN,LIB,1,1,0,0,2
El Paso,081-SAN JUAN REC CTR,U.S. House,16,RICK SEEBERGER,REP,18,12,0,1,31
El Paso,081-SAN JUAN REC CTR,U.S. House,16,VERONICA ESCOBAR,DEM,57,49,0,8,114
El Paso,081-SAN JUAN REC CTR,U.S. House,16,BEN MENDOZA,IND,4,2,0,0,6
El Paso,081-SAN JUAN REC CTR,U.S. House,16,Write-In,NP,0,0,0,0,0
El Paso,081-SAN JUAN REC CTR,GOVERNOR,,GREG ABBOTT,REP,21,14,0,2,37
El Paso,081-SAN JUAN REC CTR,GOVERNOR,,LUPE VALDEZ,DEM,57,49,0,7,113
El Paso,081-SAN JUAN REC CTR,GOVERNOR,,MARK JAY TIPPETTS,LIB,2,0,0,0,2
El Paso,081-SAN JUAN REC CTR,Lieutenant Governor,,DAN PATRICK,REP,19,10,0,1,30
El Paso,081-SAN JUAN REC CTR,Lieutenant Governor,,MIKE COLLIER,DEM,57,52,0,8,117
El Paso,081-SAN JUAN REC CTR,Lieutenant Governor,,KERRY DOUGLAS MCKENN,LIB,3,1,0,0,4
El Paso,081-SAN JUAN REC CTR,Attorney General,,KEN PAXTON,REP,15,10,0,1,26
El Paso,081-SAN JUAN REC CTR,Attorney General,,JUSTIN NELSON,DEM,61,49,0,8,118
El Paso,081-SAN JUAN REC CTR,Attorney General,,MICHAEL RAY HARRIS,LIB,3,3,0,0,6
El Paso,081-SAN JUAN REC CTR,Comptroller	of Public Accounts,,GLENN HEGAR,REP,16,12,0,1,29
El Paso,081-SAN JUAN REC CTR,Comptroller	of Public Accounts,,JOI CHEVALIER,DEM,58,47,0,7,112
El Paso,081-SAN JUAN REC CTR,Comptroller	of Public Accounts,,BEN SANDERS,LIB,4,4,0,1,9
El Paso,081-SAN JUAN REC CTR,Commissioner of the General Land Office,,GEORGE P BUSH,REP,17,11,0,3,31
El Paso,081-SAN JUAN REC CTR,Commissioner of the General Land Office,,MIGUEL SUAZO,DEM,57,51,0,6,114
El Paso,081-SAN JUAN REC CTR,Commissioner of the General Land Office,,MATT PINA,LIB,4,1,0,0,5
El Paso,081-SAN JUAN REC CTR,COMMISSIONER OF AGRICULTURE,,SID MILLER,REP,14,10,0,1,25
El Paso,081-SAN JUAN REC CTR,COMMISSIONER OF AGRICULTURE,,KIM OLSON,DEM,58,53,0,8,119
El Paso,081-SAN JUAN REC CTR,COMMISSIONER OF AGRICULTURE,,RICHARD CARPENTER,LIB,5,0,0,0,5
El Paso,081-SAN JUAN REC CTR,RAILROAD COMMISSIONER,,CHRISTI CRADDICK,REP,14,11,0,1,26
El Paso,081-SAN JUAN REC CTR,RAILROAD COMMISSIONER,,ROMAN MCALLEN,DEM,58,50,0,8,116
El Paso,081-SAN JUAN REC CTR,RAILROAD COMMISSIONER,,MIKE WRIGHT,LIB,4,2,0,0,6
El Paso,081-SAN JUAN REC CTR,"JUSTICE, SUPREME COURT, PLACE 2",,JIMMY BLACKLOCK,REP,16,10,0,2,28
El Paso,081-SAN JUAN REC CTR,"JUSTICE, SUPREME COURT, PLACE 2",,STEVE KIRKLAND,DEM,63,52,0,7,122
El Paso,081-SAN JUAN REC CTR,"JUSTICE, SUPREME COURT, PLACE 4",,JOHN DEVINE,REP,17,12,0,2,31
El Paso,081-SAN JUAN REC CTR,"JUSTICE, SUPREME COURT, PLACE 4",,R K SANDILL,DEM,61,50,0,7,118
El Paso,081-SAN JUAN REC CTR,"JUSTICE, SUPREME COURT, PLACE 6",,JEFF BROWN,REP,16,9,0,1,26
El Paso,081-SAN JUAN REC CTR,"JUSTICE, SUPREME COURT, PLACE 6",,KATHY CHENG,DEM,63,52,0,8,123
El Paso,081-SAN JUAN REC CTR,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,SHARON KELLER,REP,16,9,0,1,26
El Paso,081-SAN JUAN REC CTR,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,MARIA T TERRI JACKSO,DEM,60,52,0,8,120
El Paso,081-SAN JUAN REC CTR,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,WILLIAM BRYAN STRANG,LIB,3,2,0,0,5
El Paso,081-SAN JUAN REC CTR,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 7",,BARBARA PARKER HERVE,REP,17,9,0,1,27
El Paso,081-SAN JUAN REC CTR,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 7",,RAMONA FRANKLIN,DEM,61,53,0,8,122
El Paso,081-SAN JUAN REC CTR,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 8",,MICHELLE SLAUGHTER,REP,25,22,0,3,50
El Paso,081-SAN JUAN REC CTR,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 8",,MARK ASH,LIB,22,12,0,4,38
El Paso,081-SAN JUAN REC CTR,STATE REPRESENTATIVE,76,CESAR J BLANCO,DEM,63,56,0,7,126
El Paso,081-SAN JUAN REC CTR,"JUSTICE, 8TH COURT OF APPEALS DISTRICT, PLACE 2",,YVONNE RODRIGUEZ,DEM,62,57,0,7,126
