county,precinct,office,district,candidate,party,absentee,early_voting,election_day,limited,provisional,votes
Parker,400 - BS26,President,,Brian Carroll/Amar Patel (W),,0,0,0,0,0,0
Parker,400 - BS26,President,,Gloria La Riva/Leonard Peltier (W),,0,0,0,0,0,0
Parker,400 - BS26,President,,Jesse Cuellar/Jimmy Monreal (W),,0,0,0,0,0,0
Parker,400 - BS26,President,,Kasey Wells/Rachel Wells (W),,0,0,0,0,0,0
Parker,400 - BS26,President,,President R. Boddie/Eric C. Stoneham (W),,0,0,0,0,0,0
Parker,400 - BS26,President,,Robert Morrow/Anne Beckett (W),,0,0,0,0,0,0
Parker,400 - BS26,President,,Todd Cella/Tim Cella (W),,0,0,0,0,0,0
Parker,400 - BS26,President,,Tom Hoefling/Andy Prior (W),,0,0,0,0,0,0
Parker,400 - BS26,President,,Under Votes,,0,1,0,0,0,1
Parker,400 - BS26,President,,Over Votes,,0,0,0,0,0,0
Parker,400 - BS26,U.S. Senate,,John Cornyn,REP,3,74,14,2,0,93
Parker,400 - BS26,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,3,22,4,1,0,30
Parker,400 - BS26,U.S. Senate,,Kerry Douglas McKennon,LIB,0,3,1,0,0,4
Parker,400 - BS26,U.S. Senate,,David B. Collins,GRN,0,1,0,0,0,1
Parker,400 - BS26,U.S. Senate,,Ricardo Turullols-Bonilla (W),,0,0,0,0,0,0
Parker,400 - BS26,U.S. Senate,,Under Votes,,0,0,1,0,0,1
Parker,400 - BS26,U.S. Senate,,Over Votes,,1,0,0,0,0,1
Parker,400 - BS26,U.S. House,12,Kay Granger,REP,4,76,17,1,0,98
Parker,400 - BS26,U.S. House,12,Lisa Welch,DEM,3,20,2,1,0,26
Parker,400 - BS26,U.S. House,12,Trey Holcomb,LIB,0,3,1,0,0,4
Parker,400 - BS26,U.S. House,12,Under Votes,,0,1,0,1,0,2
Parker,400 - BS26,U.S. House,12,Over Votes,,0,0,0,0,0,0
Parker,400 - BS26,Railroad Commissioner,,"James ""Jim"" Wright",REP,4,78,15,2,0,99
Parker,400 - BS26,Railroad Commissioner,,Chrysta Castañeda,DEM,3,19,3,1,0,26
Parker,400 - BS26,Railroad Commissioner,,Matt Sterett,LIB,0,1,0,0,0,1
Parker,400 - BS26,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRN,0,2,1,0,0,3
Parker,400 - BS26,Railroad Commissioner,,Under Votes,,0,0,1,0,0,1
Parker,400 - BS26,Railroad Commissioner,,Over Votes,,0,0,0,0,0,0
Parker,400 - BS26,"Chief Justice, Supreme Court",,Nathan Hecht,REP,4,74,14,2,0,94
Parker,400 - BS26,"Chief Justice, Supreme Court",,Amy Clark Meachum,DEM,3,24,4,1,0,32
Parker,400 - BS26,"Chief Justice, Supreme Court",,Mark Ash,LIB,0,2,1,0,0,3
Parker,400 - BS26,"Chief Justice, Supreme Court",,Under Votes,,0,0,1,0,0,1
Parker,400 - BS26,"Chief Justice, Supreme Court",,Over Votes,,0,0,0,0,0,0
Parker,400 - BS26,"Justice, Supreme Court, Place 6 Unexpired Term",,Jane Bland,REP,4,77,17,2,0,100
Parker,400 - BS26,"Justice, Supreme Court, Place 6 Unexpired Term",,Kathy Cheng,DEM,3,23,2,1,0,29
Parker,400 - BS26,"Justice, Supreme Court, Place 6 Unexpired Term",,Under Votes,,0,0,1,0,0,1
Parker,400 - BS26,"Justice, Supreme Court, Place 6 Unexpired Term",,Over Votes,,0,0,0,0,0,0
Parker,400 - BS26,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,4,75,13,2,0,94
Parker,400 - BS26,"Justice, Supreme Court, Place 7",,Staci Williams,DEM,3,23,4,1,0,31
Parker,400 - BS26,"Justice, Supreme Court, Place 7",,William Bryan Strange III,LIB,0,2,2,0,0,4
Parker,400 - BS26,"Justice, Supreme Court, Place 7",,Under Votes,,0,0,1,0,0,1
Parker,400 - BS26,"Justice, Supreme Court, Place 7",,Over Votes,,0,0,0,0,0,0
Parker,400 - BS26,"Justice, Supreme Court, Place 8",,Brett Busby,REP,4,75,14,2,0,95
Parker,400 - BS26,"Justice, Supreme Court, Place 8",,Gisela D. Triana,DEM,3,21,3,1,0,28
Parker,400 - BS26,"Justice, Supreme Court, Place 8",,Tom Oxford,LIB,0,4,2,0,0,6
Parker,400 - BS26,"Justice, Supreme Court, Place 8",,Under Votes,,0,0,1,0,0,1
Parker,400 - BS26,"Justice, Supreme Court, Place 8",,Over Votes,,0,0,0,0,0,0
Parker,400 - BS26,"Judge, Court of Criminal Appeals, Place 3",,Bert Richardson,REP,4,78,15,2,0,99
Parker,400 - BS26,"Judge, Court of Criminal Appeals, Place 3",,Elizabeth Davis Frizell,DEM,3,22,4,1,0,30
Parker,400 - BS26,"Judge, Court of Criminal Appeals, Place 3",,Under Votes,,0,0,1,0,0,1
Parker,400 - BS26,"Judge, Court of Criminal Appeals, Place 3",,Over Votes,,0,0,0,0,0,0
Parker,400 - BS26,"Judge, Court of Criminal Appeals, Place 4",,Kevin Patrick Yeary,REP,4,78,16,2,0,100
Parker,400 - BS26,"Judge, Court of Criminal Appeals, Place 4",,Tina Clinton,DEM,3,22,3,1,0,29
Parker,400 - BS26,"Judge, Court of Criminal Appeals, Place 4",,Under Votes,,0,0,1,0,0,1
Parker,400 - BS26,"Judge, Court of Criminal Appeals, Place 4",,Over Votes,,0,0,0,0,0,0
Parker,400 - BS26,"Judge, Court of Criminal Appeals, Place 9",,David Newell,REP,4,78,16,2,0,100
Parker,400 - BS26,"Judge, Court of Criminal Appeals, Place 9",,Brandon Birmingham,DEM,3,22,3,1,0,29
Parker,400 - BS26,"Judge, Court of Criminal Appeals, Place 9",,Under Votes,,0,0,1,0,0,1
Parker,400 - BS26,"Judge, Court of Criminal Appeals, Place 9",,Over Votes,,0,0,0,0,0,0
Parker,400 - BS26,State Representative,61,Phil King,REP,4,72,15,0,0,91
Parker,400 - BS26,State Representative,61,Christopher Cox,DEM,3,21,4,0,0,28
Parker,400 - BS26,State Representative,61,J. K. Stephenson,LIB,0,4,1,0,0,5
Parker,400 - BS26,State Representative,61,Under Votes,,0,3,0,3,0,6
Parker,400 - BS26,State Representative,61,Over Votes,,0,0,0,0,0,0
Parker,400 - BS26,"Justice, 2nd Court of Appeals District, Place 2",,Dana Womack,REP,5,86,17,2,0,110
Parker,400 - BS26,"Justice, 2nd Court of Appeals District, Place 2",,Under Votes,,2,14,3,1,0,20
Parker,400 - BS26,"Justice, 2nd Court of Appeals District, Place 2",,Over Votes,,0,0,0,0,0,0
Parker,400 - BS26,"Justice, 2nd Court of Appeals District, Place 6 Unexpired Term",,Mike Wallach,REP,4,78,16,2,0,100
Parker,400 - BS26,"Justice, 2nd Court of Appeals District, Place 6 Unexpired Term",,Delonia A. Watson,DEM,3,22,3,1,0,29
Parker,400 - BS26,"Justice, 2nd Court of Appeals District, Place 6 Unexpired Term",,Under Votes,,0,0,1,0,0,1
Parker,400 - BS26,"Justice, 2nd Court of Appeals District, Place 6 Unexpired Term",,Over Votes,,0,0,0,0,0,0
Parker,400 - BS26,"Justice, 2nd Court of Appeals District, Place 7",,Brian Walker,REP,5,86,16,2,0,109
Parker,400 - BS26,"Justice, 2nd Court of Appeals District, Place 7",,Under Votes,,2,14,4,1,0,21
Parker,400 - BS26,"Justice, 2nd Court of Appeals District, Place 7",,Over Votes,,0,0,0,0,0,0
Parker,400 - BS26,"District Judge, 43rd Judicial District",,Craig Towson,REP,5,86,17,0,0,108
Parker,400 - BS26,"District Judge, 43rd Judicial District",,Under Votes,,2,14,3,3,0,22
Parker,400 - BS26,"District Judge, 43rd Judicial District",,Over Votes,,0,0,0,0,0,0
Parker,400 - BS26,"District Judge, 415th Judicial District",,Graham Quisenberry,REP,5,85,16,0,0,106
Parker,400 - BS26,"District Judge, 415th Judicial District",,Under Votes,,2,15,4,3,0,24
Parker,400 - BS26,"District Judge, 415th Judicial District",,Over Votes,,0,0,0,0,0,0
Parker,400 - BS26,"District Attorney, 43rd Judicial District",,Jeff Swain,REP,5,86,18,0,0,109
Parker,400 - BS26,"District Attorney, 43rd Judicial District",,Under Votes,,2,14,2,3,0,21
Parker,400 - BS26,"District Attorney, 43rd Judicial District",,Over Votes,,0,0,0,0,0,0
Parker,400 - BS26,County Court at Law 2,,Lynn Marie Johnson,REP,5,86,18,0,0,109
Parker,400 - BS26,County Court at Law 2,,Under Votes,,2,14,2,3,0,21
Parker,400 - BS26,County Court at Law 2,,Over Votes,,0,0,0,0,0,0
Parker,400 - BS26,Sheriff,,Larry Fowler,REP,4,68,15,0,0,87
Parker,400 - BS26,Sheriff,,Russell E. Hess,LIB,2,23,5,0,0,30
Parker,400 - BS26,Sheriff,,Under Votes,,1,9,0,3,0,13
Parker,400 - BS26,Sheriff,,Over Votes,,0,0,0,0,0,0
Parker,400 - BS26,"Board of Directors, Precinct 4",,David Barbrick,,3,84,15,0,0,102
Parker,400 - BS26,"Board of Directors, Precinct 4",,Under Votes,,4,16,5,3,0,28
Parker,400 - BS26,"Board of Directors, Precinct 4",,Over Votes,,0,0,0,0,0,0
Parker,400 - BS26,Board of Trustees - Place 6,,Toby Taylor,,2,59,13,0,0,74
Parker,400 - BS26,Board of Trustees - Place 6,,AnnaLisa Banegas-Peña,,2,29,2,0,0,33
Parker,400 - BS26,Board of Trustees - Place 6,,Under Votes,,3,12,5,3,0,23
Parker,400 - BS26,Board of Trustees - Place 6,,Over Votes,,0,0,0,0,0,0
Parker,400 - BS26,Board of Trustees - Place 7,,Mike Guest,,3,83,15,0,0,101
Parker,400 - BS26,Board of Trustees - Place 7,,Under Votes,,4,17,5,3,0,29
Parker,400 - BS26,Board of Trustees - Place 7,,Over Votes,,0,0,0,0,0,0
Parker,405 - BS26,Ballots Cast,,,,,,,,,2656
Parker,405 - BS26,Registered Voters,,,,,,,,,3473
Parker,405 - BS26,President,,Donald J. Trump Michael R. Pence,REP,126,1824,139,11,26,2126
Parker,405 - BS26,President,,Joseph R. Biden Kamala D. Harris,DEM,107,335,25,2,7,476
Parker,405 - BS26,President,,"Jo Jorgensen Jeremy ""Spike"" Cohen",LIB,2,27,3,1,0,33
Parker,405 - BS26,President,,Howie Hawkins Angela Walker,GRN,1,5,1,0,0,7
Parker,405 - BS26,President,,Abram Loeb/Jennifer Jairala (W),,0,0,0,0,0,0
Parker,405 - BS26,President,,Brian Carroll/Amar Patel (W),,0,1,0,0,0,1
Parker,405 - BS26,President,,Gloria La Riva/Leonard Peltier (W),,0,0,0,0,0,0
Parker,405 - BS26,President,,Jesse Cuellar/Jimmy Monreal (W),,0,0,0,0,0,0
Parker,405 - BS26,President,,Kasey Wells/Rachel Wells (W),,0,0,0,0,0,0
Parker,405 - BS26,President,,President R. Boddie/Eric C. Stoneham (W),,0,0,0,0,0,0
Parker,405 - BS26,President,,Robert Morrow/Anne Beckett (W),,0,0,0,0,0,0
Parker,405 - BS26,President,,Todd Cella/Tim Cella (W),,0,0,0,0,0,0
Parker,405 - BS26,President,,Tom Hoefling/Andy Prior (W),,0,0,0,0,0,0
Parker,405 - BS26,President,,Under Votes,,3,7,2,0,0,12
Parker,405 - BS26,President,,Over Votes,,1,0,0,0,0,1
Parker,405 - BS26,U.S. Senate,,John Cornyn,REP,142,1820,135,11,25,2133
Parker,405 - BS26,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,94,310,20,1,6,431
Parker,405 - BS26,U.S. Senate,,Kerry Douglas McKennon,LIB,0,42,7,2,0,51
Parker,405 - BS26,U.S. Senate,,David B. Collins,GRN,0,8,2,0,0,10
Parker,405 - BS26,U.S. Senate,,Ricardo Turullols-Bonilla (W),,0,0,0,0,0,0
Parker,405 - BS26,U.S. Senate,,Under Votes,,3,19,6,0,2,30
Parker,405 - BS26,U.S. Senate,,Over Votes,,1,0,0,0,0,1
Parker,405 - BS26,U.S. House,12,Kay Granger,REP,141,1833,134,8,25,2141
Parker,405 - BS26,U.S. House,12,Lisa Welch,DEM,89,266,21,0,6,382
Parker,405 - BS26,U.S. House,12,Trey Holcomb,LIB,4,75,9,0,1,89
Parker,405 - BS26,U.S. House,12,Under Votes,,5,25,6,6,1,43
Parker,405 - BS26,U.S. House,12,Over Votes,,1,0,0,0,0,1
Parker,405 - BS26,Railroad Commissioner,,"James ""Jim"" Wright",REP,131,1815,136,13,25,2120
Parker,405 - BS26,Railroad Commissioner,,Chrysta Castañeda,DEM,94,279,20,1,7,401
Parker,405 - BS26,Railroad Commissioner,,Matt Sterett,LIB,7,60,5,0,0,72
Parker,405 - BS26,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRN,1,8,2,0,0,11
Parker,405 - BS26,Railroad Commissioner,,Under Votes,,6,37,7,0,1,51
Parker,405 - BS26,Railroad Commissioner,,Over Votes,,1,0,0,0,0,1
Parker,405 - BS26,"Chief Justice, Supreme Court",,Nathan Hecht,REP,142,1807,136,13,26,2124
Parker,405 - BS26,"Chief Justice, Supreme Court",,Amy Clark Meachum,DEM,88,304,23,1,6,422
Parker,405 - BS26,"Chief Justice, Supreme Court",,Mark Ash,LIB,2,52,5,0,0,59
Parker,405 - BS26,"Chief Justice, Supreme Court",,Under Votes,,7,36,6,0,1,50
Parker,405 - BS26,"Chief Justice, Supreme Court",,Over Votes,,1,0,0,0,0,1
Parker,405 - BS26,"Justice, Supreme Court, Place 6 Unexpired Term",,Jane Bland,REP,143,1862,142,13,26,2186
Parker,405 - BS26,"Justice, Supreme Court, Place 6 Unexpired Term",,Kathy Cheng,DEM,87,298,18,1,6,410
Parker,405 - BS26,"Justice, Supreme Court, Place 6 Unexpired Term",,Under Votes,,9,39,10,0,1,59
Parker,405 - BS26,"Justice, Supreme Court, Place 6 Unexpired Term",,Over Votes,,1,0,0,0,0,1
Parker,405 - BS26,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,139,1808,136,13,25,2121
Parker,405 - BS26,"Justice, Supreme Court, Place 7",,Staci Williams,DEM,91,294,22,1,6,414
Parker,405 - BS26,"Justice, Supreme Court, Place 7",,William Bryan Strange III,LIB,2,51,5,0,0,58
Parker,405 - BS26,"Justice, Supreme Court, Place 7",,Under Votes,,7,46,7,0,2,62
Parker,405 - BS26,"Justice, Supreme Court, Place 7",,Over Votes,,1,0,0,0,0,1
Parker,405 - BS26,"Justice, Supreme Court, Place 8",,Brett Busby,REP,144,1816,139,13,22,2134
Parker,405 - BS26,"Justice, Supreme Court, Place 8",,Gisela D. Triana,DEM,86,287,18,1,7,399
Parker,405 - BS26,"Justice, Supreme Court, Place 8",,Tom Oxford,LIB,2,53,5,0,0,60
Parker,405 - BS26,"Justice, Supreme Court, Place 8",,Under Votes,,7,43,8,0,4,62
Parker,405 - BS26,"Justice, Supreme Court, Place 8",,Over Votes,,1,0,0,0,0,1
Parker,405 - BS26,"Judge, Court of Criminal Appeals, Place 3",,Bert Richardson,REP,140,1848,138,13,25,2164
Parker,405 - BS26,"Judge, Court of Criminal Appeals, Place 3",,Elizabeth Davis Frizell,DEM,90,307,22,1,6,426
Parker,405 - BS26,"Judge, Court of Criminal Appeals, Place 3",,Under Votes,,9,44,10,0,2,65
Parker,405 - BS26,"Judge, Court of Criminal Appeals, Place 3",,Over Votes,,1,0,0,0,0,1
Parker,405 - BS26,"Judge, Court of Criminal Appeals, Place 4",,Kevin Patrick Yeary,REP,139,1849,136,12,25,2161
Parker,405 - BS26,"Judge, Court of Criminal Appeals, Place 4",,Tina Clinton,DEM,92,300,23,2,7,424
Parker,405 - BS26,"Judge, Court of Criminal Appeals, Place 4",,Under Votes,,8,50,11,0,1,70
Parker,405 - BS26,"Judge, Court of Criminal Appeals, Place 4",,Over Votes,,1,0,0,0,0,1
Parker,405 - BS26,"Judge, Court of Criminal Appeals, Place 9",,David Newell,REP,136,1843,140,13,27,2159
Parker,405 - BS26,"Judge, Court of Criminal Appeals, Place 9",,Brandon Birmingham,DEM,96,300,20,1,5,422
Parker,405 - BS26,"Judge, Court of Criminal Appeals, Place 9",,Under Votes,,7,56,10,0,1,74
Parker,405 - BS26,"Judge, Court of Criminal Appeals, Place 9",,Over Votes,,1,0,0,0,0,1
Parker,405 - BS26,State Representative,61,Phil King,REP,143,1819,137,0,27,2126
Parker,405 - BS26,State Representative,61,Christopher Cox,DEM,89,279,19,0,5,392
Parker,405 - BS26,State Representative,61,J. K. Stephenson,LIB,1,64,5,0,0,70
Parker,405 - BS26,State Representative,61,Under Votes,,6,37,9,14,1,67
Parker,405 - BS26,State Representative,61,Over Votes,,1,0,0,0,0,1
Parker,405 - BS26,"Justice, 2nd Court of Appeals District, Place 2",,Dana Womack,REP,157,1951,150,9,27,2294
Parker,405 - BS26,"Justice, 2nd Court of Appeals District, Place 2",,Under Votes,,83,248,20,5,6,362
Parker,405 - BS26,"Justice, 2nd Court of Appeals District, Place 2",,Over Votes,,0,0,0,0,0,0
Parker,405 - BS26,"Justice, 2nd Court of Appeals District, Place 6 Unexpired Term",,Mike Wallach,REP,140,1859,138,8,25,2170
Parker,405 - BS26,"Justice, 2nd Court of Appeals District, Place 6 Unexpired Term",,Delonia A. Watson,DEM,88,289,21,1,6,405
Parker,405 - BS26,"Justice, 2nd Court of Appeals District, Place 6 Unexpired Term",,Under Votes,,11,51,11,5,2,80
Parker,405 - BS26,"Justice, 2nd Court of Appeals District, Place 6 Unexpired Term",,Over Votes,,1,0,0,0,0,1
Parker,405 - BS26,"Justice, 2nd Court of Appeals District, Place 7",,Brian Walker,REP,156,1941,148,9,27,2281
Parker,405 - BS26,"Justice, 2nd Court of Appeals District, Place 7",,Under Votes,,84,258,22,5,6,375
Parker,405 - BS26,"Justice, 2nd Court of Appeals District, Place 7",,Over Votes,,0,0,0,0,0,0
Parker,405 - BS26,"District Judge, 43rd Judicial District",,Craig Towson,REP,157,1951,150,0,27,2285
Parker,405 - BS26,"District Judge, 43rd Judicial District",,Under Votes,,83,248,20,14,6,371
Parker,405 - BS26,"District Judge, 43rd Judicial District",,Over Votes,,0,0,0,0,0,0
Parker,405 - BS26,"District Judge, 415th Judicial District",,Graham Quisenberry,REP,157,1941,148,0,27,2273
Parker,405 - BS26,"District Judge, 415th Judicial District",,Under Votes,,83,258,22,14,6,383
Parker,405 - BS26,"District Judge, 415th Judicial District",,Over Votes,,0,0,0,0,0,0
Parker,405 - BS26,"District Attorney, 43rd Judicial District",,Jeff Swain,REP,160,1949,146,0,27,2282
Parker,405 - BS26,"District Attorney, 43rd Judicial District",,Under Votes,,80,250,24,14,6,374
Parker,405 - BS26,"District Attorney, 43rd Judicial District",,Over Votes,,0,0,0,0,0,0
Parker,405 - BS26,County Court at Law 2,,Lynn Marie Johnson,REP,155,1937,143,0,27,2262
Parker,405 - BS26,County Court at Law 2,,Under Votes,,85,262,27,14,6,394
Parker,405 - BS26,County Court at Law 2,,Over Votes,,0,0,0,0,0,0
Parker,405 - BS26,Sheriff,,Larry Fowler,REP,174,1789,129,1,29,2122
Parker,405 - BS26,Sheriff,,Russell E. Hess,LIB,39,310,27,0,2,378
Parker,405 - BS26,Sheriff,,Under Votes,,27,100,14,13,2,156
Parker,405 - BS26,Sheriff,,Over Votes,,0,0,0,0,0,0
Parker,405 - BS26,"Board of Directors, Precinct 4",,David Barbrick,,120,1711,127,0,22,1980
Parker,405 - BS26,"Board of Directors, Precinct 4",,Under Votes,,120,488,43,14,11,676
Parker,405 - BS26,"Board of Directors, Precinct 4",,Over Votes,,0,0,0,0,0,0
Parker,405 - BS26,Board of Trustees - Place 6,,Toby Taylor,,115,1447,115,0,21,1698
Parker,405 - BS26,Board of Trustees - Place 6,,AnnaLisa Banegas-Peña,,46,378,21,0,2,447
Parker,405 - BS26,Board of Trustees - Place 6,,Under Votes,,79,374,34,14,10,511
Parker,405 - BS26,Board of Trustees - Place 6,,Over Votes,,0,0,0,0,0,0
Parker,405 - BS26,Board of Trustees - Place 7,,Mike Guest,,123,1663,130,1,21,1938
Parker,405 - BS26,Board of Trustees - Place 7,,Under Votes,,117,536,40,13,12,718
Parker,405 - BS26,Board of Trustees - Place 7,,Over Votes,,0,0,0,0,0,0
Parker,410 - BS26,Ballots Cast,,,,,,,,,50
Parker,410 - BS26,Registered Voters,,,,,,,,,67
Parker,410 - BS26,President,,Donald J. Trump Michael R. Pence,REP,7,28,3,0,0,38
Parker,410 - BS26,President,,Joseph R. Biden Kamala D. Harris,DEM,2,10,0,0,0,12
Parker,410 - BS26,President,,"Jo Jorgensen Jeremy ""Spike"" Cohen",LIB,0,0,0,0,0,0
Parker,410 - BS26,President,,Howie Hawkins Angela Walker,GRN,0,0,0,0,0,0
Parker,410 - BS26,President,,Abram Loeb/Jennifer Jairala (W),,0,0,0,0,0,0
Parker,410 - BS26,President,,Brian Carroll/Amar Patel (W),,0,0,0,0,0,0
Parker,410 - BS26,President,,Gloria La Riva/Leonard Peltier (W),,0,0,0,0,0,0
Parker,410 - BS26,President,,Jesse Cuellar/Jimmy Monreal (W),,0,0,0,0,0,0
Parker,410 - BS26,President,,Kasey Wells/Rachel Wells (W),,0,0,0,0,0,0
Parker,410 - BS26,President,,President R. Boddie/Eric C. Stoneham (W),,0,0,0,0,0,0
Parker,410 - BS26,President,,Robert Morrow/Anne Beckett (W),,0,0,0,0,0,0
Parker,410 - BS26,President,,Todd Cella/Tim Cella (W),,0,0,0,0,0,0
Parker,410 - BS26,President,,Tom Hoefling/Andy Prior (W),,0,0,0,0,0,0
Parker,410 - BS26,President,,Under Votes,,0,0,0,0,0,0
Parker,410 - BS26,President,,Over Votes,,0,0,0,0,0,0
Parker,410 - BS26,U.S. Senate,,John Cornyn,REP,7,23,3,0,0,33
Parker,410 - BS26,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,2,14,0,0,0,16
Parker,410 - BS26,U.S. Senate,,Kerry Douglas McKennon,LIB,0,1,0,0,0,1
Parker,410 - BS26,U.S. Senate,,David B. Collins,GRN,0,0,0,0,0,0
Parker,410 - BS26,U.S. Senate,,Ricardo Turullols-Bonilla (W),,0,0,0,0,0,0
Parker,410 - BS26,U.S. Senate,,Under Votes,,0,0,0,0,0,0
Parker,410 - BS26,U.S. Senate,,Over Votes,,0,0,0,0,0,0
Parker,410 - BS26,U.S. House,12,Kay Granger,REP,7,26,3,0,0,36
Parker,410 - BS26,U.S. House,12,Lisa Welch,DEM,2,9,0,0,0,11
Parker,410 - BS26,U.S. House,12,Trey Holcomb,LIB,0,2,0,0,0,2
Parker,410 - BS26,U.S. House,12,Under Votes,,0,1,0,0,0,1
Parker,410 - BS26,U.S. House,12,Over Votes,,0,0,0,0,0,0
Parker,410 - BS26,Railroad Commissioner,,"James ""Jim"" Wright",REP,6,26,3,0,0,35
Parker,410 - BS26,Railroad Commissioner,,Chrysta Castañeda,DEM,2,10,0,0,0,12
Parker,410 - BS26,Railroad Commissioner,,Matt Sterett,LIB,0,1,0,0,0,1
Parker,410 - BS26,Railroad Commissioner,,"Katija ""Kat"" Gruene",GRN,0,0,0,0,0,0
Parker,410 - BS26,Railroad Commissioner,,Under Votes,,1,1,0,0,0,2
Parker,410 - BS26,Railroad Commissioner,,Over Votes,,0,0,0,0,0,0
Parker,410 - BS26,"Chief Justice, Supreme Court",,Nathan Hecht,REP,6,27,3,0,0,36
Parker,410 - BS26,"Chief Justice, Supreme Court",,Amy Clark Meachum,DEM,2,10,0,0,0,12
Parker,410 - BS26,"Chief Justice, Supreme Court",,Mark Ash,LIB,0,1,0,0,0,1
Parker,410 - BS26,"Chief Justice, Supreme Court",,Under Votes,,1,0,0,0,0,1
Parker,410 - BS26,"Chief Justice, Supreme Court",,Over Votes,,0,0,0,0,0,0
Parker,410 - BS26,"Justice, Supreme Court, Place 6 Unexpired Term",,Jane Bland,REP,6,28,3,0,0,37
Parker,410 - BS26,"Justice, Supreme Court, Place 6 Unexpired Term",,Kathy Cheng,DEM,2,10,0,0,0,12
Parker,410 - BS26,"Justice, Supreme Court, Place 6 Unexpired Term",,Under Votes,,1,0,0,0,0,1
Parker,410 - BS26,"Justice, Supreme Court, Place 6 Unexpired Term",,Over Votes,,0,0,0,0,0,0
Parker,410 - BS26,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,6,27,3,0,0,36
Parker,410 - BS26,"Justice, Supreme Court, Place 7",,Staci Williams,DEM,2,10,0,0,0,12
Parker,410 - BS26,"Justice, Supreme Court, Place 7",,William Bryan Strange III,LIB,0,1,0,0,0,1
Parker,410 - BS26,"Justice, Supreme Court, Place 7",,Under Votes,,1,0,0,0,0,1
Parker,410 - BS26,"Justice, Supreme Court, Place 7",,Over Votes,,0,0,0,0,0,0
Parker,410 - BS26,"Justice, Supreme Court, Place 8",,Brett Busby,REP,6,27,3,0,0,36
Parker,410 - BS26,"Justice, Supreme Court, Place 8",,Gisela D. Triana,DEM,2,10,0,0,0,12
Parker,410 - BS26,"Justice, Supreme Court, Place 8",,Tom Oxford,LIB,0,1,0,0,0,1
Parker,410 - BS26,"Justice, Supreme Court, Place 8",,Under Votes,,1,0,0,0,0,1
Parker,410 - BS26,"Justice, Supreme Court, Place 8",,Over Votes,,0,0,0,0,0,0
Parker,410 - BS26,"Judge, Court of Criminal Appeals, Place 3",,Bert Richardson,REP,6,28,3,0,0,37
Parker,410 - BS26,"Judge, Court of Criminal Appeals, Place 3",,Elizabeth Davis Frizell,DEM,2,10,0,0,0,12
Parker,410 - BS26,"Judge, Court of Criminal Appeals, Place 3",,Under Votes,,1,0,0,0,0,1
Parker,410 - BS26,"Judge, Court of Criminal Appeals, Place 3",,Over Votes,,0,0,0,0,0,0
Parker,410 - BS26,"Judge, Court of Criminal Appeals, Place 4",,Kevin Patrick Yeary,REP,6,28,3,0,0,37
Parker,410 - BS26,"Judge, Court of Criminal Appeals, Place 4",,Tina Clinton,DEM,2,10,0,0,0,12
Parker,410 - BS26,"Judge, Court of Criminal Appeals, Place 4",,Under Votes,,1,0,0,0,0,1
Parker,410 - BS26,"Judge, Court of Criminal Appeals, Place 4",,Over Votes,,0,0,0,0,0,0
Parker,410 - BS26,"Judge, Court of Criminal Appeals, Place 9",,David Newell,REP,6,28,3,0,0,37
Parker,410 - BS26,"Judge, Court of Criminal Appeals, Place 9",,Brandon Birmingham,DEM,2,10,0,0,0,12
Parker,410 - BS26,"Judge, Court of Criminal Appeals, Place 9",,Under Votes,,1,0,0,0,0,1
Parker,410 - BS26,"Judge, Court of Criminal Appeals, Place 9",,Over Votes,,0,0,0,0,0,0
Parker,410 - BS26,State Representative,61,Phil King,REP,6,29,3,0,0,38
Parker,410 - BS26,State Representative,61,Christopher Cox,DEM,2,7,0,0,0,9
Parker,410 - BS26,State Representative,61,J. K. Stephenson,LIB,0,2,0,0,0,2
Parker,410 - BS26,State Representative,61,Under Votes,,1,0,0,0,0,1
Parker,410 - BS26,State Representative,61,Over Votes,,0,0,0,0,0,0
Parker,410 - BS26,"Justice, 2nd Court of Appeals District, Place 2",,Dana Womack,REP,7,30,3,0,0,40
Parker,410 - BS26,"Justice, 2nd Court of Appeals District, Place 2",,Under Votes,,2,8,0,0,0,10
Parker,410 - BS26,"Justice, 2nd Court of Appeals District, Place 2",,Over Votes,,0,0,0,0,0,0
Parker,410 - BS26,"Justice, 2nd Court of Appeals District, Place 6 Unexpired Term",,Mike Wallach,REP,6,28,3,0,0,37
Parker,410 - BS26,"Justice, 2nd Court of Appeals District, Place 6 Unexpired Term",,Delonia A. Watson,DEM,2,10,0,0,0,12
Parker,410 - BS26,"Justice, 2nd Court of Appeals District, Place 6 Unexpired Term",,Under Votes,,1,0,0,0,0,1
Parker,410 - BS26,"Justice, 2nd Court of Appeals District, Place 6 Unexpired Term",,Over Votes,,0,0,0,0,0,0
Parker,410 - BS26,"Justice, 2nd Court of Appeals District, Place 7",,Brian Walker,REP,7,30,3,0,0,40
