county,precinct,office,district,party,candidate,election_day_person,early_voting_person,early_voting_mail,election_day_mail,provisional,votes,early_voting,election_day
Atascosa,24,Railroad Commissioner,,REP,Under Votes,9,8,0,0,0,17,8,9
Atascosa,1,State Senate,19,REP,"Peter P. ""Pete"" Flores",79,103,0,0,0,182,103,79
Atascosa,2,State Senate,19,REP,"Peter P. ""Pete"" Flores",65,34,3,0,0,102,37,65
Atascosa,3,State Senate,19,REP,"Peter P. ""Pete"" Flores",110,145,1,0,0,256,146,110
Atascosa,4,State Senate,19,REP,"Peter P. ""Pete"" Flores",0,0,0,0,0,0,0,0
Atascosa,5,State Senate,19,REP,"Peter P. ""Pete"" Flores",80,73,6,1,0,160,79,81
Atascosa,6,State Senate,19,REP,"Peter P. ""Pete"" Flores",0,0,0,0,0,0,0,0
Atascosa,7,State Senate,19,REP,"Peter P. ""Pete"" Flores",135,67,2,0,1,205,69,135
Atascosa,8,State Senate,19,REP,"Peter P. ""Pete"" Flores",42,38,0,0,0,80,38,42
Atascosa,9,State Senate,19,REP,"Peter P. ""Pete"" Flores",0,0,0,0,0,0,0,0
Atascosa,10,State Senate,19,REP,"Peter P. ""Pete"" Flores",128,54,1,0,0,183,55,128
Atascosa,11,State Senate,19,REP,"Peter P. ""Pete"" Flores",0,0,0,0,0,0,0,0
Atascosa,12,State Senate,19,REP,"Peter P. ""Pete"" Flores",102,54,1,0,0,157,55,102
Atascosa,13,State Senate,19,REP,"Peter P. ""Pete"" Flores",152,302,6,0,0,460,308,152
Atascosa,14,State Senate,19,REP,"Peter P. ""Pete"" Flores",17,57,2,1,0,77,59,18
Atascosa,15,State Senate,19,REP,"Peter P. ""Pete"" Flores",118,127,0,0,0,245,127,118
Atascosa,16,State Senate,19,REP,"Peter P. ""Pete"" Flores",14,27,3,0,0,44,30,14
Atascosa,17,State Senate,19,REP,"Peter P. ""Pete"" Flores",63,81,3,0,0,147,84,63
Atascosa,18,State Senate,19,REP,"Peter P. ""Pete"" Flores",125,113,4,0,0,242,117,125
Atascosa,19,State Senate,19,REP,"Peter P. ""Pete"" Flores",51,50,0,0,0,101,50,51
Atascosa,20,State Senate,19,REP,"Peter P. ""Pete"" Flores",388,561,14,0,0,963,575,388
Atascosa,21,State Senate,19,REP,"Peter P. ""Pete"" Flores",0,0,0,0,0,0,0,0
Atascosa,22,State Senate,19,REP,"Peter P. ""Pete"" Flores",107,101,2,0,0,210,103,107
Atascosa,23,State Senate,19,REP,"Peter P. ""Pete"" Flores",31,27,0,0,0,58,27,31
Atascosa,24,State Senate,19,REP,"Peter P. ""Pete"" Flores",100,115,2,0,0,217,117,100
Atascosa,1,State Senate,19,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,2,State Senate,19,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,3,State Senate,19,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,4,State Senate,19,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,5,State Senate,19,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,6,State Senate,19,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,7,State Senate,19,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,8,State Senate,19,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,9,State Senate,19,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,10,State Senate,19,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,11,State Senate,19,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,12,State Senate,19,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,13,State Senate,19,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,14,State Senate,19,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,15,State Senate,19,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,16,State Senate,19,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,17,State Senate,19,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,18,State Senate,19,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,19,State Senate,19,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,20,State Senate,19,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,21,State Senate,19,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,22,State Senate,19,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,23,State Senate,19,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,24,State Senate,19,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,1,State Senate,19,REP,Under Votes,1,4,2,0,0,7,6,1
Atascosa,2,State Senate,19,REP,Under Votes,4,2,0,0,0,6,2,4
Atascosa,3,State Senate,19,REP,Under Votes,5,9,0,0,0,14,9,5
Atascosa,4,State Senate,19,REP,Under Votes,0,0,0,0,0,0,0,0
Atascosa,5,State Senate,19,REP,Under Votes,3,8,0,0,0,11,8,3
Atascosa,6,State Senate,19,REP,Under Votes,0,0,0,0,0,0,0,0
Atascosa,7,State Senate,19,REP,Under Votes,7,10,0,0,0,17,10,7
Atascosa,8,State Senate,19,REP,Under Votes,2,2,0,0,0,4,2,2
Atascosa,9,State Senate,19,REP,Under Votes,0,0,0,0,0,0,0,0
Atascosa,10,State Senate,19,REP,Under Votes,3,3,0,0,0,6,3,3
Atascosa,11,State Senate,19,REP,Under Votes,0,0,0,0,0,0,0,0
Atascosa,12,State Senate,19,REP,Under Votes,4,3,0,0,0,7,3,4
Atascosa,13,State Senate,19,REP,Under Votes,12,13,1,0,0,26,14,12
Atascosa,14,State Senate,19,REP,Under Votes,0,4,0,0,0,4,4,0
Atascosa,15,State Senate,19,REP,Under Votes,5,12,0,0,0,17,12,5
Atascosa,16,State Senate,19,REP,Under Votes,1,0,0,0,0,1,0,1
Atascosa,17,State Senate,19,REP,Under Votes,5,3,0,0,0,8,3,5
Atascosa,18,State Senate,19,REP,Under Votes,13,7,0,0,0,20,7,13
Atascosa,19,State Senate,19,REP,Under Votes,2,3,1,0,0,6,4,2
Atascosa,20,State Senate,19,REP,Under Votes,20,28,2,0,0,50,30,20
Atascosa,21,State Senate,19,REP,Under Votes,0,0,0,0,0,0,0,0
Atascosa,22,State Senate,19,REP,Under Votes,16,6,0,0,0,22,6,16
Atascosa,23,State Senate,19,REP,Under Votes,3,2,0,0,0,5,2,3
Atascosa,24,State Senate,19,REP,Under Votes,5,11,0,0,0,16,11,5
Atascosa,1,State Senate,21,REP,Frank Pomeroy,0,0,0,0,0,0,0,0
Atascosa,2,State Senate,21,REP,Frank Pomeroy,0,0,0,0,0,0,0,0
Atascosa,3,State Senate,21,REP,Frank Pomeroy,0,0,0,0,0,0,0,0
Atascosa,4,State Senate,21,REP,Frank Pomeroy,23,7,1,0,0,31,8,23
Atascosa,5,State Senate,21,REP,Frank Pomeroy,0,0,0,0,0,0,0,0
Atascosa,6,State Senate,21,REP,Frank Pomeroy,8,18,1,0,0,27,19,8
Atascosa,7,State Senate,21,REP,Frank Pomeroy,0,0,0,0,0,0,0,0
Atascosa,8,State Senate,21,REP,Frank Pomeroy,0,0,0,0,0,0,0,0
Atascosa,9,State Senate,21,REP,Frank Pomeroy,19,11,0,0,0,30,11,19
Atascosa,10,State Senate,21,REP,Frank Pomeroy,0,0,0,0,0,0,0,0
Atascosa,11,State Senate,21,REP,Frank Pomeroy,14,1,0,0,0,15,1,14
Atascosa,12,State Senate,21,REP,Frank Pomeroy,0,0,0,0,0,0,0,0
Atascosa,13,State Senate,21,REP,Frank Pomeroy,0,0,0,0,0,0,0,0
Atascosa,14,State Senate,21,REP,Frank Pomeroy,0,0,0,0,0,0,0,0
Atascosa,15,State Senate,21,REP,Frank Pomeroy,0,0,0,0,0,0,0,0
Atascosa,16,State Senate,21,REP,Frank Pomeroy,0,0,0,0,0,0,0,0
Atascosa,17,State Senate,21,REP,Frank Pomeroy,0,0,0,0,0,0,0,0
Atascosa,18,State Senate,21,REP,Frank Pomeroy,0,0,0,0,0,0,0,0
Atascosa,19,State Senate,21,REP,Frank Pomeroy,0,0,0,0,0,0,0,0
Atascosa,20,State Senate,21,REP,Frank Pomeroy,0,0,0,0,0,0,0,0
Atascosa,21,State Senate,21,REP,Frank Pomeroy,39,26,2,0,0,67,28,39
Atascosa,22,State Senate,21,REP,Frank Pomeroy,0,0,0,0,0,0,0,0
Atascosa,23,State Senate,21,REP,Frank Pomeroy,0,0,0,0,0,0,0,0
Atascosa,24,State Senate,21,REP,Frank Pomeroy,0,0,0,0,0,0,0,0
Atascosa,1,State Senate,21,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,2,State Senate,21,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,3,State Senate,21,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,4,State Senate,21,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,5,State Senate,21,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,6,State Senate,21,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,7,State Senate,21,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,8,State Senate,21,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,9,State Senate,21,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,10,State Senate,21,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,11,State Senate,21,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,12,State Senate,21,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,13,State Senate,21,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,14,State Senate,21,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,15,State Senate,21,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,16,State Senate,21,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,17,State Senate,21,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,18,State Senate,21,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,19,State Senate,21,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,20,State Senate,21,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,21,State Senate,21,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,22,State Senate,21,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,23,State Senate,21,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,24,State Senate,21,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,1,State Senate,21,REP,Under Votes,0,0,0,0,0,0,0,0
Atascosa,2,State Senate,21,REP,Under Votes,0,0,0,0,0,0,0,0
Atascosa,3,State Senate,21,REP,Under Votes,0,0,0,0,0,0,0,0
Atascosa,4,State Senate,21,REP,Under Votes,5,3,0,0,0,8,3,5
Atascosa,5,State Senate,21,REP,Under Votes,0,0,0,0,0,0,0,0
Atascosa,6,State Senate,21,REP,Under Votes,0,0,0,0,0,0,0,0
Atascosa,7,State Senate,21,REP,Under Votes,0,0,0,0,0,0,0,0
Atascosa,8,State Senate,21,REP,Under Votes,0,0,0,0,0,0,0,0
Atascosa,9,State Senate,21,REP,Under Votes,0,1,0,0,0,1,1,0
Atascosa,10,State Senate,21,REP,Under Votes,0,0,0,0,0,0,0,0
Atascosa,11,State Senate,21,REP,Under Votes,4,2,0,0,0,6,2,4
Atascosa,12,State Senate,21,REP,Under Votes,0,0,0,0,0,0,0,0
Atascosa,13,State Senate,21,REP,Under Votes,0,0,0,0,0,0,0,0
Atascosa,14,State Senate,21,REP,Under Votes,0,0,0,0,0,0,0,0
Atascosa,15,State Senate,21,REP,Under Votes,0,0,0,0,0,0,0,0
Atascosa,16,State Senate,21,REP,Under Votes,0,0,0,0,0,0,0,0
Atascosa,17,State Senate,21,REP,Under Votes,0,0,0,0,0,0,0,0
Atascosa,18,State Senate,21,REP,Under Votes,0,0,0,0,0,0,0,0
Atascosa,19,State Senate,21,REP,Under Votes,0,0,0,0,0,0,0,0
Atascosa,20,State Senate,21,REP,Under Votes,0,0,0,0,0,0,0,0
Atascosa,21,State Senate,21,REP,Under Votes,0,1,0,0,0,1,1,0
Atascosa,22,State Senate,21,REP,Under Votes,0,0,0,0,0,0,0,0
Atascosa,23,State Senate,21,REP,Under Votes,0,0,0,0,0,0,0,0
Atascosa,24,State Senate,21,REP,Under Votes,0,0,0,0,0,0,0,0
Atascosa,1,State Representative,31,REP,Marian Knowlton,79,105,0,0,0,184,105,79
Atascosa,2,State Representative,31,REP,Marian Knowlton,65,32,3,0,0,100,35,65
Atascosa,3,State Representative,31,REP,Marian Knowlton,108,139,1,0,0,248,140,108
Atascosa,4,State Representative,31,REP,Marian Knowlton,23,6,1,0,0,30,7,23
Atascosa,5,State Representative,31,REP,Marian Knowlton,78,71,6,1,0,156,77,79
Atascosa,6,State Representative,31,REP,Marian Knowlton,7,18,1,0,0,26,19,7
Atascosa,7,State Representative,31,REP,Marian Knowlton,130,67,2,0,1,200,69,130
Atascosa,8,State Representative,31,REP,Marian Knowlton,42,38,0,0,0,80,38,42
Atascosa,9,State Representative,31,REP,Marian Knowlton,19,11,0,0,0,30,11,19
Atascosa,10,State Representative,31,REP,Marian Knowlton,122,56,1,0,0,179,57,122
Atascosa,11,State Representative,31,REP,Marian Knowlton,15,1,0,0,0,16,1,15
Atascosa,12,State Representative,31,REP,Marian Knowlton,101,50,1,0,0,152,51,101
Atascosa,13,State Representative,31,REP,Marian Knowlton,152,291,6,0,0,449,297,152
Atascosa,14,State Representative,31,REP,Marian Knowlton,17,60,2,1,0,80,62,18
Atascosa,15,State Representative,31,REP,Marian Knowlton,112,124,0,0,0,236,124,112
Atascosa,16,State Representative,31,REP,Marian Knowlton,13,25,0,0,0,38,25,13
Atascosa,17,State Representative,31,REP,Marian Knowlton,61,76,2,0,0,139,78,61
Atascosa,18,State Representative,31,REP,Marian Knowlton,127,106,4,0,0,237,110,127
Atascosa,19,State Representative,31,REP,Marian Knowlton,50,49,0,0,0,99,49,50
Atascosa,20,State Representative,31,REP,Marian Knowlton,375,537,15,0,0,927,552,375
Atascosa,21,State Representative,31,REP,Marian Knowlton,39,25,2,0,0,66,27,39
Atascosa,22,State Representative,31,REP,Marian Knowlton,103,98,2,0,0,203,100,103
Atascosa,23,State Representative,31,REP,Marian Knowlton,31,27,0,0,0,58,27,31
Atascosa,24,State Representative,31,REP,Marian Knowlton,99,113,2,0,0,214,115,99
Atascosa,1,State Representative,31,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,2,State Representative,31,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,3,State Representative,31,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,4,State Representative,31,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,5,State Representative,31,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,6,State Representative,31,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,7,State Representative,31,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,8,State Representative,31,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,9,State Representative,31,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,10,State Representative,31,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,11,State Representative,31,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,12,State Representative,31,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,13,State Representative,31,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,14,State Representative,31,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,15,State Representative,31,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,16,State Representative,31,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,17,State Representative,31,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,18,State Representative,31,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,19,State Representative,31,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,20,State Representative,31,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,21,State Representative,31,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,22,State Representative,31,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,23,State Representative,31,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,24,State Representative,31,REP,Over Votes,0,0,0,0,0,0,0,0
Atascosa,1,State Representative,31,REP,Under Votes,1,2,2,0,0,5,4,1
Atascosa,2,State Representative,31,REP,Under Votes,4,4,0,0,0,8,4,4
Atascosa,3,State Representative,31,REP,Under Votes,7,15,0,0,0,22,15,7
Atascosa,4,State Representative,31,REP,Under Votes,5,4,0,0,0,9,4,5
Atascosa,5,State Representative,31,REP,Under Votes,5,10,0,0,0,15,10,5
Atascosa,6,State Representative,31,REP,Under Votes,1,0,0,0,0,1,0,1
Atascosa,7,State Representative,31,REP,Under Votes,12,10,0,0,0,22,10,12
Atascosa,8,State Representative,31,REP,Under Votes,2,2,0,0,0,4,2,2
Atascosa,9,State Representative,31,REP,Under Votes,0,1,0,0,0,1,1,0
Atascosa,10,State Representative,31,REP,Under Votes,9,1,0,0,0,10,1,9
Atascosa,11,State Representative,31,REP,Under Votes,3,2,0,0,0,5,2,3
Atascosa,12,State Representative,31,REP,Under Votes,5,7,0,0,0,12,7,5
Atascosa,13,State Representative,31,REP,Under Votes,12,24,1,0,0,37,25,12
Atascosa,14,State Representative,31,REP,Under Votes,0,1,0,0,0,1,1,0
Atascosa,15,State Representative,31,REP,Under Votes,11,15,0,0,0,26,15,11
Atascosa,16,State Representative,31,REP,Under Votes,2,2,3,0,0,7,5,2
Atascosa,17,State Representative,31,REP,Under Votes,7,8,1,0,0,16,9,7
Atascosa,18,State Representative,31,REP,Under Votes,11,14,0,0,0,25,14,11
Atascosa,19,State Representative,31,REP,Under Votes,3,4,1,0,0,8,5,3
Atascosa,20,State Representative,31,REP,Under Votes,33,52,1,0,0,86,53,33
Atascosa,21,State Representative,31,REP,Under Votes,0,2,0,0,0,2,2,0
Atascosa,22,State Representative,31,REP,Under Votes,20,9,0,0,0,29,9,20
Atascosa,23,State Representative,31,REP,Under Votes,3,2,0,0,0,5,2,3
Atascosa,24,State Representative,31,REP,Under Votes,6,13,0,0,0,19,13,6
Atascosa,1,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0,0,0,0,0
Atascosa,2,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0,0,0,0,0
Atascosa,3,President,,DEM,"Roque ""Rocky"" De La Fuente",1,1,0,0,0,2,1,1
Atascosa,4,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0,0,0,0,0
Atascosa,5,President,,DEM,"Roque ""Rocky"" De La Fuente",1,0,0,0,0,1,0,1
Atascosa,6,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0,0,0,0,0
Atascosa,7,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0,0,0,0,0
Atascosa,8,President,,DEM,"Roque ""Rocky"" De La Fuente",1,1,0,0,0,2,1,1
Atascosa,9,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0,0,0,0,0
Atascosa,10,President,,DEM,"Roque ""Rocky"" De La Fuente",2,1,0,0,0,3,1,2
Atascosa,11,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0,0,0,0,0
Atascosa,12,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0,0,0,0,0
Atascosa,13,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0,0,0,0,0
Atascosa,14,President,,DEM,"Roque ""Rocky"" De La Fuente",0,2,0,0,0,2,2,0
Atascosa,15,President,,DEM,"Roque ""Rocky"" De La Fuente",2,0,0,0,0,2,0,2
Atascosa,16,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0,0,0,0,0
Atascosa,17,President,,DEM,"Roque ""Rocky"" De La Fuente",7,0,1,0,0,8,1,7
Atascosa,18,President,,DEM,"Roque ""Rocky"" De La Fuente",2,1,0,0,0,3,1,2
Atascosa,19,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0,0,0,0,0
Atascosa,20,President,,DEM,"Roque ""Rocky"" De La Fuente",1,0,0,0,0,1,0,1
Atascosa,21,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0,0,0,0,0
Atascosa,22,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0,0,0,0,0
Atascosa,23,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0,0,0,0,0
Atascosa,24,President,,DEM,"Roque ""Rocky"" De La Fuente",0,1,0,0,0,1,1,0
Atascosa,1,President,,DEM,Marianne Williamson,0,0,0,0,0,0,0,0
Atascosa,2,President,,DEM,Marianne Williamson,0,0,0,0,0,0,0,0
Atascosa,3,President,,DEM,Marianne Williamson,0,1,0,0,0,1,1,0
Atascosa,4,President,,DEM,Marianne Williamson,0,0,0,0,0,0,0,0
Atascosa,5,President,,DEM,Marianne Williamson,0,0,0,0,0,0,0,0
Atascosa,6,President,,DEM,Marianne Williamson,0,0,0,0,0,0,0,0
Atascosa,7,President,,DEM,Marianne Williamson,0,0,0,0,0,0,0,0
Atascosa,8,President,,DEM,Marianne Williamson,0,0,0,0,0,0,0,0
Atascosa,9,President,,DEM,Marianne Williamson,0,0,0,0,0,0,0,0
Atascosa,10,President,,DEM,Marianne Williamson,1,0,0,0,0,1,0,1
Atascosa,11,President,,DEM,Marianne Williamson,0,0,0,0,0,0,0,0
Atascosa,12,President,,DEM,Marianne Williamson,0,0,0,0,0,0,0,0
Atascosa,13,President,,DEM,Marianne Williamson,1,0,0,0,0,1,0,1
Atascosa,14,President,,DEM,Marianne Williamson,0,0,0,0,0,0,0,0
Atascosa,15,President,,DEM,Marianne Williamson,0,0,0,0,0,0,0,0
Atascosa,16,President,,DEM,Marianne Williamson,1,0,0,0,0,1,0,1
Atascosa,17,President,,DEM,Marianne Williamson,0,1,0,0,0,1,1,0
Atascosa,18,President,,DEM,Marianne Williamson,2,1,0,0,0,3,1,2
Atascosa,19,President,,DEM,Marianne Williamson,0,0,0,0,0,0,0,0
Atascosa,20,President,,DEM,Marianne Williamson,0,0,0,0,0,0,0,0
Atascosa,21,President,,DEM,Marianne Williamson,0,0,0,0,0,0,0,0
Atascosa,22,President,,DEM,Marianne Williamson,0,1,0,0,0,1,1,0
Atascosa,23,President,,DEM,Marianne Williamson,0,0,0,0,0,0,0,0
Atascosa,24,President,,DEM,Marianne Williamson,0,0,0,0,0,0,0,0
Atascosa,1,President,,DEM,Michael R. Bloomberg,4,5,0,0,0,9,5,4
Atascosa,2,President,,DEM,Michael R. Bloomberg,1,6,4,0,0,11,10,1
Atascosa,3,President,,DEM,Michael R. Bloomberg,16,3,7,0,0,26,10,16
Atascosa,4,President,,DEM,Michael R. Bloomberg,2,0,0,0,0,2,0,2
Atascosa,5,President,,DEM,Michael R. Bloomberg,20,10,7,0,0,37,17,20
Atascosa,6,President,,DEM,Michael R. Bloomberg,0,0,0,0,0,0,0,0
Atascosa,7,President,,DEM,Michael R. Bloomberg,16,1,4,0,0,21,5,16
Atascosa,8,President,,DEM,Michael R. Bloomberg,9,7,1,0,0,17,8,9
Atascosa,9,President,,DEM,Michael R. Bloomberg,1,0,2,0,0,3,2,1
Atascosa,10,President,,DEM,Michael R. Bloomberg,18,5,2,0,0,25,7,18
Atascosa,11,President,,DEM,Michael R. Bloomberg,0,0,2,0,0,2,2,0
Atascosa,12,President,,DEM,Michael R. Bloomberg,4,6,6,0,0,16,12,4
Atascosa,13,President,,DEM,Michael R. Bloomberg,19,28,14,0,0,61,42,19
Atascosa,14,President,,DEM,Michael R. Bloomberg,5,7,1,0,0,13,8,5
Atascosa,15,President,,DEM,Michael R. Bloomberg,18,5,14,0,0,37,19,18
Atascosa,16,President,,DEM,Michael R. Bloomberg,0,3,2,0,0,5,5,0
Atascosa,17,President,,DEM,Michael R. Bloomberg,45,37,12,0,0,94,49,45
Atascosa,18,President,,DEM,Michael R. Bloomberg,43,17,10,0,0,70,27,43
Atascosa,19,President,,DEM,Michael R. Bloomberg,3,7,2,0,0,12,9,3
Atascosa,20,President,,DEM,Michael R. Bloomberg,27,25,10,0,0,62,35,27
Atascosa,21,President,,DEM,Michael R. Bloomberg,1,0,0,0,0,1,0,1
Atascosa,22,President,,DEM,Michael R. Bloomberg,7,7,3,0,0,17,10,7
Atascosa,23,President,,DEM,Michael R. Bloomberg,6,4,2,0,0,12,6,6
Atascosa,24,President,,DEM,Michael R. Bloomberg,9,16,7,0,0,32,23,9
Atascosa,1,President,,DEM,Pete Buttigieg,0,0,0,0,0,0,0,0
Atascosa,2,President,,DEM,Pete Buttigieg,0,0,1,0,0,1,1,0
Atascosa,3,President,,DEM,Pete Buttigieg,0,5,3,0,0,8,8,0
Atascosa,4,President,,DEM,Pete Buttigieg,0,0,0,0,0,0,0,0
Atascosa,5,President,,DEM,Pete Buttigieg,1,4,0,0,0,5,4,1
Atascosa,6,President,,DEM,Pete Buttigieg,0,1,2,0,0,3,3,0
Atascosa,7,President,,DEM,Pete Buttigieg,0,1,0,0,0,1,1,0
Atascosa,8,President,,DEM,Pete Buttigieg,0,2,0,0,0,2,2,0
Atascosa,9,President,,DEM,Pete Buttigieg,0,0,0,0,0,0,0,0
Atascosa,10,President,,DEM,Pete Buttigieg,0,2,1,0,0,3,3,0
Atascosa,11,President,,DEM,Pete Buttigieg,0,0,0,0,0,0,0,0
Atascosa,12,President,,DEM,Pete Buttigieg,1,2,1,0,0,4,3,1
Atascosa,13,President,,DEM,Pete Buttigieg,0,7,0,0,0,7,7,0
Atascosa,14,President,,DEM,Pete Buttigieg,0,0,1,0,0,1,1,0
Atascosa,15,President,,DEM,Pete Buttigieg,0,3,2,0,0,5,5,0
Atascosa,16,President,,DEM,Pete Buttigieg,0,0,0,0,0,0,0,0
Atascosa,17,President,,DEM,Pete Buttigieg,2,4,2,0,0,8,6,2
Atascosa,18,President,,DEM,Pete Buttigieg,2,0,1,0,0,3,1,2
Atascosa,19,President,,DEM,Pete Buttigieg,0,0,0,0,0,0,0,0
Atascosa,20,President,,DEM,Pete Buttigieg,3,9,3,0,0,15,12,3
Atascosa,21,President,,DEM,Pete Buttigieg,0,1,0,0,0,1,1,0
Atascosa,22,President,,DEM,Pete Buttigieg,0,2,0,0,0,2,2,0
Atascosa,23,President,,DEM,Pete Buttigieg,0,2,0,0,0,2,2,0
Atascosa,24,President,,DEM,Pete Buttigieg,0,4,1,0,0,5,5,0
Atascosa,1,President,,DEM,Bernie Sanders,9,3,0,0,0,12,3,9
Atascosa,2,President,,DEM,Bernie Sanders,17,5,3,0,0,25,8,17
Atascosa,3,President,,DEM,Bernie Sanders,25,18,1,0,0,44,19,25
Atascosa,4,President,,DEM,Bernie Sanders,4,1,0,0,0,5,1,4
Atascosa,5,President,,DEM,Bernie Sanders,17,15,1,0,0,33,16,17
Atascosa,6,President,,DEM,Bernie Sanders,1,0,0,0,0,1,0,1
Atascosa,7,President,,DEM,Bernie Sanders,25,10,4,1,0,40,14,26
Atascosa,8,President,,DEM,Bernie Sanders,9,11,0,0,0,20,11,9
Atascosa,9,President,,DEM,Bernie Sanders,1,0,0,0,0,1,0,1
Atascosa,10,President,,DEM,Bernie Sanders,26,10,1,0,0,37,11,26
Atascosa,11,President,,DEM,Bernie Sanders,0,0,0,0,0,0,0,0
Atascosa,12,President,,DEM,Bernie Sanders,19,10,2,1,0,32,12,20
Atascosa,13,President,,DEM,Bernie Sanders,37,27,7,0,0,71,34,37
Atascosa,14,President,,DEM,Bernie Sanders,13,4,1,0,0,18,5,13
Atascosa,15,President,,DEM,Bernie Sanders,40,12,7,0,1,60,19,40
Atascosa,16,President,,DEM,Bernie Sanders,3,2,0,0,0,5,2,3
