candidate,office,district,party,county,precinct,absentee,early_voting,election_day,votes
David B. Collins,U.S. Senate,,GRN,Milam,101 - CCityW4,,,,0
Ricardo Turullois-Bonilla (W),U.S. Senate,,,Milam,101 - CCityW4,,,,0
Undervotes,U.S. Senate,,,Milam,101 - CCityW4,,,,2
Overvotes,U.S. Senate,,,Milam,101 - CCityW4,,,,0
Pete Sessions,U.S. House,17,REP,Milam,101 - CCityW4,,,,13
Rick Kennedy,U.S. House,17,DEM,Milam,101 - CCityW4,,,,5
Ted Brown,U.S. House,17,LIB,Milam,101 - CCityW4,,,,0
Undervotes,U.S. House,17,,Milam,101 - CCityW4,,,,1
Overvotes,U.S. House,17,,Milam,101 - CCityW4,,,,0
"James ""Jim"" Wright",Railroad Commissioner,,REP,Milam,101 - CCityW4,,,,12
Chrysta Castaneda,Railroad Commissioner,,DEM,Milam,101 - CCityW4,,,,5
Matt Sterett,Railroad Commissioner,,LIB,Milam,101 - CCityW4,,,,0
"Katija ""Kat"" Gruene",Railroad Commissioner,,GRN,Milam,101 - CCityW4,,,,0
Undervotes,Railroad Commissioner,,,Milam,101 - CCityW4,,,,2
Overvotes,Railroad Commissioner,,,Milam,101 - CCityW4,,,,0
Terry M Wilson,State Representative,20,REP,Milam,101 - CCityW4,,,,13
Jessica Tiedt,State Representative,20,DEM,Milam,101 - CCityW4,,,,5
Undervotes,State Representative,20,,Milam,101 - CCityW4,,,,1
Overvotes,State Representative,20,,Milam,101 - CCityW4,,,,0
Registered Voters,,,,Milam,101 - CCityW5,,,,0
Ballots Cast,,,,Milam,101 - CCityW5,1,19,6,26
Donald J Trump,President,,REP,Milam,101 - CCityW5,,,,19
Joseph R Biden,President,,DEM,Milam,101 - CCityW5,,,,7
Jo Jorgensen,President,,LIB,Milam,101 - CCityW5,,,,0
Howie Hawkins,President,,GRN,Milam,101 - CCityW5,,,,0
Todd Cella (W),President,,,Milam,101 - CCityW5,,,,0
Abram Loeb (W),President,,,Milam,101 - CCityW5,,,,0
Robert Morrow (W),President,,,Milam,101 - CCityW5,,,,0
Jesse Cuellar (W),President,,,Milam,101 - CCityW5,,,,0
Gloria La Riva (W),President,,,Milam,101 - CCityW5,,,,0
Tom Hoefling (W),President,,,Milam,101 - CCityW5,,,,0
Brian Carroll (W),President,,,Milam,101 - CCityW5,,,,0
Kasey Wells (W),President,,,Milam,101 - CCityW5,,,,0
President R. Boddie (W),President,,,Milam,101 - CCityW5,,,,0
Undervotes,President,,,Milam,101 - CCityW5,,,,0
Overvotes,President,,,Milam,101 - CCityW5,,,,0
John Cornyn,U.S. Senate,,REP,Milam,101 - CCityW5,,,,14
"Mary ""MJ"" Hegar",U.S. Senate,,DEM,Milam,101 - CCityW5,,,,6
Kerry Douglas McKennon,U.S. Senate,,LIB,Milam,101 - CCityW5,,,,0
David B. Collins,U.S. Senate,,GRN,Milam,101 - CCityW5,,,,1
Ricardo Turullois-Bonilla (W),U.S. Senate,,,Milam,101 - CCityW5,,,,0
Undervotes,U.S. Senate,,,Milam,101 - CCityW5,,,,5
Overvotes,U.S. Senate,,,Milam,101 - CCityW5,,,,0
Pete Sessions,U.S. House,17,REP,Milam,101 - CCityW5,,,,17
Rick Kennedy,U.S. House,17,DEM,Milam,101 - CCityW5,,,,5
Ted Brown,U.S. House,17,LIB,Milam,101 - CCityW5,,,,1
Undervotes,U.S. House,17,,Milam,101 - CCityW5,,,,3
Overvotes,U.S. House,17,,Milam,101 - CCityW5,,,,0
"James ""Jim"" Wright",Railroad Commissioner,,REP,Milam,101 - CCityW5,,,,16
Chrysta Castaneda,Railroad Commissioner,,DEM,Milam,101 - CCityW5,,,,6
Matt Sterett,Railroad Commissioner,,LIB,Milam,101 - CCityW5,,,,1
"Katija ""Kat"" Gruene",Railroad Commissioner,,GRN,Milam,101 - CCityW5,,,,0
Undervotes,Railroad Commissioner,,,Milam,101 - CCityW5,,,,3
Overvotes,Railroad Commissioner,,,Milam,101 - CCityW5,,,,0
Terry M Wilson,State Representative,20,REP,Milam,101 - CCityW5,,,,17
Jessica Tiedt,State Representative,20,DEM,Milam,101 - CCityW5,,,,5
Undervotes,State Representative,20,,Milam,101 - CCityW5,,,,4
Overvotes,State Representative,20,,Milam,101 - CCityW5,,,,0
Registered Voters,,,,Milam,212 - CCityW1,,,,0
Ballots Cast,,,,Milam,212 - CCityW1,11,46,11,68
Donald J Trump,President,,REP,Milam,212 - CCityW1,,,,46
Joseph R Biden,President,,DEM,Milam,212 - CCityW1,,,,20
Jo Jorgensen,President,,LIB,Milam,212 - CCityW1,,,,1
Howie Hawkins,President,,GRN,Milam,212 - CCityW1,,,,0
Todd Cella (W),President,,,Milam,212 - CCityW1,,,,0
Abram Loeb (W),President,,,Milam,212 - CCityW1,,,,0
Robert Morrow (W),President,,,Milam,212 - CCityW1,,,,0
Jesse Cuellar (W),President,,,Milam,212 - CCityW1,,,,0
Gloria La Riva (W),President,,,Milam,212 - CCityW1,,,,0
Tom Hoefling (W),President,,,Milam,212 - CCityW1,,,,0
Brian Carroll (W),President,,,Milam,212 - CCityW1,,,,0
Kasey Wells (W),President,,,Milam,212 - CCityW1,,,,0
President R. Boddie (W),President,,,Milam,212 - CCityW1,,,,0
Undervotes,President,,,Milam,212 - CCityW1,,,,1
Overvotes,President,,,Milam,212 - CCityW1,,,,0
John Cornyn,U.S. Senate,,REP,Milam,212 - CCityW1,,,,46
"Mary ""MJ"" Hegar",U.S. Senate,,DEM,Milam,212 - CCityW1,,,,20
Kerry Douglas McKennon,U.S. Senate,,LIB,Milam,212 - CCityW1,,,,0
David B. Collins,U.S. Senate,,GRN,Milam,212 - CCityW1,,,,0
Ricardo Turullois-Bonilla (W),U.S. Senate,,,Milam,212 - CCityW1,,,,0
Undervotes,U.S. Senate,,,Milam,212 - CCityW1,,,,2
Overvotes,U.S. Senate,,,Milam,212 - CCityW1,,,,0
Pete Sessions,U.S. House,17,REP,Milam,212 - CCityW1,,,,46
Rick Kennedy,U.S. House,17,DEM,Milam,212 - CCityW1,,,,16
Ted Brown,U.S. House,17,LIB,Milam,212 - CCityW1,,,,0
Undervotes,U.S. House,17,,Milam,212 - CCityW1,,,,6
Overvotes,U.S. House,17,,Milam,212 - CCityW1,,,,0
"James ""Jim"" Wright",Railroad Commissioner,,REP,Milam,212 - CCityW1,,,,45
Chrysta Castaneda,Railroad Commissioner,,DEM,Milam,212 - CCityW1,,,,15
Matt Sterett,Railroad Commissioner,,LIB,Milam,212 - CCityW1,,,,0
"Katija ""Kat"" Gruene",Railroad Commissioner,,GRN,Milam,212 - CCityW1,,,,1
Undervotes,Railroad Commissioner,,,Milam,212 - CCityW1,,,,7
Overvotes,Railroad Commissioner,,,Milam,212 - CCityW1,,,,0
Terry M Wilson,State Representative,20,REP,Milam,212 - CCityW1,,,,46
Jessica Tiedt,State Representative,20,DEM,Milam,212 - CCityW1,,,,19
Undervotes,State Representative,20,,Milam,212 - CCityW1,,,,3
Overvotes,State Representative,20,,Milam,212 - CCityW1,,,,0
Registered Voters,,,,Milam,212 - CCityW2,,,,0
Ballots Cast,,,,Milam,212 - CCityW2,0,12,0,12
Donald J Trump,President,,REP,Milam,212 - CCityW2,,,,10
Joseph R Biden,President,,DEM,Milam,212 - CCityW2,,,,2
Jo Jorgensen,President,,LIB,Milam,212 - CCityW2,,,,0
Howie Hawkins,President,,GRN,Milam,212 - CCityW2,,,,0
Todd Cella (W),President,,,Milam,212 - CCityW2,,,,0
Abram Loeb (W),President,,,Milam,212 - CCityW2,,,,0
Robert Morrow (W),President,,,Milam,212 - CCityW2,,,,0
Jesse Cuellar (W),President,,,Milam,212 - CCityW2,,,,0
Gloria La Riva (W),President,,,Milam,212 - CCityW2,,,,0
Tom Hoefling (W),President,,,Milam,212 - CCityW2,,,,0
Brian Carroll (W),President,,,Milam,212 - CCityW2,,,,0
Kasey Wells (W),President,,,Milam,212 - CCityW2,,,,0
President R. Boddie (W),President,,,Milam,212 - CCityW2,,,,0
Undervotes,President,,,Milam,212 - CCityW2,,,,0
Overvotes,President,,,Milam,212 - CCityW2,,,,0
John Cornyn,U.S. Senate,,REP,Milam,212 - CCityW2,,,,10
"Mary ""MJ"" Hegar",U.S. Senate,,DEM,Milam,212 - CCityW2,,,,2
Kerry Douglas McKennon,U.S. Senate,,LIB,Milam,212 - CCityW2,,,,0
David B. Collins,U.S. Senate,,GRN,Milam,212 - CCityW2,,,,0
Ricardo Turullois-Bonilla (W),U.S. Senate,,,Milam,212 - CCityW2,,,,0
Undervotes,U.S. Senate,,,Milam,212 - CCityW2,,,,0
Overvotes,U.S. Senate,,,Milam,212 - CCityW2,,,,0
Pete Sessions,U.S. House,17,REP,Milam,212 - CCityW2,,,,9
Rick Kennedy,U.S. House,17,DEM,Milam,212 - CCityW2,,,,2
Ted Brown,U.S. House,17,LIB,Milam,212 - CCityW2,,,,0
Undervotes,U.S. House,17,,Milam,212 - CCityW2,,,,1
Overvotes,U.S. House,17,,Milam,212 - CCityW2,,,,0
"James ""Jim"" Wright",Railroad Commissioner,,REP,Milam,212 - CCityW2,,,,10
Chrysta Castaneda,Railroad Commissioner,,DEM,Milam,212 - CCityW2,,,,2
Matt Sterett,Railroad Commissioner,,LIB,Milam,212 - CCityW2,,,,0
"Katija ""Kat"" Gruene",Railroad Commissioner,,GRN,Milam,212 - CCityW2,,,,0
Undervotes,Railroad Commissioner,,,Milam,212 - CCityW2,,,,0
Overvotes,Railroad Commissioner,,,Milam,212 - CCityW2,,,,0
Terry M Wilson,State Representative,20,REP,Milam,212 - CCityW2,,,,9
Jessica Tiedt,State Representative,20,DEM,Milam,212 - CCityW2,,,,2
Undervotes,State Representative,20,,Milam,212 - CCityW2,,,,1
Overvotes,State Representative,20,,Milam,212 - CCityW2,,,,0
Registered Voters,,,,Milam,212 - CCityW3,,,,0
Ballots Cast,,,,Milam,212 - CCityW3,9,62,16,87
Donald J Trump,President,,REP,Milam,212 - CCityW3,,,,58
Joseph R Biden,President,,DEM,Milam,212 - CCityW3,,,,28
Jo Jorgensen,President,,LIB,Milam,212 - CCityW3,,,,0
Howie Hawkins,President,,GRN,Milam,212 - CCityW3,,,,0
Todd Cella (W),President,,,Milam,212 - CCityW3,,,,0
Abram Loeb (W),President,,,Milam,212 - CCityW3,,,,0
Robert Morrow (W),President,,,Milam,212 - CCityW3,,,,0
Jesse Cuellar (W),President,,,Milam,212 - CCityW3,,,,0
Gloria La Riva (W),President,,,Milam,212 - CCityW3,,,,0
Tom Hoefling (W),President,,,Milam,212 - CCityW3,,,,0
Brian Carroll (W),President,,,Milam,212 - CCityW3,,,,0
Kasey Wells (W),President,,,Milam,212 - CCityW3,,,,0
President R. Boddie (W),President,,,Milam,212 - CCityW3,,,,0
Undervotes,President,,,Milam,212 - CCityW3,,,,1
Overvotes,President,,,Milam,212 - CCityW3,,,,0
John Cornyn,U.S. Senate,,REP,Milam,212 - CCityW3,,,,58
"Mary ""MJ"" Hegar",U.S. Senate,,DEM,Milam,212 - CCityW3,,,,25
Kerry Douglas McKennon,U.S. Senate,,LIB,Milam,212 - CCityW3,,,,0
David B. Collins,U.S. Senate,,GRN,Milam,212 - CCityW3,,,,1
Ricardo Turullois-Bonilla (W),U.S. Senate,,,Milam,212 - CCityW3,,,,0
Undervotes,U.S. Senate,,,Milam,212 - CCityW3,,,,3
Overvotes,U.S. Senate,,,Milam,212 - CCityW3,,,,0
Pete Sessions,U.S. House,17,REP,Milam,212 - CCityW3,,,,54
Rick Kennedy,U.S. House,17,DEM,Milam,212 - CCityW3,,,,29
Ted Brown,U.S. House,17,LIB,Milam,212 - CCityW3,,,,1
Undervotes,U.S. House,17,,Milam,212 - CCityW3,,,,3
Overvotes,U.S. House,17,,Milam,212 - CCityW3,,,,0
"James ""Jim"" Wright",Railroad Commissioner,,REP,Milam,212 - CCityW3,,,,58
Chrysta Castaneda,Railroad Commissioner,,DEM,Milam,212 - CCityW3,,,,25
Matt Sterett,Railroad Commissioner,,LIB,Milam,212 - CCityW3,,,,0
"Katija ""Kat"" Gruene",Railroad Commissioner,,GRN,Milam,212 - CCityW3,,,,1
Undervotes,Railroad Commissioner,,,Milam,212 - CCityW3,,,,3
Overvotes,Railroad Commissioner,,,Milam,212 - CCityW3,,,,0
Terry M Wilson,State Representative,20,REP,Milam,212 - CCityW3,,,,59
Jessica Tiedt,State Representative,20,DEM,Milam,212 - CCityW3,,,,25
Undervotes,State Representative,20,,Milam,212 - CCityW3,,,,3
Overvotes,State Representative,20,,Milam,212 - CCityW3,,,,0
Registered Voters,,,,Milam,212 - CCityW4,,,,0
Ballots Cast,,,,Milam,212 - CCityW4,31,128,36,195
Donald J Trump,President,,REP,Milam,212 - CCityW4,,,,96
Joseph R Biden,President,,DEM,Milam,212 - CCityW4,,,,88
Jo Jorgensen,President,,LIB,Milam,212 - CCityW4,,,,5
Howie Hawkins,President,,GRN,Milam,212 - CCityW4,,,,1
Todd Cella (W),President,,,Milam,212 - CCityW4,,,,0
Abram Loeb (W),President,,,Milam,212 - CCityW4,,,,0
Robert Morrow (W),President,,,Milam,212 - CCityW4,,,,0
Jesse Cuellar (W),President,,,Milam,212 - CCityW4,,,,0
Gloria La Riva (W),President,,,Milam,212 - CCityW4,,,,0
Tom Hoefling (W),President,,,Milam,212 - CCityW4,,,,0
Brian Carroll (W),President,,,Milam,212 - CCityW4,,,,0
Kasey Wells (W),President,,,Milam,212 - CCityW4,,,,0
President R. Boddie (W),President,,,Milam,212 - CCityW4,,,,0
Undervotes,President,,,Milam,212 - CCityW4,,,,5
Overvotes,President,,,Milam,212 - CCityW4,,,,0
John Cornyn,U.S. Senate,,REP,Milam,212 - CCityW4,,,,94
"Mary ""MJ"" Hegar",U.S. Senate,,DEM,Milam,212 - CCityW4,,,,77
Kerry Douglas McKennon,U.S. Senate,,LIB,Milam,212 - CCityW4,,,,7
David B. Collins,U.S. Senate,,GRN,Milam,212 - CCityW4,,,,2
Ricardo Turullois-Bonilla (W),U.S. Senate,,,Milam,212 - CCityW4,,,,0
Undervotes,U.S. Senate,,,Milam,212 - CCityW4,,,,15
Overvotes,U.S. Senate,,,Milam,212 - CCityW4,,,,0
Pete Sessions,U.S. House,17,REP,Milam,212 - CCityW4,,,,97
Rick Kennedy,U.S. House,17,DEM,Milam,212 - CCityW4,,,,79
Ted Brown,U.S. House,17,LIB,Milam,212 - CCityW4,,,,7
Undervotes,U.S. House,17,,Milam,212 - CCityW4,,,,12
Overvotes,U.S. House,17,,Milam,212 - CCityW4,,,,0
"James ""Jim"" Wright",Railroad Commissioner,,REP,Milam,212 - CCityW4,,,,92
Chrysta Castaneda,Railroad Commissioner,,DEM,Milam,212 - CCityW4,,,,84
Matt Sterett,Railroad Commissioner,,LIB,Milam,212 - CCityW4,,,,5
"Katija ""Kat"" Gruene",Railroad Commissioner,,GRN,Milam,212 - CCityW4,,,,1
Undervotes,Railroad Commissioner,,,Milam,212 - CCityW4,,,,13
Overvotes,Railroad Commissioner,,,Milam,212 - CCityW4,,,,0
Terry M Wilson,State Representative,20,REP,Milam,212 - CCityW4,,,,97
Jessica Tiedt,State Representative,20,DEM,Milam,212 - CCityW4,,,,80
Undervotes,State Representative,20,,Milam,212 - CCityW4,,,,18
Overvotes,State Representative,20,,Milam,212 - CCityW4,,,,0
Registered Voters,,,,Milam,212 - CCityW5,,,,0
Ballots Cast,,,,Milam,212 - CCityW5,33,152,45,230
Donald J Trump,President,,REP,Milam,212 - CCityW5,,,,48
Joseph R Biden,President,,DEM,Milam,212 - CCityW5,,,,177
Jo Jorgensen,President,,LIB,Milam,212 - CCityW5,,,,2
Howie Hawkins,President,,GRN,Milam,212 - CCityW5,,,,2
Todd Cella (W),President,,,Milam,212 - CCityW5,,,,0
Abram Loeb (W),President,,,Milam,212 - CCityW5,,,,0
Robert Morrow (W),President,,,Milam,212 - CCityW5,,,,0
Jesse Cuellar (W),President,,,Milam,212 - CCityW5,,,,0
Gloria La Riva (W),President,,,Milam,212 - CCityW5,,,,0
Tom Hoefling (W),President,,,Milam,212 - CCityW5,,,,0
Brian Carroll (W),President,,,Milam,212 - CCityW5,,,,0
Kasey Wells (W),President,,,Milam,212 - CCityW5,,,,0
President R. Boddie (W),President,,,Milam,212 - CCityW5,,,,0
Undervotes,President,,,Milam,212 - CCityW5,,,,0
Overvotes,President,,,Milam,212 - CCityW5,,,,1
John Cornyn,U.S. Senate,,REP,Milam,212 - CCityW5,,,,49
"Mary ""MJ"" Hegar",U.S. Senate,,DEM,Milam,212 - CCityW5,,,,164
Kerry Douglas McKennon,U.S. Senate,,LIB,Milam,212 - CCityW5,,,,3
David B. Collins,U.S. Senate,,GRN,Milam,212 - CCityW5,,,,2
Ricardo Turullois-Bonilla (W),U.S. Senate,,,Milam,212 - CCityW5,,,,0
Undervotes,U.S. Senate,,,Milam,212 - CCityW5,,,,12
Overvotes,U.S. Senate,,,Milam,212 - CCityW5,,,,0
Pete Sessions,U.S. House,17,REP,Milam,212 - CCityW5,,,,44
Rick Kennedy,U.S. House,17,DEM,Milam,212 - CCityW5,,,,168
Ted Brown,U.S. House,17,LIB,Milam,212 - CCityW5,,,,6
Undervotes,U.S. House,17,,Milam,212 - CCityW5,,,,12
Overvotes,U.S. House,17,,Milam,212 - CCityW5,,,,0
"James ""Jim"" Wright",Railroad Commissioner,,REP,Milam,212 - CCityW5,,,,45
Chrysta Castaneda,Railroad Commissioner,,DEM,Milam,212 - CCityW5,,,,171
Matt Sterett,Railroad Commissioner,,LIB,Milam,212 - CCityW5,,,,4
"Katija ""Kat"" Gruene",Railroad Commissioner,,GRN,Milam,212 - CCityW5,,,,1
Undervotes,Railroad Commissioner,,,Milam,212 - CCityW5,,,,9
Overvotes,Railroad Commissioner,,,Milam,212 - CCityW5,,,,0
Terry M Wilson,State Representative,20,REP,Milam,212 - CCityW5,,,,42
Jessica Tiedt,State Representative,20,DEM,Milam,212 - CCityW5,,,,173
Undervotes,State Representative,20,,Milam,212 - CCityW5,,,,15
Overvotes,State Representative,20,,Milam,212 - CCityW5,,,,0
Registered Voters,,,,Milam,101 - CISD,,,,0
Ballots Cast,,,,Milam,101 - CISD,41,484,58,583
Donald J Trump,President,,REP,Milam,101 - CISD,,,,480
Joseph R Biden,President,,DEM,Milam,101 - CISD,,,,99
Jo Jorgensen,President,,LIB,Milam,101 - CISD,,,,3
Howie Hawkins,President,,GRN,Milam,101 - CISD,,,,1
Todd Cella (W),President,,,Milam,101 - CISD,,,,0
Abram Loeb (W),President,,,Milam,101 - CISD,,,,0
Robert Morrow (W),President,,,Milam,101 - CISD,,,,0
Jesse Cuellar (W),President,,,Milam,101 - CISD,,,,0
Gloria La Riva (W),President,,,Milam,101 - CISD,,,,0
Tom Hoefling (W),President,,,Milam,101 - CISD,,,,0
Brian Carroll (W),President,,,Milam,101 - CISD,,,,0
Kasey Wells (W),President,,,Milam,101 - CISD,,,,0
President R. Boddie (W),President,,,Milam,101 - CISD,,,,0
Undervotes,President,,,Milam,101 - CISD,,,,0
Overvotes,President,,,Milam,101 - CISD,,,,0
John Cornyn,U.S. Senate,,REP,Milam,101 - CISD,,,,456
"Mary ""MJ"" Hegar",U.S. Senate,,DEM,Milam,101 - CISD,,,,98
Kerry Douglas McKennon,U.S. Senate,,LIB,Milam,101 - CISD,,,,7
David B. Collins,U.S. Senate,,GRN,Milam,101 - CISD,,,,3
Ricardo Turullois-Bonilla (W),U.S. Senate,,,Milam,101 - CISD,,,,0
Undervotes,U.S. Senate,,,Milam,101 - CISD,,,,19
Overvotes,U.S. Senate,,,Milam,101 - CISD,,,,0
Pete Sessions,U.S. House,17,REP,Milam,101 - CISD,,,,469
Rick Kennedy,U.S. House,17,DEM,Milam,101 - CISD,,,,85
Ted Brown,U.S. House,17,LIB,Milam,101 - CISD,,,,11
Undervotes,U.S. House,17,,Milam,101 - CISD,,,,18
Overvotes,U.S. House,17,,Milam,101 - CISD,,,,0
"James ""Jim"" Wright",Railroad Commissioner,,REP,Milam,101 - CISD,,,,461
Chrysta Castaneda,Railroad Commissioner,,DEM,Milam,101 - CISD,,,,84
Matt Sterett,Railroad Commissioner,,LIB,Milam,101 - CISD,,,,8
"Katija ""Kat"" Gruene",Railroad Commissioner,,GRN,Milam,101 - CISD,,,,8
Undervotes,Railroad Commissioner,,,Milam,101 - CISD,,,,22
Overvotes,Railroad Commissioner,,,Milam,101 - CISD,,,,0
Terry M Wilson,State Representative,20,REP,Milam,101 - CISD,,,,463
Jessica Tiedt,State Representative,20,DEM,Milam,101 - CISD,,,,92
Undervotes,State Representative,20,,Milam,101 - CISD,,,,28
Overvotes,State Representative,20,,Milam,101 - CISD,,,,0
Registered Voters,,,,Milam,105 - CISD,,,,0
Ballots Cast,,,,Milam,105 - CISD,0,0,0,0
Donald J Trump,President,,REP,Milam,105 - CISD,,,,0
Joseph R Biden,President,,DEM,Milam,105 - CISD,,,,0
Jo Jorgensen,President,,LIB,Milam,105 - CISD,,,,0
Howie Hawkins,President,,GRN,Milam,105 - CISD,,,,0
Todd Cella (W),President,,,Milam,105 - CISD,,,,0
Abram Loeb (W),President,,,Milam,105 - CISD,,,,0
Robert Morrow (W),President,,,Milam,105 - CISD,,,,0
Jesse Cuellar (W),President,,,Milam,105 - CISD,,,,0
Gloria La Riva (W),President,,,Milam,105 - CISD,,,,0
Tom Hoefling (W),President,,,Milam,105 - CISD,,,,0
Brian Carroll (W),President,,,Milam,105 - CISD,,,,0
Kasey Wells (W),President,,,Milam,105 - CISD,,,,0
President R. Boddie (W),President,,,Milam,105 - CISD,,,,0
Undervotes,President,,,Milam,105 - CISD,,,,0
Overvotes,President,,,Milam,105 - CISD,,,,0
John Cornyn,U.S. Senate,,REP,Milam,105 - CISD,,,,0
"Mary ""MJ"" Hegar",U.S. Senate,,DEM,Milam,105 - CISD,,,,0
Kerry Douglas McKennon,U.S. Senate,,LIB,Milam,105 - CISD,,,,0
David B. Collins,U.S. Senate,,GRN,Milam,105 - CISD,,,,0
Ricardo Turullois-Bonilla (W),U.S. Senate,,,Milam,105 - CISD,,,,0
Undervotes,U.S. Senate,,,Milam,105 - CISD,,,,0
Overvotes,U.S. Senate,,,Milam,105 - CISD,,,,0
Pete Sessions,U.S. House,17,REP,Milam,105 - CISD,,,,0
Rick Kennedy,U.S. House,17,DEM,Milam,105 - CISD,,,,0
Ted Brown,U.S. House,17,LIB,Milam,105 - CISD,,,,0
Undervotes,U.S. House,17,,Milam,105 - CISD,,,,0
Overvotes,U.S. House,17,,Milam,105 - CISD,,,,0
"James ""Jim"" Wright",Railroad Commissioner,,REP,Milam,105 - CISD,,,,0
Chrysta Castaneda,Railroad Commissioner,,DEM,Milam,105 - CISD,,,,0
Matt Sterett,Railroad Commissioner,,LIB,Milam,105 - CISD,,,,0
"Katija ""Kat"" Gruene",Railroad Commissioner,,GRN,Milam,105 - CISD,,,,0
Undervotes,Railroad Commissioner,,,Milam,105 - CISD,,,,0
Overvotes,Railroad Commissioner,,,Milam,105 - CISD,,,,0
Terry M Wilson,State Representative,20,REP,Milam,105 - CISD,,,,0
Jessica Tiedt,State Representative,20,DEM,Milam,105 - CISD,,,,0
Undervotes,State Representative,20,,Milam,105 - CISD,,,,0
Overvotes,State Representative,20,,Milam,105 - CISD,,,,0
Registered Voters,,,,Milam,203 - CISD,,,,0
Ballots Cast,,,,Milam,203 - CISD,1,48,3,52
Donald J Trump,President,,REP,Milam,203 - CISD,,,,50
Joseph R Biden,President,,DEM,Milam,203 - CISD,,,,2
Jo Jorgensen,President,,LIB,Milam,203 - CISD,,,,0
Howie Hawkins,President,,GRN,Milam,203 - CISD,,,,0
Todd Cella (W),President,,,Milam,203 - CISD,,,,0
Abram Loeb (W),President,,,Milam,203 - CISD,,,,0
Robert Morrow (W),President,,,Milam,203 - CISD,,,,0
Jesse Cuellar (W),President,,,Milam,203 - CISD,,,,0
Gloria La Riva (W),President,,,Milam,203 - CISD,,,,0
Tom Hoefling (W),President,,,Milam,203 - CISD,,,,0
Brian Carroll (W),President,,,Milam,203 - CISD,,,,0
Kasey Wells (W),President,,,Milam,203 - CISD,,,,0
President R. Boddie (W),President,,,Milam,203 - CISD,,,,0
Undervotes,President,,,Milam,203 - CISD,,,,0
Overvotes,President,,,Milam,203 - CISD,,,,0
John Cornyn,U.S. Senate,,REP,Milam,203 - CISD,,,,48
"Mary ""MJ"" Hegar",U.S. Senate,,DEM,Milam,203 - CISD,,,,3
Kerry Douglas McKennon,U.S. Senate,,LIB,Milam,203 - CISD,,,,0
David B. Collins,U.S. Senate,,GRN,Milam,203 - CISD,,,,1
Ricardo Turullois-Bonilla (W),U.S. Senate,,,Milam,203 - CISD,,,,0
Undervotes,U.S. Senate,,,Milam,203 - CISD,,,,0
Overvotes,U.S. Senate,,,Milam,203 - CISD,,,,0
Pete Sessions,U.S. House,17,REP,Milam,203 - CISD,,,,48
Rick Kennedy,U.S. House,17,DEM,Milam,203 - CISD,,,,4
Ted Brown,U.S. House,17,LIB,Milam,203 - CISD,,,,0
Undervotes,U.S. House,17,,Milam,203 - CISD,,,,0
Overvotes,U.S. House,17,,Milam,203 - CISD,,,,0
"James ""Jim"" Wright",Railroad Commissioner,,REP,Milam,203 - CISD,,,,48
Chrysta Castaneda,Railroad Commissioner,,DEM,Milam,203 - CISD,,,,1
Matt Sterett,Railroad Commissioner,,LIB,Milam,203 - CISD,,,,0
"Katija ""Kat"" Gruene",Railroad Commissioner,,GRN,Milam,203 - CISD,,,,2
Undervotes,Railroad Commissioner,,,Milam,203 - CISD,,,,1
Overvotes,Railroad Commissioner,,,Milam,203 - CISD,,,,0
Terry M Wilson,State Representative,20,REP,Milam,203 - CISD,,,,48
Jessica Tiedt,State Representative,20,DEM,Milam,203 - CISD,,,,3
Undervotes,State Representative,20,,Milam,203 - CISD,,,,1
Overvotes,State Representative,20,,Milam,203 - CISD,,,,0
Registered Voters,,,,Milam,210 - CISD,,,,0
Ballots Cast,,,,Milam,210 - CISD,39,284,45,368
Donald J Trump,President,,REP,Milam,210 - CISD,,,,286
Joseph R Biden,President,,DEM,Milam,210 - CISD,,,,75
Jo Jorgensen,President,,LIB,Milam,210 - CISD,,,,1
Howie Hawkins,President,,GRN,Milam,210 - CISD,,,,1
Todd Cella (W),President,,,Milam,210 - CISD,,,,0
Abram Loeb (W),President,,,Milam,210 - CISD,,,,0
Robert Morrow (W),President,,,Milam,210 - CISD,,,,0
Jesse Cuellar (W),President,,,Milam,210 - CISD,,,,0
Gloria La Riva (W),President,,,Milam,210 - CISD,,,,0
Tom Hoefling (W),President,,,Milam,210 - CISD,,,,0
Brian Carroll (W),President,,,Milam,210 - CISD,,,,0
Kasey Wells (W),President,,,Milam,210 - CISD,,,,0
President R. Boddie (W),President,,,Milam,210 - CISD,,,,0
Undervotes,President,,,Milam,210 - CISD,,,,5
Overvotes,President,,,Milam,210 - CISD,,,,0
John Cornyn,U.S. Senate,,REP,Milam,210 - CISD,,,,275
"Mary ""MJ"" Hegar",U.S. Senate,,DEM,Milam,210 - CISD,,,,76
Kerry Douglas McKennon,U.S. Senate,,LIB,Milam,210 - CISD,,,,3
David B. Collins,U.S. Senate,,GRN,Milam,210 - CISD,,,,2
Ricardo Turullois-Bonilla (W),U.S. Senate,,,Milam,210 - CISD,,,,0
Undervotes,U.S. Senate,,,Milam,210 - CISD,,,,12
Overvotes,U.S. Senate,,,Milam,210 - CISD,,,,0
Pete Sessions,U.S. House,17,REP,Milam,210 - CISD,,,,280
Rick Kennedy,U.S. House,17,DEM,Milam,210 - CISD,,,,73
Ted Brown,U.S. House,17,LIB,Milam,210 - CISD,,,,7
Undervotes,U.S. House,17,,Milam,210 - CISD,,,,8
Overvotes,U.S. House,17,,Milam,210 - CISD,,,,0
