county,precinct,office,district,party,candidate,election_day,mail,early_voting,votes
San Jacinto,6,"Justice, Supreme Court, Place 7",,REP,Under Votes,31,11,54,96
San Jacinto,6,"Justice, Supreme Court, Place 7",,REP,Over Votes,0,0,0,0
San Jacinto,6,"Justice, Supreme Court, Place 8",,REP,Brett Busby,168,16,302,486
San Jacinto,6,"Justice, Supreme Court, Place 8",,REP,Cast Votes:,168,16,302,486
San Jacinto,6,"Justice, Supreme Court, Place 8",,REP,Under Votes,32,11,54,97
San Jacinto,6,"Justice, Supreme Court, Place 8",,REP,Over Votes,0,0,0,0
San Jacinto,6,"Judge, Court of Criminal Appeals, Place 3",,REP,Gina Parker,83,13,154,250
San Jacinto,6,"Judge, Court of Criminal Appeals, Place 3",,REP,Bert Richardson,88,10,148,246
San Jacinto,6,"Judge, Court of Criminal Appeals, Place 3",,REP,Cast Votes:,171,23,302,496
San Jacinto,6,"Judge, Court of Criminal Appeals, Place 3",,REP,Under Votes,29,4,54,87
San Jacinto,6,"Judge, Court of Criminal Appeals, Place 3",,REP,Over Votes,0,0,0,0
San Jacinto,6,"Judge, Court of Criminal Appeals, Place 4",,REP,Kevin Patrick Yeary,164,15,296,475
San Jacinto,6,"Judge, Court of Criminal Appeals, Place 4",,REP,Cast Votes:,164,15,296,475
San Jacinto,6,"Judge, Court of Criminal Appeals, Place 4",,REP,Under Votes,36,12,60,108
San Jacinto,6,"Judge, Court of Criminal Appeals, Place 4",,REP,Over Votes,0,0,0,0
San Jacinto,6,"Judge, Court of Criminal Appeals, Place 9",,REP,David Newell,164,15,290,469
San Jacinto,6,"Judge, Court of Criminal Appeals, Place 9",,REP,Cast Votes:,164,15,290,469
San Jacinto,6,"Judge, Court of Criminal Appeals, Place 9",,REP,Under Votes,36,12,66,114
San Jacinto,6,"Judge, Court of Criminal Appeals, Place 9",,REP,Over Votes,0,0,0,0
San Jacinto,6,"Member, State Board of Education, District 8",,REP,Audrey Young,161,14,296,471
San Jacinto,6,"Member, State Board of Education, District 8",,REP,Cast Votes:,161,14,296,471
San Jacinto,6,"Member, State Board of Education, District 8",,REP,Under Votes,39,13,60,112
San Jacinto,6,"Member, State Board of Education, District 8",,REP,Over Votes,0,0,0,0
San Jacinto,6,State Representative,18,REP,Ernest Bailes,176,20,317,513
San Jacinto,6,State Representative,18,REP,Cast Votes:,176,20,317,513
San Jacinto,6,State Representative,18,REP,Under Votes,24,7,39,70
San Jacinto,6,State Representative,18,REP,Over Votes,0,0,0,0
San Jacinto,6,"Chief Justice, 9th Court of Appeals District",,REP,"Chuck ""Charles B"" Meyer",60,4,76,140
San Jacinto,6,"Chief Justice, 9th Court of Appeals District",,REP,Jay Wright,41,4,83,128
San Jacinto,6,"Chief Justice, 9th Court of Appeals District",,REP,Jarrod Lee Walker,22,1,25,48
San Jacinto,6,"Chief Justice, 9th Court of Appeals District",,REP,Colleen Cordts Rice,14,4,50,68
San Jacinto,6,"Chief Justice, 9th Court of Appeals District",,REP,Scott Golemon,31,5,73,109
San Jacinto,6,"Chief Justice, 9th Court of Appeals District",,REP,Cast Votes:,168,18,307,493
San Jacinto,6,"Chief Justice, 9th Court of Appeals District",,REP,Under Votes,32,9,49,90
San Jacinto,6,"Chief Justice, 9th Court of Appeals District",,REP,Over Votes,0,0,0,0
San Jacinto,6,"District Judge, 411th Judicial District",,REP,Kaycee L. Jones,73,4,117,194
San Jacinto,6,"District Judge, 411th Judicial District",,REP,John Wells,104,17,201,322
San Jacinto,6,"District Judge, 411th Judicial District",,REP,Cast Votes:,177,21,318,516
San Jacinto,6,"District Judge, 411th Judicial District",,REP,Under Votes,23,6,38,67
San Jacinto,6,"District Judge, 411th Judicial District",,REP,Over Votes,0,0,0,0
San Jacinto,6,Sheriff,,REP,Greg Capers,104,14,217,335
San Jacinto,6,Sheriff,,REP,Mike Flynt,90,9,126,225
San Jacinto,6,Sheriff,,REP,Cast Votes:,194,23,343,560
San Jacinto,6,Sheriff,,REP,Under Votes,6,4,13,23
San Jacinto,6,Sheriff,,REP,Over Votes,0,0,0,0
San Jacinto,6,County Tax Assessor-Collector,,REP,Betty Davis,172,18,311,501
San Jacinto,6,County Tax Assessor-Collector,,REP,Cast Votes:,172,18,311,501
San Jacinto,6,County Tax Assessor-Collector,,REP,Under Votes,28,9,45,82
San Jacinto,6,County Tax Assessor-Collector,,REP,Over Votes,0,0,0,0
San Jacinto,6,San Jacinto County Chairman,,REP,Dwayne Wright,173,15,306,494
San Jacinto,6,San Jacinto County Chairman,,REP,Cast Votes:,173,15,306,494
San Jacinto,6,San Jacinto County Chairman,,REP,Under Votes,27,12,50,89
San Jacinto,6,San Jacinto County Chairman,,REP,Over Votes,0,0,0,0
San Jacinto,6,Proposition #1,,DEM,Yes,51,4,34,89
San Jacinto,6,Proposition #1,,DEM,No,8,0,6,14
San Jacinto,6,Proposition #1,,DEM,Cast Votes:,59,4,40,103
San Jacinto,6,Proposition #1,,DEM,Under Votes,3,1,2,6
San Jacinto,6,Proposition #1,,DEM,Over Votes,0,0,0,0
San Jacinto,6,Proposition #2,,DEM,Yes,55,3,31,89
San Jacinto,6,Proposition #2,,DEM,No,4,0,10,14
San Jacinto,6,Proposition #2,,DEM,Cast Votes:,59,3,41,103
San Jacinto,6,Proposition #2,,DEM,Under Votes,3,2,1,6
San Jacinto,6,Proposition #2,,DEM,Over Votes,0,0,0,0
San Jacinto,6,Proposition #3,,DEM,Yes,58,3,38,99
San Jacinto,6,Proposition #3,,DEM,No,2,0,3,5
San Jacinto,6,Proposition #3,,DEM,Cast Votes:,60,3,41,104
San Jacinto,6,Proposition #3,,DEM,Under Votes,2,2,1,5
San Jacinto,6,Proposition #3,,DEM,Over Votes,0,0,0,0
San Jacinto,6,Proposition #4,,DEM,Yes,58,4,36,98
San Jacinto,6,Proposition #4,,DEM,No,2,0,5,7
San Jacinto,6,Proposition #4,,DEM,Cast Votes:,60,4,41,105
San Jacinto,6,Proposition #4,,DEM,Under Votes,2,1,1,4
San Jacinto,6,Proposition #4,,DEM,Over Votes,0,0,0,0
San Jacinto,6,Proposition #5,,DEM,Yes,59,4,38,101
San Jacinto,6,Proposition #5,,DEM,No,1,0,2,3
San Jacinto,6,Proposition #5,,DEM,Cast Votes:,60,4,40,104
San Jacinto,6,Proposition #5,,DEM,Under Votes,2,1,2,5
San Jacinto,6,Proposition #5,,DEM,Over Votes,0,0,0,0
San Jacinto,6,Proposition #6,,DEM,Yes,58,3,38,99
San Jacinto,6,Proposition #6,,DEM,No,1,0,2,3
San Jacinto,6,Proposition #6,,DEM,Cast Votes:,59,3,40,102
San Jacinto,6,Proposition #6,,DEM,Under Votes,3,2,2,7
San Jacinto,6,Proposition #6,,DEM,Over Votes,0,0,0,0
San Jacinto,6,Proposition #7,,DEM,Yes,56,4,36,96
San Jacinto,6,Proposition #7,,DEM,No,2,0,5,7
San Jacinto,6,Proposition #7,,DEM,Cast Votes:,58,4,41,103
San Jacinto,6,Proposition #7,,DEM,Under Votes,4,1,1,6
San Jacinto,6,Proposition #7,,DEM,Over Votes,0,0,0,0
San Jacinto,6,Proposition #8,,DEM,Yes,54,4,35,93
San Jacinto,6,Proposition #8,,DEM,No,3,0,6,9
San Jacinto,6,Proposition #8,,DEM,Cast Votes:,57,4,41,102
San Jacinto,6,Proposition #8,,DEM,Under Votes,5,1,1,7
San Jacinto,6,Proposition #8,,DEM,Over Votes,0,0,0,0
San Jacinto,6,Proposition #9,,DEM,Yes,58,3,34,95
San Jacinto,6,Proposition #9,,DEM,No,1,0,5,6
San Jacinto,6,Proposition #9,,DEM,Cast Votes:,59,3,39,101
San Jacinto,6,Proposition #9,,DEM,Under Votes,3,2,3,8
San Jacinto,6,Proposition #9,,DEM,Over Votes,0,0,0,0
San Jacinto,6,Proposition #10,,DEM,Yes,53,4,33,90
San Jacinto,6,Proposition #10,,DEM,No,4,0,7,11
San Jacinto,6,Proposition #10,,DEM,Cast Votes:,57,4,40,101
San Jacinto,6,Proposition #10,,DEM,Under Votes,5,1,2,8
San Jacinto,6,Proposition #10,,DEM,Over Votes,0,0,0,0
San Jacinto,6,Proposition #11,,DEM,Yes,54,4,30,88
San Jacinto,6,Proposition #11,,DEM,No,5,0,10,15
San Jacinto,6,Proposition #11,,DEM,Cast Votes:,59,4,40,103
San Jacinto,6,Proposition #11,,DEM,Under Votes,3,1,2,6
San Jacinto,6,Proposition #11,,DEM,Over Votes,0,0,0,0
San Jacinto,6,Proposition 1,,REP,Yes,165,20,317,502
San Jacinto,6,Proposition 1,,REP,No,29,3,33,65
San Jacinto,6,Proposition 1,,REP,Cast Votes:,194,23,350,567
San Jacinto,6,Proposition 1,,REP,Under Votes,6,4,6,16
San Jacinto,6,Proposition 1,,REP,Over Votes,0,0,0,0
San Jacinto,6,Proposition 2,,REP,Yes,172,19,311,502
San Jacinto,6,Proposition 2,,REP,No,25,4,38,67
San Jacinto,6,Proposition 2,,REP,Cast Votes:,197,23,349,569
San Jacinto,6,Proposition 2,,REP,Under Votes,3,4,7,14
San Jacinto,6,Proposition 2,,REP,Over Votes,0,0,0,0
San Jacinto,6,Proposition 3,,REP,Yes,185,23,330,538
San Jacinto,6,Proposition 3,,REP,No,11,0,18,29
San Jacinto,6,Proposition 3,,REP,Cast Votes:,196,23,348,567
San Jacinto,6,Proposition 3,,REP,Under Votes,4,4,8,16
San Jacinto,6,Proposition 3,,REP,Over Votes,0,0,0,0
San Jacinto,6,Proposition 4,,REP,Yes,191,21,336,548
San Jacinto,6,Proposition 4,,REP,No,5,2,11,18
San Jacinto,6,Proposition 4,,REP,Cast Votes:,196,23,347,566
San Jacinto,6,Proposition 4,,REP,Under Votes,4,4,9,17
San Jacinto,6,Proposition 4,,REP,Over Votes,0,0,0,0
San Jacinto,6,Proposition 5,,REP,Yes,171,20,316,507
San Jacinto,6,Proposition 5,,REP,No,24,3,31,58
San Jacinto,6,Proposition 5,,REP,Cast Votes:,195,23,347,565
San Jacinto,6,Proposition 5,,REP,Under Votes,5,4,9,18
San Jacinto,6,Proposition 5,,REP,Over Votes,0,0,0,0
San Jacinto,6,Proposition 6,,REP,Yes,183,20,320,523
San Jacinto,6,Proposition 6,,REP,No,12,4,22,38
San Jacinto,6,Proposition 6,,REP,Cast Votes:,195,24,342,561
San Jacinto,6,Proposition 6,,REP,Under Votes,5,3,14,22
San Jacinto,6,Proposition 6,,REP,Over Votes,0,0,0,0
San Jacinto,6,Proposition 7,,REP,Yes,193,21,343,557
San Jacinto,6,Proposition 7,,REP,No,4,3,6,13
San Jacinto,6,Proposition 7,,REP,Cast Votes:,197,24,349,570
San Jacinto,6,Proposition 7,,REP,Under Votes,3,3,7,13
San Jacinto,6,Proposition 7,,REP,Over Votes,0,0,0,0
San Jacinto,6,Proposition 8,,REP,Yes,192,23,343,558
San Jacinto,6,Proposition 8,,REP,No,3,1,2,6
San Jacinto,6,Proposition 8,,REP,Cast Votes:,195,24,345,564
San Jacinto,6,Proposition 8,,REP,Under Votes,5,3,11,19
San Jacinto,6,Proposition 8,,REP,Over Votes,0,0,0,0
San Jacinto,6,Proposition 9,,REP,Yes,180,21,323,524
San Jacinto,6,Proposition 9,,REP,No,15,3,22,40
San Jacinto,6,Proposition 9,,REP,Cast Votes:,195,24,345,564
San Jacinto,6,Proposition 9,,REP,Under Votes,5,3,11,19
San Jacinto,6,Proposition 9,,REP,Over Votes,0,0,0,0
San Jacinto,6,Proposition 10,,REP,Yes,176,20,327,523
San Jacinto,6,Proposition 10,,REP,No,19,3,20,42
San Jacinto,6,Proposition 10,,REP,Cast Votes:,195,23,347,565
San Jacinto,6,Proposition 10,,REP,Under Votes,5,4,9,18
San Jacinto,6,Proposition 10,,REP,Over Votes,0,0,0,0
San Jacinto,7,President,,DEM,Andrew Yang,0,0,0,0
San Jacinto,7,President,,DEM,John K. Delaney,0,0,0,0
San Jacinto,7,President,,DEM,Robby Wells,0,0,0,0
San Jacinto,7,President,,DEM,Joseph R. Biden,66,19,10,95
San Jacinto,7,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0
San Jacinto,7,President,,DEM,Marianne Williamson,2,0,0,2
San Jacinto,7,President,,DEM,Deval Patrick,0,0,0,0
San Jacinto,7,President,,DEM,Elizabeth Warren,6,0,6,12
San Jacinto,7,President,,DEM,Tulsi Gabbard,0,0,0,0
San Jacinto,7,President,,DEM,Julián Castro,0,0,0,0
San Jacinto,7,President,,DEM,Pete Buttigieg,0,0,5,5
San Jacinto,7,President,,DEM,Bernie Sanders,18,2,8,28
San Jacinto,7,President,,DEM,Tom Steyer,0,1,3,4
San Jacinto,7,President,,DEM,Michael Bennet,0,0,0,0
San Jacinto,7,President,,DEM,Michael R. Bloomberg,14,6,1,21
San Jacinto,7,President,,DEM,Cory Booker,0,0,0,0
San Jacinto,7,President,,DEM,Amy Klobuchar,0,0,2,2
San Jacinto,7,Ballots Cast,,DEM,,106,28,35,169
San Jacinto,7,President,,DEM,Under Votes,1,0,0,1
San Jacinto,7,President,,DEM,Over Votes,0,0,0,0
San Jacinto,7,U.S. Senate,,DEM,Michael Cooper,8,3,1,12
San Jacinto,7,U.S. Senate,,DEM,Cristina Tzintzun Ramirez,6,2,3,11
San Jacinto,7,U.S. Senate,,DEM,Adrian Ocegueda,0,1,1,2
San Jacinto,7,U.S. Senate,,DEM,Jack Daniel Foster Jr,4,0,0,4
San Jacinto,7,U.S. Senate,,DEM,Chris Bell,25,5,3,33
San Jacinto,7,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",17,5,13,35
San Jacinto,7,U.S. Senate,,DEM,"Annie ""Mamá"" Garcia",13,1,3,17
San Jacinto,7,U.S. Senate,,DEM,Sema Hernandez,8,1,0,9
San Jacinto,7,U.S. Senate,,DEM,Victor Hugo Harris,1,1,1,3
San Jacinto,7,U.S. Senate,,DEM,Royce West,4,2,0,6
San Jacinto,7,U.S. Senate,,DEM,Amanda K. Edwards,5,5,5,15
San Jacinto,7,U.S. Senate,,DEM,D.R. Hunter,0,0,0,0
San Jacinto,7,U.S. Senate,,DEM,Cast Votes:,91,26,30,147
San Jacinto,7,U.S. Senate,,DEM,Under Votes,16,2,5,23
San Jacinto,7,U.S. Senate,,DEM,Over Votes,0,0,0,0
San Jacinto,7,U.S. House,8,DEM,Laura Jones,41,15,17,73
San Jacinto,7,U.S. House,8,DEM,Elizabeth Hernandez,47,10,14,71
San Jacinto,7,U.S. House,8,DEM,Cast Votes:,88,25,31,144
San Jacinto,7,U.S. House,8,DEM,Under Votes,19,3,4,26
San Jacinto,7,U.S. House,8,DEM,Over Votes,0,0,0,0
San Jacinto,7,Railroad Commissioner,,DEM,"Roberto R. ""Beto"" Alonzo",22,10,8,40
San Jacinto,7,Railroad Commissioner,,DEM,Chrysta Castañeda,22,3,5,30
San Jacinto,7,Railroad Commissioner,,DEM,Kelly Stone,26,9,10,45
San Jacinto,7,Railroad Commissioner,,DEM,Mark Watson,18,3,8,29
San Jacinto,7,Railroad Commissioner,,DEM,Cast Votes:,88,25,31,144
San Jacinto,7,Railroad Commissioner,,DEM,Under Votes,19,3,4,26
San Jacinto,7,Railroad Commissioner,,DEM,Over Votes,0,0,0,0
San Jacinto,7,"Chief Justice, Supreme Court",,DEM,Jerry Zimmerer,20,5,5,30
San Jacinto,7,"Chief Justice, Supreme Court",,DEM,Amy Clark Meachum,72,21,27,120
San Jacinto,7,"Chief Justice, Supreme Court",,DEM,Cast Votes:,92,26,32,150
San Jacinto,7,"Chief Justice, Supreme Court",,DEM,Under Votes,15,2,3,20
San Jacinto,7,"Chief Justice, Supreme Court",,DEM,Over Votes,0,0,0,0
San Jacinto,7,"Justice, Supreme Court, Place 6 Unexpired Term",,DEM,Kathy Cheng,69,19,22,110
San Jacinto,7,"Justice, Supreme Court, Place 6 Unexpired Term",,DEM,Larry Praeger,20,6,9,35
San Jacinto,7,"Justice, Supreme Court, Place 6 Unexpired Term",,DEM,Cast Votes:,89,25,31,145
San Jacinto,7,"Justice, Supreme Court, Place 6 Unexpired Term",,DEM,Under Votes,18,3,4,25
San Jacinto,7,"Justice, Supreme Court, Place 6 Unexpired Term",,DEM,Over Votes,0,0,0,0
San Jacinto,7,"Justice, Supreme Court, Place 7",,DEM,Brandy Voss,22,5,12,39
San Jacinto,7,"Justice, Supreme Court, Place 7",,DEM,Staci Williams,63,20,19,102
San Jacinto,7,"Justice, Supreme Court, Place 7",,DEM,Cast Votes:,85,25,31,141
San Jacinto,7,"Justice, Supreme Court, Place 7",,DEM,Under Votes,22,3,4,29
San Jacinto,7,"Justice, Supreme Court, Place 7",,DEM,Over Votes,0,0,0,0
San Jacinto,7,"Justice, Supreme Court, Place 8",,DEM,Gisela D. Triana,51,13,20,84
San Jacinto,7,"Justice, Supreme Court, Place 8",,DEM,Peter Kelly,34,12,11,57
San Jacinto,7,"Justice, Supreme Court, Place 8",,DEM,Cast Votes:,85,25,31,141
San Jacinto,7,"Justice, Supreme Court, Place 8",,DEM,Under Votes,22,3,4,29
San Jacinto,7,"Justice, Supreme Court, Place 8",,DEM,Over Votes,0,0,0,0
San Jacinto,7,"Judge, Court of Criminal Appeals, Place 3",,DEM,Dan Wood,14,6,3,23
San Jacinto,7,"Judge, Court of Criminal Appeals, Place 3",,DEM,William Pieratt Demond,7,2,5,14
San Jacinto,7,"Judge, Court of Criminal Appeals, Place 3",,DEM,Elizabeth Davis Frizell,65,17,23,105
San Jacinto,7,"Judge, Court of Criminal Appeals, Place 3",,DEM,Cast Votes:,86,25,31,142
San Jacinto,7,"Judge, Court of Criminal Appeals, Place 3",,DEM,Under Votes,21,3,4,28
San Jacinto,7,"Judge, Court of Criminal Appeals, Place 3",,DEM,Over Votes,0,0,0,0
San Jacinto,7,"Judge, Court of Criminal Appeals, Place 4",,DEM,Steven Miears,15,8,10,33
San Jacinto,7,"Judge, Court of Criminal Appeals, Place 4",,DEM,Tina Clinton,71,17,21,109
San Jacinto,7,"Judge, Court of Criminal Appeals, Place 4",,DEM,Cast Votes:,86,25,31,142
San Jacinto,7,"Judge, Court of Criminal Appeals, Place 4",,DEM,Under Votes,21,3,4,28
San Jacinto,7,"Judge, Court of Criminal Appeals, Place 4",,DEM,Over Votes,0,0,0,0
San Jacinto,7,"Judge, Court of Criminal Appeals, Place 9",,DEM,Brandon Birmingham,77,25,29,131
San Jacinto,7,"Judge, Court of Criminal Appeals, Place 9",,DEM,Cast Votes:,77,25,29,131
San Jacinto,7,"Judge, Court of Criminal Appeals, Place 9",,DEM,Under Votes,30,3,6,39
San Jacinto,7,"Judge, Court of Criminal Appeals, Place 9",,DEM,Over Votes,0,0,0,0
San Jacinto,7,"Constable, Precinct 4",,DEM,Alvin Wyatt,96,26,29,151
San Jacinto,7,"Constable, Precinct 4",,DEM,Cast Votes:,96,26,29,151
San Jacinto,7,"Constable, Precinct 4",,DEM,Under Votes,11,2,6,19
San Jacinto,7,"Constable, Precinct 4",,DEM,Over Votes,0,0,0,0
San Jacinto,7,San Jacinto County Chairman,,DEM,Jacqueline Mier,86,24,28,138
San Jacinto,7,San Jacinto County Chairman,,DEM,Cast Votes:,86,24,28,138
San Jacinto,7,San Jacinto County Chairman,,DEM,Under Votes,21,4,7,32
San Jacinto,7,San Jacinto County Chairman,,DEM,Over Votes,0,0,0,0
San Jacinto,7,President,,REP,"Roque ""Rocky"" De La Fuente Guerra",2,0,0,2
San Jacinto,7,President,,REP,Donald J. Trump,254,41,184,479
San Jacinto,7,President,,REP,Bill Weld,0,0,1,1
San Jacinto,7,President,,REP,Zoltan G. Istvan,0,0,0,0
San Jacinto,7,President,,REP,Matthew John Matern,0,0,0,0
San Jacinto,7,President,,REP,Bob Ely,1,0,0,1
San Jacinto,7,President,,REP,Joe Walsh,3,0,0,3
San Jacinto,7,President,,REP,Uncommitted,8,0,6,14
San Jacinto,7,Ballots Cast,,REP,,268,41,191,500
San Jacinto,7,President,,REP,Under Votes,0,0,1,1
San Jacinto,7,President,,REP,Over Votes,0,0,0,0
San Jacinto,7,U.S. Senate,,REP,John Cornyn,207,38,140,385
San Jacinto,7,U.S. Senate,,REP,John Anthony Castro,11,0,6,17
San Jacinto,7,U.S. Senate,,REP,Dwayne Stovall,26,0,33,59
San Jacinto,7,U.S. Senate,,REP,Mark Yancey,14,1,5,20
San Jacinto,7,U.S. Senate,,REP,Virgil Bierschwale,1,0,0,1
San Jacinto,7,U.S. Senate,,REP,Cast Votes:,259,39,184,482
San Jacinto,7,U.S. Senate,,REP,Under Votes,9,2,8,19
San Jacinto,7,U.S. Senate,,REP,Over Votes,0,0,0,0
San Jacinto,7,U.S. House,8,REP,Kirk Osborn,22,1,30,53
San Jacinto,7,U.S. House,8,REP,Melissa Esparza-Mathis,8,0,4,12
San Jacinto,7,U.S. House,8,REP,Kevin Brady,229,38,149,416
San Jacinto,7,U.S. House,8,REP,Cast Votes:,259,39,183,481
San Jacinto,7,U.S. House,8,REP,Under Votes,9,2,9,20
San Jacinto,7,U.S. House,8,REP,Over Votes,0,0,0,0
San Jacinto,7,Railroad Commissioner,,REP,"James ""Jim"" Wright",178,24,115,317
San Jacinto,7,Railroad Commissioner,,REP,Ryan Sitton,67,13,62,142
San Jacinto,7,Railroad Commissioner,,REP,Cast Votes:,245,37,177,459
San Jacinto,7,Railroad Commissioner,,REP,Under Votes,23,4,15,42
San Jacinto,7,Railroad Commissioner,,REP,Over Votes,0,0,0,0
San Jacinto,7,"Chief Justice, Supreme Court",,REP,Nathan Hecht,231,38,170,439
San Jacinto,7,"Chief Justice, Supreme Court",,REP,Cast Votes:,231,38,170,439
San Jacinto,7,"Chief Justice, Supreme Court",,REP,Under Votes,37,3,22,62
San Jacinto,7,"Chief Justice, Supreme Court",,REP,Over Votes,0,0,0,0
San Jacinto,7,"Justice, Supreme Court, Place 6 Unexpired Term",,REP,Jane Bland,225,38,162,425
San Jacinto,7,"Justice, Supreme Court, Place 6 Unexpired Term",,REP,Cast Votes:,225,38,162,425
San Jacinto,7,"Justice, Supreme Court, Place 6 Unexpired Term",,REP,Under Votes,43,3,30,76
San Jacinto,7,"Justice, Supreme Court, Place 6 Unexpired Term",,REP,Over Votes,0,0,0,0
San Jacinto,7,"Justice, Supreme Court, Place 7",,REP,Jeff Boyd,226,38,165,429
San Jacinto,7,"Justice, Supreme Court, Place 7",,REP,Cast Votes:,226,38,165,429
San Jacinto,7,"Justice, Supreme Court, Place 7",,REP,Under Votes,42,3,27,72
San Jacinto,7,"Justice, Supreme Court, Place 7",,REP,Over Votes,0,0,0,0
San Jacinto,7,"Justice, Supreme Court, Place 8",,REP,Brett Busby,224,38,165,427
San Jacinto,7,"Justice, Supreme Court, Place 8",,REP,Cast Votes:,224,38,165,427
San Jacinto,7,"Justice, Supreme Court, Place 8",,REP,Under Votes,44,3,27,74
San Jacinto,7,"Justice, Supreme Court, Place 8",,REP,Over Votes,0,0,0,0
San Jacinto,7,"Judge, Court of Criminal Appeals, Place 3",,REP,Gina Parker,133,6,98,237
San Jacinto,7,"Judge, Court of Criminal Appeals, Place 3",,REP,Bert Richardson,107,30,76,213
San Jacinto,7,"Judge, Court of Criminal Appeals, Place 3",,REP,Cast Votes:,240,36,174,450
San Jacinto,7,"Judge, Court of Criminal Appeals, Place 3",,REP,Under Votes,28,5,18,51
San Jacinto,7,"Judge, Court of Criminal Appeals, Place 3",,REP,Over Votes,0,0,0,0
San Jacinto,7,"Judge, Court of Criminal Appeals, Place 4",,REP,Kevin Patrick Yeary,225,38,160,423
San Jacinto,7,"Judge, Court of Criminal Appeals, Place 4",,REP,Cast Votes:,225,38,160,423
San Jacinto,7,"Judge, Court of Criminal Appeals, Place 4",,REP,Under Votes,43,3,32,78
San Jacinto,7,"Judge, Court of Criminal Appeals, Place 4",,REP,Over Votes,0,0,0,0
San Jacinto,7,"Judge, Court of Criminal Appeals, Place 9",,REP,David Newell,224,37,160,421
San Jacinto,7,"Judge, Court of Criminal Appeals, Place 9",,REP,Cast Votes:,224,37,160,421
San Jacinto,7,"Judge, Court of Criminal Appeals, Place 9",,REP,Under Votes,44,4,32,80
San Jacinto,7,"Judge, Court of Criminal Appeals, Place 9",,REP,Over Votes,0,0,0,0
San Jacinto,7,"Member, State Board of Education, District 8",,REP,Audrey Young,223,36,159,418
San Jacinto,7,"Member, State Board of Education, District 8",,REP,Cast Votes:,223,36,159,418
San Jacinto,7,"Member, State Board of Education, District 8",,REP,Under Votes,45,5,33,83
San Jacinto,7,"Member, State Board of Education, District 8",,REP,Over Votes,0,0,0,0
San Jacinto,7,State Representative,18,REP,Ernest Bailes,230,36,166,432
San Jacinto,7,State Representative,18,REP,Cast Votes:,230,36,166,432
San Jacinto,7,State Representative,18,REP,Under Votes,38,5,26,69
San Jacinto,7,State Representative,18,REP,Over Votes,0,0,0,0
San Jacinto,7,"Chief Justice, 9th Court of Appeals District",,REP,"Chuck ""Charles B"" Meyer",72,10,47,129
San Jacinto,7,"Chief Justice, 9th Court of Appeals District",,REP,Jay Wright,55,9,47,111
San Jacinto,7,"Chief Justice, 9th Court of Appeals District",,REP,Jarrod Lee Walker,32,2,19,53
San Jacinto,7,"Chief Justice, 9th Court of Appeals District",,REP,Colleen Cordts Rice,35,3,31,69
San Jacinto,7,"Chief Justice, 9th Court of Appeals District",,REP,Scott Golemon,30,4,21,55
San Jacinto,7,"Chief Justice, 9th Court of Appeals District",,REP,Cast Votes:,224,28,165,417
San Jacinto,7,"Chief Justice, 9th Court of Appeals District",,REP,Under Votes,44,13,27,84
San Jacinto,7,"Chief Justice, 9th Court of Appeals District",,REP,Over Votes,0,0,0,0
San Jacinto,7,"District Judge, 411th Judicial District",,REP,Kaycee L. Jones,96,16,79,191
San Jacinto,7,"District Judge, 411th Judicial District",,REP,John Wells,137,17,98,252
San Jacinto,7,"District Judge, 411th Judicial District",,REP,Cast Votes:,233,33,177,443
San Jacinto,7,"District Judge, 411th Judicial District",,REP,Under Votes,35,8,15,58
San Jacinto,7,"District Judge, 411th Judicial District",,REP,Over Votes,0,0,0,0
San Jacinto,7,Sheriff,,REP,Greg Capers,121,29,103,253
San Jacinto,7,Sheriff,,REP,Mike Flynt,138,7,81,226
San Jacinto,7,Sheriff,,REP,Cast Votes:,259,36,184,479
San Jacinto,7,Sheriff,,REP,Under Votes,9,5,8,22
San Jacinto,7,Sheriff,,REP,Over Votes,0,0,0,0
San Jacinto,7,County Tax Assessor-Collector,,REP,Betty Davis,233,37,171,441
San Jacinto,7,County Tax Assessor-Collector,,REP,Cast Votes:,233,37,171,441
San Jacinto,7,County Tax Assessor-Collector,,REP,Under Votes,35,4,21,60
San Jacinto,7,County Tax Assessor-Collector,,REP,Over Votes,0,0,0,0
San Jacinto,7,San Jacinto County Chairman,,REP,Dwayne Wright,220,37,163,420
San Jacinto,7,San Jacinto County Chairman,,REP,Cast Votes:,220,37,163,420
San Jacinto,7,San Jacinto County Chairman,,REP,Under Votes,48,4,29,81
San Jacinto,7,San Jacinto County Chairman,,REP,Over Votes,0,0,0,0
San Jacinto,7,Proposition #1,,DEM,Yes,93,26,32,151
San Jacinto,7,Proposition #1,,DEM,No,9,2,2,13
San Jacinto,7,Proposition #1,,DEM,Cast Votes:,102,28,34,164
San Jacinto,7,Proposition #1,,DEM,Under Votes,5,0,1,6
San Jacinto,7,Proposition #1,,DEM,Over Votes,0,0,0,0
San Jacinto,7,Proposition #2,,DEM,Yes,93,27,33,153
San Jacinto,7,Proposition #2,,DEM,No,4,1,1,6
San Jacinto,7,Proposition #2,,DEM,Cast Votes:,97,28,34,159
San Jacinto,7,Proposition #2,,DEM,Under Votes,10,0,1,11
San Jacinto,7,Proposition #2,,DEM,Over Votes,0,0,0,0
San Jacinto,7,Proposition #3,,DEM,Yes,99,28,30,157
