county,precinct,office,district,party,candidate,votes,mail,early_voting_paper,early_voting_ivo,election_day_paper,election_day_ivo,early_voting,election_day
Hill,PCT 13,"Judge, CT of Criminal Appeals, P4",,REP,Kevin Patrick Yeary,539,9,54,127,169,180,181,349
Hill,PCT 13,"Judge, CT of Criminal Appeals, P9",,REP,David Newell,540,8,54,129,170,179,183,349
Hill,PCT 13,"Member, State BoE Dist 14",,REP,Maria Y. Berry,190,3,16,57,45,69,73,114
Hill,PCT 13,"Member, State BoE Dist 14",,REP,Sue Melton-Malone,357,6,42,77,123,109,119,232
Hill,PCT 13,State Senate,,REP,Brian Birdwell,569,10,58,138,178,185,196,363
Hill,PCT 13,State Representative,,REP,Cody Harris,579,10,59,144,174,192,203,366
Hill,PCT 13,"Justice, 10th CT of Appeals DIST, P2",,REP,Matt Johnson,533,9,54,126,170,174,180,344
Hill,PCT 13,"Justice, 10th CT of AppeDIST, P3, Unexp",,REP,John E. Neill,528,9,54,126,167,172,180,339
Hill,PCT 13,"District Attorney, 66th Judicial DIST",,REP,Mark Pratt,575,10,59,140,178,188,199,366
Hill,PCT 13,County Attorney,,REP,R. David Holmes,559,9,58,135,175,182,193,357
Hill,PCT 13,"District Clerk, Unexpired Term",,REP,Marchel M. Eubank,589,10,60,145,177,197,205,374
Hill,PCT 13,Sheriff,,REP,Rodney B. Watson,326,5,32,78,88,123,110,211
Hill,PCT 13,Sheriff,,REP,Armando Castro,23,2,1,2,13,5,3,18
Hill,PCT 13,Sheriff,,REP,Coy E. West Jr.,180,1,13,46,55,65,59,120
Hill,PCT 13,Sheriff,,REP,David Niederhaus,129,1,19,38,40,31,57,71
Hill,PCT 13,Tax Assessor-Collector,,REP,Krystal A (Krissi) Hightower,581,10,61,139,183,188,200,371
Hill,PCT 13,"Constable, Precinct No. 2",,REP,Justin Girsh,592,9,61,143,183,196,204,379
Hill,PCT 13,County Chair,,REP,Will Orr,561,9,56,137,173,186,193,359
Hill,PCT 13,Proposition 1 REP,,REP,Yes,588,11,61,149,169,198,210,367
Hill,PCT 13,Proposition 1 REP,,REP,No,80,0,8,16,31,25,24,56
Hill,PCT 13,Proposition 2 REP,,REP,Yes,569,10,62,142,166,189,204,355
Hill,PCT 13,Proposition 2 REP,,REP,No,98,1,6,23,33,35,29,68
Hill,PCT 13,Proposition 3 REP,,REP,Yes,634,11,67,153,190,213,220,403
Hill,PCT 13,Proposition 3 REP,,REP,No,33,0,1,12,10,10,13,20
Hill,PCT 13,Proposition 4 REP,,REP,Yes,638,11,67,155,192,213,222,405
Hill,PCT 13,Proposition 4 REP,,REP,No,29,0,2,11,7,9,13,16
Hill,PCT 13,Proposition 5 REP,,REP,Yes,617,11,68,153,184,201,221,385
Hill,PCT 13,Proposition 5 REP,,REP,No,43,0,2,10,12,19,12,31
Hill,PCT 13,Proposition 6 REP,,REP,Yes,633,10,67,157,191,208,224,399
Hill,PCT 13,Proposition 6 REP,,REP,No,28,1,1,8,7,11,9,18
Hill,PCT 13,Proposition 7 REP,,REP,Yes,659,11,70,163,196,219,233,415
Hill,PCT 13,Proposition 7 REP,,REP,No,6,0,0,2,3,1,2,4
Hill,PCT 13,Proposition 8 REP,,REP,Yes,655,11,67,164,194,219,231,413
Hill,PCT 13,Proposition 8 REP,,REP,No,5,0,0,1,3,1,1,4
Hill,PCT 13,Proposition 9 REP,,REP,Yes,628,10,67,159,187,205,226,392
Hill,PCT 13,Proposition 9 REP,,REP,No,28,0,1,5,9,13,6,22
Hill,PCT 13,Proposition 10 REP,,REP,Yes,628,9,65,154,194,206,219,400
Hill,PCT 13,Proposition 10 REP,,REP,No,34,2,4,9,5,14,13,19
Hill,PCT 14,Ballots Cast,,REP,,309,1,23,36,103,146,59,249
Hill,PCT 14,President,,REP,Joe Walsh,2,0,0,0,2,0,0,2
Hill,PCT 14,President,,REP,Zoltan G. Istvan,0,0,0,0,0,0,0,0
Hill,PCT 14,President,,REP,Donald J. Trump,300,1,23,34,99,143,57,242
Hill,PCT 14,President,,REP,Bill Weld,0,0,0,0,0,0,0,0
Hill,PCT 14,President,,REP,Bob Ely,0,0,0,0,0,0,0,0
Hill,PCT 14,President,,REP,Matthew John Matern,0,0,0,0,0,0,0,0
Hill,PCT 14,President,,REP,"Roque ""Rocky"" De La Fuente Guerra",0,0,0,0,0,0,0,0
Hill,PCT 14,President,,REP,Uncommitted,6,0,0,2,1,3,2,4
Hill,PCT 14,U.S. Senate,,REP,John Anthony Castro,17,0,3,2,3,9,5,12
Hill,PCT 14,U.S. Senate,,REP,Mark Yancey,7,0,1,1,1,4,2,5
Hill,PCT 14,U.S. Senate,,REP,Virgil Bierschwale,0,0,0,0,0,0,0,0
Hill,PCT 14,U.S. Senate,,REP,Dwayne Stovall,33,1,4,4,11,13,8,24
Hill,PCT 14,U.S. Senate,,REP,John Cornyn,224,0,13,23,79,109,36,188
Hill,PCT 14,U.S. House,,REP,Roger Williams,227,0,19,23,80,105,42,185
Hill,PCT 14,U.S. House,,REP,Keith Neuendorff,35,1,3,7,11,13,10,24
Hill,PCT 14,Railroad Commissioner,,REP,Ryan Sitton,135,0,14,13,52,56,27,108
Hill,PCT 14,Railroad Commissioner,,REP,"James ""Jim"" Wright",122,0,8,16,35,63,24,98
Hill,PCT 14,"Chief Justice, Supreme Court",,REP,Nathan Hecht,239,0,21,29,77,112,50,189
Hill,PCT 14,"Justice, Supreme Court, Place 6, Unexpir",,REP,Jane Bland,236,0,21,27,78,110,48,188
Hill,PCT 14,"Justice, Supreme Court, P7",,REP,Jeff Boyd,237,0,21,26,78,112,47,190
Hill,PCT 14,"Justice, Supreme Court, P8",,REP,Brett Busby,240,0,21,26,80,113,47,193
Hill,PCT 14,"Judge, CT of Criminal Appeals, P3",,REP,Gina Parker,122,1,12,13,39,57,25,96
Hill,PCT 14,"Judge, CT of Criminal Appeals, P3",,REP,Bert Richardson,124,0,10,14,41,59,24,100
Hill,PCT 14,"Judge, CT of Criminal Appeals, P4",,REP,Kevin Patrick Yeary,236,0,21,27,76,112,48,188
Hill,PCT 14,"Judge, CT of Criminal Appeals, P9",,REP,David Newell,238,0,20,27,78,113,47,191
Hill,PCT 14,"Member, State BoE Dist 14",,REP,Maria Y. Berry,82,0,2,9,27,44,11,71
Hill,PCT 14,"Member, State BoE Dist 14",,REP,Sue Melton-Malone,160,0,20,17,51,72,37,123
Hill,PCT 14,State Senate,,REP,Brian Birdwell,248,0,21,27,81,119,48,200
Hill,PCT 14,State Representative,,REP,Cody Harris,264,0,21,31,85,127,52,212
Hill,PCT 14,"Justice, 10th CT of Appeals DIST, P2",,REP,Matt Johnson,236,0,20,25,78,113,45,191
Hill,PCT 14,"Justice, 10th CT of AppeDIST, P3, Unexp",,REP,John E. Neill,231,0,21,26,77,107,47,184
Hill,PCT 14,"District Attorney, 66th Judicial DIST",,REP,Mark Pratt,249,0,21,30,81,117,51,198
Hill,PCT 14,County Attorney,,REP,R. David Holmes,244,0,22,30,80,112,52,192
Hill,PCT 14,"District Clerk, Unexpired Term",,REP,Marchel M. Eubank,261,0,21,31,84,125,52,209
Hill,PCT 14,Sheriff,,REP,Rodney B. Watson,176,1,13,21,57,84,34,141
Hill,PCT 14,Sheriff,,REP,Armando Castro,23,0,2,3,3,15,5,18
Hill,PCT 14,Sheriff,,REP,Coy E. West Jr.,61,0,3,4,27,27,7,54
Hill,PCT 14,Sheriff,,REP,David Niederhaus,35,0,5,7,9,14,12,23
Hill,PCT 14,Tax Assessor-Collector,,REP,Krystal A (Krissi) Hightower,261,0,21,30,86,124,51,210
Hill,PCT 14,"Constable, Precinct No. 2",,REP,Justin Girsh,249,0,20,28,82,119,48,201
Hill,PCT 14,County Chair,,REP,Will Orr,239,0,21,27,81,110,48,191
Hill,PCT 14,Proposition 1 REP,,REP,Yes,275,1,20,32,91,131,52,222
Hill,PCT 14,Proposition 1 REP,,REP,No,28,0,3,3,10,12,6,22
Hill,PCT 14,Proposition 2 REP,,REP,Yes,269,0,20,29,90,130,49,220
Hill,PCT 14,Proposition 2 REP,,REP,No,32,1,3,6,10,12,9,22
Hill,PCT 14,Proposition 3 REP,,REP,Yes,279,1,19,30,94,135,49,229
Hill,PCT 14,Proposition 3 REP,,REP,No,21,0,3,4,8,6,7,14
Hill,PCT 14,Proposition 4 REP,,REP,Yes,293,1,23,32,96,141,55,237
Hill,PCT 14,Proposition 4 REP,,REP,No,9,0,0,3,4,2,3,6
Hill,PCT 14,Proposition 5 REP,,REP,Yes,287,1,21,33,96,136,54,232
Hill,PCT 14,Proposition 5 REP,,REP,No,14,0,2,2,4,6,4,10
Hill,PCT 14,Proposition 6 REP,,REP,Yes,280,1,22,32,95,130,54,225
Hill,PCT 14,Proposition 6 REP,,REP,No,20,0,1,3,6,10,4,16
Hill,PCT 14,Proposition 7 REP,,REP,Yes,295,1,22,34,98,140,56,238
Hill,PCT 14,Proposition 7 REP,,REP,No,6,0,1,1,2,2,2,4
Hill,PCT 14,Proposition 8 REP,,REP,Yes,296,1,23,32,99,141,55,240
Hill,PCT 14,Proposition 8 REP,,REP,No,5,0,0,2,2,1,2,3
Hill,PCT 14,Proposition 9 REP,,REP,Yes,286,1,22,34,96,133,56,229
Hill,PCT 14,Proposition 9 REP,,REP,No,15,0,1,1,4,9,2,13
Hill,PCT 14,Proposition 10 REP,,REP,Yes,268,1,21,27,89,130,48,219
Hill,PCT 14,Proposition 10 REP,,REP,No,29,0,1,7,10,11,8,21
Hill,PCT 15,Ballots Cast,,REP,,96,0,5,5,25,61,10,86
Hill,PCT 15,President,,REP,Joe Walsh,1,0,0,1,0,0,1,0
Hill,PCT 15,President,,REP,Zoltan G. Istvan,0,0,0,0,0,0,0,0
Hill,PCT 15,President,,REP,Donald J. Trump,88,0,4,3,23,58,7,81
Hill,PCT 15,President,,REP,Bill Weld,0,0,0,0,0,0,0,0
Hill,PCT 15,President,,REP,Bob Ely,0,0,0,0,0,0,0,0
Hill,PCT 15,President,,REP,Matthew John Matern,0,0,0,0,0,0,0,0
Hill,PCT 15,President,,REP,"Roque ""Rocky"" De La Fuente Guerra",1,0,1,0,0,0,1,0
Hill,PCT 15,President,,REP,Uncommitted,5,0,0,1,2,2,1,4
Hill,PCT 15,U.S. Senate,,REP,John Anthony Castro,4,0,0,0,0,4,0,4
Hill,PCT 15,U.S. Senate,,REP,Mark Yancey,3,0,0,0,1,2,0,3
Hill,PCT 15,U.S. Senate,,REP,Virgil Bierschwale,0,0,0,0,0,0,0,0
Hill,PCT 15,U.S. Senate,,REP,Dwayne Stovall,15,0,1,1,5,8,2,13
Hill,PCT 15,U.S. Senate,,REP,John Cornyn,68,0,4,4,19,41,8,60
Hill,PCT 15,U.S. House,,REP,Roger Williams,76,0,4,5,20,47,9,67
Hill,PCT 15,U.S. House,,REP,Keith Neuendorff,13,0,1,0,4,8,1,12
Hill,PCT 15,Railroad Commissioner,,REP,Ryan Sitton,29,0,2,3,12,12,5,24
Hill,PCT 15,Railroad Commissioner,,REP,"James ""Jim"" Wright",58,0,3,2,13,40,5,53
Hill,PCT 15,"Chief Justice, Supreme Court",,REP,Nathan Hecht,81,0,5,5,21,50,10,71
Hill,PCT 15,"Justice, Supreme Court, Place 6, Unexpir",,REP,Jane Bland,78,0,5,5,21,47,10,68
Hill,PCT 15,"Justice, Supreme Court, P7",,REP,Jeff Boyd,79,0,4,5,21,49,9,70
Hill,PCT 15,"Justice, Supreme Court, P8",,REP,Brett Busby,78,0,4,5,21,48,9,69
Hill,PCT 15,"Judge, CT of Criminal Appeals, P3",,REP,Gina Parker,43,0,2,5,10,26,7,36
Hill,PCT 15,"Judge, CT of Criminal Appeals, P3",,REP,Bert Richardson,39,0,3,0,13,23,3,36
Hill,PCT 15,"Judge, CT of Criminal Appeals, P4",,REP,Kevin Patrick Yeary,78,0,4,5,21,48,9,69
Hill,PCT 15,"Judge, CT of Criminal Appeals, P9",,REP,David Newell,78,0,4,5,21,48,9,69
Hill,PCT 15,"Member, State BoE Dist 14",,REP,Maria Y. Berry,24,0,2,0,4,18,2,22
Hill,PCT 15,"Member, State BoE Dist 14",,REP,Sue Melton-Malone,58,0,3,5,19,31,8,50
Hill,PCT 15,State Senate,,REP,Brian Birdwell,81,0,4,5,21,51,9,72
Hill,PCT 15,State Representative,,REP,Cody Harris,87,0,5,5,23,54,10,77
Hill,PCT 15,"Justice, 10th CT of Appeals DIST, P2",,REP,Matt Johnson,82,0,4,5,22,51,9,73
Hill,PCT 15,"Justice, 10th CT of AppeDIST, P3, Unexp",,REP,John E. Neill,77,0,4,5,21,47,9,68
Hill,PCT 15,"District Attorney, 66th Judicial DIST",,REP,Mark Pratt,80,0,4,5,23,48,9,71
Hill,PCT 15,County Attorney,,REP,R. David Holmes,80,0,4,5,22,49,9,71
Hill,PCT 15,"District Clerk, Unexpired Term",,REP,Marchel M. Eubank,85,0,4,5,24,52,9,76
Hill,PCT 15,Sheriff,,REP,Rodney B. Watson,52,0,3,4,14,31,7,45
Hill,PCT 15,Sheriff,,REP,Armando Castro,4,0,0,0,0,4,0,4
Hill,PCT 15,Sheriff,,REP,Coy E. West Jr.,14,0,0,0,4,10,0,14
Hill,PCT 15,Sheriff,,REP,David Niederhaus,19,0,2,1,6,10,3,16
Hill,PCT 15,Tax Assessor-Collector,,REP,Krystal A (Krissi) Hightower,80,0,4,5,22,49,9,71
Hill,PCT 15,"County Commissioner, PCT 3",,REP,Scotty Hawkins,90,0,4,5,25,56,9,81
Hill,PCT 15,"Constable, Precinct No. 3",,REP,Larry D. Armstrong,84,0,4,5,24,51,9,75
Hill,PCT 15,County Chair,,REP,Will Orr,78,0,4,5,21,48,9,69
Hill,PCT 15,Proposition 1 REP,,REP,Yes,87,0,5,5,23,54,10,77
Hill,PCT 15,Proposition 1 REP,,REP,No,8,0,0,0,2,6,0,8
Hill,PCT 15,Proposition 2 REP,,REP,Yes,79,0,3,5,21,50,8,71
Hill,PCT 15,Proposition 2 REP,,REP,No,15,0,2,0,3,10,2,13
Hill,PCT 15,Proposition 3 REP,,REP,Yes,90,0,4,4,24,58,8,82
Hill,PCT 15,Proposition 3 REP,,REP,No,2,0,0,1,1,0,1,1
Hill,PCT 15,Proposition 4 REP,,REP,Yes,88,0,4,5,24,55,9,79
Hill,PCT 15,Proposition 4 REP,,REP,No,6,0,1,0,1,4,1,5
Hill,PCT 15,Proposition 5 REP,,REP,Yes,83,0,5,5,21,52,10,73
Hill,PCT 15,Proposition 5 REP,,REP,No,11,0,0,0,4,7,0,11
Hill,PCT 15,Proposition 6 REP,,REP,Yes,88,0,5,5,22,56,10,78
Hill,PCT 15,Proposition 6 REP,,REP,No,7,0,0,0,3,4,0,7
Hill,PCT 15,Proposition 7 REP,,REP,Yes,95,0,5,5,25,60,10,85
Hill,PCT 15,Proposition 7 REP,,REP,No,0,0,0,0,0,0,0,0
Hill,PCT 15,Proposition 8 REP,,REP,Yes,89,0,4,5,25,55,9,80
Hill,PCT 15,Proposition 8 REP,,REP,No,5,0,1,0,0,4,1,4
Hill,PCT 15,Proposition 9 REP,,REP,Yes,91,0,5,5,23,58,10,81
Hill,PCT 15,Proposition 9 REP,,REP,No,2,0,0,0,0,2,0,2
Hill,PCT 15,Proposition 10 REP,,REP,Yes,85,0,5,4,23,53,9,76
Hill,PCT 15,Proposition 10 REP,,REP,No,8,0,0,1,2,5,1,7
Hill,PCT 16,Ballots Cast,,REP,,96,0,5,12,52,27,17,79
Hill,PCT 16,President,,REP,Joe Walsh,1,0,0,1,0,0,1,0
Hill,PCT 16,President,,REP,Zoltan G. Istvan,0,0,0,0,0,0,0,0
Hill,PCT 16,President,,REP,Donald J. Trump,87,0,4,11,47,25,15,72
Hill,PCT 16,President,,REP,Bill Weld,0,0,0,0,0,0,0,0
Hill,PCT 16,President,,REP,Bob Ely,0,0,0,0,0,0,0,0
Hill,PCT 16,President,,REP,Matthew John Matern,0,0,0,0,0,0,0,0
Hill,PCT 16,President,,REP,"Roque ""Rocky"" De La Fuente Guerra",0,0,0,0,0,0,0,0
Hill,PCT 16,President,,REP,Uncommitted,5,0,1,0,2,2,1,4
Hill,PCT 16,U.S. Senate,,REP,John Anthony Castro,0,0,0,0,0,0,0,0
Hill,PCT 16,U.S. Senate,,REP,Mark Yancey,4,0,0,0,2,2,0,4
Hill,PCT 16,U.S. Senate,,REP,Virgil Bierschwale,1,0,0,0,1,0,0,1
Hill,PCT 16,U.S. Senate,,REP,Dwayne Stovall,7,0,1,0,3,3,1,6
Hill,PCT 16,U.S. Senate,,REP,John Cornyn,75,0,3,12,41,19,15,60
Hill,PCT 16,U.S. House,,REP,Roger Williams,70,0,3,12,37,18,15,55
Hill,PCT 16,U.S. House,,REP,Keith Neuendorff,12,0,2,0,7,3,2,10
Hill,PCT 16,Railroad Commissioner,,REP,Ryan Sitton,30,0,2,6,15,7,8,22
Hill,PCT 16,Railroad Commissioner,,REP,"James ""Jim"" Wright",46,0,2,5,27,12,7,39
Hill,PCT 16,"Chief Justice, Supreme Court",,REP,Nathan Hecht,69,0,3,10,36,20,13,56
Hill,PCT 16,"Justice, Supreme Court, Place 6, Unexpir",,REP,Jane Bland,68,0,3,9,37,19,12,56
Hill,PCT 16,"Justice, Supreme Court, P7",,REP,Jeff Boyd,72,0,3,9,40,20,12,60
Hill,PCT 16,"Justice, Supreme Court, P8",,REP,Brett Busby,68,0,3,8,38,19,11,57
Hill,PCT 16,"Judge, CT of Criminal Appeals, P3",,REP,Gina Parker,42,0,0,7,24,11,7,35
Hill,PCT 16,"Judge, CT of Criminal Appeals, P3",,REP,Bert Richardson,31,0,4,3,17,7,7,24
Hill,PCT 16,"Judge, CT of Criminal Appeals, P4",,REP,Kevin Patrick Yeary,68,0,2,9,38,19,11,57
Hill,PCT 16,"Judge, CT of Criminal Appeals, P9",,REP,David Newell,68,0,3,9,38,18,12,56
Hill,PCT 16,"Member, State BoE Dist 14",,REP,Maria Y. Berry,21,0,0,2,13,6,2,19
Hill,PCT 16,"Member, State BoE Dist 14",,REP,Sue Melton-Malone,50,0,3,7,28,12,10,40
Hill,PCT 16,State Senate,,REP,Brian Birdwell,76,0,3,10,44,19,13,63
Hill,PCT 16,State Representative,,REP,Cody Harris,74,0,3,9,42,20,12,62
Hill,PCT 16,"Justice, 10th CT of Appeals DIST, P2",,REP,Matt Johnson,70,0,3,10,39,18,13,57
Hill,PCT 16,"Justice, 10th CT of AppeDIST, P3, Unexp",,REP,John E. Neill,68,0,3,9,38,18,12,56
Hill,PCT 16,"District Attorney, 66th Judicial DIST",,REP,Mark Pratt,74,0,3,9,42,20,12,62
Hill,PCT 16,County Attorney,,REP,R. David Holmes,76,0,3,10,42,21,13,63
Hill,PCT 16,"District Clerk, Unexpired Term",,REP,Marchel M. Eubank,75,0,4,11,42,18,15,60
Hill,PCT 16,Sheriff,,REP,Rodney B. Watson,64,0,4,5,38,17,9,55
Hill,PCT 16,Sheriff,,REP,Armando Castro,0,0,0,0,0,0,0,0
Hill,PCT 16,Sheriff,,REP,Coy E. West Jr.,8,0,0,2,2,4,2,6
Hill,PCT 16,Sheriff,,REP,David Niederhaus,19,0,1,5,11,2,6,13
Hill,PCT 16,Tax Assessor-Collector,,REP,Krystal A (Krissi) Hightower,77,0,3,10,45,19,13,64
Hill,PCT 16,"County Commissioner, PCT 3",,REP,Scotty Hawkins,78,0,4,10,45,19,14,64
Hill,PCT 16,"Constable, Precinct No. 3",,REP,Larry D. Armstrong,83,0,4,10,46,23,14,69
Hill,PCT 16,County Chair,,REP,Will Orr,67,0,2,9,38,18,11,56
Hill,PCT 16,Proposition 1 REP,,REP,Yes,87,0,5,12,48,22,17,70
Hill,PCT 16,Proposition 1 REP,,REP,No,7,0,0,0,3,4,0,7
Hill,PCT 16,Proposition 2 REP,,REP,Yes,83,0,5,11,45,22,16,67
Hill,PCT 16,Proposition 2 REP,,REP,No,12,0,0,1,6,5,1,11
Hill,PCT 16,Proposition 3 REP,,REP,Yes,95,0,5,12,51,27,17,78
Hill,PCT 16,Proposition 3 REP,,REP,No,0,0,0,0,0,0,0,0
Hill,PCT 16,Proposition 4 REP,,REP,Yes,87,0,5,10,48,24,15,72
Hill,PCT 16,Proposition 4 REP,,REP,No,8,0,0,2,3,3,2,6
Hill,PCT 16,Proposition 5 REP,,REP,Yes,87,0,5,11,46,25,16,71
Hill,PCT 16,Proposition 5 REP,,REP,No,6,0,0,1,3,2,1,5
Hill,PCT 16,Proposition 6 REP,,REP,Yes,89,0,5,11,50,23,16,73
Hill,PCT 16,Proposition 6 REP,,REP,No,5,0,0,1,1,3,1,4
Hill,PCT 16,Proposition 7 REP,,REP,Yes,90,0,4,12,48,26,16,74
Hill,PCT 16,Proposition 7 REP,,REP,No,3,0,1,0,2,0,1,2
Hill,PCT 16,Proposition 8 REP,,REP,Yes,94,0,5,12,51,26,17,77
Hill,PCT 16,Proposition 8 REP,,REP,No,1,0,0,0,0,1,0,1
Hill,PCT 16,Proposition 9 REP,,REP,Yes,89,0,5,11,49,24,16,73
Hill,PCT 16,Proposition 9 REP,,REP,No,5,0,0,1,2,2,1,4
Hill,PCT 16,Proposition 10 REP,,REP,Yes,87,0,5,11,47,24,16,71
Hill,PCT 16,Proposition 10 REP,,REP,No,7,0,0,1,4,2,1,6
Hill,PCT 18,Ballots Cast,,REP,,50,0,5,9,18,18,14,36
Hill,PCT 18,President,,REP,Joe Walsh,0,0,0,0,0,0,0,0
Hill,PCT 18,President,,REP,Zoltan G. Istvan,0,0,0,0,0,0,0,0
Hill,PCT 18,President,,REP,Donald J. Trump,47,0,5,7,17,18,12,35
Hill,PCT 18,President,,REP,Bill Weld,0,0,0,0,0,0,0,0
Hill,PCT 18,President,,REP,Bob Ely,0,0,0,0,0,0,0,0
Hill,PCT 18,President,,REP,Matthew John Matern,0,0,0,0,0,0,0,0
Hill,PCT 18,President,,REP,"Roque ""Rocky"" De La Fuente Guerra",1,0,0,1,0,0,1,0
Hill,PCT 18,President,,REP,Uncommitted,1,0,0,0,1,0,0,1
Hill,PCT 18,U.S. Senate,,REP,John Anthony Castro,0,0,0,0,0,0,0,0
Hill,PCT 18,U.S. Senate,,REP,Mark Yancey,6,0,0,2,1,3,2,4
Hill,PCT 18,U.S. Senate,,REP,Virgil Bierschwale,0,0,0,0,0,0,0,0
Hill,PCT 18,U.S. Senate,,REP,Dwayne Stovall,7,0,1,2,3,1,3,4
Hill,PCT 18,U.S. Senate,,REP,John Cornyn,28,0,4,3,12,9,7,21
Hill,PCT 18,U.S. House,,REP,Roger Williams,38,0,5,6,14,13,11,27
Hill,PCT 18,U.S. House,,REP,Keith Neuendorff,2,0,0,1,1,0,1,1
Hill,PCT 18,Railroad Commissioner,,REP,Ryan Sitton,12,0,2,4,3,3,6,6
Hill,PCT 18,Railroad Commissioner,,REP,"James ""Jim"" Wright",26,0,3,3,10,10,6,20
Hill,PCT 18,"Chief Justice, Supreme Court",,REP,Nathan Hecht,39,0,5,7,13,14,12,27
Hill,PCT 18,"Justice, Supreme Court, Place 6, Unexpir",,REP,Jane Bland,38,0,4,7,13,14,11,27
Hill,PCT 18,"Justice, Supreme Court, P7",,REP,Jeff Boyd,39,0,5,7,14,13,12,27
Hill,PCT 18,"Justice, Supreme Court, P8",,REP,Brett Busby,39,0,5,7,14,13,12,27
Hill,PCT 18,"Judge, CT of Criminal Appeals, P3",,REP,Gina Parker,15,0,2,4,2,7,6,9
Hill,PCT 18,"Judge, CT of Criminal Appeals, P3",,REP,Bert Richardson,23,0,3,3,11,6,6,17
Hill,PCT 18,"Judge, CT of Criminal Appeals, P4",,REP,Kevin Patrick Yeary,38,0,5,7,13,13,12,26
Hill,PCT 18,"Judge, CT of Criminal Appeals, P9",,REP,David Newell,37,0,4,7,13,13,11,26
Hill,PCT 18,"Member, State BoE Dist 14",,REP,Maria Y. Berry,15,0,2,4,4,5,6,9
Hill,PCT 18,"Member, State BoE Dist 14",,REP,Sue Melton-Malone,22,0,3,3,7,9,6,16
Hill,PCT 18,State Senate,,REP,Brian Birdwell,39,0,5,7,14,13,12,27
Hill,PCT 18,State Representative,,REP,Cody Harris,41,0,4,7,15,15,11,30
Hill,PCT 18,"Justice, 10th CT of Appeals DIST, P2",,REP,Matt Johnson,39,0,5,7,14,13,12,27
Hill,PCT 18,"Justice, 10th CT of AppeDIST, P3, Unexp",,REP,John E. Neill,39,0,5,7,14,13,12,27
Hill,PCT 18,"District Attorney, 66th Judicial DIST",,REP,Mark Pratt,42,0,5,7,15,15,12,30
Hill,PCT 18,County Attorney,,REP,R. David Holmes,39,0,5,7,13,14,12,27
Hill,PCT 18,"District Clerk, Unexpired Term",,REP,Marchel M. Eubank,43,0,5,7,15,16,12,31
Hill,PCT 18,Sheriff,,REP,Rodney B. Watson,43,0,5,8,14,16,13,30
Hill,PCT 18,Sheriff,,REP,Armando Castro,2,0,0,0,1,1,0,2
Hill,PCT 18,Sheriff,,REP,Coy E. West Jr.,3,0,0,0,3,0,0,3
Hill,PCT 18,Sheriff,,REP,David Niederhaus,1,0,0,0,0,1,0,1
Hill,PCT 18,Tax Assessor-Collector,,REP,Krystal A (Krissi) Hightower,42,0,4,7,15,16,11,31
Hill,PCT 18,"Constable, Precinct No. 4",,REP,Kevin Cordell,40,0,5,7,13,15,12,28
Hill,PCT 18,County Chair,,REP,Will Orr,41,0,5,6,15,15,11,30
Hill,PCT 18,Proposition 1 REP,,REP,Yes,41,0,5,6,13,17,11,30
Hill,PCT 18,Proposition 1 REP,,REP,No,6,0,0,1,4,1,1,5
Hill,PCT 18,Proposition 2 REP,,REP,Yes,37,0,3,6,13,15,9,28
Hill,PCT 18,Proposition 2 REP,,REP,No,7,0,2,1,4,0,3,4
Hill,PCT 18,Proposition 3 REP,,REP,Yes,43,0,5,7,15,16,12,31
Hill,PCT 18,Proposition 3 REP,,REP,No,2,0,0,0,2,0,0,2
Hill,PCT 18,Proposition 4 REP,,REP,Yes,44,0,5,6,17,16,11,33
Hill,PCT 18,Proposition 4 REP,,REP,No,1,0,0,1,0,0,1,0
Hill,PCT 18,Proposition 5 REP,,REP,Yes,40,0,5,6,14,15,11,29
Hill,PCT 18,Proposition 5 REP,,REP,No,4,0,0,1,3,0,1,3
Hill,PCT 18,Proposition 6 REP,,REP,Yes,42,0,4,6,16,16,10,32
Hill,PCT 18,Proposition 6 REP,,REP,No,4,0,1,1,1,1,2,2
Hill,PCT 18,Proposition 7 REP,,REP,Yes,45,0,5,7,16,17,12,33
Hill,PCT 18,Proposition 7 REP,,REP,No,0,0,0,0,0,0,0,0
Hill,PCT 18,Proposition 8 REP,,REP,Yes,44,0,5,6,17,16,11,33
Hill,PCT 18,Proposition 8 REP,,REP,No,1,0,0,1,0,0,1,0
Hill,PCT 18,Proposition 9 REP,,REP,Yes,44,0,5,7,17,15,12,32
Hill,PCT 18,Proposition 9 REP,,REP,No,0,0,0,0,0,0,0,0
Hill,PCT 18,Proposition 10 REP,,REP,Yes,41,0,5,6,14,16,11,30
Hill,PCT 18,Proposition 10 REP,,REP,No,4,0,0,1,3,0,1,3
Hill,PCT 19,Ballots Cast,,REP,,102,0,10,13,32,47,23,79
Hill,PCT 19,President,,REP,Joe Walsh,0,0,0,0,0,0,0,0
Hill,PCT 19,President,,REP,Zoltan G. Istvan,0,0,0,0,0,0,0,0
Hill,PCT 19,President,,REP,Donald J. Trump,98,0,10,11,31,46,21,77
Hill,PCT 19,President,,REP,Bill Weld,1,0,0,0,1,0,0,1
Hill,PCT 19,President,,REP,Bob Ely,0,0,0,0,0,0,0,0
Hill,PCT 19,President,,REP,Matthew John Matern,0,0,0,0,0,0,0,0
Hill,PCT 19,President,,REP,"Roque ""Rocky"" De La Fuente Guerra",0,0,0,0,0,0,0,0
