county,precinct,office,district,party,candidate,votes,early_voting,early_voting,election_day
Cooke,Pct. 9,Justice Supreme Court Pl 6,,REP,Jane Bland,993,28,692,273
Cooke,Pct. 9,Justice Supreme Court Pl 6,,DEM,Kathy Cheng,115,22,68,25
Cooke,Pct. 9,Justice Supreme Court Pl 7,,REP,Jeff Boyd,970,27,676,267
Cooke,Pct. 9,Justice Supreme Court Pl 7,,DEM,Staci Williams,114,22,67,25
Cooke,Pct. 9,Justice Supreme Court Pl 7,,LBT,William Bryan Strange III,25,2,16,7
Cooke,Pct. 9,Justice Supreme Court Pl 8,,REP,Brett Busby,977,28,681,268
Cooke,Pct. 9,Justice Supreme Court Pl 8,,DEM,Gisela D. Triana,107,19,66,22
Cooke,Pct. 9,Justice Supreme Court Pl 8,,LBT,Tom Oxford,27,3,15,9
Cooke,Pct. 9,Judge Ct of Crim App Pl 3,,REP,Bert Richardson,987,30,685,272
Cooke,Pct. 9,Judge Ct of Crim App Pl 3,,DEM,Elizabeth Davis Frizell,120,21,73,26
Cooke,Pct. 9,Judge Ct of Crim App Pl 4,,REP,Kevin Patrick Yeary,982,26,686,270
Cooke,Pct. 9,Judge Ct of Crim App Pl 4,,DEM,Tina Clinton,121,23,72,26
Cooke,Pct. 9,Judge Ct of Crim App Pl 9,,REP,David Newell,986,29,687,270
Cooke,Pct. 9,Judge Ct of Crim App Pl 9,,DEM,Brandon Birmingham,119,22,71,26
Cooke,Pct. 9,Member State BoE Dist 15,,REP,Jay Johnson,992,31,692,269
Cooke,Pct. 9,Member State BoE Dist 15,,DEM,John Betancourt,115,20,68,27
Cooke,Pct. 9,State Representative,68,REP,Drew Springer,985,29,689,267
Cooke,Pct. 9,State Representative,68,DEM,Patsy Ledbetter,129,23,76,30
Cooke,Pct. 9,Justice 2nd Ct of App Dist Pl 2,,REP,Dana Womack,1040,34,720,286
Cooke,Pct. 9,Justice 2nd Ct of App Dist Pl 6,,REP,Mike Wallach,991,29,691,271
Cooke,Pct. 9,Justice 2nd Ct of App Dist Pl 6,,DEM,Delonia A. Watson,115,21,68,26
Cooke,Pct. 9,Justice 2nd Ct of App Dist Pl 7,,REP,Brian Walker,1042,34,722,286
Cooke,Pct. 9,Dist Judge 235th Judicial Dist,,REP,Janelle M. Haverkamp,1014,33,700,281
Cooke,Pct. 9,Dist Attorney 235th Judicial Dist,,REP,John Warren,1043,34,722,287
Cooke,Pct. 9,County Attorney,,REP,Ed Zielinski,1042,35,724,283
Cooke,Pct. 9,Sheriff,,REP,Ray Sappington,1043,35,720,288
Cooke,Pct. 9,County Tax Assessor-Collector,,REP,Brandy Ann Carr,1066,36,739,291
Cooke,Pct. 9,County Commissioner Pct 1,,REP,Gary Hollowell,1032,33,721,278
Cooke,Pct. 9,Justice of the Peace Pct 1,,REP,John J. (Jody) Henry,1046,34,725,287
Cooke,Pct. 9,Constable Pct 1,,REP,Mark Westbrook,1048,34,724,290
Cooke,Pct. 9,Director GHD,,,Ken Arterbury,477,18,322,137
Cooke,Pct. 9,Director GHD,,,Brian Winters,396,16,280,100
Cooke,Pct. 9,Director GHD,,,Eugene Mills,195,4,129,62
Cooke,Pct. 9,Director GHD,,,Jimmy Mosman,256,9,183,64
Cooke,Pct. 9,Director GHD,,,G.D. Wally Cox,310,15,227,68
Cooke,Pct. 9,Director GHD,,,Kari Hutcherson,357,15,259,83
Cooke,Pct. 9,School Trustee WISD,,,Ann Hamilton,113,5,88,20
Cooke,Pct. 9,School Trustee WISD,,,Joel Russell,89,0,65,24
Cooke,Pct. 9,School Trustee WISD,,,Eddie Wood,114,2,85,27
Cooke,Pct. 9,School Trustee WISD,,,Danny Sluder,117,3,82,32
Cooke,Pct. 9,School Trustee WISD,,,Caleigh Latta,47,1,35,11
Cooke,Pct. 10,Registered Voters,,,,1916,,,
Cooke,Pct. 10,Ballots Cast,,,,1545,103,1028,414
Cooke,Pct. 10,Ballots Cast - Blank,,,,0,0,0,0
Cooke,Pct. 10,President,,REP,Donald J. Trump / Michael R. Pence,1304,67,883,354
Cooke,Pct. 10,President,,DEM,Joseph R. Biden / Kamala D. Harris,220,33,135,52
Cooke,Pct. 10,President,,LBT,Jo Jorgensen / Jeremy Spike Cohen,13,1,6,6
Cooke,Pct. 10,President,,GRN,Howie Hawkins / Angela Walker,1,0,1,0
Cooke,Pct. 10,President,,,Write-ins,3,0,2,1
Cooke,Pct. 10,President,,,Write-In: Abram Loeb/Jennifer Jairala,0,0,0,0
Cooke,Pct. 10,President,,,Write-In: Robert Morrow/Anne Beckett,0,0,0,0
Cooke,Pct. 10,President,,,Write-In: Kasey Wells/Rachel Wells,0,0,0,0
Cooke,Pct. 10,President,,,Write-In: Uncertified,3,0,2,1
Cooke,Pct. 10,President,,,Write-In: President R. boddie/Eric C. Stoneham,0,0,0,0
Cooke,Pct. 10,President,,,Write-In: Brian Carroll/Amar Patel,0,0,0,0
Cooke,Pct. 10,President,,,Write-In: Todd Cella/Tim Cella,0,0,0,0
Cooke,Pct. 10,President,,,Write-In: Jesse Cuellar/Jimmy Monreal,0,0,0,0
Cooke,Pct. 10,President,,,Write-In: Tom Hoefling/Andy Prior,0,0,0,0
Cooke,Pct. 10,President,,,Write-In: Gloria La Riva/Leonard Peltier,0,0,0,0
Cooke,Pct. 10,President,,,Not Assigned,0,0,0,0
Cooke,Pct. 10,U.S. Senate,,REP,John Cornyn,1313,72,879,362
Cooke,Pct. 10,U.S. Senate,,DEM,Mary MJ Hegar,196,30,125,41
Cooke,Pct. 10,U.S. Senate,,LBT,Kerry Douglas McKennon,20,0,15,5
Cooke,Pct. 10,U.S. Senate,,GRN,David B. Collins,6,0,3,3
Cooke,Pct. 10,U.S. Senate,,,Write-ins,0,0,0,0
Cooke,Pct. 10,U.S. Senate,,,Write-In: Uncertified,0,0,0,0
Cooke,Pct. 10,U.S. Senate,,,Write-In: Ricardo Turullois-Bonilla,0,0,0,0
Cooke,Pct. 10,U.S. Senate,,,Not Assigned,0,0,0,0
Cooke,Pct. 10,U.S. House,13,REP,Ronny Jackson,1298,70,870,358
Cooke,Pct. 10,U.S. House,13,DEM,Gus Trujillo,183,28,117,38
Cooke,Pct. 10,U.S. House,13,LBT,Jack B. Westbrook,32,1,16,15
Cooke,Pct. 10,Railroad Commissioner,,REP,James Jim Wright,1303,70,877,356
Cooke,Pct. 10,Railroad Commissioner,,DEM,Chrysta Castaneda,185,21,124,40
Cooke,Pct. 10,Railroad Commissioner,,LBT,Matt Sterett,20,0,11,9
Cooke,Pct. 10,Railroad Commissioner,,GRN,Katija Kat Gruene,7,2,3,2
Cooke,Pct. 10,Chief Justice Supreme Court,,REP,Nathan Hecht,1309,70,882,357
Cooke,Pct. 10,Chief Justice Supreme Court,,DEM,Amy Clark Meachum,184,22,121,41
Cooke,Pct. 10,Chief Justice Supreme Court,,LBT,Mark Ash,24,0,14,10
Cooke,Pct. 10,Justice Supreme Court Pl 6,,REP,Jane Bland,1330,70,890,370
Cooke,Pct. 10,Justice Supreme Court Pl 6,,DEM,Kathy Cheng,180,21,124,35
Cooke,Pct. 10,Justice Supreme Court Pl 7,,REP,Jeff Boyd,1298,68,877,353
Cooke,Pct. 10,Justice Supreme Court Pl 7,,DEM,Staci Williams,190,22,125,43
Cooke,Pct. 10,Justice Supreme Court Pl 7,,LBT,William Bryan Strange III,24,2,12,10
Cooke,Pct. 10,Justice Supreme Court Pl 8,,REP,Brett Busby,1309,74,879,356
Cooke,Pct. 10,Justice Supreme Court Pl 8,,DEM,Gisela D. Triana,179,19,124,36
Cooke,Pct. 10,Justice Supreme Court Pl 8,,LBT,Tom Oxford,21,0,7,14
Cooke,Pct. 10,Judge Ct of Crim App Pl 3,,REP,Bert Richardson,1318,70,885,363
Cooke,Pct. 10,Judge Ct of Crim App Pl 3,,DEM,Elizabeth Davis Frizell,194,23,127,44
Cooke,Pct. 10,Judge Ct of Crim App Pl 4,,REP,Kevin Patrick Yeary,1323,71,890,362
Cooke,Pct. 10,Judge Ct of Crim App Pl 4,,DEM,Tina Clinton,186,21,124,41
Cooke,Pct. 10,Judge Ct of Crim App Pl 9,,REP,David Newell,1326,72,890,364
Cooke,Pct. 10,Judge Ct of Crim App Pl 9,,DEM,Brandon Birmingham,183,20,123,40
Cooke,Pct. 10,Member State BoE Dist 15,,REP,Jay Johnson,1303,68,876,359
Cooke,Pct. 10,Member State BoE Dist 15,,DEM,John Betancourt,192,22,123,47
Cooke,Pct. 10,State Representative,68,REP,Drew Springer,1306,72,868,366
Cooke,Pct. 10,State Representative,68,DEM,Patsy Ledbetter,191,20,132,39
Cooke,Pct. 10,Justice 2nd Ct of App Dist Pl 2,,REP,Dana Womack,1414,76,948,390
Cooke,Pct. 10,Justice 2nd Ct of App Dist Pl 6,,REP,Mike Wallach,1313,69,881,363
Cooke,Pct. 10,Justice 2nd Ct of App Dist Pl 6,,DEM,Delonia A. Watson,185,22,122,41
Cooke,Pct. 10,Justice 2nd Ct of App Dist Pl 7,,REP,Brian Walker,1407,73,942,392
Cooke,Pct. 10,Dist Judge 235th Judicial Dist,,REP,Janelle M. Haverkamp,1376,75,921,380
Cooke,Pct. 10,Dist Attorney 235th Judicial Dist,,REP,John Warren,1402,74,937,391
Cooke,Pct. 10,County Attorney,,REP,Ed Zielinski,1395,74,932,389
Cooke,Pct. 10,Sheriff,,REP,Ray Sappington,1408,77,938,393
Cooke,Pct. 10,County Tax Assessor-Collector,,REP,Brandy Ann Carr,1424,78,951,395
Cooke,Pct. 10,Constable Pct 2,,REP,Chuck Owen,1401,74,936,391
Cooke,Pct. 10,Director GHD,,,Ken Arterbury,518,21,341,156
Cooke,Pct. 10,Director GHD,,,Brian Winters,444,18,302,124
Cooke,Pct. 10,Director GHD,,,Eugene Mills,247,10,165,72
Cooke,Pct. 10,Director GHD,,,Jimmy Mosman,293,18,181,94
Cooke,Pct. 10,Director GHD,,,G.D. Wally Cox,394,23,254,117
Cooke,Pct. 10,Director GHD,,,Kari Hutcherson,542,39,359,144
Cooke,Pct. 10,Trustee Place 1 PPIS,,,Renee Polk,291,16,171,104
Cooke,Pct. 10,Trustee Place 2 PPIS,,,Amy McEvoy,180,13,112,55
Cooke,Pct. 10,Trustee Place 2 PPIS,,,Curtis E. Peacock,94,4,58,32
Cooke,Pct. 11,Registered Voters,,,,2768,,,
Cooke,Pct. 11,Ballots Cast,,,,1927,99,1267,561
Cooke,Pct. 11,Ballots Cast - Blank,,,,0,0,0,0
Cooke,Pct. 11,President,,REP,Donald J. Trump / Michael R. Pence,1567,54,1034,479
Cooke,Pct. 11,President,,DEM,Joseph R. Biden / Kamala D. Harris,331,40,214,77
Cooke,Pct. 11,President,,LBT,Jo Jorgensen / Jeremy Spike Cohen,13,0,10,3
Cooke,Pct. 11,President,,GRN,Howie Hawkins / Angela Walker,2,0,2,0
Cooke,Pct. 11,President,,,Write-ins,3,0,3,0
Cooke,Pct. 11,President,,,Write-In: Abram Loeb/Jennifer Jairala,0,0,0,0
Cooke,Pct. 11,President,,,Write-In: Robert Morrow/Anne Beckett,0,0,0,0
Cooke,Pct. 11,President,,,Write-In: Kasey Wells/Rachel Wells,0,0,0,0
Cooke,Pct. 11,President,,,Write-In: Uncertified,3,0,3,0
Cooke,Pct. 11,President,,,Write-In: President R. boddie/Eric C. Stoneham,0,0,0,0
Cooke,Pct. 11,President,,,Write-In: Brian Carroll/Amar Patel,0,0,0,0
Cooke,Pct. 11,President,,,Write-In: Todd Cella/Tim Cella,0,0,0,0
Cooke,Pct. 11,President,,,Write-In: Jesse Cuellar/Jimmy Monreal,0,0,0,0
Cooke,Pct. 11,President,,,Write-In: Tom Hoefling/Andy Prior,0,0,0,0
Cooke,Pct. 11,President,,,Write-In: Gloria La Riva/Leonard Peltier,0,0,0,0
Cooke,Pct. 11,President,,,Not Assigned,0,0,0,0
Cooke,Pct. 11,U.S. Senate,,REP,John Cornyn,1545,56,1037,452
Cooke,Pct. 11,U.S. Senate,,DEM,Mary MJ Hegar,315,40,195,80
Cooke,Pct. 11,U.S. Senate,,LBT,Kerry Douglas McKennon,22,0,13,9
Cooke,Pct. 11,U.S. Senate,,GRN,David B. Collins,12,1,5,6
Cooke,Pct. 11,U.S. Senate,,,Write-ins,2,0,2,0
Cooke,Pct. 11,U.S. Senate,,,Write-In: Uncertified,2,0,2,0
Cooke,Pct. 11,U.S. Senate,,,Write-In: Ricardo Turullois-Bonilla,0,0,0,0
Cooke,Pct. 11,U.S. Senate,,,Not Assigned,0,0,0,0
Cooke,Pct. 11,U.S. House,13,REP,Ronny Jackson,1548,54,1033,461
Cooke,Pct. 11,U.S. House,13,DEM,Gus Trujillo,302,41,189,72
Cooke,Pct. 11,U.S. House,13,LBT,Jack B. Westbrook,36,0,20,16
Cooke,Pct. 11,Railroad Commissioner,,REP,James Jim Wright,1541,53,1038,450
Cooke,Pct. 11,Railroad Commissioner,,DEM,Chrysta Castaneda,294,41,184,69
Cooke,Pct. 11,Railroad Commissioner,,LBT,Matt Sterett,40,0,20,20
Cooke,Pct. 11,Railroad Commissioner,,GRN,Katija Kat Gruene,11,0,6,5
Cooke,Pct. 11,Chief Justice Supreme Court,,REP,Nathan Hecht,1541,52,1032,457
Cooke,Pct. 11,Chief Justice Supreme Court,,DEM,Amy Clark Meachum,303,39,188,76
Cooke,Pct. 11,Chief Justice Supreme Court,,LBT,Mark Ash,40,0,25,15
Cooke,Pct. 11,Justice Supreme Court Pl 6,,REP,Jane Bland,1578,52,1048,478
Cooke,Pct. 11,Justice Supreme Court Pl 6,,DEM,Kathy Cheng,313,40,199,74
Cooke,Pct. 11,Justice Supreme Court Pl 7,,REP,Jeff Boyd,1548,52,1033,463
Cooke,Pct. 11,Justice Supreme Court Pl 7,,DEM,Staci Williams,296,40,187,69
Cooke,Pct. 11,Justice Supreme Court Pl 7,,LBT,William Bryan Strange III,42,0,24,18
Cooke,Pct. 11,Justice Supreme Court Pl 8,,REP,Brett Busby,1550,54,1040,456
Cooke,Pct. 11,Justice Supreme Court Pl 8,,DEM,Gisela D. Triana,285,38,182,65
Cooke,Pct. 11,Justice Supreme Court Pl 8,,LBT,Tom Oxford,45,0,21,24
Cooke,Pct. 11,Judge Ct of Crim App Pl 3,,REP,Bert Richardson,1561,50,1040,471
Cooke,Pct. 11,Judge Ct of Crim App Pl 3,,DEM,Elizabeth Davis Frizell,319,40,200,79
Cooke,Pct. 11,Judge Ct of Crim App Pl 4,,REP,Kevin Patrick Yeary,1572,52,1053,467
Cooke,Pct. 11,Judge Ct of Crim App Pl 4,,DEM,Tina Clinton,308,39,189,80
Cooke,Pct. 11,Judge Ct of Crim App Pl 9,,REP,David Newell,1576,52,1050,474
Cooke,Pct. 11,Judge Ct of Crim App Pl 9,,DEM,Brandon Birmingham,304,39,187,78
Cooke,Pct. 11,Member State BoE Dist 15,,REP,Jay Johnson,1560,51,1033,476
Cooke,Pct. 11,Member State BoE Dist 15,,DEM,John Betancourt,313,40,200,73
Cooke,Pct. 11,State Representative,68,REP,Drew Springer,1571,52,1047,472
Cooke,Pct. 11,State Representative,68,DEM,Patsy Ledbetter,309,41,192,76
Cooke,Pct. 11,Justice 2nd Ct of App Dist Pl 2,,REP,Dana Womack,1744,56,1150,538
Cooke,Pct. 11,Justice 2nd Ct of App Dist Pl 6,,REP,Mike Wallach,1575,52,1046,477
Cooke,Pct. 11,Justice 2nd Ct of App Dist Pl 6,,DEM,Delonia A. Watson,297,39,186,72
Cooke,Pct. 11,Justice 2nd Ct of App Dist Pl 7,,REP,Brian Walker,1744,57,1150,537
Cooke,Pct. 11,Dist Judge 235th Judicial Dist,,REP,Janelle M. Haverkamp,1716,62,1119,535
Cooke,Pct. 11,Dist Attorney 235th Judicial Dist,,REP,John Warren,1740,59,1144,537
Cooke,Pct. 11,County Attorney,,REP,Ed Zielinski,1737,62,1142,533
Cooke,Pct. 11,Sheriff,,REP,Ray Sappington,1755,62,1155,538
Cooke,Pct. 11,County Tax Assessor-Collector,,REP,Brandy Ann Carr,1775,71,1165,539
Cooke,Pct. 11,Constable Pct 2,,REP,Chuck Owen,1739,60,1145,534
Cooke,Pct. 11,Director GHD,,,Ken Arterbury,700,17,459,224
Cooke,Pct. 11,Director GHD,,,Brian Winters,577,12,412,153
Cooke,Pct. 11,Director GHD,,,Eugene Mills,358,13,217,128
Cooke,Pct. 11,Director GHD,,,Jimmy Mosman,399,19,251,129
Cooke,Pct. 11,Director GHD,,,G.D. Wally Cox,503,23,323,157
Cooke,Pct. 11,Director GHD,,,Kari Hutcherson,673,32,446,195
Cooke,Pct. 11,Trustee Place 1 PPIS,,,Renee Polk,413,23,286,104
Cooke,Pct. 11,Trustee Place 2 PPIS,,,Amy McEvoy,233,12,166,55
Cooke,Pct. 11,Trustee Place 2 PPIS,,,Curtis E. Peacock,132,5,87,40
Cooke,Pct. 12,Registered Voters,,,,830,,,
Cooke,Pct. 12,Ballots Cast,,,,647,15,364,268
Cooke,Pct. 12,Ballots Cast - Blank,,,,0,0,0,0
Cooke,Pct. 12,President,,REP,Donald J. Trump / Michael R. Pence,557,12,301,244
Cooke,Pct. 12,President,,DEM,Joseph R. Biden / Kamala D. Harris,87,3,63,21
Cooke,Pct. 12,President,,LBT,Jo Jorgensen / Jeremy Spike Cohen,2,0,0,2
Cooke,Pct. 12,President,,GRN,Howie Hawkins / Angela Walker,0,0,0,0
Cooke,Pct. 12,President,,,Write-ins,0,0,0,0
Cooke,Pct. 12,President,,,Write-In: Abram Loeb/Jennifer Jairala,0,0,0,0
Cooke,Pct. 12,President,,,Write-In: Robert Morrow/Anne Beckett,0,0,0,0
Cooke,Pct. 12,President,,,Write-In: Kasey Wells/Rachel Wells,0,0,0,0
Cooke,Pct. 12,President,,,Write-In: Uncertified,0,0,0,0
Cooke,Pct. 12,President,,,Write-In: President R. boddie/Eric C. Stoneham,0,0,0,0
Cooke,Pct. 12,President,,,Write-In: Brian Carroll/Amar Patel,0,0,0,0
Cooke,Pct. 12,President,,,Write-In: Todd Cella/Tim Cella,0,0,0,0
Cooke,Pct. 12,President,,,Write-In: Jesse Cuellar/Jimmy Monreal,0,0,0,0
Cooke,Pct. 12,President,,,Write-In: Tom Hoefling/Andy Prior,0,0,0,0
Cooke,Pct. 12,President,,,Write-In: Gloria La Riva/Leonard Peltier,0,0,0,0
Cooke,Pct. 12,President,,,Not Assigned,0,0,0,0
Cooke,Pct. 12,U.S. Senate,,REP,John Cornyn,548,12,297,239
Cooke,Pct. 12,U.S. Senate,,DEM,Mary MJ Hegar,84,2,59,23
Cooke,Pct. 12,U.S. Senate,,LBT,Kerry Douglas McKennon,10,1,5,4
Cooke,Pct. 12,U.S. Senate,,GRN,David B. Collins,1,0,1,0
Cooke,Pct. 12,U.S. Senate,,,Write-ins,0,0,0,0
Cooke,Pct. 12,U.S. Senate,,,Write-In: Uncertified,0,0,0,0
Cooke,Pct. 12,U.S. Senate,,,Write-In: Ricardo Turullois-Bonilla,0,0,0,0
Cooke,Pct. 12,U.S. Senate,,,Not Assigned,0,0,0,0
Cooke,Pct. 12,U.S. House,13,REP,Ronny Jackson,560,12,305,243
Cooke,Pct. 12,U.S. House,13,DEM,Gus Trujillo,73,2,50,21
Cooke,Pct. 12,U.S. House,13,LBT,Jack B. Westbrook,6,0,4,2
Cooke,Pct. 12,Railroad Commissioner,,REP,James Jim Wright,556,12,304,240
Cooke,Pct. 12,Railroad Commissioner,,DEM,Chrysta Castaneda,74,2,51,21
Cooke,Pct. 12,Railroad Commissioner,,LBT,Matt Sterett,8,0,4,4
Cooke,Pct. 12,Railroad Commissioner,,GRN,Katija Kat Gruene,1,0,1,0
Cooke,Pct. 12,Chief Justice Supreme Court,,REP,Nathan Hecht,559,12,302,245
Cooke,Pct. 12,Chief Justice Supreme Court,,DEM,Amy Clark Meachum,74,2,53,19
Cooke,Pct. 12,Chief Justice Supreme Court,,LBT,Mark Ash,7,0,5,2
Cooke,Pct. 12,Justice Supreme Court Pl 6,,REP,Jane Bland,562,10,305,247
Cooke,Pct. 12,Justice Supreme Court Pl 6,,DEM,Kathy Cheng,74,2,53,19
Cooke,Pct. 12,Justice Supreme Court Pl 7,,REP,Jeff Boyd,554,11,298,245
Cooke,Pct. 12,Justice Supreme Court Pl 7,,DEM,Staci Williams,79,2,56,21
Cooke,Pct. 12,Justice Supreme Court Pl 7,,LBT,William Bryan Strange III,6,0,5,1
Cooke,Pct. 12,Justice Supreme Court Pl 8,,REP,Brett Busby,559,11,305,243
Cooke,Pct. 12,Justice Supreme Court Pl 8,,DEM,Gisela D. Triana,71,2,49,20
Cooke,Pct. 12,Justice Supreme Court Pl 8,,LBT,Tom Oxford,8,0,5,3
Cooke,Pct. 12,Judge Ct of Crim App Pl 3,,REP,Bert Richardson,566,11,308,247
Cooke,Pct. 12,Judge Ct of Crim App Pl 3,,DEM,Elizabeth Davis Frizell,72,2,51,19
Cooke,Pct. 12,Judge Ct of Crim App Pl 4,,REP,Kevin Patrick Yeary,561,11,305,245
Cooke,Pct. 12,Judge Ct of Crim App Pl 4,,DEM,Tina Clinton,75,2,53,20
Cooke,Pct. 12,Judge Ct of Crim App Pl 9,,REP,David Newell,562,11,306,245
Cooke,Pct. 12,Judge Ct of Crim App Pl 9,,DEM,Brandon Birmingham,74,2,53,19
Cooke,Pct. 12,Member State BoE Dist 15,,REP,Jay Johnson,558,11,302,245
Cooke,Pct. 12,Member State BoE Dist 15,,DEM,John Betancourt,78,2,55,21
Cooke,Pct. 12,State Representative,68,REP,Drew Springer,556,12,303,241
Cooke,Pct. 12,State Representative,68,DEM,Patsy Ledbetter,82,3,56,23
Cooke,Pct. 12,Justice 2nd Ct of App Dist Pl 2,,REP,Dana Womack,601,9,337,255
Cooke,Pct. 12,Justice 2nd Ct of App Dist Pl 6,,REP,Mike Wallach,560,9,306,245
Cooke,Pct. 12,Justice 2nd Ct of App Dist Pl 6,,DEM,Delonia A. Watson,72,2,50,20
Cooke,Pct. 12,Justice 2nd Ct of App Dist Pl 7,,REP,Brian Walker,605,9,341,255
Cooke,Pct. 12,Dist Judge 235th Judicial Dist,,REP,Janelle M. Haverkamp,579,10,327,242
Cooke,Pct. 12,Dist Attorney 235th Judicial Dist,,REP,John Warren,604,9,342,253
Cooke,Pct. 12,County Attorney,,REP,Ed Zielinski,610,10,344,256
Cooke,Pct. 12,Sheriff,,REP,Ray Sappington,602,10,336,256
Cooke,Pct. 12,County Tax Assessor-Collector,,REP,Brandy Ann Carr,613,11,346,256
Cooke,Pct. 12,County Commissioner Pct 3,,REP,Adam P. Arendt,612,10,347,255
Cooke,Pct. 12,Constable Pct 2,,REP,Chuck Owen,605,8,341,256
Cooke,Pct. 12,Director GHD,,,Ken Arterbury,218,3,128,87
Cooke,Pct. 12,Director GHD,,,Brian Winters,219,1,125,93
Cooke,Pct. 12,Director GHD,,,Eugene Mills,92,2,50,40
Cooke,Pct. 12,Director GHD,,,Jimmy Mosman,160,3,88,69
Cooke,Pct. 12,Director GHD,,,G.D. Wally Cox,190,3,109,78
Cooke,Pct. 12,Director GHD,,,Kari Hutcherson,248,5,133,110
Cooke,Pct. 14,Registered Voters,,,,313,,,
Cooke,Pct. 14,Ballots Cast,,,,249,20,133,96
Cooke,Pct. 14,Ballots Cast - Blank,,,,0,0,0,0
Cooke,Pct. 14,President,,REP,Donald J. Trump / Michael R. Pence,210,12,114,84
Cooke,Pct. 14,President,,DEM,Joseph R. Biden / Kamala D. Harris,36,8,18,10
Cooke,Pct. 14,President,,LBT,Jo Jorgensen / Jeremy Spike Cohen,3,0,1,2
Cooke,Pct. 14,President,,GRN,Howie Hawkins / Angela Walker,0,0,0,0
Cooke,Pct. 14,President,,,Write-ins,0,0,0,0
Cooke,Pct. 14,President,,,Write-In: Abram Loeb/Jennifer Jairala,0,0,0,0
Cooke,Pct. 14,President,,,Write-In: Robert Morrow/Anne Beckett,0,0,0,0
Cooke,Pct. 14,President,,,Write-In: Kasey Wells/Rachel Wells,0,0,0,0
Cooke,Pct. 14,President,,,Write-In: Uncertified,0,0,0,0
Cooke,Pct. 14,President,,,Write-In: President R. boddie/Eric C. Stoneham,0,0,0,0
Cooke,Pct. 14,President,,,Write-In: Brian Carroll/Amar Patel,0,0,0,0
Cooke,Pct. 14,President,,,Write-In: Todd Cella/Tim Cella,0,0,0,0
Cooke,Pct. 14,President,,,Write-In: Jesse Cuellar/Jimmy Monreal,0,0,0,0
Cooke,Pct. 14,President,,,Write-In: Tom Hoefling/Andy Prior,0,0,0,0
Cooke,Pct. 14,President,,,Write-In: Gloria La Riva/Leonard Peltier,0,0,0,0
Cooke,Pct. 14,President,,,Not Assigned,0,0,0,0
Cooke,Pct. 14,U.S. Senate,,REP,John Cornyn,215,13,115,87
Cooke,Pct. 14,U.S. Senate,,DEM,Mary MJ Hegar,28,7,15,6
Cooke,Pct. 14,U.S. Senate,,LBT,Kerry Douglas McKennon,5,0,2,3
Cooke,Pct. 14,U.S. Senate,,GRN,David B. Collins,0,0,0,0
Cooke,Pct. 14,U.S. Senate,,,Write-ins,0,0,0,0
Cooke,Pct. 14,U.S. Senate,,,Write-In: Uncertified,0,0,0,0
Cooke,Pct. 14,U.S. Senate,,,Write-In: Ricardo Turullois-Bonilla,0,0,0,0
Cooke,Pct. 14,U.S. Senate,,,Not Assigned,0,0,0,0
Cooke,Pct. 14,U.S. House,13,REP,Ronny Jackson,211,11,114,86
Cooke,Pct. 14,U.S. House,13,DEM,Gus Trujillo,28,8,15,5
Cooke,Pct. 14,U.S. House,13,LBT,Jack B. Westbrook,7,0,3,4
Cooke,Pct. 14,Railroad Commissioner,,REP,James Jim Wright,210,10,115,85
Cooke,Pct. 14,Railroad Commissioner,,DEM,Chrysta Castaneda,29,9,13,7
Cooke,Pct. 14,Railroad Commissioner,,LBT,Matt Sterett,6,0,3,3
Cooke,Pct. 14,Railroad Commissioner,,GRN,Katija Kat Gruene,1,0,1,0
Cooke,Pct. 14,Chief Justice Supreme Court,,REP,Nathan Hecht,214,12,116,86
Cooke,Pct. 14,Chief Justice Supreme Court,,DEM,Amy Clark Meachum,29,7,16,6
Cooke,Pct. 14,Chief Justice Supreme Court,,LBT,Mark Ash,5,0,1,4
Cooke,Pct. 14,Justice Supreme Court Pl 6,,REP,Jane Bland,215,12,116,87
Cooke,Pct. 14,Justice Supreme Court Pl 6,,DEM,Kathy Cheng,32,7,17,8
Cooke,Pct. 14,Justice Supreme Court Pl 7,,REP,Jeff Boyd,214,12,116,86
Cooke,Pct. 14,Justice Supreme Court Pl 7,,DEM,Staci Williams,29,7,16,6
Cooke,Pct. 14,Justice Supreme Court Pl 7,,LBT,William Bryan Strange III,4,0,1,3
Cooke,Pct. 14,Justice Supreme Court Pl 8,,REP,Brett Busby,210,12,114,84
Cooke,Pct. 14,Justice Supreme Court Pl 8,,DEM,Gisela D. Triana,30,7,18,5
Cooke,Pct. 14,Justice Supreme Court Pl 8,,LBT,Tom Oxford,5,0,0,5
Cooke,Pct. 14,Judge Ct of Crim App Pl 3,,REP,Bert Richardson,215,11,116,88
Cooke,Pct. 14,Judge Ct of Crim App Pl 3,,DEM,Elizabeth Davis Frizell,30,7,16,7
Cooke,Pct. 14,Judge Ct of Crim App Pl 4,,REP,Kevin Patrick Yeary,213,10,115,88
Cooke,Pct. 14,Judge Ct of Crim App Pl 4,,DEM,Tina Clinton,31,7,17,7
Cooke,Pct. 14,Judge Ct of Crim App Pl 9,,REP,David Newell,214,10,115,89
Cooke,Pct. 14,Judge Ct of Crim App Pl 9,,DEM,Brandon Birmingham,29,7,16,6
Cooke,Pct. 14,Member State BoE Dist 15,,REP,Jay Johnson,215,11,116,88
Cooke,Pct. 14,Member State BoE Dist 15,,DEM,John Betancourt,28,7,15,6
