county,precinct,office,district,candidate,party,votes,early_voting,election_day,mail,provisional
Hardin,11,President,,Tom Steyer,DEM,0,0,0,0,0
Hardin,11,United States Senator,,Sema Hernandez,DEM,1,0,1,0,0
Hardin,11,United States Senator,,D. R. Hunter,DEM,3,0,2,1,0
Hardin,11,United States Senator,,Adrian Ocegueda,DEM,0,0,0,0,0
Hardin,11,United States Senator,,Amanda K. Edwards,DEM,3,1,2,0,0
Hardin,11,United States Senator,,Cristina Tzintzun Ramirez,DEM,1,0,1,0,0
Hardin,11,United States Senator,,Victor Hugo Harris,DEM,1,0,1,0,0
Hardin,11,United States Senator,,"Annie ""Mamá"" Garcia",DEM,4,0,4,0,0
Hardin,11,United States Senator,,Michael Cooper,DEM,2,0,2,0,0
Hardin,11,United States Senator,,Jack Daniel Foster Jr,DEM,2,0,2,0,0
Hardin,11,United States Senator,,Chris Bell,DEM,7,0,5,2,0
Hardin,11,United States Senator,,"Mary ""MJ"" Hegar",DEM,8,2,6,0,0
Hardin,11,United States Senator,,Royce West,DEM,0,0,0,0,0
Hardin,11,United States Representative,36,Rashad Lewis,DEM,21,3,17,1,0
Hardin,11,Railroad Commissioner,,Chrysta Castañeda,DEM,2,0,2,0,0
Hardin,11,Railroad Commissioner,,"Roberto R. ""Beto"" Alonzo",DEM,8,0,7,1,0
Hardin,11,Railroad Commissioner,,Kelly Stone,DEM,8,2,6,0,0
Hardin,11,Railroad Commissioner,,Mark Watson,DEM,7,0,7,0,0
Hardin,11,"Chief Justice, Supreme Court",,Amy Clark Meachum,DEM,18,3,14,1,0
Hardin,11,"Chief Justice, Supreme Court",,Jerry Zimmerer,DEM,10,0,10,0,0
Hardin,11,"Justice, Supreme Court, Place 6 - Unexpired Term",,Kathy Cheng,DEM,22,3,18,1,0
Hardin,11,"Justice, Supreme Court, Place 6 - Unexpired Term",,Larry Praeger,DEM,5,0,5,0,0
Hardin,11,"Justice, Supreme Court, Place 7",,Brandy Voss,DEM,7,0,7,0,0
Hardin,11,"Justice, Supreme Court, Place 7",,Staci Williams,DEM,20,3,16,1,0
Hardin,11,"Justice, Supreme Court, Place 8",,Gisela D. Triana,DEM,14,3,10,1,0
Hardin,11,"Justice, Supreme Court, Place 8",,Peter Kelly,DEM,12,0,12,0,0
Hardin,11,"Judge, Court of Criminal Appeals, Place 3",,Elizabeth Davis Frizell,DEM,17,2,14,1,0
Hardin,11,"Judge, Court of Criminal Appeals, Place 3",,William Pieratt Demond,DEM,1,0,1,0,0
Hardin,11,"Judge, Court of Criminal Appeals, Place 3",,Dan Wood,DEM,8,1,7,0,0
Hardin,11,"Judge, Court of Criminal Appeals, Place 4",,Steven Miears,DEM,7,0,7,0,0
Hardin,11,"Judge, Court of Criminal Appeals, Place 4",,Tina Clinton,DEM,19,3,15,1,0
Hardin,11,"Judge, Court of Criminal Appeals, Place 9",,Brandon Birmingham,DEM,23,3,19,1,0
Hardin,11,County Chairman,,Vickie Brekel,DEM,26,3,21,2,0
Hardin,11,Proposition #1,,Yes,DEM,28,3,24,1,0
Hardin,11,Proposition #1,,No,DEM,3,0,1,2,0
Hardin,11,Proposition #2,,Yes,DEM,27,3,23,1,0
Hardin,11,Proposition #2,,No,DEM,4,0,2,2,0
Hardin,11,Proposition #3,,Yes,DEM,31,3,27,1,0
Hardin,11,Proposition #3,,No,DEM,0,0,0,0,0
Hardin,11,Proposition #4,,Yes,DEM,26,3,22,1,0
Hardin,11,Proposition #4,,No,DEM,4,0,4,0,0
Hardin,11,Proposition #5,,Yes,DEM,29,3,25,1,0
Hardin,11,Proposition #5,,No,DEM,1,0,1,0,0
Hardin,11,Proposition #6,,Yes,DEM,29,3,25,1,0
Hardin,11,Proposition #6,,No,DEM,0,0,0,0,0
Hardin,11,Proposition #7,,Yes,DEM,23,3,19,1,0
Hardin,11,Proposition #7,,No,DEM,5,0,5,0,0
Hardin,11,Proposition #8,,Yes,DEM,26,3,22,1,0
Hardin,11,Proposition #8,,No,DEM,3,0,3,0,0
Hardin,11,Proposition #9,,Yes,DEM,27,3,23,1,0
Hardin,11,Proposition #9,,No,DEM,1,0,1,0,0
Hardin,11,Proposition #10,,Yes,DEM,26,3,22,1,0
Hardin,11,Proposition #10,,No,DEM,3,0,3,0,0
Hardin,11,Proposition #11,,Yes,DEM,27,3,23,1,0
Hardin,11,Proposition #11,,No,DEM,2,0,2,0,0
Hardin,12,President,,Michael R. Bloomberg,DEM,5,2,3,0,0
Hardin,12,President,,Robby Wells,DEM,0,0,0,0,0
Hardin,12,President,,Amy Klobuchar,DEM,2,0,1,1,0
Hardin,12,President,,Pete Buttigieg,DEM,0,0,0,0,0
Hardin,12,President,,Cory Booker,DEM,0,0,0,0,0
Hardin,12,President,,"Roque ""Rocky"" De La Fuente",DEM,0,0,0,0,0
Hardin,12,President,,Andrew Yang,DEM,0,0,0,0,0
Hardin,12,President,,Deval Patrick,DEM,0,0,0,0,0
Hardin,12,President,,Tulsi Gabbard,DEM,0,0,0,0,0
Hardin,12,President,,Michael Bennet,DEM,0,0,0,0,0
Hardin,12,President,,Elizabeth Warren,DEM,0,0,0,0,0
Hardin,12,President,,Marianne Williamson,DEM,0,0,0,0,0
Hardin,12,President,,John K. Delaney,DEM,0,0,0,0,0
Hardin,12,President,,Joseph R. Biden,DEM,24,5,17,2,0
Hardin,12,President,,Julián Castro,DEM,0,0,0,0,0
Hardin,12,President,,Bernie Sanders,DEM,7,2,5,0,0
Hardin,12,President,,Tom Steyer,DEM,0,0,0,0,0
Hardin,12,United States Senator,,Sema Hernandez,DEM,4,1,3,0,0
Hardin,12,United States Senator,,D. R. Hunter,DEM,2,0,2,0,0
Hardin,12,United States Senator,,Adrian Ocegueda,DEM,1,0,1,0,0
Hardin,12,United States Senator,,Amanda K. Edwards,DEM,6,1,5,0,0
Hardin,12,United States Senator,,Cristina Tzintzun Ramirez,DEM,0,0,0,0,0
Hardin,12,United States Senator,,Victor Hugo Harris,DEM,1,1,0,0,0
Hardin,12,United States Senator,,"Annie ""Mamá"" Garcia",DEM,3,0,3,0,0
Hardin,12,United States Senator,,Michael Cooper,DEM,1,1,0,0,0
Hardin,12,United States Senator,,Jack Daniel Foster Jr,DEM,1,0,1,0,0
Hardin,12,United States Senator,,Chris Bell,DEM,2,0,2,0,0
Hardin,12,United States Senator,,"Mary ""MJ"" Hegar",DEM,6,0,3,3,0
Hardin,12,United States Senator,,Royce West,DEM,1,1,0,0,0
Hardin,12,United States Representative,36,Rashad Lewis,DEM,23,4,16,3,0
Hardin,12,Railroad Commissioner,,Chrysta Castañeda,DEM,12,1,8,3,0
Hardin,12,Railroad Commissioner,,"Roberto R. ""Beto"" Alonzo",DEM,8,2,6,0,0
Hardin,12,Railroad Commissioner,,Kelly Stone,DEM,6,2,4,0,0
Hardin,12,Railroad Commissioner,,Mark Watson,DEM,5,2,3,0,0
Hardin,12,"Chief Justice, Supreme Court",,Amy Clark Meachum,DEM,18,4,11,3,0
Hardin,12,"Chief Justice, Supreme Court",,Jerry Zimmerer,DEM,9,1,8,0,0
Hardin,12,"Justice, Supreme Court, Place 6 - Unexpired Term",,Kathy Cheng,DEM,12,1,11,0,0
Hardin,12,"Justice, Supreme Court, Place 6 - Unexpired Term",,Larry Praeger,DEM,14,3,8,3,0
Hardin,12,"Justice, Supreme Court, Place 7",,Brandy Voss,DEM,10,1,7,2,0
Hardin,12,"Justice, Supreme Court, Place 7",,Staci Williams,DEM,17,4,12,1,0
Hardin,12,"Justice, Supreme Court, Place 8",,Gisela D. Triana,DEM,14,1,12,1,0
Hardin,12,"Justice, Supreme Court, Place 8",,Peter Kelly,DEM,12,4,6,2,0
Hardin,12,"Judge, Court of Criminal Appeals, Place 3",,Elizabeth Davis Frizell,DEM,17,2,13,2,0
Hardin,12,"Judge, Court of Criminal Appeals, Place 3",,William Pieratt Demond,DEM,5,1,4,0,0
Hardin,12,"Judge, Court of Criminal Appeals, Place 3",,Dan Wood,DEM,5,2,3,0,0
Hardin,12,"Judge, Court of Criminal Appeals, Place 4",,Steven Miears,DEM,4,1,3,0,0
Hardin,12,"Judge, Court of Criminal Appeals, Place 4",,Tina Clinton,DEM,24,4,17,3,0
Hardin,12,"Judge, Court of Criminal Appeals, Place 9",,Brandon Birmingham,DEM,22,5,14,3,0
Hardin,12,County Chairman,,Vickie Brekel,DEM,24,5,16,3,0
Hardin,12,Proposition #1,,Yes,DEM,34,7,24,3,0
Hardin,12,Proposition #1,,No,DEM,3,2,1,0,0
Hardin,12,Proposition #2,,Yes,DEM,33,7,23,3,0
Hardin,12,Proposition #2,,No,DEM,3,2,1,0,0
Hardin,12,Proposition #3,,Yes,DEM,33,6,24,3,0
Hardin,12,Proposition #3,,No,DEM,3,2,1,0,0
Hardin,12,Proposition #4,,Yes,DEM,34,7,24,3,0
Hardin,12,Proposition #4,,No,DEM,3,2,1,0,0
Hardin,12,Proposition #5,,Yes,DEM,32,6,23,3,0
Hardin,12,Proposition #5,,No,DEM,4,2,2,0,0
Hardin,12,Proposition #6,,Yes,DEM,35,8,24,3,0
Hardin,12,Proposition #6,,No,DEM,2,1,1,0,0
Hardin,12,Proposition #7,,Yes,DEM,32,5,24,3,0
Hardin,12,Proposition #7,,No,DEM,3,2,1,0,0
Hardin,12,Proposition #8,,Yes,DEM,34,7,24,3,0
Hardin,12,Proposition #8,,No,DEM,4,2,2,0,0
Hardin,12,Proposition #9,,Yes,DEM,35,7,25,3,0
Hardin,12,Proposition #9,,No,DEM,2,1,1,0,0
Hardin,12,Proposition #10,,Yes,DEM,33,6,24,3,0
Hardin,12,Proposition #10,,No,DEM,3,2,1,0,0
Hardin,12,Proposition #11,,Yes,DEM,32,5,24,3,0
Hardin,12,Proposition #11,,No,DEM,6,4,2,0,0
Hardin,13,President,,Michael R. Bloomberg,DEM,18,11,5,2,0
Hardin,13,President,,Robby Wells,DEM,0,0,0,0,0
Hardin,13,President,,Amy Klobuchar,DEM,0,0,0,0,0
Hardin,13,President,,Pete Buttigieg,DEM,6,6,0,0,0
Hardin,13,President,,Cory Booker,DEM,0,0,0,0,0
Hardin,13,President,,"Roque ""Rocky"" De La Fuente",DEM,0,0,0,0,0
Hardin,13,President,,Andrew Yang,DEM,0,0,0,0,0
Hardin,13,President,,Deval Patrick,DEM,0,0,0,0,0
Hardin,13,President,,Tulsi Gabbard,DEM,0,0,0,0,0
Hardin,13,President,,Michael Bennet,DEM,0,0,0,0,0
Hardin,13,President,,Elizabeth Warren,DEM,9,3,6,0,0
Hardin,13,President,,Marianne Williamson,DEM,1,0,0,1,0
Hardin,13,President,,John K. Delaney,DEM,0,0,0,0,0
Hardin,13,President,,Joseph R. Biden,DEM,34,9,25,0,0
Hardin,13,President,,Julián Castro,DEM,0,0,0,0,0
Hardin,13,President,,Bernie Sanders,DEM,14,4,10,0,0
Hardin,13,President,,Tom Steyer,DEM,0,0,0,0,0
Hardin,13,United States Senator,,Sema Hernandez,DEM,3,2,1,0,0
Hardin,13,United States Senator,,D. R. Hunter,DEM,1,0,0,1,0
Hardin,13,United States Senator,,Adrian Ocegueda,DEM,1,1,0,0,0
Hardin,13,United States Senator,,Amanda K. Edwards,DEM,11,6,5,0,0
Hardin,13,United States Senator,,Cristina Tzintzun Ramirez,DEM,12,3,9,0,0
Hardin,13,United States Senator,,Victor Hugo Harris,DEM,2,0,2,0,0
Hardin,13,United States Senator,,"Annie ""Mamá"" Garcia",DEM,4,2,2,0,0
Hardin,13,United States Senator,,Michael Cooper,DEM,9,5,4,0,0
Hardin,13,United States Senator,,Jack Daniel Foster Jr,DEM,1,0,1,0,0
Hardin,13,United States Senator,,Chris Bell,DEM,5,0,3,2,0
Hardin,13,United States Senator,,"Mary ""MJ"" Hegar",DEM,14,7,7,0,0
Hardin,13,United States Senator,,Royce West,DEM,6,2,4,0,0
Hardin,13,United States Representative,36,Rashad Lewis,DEM,56,27,27,2,0
Hardin,13,Railroad Commissioner,,Chrysta Castañeda,DEM,23,10,13,0,0
Hardin,13,Railroad Commissioner,,"Roberto R. ""Beto"" Alonzo",DEM,11,5,6,0,0
Hardin,13,Railroad Commissioner,,Kelly Stone,DEM,12,6,6,0,0
Hardin,13,Railroad Commissioner,,Mark Watson,DEM,17,6,9,2,0
Hardin,13,"Chief Justice, Supreme Court",,Amy Clark Meachum,DEM,49,21,26,2,0
Hardin,13,"Chief Justice, Supreme Court",,Jerry Zimmerer,DEM,12,4,8,0,0
Hardin,13,"Justice, Supreme Court, Place 6 - Unexpired Term",,Kathy Cheng,DEM,47,22,23,2,0
Hardin,13,"Justice, Supreme Court, Place 6 - Unexpired Term",,Larry Praeger,DEM,18,5,12,1,0
Hardin,13,"Justice, Supreme Court, Place 7",,Brandy Voss,DEM,33,13,19,1,0
Hardin,13,"Justice, Supreme Court, Place 7",,Staci Williams,DEM,30,12,16,2,0
Hardin,13,"Justice, Supreme Court, Place 8",,Gisela D. Triana,DEM,43,20,22,1,0
Hardin,13,"Justice, Supreme Court, Place 8",,Peter Kelly,DEM,22,7,13,2,0
Hardin,13,"Judge, Court of Criminal Appeals, Place 3",,Elizabeth Davis Frizell,DEM,41,20,20,1,0
Hardin,13,"Judge, Court of Criminal Appeals, Place 3",,William Pieratt Demond,DEM,7,3,4,0,0
Hardin,13,"Judge, Court of Criminal Appeals, Place 3",,Dan Wood,DEM,15,4,10,1,0
Hardin,13,"Judge, Court of Criminal Appeals, Place 4",,Steven Miears,DEM,21,6,14,1,0
Hardin,13,"Judge, Court of Criminal Appeals, Place 4",,Tina Clinton,DEM,43,20,21,2,0
Hardin,13,"Judge, Court of Criminal Appeals, Place 9",,Brandon Birmingham,DEM,59,26,31,2,0
Hardin,13,County Chairman,,Vickie Brekel,DEM,60,27,31,2,0
Hardin,13,Proposition #1,,Yes,DEM,64,27,34,3,0
Hardin,13,Proposition #1,,No,DEM,14,5,9,0,0
Hardin,13,Proposition #2,,Yes,DEM,69,29,37,3,0
Hardin,13,Proposition #2,,No,DEM,8,2,6,0,0
Hardin,13,Proposition #3,,Yes,DEM,72,31,39,2,0
Hardin,13,Proposition #3,,No,DEM,5,1,4,0,0
Hardin,13,Proposition #4,,Yes,DEM,66,28,36,2,0
Hardin,13,Proposition #4,,No,DEM,11,4,7,0,0
Hardin,13,Proposition #5,,Yes,DEM,74,30,42,2,0
Hardin,13,Proposition #5,,No,DEM,4,2,2,0,0
Hardin,13,Proposition #6,,Yes,DEM,75,31,42,2,0
Hardin,13,Proposition #6,,No,DEM,3,1,2,0,0
Hardin,13,Proposition #7,,Yes,DEM,60,26,32,2,0
Hardin,13,Proposition #7,,No,DEM,15,5,10,0,0
Hardin,13,Proposition #8,,Yes,DEM,71,28,41,2,0
Hardin,13,Proposition #8,,No,DEM,8,5,3,0,0
Hardin,13,Proposition #9,,Yes,DEM,70,28,40,2,0
Hardin,13,Proposition #9,,No,DEM,6,3,3,0,0
Hardin,13,Proposition #10,,Yes,DEM,71,29,40,2,0
Hardin,13,Proposition #10,,No,DEM,8,4,4,0,0
Hardin,13,Proposition #11,,Yes,DEM,62,24,36,2,0
Hardin,13,Proposition #11,,No,DEM,14,7,7,0,0
Hardin,14,President,,Michael R. Bloomberg,DEM,1,0,1,0,0
Hardin,14,President,,Robby Wells,DEM,0,0,0,0,0
Hardin,14,President,,Amy Klobuchar,DEM,1,0,0,1,0
Hardin,14,President,,Pete Buttigieg,DEM,1,1,0,0,0
Hardin,14,President,,Cory Booker,DEM,0,0,0,0,0
Hardin,14,President,,"Roque ""Rocky"" De La Fuente",DEM,0,0,0,0,0
Hardin,14,President,,Andrew Yang,DEM,0,0,0,0,0
Hardin,14,President,,Deval Patrick,DEM,0,0,0,0,0
Hardin,14,President,,Tulsi Gabbard,DEM,0,0,0,0,0
Hardin,14,President,,Michael Bennet,DEM,0,0,0,0,0
Hardin,14,President,,Elizabeth Warren,DEM,4,1,3,0,0
Hardin,14,President,,Marianne Williamson,DEM,0,0,0,0,0
Hardin,14,President,,John K. Delaney,DEM,17,0,17,0,0
Hardin,14,President,,Joseph R. Biden,DEM,1,1,0,0,0
Hardin,14,President,,Julián Castro,DEM,6,0,6,0,0
Hardin,14,President,,Bernie Sanders,DEM,0,0,0,0,0
Hardin,14,President,,Tom Steyer,DEM,0,0,0,0,0
Hardin,14,United States Senator,,Sema Hernandez,DEM,2,0,2,0,0
Hardin,14,United States Senator,,D. R. Hunter,DEM,0,0,0,0,0
Hardin,14,United States Senator,,Adrian Ocegueda,DEM,4,0,4,0,0
Hardin,14,United States Senator,,Amanda K. Edwards,DEM,1,0,0,1,0
Hardin,14,United States Senator,,Cristina Tzintzun Ramirez,DEM,6,0,6,0,0
Hardin,14,United States Senator,,Victor Hugo Harris,DEM,1,1,0,0,0
Hardin,14,United States Senator,,"Annie ""Mamá"" Garcia",DEM,1,0,1,0,0
Hardin,14,United States Senator,,Michael Cooper,DEM,1,0,1,0,0
Hardin,14,United States Senator,,Jack Daniel Foster Jr,DEM,0,0,0,0,0
Hardin,14,United States Senator,,Chris Bell,DEM,3,0,3,0,0
Hardin,14,United States Senator,,"Mary ""MJ"" Hegar",DEM,7,0,7,0,0
Hardin,14,United States Senator,,Royce West,DEM,1,1,0,0,0
Hardin,14,United States Representative,36,Rashad Lewis,DEM,23,2,20,1,0
Hardin,14,Railroad Commissioner,,Chrysta Castañeda,DEM,11,0,11,0,0
Hardin,14,Railroad Commissioner,,"Roberto R. ""Beto"" Alonzo",DEM,4,1,3,0,0
Hardin,14,Railroad Commissioner,,Kelly Stone,DEM,6,1,5,0,0
Hardin,14,Railroad Commissioner,,Mark Watson,DEM,5,0,4,1,0
Hardin,14,"Chief Justice, Supreme Court",,Amy Clark Meachum,DEM,24,2,21,1,0
Hardin,14,"Chief Justice, Supreme Court",,Jerry Zimmerer,DEM,1,0,1,0,0
Hardin,14,"Justice, Supreme Court, Place 6 - Unexpired Term",,Kathy Cheng,DEM,22,1,20,1,0
Hardin,14,"Justice, Supreme Court, Place 6 - Unexpired Term",,Larry Praeger,DEM,3,1,2,0,0
Hardin,14,"Justice, Supreme Court, Place 7",,Brandy Voss,DEM,13,1,12,0,0
Hardin,14,"Justice, Supreme Court, Place 7",,Staci Williams,DEM,13,1,11,1,0
Hardin,14,"Justice, Supreme Court, Place 8",,Gisela D. Triana,DEM,21,1,19,1,0
Hardin,14,"Justice, Supreme Court, Place 8",,Peter Kelly,DEM,5,1,4,0,0
Hardin,14,"Judge, Court of Criminal Appeals, Place 3",,Elizabeth Davis Frizell,DEM,22,2,20,0,0
Hardin,14,"Judge, Court of Criminal Appeals, Place 3",,William Pieratt Demond,DEM,1,0,1,0,0
Hardin,14,"Judge, Court of Criminal Appeals, Place 3",,Dan Wood,DEM,3,0,2,1,0
Hardin,14,"Judge, Court of Criminal Appeals, Place 4",,Steven Miears,DEM,6,0,6,0,0
Hardin,14,"Judge, Court of Criminal Appeals, Place 4",,Tina Clinton,DEM,19,2,16,1,0
Hardin,14,"Judge, Court of Criminal Appeals, Place 9",,Brandon Birmingham,DEM,25,2,22,1,0
Hardin,14,"County Commissioner, Precinct 3",,Donald Owens,DEM,25,2,22,1,0
Hardin,14,County Chairman,,Vickie Brekel,DEM,26,2,23,1,0
Hardin,14,Proposition #1,,Yes,DEM,30,3,26,1,0
Hardin,14,Proposition #1,,No,DEM,1,0,1,0,0
Hardin,14,Proposition #2,,Yes,DEM,6,3,2,1,0
Hardin,14,Proposition #2,,No,DEM,26,0,26,0,0
Hardin,14,Proposition #3,,Yes,DEM,5,3,1,1,0
Hardin,14,Proposition #3,,No,DEM,25,0,25,0,0
Hardin,14,Proposition #4,,Yes,DEM,5,3,1,1,0
Hardin,14,Proposition #4,,No,DEM,26,0,26,0,0
Hardin,14,Proposition #5,,Yes,DEM,5,3,1,1,0
Hardin,14,Proposition #5,,No,DEM,26,0,26,0,0
Hardin,14,Proposition #6,,Yes,DEM,5,3,1,1,0
Hardin,14,Proposition #6,,No,DEM,25,0,25,0,0
Hardin,14,Proposition #7,,Yes,DEM,29,2,26,1,0
Hardin,14,Proposition #7,,No,DEM,1,0,1,0,0
Hardin,14,Proposition #8,,Yes,DEM,29,3,26,0,0
Hardin,14,Proposition #8,,No,DEM,1,0,0,1,0
Hardin,14,Proposition #9,,Yes,DEM,30,3,26,1,0
Hardin,14,Proposition #9,,No,DEM,0,0,0,0,0
Hardin,14,Proposition #10,,Yes,DEM,30,3,26,1,0
Hardin,14,Proposition #10,,No,DEM,0,0,0,0,0
Hardin,14,Proposition #11,,Yes,DEM,31,2,28,1,0
Hardin,14,Proposition #11,,No,DEM,0,0,0,0,0
Hardin,15,President,,Michael R. Bloomberg,DEM,14,9,2,3,0
Hardin,15,President,,Robby Wells,DEM,0,0,0,0,0
Hardin,15,President,,Amy Klobuchar,DEM,0,0,0,0,0
Hardin,15,President,,Pete Buttigieg,DEM,1,1,0,0,0
Hardin,15,President,,Cory Booker,DEM,0,0,0,0,0
Hardin,15,President,,"Roque ""Rocky"" De La Fuente",DEM,0,0,0,0,0
Hardin,15,President,,Andrew Yang,DEM,1,1,0,0,0
Hardin,15,President,,Deval Patrick,DEM,0,0,0,0,0
Hardin,15,President,,Tulsi Gabbard,DEM,1,1,0,0,0
Hardin,15,President,,Michael Bennet,DEM,0,0,0,0,0
Hardin,15,President,,Elizabeth Warren,DEM,7,0,7,0,0
Hardin,15,President,,Marianne Williamson,DEM,0,0,0,0,0
Hardin,15,President,,John K. Delaney,DEM,0,0,0,0,0
Hardin,15,President,,Joseph R. Biden,DEM,32,5,27,0,0
Hardin,15,President,,Julián Castro,DEM,0,0,0,0,0
Hardin,15,President,,Bernie Sanders,DEM,16,8,6,2,0
Hardin,15,President,,Tom Steyer,DEM,0,0,0,0,0
Hardin,15,United States Senator,,Sema Hernandez,DEM,9,4,4,1,0
Hardin,15,United States Senator,,D. R. Hunter,DEM,2,0,2,0,0
Hardin,15,United States Senator,,Adrian Ocegueda,DEM,1,0,1,0,0
Hardin,15,United States Senator,,Amanda K. Edwards,DEM,8,3,3,2,0
Hardin,15,United States Senator,,Cristina Tzintzun Ramirez,DEM,4,1,3,0,0
Hardin,15,United States Senator,,Victor Hugo Harris,DEM,0,0,0,0,0
Hardin,15,United States Senator,,"Annie ""Mamá"" Garcia",DEM,8,5,3,0,0
Hardin,15,United States Senator,,Michael Cooper,DEM,6,1,3,2,0
Hardin,15,United States Senator,,Jack Daniel Foster Jr,DEM,1,0,1,0,0
Hardin,15,United States Senator,,Chris Bell,DEM,12,6,6,0,0
Hardin,15,United States Senator,,"Mary ""MJ"" Hegar",DEM,9,2,7,0,0
Hardin,15,United States Senator,,Royce West,DEM,3,0,3,0,0
Hardin,15,United States Representative,36,Rashad Lewis,DEM,51,20,28,3,0
Hardin,15,Railroad Commissioner,,Chrysta Castañeda,DEM,11,4,7,0,0
Hardin,15,Railroad Commissioner,,"Roberto R. ""Beto"" Alonzo",DEM,20,9,10,1,0
Hardin,15,Railroad Commissioner,,Kelly Stone,DEM,19,5,13,1,0
Hardin,15,Railroad Commissioner,,Mark Watson,DEM,16,5,8,3,0
Hardin,15,"Chief Justice, Supreme Court",,Amy Clark Meachum,DEM,51,20,29,2,0
Hardin,15,"Chief Justice, Supreme Court",,Jerry Zimmerer,DEM,10,2,6,2,0
Hardin,15,"Justice, Supreme Court, Place 6 - Unexpired Term",,Kathy Cheng,DEM,41,14,26,1,0
Hardin,15,"Justice, Supreme Court, Place 6 - Unexpired Term",,Larry Praeger,DEM,21,8,9,4,0
Hardin,15,"Justice, Supreme Court, Place 7",,Brandy Voss,DEM,16,4,11,1,0
Hardin,15,"Justice, Supreme Court, Place 7",,Staci Williams,DEM,48,19,26,3,0
Hardin,15,"Justice, Supreme Court, Place 8",,Gisela D. Triana,DEM,31,9,19,3,0
Hardin,15,"Justice, Supreme Court, Place 8",,Peter Kelly,DEM,31,12,17,2,0
Hardin,15,"Judge, Court of Criminal Appeals, Place 3",,Elizabeth Davis Frizell,DEM,38,14,20,4,0
Hardin,15,"Judge, Court of Criminal Appeals, Place 3",,William Pieratt Demond,DEM,13,4,9,0,0
Hardin,15,"Judge, Court of Criminal Appeals, Place 3",,Dan Wood,DEM,13,4,8,1,0
Hardin,15,"Judge, Court of Criminal Appeals, Place 4",,Steven Miears,DEM,16,6,9,1,0
Hardin,15,"Judge, Court of Criminal Appeals, Place 4",,Tina Clinton,DEM,46,16,26,4,0
Hardin,15,"Judge, Court of Criminal Appeals, Place 9",,Brandon Birmingham,DEM,56,19,33,4,0
Hardin,15,"County Commissioner, Precinct 3",,Donald Owens,DEM,57,20,33,4,0
Hardin,15,County Chairman,,Vickie Brekel,DEM,57,19,34,4,0
Hardin,15,Proposition #1,,Yes,DEM,64,23,36,5,0
Hardin,15,Proposition #1,,No,DEM,6,2,4,0,0
Hardin,15,Proposition #2,,Yes,DEM,64,23,36,5,0
Hardin,15,Proposition #2,,No,DEM,6,2,4,0,0
Hardin,15,Proposition #3,,Yes,DEM,70,25,40,5,0
Hardin,15,Proposition #3,,No,DEM,0,0,0,0,0
Hardin,15,Proposition #4,,Yes,DEM,66,24,37,5,0
Hardin,15,Proposition #4,,No,DEM,5,1,4,0,0
Hardin,15,Proposition #5,,Yes,DEM,68,25,38,5,0
Hardin,15,Proposition #5,,No,DEM,3,0,3,0,0
Hardin,15,Proposition #6,,Yes,DEM,68,25,38,5,0
Hardin,15,Proposition #6,,No,DEM,2,0,2,0,0
Hardin,15,Proposition #7,,Yes,DEM,66,24,37,5,0
Hardin,15,Proposition #7,,No,DEM,5,1,4,0,0
Hardin,15,Proposition #8,,Yes,DEM,67,24,38,5,0
Hardin,15,Proposition #8,,No,DEM,4,1,3,0,0
Hardin,15,Proposition #9,,Yes,DEM,65,23,37,5,0
Hardin,15,Proposition #9,,No,DEM,4,1,3,0,0
Hardin,15,Proposition #10,,Yes,DEM,65,24,36,5,0
Hardin,15,Proposition #10,,No,DEM,5,1,4,0,0
Hardin,15,Proposition #11,,Yes,DEM,63,23,35,5,0
Hardin,15,Proposition #11,,No,DEM,6,2,4,0,0
Hardin,16,President,,Michael R. Bloomberg,DEM,4,2,2,0,0
Hardin,16,President,,Robby Wells,DEM,0,0,0,0,0
Hardin,16,President,,Amy Klobuchar,DEM,0,0,0,0,0
Hardin,16,President,,Pete Buttigieg,DEM,0,0,0,0,0
Hardin,16,President,,Cory Booker,DEM,0,0,0,0,0
Hardin,16,President,,"Roque ""Rocky"" De La Fuente",DEM,0,0,0,0,0
Hardin,16,President,,Andrew Yang,DEM,1,1,0,0,0
Hardin,16,President,,Deval Patrick,DEM,0,0,0,0,0
Hardin,16,President,,Tulsi Gabbard,DEM,0,0,0,0,0
Hardin,16,President,,Michael Bennet,DEM,0,0,0,0,0
Hardin,16,President,,Elizabeth Warren,DEM,4,3,1,0,0
Hardin,16,President,,Marianne Williamson,DEM,0,0,0,0,0
Hardin,16,President,,John K. Delaney,DEM,0,0,0,0,0
Hardin,16,President,,Joseph R. Biden,DEM,29,10,18,1,0
Hardin,16,President,,Julián Castro,DEM,0,0,0,0,0
Hardin,16,President,,Bernie Sanders,DEM,20,7,13,0,0
Hardin,16,President,,Tom Steyer,DEM,0,0,0,0,0
Hardin,16,United States Senator,,Sema Hernandez,DEM,5,0,5,0,0
Hardin,16,United States Senator,,D. R. Hunter,DEM,1,0,1,0,0
Hardin,16,United States Senator,,Adrian Ocegueda,DEM,2,1,1,0,0
Hardin,16,United States Senator,,Amanda K. Edwards,DEM,5,2,3,0,0
Hardin,16,United States Senator,,Cristina Tzintzun Ramirez,DEM,4,1,3,0,0
Hardin,16,United States Senator,,Victor Hugo Harris,DEM,3,0,3,0,0
