county,precinct,office,district,candidate,party,votes,early_voting,election_day,mail,provisional
Hardin,16,United States Senator,,"Annie ""Mamá"" Garcia",DEM,7,1,6,0,0
Hardin,16,United States Senator,,Michael Cooper,DEM,5,2,3,0,0
Hardin,16,United States Senator,,Jack Daniel Foster Jr,DEM,0,0,0,0,0
Hardin,16,United States Senator,,Chris Bell,DEM,4,3,1,0,0
Hardin,16,United States Senator,,"Mary ""MJ"" Hegar",DEM,8,6,2,0,0
Hardin,16,United States Senator,,Royce West,DEM,5,3,2,0,0
Hardin,16,United States Representative,36,Rashad Lewis,DEM,37,15,22,0,0
Hardin,16,Railroad Commissioner,,Chrysta Castañeda,DEM,12,5,7,0,0
Hardin,16,Railroad Commissioner,,"Roberto R. ""Beto"" Alonzo",DEM,16,7,9,0,0
Hardin,16,Railroad Commissioner,,Kelly Stone,DEM,11,3,8,0,0
Hardin,16,Railroad Commissioner,,Mark Watson,DEM,8,3,5,0,0
Hardin,16,"Chief Justice, Supreme Court",,Amy Clark Meachum,DEM,39,15,24,0,0
Hardin,16,"Chief Justice, Supreme Court",,Jerry Zimmerer,DEM,10,4,6,0,0
Hardin,16,"Justice, Supreme Court, Place 6 - Unexpired Term",,Kathy Cheng,DEM,38,16,22,0,0
Hardin,16,"Justice, Supreme Court, Place 6 - Unexpired Term",,Larry Praeger,DEM,10,3,7,0,0
Hardin,16,"Justice, Supreme Court, Place 7",,Brandy Voss,DEM,15,8,7,0,0
Hardin,16,"Justice, Supreme Court, Place 7",,Staci Williams,DEM,32,11,21,0,0
Hardin,16,"Justice, Supreme Court, Place 8",,Gisela D. Triana,DEM,30,12,18,0,0
Hardin,16,"Justice, Supreme Court, Place 8",,Peter Kelly,DEM,18,7,11,0,0
Hardin,16,"Judge, Court of Criminal Appeals, Place 3",,Elizabeth Davis Frizell,DEM,30,10,20,0,0
Hardin,16,"Judge, Court of Criminal Appeals, Place 3",,William Pieratt Demond,DEM,4,2,2,0,0
Hardin,16,"Judge, Court of Criminal Appeals, Place 3",,Dan Wood,DEM,12,6,6,0,0
Hardin,16,"Judge, Court of Criminal Appeals, Place 4",,Steven Miears,DEM,9,3,6,0,0
Hardin,16,"Judge, Court of Criminal Appeals, Place 4",,Tina Clinton,DEM,37,15,22,0,0
Hardin,16,"Judge, Court of Criminal Appeals, Place 9",,Brandon Birmingham,DEM,41,15,26,0,0
Hardin,16,County Chairman,,Vickie Brekel,DEM,43,16,27,0,0
Hardin,16,Proposition #1,,Yes,DEM,48,19,29,0,0
Hardin,16,Proposition #1,,No,DEM,5,1,4,0,0
Hardin,16,Proposition #2,,Yes,DEM,48,19,29,0,0
Hardin,16,Proposition #2,,No,DEM,6,2,4,0,0
Hardin,16,Proposition #3,,Yes,DEM,52,21,31,0,0
Hardin,16,Proposition #3,,No,DEM,3,0,3,0,0
Hardin,16,Proposition #4,,Yes,DEM,50,19,31,0,0
Hardin,16,Proposition #4,,No,DEM,2,0,2,0,0
Hardin,16,Proposition #5,,Yes,DEM,51,19,32,0,0
Hardin,16,Proposition #5,,No,DEM,2,0,2,0,0
Hardin,16,Proposition #6,,Yes,DEM,49,17,32,0,0
Hardin,16,Proposition #6,,No,DEM,4,2,2,0,0
Hardin,16,Proposition #7,,Yes,DEM,47,17,30,0,0
Hardin,16,Proposition #7,,No,DEM,4,1,3,0,0
Hardin,16,Proposition #8,,Yes,DEM,48,18,30,0,0
Hardin,16,Proposition #8,,No,DEM,5,1,4,0,0
Hardin,16,Proposition #9,,Yes,DEM,50,18,32,0,0
Hardin,16,Proposition #9,,No,DEM,3,1,2,0,0
Hardin,16,Proposition #10,,Yes,DEM,48,18,30,0,0
Hardin,16,Proposition #10,,No,DEM,5,1,4,0,0
Hardin,16,Proposition #11,,Yes,DEM,45,18,27,0,0
Hardin,16,Proposition #11,,No,DEM,6,0,6,0,0
Hardin,17,President,,Michael R. Bloomberg,DEM,5,2,3,0,0
Hardin,17,President,,Robby Wells,DEM,0,0,0,0,0
Hardin,17,President,,Amy Klobuchar,DEM,0,0,0,0,0
Hardin,17,President,,Pete Buttigieg,DEM,2,2,0,0,0
Hardin,17,President,,Cory Booker,DEM,0,0,0,0,0
Hardin,17,President,,"Roque ""Rocky"" De La Fuente",DEM,0,0,0,0,0
Hardin,17,President,,Andrew Yang,DEM,0,0,0,0,0
Hardin,17,President,,Deval Patrick,DEM,0,0,0,0,0
Hardin,17,President,,Tulsi Gabbard,DEM,0,0,0,0,0
Hardin,17,President,,Michael Bennet,DEM,0,0,0,0,0
Hardin,17,President,,Elizabeth Warren,DEM,0,0,0,0,0
Hardin,17,President,,Marianne Williamson,DEM,0,0,0,0,0
Hardin,17,President,,John K. Delaney,DEM,0,0,0,0,0
Hardin,17,President,,Joseph R. Biden,DEM,8,1,5,2,0
Hardin,17,President,,Julián Castro,DEM,0,0,0,0,0
Hardin,17,President,,Bernie Sanders,DEM,13,4,9,0,0
Hardin,17,President,,Tom Steyer,DEM,0,0,0,0,0
Hardin,17,United States Senator,,Sema Hernandez,DEM,3,1,2,0,0
Hardin,17,United States Senator,,D. R. Hunter,DEM,1,0,1,0,0
Hardin,17,United States Senator,,Adrian Ocegueda,DEM,0,0,0,0,0
Hardin,17,United States Senator,,Amanda K. Edwards,DEM,4,0,4,0,0
Hardin,17,United States Senator,,Cristina Tzintzun Ramirez,DEM,1,0,1,0,0
Hardin,17,United States Senator,,Victor Hugo Harris,DEM,1,0,1,0,0
Hardin,17,United States Senator,,"Annie ""Mamá"" Garcia",DEM,2,0,2,0,0
Hardin,17,United States Senator,,Michael Cooper,DEM,0,0,0,0,0
Hardin,17,United States Senator,,Jack Daniel Foster Jr,DEM,1,1,0,0,0
Hardin,17,United States Senator,,Chris Bell,DEM,5,3,2,0,0
Hardin,17,United States Senator,,"Mary ""MJ"" Hegar",DEM,5,2,1,2,0
Hardin,17,United States Senator,,Royce West,DEM,0,0,0,0,0
Hardin,17,United States Representative,36,Rashad Lewis,DEM,22,8,14,0,0
Hardin,17,Railroad Commissioner,,Chrysta Castañeda,DEM,5,3,2,0,0
Hardin,17,Railroad Commissioner,,"Roberto R. ""Beto"" Alonzo",DEM,8,2,6,0,0
Hardin,17,Railroad Commissioner,,Kelly Stone,DEM,3,0,3,0,0
Hardin,17,Railroad Commissioner,,Mark Watson,DEM,4,2,2,0,0
Hardin,17,"Chief Justice, Supreme Court",,Amy Clark Meachum,DEM,21,5,16,0,0
Hardin,17,"Chief Justice, Supreme Court",,Jerry Zimmerer,DEM,2,2,0,0,0
Hardin,17,"Justice, Supreme Court, Place 6 - Unexpired Term",,Kathy Cheng,DEM,19,6,13,0,0
Hardin,17,"Justice, Supreme Court, Place 6 - Unexpired Term",,Larry Praeger,DEM,4,2,2,0,0
Hardin,17,"Justice, Supreme Court, Place 7",,Brandy Voss,DEM,9,2,7,0,0
Hardin,17,"Justice, Supreme Court, Place 7",,Staci Williams,DEM,12,5,7,0,0
Hardin,17,"Justice, Supreme Court, Place 8",,Gisela D. Triana,DEM,17,5,12,0,0
Hardin,17,"Justice, Supreme Court, Place 8",,Peter Kelly,DEM,4,2,2,0,0
Hardin,17,"Judge, Court of Criminal Appeals, Place 3",,Elizabeth Davis Frizell,DEM,19,6,13,0,0
Hardin,17,"Judge, Court of Criminal Appeals, Place 3",,William Pieratt Demond,DEM,0,0,0,0,0
Hardin,17,"Judge, Court of Criminal Appeals, Place 3",,Dan Wood,DEM,2,1,1,0,0
Hardin,17,"Judge, Court of Criminal Appeals, Place 4",,Steven Miears,DEM,4,3,1,0,0
Hardin,17,"Judge, Court of Criminal Appeals, Place 4",,Tina Clinton,DEM,17,4,13,0,0
Hardin,17,"Judge, Court of Criminal Appeals, Place 9",,Brandon Birmingham,DEM,18,7,11,0,0
Hardin,17,"County Commissioner, Precinct 3",,Donald Owens,DEM,17,7,10,0,0
Hardin,17,County Chairman,,Vickie Brekel,DEM,18,8,10,0,0
Hardin,17,Proposition #1,,Yes,DEM,25,7,16,2,0
Hardin,17,Proposition #1,,No,DEM,2,1,1,0,0
Hardin,17,Proposition #2,,Yes,DEM,26,8,16,2,0
Hardin,17,Proposition #2,,No,DEM,1,0,1,0,0
Hardin,17,Proposition #3,,Yes,DEM,27,8,17,2,0
Hardin,17,Proposition #3,,No,DEM,0,0,0,0,0
Hardin,17,Proposition #4,,Yes,DEM,24,5,17,2,0
Hardin,17,Proposition #4,,No,DEM,2,2,0,0,0
Hardin,17,Proposition #5,,Yes,DEM,27,9,16,2,0
Hardin,17,Proposition #5,,No,DEM,1,0,1,0,0
Hardin,17,Proposition #6,,Yes,DEM,26,8,16,2,0
Hardin,17,Proposition #6,,No,DEM,0,0,0,0,0
Hardin,17,Proposition #7,,Yes,DEM,24,6,16,2,0
Hardin,17,Proposition #7,,No,DEM,3,2,1,0,0
Hardin,17,Proposition #8,,Yes,DEM,24,6,16,2,0
Hardin,17,Proposition #8,,No,DEM,2,2,0,0,0
Hardin,17,Proposition #9,,Yes,DEM,27,8,17,2,0
Hardin,17,Proposition #9,,No,DEM,0,0,0,0,0
Hardin,17,Proposition #10,,Yes,DEM,24,5,17,2,0
Hardin,17,Proposition #10,,No,DEM,2,2,0,0,0
Hardin,17,Proposition #11,,Yes,DEM,22,5,15,2,0
Hardin,17,Proposition #11,,No,DEM,4,3,1,0,0
Hardin,18,President,,Michael R. Bloomberg,DEM,40,20,15,5,0
Hardin,18,President,,Robby Wells,DEM,0,0,0,0,0
Hardin,18,President,,Amy Klobuchar,DEM,6,3,1,2,0
Hardin,18,President,,Pete Buttigieg,DEM,8,4,2,2,0
Hardin,18,President,,Cory Booker,DEM,0,0,0,0,0
Hardin,18,President,,"Roque ""Rocky"" De La Fuente",DEM,0,0,0,0,0
Hardin,18,President,,Andrew Yang,DEM,0,0,0,0,0
Hardin,18,President,,Deval Patrick,DEM,0,0,0,0,0
Hardin,18,President,,Tulsi Gabbard,DEM,0,0,0,0,0
Hardin,18,President,,Michael Bennet,DEM,0,0,0,0,0
Hardin,18,President,,Elizabeth Warren,DEM,11,5,4,2,0
Hardin,18,President,,Marianne Williamson,DEM,0,0,0,0,0
Hardin,18,President,,John K. Delaney,DEM,1,0,1,0,0
Hardin,18,President,,Joseph R. Biden,DEM,92,23,67,2,0
Hardin,18,President,,Julián Castro,DEM,0,0,0,0,0
Hardin,18,President,,Bernie Sanders,DEM,53,16,33,4,0
Hardin,18,President,,Tom Steyer,DEM,0,0,0,0,0
Hardin,18,United States Senator,,Sema Hernandez,DEM,17,5,11,1,0
Hardin,18,United States Senator,,D. R. Hunter,DEM,3,1,1,1,0
Hardin,18,United States Senator,,Adrian Ocegueda,DEM,3,1,2,0,0
Hardin,18,United States Senator,,Amanda K. Edwards,DEM,35,13,22,0,0
Hardin,18,United States Senator,,Cristina Tzintzun Ramirez,DEM,22,11,8,3,0
Hardin,18,United States Senator,,Victor Hugo Harris,DEM,6,2,2,2,0
Hardin,18,United States Senator,,"Annie ""Mamá"" Garcia",DEM,12,4,8,0,0
Hardin,18,United States Senator,,Michael Cooper,DEM,10,4,6,0,0
Hardin,18,United States Senator,,Jack Daniel Foster Jr,DEM,6,1,5,0,0
Hardin,18,United States Senator,,Chris Bell,DEM,21,4,13,4,0
Hardin,18,United States Senator,,"Mary ""MJ"" Hegar",DEM,35,17,13,5,0
Hardin,18,United States Senator,,Royce West,DEM,12,5,7,0,0
Hardin,18,United States Representative,36,Rashad Lewis,DEM,154,57,80,17,0
Hardin,18,Railroad Commissioner,,Chrysta Castañeda,DEM,44,17,21,6,0
Hardin,18,Railroad Commissioner,,"Roberto R. ""Beto"" Alonzo",DEM,29,12,16,1,0
Hardin,18,Railroad Commissioner,,Kelly Stone,DEM,48,20,22,6,0
Hardin,18,Railroad Commissioner,,Mark Watson,DEM,51,15,32,4,0
Hardin,18,"Chief Justice, Supreme Court",,Amy Clark Meachum,DEM,136,53,69,14,0
Hardin,18,"Chief Justice, Supreme Court",,Jerry Zimmerer,DEM,38,11,24,3,0
Hardin,18,"Justice, Supreme Court, Place 6 - Unexpired Term",,Kathy Cheng,DEM,117,46,64,7,0
Hardin,18,"Justice, Supreme Court, Place 6 - Unexpired Term",,Larry Praeger,DEM,58,17,31,10,0
Hardin,18,"Justice, Supreme Court, Place 7",,Brandy Voss,DEM,73,28,40,5,0
Hardin,18,"Justice, Supreme Court, Place 7",,Staci Williams,DEM,96,33,51,12,0
Hardin,18,"Justice, Supreme Court, Place 8",,Gisela D. Triana,DEM,91,34,52,5,0
Hardin,18,"Justice, Supreme Court, Place 8",,Peter Kelly,DEM,80,29,39,12,0
Hardin,18,"Judge, Court of Criminal Appeals, Place 3",,Elizabeth Davis Frizell,DEM,111,40,60,11,0
Hardin,18,"Judge, Court of Criminal Appeals, Place 3",,William Pieratt Demond,DEM,12,3,5,4,0
Hardin,18,"Judge, Court of Criminal Appeals, Place 3",,Dan Wood,DEM,49,20,27,2,0
Hardin,18,"Judge, Court of Criminal Appeals, Place 4",,Steven Miears,DEM,58,21,30,7,0
Hardin,18,"Judge, Court of Criminal Appeals, Place 4",,Tina Clinton,DEM,113,41,62,10,0
Hardin,18,"Judge, Court of Criminal Appeals, Place 9",,Brandon Birmingham,DEM,153,59,78,16,0
Hardin,18,County Chairman,,Vickie Brekel,DEM,154,60,78,16,0
Hardin,18,Proposition #1,,Yes,DEM,172,60,95,17,0
Hardin,18,Proposition #1,,No,DEM,30,11,19,0,0
Hardin,18,Proposition #2,,Yes,DEM,171,57,99,15,0
Hardin,18,Proposition #2,,No,DEM,29,14,13,2,0
Hardin,18,Proposition #3,,Yes,DEM,198,67,114,17,0
Hardin,18,Proposition #3,,No,DEM,10,5,5,0,0
Hardin,18,Proposition #4,,Yes,DEM,183,61,105,17,0
Hardin,18,Proposition #4,,No,DEM,23,11,12,0,0
Hardin,18,Proposition #5,,Yes,DEM,187,67,103,17,0
Hardin,18,Proposition #5,,No,DEM,14,3,11,0,0
Hardin,18,Proposition #6,,Yes,DEM,193,68,108,17,0
Hardin,18,Proposition #6,,No,DEM,11,3,8,0,0
Hardin,18,Proposition #7,,Yes,DEM,171,61,93,17,0
Hardin,18,Proposition #7,,No,DEM,29,11,18,0,0
Hardin,18,Proposition #8,,Yes,DEM,191,67,107,17,0
Hardin,18,Proposition #8,,No,DEM,14,5,9,0,0
Hardin,18,Proposition #9,,Yes,DEM,192,67,108,17,0
Hardin,18,Proposition #9,,No,DEM,10,4,6,0,0
Hardin,18,Proposition #10,,Yes,DEM,184,61,106,17,0
Hardin,18,Proposition #10,,No,DEM,18,10,8,0,0
Hardin,18,Proposition #11,,Yes,DEM,180,67,97,16,0
Hardin,18,Proposition #11,,No,DEM,24,5,18,1,0
Hardin,19,President,,Michael R. Bloomberg,DEM,1,1,0,0,0
Hardin,19,President,,Robby Wells,DEM,0,0,0,0,0
Hardin,19,President,,Amy Klobuchar,DEM,0,0,0,0,0
Hardin,19,President,,Pete Buttigieg,DEM,1,1,0,0,0
Hardin,19,President,,Cory Booker,DEM,0,0,0,0,0
Hardin,19,President,,"Roque ""Rocky"" De La Fuente",DEM,0,0,0,0,0
Hardin,19,President,,Andrew Yang,DEM,0,0,0,0,0
Hardin,19,President,,Deval Patrick,DEM,0,0,0,0,0
Hardin,19,President,,Tulsi Gabbard,DEM,0,0,0,0,0
Hardin,19,President,,Michael Bennet,DEM,0,0,0,0,0
Hardin,19,President,,Elizabeth Warren,DEM,3,0,1,2,0
Hardin,19,President,,Marianne Williamson,DEM,0,0,0,0,0
Hardin,19,President,,John K. Delaney,DEM,0,0,0,0,0
Hardin,19,President,,Joseph R. Biden,DEM,22,1,16,5,0
Hardin,19,President,,Julián Castro,DEM,0,0,0,0,0
Hardin,19,President,,Bernie Sanders,DEM,5,1,4,0,0
Hardin,19,President,,Tom Steyer,DEM,0,0,0,0,0
Hardin,19,United States Senator,,Sema Hernandez,DEM,4,1,3,0,0
Hardin,19,United States Senator,,D. R. Hunter,DEM,0,0,0,0,0
Hardin,19,United States Senator,,Adrian Ocegueda,DEM,2,1,1,0,0
Hardin,19,United States Senator,,Amanda K. Edwards,DEM,2,0,2,0,0
Hardin,19,United States Senator,,Cristina Tzintzun Ramirez,DEM,5,0,4,1,0
Hardin,19,United States Senator,,Victor Hugo Harris,DEM,0,0,0,0,0
Hardin,19,United States Senator,,"Annie ""Mamá"" Garcia",DEM,4,0,4,0,0
Hardin,19,United States Senator,,Michael Cooper,DEM,4,0,4,0,0
Hardin,19,United States Senator,,Jack Daniel Foster Jr,DEM,3,0,1,2,0
Hardin,19,United States Senator,,Chris Bell,DEM,1,1,0,0,0
Hardin,19,United States Senator,,"Mary ""MJ"" Hegar",DEM,4,0,1,3,0
Hardin,19,United States Senator,,Royce West,DEM,2,1,1,0,0
Hardin,19,United States Representative,36,Rashad Lewis,DEM,28,4,18,6,0
Hardin,19,Railroad Commissioner,,Chrysta Castañeda,DEM,8,2,3,3,0
Hardin,19,Railroad Commissioner,,"Roberto R. ""Beto"" Alonzo",DEM,7,1,6,0,0
Hardin,19,Railroad Commissioner,,Kelly Stone,DEM,3,0,2,1,0
Hardin,19,Railroad Commissioner,,Mark Watson,DEM,13,1,9,3,0
Hardin,19,"Chief Justice, Supreme Court",,Amy Clark Meachum,DEM,26,3,17,6,0
Hardin,19,"Chief Justice, Supreme Court",,Jerry Zimmerer,DEM,5,1,3,1,0
Hardin,19,"Justice, Supreme Court, Place 6 - Unexpired Term",,Kathy Cheng,DEM,22,3,15,4,0
Hardin,19,"Justice, Supreme Court, Place 6 - Unexpired Term",,Larry Praeger,DEM,9,1,5,3,0
Hardin,19,"Justice, Supreme Court, Place 7",,Brandy Voss,DEM,15,1,10,4,0
Hardin,19,"Justice, Supreme Court, Place 7",,Staci Williams,DEM,17,3,11,3,0
Hardin,19,"Justice, Supreme Court, Place 8",,Gisela D. Triana,DEM,14,1,11,2,0
Hardin,19,"Justice, Supreme Court, Place 8",,Peter Kelly,DEM,18,3,10,5,0
Hardin,19,"Judge, Court of Criminal Appeals, Place 3",,Elizabeth Davis Frizell,DEM,20,2,12,6,0
Hardin,19,"Judge, Court of Criminal Appeals, Place 3",,William Pieratt Demond,DEM,4,2,2,0,0
Hardin,19,"Judge, Court of Criminal Appeals, Place 3",,Dan Wood,DEM,8,0,7,1,0
Hardin,19,"Judge, Court of Criminal Appeals, Place 4",,Steven Miears,DEM,11,1,8,2,0
Hardin,19,"Judge, Court of Criminal Appeals, Place 4",,Tina Clinton,DEM,21,3,13,5,0
Hardin,19,"Judge, Court of Criminal Appeals, Place 9",,Brandon Birmingham,DEM,31,4,21,6,0
Hardin,19,"County Commissioner, Precinct 3",,Donald Owens,DEM,31,4,21,6,0
Hardin,19,County Chairman,,Vickie Brekel,DEM,31,4,21,6,0
Hardin,19,Proposition #1,,Yes,DEM,27,3,17,7,0
Hardin,19,Proposition #1,,No,DEM,5,1,4,0,0
Hardin,19,Proposition #2,,Yes,DEM,28,4,17,7,0
Hardin,19,Proposition #2,,No,DEM,3,0,3,0,0
Hardin,19,Proposition #3,,Yes,DEM,32,4,21,7,0
Hardin,19,Proposition #3,,No,DEM,0,0,0,0,0
Hardin,19,Proposition #4,,Yes,DEM,30,4,19,7,0
Hardin,19,Proposition #4,,No,DEM,2,0,2,0,0
Hardin,19,Proposition #5,,Yes,DEM,29,4,18,7,0
Hardin,19,Proposition #5,,No,DEM,2,0,2,0,0
Hardin,19,Proposition #6,,Yes,DEM,30,4,19,7,0
Hardin,19,Proposition #6,,No,DEM,1,0,1,0,0
Hardin,19,Proposition #7,,Yes,DEM,28,4,17,7,0
Hardin,19,Proposition #7,,No,DEM,3,0,3,0,0
Hardin,19,Proposition #8,,Yes,DEM,31,4,20,7,0
Hardin,19,Proposition #8,,No,DEM,1,0,1,0,0
Hardin,19,Proposition #9,,Yes,DEM,31,4,20,7,0
Hardin,19,Proposition #9,,No,DEM,0,0,0,0,0
Hardin,19,Proposition #10,,Yes,DEM,30,4,19,7,0
Hardin,19,Proposition #10,,No,DEM,1,0,1,0,0
Hardin,19,Proposition #11,,Yes,DEM,29,4,18,7,0
Hardin,19,Proposition #11,,No,DEM,3,0,3,0,0
Hardin,1,President,,Joe Walsh,REP,3,2,1,0,0
Hardin,1,President,,Zoltan G. Istvan,REP,0,0,0,0,0
Hardin,1,President,,"Roque ""Rocky"" De La Fuente Guerra",REP,0,0,0,0,0
Hardin,1,President,,Bill Weld,REP,0,0,0,0,0
Hardin,1,President,,Bob Ely,REP,0,0,0,0,0
Hardin,1,President,,Matthew John Matern,REP,0,0,0,0,0
Hardin,1,President,,Donald J. Trump,REP,361,186,171,4,0
Hardin,1,President,,Uncommitted,REP,8,4,2,2,0
Hardin,1,United States Senator,,John Anthony Castro,REP,23,9,13,1,0
Hardin,1,United States Senator,,Mark Yancey,REP,28,21,7,0,0
Hardin,1,United States Senator,,Virgil Bierschwale,REP,4,2,2,0,0
Hardin,1,United States Senator,,John Cornyn,REP,237,114,117,6,0
Hardin,1,United States Senator,,Dwayne Stovall,REP,55,32,23,0,0
Hardin,1,United States Representative,36,RJ Boatman,REP,30,12,18,0,0
Hardin,1,United States Representative,36,Brian Babin,REP,340,182,150,8,0
Hardin,1,Railroad Commissioner,,Ryan Sitton,REP,88,51,37,0,0
Hardin,1,Railroad Commissioner,,"James ""Jim"" Wright",REP,238,119,113,6,0
Hardin,1,"Chief Justice, Supreme Court",,Nathan Hecht,REP,280,146,128,6,0
Hardin,1,"Justice, Supreme Court, Place 6 -  Unexpired Term",,Jane Bland,REP,276,144,126,6,0
Hardin,1,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,272,143,123,6,0
Hardin,1,"Justice, Supreme Court, Place 8",,Brett Busby,REP,273,143,124,6,0
Hardin,1,"Judge, Court of Criminal Appeals, Place 3",,Bert Richardson,REP,196,101,92,3,0
Hardin,1,"Judge, Court of Criminal Appeals, Place 3",,Gina Parker,REP,126,64,58,4,0
Hardin,1,"Judge, Court of Criminal Appeals, Place 4",,Kevin Patrick Yeary,REP,270,140,124,6,0
Hardin,1,"Judge, Court of Criminal Appeals, Place 9",,David Newell,REP,268,138,124,6,0
Hardin,1,State Representative,19,James White,REP,307,164,137,6,0
Hardin,1,"Chief Justice, 9th Court of Appeals District",,Jay Wright,REP,81,39,39,3,0
Hardin,1,"Chief Justice, 9th Court of Appeals District",,Jarrod Lee Walker,REP,64,33,28,3,0
Hardin,1,"Chief Justice, 9th Court of Appeals District",,Colleen Cordts Rice,REP,49,26,23,0,0
Hardin,1,"Chief Justice, 9th Court of Appeals District",,Scott Golemon,REP,27,19,8,0,0
Hardin,1,"Chief Justice, 9th Court of Appeals District",,"Chuck ""Charles B"" Meyer",REP,86,42,44,0,0
Hardin,1,"District Judge, 88th Judicial District",,Earl Stover III,REP,290,151,133,6,0
Hardin,1,"District Judge, 356th Judicial District",,Steve Thomas,REP,290,153,131,6,0
Hardin,1,"District Attorney, 88th Judicial District",,Rebecca R. Walton,REP,298,157,135,6,0
Hardin,1,County Attorney,,Matthew Minick,REP,277,148,123,6,0
Hardin,1,Sheriff,,Mark L. Davis,REP,287,155,126,6,0
Hardin,1,County Tax Assessor-Collector,,Shirley McIntyre Cook,REP,296,158,132,6,0
Hardin,1,"County Commissioner, Precinct 3",,"Russell L. ""Rusty"" Trest",REP,87,46,38,3,0
Hardin,1,"County Commissioner, Precinct 3",,Amanda Young,REP,68,38,29,1,0
Hardin,1,"County Commissioner, Precinct 3",,"Robert ""Robby"" Martin",REP,33,18,14,1,0
Hardin,1,"County Commissioner, Precinct 3",,Alan Murphy,REP,30,14,16,0,0
Hardin,1,"County Commissioner, Precinct 3",,David Overstreet,REP,136,66,67,3,0
Hardin,1,"Constable, Precinct No. 3",,"Robert ""Trey"" Brothers",REP,207,98,107,2,0
Hardin,1,"Constable, Precinct No. 3",,Billy Malone,REP,155,88,61,6,0
Hardin,1,County Chairman,,Kent Batman,REP,275,146,123,6,0
Hardin,1,Proposition 1,,Yes,REP,319,160,154,5,0
Hardin,1,Proposition 1,,No,REP,52,31,19,2,0
Hardin,1,Proposition 2,,Yes,REP,331,170,155,6,0
Hardin,1,Proposition 2,,No,REP,41,21,19,1,0
Hardin,1,Proposition 3,,Yes,REP,362,188,167,7,0
Hardin,1,Proposition 3,,No,REP,10,3,6,1,0
Hardin,1,Proposition 4,,Yes,REP,364,188,169,7,0
Hardin,1,Proposition 4,,No,REP,11,5,6,0,0
Hardin,1,Proposition 5,,Yes,REP,347,175,166,6,0
Hardin,1,Proposition 5,,No,REP,25,16,8,1,0
Hardin,1,Proposition 6,,Yes,REP,355,181,168,6,0
Hardin,1,Proposition 6,,No,REP,19,10,7,2,0
Hardin,1,Proposition 7,,Yes,REP,371,191,173,7,0
Hardin,1,Proposition 7,,No,REP,3,1,2,0,0
Hardin,1,Proposition 8,,Yes,REP,371,190,174,7,0
Hardin,1,Proposition 8,,No,REP,3,2,1,0,0
Hardin,1,Proposition 9,,Yes,REP,353,180,165,8,0
Hardin,1,Proposition 9,,No,REP,21,13,8,0,0
Hardin,1,Proposition 10,,Yes,REP,351,185,159,7,0
Hardin,1,Proposition 10,,No,REP,25,9,16,0,0
Hardin,2,President,,Joe Walsh,REP,2,2,0,0,0
Hardin,2,President,,Zoltan G. Istvan,REP,0,0,0,0,0
Hardin,2,President,,"Roque ""Rocky"" De La Fuente Guerra",REP,0,0,0,0,0
Hardin,2,President,,Bill Weld,REP,2,1,1,0,0
Hardin,2,President,,Bob Ely,REP,0,0,0,0,0
Hardin,2,President,,Matthew John Matern,REP,0,0,0,0,0
Hardin,2,President,,Donald J. Trump,REP,1057,510,540,7,0
Hardin,2,President,,Uncommitted,REP,14,4,8,2,0
Hardin,2,United States Senator,,John Anthony Castro,REP,56,19,36,1,0
Hardin,2,United States Senator,,Mark Yancey,REP,62,30,32,0,0
Hardin,2,United States Senator,,Virgil Bierschwale,REP,6,1,5,0,0
Hardin,2,United States Senator,,John Cornyn,REP,694,360,327,7,0
Hardin,2,United States Senator,,Dwayne Stovall,REP,179,79,99,1,0
Hardin,2,United States Representative,36,RJ Boatman,REP,58,26,31,1,0
Hardin,2,United States Representative,36,Brian Babin,REP,990,483,499,8,0
Hardin,2,Railroad Commissioner,,Ryan Sitton,REP,273,137,134,2,0
Hardin,2,Railroad Commissioner,,"James ""Jim"" Wright",REP,667,323,337,7,0
Hardin,2,"Chief Justice, Supreme Court",,Nathan Hecht,REP,861,411,443,7,0
Hardin,2,"Justice, Supreme Court, Place 6 -  Unexpired Term",,Jane Bland,REP,867,416,443,8,0
Hardin,2,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,863,413,442,8,0
Hardin,2,"Justice, Supreme Court, Place 8",,Brett Busby,REP,864,414,442,8,0
Hardin,2,"Judge, Court of Criminal Appeals, Place 3",,Bert Richardson,REP,529,260,268,1,0
Hardin,2,"Judge, Court of Criminal Appeals, Place 3",,Gina Parker,REP,402,187,207,8,0
Hardin,2,"Judge, Court of Criminal Appeals, Place 4",,Kevin Patrick Yeary,REP,854,409,437,8,0
Hardin,2,"Judge, Court of Criminal Appeals, Place 9",,David Newell,REP,851,407,436,8,0
Hardin,2,State Representative,19,James White,REP,915,444,463,8,0
Hardin,2,"Chief Justice, 9th Court of Appeals District",,Jay Wright,REP,275,135,139,1,0
Hardin,2,"Chief Justice, 9th Court of Appeals District",,Jarrod Lee Walker,REP,120,61,58,1,0
Hardin,2,"Chief Justice, 9th Court of Appeals District",,Colleen Cordts Rice,REP,122,64,56,2,0
Hardin,2,"Chief Justice, 9th Court of Appeals District",,Scott Golemon,REP,108,48,59,1,0
Hardin,2,"Chief Justice, 9th Court of Appeals District",,"Chuck ""Charles B"" Meyer",REP,233,110,120,3,0
