county,precinct,office,district,party,candidate,mail,early_voting,election_day_mail,election_day,votes
Atascosa,19,State Senate,19,,Under Votes,1,5,0,3,9
Atascosa,20,State Senate,19,,Under Votes,3,20,0,4,27
Atascosa,21,State Senate,19,,Under Votes,0,0,0,0,0
Atascosa,22,State Senate,19,,Under Votes,0,5,0,6,11
Atascosa,23,State Senate,19,,Under Votes,0,8,0,2,10
Atascosa,24,State Senate,19,,Under Votes,3,13,0,3,19
Atascosa,1,State Senate,21,REP,Frank Pomeroy,0,0,0,0,0
Atascosa,2,State Senate,21,REP,Frank Pomeroy,0,0,0,0,0
Atascosa,3,State Senate,21,REP,Frank Pomeroy,0,0,0,0,0
Atascosa,4,State Senate,21,REP,Frank Pomeroy,2,22,0,38,62
Atascosa,5,State Senate,21,REP,Frank Pomeroy,0,0,0,0,0
Atascosa,6,State Senate,21,REP,Frank Pomeroy,5,60,0,4,69
Atascosa,7,State Senate,21,REP,Frank Pomeroy,0,0,0,0,0
Atascosa,8,State Senate,21,REP,Frank Pomeroy,0,0,0,0,0
Atascosa,9,State Senate,21,REP,Frank Pomeroy,1,92,0,10,103
Atascosa,10,State Senate,21,REP,Frank Pomeroy,0,0,0,0,0
Atascosa,11,State Senate,21,REP,Frank Pomeroy,2,10,0,13,25
Atascosa,12,State Senate,21,REP,Frank Pomeroy,0,0,0,0,0
Atascosa,13,State Senate,21,REP,Frank Pomeroy,0,0,0,0,0
Atascosa,14,State Senate,21,REP,Frank Pomeroy,0,0,0,0,0
Atascosa,15,State Senate,21,REP,Frank Pomeroy,0,0,0,0,0
Atascosa,16,State Senate,21,REP,Frank Pomeroy,0,0,0,0,0
Atascosa,17,State Senate,21,REP,Frank Pomeroy,0,0,0,0,0
Atascosa,18,State Senate,21,REP,Frank Pomeroy,0,0,0,0,0
Atascosa,19,State Senate,21,REP,Frank Pomeroy,0,0,0,0,0
Atascosa,20,State Senate,21,REP,Frank Pomeroy,0,0,0,0,0
Atascosa,21,State Senate,21,REP,Frank Pomeroy,11,98,0,33,142
Atascosa,22,State Senate,21,REP,Frank Pomeroy,0,0,0,0,0
Atascosa,23,State Senate,21,REP,Frank Pomeroy,0,0,0,0,0
Atascosa,24,State Senate,21,REP,Frank Pomeroy,0,0,0,0,0
Atascosa,1,State Senate,21,DEM,Judith Zaffirini,0,0,0,0,0
Atascosa,2,State Senate,21,DEM,Judith Zaffirini,0,0,0,0,0
Atascosa,3,State Senate,21,DEM,Judith Zaffirini,0,0,0,0,0
Atascosa,4,State Senate,21,DEM,Judith Zaffirini,7,7,0,25,39
Atascosa,5,State Senate,21,DEM,Judith Zaffirini,0,0,0,0,0
Atascosa,6,State Senate,21,DEM,Judith Zaffirini,2,8,0,2,12
Atascosa,7,State Senate,21,DEM,Judith Zaffirini,0,0,0,0,0
Atascosa,8,State Senate,21,DEM,Judith Zaffirini,0,0,0,0,0
Atascosa,9,State Senate,21,DEM,Judith Zaffirini,2,18,0,2,22
Atascosa,10,State Senate,21,DEM,Judith Zaffirini,0,0,0,0,0
Atascosa,11,State Senate,21,DEM,Judith Zaffirini,9,2,0,1,12
Atascosa,12,State Senate,21,DEM,Judith Zaffirini,0,0,0,0,0
Atascosa,13,State Senate,21,DEM,Judith Zaffirini,0,0,0,0,0
Atascosa,14,State Senate,21,DEM,Judith Zaffirini,0,0,0,0,0
Atascosa,15,State Senate,21,DEM,Judith Zaffirini,0,0,0,0,0
Atascosa,16,State Senate,21,DEM,Judith Zaffirini,0,0,0,0,0
Atascosa,17,State Senate,21,DEM,Judith Zaffirini,0,0,0,0,0
Atascosa,18,State Senate,21,DEM,Judith Zaffirini,0,0,0,0,0
Atascosa,19,State Senate,21,DEM,Judith Zaffirini,0,0,0,0,0
Atascosa,20,State Senate,21,DEM,Judith Zaffirini,0,0,0,0,0
Atascosa,21,State Senate,21,DEM,Judith Zaffirini,7,20,0,6,33
Atascosa,22,State Senate,21,DEM,Judith Zaffirini,0,0,0,0,0
Atascosa,23,State Senate,21,DEM,Judith Zaffirini,0,0,0,0,0
Atascosa,24,State Senate,21,DEM,Judith Zaffirini,0,0,0,0,0
Atascosa,1,State Senate,21,,Over Votes,0,0,0,0,0
Atascosa,2,State Senate,21,,Over Votes,0,0,0,0,0
Atascosa,3,State Senate,21,,Over Votes,0,0,0,0,0
Atascosa,4,State Senate,21,,Over Votes,0,0,0,0,0
Atascosa,5,State Senate,21,,Over Votes,0,0,0,0,0
Atascosa,6,State Senate,21,,Over Votes,0,0,0,0,0
Atascosa,7,State Senate,21,,Over Votes,0,0,0,0,0
Atascosa,8,State Senate,21,,Over Votes,0,0,0,0,0
Atascosa,9,State Senate,21,,Over Votes,0,0,0,0,0
Atascosa,10,State Senate,21,,Over Votes,0,0,0,0,0
Atascosa,11,State Senate,21,,Over Votes,0,0,0,0,0
Atascosa,12,State Senate,21,,Over Votes,0,0,0,0,0
Atascosa,13,State Senate,21,,Over Votes,0,0,0,0,0
Atascosa,14,State Senate,21,,Over Votes,0,0,0,0,0
Atascosa,15,State Senate,21,,Over Votes,0,0,0,0,0
Atascosa,16,State Senate,21,,Over Votes,0,0,0,0,0
Atascosa,17,State Senate,21,,Over Votes,0,0,0,0,0
Atascosa,18,State Senate,21,,Over Votes,0,0,0,0,0
Atascosa,19,State Senate,21,,Over Votes,0,0,0,0,0
Atascosa,20,State Senate,21,,Over Votes,0,0,0,0,0
Atascosa,21,State Senate,21,,Over Votes,0,0,0,0,0
Atascosa,22,State Senate,21,,Over Votes,0,0,0,0,0
Atascosa,23,State Senate,21,,Over Votes,0,0,0,0,0
Atascosa,24,State Senate,21,,Over Votes,0,0,0,0,0
Atascosa,1,State Senate,21,,Under Votes,0,0,0,0,0
Atascosa,2,State Senate,21,,Under Votes,0,0,0,0,0
Atascosa,3,State Senate,21,,Under Votes,0,0,0,0,0
Atascosa,4,State Senate,21,,Under Votes,0,1,0,1,2
Atascosa,5,State Senate,21,,Under Votes,0,0,0,0,0
Atascosa,6,State Senate,21,,Under Votes,0,0,0,0,0
Atascosa,7,State Senate,21,,Under Votes,0,0,0,0,0
Atascosa,8,State Senate,21,,Under Votes,0,0,0,0,0
Atascosa,9,State Senate,21,,Under Votes,0,2,0,0,2
Atascosa,10,State Senate,21,,Under Votes,0,0,0,0,0
Atascosa,11,State Senate,21,,Under Votes,0,0,0,3,3
Atascosa,12,State Senate,21,,Under Votes,0,0,0,0,0
Atascosa,13,State Senate,21,,Under Votes,0,0,0,0,0
Atascosa,14,State Senate,21,,Under Votes,0,0,0,0,0
Atascosa,15,State Senate,21,,Under Votes,0,0,0,0,0
Atascosa,16,State Senate,21,,Under Votes,0,0,0,0,0
Atascosa,17,State Senate,21,,Under Votes,0,0,0,0,0
Atascosa,18,State Senate,21,,Under Votes,0,0,0,0,0
Atascosa,19,State Senate,21,,Under Votes,0,0,0,0,0
Atascosa,20,State Senate,21,,Under Votes,0,0,0,0,0
Atascosa,21,State Senate,21,,Under Votes,1,1,0,0,2
Atascosa,22,State Senate,21,,Under Votes,0,0,0,0,0
Atascosa,23,State Senate,21,,Under Votes,0,0,0,0,0
Atascosa,24,State Senate,21,,Under Votes,0,0,0,0,0
Atascosa,1,State Representative,31,REP,Marian Knowlton,19,339,1,57,416
Atascosa,2,State Representative,31,REP,Marian Knowlton,25,322,1,79,427
Atascosa,3,State Representative,31,REP,Marian Knowlton,36,453,0,114,603
Atascosa,4,State Representative,31,REP,Marian Knowlton,2,22,0,40,64
Atascosa,5,State Representative,31,REP,Marian Knowlton,27,444,0,94,565
Atascosa,6,State Representative,31,REP,Marian Knowlton,6,58,0,3,67
Atascosa,7,State Representative,31,REP,Marian Knowlton,25,417,0,141,583
Atascosa,8,State Representative,31,REP,Marian Knowlton,15,157,0,51,223
Atascosa,9,State Representative,31,REP,Marian Knowlton,1,94,0,9,104
Atascosa,10,State Representative,31,REP,Marian Knowlton,19,326,0,143,488
Atascosa,11,State Representative,31,REP,Marian Knowlton,3,11,0,11,25
Atascosa,12,State Representative,31,REP,Marian Knowlton,17,365,0,87,469
Atascosa,13,State Representative,31,REP,Marian Knowlton,53,892,0,129,1074
Atascosa,14,State Representative,31,REP,Marian Knowlton,11,152,0,20,183
Atascosa,15,State Representative,31,REP,Marian Knowlton,25,487,0,111,623
Atascosa,16,State Representative,31,REP,Marian Knowlton,3,71,0,10,84
Atascosa,17,State Representative,31,REP,Marian Knowlton,18,283,0,72,373
Atascosa,18,State Representative,31,REP,Marian Knowlton,27,381,0,166,574
Atascosa,19,State Representative,31,REP,Marian Knowlton,4,180,0,31,215
Atascosa,20,State Representative,31,REP,Marian Knowlton,97,1552,2,249,1900
Atascosa,21,State Representative,31,REP,Marian Knowlton,11,91,0,34,136
Atascosa,22,State Representative,31,REP,Marian Knowlton,17,250,0,105,372
Atascosa,23,State Representative,31,REP,Marian Knowlton,8,191,0,52,251
Atascosa,24,State Representative,31,REP,Marian Knowlton,29,614,0,100,743
Atascosa,1,State Representative,31,DEM,Ryan Guillen,35,116,0,27,178
Atascosa,2,State Representative,31,DEM,Ryan Guillen,41,242,0,61,344
Atascosa,3,State Representative,31,DEM,Ryan Guillen,73,267,0,68,408
Atascosa,4,State Representative,31,DEM,Ryan Guillen,7,8,0,22,37
Atascosa,5,State Representative,31,DEM,Ryan Guillen,55,363,0,95,513
Atascosa,6,State Representative,31,DEM,Ryan Guillen,1,9,0,3,13
Atascosa,7,State Representative,31,DEM,Ryan Guillen,65,252,0,105,422
Atascosa,8,State Representative,31,DEM,Ryan Guillen,19,107,0,33,159
Atascosa,9,State Representative,31,DEM,Ryan Guillen,2,16,0,3,21
Atascosa,10,State Representative,31,DEM,Ryan Guillen,34,226,0,100,360
Atascosa,11,State Representative,31,DEM,Ryan Guillen,7,0,0,3,10
Atascosa,12,State Representative,31,DEM,Ryan Guillen,35,207,0,65,307
Atascosa,13,State Representative,31,DEM,Ryan Guillen,101,406,0,76,583
Atascosa,14,State Representative,31,DEM,Ryan Guillen,18,93,0,14,125
Atascosa,15,State Representative,31,DEM,Ryan Guillen,110,373,2,94,579
Atascosa,16,State Representative,31,DEM,Ryan Guillen,12,55,0,19,86
Atascosa,17,State Representative,31,DEM,Ryan Guillen,88,548,0,148,784
Atascosa,18,State Representative,31,DEM,Ryan Guillen,56,252,0,188,496
Atascosa,19,State Representative,31,DEM,Ryan Guillen,14,73,0,18,105
Atascosa,20,State Representative,31,DEM,Ryan Guillen,124,606,0,104,834
Atascosa,21,State Representative,31,DEM,Ryan Guillen,6,25,0,5,36
Atascosa,22,State Representative,31,DEM,Ryan Guillen,15,89,0,29,133
Atascosa,23,State Representative,31,DEM,Ryan Guillen,27,133,0,37,197
Atascosa,24,State Representative,31,DEM,Ryan Guillen,55,354,0,61,470
Atascosa,1,State Representative,31,,Over Votes,0,0,0,0,0
Atascosa,2,State Representative,31,,Over Votes,0,0,0,0,0
Atascosa,3,State Representative,31,,Over Votes,0,0,0,0,0
Atascosa,4,State Representative,31,,Over Votes,0,0,0,0,0
Atascosa,5,State Representative,31,,Over Votes,0,0,0,0,0
Atascosa,6,State Representative,31,,Over Votes,0,0,0,0,0
Atascosa,7,State Representative,31,,Over Votes,1,0,0,0,1
Atascosa,8,State Representative,31,,Over Votes,0,0,0,0,0
Atascosa,9,State Representative,31,,Over Votes,0,0,0,0,0
Atascosa,10,State Representative,31,,Over Votes,0,0,0,0,0
Atascosa,11,State Representative,31,,Over Votes,0,0,0,0,0
Atascosa,12,State Representative,31,,Over Votes,0,0,0,0,0
Atascosa,13,State Representative,31,,Over Votes,0,0,0,0,0
Atascosa,14,State Representative,31,,Over Votes,0,0,0,0,0
Atascosa,15,State Representative,31,,Over Votes,0,0,0,0,0
Atascosa,16,State Representative,31,,Over Votes,0,0,0,0,0
Atascosa,17,State Representative,31,,Over Votes,0,0,0,0,0
Atascosa,18,State Representative,31,,Over Votes,0,0,0,0,0
Atascosa,19,State Representative,31,,Over Votes,0,0,0,0,0
Atascosa,20,State Representative,31,,Over Votes,0,1,0,0,1
Atascosa,21,State Representative,31,,Over Votes,0,0,0,0,0
Atascosa,22,State Representative,31,,Over Votes,0,0,0,0,0
Atascosa,23,State Representative,31,,Over Votes,0,0,0,0,0
Atascosa,24,State Representative,31,,Over Votes,0,0,0,0,0
Atascosa,1,State Representative,31,,Under Votes,1,4,0,0,5
Atascosa,2,State Representative,31,,Under Votes,1,11,0,6,18
Atascosa,3,State Representative,31,,Under Votes,2,18,0,5,25
Atascosa,4,State Representative,31,,Under Votes,0,0,0,2,2
Atascosa,5,State Representative,31,,Under Votes,4,31,0,7,42
Atascosa,6,State Representative,31,,Under Votes,0,1,0,0,1
Atascosa,7,State Representative,31,,Under Votes,7,12,1,7,27
Atascosa,8,State Representative,31,,Under Votes,1,6,0,2,9
Atascosa,9,State Representative,31,,Under Votes,0,2,0,0,2
Atascosa,10,State Representative,31,,Under Votes,4,17,0,9,30
Atascosa,11,State Representative,31,,Under Votes,1,1,0,3,5
Atascosa,12,State Representative,31,,Under Votes,3,13,0,2,18
Atascosa,13,State Representative,31,,Under Votes,5,25,0,9,39
Atascosa,14,State Representative,31,,Under Votes,0,6,0,4,10
Atascosa,15,State Representative,31,,Under Votes,12,16,0,6,34
Atascosa,16,State Representative,31,,Under Votes,1,5,0,0,6
Atascosa,17,State Representative,31,,Under Votes,5,39,0,3,47
Atascosa,18,State Representative,31,,Under Votes,2,26,0,14,42
Atascosa,19,State Representative,31,,Under Votes,1,5,0,3,9
Atascosa,20,State Representative,31,,Under Votes,6,32,0,5,43
Atascosa,21,State Representative,31,,Under Votes,2,3,0,0,5
Atascosa,22,State Representative,31,,Under Votes,0,9,0,9,18
Atascosa,23,State Representative,31,,Under Votes,0,9,0,1,10
Atascosa,24,State Representative,31,,Under Votes,3,17,0,2,22
