county,precinct,office,district,party,candidate,mail,early_voting,election_day,provisional,votes
Williamson,266,President,,LBT,"Jo Jorgensen/Jeremy ""Spike"" Cohen",3,34,14,0,51
Williamson,266,President,,GRE,Howie Hawkins/Angela Walker,0,8,3,0,11
Williamson,266,President,,,Write-in,1,10,1,0,12
Williamson,266,U.S. Senate,,REP,John Cornyn,170,1217,126,0,1513
Williamson,266,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",239,1505,127,3,1874
Williamson,266,U.S. Senate,,LBT,Kerry Douglas McKennon,5,54,18,0,77
Williamson,266,U.S. Senate,,GRE,David B. Collins,1,15,2,0,18
Williamson,266,U.S. Senate,,,Write-in,0,0,1,0,1
Williamson,266,U.S. House,31,REP,John Carter,165,1238,133,0,1536
Williamson,266,U.S. House,31,DEM,Donna Imam,221,1517,122,3,1863
Williamson,266,U.S. House,31,LBT,Clark Patterson,4,55,18,0,77
Williamson,266,U.S. House,31,,Write-in,0,1,0,0,1
Williamson,266,Railroad Commissioner,,REP,"James ""Jim"" Wright",167,1202,123,0,1492
Williamson,266,Railroad Commissioner,,DEM,Chrysta Castañeda,220,1450,113,3,1786
Williamson,266,Railroad Commissioner,,LBT,Matt Sterett,8,76,18,0,102
Williamson,266,Railroad Commissioner,,GRE,"Katija ""Kat"" Gruene",3,27,12,0,42
Williamson,266,State Representative,136,REP,Mike Guevara,139,1165,123,0,1427
Williamson,266,State Representative,136,DEM,John H. Bucy III,224,1504,118,2,1848
Williamson,266,State Representative,136,LBT,Brian Elliott,7,74,20,0,101
Williamson,267,President,,REP,Donald J. Trump/Michael R. Pence,189,2845,440,6,3480
Williamson,267,President,,DEM,Joseph R. Biden/Kamala D. Harris,212,2054,226,8,2500
Williamson,267,President,,LBT,"Jo Jorgensen/Jeremy ""Spike"" Cohen",5,108,23,0,136
Williamson,267,President,,GRE,Howie Hawkins/Angela Walker,0,12,4,0,16
Williamson,267,President,,,Write-in,2,18,5,0,25
Williamson,267,U.S. Senate,,REP,John Cornyn,199,2846,438,6,3489
Williamson,267,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",199,1939,203,7,2348
Williamson,267,U.S. Senate,,LBT,Kerry Douglas McKennon,6,127,24,0,157
Williamson,267,U.S. Senate,,GRE,David B. Collins,2,18,8,0,28
Williamson,267,U.S. Senate,,,Write-in,0,2,0,0,2
Williamson,267,U.S. House,31,REP,John Carter,159,2900,442,7,3508
Williamson,267,U.S. House,31,DEM,Donna Imam,173,1919,202,7,2301
Williamson,267,U.S. House,31,LBT,Clark Patterson,4,129,21,0,154
Williamson,267,U.S. House,31,,Write-in,0,1,0,0,1
Williamson,267,Railroad Commissioner,,REP,"James ""Jim"" Wright",185,2800,415,7,3407
Williamson,267,Railroad Commissioner,,DEM,Chrysta Castañeda,193,1807,180,6,2186
Williamson,267,Railroad Commissioner,,LBT,Matt Sterett,13,179,33,0,225
Williamson,267,Railroad Commissioner,,GRE,"Katija ""Kat"" Gruene",3,69,14,0,86
Williamson,267,State Representative,20,REP,Terry M. Wilson,153,2901,436,6,3496
Williamson,267,State Representative,20,DEM,Jessica Tiedt,174,1861,191,6,2232
Williamson,273,President,,REP,Donald J. Trump/Michael R. Pence,86,791,92,1,970
Williamson,273,President,,DEM,Joseph R. Biden/Kamala D. Harris,199,1105,59,3,1366
Williamson,273,President,,LBT,"Jo Jorgensen/Jeremy ""Spike"" Cohen",2,42,6,1,51
Williamson,273,President,,GRE,Howie Hawkins/Angela Walker,1,4,1,0,6
Williamson,273,President,,,Write-in,0,10,2,0,12
Williamson,273,U.S. Senate,,REP,John Cornyn,96,825,92,1,1014
Williamson,273,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",184,1053,57,3,1297
Williamson,273,U.S. Senate,,LBT,Kerry Douglas McKennon,2,42,8,1,53
Williamson,273,U.S. Senate,,GRE,David B. Collins,3,8,0,0,11
Williamson,273,U.S. Senate,,,Write-in,0,0,0,0,0
Williamson,273,U.S. House,31,REP,John Carter,100,861,90,1,1052
Williamson,273,U.S. House,31,DEM,Donna Imam,167,1015,53,3,1238
Williamson,273,U.S. House,31,LBT,Clark Patterson,4,54,11,1,70
Williamson,273,U.S. House,31,,Write-in,0,0,0,0,0
Williamson,273,Railroad Commissioner,,REP,"James ""Jim"" Wright",98,809,85,1,993
Williamson,273,Railroad Commissioner,,DEM,Chrysta Castañeda,168,981,52,2,1203
Williamson,273,Railroad Commissioner,,LBT,Matt Sterett,3,75,11,1,90
Williamson,273,Railroad Commissioner,,GRE,"Katija ""Kat"" Gruene",3,28,1,0,32
Williamson,273,State Representative,136,REP,Mike Guevara,85,800,85,1,971
Williamson,273,State Representative,136,DEM,John H. Bucy III,170,1009,50,2,1231
Williamson,273,State Representative,136,LBT,Brian Elliott,5,78,11,0,94
Williamson,274,President,,REP,Donald J. Trump/Michael R. Pence,97,1130,208,5,1440
Williamson,274,President,,DEM,Joseph R. Biden/Kamala D. Harris,272,2909,326,9,3516
Williamson,274,President,,LBT,"Jo Jorgensen/Jeremy ""Spike"" Cohen",4,66,17,0,87
Williamson,274,President,,GRE,Howie Hawkins/Angela Walker,2,15,5,0,22
Williamson,274,President,,,Write-in,2,12,3,0,17
Williamson,274,U.S. Senate,,REP,John Cornyn,106,1188,225,5,1524
Williamson,274,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",257,2708,283,8,3256
Williamson,274,U.S. Senate,,LBT,Kerry Douglas McKennon,7,90,21,1,119
Williamson,274,U.S. Senate,,GRE,David B. Collins,2,35,9,0,46
Williamson,274,U.S. Senate,,,Write-in,1,3,1,0,5
Williamson,274,U.S. House,31,REP,John Carter,87,1219,227,6,1539
Williamson,274,U.S. House,31,DEM,Donna Imam,229,2737,293,9,3268
Williamson,274,U.S. House,31,LBT,Clark Patterson,5,87,17,0,109
Williamson,274,U.S. House,31,,Write-in,1,0,0,0,1
Williamson,274,Railroad Commissioner,,REP,"James ""Jim"" Wright",107,1171,213,6,1497
Williamson,274,Railroad Commissioner,,DEM,Chrysta Castañeda,238,2584,270,9,3101
Williamson,274,Railroad Commissioner,,LBT,Matt Sterett,9,127,24,0,160
Williamson,274,Railroad Commissioner,,GRE,"Katija ""Kat"" Gruene",1,80,8,0,89
Williamson,274,State Representative,136,REP,Mike Guevara,80,1154,208,7,1449
Williamson,274,State Representative,136,DEM,John H. Bucy III,217,2638,272,7,3134
Williamson,274,State Representative,136,LBT,Brian Elliott,7,145,25,0,177
Williamson,275,President,,REP,Donald J. Trump/Michael R. Pence,55,539,77,2,673
Williamson,275,President,,DEM,Joseph R. Biden/Kamala D. Harris,157,1100,112,4,1373
Williamson,275,President,,LBT,"Jo Jorgensen/Jeremy ""Spike"" Cohen",3,29,6,1,39
Williamson,275,President,,GRE,Howie Hawkins/Angela Walker,0,11,0,0,11
Williamson,275,President,,,Write-in,1,3,4,0,8
Williamson,275,U.S. Senate,,REP,John Cornyn,63,551,75,3,692
Williamson,275,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",151,1045,99,3,1298
Williamson,275,U.S. Senate,,LBT,Kerry Douglas McKennon,3,24,6,1,34
Williamson,275,U.S. Senate,,GRE,David B. Collins,0,23,5,0,28
Williamson,275,U.S. Senate,,,Write-in,0,1,0,0,1
Williamson,275,U.S. House,31,REP,John Carter,62,566,76,2,706
Williamson,275,U.S. House,31,DEM,Donna Imam,143,1064,101,3,1311
Williamson,275,U.S. House,31,LBT,Clark Patterson,2,36,14,1,53
Williamson,275,U.S. House,31,,Write-in,0,1,0,0,1
Williamson,275,Railroad Commissioner,,REP,"James ""Jim"" Wright",57,540,71,1,669
Williamson,275,Railroad Commissioner,,DEM,Chrysta Castañeda,136,991,93,4,1224
Williamson,275,Railroad Commissioner,,LBT,Matt Sterett,6,54,14,1,75
Williamson,275,Railroad Commissioner,,GRE,"Katija ""Kat"" Gruene",3,41,7,0,51
Williamson,275,State Representative,136,REP,Mike Guevara,49,533,70,2,654
Williamson,275,State Representative,136,DEM,John H. Bucy III,134,1028,96,4,1262
Williamson,275,State Representative,136,LBT,Brian Elliott,8,64,16,1,89
Williamson,277,President,,REP,Donald J. Trump/Michael R. Pence,98,1713,140,5,1956
Williamson,277,President,,DEM,Joseph R. Biden/Kamala D. Harris,198,1846,122,12,2178
Williamson,277,President,,LBT,"Jo Jorgensen/Jeremy ""Spike"" Cohen",5,56,11,0,72
Williamson,277,President,,GRE,Howie Hawkins/Angela Walker,1,11,0,0,12
Williamson,277,President,,,Write-in,0,23,1,1,25
Williamson,277,U.S. Senate,,REP,John Cornyn,114,1805,145,8,2072
Williamson,277,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",184,1707,106,9,2006
Williamson,277,U.S. Senate,,LBT,Kerry Douglas McKennon,2,68,12,0,82
Williamson,277,U.S. Senate,,GRE,David B. Collins,1,10,1,1,13
Williamson,277,U.S. Senate,,,Write-in,0,1,1,0,2
Williamson,277,U.S. House,31,REP,John Carter,106,1868,168,8,2150
Williamson,277,U.S. House,31,DEM,Donna Imam,170,1644,93,10,1917
Williamson,277,U.S. House,31,LBT,Clark Patterson,4,82,10,0,96
Williamson,277,U.S. House,31,,Write-in,0,2,0,0,2
Williamson,277,Railroad Commissioner,,REP,"James ""Jim"" Wright",102,1755,152,6,2015
Williamson,277,Railroad Commissioner,,DEM,Chrysta Castañeda,171,1598,88,9,1866
Williamson,277,Railroad Commissioner,,LBT,Matt Sterett,5,105,10,1,121
Williamson,277,Railroad Commissioner,,GRE,"Katija ""Kat"" Gruene",3,53,8,0,64
Williamson,277,State Representative,136,REP,Mike Guevara,92,1792,150,6,2040
Williamson,277,State Representative,136,DEM,John H. Bucy III,166,1633,88,10,1897
Williamson,277,State Representative,136,LBT,Brian Elliott,4,111,17,0,132
Williamson,278,President,,REP,Donald J. Trump/Michael R. Pence,94,1446,125,3,1668
Williamson,278,President,,DEM,Joseph R. Biden/Kamala D. Harris,207,1887,126,3,2223
Williamson,278,President,,LBT,"Jo Jorgensen/Jeremy ""Spike"" Cohen",4,66,10,0,80
Williamson,278,President,,GRE,Howie Hawkins/Angela Walker,1,9,5,0,15
Williamson,278,President,,,Write-in,0,8,3,0,11
Williamson,278,U.S. Senate,,REP,John Cornyn,109,1450,124,3,1686
Williamson,278,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",191,1782,117,3,2093
Williamson,278,U.S. Senate,,LBT,Kerry Douglas McKennon,5,91,17,0,113
Williamson,278,U.S. Senate,,GRE,David B. Collins,1,18,3,0,22
Williamson,278,U.S. Senate,,,Write-in,0,1,0,0,1
Williamson,278,U.S. House,31,REP,John Carter,101,1491,131,3,1726
Williamson,278,U.S. House,31,DEM,Donna Imam,194,1768,114,3,2079
Williamson,278,U.S. House,31,LBT,Clark Patterson,4,89,21,0,114
Williamson,278,U.S. House,31,,Write-in,0,4,0,0,4
Williamson,278,Railroad Commissioner,,REP,"James ""Jim"" Wright",100,1422,122,2,1646
Williamson,278,Railroad Commissioner,,DEM,Chrysta Castañeda,181,1686,109,4,1980
Williamson,278,Railroad Commissioner,,LBT,Matt Sterett,7,128,24,0,159
Williamson,278,Railroad Commissioner,,GRE,"Katija ""Kat"" Gruene",5,46,7,0,58
Williamson,278,State Representative,136,REP,Mike Guevara,93,1452,123,3,1671
Williamson,278,State Representative,136,DEM,John H. Bucy III,187,1712,109,3,2011
Williamson,278,State Representative,136,LBT,Brian Elliott,8,124,25,0,157
Williamson,283,President,,REP,Donald J. Trump/Michael R. Pence,131,1322,229,6,1688
Williamson,283,President,,DEM,Joseph R. Biden/Kamala D. Harris,209,1710,171,5,2095
Williamson,283,President,,LBT,"Jo Jorgensen/Jeremy ""Spike"" Cohen",3,54,19,1,77
Williamson,283,President,,GRE,Howie Hawkins/Angela Walker,2,9,5,0,16
Williamson,283,President,,,Write-in,0,10,4,0,14
Williamson,283,U.S. Senate,,REP,John Cornyn,140,1345,216,5,1706
Williamson,283,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",196,1578,151,4,1929
Williamson,283,U.S. Senate,,LBT,Kerry Douglas McKennon,4,81,22,3,110
Williamson,283,U.S. Senate,,GRE,David B. Collins,0,21,6,0,27
Williamson,283,U.S. Senate,,,Write-in,0,0,0,0,0
Williamson,283,U.S. House,31,REP,John Carter,124,1387,223,6,1740
Williamson,283,U.S. House,31,DEM,Donna Imam,190,1575,164,4,1933
Williamson,283,U.S. House,31,LBT,Clark Patterson,1,88,20,1,110
Williamson,283,U.S. House,31,,Write-in,1,4,0,0,5
Williamson,283,Railroad Commissioner,,REP,"James ""Jim"" Wright",138,1319,210,7,1674
Williamson,283,Railroad Commissioner,,DEM,Chrysta Castañeda,183,1518,142,4,1847
Williamson,283,Railroad Commissioner,,LBT,Matt Sterett,6,108,29,1,144
Williamson,283,Railroad Commissioner,,GRE,"Katija ""Kat"" Gruene",5,53,9,0,67
Williamson,283,State Representative,136,REP,Mike Guevara,119,1329,208,7,1663
Williamson,283,State Representative,136,DEM,John H. Bucy III,184,1535,147,4,1870
Williamson,283,State Representative,136,LBT,Brian Elliott,6,114,25,1,146
Williamson,287,President,,REP,Donald J. Trump/Michael R. Pence,138,1477,203,2,1820
Williamson,287,President,,DEM,Joseph R. Biden/Kamala D. Harris,235,1613,120,2,1970
Williamson,287,President,,LBT,"Jo Jorgensen/Jeremy ""Spike"" Cohen",4,57,19,0,80
Williamson,287,President,,GRE,Howie Hawkins/Angela Walker,0,14,2,0,16
Williamson,287,President,,,Write-in,0,12,3,0,15
Williamson,287,U.S. Senate,,REP,John Cornyn,148,1485,201,3,1837
Williamson,287,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",215,1519,108,1,1843
Williamson,287,U.S. Senate,,LBT,Kerry Douglas McKennon,6,79,21,0,106
Williamson,287,U.S. Senate,,GRE,David B. Collins,1,18,3,0,22
Williamson,287,U.S. Senate,,,Write-in,0,0,0,0,0
Williamson,287,U.S. House,31,REP,John Carter,141,1530,200,3,1874
Williamson,287,U.S. House,31,DEM,Donna Imam,205,1491,112,1,1809
Williamson,287,U.S. House,31,LBT,Clark Patterson,5,93,17,0,115
Williamson,287,U.S. House,31,,Write-in,0,1,2,0,3
Williamson,287,Railroad Commissioner,,REP,"James ""Jim"" Wright",142,1455,192,3,1792
Williamson,287,Railroad Commissioner,,DEM,Chrysta Castañeda,204,1433,95,0,1732
Williamson,287,Railroad Commissioner,,LBT,Matt Sterett,7,113,24,0,144
Williamson,287,Railroad Commissioner,,GRE,"Katija ""Kat"" Gruene",4,54,11,0,69
Williamson,287,State Representative,136,REP,Mike Guevara,122,1454,198,2,1776
Williamson,287,State Representative,136,DEM,John H. Bucy III,206,1456,95,1,1758
Williamson,287,State Representative,136,LBT,Brian Elliott,6,128,26,0,160
Williamson,305,President,,REP,Donald J. Trump/Michael R. Pence,138,2018,153,217,2526
Williamson,305,President,,DEM,Joseph R. Biden/Kamala D. Harris,174,766,63,134,1137
Williamson,305,President,,LBT,"Jo Jorgensen/Jeremy ""Spike"" Cohen",2,33,10,1,46
Williamson,305,President,,GRE,Howie Hawkins/Angela Walker,0,3,1,2,6
Williamson,305,President,,,Write-in,0,3,1,0,4
Williamson,305,U.S. Senate,,REP,John Cornyn,146,2035,151,217,2549
Williamson,305,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",163,717,54,120,1054
Williamson,305,U.S. Senate,,LBT,Kerry Douglas McKennon,2,40,11,3,56
Williamson,305,U.S. Senate,,GRE,David B. Collins,0,7,2,1,10
Williamson,305,U.S. Senate,,,Write-in,0,1,0,0,1
Williamson,305,U.S. House,31,REP,John Carter,137,2056,157,224,2574
Williamson,305,U.S. House,31,DEM,Donna Imam,158,696,53,115,1022
Williamson,305,U.S. House,31,LBT,Clark Patterson,2,41,11,3,57
Williamson,305,U.S. House,31,,Write-in,0,1,1,0,2
Williamson,305,Railroad Commissioner,,REP,"James ""Jim"" Wright",138,2005,149,217,2509
Williamson,305,Railroad Commissioner,,DEM,Chrysta Castañeda,154,667,50,114,985
Williamson,305,Railroad Commissioner,,LBT,Matt Sterett,5,66,15,1,87
Williamson,305,Railroad Commissioner,,GRE,"Katija ""Kat"" Gruene",1,19,6,3,29
Williamson,305,State Representative,20,REP,Terry M. Wilson,138,2041,160,213,2552
Williamson,305,State Representative,20,DEM,Jessica Tiedt,151,668,50,114,983
Williamson,309,President,,REP,Donald J. Trump/Michael R. Pence,37,672,200,15,924
Williamson,309,President,,DEM,Joseph R. Biden/Kamala D. Harris,48,251,45,12,356
Williamson,309,President,,LBT,"Jo Jorgensen/Jeremy ""Spike"" Cohen",1,10,7,0,18
Williamson,309,President,,GRE,Howie Hawkins/Angela Walker,1,2,0,0,3
Williamson,309,President,,,Write-in,1,10,1,0,12
Williamson,309,U.S. Senate,,REP,John Cornyn,43,670,196,15,924
Williamson,309,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",44,225,43,11,323
Williamson,309,U.S. Senate,,LBT,Kerry Douglas McKennon,2,18,7,1,28
Williamson,309,U.S. Senate,,GRE,David B. Collins,0,5,2,0,7
Williamson,309,U.S. Senate,,,Write-in,0,3,0,0,3
Williamson,309,U.S. House,31,REP,John Carter,37,692,195,15,939
Williamson,309,U.S. House,31,DEM,Donna Imam,42,224,43,12,321
Williamson,309,U.S. House,31,LBT,Clark Patterson,2,14,12,0,28
Williamson,309,U.S. House,31,,Write-in,0,0,0,0,0
Williamson,309,Railroad Commissioner,,REP,"James ""Jim"" Wright",40,682,191,15,928
Williamson,309,Railroad Commissioner,,DEM,Chrysta Castañeda,40,220,39,11,310
Williamson,309,Railroad Commissioner,,LBT,Matt Sterett,1,16,14,1,32
Williamson,309,Railroad Commissioner,,GRE,"Katija ""Kat"" Gruene",2,6,4,0,12
Williamson,309,State Representative,20,REP,Terry M. Wilson,36,685,198,15,934
Williamson,309,State Representative,20,DEM,Jessica Tiedt,39,225,47,10,321
Williamson,310,President,,REP,Donald J. Trump/Michael R. Pence,74,658,335,2,1069
Williamson,310,President,,DEM,Joseph R. Biden/Kamala D. Harris,71,213,50,1,335
Williamson,310,President,,LBT,"Jo Jorgensen/Jeremy ""Spike"" Cohen",3,14,8,0,25
Williamson,310,President,,GRE,Howie Hawkins/Angela Walker,0,2,3,0,5
Williamson,310,President,,,Write-in,0,1,0,0,1
Williamson,310,U.S. Senate,,REP,John Cornyn,74,652,313,2,1041
Williamson,310,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",69,203,48,1,321
Williamson,310,U.S. Senate,,LBT,Kerry Douglas McKennon,1,13,13,0,27
Williamson,310,U.S. Senate,,GRE,David B. Collins,1,3,5,0,9
Williamson,310,U.S. Senate,,,Write-in,0,0,0,0,0
Williamson,310,U.S. House,31,REP,John Carter,75,665,331,2,1073
Williamson,310,U.S. House,31,DEM,Donna Imam,69,199,41,1,310
Williamson,310,U.S. House,31,LBT,Clark Patterson,1,14,16,0,31
Williamson,310,U.S. House,31,,Write-in,0,0,0,0,0
Williamson,310,Railroad Commissioner,,REP,"James ""Jim"" Wright",71,649,314,2,1036
Williamson,310,Railroad Commissioner,,DEM,Chrysta Castañeda,67,184,52,1,304
Williamson,310,Railroad Commissioner,,LBT,Matt Sterett,1,21,15,0,37
Williamson,310,Railroad Commissioner,,GRE,"Katija ""Kat"" Gruene",0,8,2,0,10
Williamson,310,State Representative,20,REP,Terry M. Wilson,69,672,330,1,1072
Williamson,310,State Representative,20,DEM,Jessica Tiedt,64,188,43,1,296
Williamson,311,President,,REP,Donald J. Trump/Michael R. Pence,57,798,254,2,1111
Williamson,311,President,,DEM,Joseph R. Biden/Kamala D. Harris,68,335,76,1,480
Williamson,311,President,,LBT,"Jo Jorgensen/Jeremy ""Spike"" Cohen",3,15,4,0,22
Williamson,311,President,,GRE,Howie Hawkins/Angela Walker,0,2,1,0,3
Williamson,311,President,,,Write-in,0,1,0,0,1
Williamson,311,U.S. Senate,,REP,John Cornyn,66,801,250,2,1119
Williamson,311,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",63,293,65,1,422
Williamson,311,U.S. Senate,,LBT,Kerry Douglas McKennon,1,28,7,0,36
Williamson,311,U.S. Senate,,GRE,David B. Collins,0,4,0,0,4
Williamson,311,U.S. Senate,,,Write-in,0,0,0,0,0
Williamson,311,U.S. House,31,REP,John Carter,67,808,254,2,1131
Williamson,311,U.S. House,31,DEM,Donna Imam,57,296,65,1,419
Williamson,311,U.S. House,31,LBT,Clark Patterson,1,25,5,0,31
Williamson,311,U.S. House,31,,Write-in,2,0,0,0,2
Williamson,311,Railroad Commissioner,,REP,"James ""Jim"" Wright",62,784,240,2,1088
Williamson,311,Railroad Commissioner,,DEM,Chrysta Castañeda,56,290,68,1,415
Williamson,311,Railroad Commissioner,,LBT,Matt Sterett,5,34,6,0,45
Williamson,311,Railroad Commissioner,,GRE,"Katija ""Kat"" Gruene",0,9,2,0,11
Williamson,311,State Representative,20,REP,Terry M. Wilson,64,798,243,2,1107
Williamson,311,State Representative,20,DEM,Jessica Tiedt,55,293,61,1,410
Williamson,312,President,,REP,Donald J. Trump/Michael R. Pence,102,2302,414,9,2827
Williamson,312,President,,DEM,Joseph R. Biden/Kamala D. Harris,140,1129,190,3,1462
Williamson,312,President,,LBT,"Jo Jorgensen/Jeremy ""Spike"" Cohen",2,62,14,0,78
Williamson,312,President,,GRE,Howie Hawkins/Angela Walker,1,6,2,1,10
Williamson,312,President,,,Write-in,1,5,9,0,15
Williamson,312,U.S. Senate,,REP,John Cornyn,106,2210,404,8,2728
Williamson,312,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",129,1084,168,2,1383
Williamson,312,U.S. Senate,,LBT,Kerry Douglas McKennon,5,93,19,1,118
Williamson,312,U.S. Senate,,GRE,David B. Collins,3,19,4,0,26
Williamson,312,U.S. Senate,,,Write-in,0,2,0,0,2
Williamson,312,U.S. House,31,REP,John Carter,96,2280,420,9,2805
Williamson,312,U.S. House,31,DEM,Donna Imam,112,1073,167,1,1353
Williamson,312,U.S. House,31,LBT,Clark Patterson,4,85,17,1,107
Williamson,312,U.S. House,31,,Write-in,0,0,0,0,0
Williamson,312,Railroad Commissioner,,REP,"James ""Jim"" Wright",104,2218,383,9,2714
Williamson,312,Railroad Commissioner,,DEM,Chrysta Castañeda,118,1000,169,1,1288
Williamson,312,Railroad Commissioner,,LBT,Matt Sterett,8,118,21,0,147
Williamson,312,Railroad Commissioner,,GRE,"Katija ""Kat"" Gruene",3,38,12,0,53
Williamson,312,State Representative,20,REP,Terry M. Wilson,93,2296,395,9,2793
Williamson,312,State Representative,20,DEM,Jessica Tiedt,107,1052,167,2,1328
Williamson,314,President,,REP,Donald J. Trump/Michael R. Pence,88,876,152,8,1124
Williamson,314,President,,DEM,Joseph R. Biden/Kamala D. Harris,194,945,123,8,1270
Williamson,314,President,,LBT,"Jo Jorgensen/Jeremy ""Spike"" Cohen",3,28,14,0,45
Williamson,314,President,,GRE,Howie Hawkins/Angela Walker,1,1,2,0,4
Williamson,314,President,,,Write-in,0,4,1,0,5
Williamson,314,U.S. Senate,,REP,John Cornyn,86,881,146,9,1122
Williamson,314,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",191,879,111,7,1188
Williamson,314,U.S. Senate,,LBT,Kerry Douglas McKennon,6,40,7,0,53
Williamson,314,U.S. Senate,,GRE,David B. Collins,1,10,9,0,20
Williamson,314,U.S. Senate,,,Write-in,0,0,0,0,0
Williamson,314,U.S. House,31,REP,John Carter,85,906,154,7,1152
Williamson,314,U.S. House,31,DEM,Donna Imam,173,855,115,8,1151
Williamson,314,U.S. House,31,LBT,Clark Patterson,5,46,9,0,60
Williamson,314,U.S. House,31,,Write-in,1,1,0,0,2
Williamson,314,Railroad Commissioner,,REP,"James ""Jim"" Wright",94,856,145,8,1103
Williamson,314,Railroad Commissioner,,DEM,Chrysta Castañeda,163,826,103,7,1099
Williamson,314,Railroad Commissioner,,LBT,Matt Sterett,7,58,13,0,78
Williamson,314,Railroad Commissioner,,GRE,"Katija ""Kat"" Gruene",4,41,7,0,52
Williamson,314,State Representative,20,REP,Terry M. Wilson,90,899,142,4,1135
Williamson,314,State Representative,20,DEM,Jessica Tiedt,163,849,117,8,1137
Williamson,330,President,,REP,Donald J. Trump/Michael R. Pence,71,1271,198,15,1555
Williamson,330,President,,DEM,Joseph R. Biden/Kamala D. Harris,139,1419,109,23,1690
Williamson,330,President,,LBT,"Jo Jorgensen/Jeremy ""Spike"" Cohen",2,53,13,1,69
Williamson,330,President,,GRE,Howie Hawkins/Angela Walker,2,7,1,0,10
Williamson,330,President,,,Write-in,0,10,1,0,11
Williamson,330,U.S. Senate,,REP,John Cornyn,76,1280,185,15,1556
Williamson,330,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",135,1350,101,19,1605
Williamson,330,U.S. Senate,,LBT,Kerry Douglas McKennon,2,52,17,1,72
Williamson,330,U.S. Senate,,GRE,David B. Collins,0,11,5,0,16
Williamson,330,U.S. Senate,,,Write-in,0,2,0,0,2
Williamson,330,U.S. House,31,REP,John Carter,69,1307,203,13,1592
Williamson,330,U.S. House,31,DEM,Donna Imam,127,1321,97,21,1566
Williamson,330,U.S. House,31,LBT,Clark Patterson,1,78,11,1,91
Williamson,330,U.S. House,31,,Write-in,0,0,1,0,1
Williamson,330,Railroad Commissioner,,REP,"James ""Jim"" Wright",73,1251,193,13,1530
Williamson,330,Railroad Commissioner,,DEM,Chrysta Castañeda,122,1263,84,21,1490
Williamson,330,Railroad Commissioner,,LBT,Matt Sterett,2,90,20,2,114
Williamson,330,Railroad Commissioner,,GRE,"Katija ""Kat"" Gruene",3,46,5,0,54
Williamson,330,State Representative,136,REP,Mike Guevara,64,1255,199,14,1532
Williamson,330,State Representative,136,DEM,John H. Bucy III,119,1290,83,18,1510
Williamson,330,State Representative,136,LBT,Brian Elliott,1,94,16,1,112
Williamson,331,President,,REP,Donald J. Trump/Michael R. Pence,93,1399,204,3,1699
Williamson,331,President,,DEM,Joseph R. Biden/Kamala D. Harris,159,1365,127,2,1653
Williamson,331,President,,LBT,"Jo Jorgensen/Jeremy ""Spike"" Cohen",4,34,10,1,49
Williamson,331,President,,GRE,Howie Hawkins/Angela Walker,0,9,2,0,11
Williamson,331,President,,,Write-in,1,14,2,1,18
Williamson,331,U.S. Senate,,REP,John Cornyn,104,1448,200,4,1756
Williamson,331,U.S. Senate,,DEM,"Mary ""MJ"" Hegar",146,1249,123,3,1521
Williamson,331,U.S. Senate,,LBT,Kerry Douglas McKennon,2,52,13,0,67
Williamson,331,U.S. Senate,,GRE,David B. Collins,0,10,2,0,12
Williamson,331,U.S. Senate,,,Write-in,0,2,0,0,2
Williamson,331,U.S. House,31,REP,John Carter,90,1466,210,5,1771
Williamson,331,U.S. House,31,DEM,Donna Imam,146,1248,113,2,1509
Williamson,331,U.S. House,31,LBT,Clark Patterson,5,55,16,0,76
Williamson,331,U.S. House,31,,Write-in,0,1,1,0,2
Williamson,331,Railroad Commissioner,,REP,"James ""Jim"" Wright",99,1405,198,5,1707
Williamson,331,Railroad Commissioner,,DEM,Chrysta Castañeda,134,1190,99,2,1425
Williamson,331,Railroad Commissioner,,LBT,Matt Sterett,9,80,24,0,113
Williamson,331,Railroad Commissioner,,GRE,"Katija ""Kat"" Gruene",3,29,12,0,44
Williamson,331,State Representative,136,REP,Mike Guevara,87,1404,199,5,1695
Williamson,331,State Representative,136,DEM,John H. Bucy III,137,1220,106,1,1464
Williamson,331,State Representative,136,LBT,Brian Elliott,4,80,24,1,109
Williamson,332,President,,REP,Donald J. Trump/Michael R. Pence,97,1642,185,12,1936
Williamson,332,President,,DEM,Joseph R. Biden/Kamala D. Harris,177,1480,77,9,1743
Williamson,332,President,,LBT,"Jo Jorgensen/Jeremy ""Spike"" Cohen",8,37,9,1,55
