county,precinct,office,district,candidate,party,votes,election day,early_voting,mail ,provisional,limited
Kleberg,Precinct 45,President,,"Roque ""Rocky"" De La Fuente",DEM,2,1,1,0,0,0
Kleberg,Precinct 45,President,,Michael R. Bloomberg,DEM,34,17,6,11,0,0
Kleberg,Precinct 45,President,,Cory Booker,DEM,0,0,0,0,0,0
Kleberg,Precinct 45,President,,Joseph R. Biden,DEM,56,32,8,16,0,0
Kleberg,Precinct 45,President,,Amy Klobuchar,DEM,1,1,0,0,0,0
Kleberg,Precinct 45,President,,Tom Steyer,DEM,1,0,0,1,0,0
Kleberg,Precinct 45,President,,Bernie Sanders,DEM,37,18,15,4,0,0
Kleberg,Precinct 45,President,,John K. Delaney,DEM,0,0,0,0,0,0
Kleberg,Precinct 45,President,,Deval Patrick,DEM,1,0,0,1,0,0
Kleberg,Precinct 45,President,,Marianne Williamson,DEM,0,0,0,0,0,0
Kleberg,Precinct 45,President,,Robby Wells,DEM,0,0,0,0,0,0
Kleberg,Precinct 45,U.S. Senate,,Adrian Ocegueda,DEM,3,1,2,0,0,0
Kleberg,Precinct 45,U.S. Senate,,"Annie ""Mama"" Garcia",DEM,36,17,11,8,0,0
Kleberg,Precinct 45,U.S. Senate,,D. R. Hunter,DEM,8,4,0,4,0,0
Kleberg,Precinct 45,U.S. Senate,,Cristina Tzintzun Ramirez,DEM,40,23,10,7,0,0
Kleberg,Precinct 45,U.S. Senate,,Michael Cooper,DEM,4,3,1,0,0,0
Kleberg,Precinct 45,U.S. Senate,,Chris Bell,DEM,8,6,0,2,0,0
Kleberg,Precinct 45,U.S. Senate,,Sema Hernandez,DEM,18,8,4,6,0,0
Kleberg,Precinct 45,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,5,1,1,3,0,0
Kleberg,Precinct 45,U.S. Senate,,Victor Hugo Harris,DEM,10,4,4,2,0,0
Kleberg,Precinct 45,U.S. Senate,,Amanda K. Edwards,DEM,6,3,3,0,0,0
Kleberg,Precinct 45,U.S. Senate,,"Jack Daniel Foster, Jr.",DEM,1,1,0,0,0,0
Kleberg,Precinct 45,U.S. Senate,,Royce West,DEM,2,1,0,1,0,0
Kleberg,Precinct 45,U.S. House,34,Diego Zavala,DEM,22,13,7,2,0,0
Kleberg,Precinct 45,U.S. House,34,Filemon B. Vela,DEM,113,57,26,30,0,0
Kleberg,Precinct 45,U.S. House,34,"Osbert Rodriguez Haro, III",DEM,11,7,3,1,0,0
Kleberg,Precinct 45,Railroad Commissioner,,Chrysta Castaneda,DEM,59,32,13,14,0,0
Kleberg,Precinct 45,Railroad Commissioner,,Mark Watson,DEM,9,7,2,0,0,0
Kleberg,Precinct 45,Railroad Commissioner,,Kelly Stone,DEM,10,6,2,2,0,0
Kleberg,Precinct 45,Railroad Commissioner,,"Roberto R. ""Beto"" Alonzo",DEM,61,31,15,15,0,0
Kleberg,Precinct 45,State Senate,27,"Eddie Lucio, Jr.",DEM,73,32,18,23,0,0
Kleberg,Precinct 45,State Senate,27,Ruben Cortez,DEM,15,10,5,0,0,0
Kleberg,Precinct 45,State Senate,27,Sara Stapleton Barrera,DEM,61,35,15,11,0,0
Kleberg,Precinct 11,President,,Donald J. Trump,REP,175,95,80,0,0,0
Kleberg,Precinct 11,President,,Bob Ely,REP,1,1,0,0,0,0
Kleberg,Precinct 11,President,,Joe Walsh,REP,2,1,1,0,0,0
Kleberg,Precinct 11,President,,"Roque ""Rocky"" De La Fuente Guerra",REP,1,1,0,0,0,0
Kleberg,Precinct 11,President,,Zoltan G. Istvan,REP,0,0,0,0,0,0
Kleberg,Precinct 11,President,,Matthew John Matern,REP,0,0,0,0,0,0
Kleberg,Precinct 11,President,,Bill Weld,REP,2,1,1,0,0,0
Kleberg,Precinct 11,President,,Uncommitted,REP,8,5,3,0,0,0
Kleberg,Precinct 11,U.S. Senate,,Dwayne Stovall,REP,26,19,7,0,0,0
Kleberg,Precinct 11,U.S. Senate,,John Cornyn,REP,114,55,59,0,0,0
Kleberg,Precinct 11,U.S. Senate,,Mark Yancey,REP,13,5,8,0,0,0
Kleberg,Precinct 11,U.S. Senate,,Virgil Bierschwale,REP,2,1,1,0,0,0
Kleberg,Precinct 11,U.S. Senate,,John Anthony Castro,REP,18,13,5,0,0,0
Kleberg,Precinct 11,U.S. House,34,Rod Lingsch,REP,87,43,44,0,0,0
Kleberg,Precinct 11,U.S. House,34,Rey Gonzalez,REP,74,43,31,0,0,0
Kleberg,Precinct 11,Railroad Commissioner,,"James ""Jim"" Wright",REP,126,71,55,0,0,0
Kleberg,Precinct 11,Railroad Commissioner,,Ryan Sitton,REP,34,15,19,0,0,0
Kleberg,Precinct 11,State Senate,27,Vanessa Tijerina,REP,141,80,61,0,0,0
Kleberg,Precinct 11,State Representative,43,J. M. Lozano,REP,161,87,74,0,0,0
Kleberg,Precinct 12,President,,Donald J. Trump,REP,210,120,89,0,1,0
Kleberg,Precinct 12,President,,Bob Ely,REP,0,0,0,0,0,0
Kleberg,Precinct 12,President,,Joe Walsh,REP,1,0,1,0,0,0
Kleberg,Precinct 12,President,,"Roque ""Rocky"" De La Fuente Guerra",REP,1,0,1,0,0,0
Kleberg,Precinct 12,President,,Zoltan G. Istvan,REP,0,0,0,0,0,0
Kleberg,Precinct 12,President,,Matthew John Matern,REP,0,0,0,0,0,0
Kleberg,Precinct 12,President,,Bill Weld,REP,1,1,0,0,0,0
Kleberg,Precinct 12,President,,Uncommitted,REP,6,6,0,0,0,0
Kleberg,Precinct 12,U.S. Senate,,Dwayne Stovall,REP,24,16,8,0,0,0
Kleberg,Precinct 12,U.S. Senate,,John Cornyn,REP,151,85,65,0,1,0
Kleberg,Precinct 12,U.S. Senate,,Mark Yancey,REP,19,10,9,0,0,0
Kleberg,Precinct 12,U.S. Senate,,Virgil Bierschwale,REP,2,1,1,0,0,0
Kleberg,Precinct 12,U.S. Senate,,John Anthony Castro,REP,17,11,6,0,0,0
Kleberg,Precinct 12,U.S. House,34,Rod Lingsch,REP,100,59,41,0,0,0
Kleberg,Precinct 12,U.S. House,34,Rey Gonzalez,REP,103,59,43,0,1,0
Kleberg,Precinct 12,Railroad Commissioner,,"James ""Jim"" Wright",REP,153,90,63,0,0,0
Kleberg,Precinct 12,Railroad Commissioner,,Ryan Sitton,REP,47,26,20,0,1,0
Kleberg,Precinct 12,State Senate,27,Vanessa Tijerina,REP,186,113,73,0,0,0
Kleberg,Precinct 12,State Representative,43,J. M. Lozano,REP,206,123,83,0,0,0
Kleberg,Precinct 13/14,President,,Donald J. Trump,REP,127,76,48,3,0,0
Kleberg,Precinct 13/14,President,,Bob Ely,REP,0,0,0,0,0,0
Kleberg,Precinct 13/14,President,,Joe Walsh,REP,1,1,0,0,0,0
Kleberg,Precinct 13/14,President,,"Roque ""Rocky"" De La Fuente Guerra",REP,1,1,0,0,0,0
Kleberg,Precinct 13/14,President,,Zoltan G. Istvan,REP,0,0,0,0,0,0
Kleberg,Precinct 13/14,President,,Matthew John Matern,REP,2,2,0,0,0,0
Kleberg,Precinct 13/14,President,,Bill Weld,REP,2,1,1,0,0,0
Kleberg,Precinct 13/14,President,,Uncommitted,REP,4,1,3,0,0,0
Kleberg,Precinct 13/14,U.S. Senate,,Dwayne Stovall,REP,20,17,3,0,0,0
Kleberg,Precinct 13/14,U.S. Senate,,John Cornyn,REP,78,41,35,2,0,0
Kleberg,Precinct 13/14,U.S. Senate,,Mark Yancey,REP,9,7,2,0,0,0
Kleberg,Precinct 13/14,U.S. Senate,,Virgil Bierschwale,REP,3,3,0,0,0,0
Kleberg,Precinct 13/14,U.S. Senate,,John Anthony Castro,REP,19,10,8,1,0,0
Kleberg,Precinct 13/14,U.S. House,34,Rod Lingsch,REP,56,37,19,0,0,0
Kleberg,Precinct 13/14,U.S. House,34,Rey Gonzalez,REP,71,43,25,3,0,0
Kleberg,Precinct 13/14,Railroad Commissioner,,"James ""Jim"" Wright",REP,108,67,40,1,0,0
Kleberg,Precinct 13/14,Railroad Commissioner,,Ryan Sitton,REP,17,9,6,2,0,0
Kleberg,Precinct 13/14,State Senate,27,Vanessa Tijerina,REP,113,67,43,3,0,0
Kleberg,Precinct 13/14,State Representative,43,J. M. Lozano,REP,123,73,48,2,0,0
Kleberg,Precinct 21,President,,Donald J. Trump,REP,11,11,0,0,0,0
Kleberg,Precinct 21,President,,Bob Ely,REP,0,0,0,0,0,0
Kleberg,Precinct 21,President,,Joe Walsh,REP,0,0,0,0,0,0
Kleberg,Precinct 21,President,,"Roque ""Rocky"" De La Fuente Guerra",REP,0,0,0,0,0,0
Kleberg,Precinct 21,President,,Zoltan G. Istvan,REP,0,0,0,0,0,0
Kleberg,Precinct 21,President,,Matthew John Matern,REP,0,0,0,0,0,0
Kleberg,Precinct 21,President,,Bill Weld,REP,0,0,0,0,0,0
Kleberg,Precinct 21,President,,Uncommitted,REP,1,0,1,0,0,0
Kleberg,Precinct 21,U.S. Senate,,Dwayne Stovall,REP,3,3,0,0,0,0
Kleberg,Precinct 21,U.S. Senate,,John Cornyn,REP,4,3,1,0,0,0
Kleberg,Precinct 21,U.S. Senate,,Mark Yancey,REP,2,2,0,0,0,0
Kleberg,Precinct 21,U.S. Senate,,Virgil Bierschwale,REP,0,0,0,0,0,0
Kleberg,Precinct 21,U.S. Senate,,John Anthony Castro,REP,2,2,0,0,0,0
Kleberg,Precinct 21,U.S. House,34,Rod Lingsch,REP,3,3,0,0,0,0
Kleberg,Precinct 21,U.S. House,34,Rey Gonzalez,REP,8,7,1,0,0,0
Kleberg,Precinct 21,Railroad Commissioner,,"James ""Jim"" Wright",REP,7,6,1,0,0,0
Kleberg,Precinct 21,Railroad Commissioner,,Ryan Sitton,REP,2,2,0,0,0,0
Kleberg,Precinct 21,State Senate,27,Vanessa Tijerina,REP,9,8,1,0,0,0
Kleberg,Precinct 21,State Representative,43,J. M. Lozano,REP,10,9,1,0,0,0
Kleberg,Precinct 22,President,,Donald J. Trump,REP,70,40,30,0,0,0
Kleberg,Precinct 22,President,,Bob Ely,REP,0,0,0,0,0,0
Kleberg,Precinct 22,President,,Joe Walsh,REP,0,0,0,0,0,0
Kleberg,Precinct 22,President,,"Roque ""Rocky"" De La Fuente Guerra",REP,1,1,0,0,0,0
Kleberg,Precinct 22,President,,Zoltan G. Istvan,REP,0,0,0,0,0,0
Kleberg,Precinct 22,President,,Matthew John Matern,REP,0,0,0,0,0,0
Kleberg,Precinct 22,President,,Bill Weld,REP,0,0,0,0,0,0
Kleberg,Precinct 22,President,,Uncommitted,REP,3,2,1,0,0,0
Kleberg,Precinct 22,U.S. Senate,,Dwayne Stovall,REP,10,4,6,0,0,0
Kleberg,Precinct 22,U.S. Senate,,John Cornyn,REP,53,28,25,0,0,0
Kleberg,Precinct 22,U.S. Senate,,Mark Yancey,REP,2,2,0,0,0,0
Kleberg,Precinct 22,U.S. Senate,,Virgil Bierschwale,REP,1,1,0,0,0,0
Kleberg,Precinct 22,U.S. Senate,,John Anthony Castro,REP,6,5,1,0,0,0
Kleberg,Precinct 22,U.S. House,34,Rod Lingsch,REP,25,14,11,0,0,0
Kleberg,Precinct 22,U.S. House,34,Rey Gonzalez,REP,38,20,18,0,0,0
Kleberg,Precinct 22,Railroad Commissioner,,"James ""Jim"" Wright",REP,47,26,21,0,0,0
Kleberg,Precinct 22,Railroad Commissioner,,Ryan Sitton,REP,17,11,6,0,0,0
Kleberg,Precinct 22,State Senate,27,Vanessa Tijerina,REP,53,29,24,0,0,0
Kleberg,Precinct 22,State Representative,43,J. M. Lozano,REP,61,32,29,0,0,0
Kleberg,Precinct 23,President,,Donald J. Trump,REP,68,41,27,0,0,0
Kleberg,Precinct 23,President,,Bob Ely,REP,0,0,0,0,0,0
Kleberg,Precinct 23,President,,Joe Walsh,REP,0,0,0,0,0,0
Kleberg,Precinct 23,President,,"Roque ""Rocky"" De La Fuente Guerra",REP,1,1,0,0,0,0
Kleberg,Precinct 23,President,,Zoltan G. Istvan,REP,0,0,0,0,0,0
Kleberg,Precinct 23,President,,Matthew John Matern,REP,0,0,0,0,0,0
Kleberg,Precinct 23,President,,Bill Weld,REP,0,0,0,0,0,0
Kleberg,Precinct 23,President,,Uncommitted,REP,2,1,1,0,0,0
Kleberg,Precinct 23,U.S. Senate,,Dwayne Stovall,REP,3,2,1,0,0,0
Kleberg,Precinct 23,U.S. Senate,,John Cornyn,REP,54,29,25,0,0,0
Kleberg,Precinct 23,U.S. Senate,,Mark Yancey,REP,2,1,1,0,0,0
Kleberg,Precinct 23,U.S. Senate,,Virgil Bierschwale,REP,1,1,0,0,0,0
Kleberg,Precinct 23,U.S. Senate,,John Anthony Castro,REP,8,6,2,0,0,0
Kleberg,Precinct 23,U.S. House,34,Rod Lingsch,REP,23,13,10,0,0,0
Kleberg,Precinct 23,U.S. House,34,Rey Gonzalez,REP,42,24,18,0,0,0
Kleberg,Precinct 23,Railroad Commissioner,,"James ""Jim"" Wright",REP,49,30,19,0,0,0
Kleberg,Precinct 23,Railroad Commissioner,,Ryan Sitton,REP,15,7,8,0,0,0
Kleberg,Precinct 23,State Senate,27,Vanessa Tijerina,REP,54,31,23,0,0,0
Kleberg,Precinct 23,State Representative,43,J. M. Lozano,REP,64,40,24,0,0,0
Kleberg,Precinct 24,President,,Donald J. Trump,REP,93,54,39,0,0,0
Kleberg,Precinct 24,President,,Bob Ely,REP,0,0,0,0,0,0
Kleberg,Precinct 24,President,,Joe Walsh,REP,0,0,0,0,0,0
Kleberg,Precinct 24,President,,"Roque ""Rocky"" De La Fuente Guerra",REP,1,1,0,0,0,0
Kleberg,Precinct 24,President,,Zoltan G. Istvan,REP,0,0,0,0,0,0
Kleberg,Precinct 24,President,,Matthew John Matern,REP,0,0,0,0,0,0
Kleberg,Precinct 24,President,,Bill Weld,REP,0,0,0,0,0,0
Kleberg,Precinct 24,President,,Uncommitted,REP,5,3,2,0,0,0
Kleberg,Precinct 24,U.S. Senate,,Dwayne Stovall,REP,12,6,6,0,0,0
Kleberg,Precinct 24,U.S. Senate,,John Cornyn,REP,72,40,32,0,0,0
Kleberg,Precinct 24,U.S. Senate,,Mark Yancey,REP,5,4,1,0,0,0
Kleberg,Precinct 24,U.S. Senate,,Virgil Bierschwale,REP,1,1,0,0,0,0
Kleberg,Precinct 24,U.S. Senate,,John Anthony Castro,REP,7,5,2,0,0,0
Kleberg,Precinct 24,U.S. House,34,Rod Lingsch,REP,50,29,21,0,0,0
Kleberg,Precinct 24,U.S. House,34,Rey Gonzalez,REP,38,22,16,0,0,0
Kleberg,Precinct 24,Railroad Commissioner,,"James ""Jim"" Wright",REP,70,41,29,0,0,0
Kleberg,Precinct 24,Railroad Commissioner,,Ryan Sitton,REP,20,11,9,0,0,0
Kleberg,Precinct 24,State Senate,27,Vanessa Tijerina,REP,73,44,29,0,0,0
Kleberg,Precinct 24,State Representative,43,J. M. Lozano,REP,89,49,40,0,0,0
Kleberg,Precinct 31,President,,Donald J. Trump,REP,190,115,70,5,0,0
Kleberg,Precinct 31,President,,Bob Ely,REP,1,0,1,0,0,0
Kleberg,Precinct 31,President,,Joe Walsh,REP,2,0,2,0,0,0
Kleberg,Precinct 31,President,,"Roque ""Rocky"" De La Fuente Guerra",REP,0,0,0,0,0,0
Kleberg,Precinct 31,President,,Zoltan G. Istvan,REP,1,0,1,0,0,0
Kleberg,Precinct 31,President,,Matthew John Matern,REP,0,0,0,0,0,0
Kleberg,Precinct 31,President,,Bill Weld,REP,0,0,0,0,0,0
Kleberg,Precinct 31,President,,Uncommitted,REP,7,3,4,0,0,0
Kleberg,Precinct 31,U.S. Senate,,Dwayne Stovall,REP,26,19,7,0,0,0
Kleberg,Precinct 31,U.S. Senate,,John Cornyn,REP,133,72,56,5,0,0
Kleberg,Precinct 31,U.S. Senate,,Mark Yancey,REP,14,6,8,0,0,0
Kleberg,Precinct 31,U.S. Senate,,Virgil Bierschwale,REP,1,1,0,0,0,0
Kleberg,Precinct 31,U.S. Senate,,John Anthony Castro,REP,12,9,3,0,0,0
Kleberg,Precinct 31,U.S. House,34,Rod Lingsch,REP,87,57,29,1,0,0
Kleberg,Precinct 31,U.S. House,34,Rey Gonzalez,REP,86,48,35,3,0,0
Kleberg,Precinct 31,Railroad Commissioner,,"James ""Jim"" Wright",REP,128,88,39,1,0,0
Kleberg,Precinct 31,Railroad Commissioner,,Ryan Sitton,REP,43,16,25,2,0,0
Kleberg,Precinct 31,State Senate,27,Vanessa Tijerina,REP,147,90,53,4,0,0
Kleberg,Precinct 31,State Representative,43,J. M. Lozano,REP,170,97,69,4,0,0
Kleberg,Precinct 32,President,,Donald J. Trump,REP,100,53,45,2,0,0
Kleberg,Precinct 32,President,,Bob Ely,REP,0,0,0,0,0,0
Kleberg,Precinct 32,President,,Joe Walsh,REP,1,1,0,0,0,0
Kleberg,Precinct 32,President,,"Roque ""Rocky"" De La Fuente Guerra",REP,0,0,0,0,0,0
Kleberg,Precinct 32,President,,Zoltan G. Istvan,REP,0,0,0,0,0,0
Kleberg,Precinct 32,President,,Matthew John Matern,REP,0,0,0,0,0,0
Kleberg,Precinct 32,President,,Bill Weld,REP,1,1,0,0,0,0
Kleberg,Precinct 32,President,,Uncommitted,REP,2,1,1,0,0,0
Kleberg,Precinct 32,U.S. Senate,,Dwayne Stovall,REP,20,12,8,0,0,0
Kleberg,Precinct 32,U.S. Senate,,John Cornyn,REP,67,33,32,2,0,0
Kleberg,Precinct 32,U.S. Senate,,Mark Yancey,REP,1,1,0,0,0,0
Kleberg,Precinct 32,U.S. Senate,,Virgil Bierschwale,REP,0,0,0,0,0,0
Kleberg,Precinct 32,U.S. Senate,,John Anthony Castro,REP,9,5,4,0,0,0
Kleberg,Precinct 32,U.S. House,34,Rod Lingsch,REP,41,20,20,1,0,0
Kleberg,Precinct 32,U.S. House,34,Rey Gonzalez,REP,52,30,21,1,0,0
Kleberg,Precinct 32,Railroad Commissioner,,"James ""Jim"" Wright",REP,79,43,34,2,0,0
Kleberg,Precinct 32,Railroad Commissioner,,Ryan Sitton,REP,17,10,7,0,0,0
Kleberg,Precinct 32,State Senate,27,Vanessa Tijerina,REP,90,50,38,2,0,0
Kleberg,Precinct 32,State Representative,43,J. M. Lozano,REP,97,54,41,2,0,0
Kleberg,Precinct 33/34,President,,Donald J. Trump,REP,227,172,54,1,0,0
Kleberg,Precinct 33/34,President,,Bob Ely,REP,1,1,0,0,0,0
Kleberg,Precinct 33/34,President,,Joe Walsh,REP,0,0,0,0,0,0
Kleberg,Precinct 33/34,President,,"Roque ""Rocky"" De La Fuente Guerra",REP,1,0,1,0,0,0
Kleberg,Precinct 33/34,President,,Zoltan G. Istvan,REP,0,0,0,0,0,0
Kleberg,Precinct 33/34,President,,Matthew John Matern,REP,0,0,0,0,0,0
Kleberg,Precinct 33/34,President,,Bill Weld,REP,2,0,2,0,0,0
Kleberg,Precinct 33/34,President,,Uncommitted,REP,6,5,1,0,0,0
Kleberg,Precinct 33/34,U.S. Senate,,Dwayne Stovall,REP,36,28,7,1,0,0
Kleberg,Precinct 33/34,U.S. Senate,,John Cornyn,REP,151,109,42,0,0,0
Kleberg,Precinct 33/34,U.S. Senate,,Mark Yancey,REP,21,16,5,0,0,0
Kleberg,Precinct 33/34,U.S. Senate,,Virgil Bierschwale,REP,2,1,1,0,0,0
Kleberg,Precinct 33/34,U.S. Senate,,John Anthony Castro,REP,15,12,3,0,0,0
Kleberg,Precinct 33/34,U.S. House,34,Rod Lingsch,REP,129,97,32,0,0,0
Kleberg,Precinct 33/34,U.S. House,34,Rey Gonzalez,REP,73,50,22,1,0,0
Kleberg,Precinct 33/34,Railroad Commissioner,,"James ""Jim"" Wright",REP,156,115,41,0,0,0
Kleberg,Precinct 33/34,Railroad Commissioner,,Ryan Sitton,REP,48,34,13,1,0,0
Kleberg,Precinct 33/34,State Senate,27,Vanessa Tijerina,REP,167,124,42,1,0,0
Kleberg,Precinct 33/34,State Representative,43,J. M. Lozano,REP,196,144,51,1,0,0
Kleberg,Precinct 35,President,,Donald J. Trump,REP,148,93,55,0,0,0
Kleberg,Precinct 35,President,,Bob Ely,REP,0,0,0,0,0,0
Kleberg,Precinct 35,President,,Joe Walsh,REP,0,0,0,0,0,0
Kleberg,Precinct 35,President,,"Roque ""Rocky"" De La Fuente Guerra",REP,2,1,1,0,0,0
Kleberg,Precinct 35,President,,Zoltan G. Istvan,REP,0,0,0,0,0,0
Kleberg,Precinct 35,President,,Matthew John Matern,REP,0,0,0,0,0,0
Kleberg,Precinct 35,President,,Bill Weld,REP,0,0,0,0,0,0
Kleberg,Precinct 35,President,,Uncommitted,REP,9,5,4,0,0,0
Kleberg,Precinct 35,U.S. Senate,,Dwayne Stovall,REP,23,16,7,0,0,0
Kleberg,Precinct 35,U.S. Senate,,John Cornyn,REP,88,51,37,0,0,0
Kleberg,Precinct 35,U.S. Senate,,Mark Yancey,REP,11,8,3,0,0,0
Kleberg,Precinct 35,U.S. Senate,,Virgil Bierschwale,REP,1,0,1,0,0,0
Kleberg,Precinct 35,U.S. Senate,,John Anthony Castro,REP,26,18,8,0,0,0
Kleberg,Precinct 35,U.S. House,34,Rod Lingsch,REP,62,38,24,0,0,0
Kleberg,Precinct 35,U.S. House,34,Rey Gonzalez,REP,81,51,30,0,0,0
Kleberg,Precinct 35,Railroad Commissioner,,"James ""Jim"" Wright",REP,125,78,47,0,0,0
Kleberg,Precinct 35,Railroad Commissioner,,Ryan Sitton,REP,23,13,10,0,0,0
Kleberg,Precinct 35,State Senate,27,Vanessa Tijerina,REP,128,76,52,0,0,0
Kleberg,Precinct 35,State Representative,43,J. M. Lozano,REP,145,87,58,0,0,0
Kleberg,Precinct 41/42,President,,Donald J. Trump,REP,38,31,5,0,0,2
Kleberg,Precinct 41/42,President,,Bob Ely,REP,0,0,0,0,0,0
Kleberg,Precinct 41/42,President,,Joe Walsh,REP,1,1,0,0,0,0
Kleberg,Precinct 41/42,President,,"Roque ""Rocky"" De La Fuente Guerra",REP,1,0,1,0,0,0
Kleberg,Precinct 41/42,President,,Zoltan G. Istvan,REP,0,0,0,0,0,0
Kleberg,Precinct 41/42,President,,Matthew John Matern,REP,0,0,0,0,0,0
Kleberg,Precinct 41/42,President,,Bill Weld,REP,0,0,0,0,0,0
Kleberg,Precinct 41/42,President,,Uncommitted,REP,1,1,0,0,0,0
Kleberg,Precinct 41/42,U.S. Senate,,Dwayne Stovall,REP,11,11,0,0,0,0
Kleberg,Precinct 41/42,U.S. Senate,,John Cornyn,REP,16,11,3,0,0,2
Kleberg,Precinct 41/42,U.S. Senate,,Mark Yancey,REP,3,2,1,0,0,0
Kleberg,Precinct 41/42,U.S. Senate,,Virgil Bierschwale,REP,1,1,0,0,0,0
Kleberg,Precinct 41/42,U.S. Senate,,John Anthony Castro,REP,9,7,2,0,0,0
Kleberg,Precinct 41/42,U.S. House,34,Rod Lingsch,REP,14,12,2,0,0,0
Kleberg,Precinct 41/42,U.S. House,34,Rey Gonzalez,REP,24,18,4,0,0,2
Kleberg,Precinct 41/42,Railroad Commissioner,,"James ""Jim"" Wright",REP,26,22,2,0,0,2
Kleberg,Precinct 41/42,Railroad Commissioner,,Ryan Sitton,REP,12,10,2,0,0,0
Kleberg,Precinct 41/42,State Senate,27,Vanessa Tijerina,REP,34,29,5,0,0,0
Kleberg,Precinct 41/42,State Representative,43,J. M. Lozano,REP,38,31,6,0,0,1
Kleberg,Precinct 43,President,,Donald J. Trump,REP,106,64,40,2,0,0
Kleberg,Precinct 43,President,,Bob Ely,REP,0,0,0,0,0,0
Kleberg,Precinct 43,President,,Joe Walsh,REP,0,0,0,0,0,0
Kleberg,Precinct 43,President,,"Roque ""Rocky"" De La Fuente Guerra",REP,3,2,1,0,0,0
Kleberg,Precinct 43,President,,Zoltan G. Istvan,REP,0,0,0,0,0,0
Kleberg,Precinct 43,President,,Matthew John Matern,REP,0,0,0,0,0,0
Kleberg,Precinct 43,President,,Bill Weld,REP,0,0,0,0,0,0
Kleberg,Precinct 43,President,,Uncommitted,REP,2,0,2,0,0,0
Kleberg,Precinct 43,U.S. Senate,,Dwayne Stovall,REP,16,10,6,0,0,0
Kleberg,Precinct 43,U.S. Senate,,John Cornyn,REP,56,30,26,0,0,0
Kleberg,Precinct 43,U.S. Senate,,Mark Yancey,REP,11,7,4,0,0,0
Kleberg,Precinct 43,U.S. Senate,,Virgil Bierschwale,REP,1,0,1,0,0,0
Kleberg,Precinct 43,U.S. Senate,,John Anthony Castro,REP,19,13,4,2,0,0
Kleberg,Precinct 43,U.S. House,34,Rod Lingsch,REP,44,25,19,0,0,0
Kleberg,Precinct 43,U.S. House,34,Rey Gonzalez,REP,57,33,22,2,0,0
Kleberg,Precinct 43,Railroad Commissioner,,"James ""Jim"" Wright",REP,80,49,29,2,0,0
Kleberg,Precinct 43,Railroad Commissioner,,Ryan Sitton,REP,20,11,9,0,0,0
Kleberg,Precinct 43,State Senate,27,Vanessa Tijerina,REP,93,55,36,2,0,0
Kleberg,Precinct 43,State Representative,43,J. M. Lozano,REP,104,63,40,1,0,0
Kleberg,Precinct 44,President,,Donald J. Trump,REP,21,11,9,0,0,1
Kleberg,Precinct 44,President,,Bob Ely,REP,0,0,0,0,0,0
Kleberg,Precinct 44,President,,Joe Walsh,REP,0,0,0,0,0,0
Kleberg,Precinct 44,President,,"Roque ""Rocky"" De La Fuente Guerra",REP,0,0,0,0,0,0
Kleberg,Precinct 44,President,,Zoltan G. Istvan,REP,0,0,0,0,0,0
Kleberg,Precinct 44,President,,Matthew John Matern,REP,0,0,0,0,0,0
Kleberg,Precinct 44,President,,Bill Weld,REP,0,0,0,0,0,0
Kleberg,Precinct 44,President,,Uncommitted,REP,6,5,1,0,0,0
Kleberg,Precinct 44,U.S. Senate,,Dwayne Stovall,REP,3,2,1,0,0,0
Kleberg,Precinct 44,U.S. Senate,,John Cornyn,REP,18,10,7,0,0,1
Kleberg,Precinct 44,U.S. Senate,,Mark Yancey,REP,2,1,1,0,0,0
Kleberg,Precinct 44,U.S. Senate,,Virgil Bierschwale,REP,0,0,0,0,0,0
Kleberg,Precinct 44,U.S. Senate,,John Anthony Castro,REP,1,1,0,0,0,0
Kleberg,Precinct 44,U.S. House,34,Rod Lingsch,REP,10,6,4,0,0,0
Kleberg,Precinct 44,U.S. House,34,Rey Gonzalez,REP,14,8,6,0,0,0
Kleberg,Precinct 44,Railroad Commissioner,,"James ""Jim"" Wright",REP,23,14,8,0,0,1
Kleberg,Precinct 44,Railroad Commissioner,,Ryan Sitton,REP,2,0,2,0,0,0
Kleberg,Precinct 44,State Senate,27,Vanessa Tijerina,REP,17,11,6,0,0,0
Kleberg,Precinct 44,State Representative,43,J. M. Lozano,REP,25,16,9,0,0,0
Kleberg,Precinct 45,President,,Donald J. Trump,REP,18,8,9,1,0,0
Kleberg,Precinct 45,President,,Bob Ely,REP,0,0,0,0,0,0
Kleberg,Precinct 45,President,,Joe Walsh,REP,1,1,0,0,0,0
Kleberg,Precinct 45,President,,"Roque ""Rocky"" De La Fuente Guerra",REP,1,1,0,0,0,0
Kleberg,Precinct 45,President,,Zoltan G. Istvan,REP,0,0,0,0,0,0
Kleberg,Precinct 45,President,,Matthew John Matern,REP,0,0,0,0,0,0
Kleberg,Precinct 45,President,,Bill Weld,REP,0,0,0,0,0,0
Kleberg,Precinct 45,President,,Uncommitted,REP,1,1,0,0,0,0
Kleberg,Precinct 45,U.S. Senate,,Dwayne Stovall,REP,1,1,0,0,0,0
Kleberg,Precinct 45,U.S. Senate,,John Cornyn,REP,10,3,6,1,0,0
Kleberg,Precinct 45,U.S. Senate,,Mark Yancey,REP,2,1,1,0,0,0
Kleberg,Precinct 45,U.S. Senate,,Virgil Bierschwale,REP,1,1,0,0,0,0
