county,precinct,reg_voters,office,district,candidate,party,election_day,absentee,early_voting,votes
Zapata,2 - A,564,Proposition #11,,Yes,DEM,78,8,102,188
Zapata,2 - A,564,Proposition #11,,No,DEM,9,0,10,19
Zapata,2 - A,564,Proposition 1,,Yes,REP,2,0,0,2
Zapata,2 - A,564,Proposition 1,,No,REP,0,0,0,0
Zapata,2 - A,564,Proposition 2,,Yes,REP,2,0,0,2
Zapata,2 - A,564,Proposition 2,,No,REP,0,0,0,0
Zapata,2 - A,564,Proposition 3,,Yes,REP,2,0,0,2
Zapata,2 - A,564,Proposition 3,,No,REP,0,0,0,0
Zapata,2 - A,564,Proposition 4,,Yes,REP,2,0,0,2
Zapata,2 - A,564,Proposition 4,,No,REP,0,0,0,0
Zapata,2 - A,564,Proposition 5,,Yes,REP,2,0,0,2
Zapata,2 - A,564,Proposition 5,,No,REP,0,0,0,0
Zapata,2 - A,564,Proposition 6,,Yes,REP,2,0,0,2
Zapata,2 - A,564,Proposition 6,,No,REP,0,0,0,0
Zapata,2 - A,564,Proposition 7,,Yes,REP,2,0,0,2
Zapata,2 - A,564,Proposition 7,,No,REP,0,0,0,0
Zapata,2 - A,564,Proposition 8,,Yes,REP,2,0,0,2
Zapata,2 - A,564,Proposition 8,,No,REP,0,0,0,0
Zapata,2 - A,564,Proposition 9,,Yes,REP,2,0,0,2
Zapata,2 - A,564,Proposition 9,,No,REP,0,0,0,0
Zapata,2 - A,564,Proposition 10,,Yes,REP,1,0,0,1
Zapata,2 - A,564,Proposition 10,,No,REP,1,0,0,1
Zapata,3,2053,President,,Joseph R. Biden,DEM,65,4,166,235
Zapata,3,2053,President,,Amy Klobuchar,DEM,2,2,17,21
Zapata,3,2053,President,,Robby Wells,DEM,1,0,9,10
Zapata,3,2053,President,,Michael R. Bloomberg,DEM,38,2,126,166
Zapata,3,2053,President,,Andrew Yang,DEM,3,0,16,19
Zapata,3,2053,President,,Marianne Williamson,DEM,2,0,11,13
Zapata,3,2053,President,,Tom Steyer,DEM,2,0,6,8
Zapata,3,2053,President,,Deval Patrick,DEM,1,0,3,4
Zapata,3,2053,President,,"Roque ""Rocky"" De La Fuente",DEM,8,0,38,46
Zapata,3,2053,President,,Pete Buttigieg,DEM,2,1,23,26
Zapata,3,2053,President,,John K. Delaney,DEM,0,0,5,5
Zapata,3,2053,President,,Elizabeth Warren,DEM,12,1,23,36
Zapata,3,2053,President,,Cory Booker,DEM,0,0,3,3
Zapata,3,2053,President,,Bernie Sanders,DEM,48,5,169,222
Zapata,3,2053,President,,Julián Castro,DEM,4,1,29,34
Zapata,3,2053,President,,Michael Bennet,DEM,2,2,8,12
Zapata,3,2053,President,,Tulsi Gabbard,DEM,2,0,15,17
Zapata,3,2053,U.S. Senate,,Cristina Tzintzun Ramirez,DEM,55,6,183,244
Zapata,3,2053,U.S. Senate,,Michael Cooper,DEM,11,0,54,65
Zapata,3,2053,U.S. Senate,,Sema Hernandez,DEM,22,1,58,81
Zapata,3,2053,U.S. Senate,,Jack Daniel Foster Jr,DEM,6,1,25,32
Zapata,3,2053,U.S. Senate,,Chris Bell,DEM,7,0,30,37
Zapata,3,2053,U.S. Senate,,Amanda K. Edwards,DEM,3,1,22,26
Zapata,3,2053,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,12,2,13,27
Zapata,3,2053,U.S. Senate,,"Annie ""Mam·"" Garcia",DEM,20,2,110,132
Zapata,3,2053,U.S. Senate,,Adrian Ocegueda,DEM,9,0,25,34
Zapata,3,2053,U.S. Senate,,Victor Hugo Harris,DEM,6,0,21,27
Zapata,3,2053,U.S. Senate,,D.R. Hunter,DEM,7,0,18,25
Zapata,3,2053,U.S. Senate,,Royce West,DEM,6,0,20,26
Zapata,3,2053,U.S. House,28,Jessica Cisneros,DEM,79,8,235,322
Zapata,3,2053,U.S. House,28,Henry Cuellar,DEM,153,12,594,759
Zapata,3,2053,Railroad Commissioner,,Kelly Stone,DEM,34,2,106,142
Zapata,3,2053,Railroad Commissioner,,Mark Watson,DEM,13,1,67,81
Zapata,3,2053,Railroad Commissioner,,Chrysta CastaÒeda,DEM,41,4,148,193
Zapata,3,2053,Railroad Commissioner,,"Roberto R. ""Beto"" Alonzo",DEM,83,8,319,410
Zapata,3,2053,"Chief Justice, Supreme Court",,Amy Clark Meachum,DEM,107,11,374,492
Zapata,3,2053,"Chief Justice, Supreme Court",,Jerry Zimmerer,DEM,57,4,235,296
Zapata,3,2053,"Justice, Supreme Court, Place 6 Unexpired Term",,Larry Praeger,DEM,88,4,314,406
Zapata,3,2053,"Justice, Supreme Court, Place 6 Unexpired Term",,Kathy Cheng,DEM,74,10,273,357
Zapata,3,2053,"Justice, Supreme Court, Place 7",,Staci Williams,DEM,105,8,365,478
Zapata,3,2053,"Justice, Supreme Court, Place 7",,Brandy Voss,DEM,51,6,217,274
Zapata,3,2053,"Justice, Supreme Court, Place 8",,Peter Kelly,DEM,70,4,244,318
Zapata,3,2053,"Justice, Supreme Court, Place 8",,Gisela D. Triana,DEM,86,10,243,339
Zapata,3,2053,"Judge, Court of Criminal Appeals, Place 3",,Dan Wood,DEM,56,5,180,241
Zapata,3,2053,"Judge, Court of Criminal Appeals, Place 3",,William Pieratt Demond,DEM,21,2,103,126
Zapata,3,2053,"Judge, Court of Criminal Appeals, Place 3",,Elizabeth Davis Frizell,DEM,81,7,308,396
Zapata,3,2053,"Judge, Court of Criminal Appeals, Place 4",,Steven Miears,DEM,56,5,240,301
Zapata,3,2053,"Judge, Court of Criminal Appeals, Place 4",,Tina Clinton,DEM,97,9,349,455
Zapata,3,2053,"Judge, Court of Criminal Appeals, Place 9",,Brandon Birmingham,DEM,132,14,531,677
Zapata,3,2053,"Member, State Board of Education, District 1",,Georgina Perez,DEM,135,14,539,688
Zapata,3,2053,State Senate,21,Judith Zaffirini,DEM,163,14,626,803
Zapata,3,2053,State Representative,80,Danny Valdez,DEM,79,2,277,358
Zapata,3,2053,State Representative,80,Tracy King,DEM,147,18,559,724
Zapata,3,2053,"Chief Justice, 4th Court of Appeals District",,Rebeca Martinez,DEM,137,16,557,710
Zapata,3,2053,"District Attorney, 49th Judicial District",,Isidro R. Alaniz,DEM,160,13,614,787
Zapata,3,2053,County Attorney,,"S. Alfonso ""Poncho"" Figueroa",DEM,156,17,624,797
Zapata,3,2053,Sheriff,,Raymundo Del Bosque,DEM,112,16,486,614
Zapata,3,2053,Sheriff,,Ramon E. Montes,DEM,109,12,373,494
Zapata,3,2053,Sheriff,,"Sigifredo ""Sigi"" Gonzalez Jr",DEM,38,0,114,152
Zapata,3,2053,County Tax Assessor-Collector,,Delia R. Mendoza,DEM,128,10,464,602
Zapata,3,2053,County Tax Assessor-Collector,,Adriana Caballero Figueroa,DEM,96,11,412,519
Zapata,3,2053,"County Commissioner, Precinct 3",,"Jose A. ""Joey"" Solis",DEM,116,6,451,573
Zapata,3,2053,"County Commissioner, Precinct 3",,Roberto Horacio Campos,DEM,5,2,65,72
Zapata,3,2053,"County Commissioner, Precinct 3",,Cynthia Garza,DEM,31,2,91,124
Zapata,3,2053,"County Commissioner, Precinct 3",,Belinda Bravo,DEM,27,2,35,64
Zapata,3,2053,"County Commissioner, Precinct 3",,Jesus (Jessie) Hinojosa,DEM,2,0,31,33
Zapata,3,2053,"County Commissioner, Precinct 3",,Luis Elizondo,DEM,48,4,135,187
Zapata,3,2053,"County Commissioner, Precinct 3",,Benito Reyes,DEM,31,6,151,188
Zapata,3,2053,"Constable, Precinct 3",,Erika O. Martinez,DEM,175,13,666,854
Zapata,3,2053,County Chairman,,Jorge Montes III,DEM,152,12,605,769
Zapata,3,2053,President,,Bob Ely,REP,0,0,0,0
Zapata,3,2053,President,,Zoltan G. Istvan,REP,0,0,0,0
Zapata,3,2053,President,,Donald J. Trump,REP,13,2,9,24
Zapata,3,2053,President,,"Roque ""Rocky"" De La Fuente Guerra",REP,0,0,0,0
Zapata,3,2053,President,,Joe Walsh,REP,0,0,0,0
Zapata,3,2053,President,,Bill Weld,REP,0,0,0,0
Zapata,3,2053,President,,Matthew John Matern,REP,0,0,0,0
Zapata,3,2053,President,,Uncommitted,REP,0,0,0,0
Zapata,3,2053,U.S. Senate,,Mark Yancey,REP,1,0,0,1
Zapata,3,2053,U.S. Senate,,John Anthony Castro,REP,3,0,1,4
Zapata,3,2053,U.S. Senate,,Dwayne Stovall,REP,2,2,1,5
Zapata,3,2053,U.S. Senate,,John Cornyn,REP,6,0,5,11
Zapata,3,2053,U.S. Senate,,Virgil Bierschwale,REP,0,0,0,0
Zapata,3,2053,U.S. House,28,Sandra Whitten,REP,13,2,9,24
Zapata,3,2053,Railroad Commissioner,,Ryan Sitton,REP,4,0,4,8
Zapata,3,2053,Railroad Commissioner,,"James ""Jim"" Wright",REP,8,2,3,13
Zapata,3,2053,"Chief Justice, Supreme Court",,Nathan Hecht,REP,13,2,6,21
Zapata,3,2053,"Justice, Supreme Court, Place 6 Unexpired Term",,Jane Bland,REP,13,2,6,21
Zapata,3,2053,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,12,2,6,20
Zapata,3,2053,"Justice, Supreme Court, Place 8",,Brett Busby,REP,12,2,6,20
Zapata,3,2053,"Judge, Court of Criminal Appeals, Place 3",,Bert Richardson,REP,5,2,4,11
Zapata,3,2053,"Judge, Court of Criminal Appeals, Place 3",,Gina Parker,REP,7,0,2,9
Zapata,3,2053,"Judge, Court of Criminal Appeals, Place 4",,Kevin Patrick Yeary,REP,12,2,6,20
Zapata,3,2053,"Judge, Court of Criminal Appeals, Place 9",,David Newell,REP,12,2,6,20
Zapata,3,2053,"Member, State Board of Education, District 1",,Jennifer Ivey,REP,12,2,6,20
Zapata,3,2053,State Senate,21,Frank Pomeroy,REP,12,2,6,20
Zapata,3,2053,"Chief Justice, 4th Court of Appeals District",,Renee Yanta,REP,12,2,6,20
Zapata,3,2053,Proposition #1,,Yes,DEM,170,12,627,809
Zapata,3,2053,Proposition #1,,No,DEM,26,3,76,105
Zapata,3,2053,Proposition #2,,Yes,DEM,185,12,711,908
Zapata,3,2053,Proposition #2,,No,DEM,29,4,65,98
Zapata,3,2053,Proposition #3,,Yes,DEM,197,11,708,916
Zapata,3,2053,Proposition #3,,No,DEM,13,3,58,74
Zapata,3,2053,Proposition #4,,Yes,DEM,188,12,708,908
Zapata,3,2053,Proposition #4,,No,DEM,23,4,61,88
Zapata,3,2053,Proposition #5,,Yes,DEM,187,14,709,910
Zapata,3,2053,Proposition #5,,No,DEM,25,2,56,83
Zapata,3,2053,Proposition #6,,Yes,DEM,188,15,691,894
Zapata,3,2053,Proposition #6,,No,DEM,22,2,61,85
Zapata,3,2053,Proposition #7,,Yes,DEM,173,11,675,859
Zapata,3,2053,Proposition #7,,No,DEM,35,4,83,122
Zapata,3,2053,Proposition #8,,Yes,DEM,183,14,637,834
Zapata,3,2053,Proposition #8,,No,DEM,27,2,88,117
Zapata,3,2053,Proposition #9,,Yes,DEM,179,14,664,857
Zapata,3,2053,Proposition #9,,No,DEM,21,2,55,78
Zapata,3,2053,Proposition #10,,Yes,DEM,160,12,60,232
Zapata,3,2053,Proposition #10,,No,DEM,39,3,107,149
Zapata,3,2053,Proposition #11,,Yes,DEM,160,11,616,787
Zapata,3,2053,Proposition #11,,No,DEM,40,5,94,139
Zapata,3,2053,Proposition 1,,Yes,REP,9,2,9,20
Zapata,3,2053,Proposition 1,,No,REP,4,0,0,4
Zapata,3,2053,Proposition 2,,Yes,REP,10,2,8,20
Zapata,3,2053,Proposition 2,,No,REP,3,0,1,4
Zapata,3,2053,Proposition 3,,Yes,REP,13,2,8,23
Zapata,3,2053,Proposition 3,,No,REP,0,0,1,1
Zapata,3,2053,Proposition 4,,Yes,REP,11,2,9,22
Zapata,3,2053,Proposition 4,,No,REP,2,0,0,2
Zapata,3,2053,Proposition 5,,Yes,REP,12,2,9,23
Zapata,3,2053,Proposition 5,,No,REP,1,0,0,1
Zapata,3,2053,Proposition 6,,Yes,REP,11,2,9,22
Zapata,3,2053,Proposition 6,,No,REP,2,0,0,2
Zapata,3,2053,Proposition 7,,Yes,REP,12,2,9,23
Zapata,3,2053,Proposition 7,,No,REP,1,0,0,1
Zapata,3,2053,Proposition 8,,Yes,REP,13,2,9,24
Zapata,3,2053,Proposition 8,,No,REP,0,0,0,0
Zapata,3,2053,Proposition 9,,Yes,REP,13,2,9,24
Zapata,3,2053,Proposition 9,,No,REP,0,0,0,0
Zapata,3,2053,Proposition 10,,Yes,REP,13,2,9,24
Zapata,3,2053,Proposition 10,,No,REP,0,0,0,0
Zapata,4,1748,President,,Joseph R. Biden,DEM,50,4,106,160
Zapata,4,1748,President,,Amy Klobuchar,DEM,1,0,9,10
Zapata,4,1748,President,,Robby Wells,DEM,1,0,4,5
Zapata,4,1748,President,,Michael R. Bloomberg,DEM,49,10,87,146
Zapata,4,1748,President,,Andrew Yang,DEM,0,0,4,4
Zapata,4,1748,President,,Marianne Williamson,DEM,1,0,3,4
Zapata,4,1748,President,,Tom Steyer,DEM,6,0,9,15
Zapata,4,1748,President,,Deval Patrick,DEM,2,0,1,3
Zapata,4,1748,President,,"Roque ""Rocky"" De La Fuente",DEM,7,0,33,40
Zapata,4,1748,President,,Pete Buttigieg,DEM,1,4,6,11
Zapata,4,1748,President,,John K. Delaney,DEM,1,0,5,6
Zapata,4,1748,President,,Elizabeth Warren,DEM,8,1,21,30
Zapata,4,1748,President,,Cory Booker,DEM,1,0,2,3
Zapata,4,1748,President,,Bernie Sanders,DEM,47,1,125,173
Zapata,4,1748,President,,Julián Castro,DEM,5,1,12,18
Zapata,4,1748,President,,Michael Bennet,DEM,1,0,11,12
Zapata,4,1748,President,,Tulsi Gabbard,DEM,2,0,3,5
Zapata,4,1748,U.S. Senate,,Cristina Tzintzun Ramirez,DEM,64,2,93,159
Zapata,4,1748,U.S. Senate,,Michael Cooper,DEM,8,3,37,48
Zapata,4,1748,U.S. Senate,,Sema Hernandez,DEM,17,1,42,60
Zapata,4,1748,U.S. Senate,,Jack Daniel Foster Jr,DEM,4,1,12,17
Zapata,4,1748,U.S. Senate,,Chris Bell,DEM,4,0,19,23
Zapata,4,1748,U.S. Senate,,Amanda K. Edwards,DEM,7,0,17,24
Zapata,4,1748,U.S. Senate,,"Mary ""MJ"" Hegar",DEM,4,1,21,26
Zapata,4,1748,U.S. Senate,,"Annie ""Mam·"" Garcia",DEM,25,6,83,114
Zapata,4,1748,U.S. Senate,,Adrian Ocegueda,DEM,3,0,21,24
Zapata,4,1748,U.S. Senate,,Victor Hugo Harris,DEM,8,0,24,32
Zapata,4,1748,U.S. Senate,,D.R. Hunter,DEM,2,0,4,6
Zapata,4,1748,U.S. Senate,,Royce West,DEM,5,0,10,15
Zapata,4,1748,U.S. House,28,Jessica Cisneros,DEM,77,5,177,259
Zapata,4,1748,U.S. House,28,Henry Cuellar,DEM,148,22,372,542
Zapata,4,1748,Railroad Commissioner,,Kelly Stone,DEM,24,0,57,81
Zapata,4,1748,Railroad Commissioner,,Mark Watson,DEM,12,0,36,48
Zapata,4,1748,Railroad Commissioner,,Chrysta CastaÒeda,DEM,45,5,114,164
Zapata,4,1748,Railroad Commissioner,,"Roberto R. ""Beto"" Alonzo",DEM,73,9,201,283
Zapata,4,1748,"Chief Justice, Supreme Court",,Amy Clark Meachum,DEM,85,9,240,334
Zapata,4,1748,"Chief Justice, Supreme Court",,Jerry Zimmerer,DEM,65,2,139,206
Zapata,4,1748,"Justice, Supreme Court, Place 6 Unexpired Term",,Larry Praeger,DEM,73,5,192,270
Zapata,4,1748,"Justice, Supreme Court, Place 6 Unexpired Term",,Kathy Cheng,DEM,70,8,167,245
Zapata,4,1748,"Justice, Supreme Court, Place 7",,Staci Williams,DEM,93,4,252,349
Zapata,4,1748,"Justice, Supreme Court, Place 7",,Brandy Voss,DEM,47,7,107,161
Zapata,4,1748,"Justice, Supreme Court, Place 8",,Peter Kelly,DEM,45,1,135,181
Zapata,4,1748,"Justice, Supreme Court, Place 8",,Gisela D. Triana,DEM,97,8,235,340
Zapata,4,1748,"Judge, Court of Criminal Appeals, Place 3",,Dan Wood,DEM,39,5,110,154
Zapata,4,1748,"Judge, Court of Criminal Appeals, Place 3",,William Pieratt Demond,DEM,29,0,64,93
Zapata,4,1748,"Judge, Court of Criminal Appeals, Place 3",,Elizabeth Davis Frizell,DEM,66,5,185,256
Zapata,4,1748,"Judge, Court of Criminal Appeals, Place 4",,Steven Miears,DEM,45,1,128,174
Zapata,4,1748,"Judge, Court of Criminal Appeals, Place 4",,Tina Clinton,DEM,101,10,233,344
Zapata,4,1748,"Judge, Court of Criminal Appeals, Place 9",,Brandon Birmingham,DEM,118,9,311,438
Zapata,4,1748,"Member, State Board of Education, District 1",,Georgina Perez,DEM,119,11,326,456
Zapata,4,1748,State Senate,21,Judith Zaffirini,DEM,147,17,402,566
Zapata,4,1748,State Representative,80,Danny Valdez,DEM,98,2,209,309
Zapata,4,1748,State Representative,80,Tracy King,DEM,127,28,383,538
Zapata,4,1748,"Chief Justice, 4th Court of Appeals District",,Rebeca Martinez,DEM,134,13,341,488
Zapata,4,1748,"District Attorney, 49th Judicial District",,Isidro R. Alaniz,DEM,150,13,383,546
Zapata,4,1748,County Attorney,,"S. Alfonso ""Poncho"" Figueroa",DEM,143,12,388,543
Zapata,4,1748,Sheriff,,Raymundo Del Bosque,DEM,100,11,359,470
Zapata,4,1748,Sheriff,,Ramon E. Montes,DEM,128,20,263,411
Zapata,4,1748,Sheriff,,"Sigifredo ""Sigi"" Gonzalez Jr",DEM,35,2,64,101
Zapata,4,1748,County Tax Assessor-Collector,,Delia R. Mendoza,DEM,144,20,319,483
Zapata,4,1748,County Tax Assessor-Collector,,Adriana Caballero Figueroa,DEM,97,9,312,418
Zapata,4,1748,"Constable, Precinct 4",,Adrian Lopez,DEM,148,17,387,552
Zapata,4,1748,County Chairman,,Jorge Montes III,DEM,147,15,383,545
Zapata,4,1748,President,,Bob Ely,REP,0,0,0,0
Zapata,4,1748,President,,Zoltan G. Istvan,REP,0,0,0,0
Zapata,4,1748,President,,Donald J. Trump,REP,0,0,0,0
Zapata,4,1748,President,,"Roque ""Rocky"" De La Fuente Guerra",REP,0,0,0,0
Zapata,4,1748,President,,Joe Walsh,REP,0,0,0,0
Zapata,4,1748,President,,Bill Weld,REP,0,0,0,0
Zapata,4,1748,President,,Matthew John Matern,REP,0,0,0,0
Zapata,4,1748,President,,Uncommitted,REP,0,0,0,0
Zapata,4,1748,U.S. Senate,,Mark Yancey,REP,0,0,0,0
Zapata,4,1748,U.S. Senate,,John Anthony Castro,REP,0,0,0,0
Zapata,4,1748,U.S. Senate,,Dwayne Stovall,REP,0,0,0,0
Zapata,4,1748,U.S. Senate,,John Cornyn,REP,0,0,0,0
Zapata,4,1748,U.S. Senate,,Virgil Bierschwale,REP,0,0,0,0
Zapata,4,1748,U.S. House,28,Sandra Whitten,REP,0,0,0,0
Zapata,4,1748,Railroad Commissioner,,Ryan Sitton,REP,0,0,0,0
Zapata,4,1748,Railroad Commissioner,,"James ""Jim"" Wright",REP,0,0,0,0
Zapata,4,1748,"Chief Justice, Supreme Court",,Nathan Hecht,REP,0,0,0,0
Zapata,4,1748,"Justice, Supreme Court, Place 6 Unexpired Term",,Jane Bland,REP,0,0,0,0
Zapata,4,1748,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,0,0,0,0
Zapata,4,1748,"Justice, Supreme Court, Place 8",,Brett Busby,REP,0,0,0,0
Zapata,4,1748,"Judge, Court of Criminal Appeals, Place 3",,Bert Richardson,REP,0,0,0,0
Zapata,4,1748,"Judge, Court of Criminal Appeals, Place 3",,Gina Parker,REP,0,0,0,0
Zapata,4,1748,"Judge, Court of Criminal Appeals, Place 4",,Kevin Patrick Yeary,REP,0,0,0,0
Zapata,4,1748,"Judge, Court of Criminal Appeals, Place 9",,David Newell,REP,0,0,0,0
Zapata,4,1748,"Member, State Board of Education, District 1",,Jennifer Ivey,REP,0,0,0,0
Zapata,4,1748,State Senate,21,Frank Pomeroy,REP,0,0,0,0
Zapata,4,1748,"Chief Justice, 4th Court of Appeals District",,Renee Yanta,REP,0,0,0,0
Zapata,4,1748,Proposition #1,,Yes,DEM,143,17,445,605
Zapata,4,1748,Proposition #1,,No,DEM,15,0,35,50
Zapata,4,1748,Proposition #2,,Yes,DEM,152,16,458,626
Zapata,4,1748,Proposition #2,,No,DEM,11,0,21,32
Zapata,4,1748,Proposition #3,,Yes,DEM,163,18,491,672
Zapata,4,1748,Proposition #3,,No,DEM,8,0,24,32
Zapata,4,1748,Proposition #4,,Yes,DEM,162,17,490,669
Zapata,4,1748,Proposition #4,,No,DEM,9,0,20,29
Zapata,4,1748,Proposition #5,,Yes,DEM,159,18,478,655
Zapata,4,1748,Proposition #5,,No,DEM,8,0,22,30
Zapata,4,1748,Proposition #6,,Yes,DEM,151,17,481,649
Zapata,4,1748,Proposition #6,,No,DEM,13,0,22,35
Zapata,4,1748,Proposition #7,,Yes,DEM,152,17,461,630
Zapata,4,1748,Proposition #7,,No,DEM,17,1,37,55
Zapata,4,1748,Proposition #8,,Yes,DEM,156,16,450,622
Zapata,4,1748,Proposition #8,,No,DEM,10,0,40,50
Zapata,4,1748,Proposition #9,,Yes,DEM,149,18,447,614
Zapata,4,1748,Proposition #9,,No,DEM,11,0,27,38
Zapata,4,1748,Proposition #10,,Yes,DEM,138,15,428,581
Zapata,4,1748,Proposition #10,,No,DEM,17,1,44,62
Zapata,4,1748,Proposition #11,,Yes,DEM,144,11,424,579
Zapata,4,1748,Proposition #11,,No,DEM,16,3,48,67
Zapata,4,1748,Proposition 1,,Yes,REP,0,0,0,0
Zapata,4,1748,Proposition 1,,No,REP,0,0,0,0
Zapata,4,1748,Proposition 2,,Yes,REP,0,0,0,0
Zapata,4,1748,Proposition 2,,No,REP,0,0,0,0
Zapata,4,1748,Proposition 3,,Yes,REP,0,0,0,0
Zapata,4,1748,Proposition 3,,No,REP,0,0,0,0
Zapata,4,1748,Proposition 4,,Yes,REP,0,0,0,0
Zapata,4,1748,Proposition 4,,No,REP,0,0,0,0
Zapata,4,1748,Proposition 5,,Yes,REP,0,0,0,0
Zapata,4,1748,Proposition 5,,No,REP,0,0,0,0
Zapata,4,1748,Proposition 6,,Yes,REP,0,0,0,0
Zapata,4,1748,Proposition 6,,No,REP,0,0,0,0
Zapata,4,1748,Proposition 7,,Yes,REP,0,0,0,0
Zapata,4,1748,Proposition 7,,No,REP,0,0,0,0
Zapata,4,1748,Proposition 8,,Yes,REP,0,0,0,0
Zapata,4,1748,Proposition 8,,No,REP,0,0,0,0
Zapata,4,1748,Proposition 9,,Yes,REP,0,0,0,0
Zapata,4,1748,Proposition 9,,No,REP,0,0,0,0
Zapata,4,1748,Proposition 10,,Yes,REP,0,0,0,0
Zapata,4,1748,Proposition 10,,No,REP,0,0,0,0
