county,precinct,office,district,party,candidate,votes,early_voting,election_votes
Brazoria,4,"Member, State Board of Education, District 7",,LIB,Megan DaGata,27,17,10
Brazoria,4,State Senate,17,REP,Joan Huffman,784,496,288
Brazoria,4,State Senate,17,DEM,Rita Lucido,248,160,88
Brazoria,4,State Senate,17,LIB,George Hardy,31,14,17
Brazoria,4,State Senate,17,GRN,David Courtney,8,4,4
Brazoria,4,State House,25,REP,Dennis Bonnen,857,530,327
Brazoria,4,"Chief Justice, 14th Court of Appeals District",,REP,Kem Thompson Frost,766,485,281
Brazoria,4,"Chief Justice, 14th Court of Appeals District",,DEM,Kyle Carter,284,176,108
Brazoria,4,"Justice, 1st Court of Appeals District, Place 3",,REP,Russell Lloyd,763,484,279
Brazoria,4,"Justice, 1st Court of Appeals District, Place 3",,DEM,Jim Sharp,298,183,115
Brazoria,4,"Justice, 1st Court of Appeals District, Place 5",,REP,Laura Carter Higley,821,508,313
Brazoria,4,"Justice, 14th Court of Appeals District, Place 4, Unexpired Term",,REP,Marc Brown,827,510,317
Brazoria,4,"Justice, 14th Court of Appeals District, Place 7",,REP,Ken Wise,782,498,284
Brazoria,4,"Justice, 14th Court of Appeals District, Place 7",,DEM,Gordon Goodman,276,169,107
Brazoria,4,"District Judge, 149th Judicial District",,REP,Terri Tipton Holder,837,521,316
Brazoria,4,"District Judge, 239th Judicial District",,REP,Pat Sebesta,849,527,322
Brazoria,4,"District Judge, 300th Judicial District",,REP,K. Randall Hufstetler,836,516,320
Brazoria,4,"District Judge, 412th Judicial District",,REP,Ed Denman,833,515,318
Brazoria,4,Criminal District Attorney,,REP,Jeri Yenne,825,514,311
Brazoria,4,County Judge,,REP,Matt Sebesta,792,493,299
Brazoria,4,County Judge,,DEM,Robert Pruett,279,178,101
Brazoria,4,"Judge, County Court at Law #1 & Probate Court",,REP,Jerri Lee Mills,835,518,317
Brazoria,4,"Judge, County Court at Law #2 & Probate Court",,REP,Marc Wayne Holder,839,521,318
Brazoria,4,"Judge, County Court at Law #3 & Probate Court",,REP,Jeremy Warren,823,508,315
Brazoria,4,"Judge, County Court at Law #4 & Probate Court",,REP,Lori Rickert,832,515,317
Brazoria,4,District Clerk,,REP,Rhonda Cross Barchak,817,504,313
Brazoria,4,County Clerk,,REP,Joyce Hudman,840,519,321
Brazoria,4,County Treasurer,,REP,Cathy Campbell,815,505,310
Brazoria,4,"County Commissioner, Precinct 4",,REP,David Linder,806,503,303
Brazoria,4,"County Commissioner, Precinct 4",,DEM,Alan Kolodny,266,171,95
Brazoria,4,"Justice of the Peace, Precinct 4, Place 2",,REP,Sherry Kersh,844,522,322
Brazoria,5,Straight Party,,REP,Republican Party,257,158,99
Brazoria,5,Straight Party,,DEM,Democratic Party,73,39,34
Brazoria,5,Straight Party,,LIB,Libertarian Party,0,0,0
Brazoria,5,Straight Party,,GRN,Green Party,1,0,1
Brazoria,5,U.S. Senate,,REP,John Cornyn,428,263,165
Brazoria,5,U.S. Senate,,DEM,David M. Alameel,114,67,47
Brazoria,5,U.S. Senate,,LIB,Rebecca Paddock,16,9,7
Brazoria,5,U.S. Senate,,GRN,"Emily ""Spicybrown"" Sanchez",6,1,5
Brazoria,5,U.S. Senate,,,Mohammed Tahiro,0,0,0
Brazoria,5,U.S. House,14,REP,Randy Weber,431,269,162
Brazoria,5,U.S. House,14,DEM,Donald G. Brown,121,69,52
Brazoria,5,U.S. House,14,LIB,John Wieder,11,5,6
Brazoria,5,Governor,,REP,Greg Abbott,421,265,156
Brazoria,5,Governor,,DEM,Wendy R. Davis,140,75,65
Brazoria,5,Governor,,LIB,Kathie Glass,9,5,4
Brazoria,5,Governor,,GRN,Brandon Parmer,2,1,1
Brazoria,5,Governor,,,Sarah M. Pavitt,0,0,0
Brazoria,5,Lieutenant Governor,,REP,Dan Patrick,420,264,156
Brazoria,5,Lieutenant Governor,,DEM,Leticia Van de Putte,132,77,55
Brazoria,5,Lieutenant Governor,,LIB,Robert D. Butler,15,4,11
Brazoria,5,Lieutenant Governor,,GRN,Chandrakantha Courtney,2,0,2
Brazoria,5,Attorney General,,REP,Ken Paxton,441,278,163
Brazoria,5,Attorney General,,DEM,Sam Houston,124,70,54
Brazoria,5,Attorney General,,LIB,Jamie Balagia,7,2,5
Brazoria,5,Attorney General,,GRN,Jamar Osborne,2,0,2
Brazoria,5,Comptroller of Public Accounts,,REP,Glenn Hegar,419,260,159
Brazoria,5,Comptroller of Public Accounts,,DEM,Mike Collier,132,76,56
Brazoria,5,Comptroller of Public Accounts,,LIB,Ben Sanders,11,6,5
Brazoria,5,Comptroller of Public Accounts,,GRN,Deb Shafto,4,2,2
Brazoria,5,Commissioner of the General Land Office,,REP,George P. Bush,420,265,155
Brazoria,5,Commissioner of the General Land Office,,DEM,John Cook,129,73,56
Brazoria,5,Commissioner of the General Land Office,,LIB,Justin Knight,13,7,6
Brazoria,5,Commissioner of the General Land Office,,GRN,Valerie Alessi,4,0,4
Brazoria,5,Commissioner of Agriculture,,REP,Sid Miller,413,260,153
Brazoria,5,Commissioner of Agriculture,,DEM,Jim Hogan,135,76,59
Brazoria,5,Commissioner of Agriculture,,LIB,David (Rocky) Palmquist,11,5,6
Brazoria,5,Commissioner of Agriculture,,GRN,Kenneth Kendrick,7,3,4
Brazoria,5,Railroad Commissioner,,REP,Ryan Sitton,418,263,155
Brazoria,5,Railroad Commissioner,,DEM,Steve Brown,128,73,55
Brazoria,5,Railroad Commissioner,,LIB,Mark A. Miller,14,5,9
Brazoria,5,Railroad Commissioner,,GRN,Martina Salinas,6,3,3
Brazoria,5,"Chief Justice, Supreme Court",,REP,Nathan Hecht,427,265,162
Brazoria,5,"Chief Justice, Supreme Court",,DEM,William Moody,130,75,55
Brazoria,5,"Chief Justice, Supreme Court",,LIB,Tom Oxford,13,7,6
Brazoria,5,"Justice, Supreme Court, Place 6, Unexpired Term",,REP,Jeff Brown,430,267,163
Brazoria,5,"Justice, Supreme Court, Place 6, Unexpired Term",,DEM,Lawrence Edward Meyers,119,68,51
Brazoria,5,"Justice, Supreme Court, Place 6, Unexpired Term",,LIB,Mark Ash,14,7,7
Brazoria,5,"Justice, Supreme Court, Place 7",,REP,Jeff Boyd,424,264,160
Brazoria,5,"Justice, Supreme Court, Place 7",,DEM,Gina Benavides,125,69,56
Brazoria,5,"Justice, Supreme Court, Place 7",,LIB,Don Fulton,12,8,4
Brazoria,5,"Justice, Supreme Court, Place 7",,GRN,Charles E. Waterbury,2,1,1
Brazoria,5,"Justice, Supreme Court, Place 8",,REP,Phil Johnson,439,272,167
Brazoria,5,"Justice, Supreme Court, Place 8",,LIB,RS Roberto Koelsch,29,16,13
Brazoria,5,"Justice, Supreme Court, Place 8",,GRN,Jim Chisolm,19,10,9
Brazoria,5,"Judge, Court of Criminal Appeals Place 3",,REP,Bert Richardson,421,262,159
Brazoria,5,"Judge, Court of Criminal Appeals Place 3",,DEM,John Granberg,124,72,52
Brazoria,5,"Judge, Court of Criminal Appeals Place 3",,LIB,Mark W. Bennett,16,7,9
Brazoria,5,"Judge, Court of Criminal Appeals Place 4",,REP,Kevin Patrick Yeary,437,269,168
Brazoria,5,"Judge, Court of Criminal Appeals Place 4",,LIB,Quanah Parker,40,22,18
Brazoria,5,"Judge, Court of Criminal Appeals Place 4",,GRN,Judith Sanders-Castro,15,9,6
Brazoria,5,"Judge, Court of Criminal Appeals Place 9",,REP,David Newell,442,273,169
Brazoria,5,"Judge, Court of Criminal Appeals Place 9",,LIB,"William Bryan Strange, III",35,18,17
Brazoria,5,"Judge, Court of Criminal Appeals Place 9",,GRN,George Joseph Altgelt,15,9,6
Brazoria,5,"Member, State Board of Education, District 7",,REP,David Bradley,419,263,156
Brazoria,5,"Member, State Board of Education, District 7",,DEM,Kathy King,131,73,58
Brazoria,5,"Member, State Board of Education, District 7",,LIB,Megan DaGata,13,7,6
Brazoria,5,State House,25,REP,Dennis Bonnen,462,278,184
Brazoria,5,"Chief Justice, 14th Court of Appeals District",,REP,Kem Thompson Frost,431,267,164
Brazoria,5,"Chief Justice, 14th Court of Appeals District",,DEM,Kyle Carter,129,74,55
Brazoria,5,"Justice, 1st Court of Appeals District, Place 3",,REP,Russell Lloyd,422,265,157
Brazoria,5,"Justice, 1st Court of Appeals District, Place 3",,DEM,Jim Sharp,137,75,62
Brazoria,5,"Justice, 1st Court of Appeals District, Place 5",,REP,Laura Carter Higley,445,270,175
Brazoria,5,"Justice, 14th Court of Appeals District, Place 4, Unexpired Term",,REP,Marc Brown,447,271,176
Brazoria,5,"Justice, 14th Court of Appeals District, Place 7",,REP,Ken Wise,433,268,165
Brazoria,5,"Justice, 14th Court of Appeals District, Place 7",,DEM,Gordon Goodman,122,70,52
Brazoria,5,"District Judge, 149th Judicial District",,REP,Terri Tipton Holder,461,280,181
Brazoria,5,"District Judge, 239th Judicial District",,REP,Pat Sebesta,463,282,181
Brazoria,5,"District Judge, 300th Judicial District",,REP,K. Randall Hufstetler,440,267,173
Brazoria,5,"District Judge, 412th Judicial District",,REP,Ed Denman,445,270,175
Brazoria,5,Criminal District Attorney,,REP,Jeri Yenne,432,262,170
Brazoria,5,County Judge,,REP,Matt Sebesta,433,260,173
Brazoria,5,County Judge,,DEM,Robert Pruett,130,81,49
Brazoria,5,"Judge, County Court at Law #1 & Probate Court",,REP,Jerri Lee Mills,449,273,176
Brazoria,5,"Judge, County Court at Law #2 & Probate Court",,REP,Marc Wayne Holder,452,276,176
Brazoria,5,"Judge, County Court at Law #3 & Probate Court",,REP,Jeremy Warren,444,270,174
Brazoria,5,"Judge, County Court at Law #4 & Probate Court",,REP,Lori Rickert,441,268,173
Brazoria,5,District Clerk,,REP,Rhonda Cross Barchak,444,271,173
Brazoria,5,County Clerk,,REP,Joyce Hudman,441,266,175
Brazoria,5,County Treasurer,,REP,Cathy Campbell,440,269,171
Brazoria,5,"County Commissioner, Precinct 4",,REP,David Linder,430,268,162
Brazoria,5,"County Commissioner, Precinct 4",,DEM,Alan Kolodny,135,76,59
Brazoria,5,"Justice of the Peace, Precinct 4, Place 2",,REP,Sherry Kersh,452,276,176
Brazoria,6,Straight Party,,REP,Republican Party,254,119,135
Brazoria,6,Straight Party,,DEM,Democratic Party,39,17,22
Brazoria,6,Straight Party,,LIB,Libertarian Party,4,3,1
Brazoria,6,Straight Party,,GRN,Green Party,1,0,1
Brazoria,6,U.S. Senate,,REP,John Cornyn,364,176,188
Brazoria,6,U.S. Senate,,DEM,David M. Alameel,64,30,34
Brazoria,6,U.S. Senate,,LIB,Rebecca Paddock,22,10,12
Brazoria,6,U.S. Senate,,GRN,"Emily ""Spicybrown"" Sanchez",9,5,4
Brazoria,6,U.S. Senate,,,Mohammed Tahiro,0,0,0
Brazoria,6,U.S. House,14,REP,Randy Weber,389,188,201
Brazoria,6,U.S. House,14,DEM,Donald G. Brown,68,32,36
Brazoria,6,U.S. House,14,LIB,John Wieder,14,4,10
Brazoria,6,Governor,,REP,Greg Abbott,373,183,190
Brazoria,6,Governor,,DEM,Wendy R. Davis,88,36,52
Brazoria,6,Governor,,LIB,Kathie Glass,10,5,5
Brazoria,6,Governor,,GRN,Brandon Parmer,1,0,1
Brazoria,6,Governor,,,Sarah M. Pavitt,0,0,0
Brazoria,6,Lieutenant Governor,,REP,Dan Patrick,383,184,199
Brazoria,6,Lieutenant Governor,,DEM,Leticia Van de Putte,75,33,42
Brazoria,6,Lieutenant Governor,,LIB,Robert D. Butler,12,6,6
Brazoria,6,Lieutenant Governor,,GRN,Chandrakantha Courtney,2,1,1
Brazoria,6,Attorney General,,REP,Ken Paxton,385,183,202
Brazoria,6,Attorney General,,DEM,Sam Houston,70,33,37
Brazoria,6,Attorney General,,LIB,Jamie Balagia,14,6,8
Brazoria,6,Attorney General,,GRN,Jamar Osborne,6,3,3
Brazoria,6,Comptroller of Public Accounts,,REP,Glenn Hegar,371,177,194
Brazoria,6,Comptroller of Public Accounts,,DEM,Mike Collier,71,34,37
Brazoria,6,Comptroller of Public Accounts,,LIB,Ben Sanders,19,10,9
Brazoria,6,Comptroller of Public Accounts,,GRN,Deb Shafto,7,2,5
Brazoria,6,Commissioner of the General Land Office,,REP,George P. Bush,380,181,199
Brazoria,6,Commissioner of the General Land Office,,DEM,John Cook,67,30,37
Brazoria,6,Commissioner of the General Land Office,,LIB,Justin Knight,17,10,7
Brazoria,6,Commissioner of the General Land Office,,GRN,Valerie Alessi,6,3,3
Brazoria,6,Commissioner of Agriculture,,REP,Sid Miller,375,180,195
Brazoria,6,Commissioner of Agriculture,,DEM,Jim Hogan,73,34,39
Brazoria,6,Commissioner of Agriculture,,LIB,David (Rocky) Palmquist,11,5,6
Brazoria,6,Commissioner of Agriculture,,GRN,Kenneth Kendrick,10,5,5
Brazoria,6,Railroad Commissioner,,REP,Ryan Sitton,377,179,198
Brazoria,6,Railroad Commissioner,,DEM,Steve Brown,71,31,40
Brazoria,6,Railroad Commissioner,,LIB,Mark A. Miller,11,6,5
Brazoria,6,Railroad Commissioner,,GRN,Martina Salinas,11,7,4
Brazoria,6,"Chief Justice, Supreme Court",,REP,Nathan Hecht,387,186,201
Brazoria,6,"Chief Justice, Supreme Court",,DEM,William Moody,70,34,36
Brazoria,6,"Chief Justice, Supreme Court",,LIB,Tom Oxford,14,5,9
Brazoria,6,"Justice, Supreme Court, Place 6, Unexpired Term",,REP,Jeff Brown,381,181,200
Brazoria,6,"Justice, Supreme Court, Place 6, Unexpired Term",,DEM,Lawrence Edward Meyers,67,31,36
Brazoria,6,"Justice, Supreme Court, Place 6, Unexpired Term",,LIB,Mark Ash,17,8,9
Brazoria,6,"Justice, Supreme Court, Place 7",,REP,Jeff Boyd,377,179,198
Brazoria,6,"Justice, Supreme Court, Place 7",,DEM,Gina Benavides,68,33,35
Brazoria,6,"Justice, Supreme Court, Place 7",,LIB,Don Fulton,14,6,8
Brazoria,6,"Justice, Supreme Court, Place 7",,GRN,Charles E. Waterbury,8,3,5
Brazoria,6,"Justice, Supreme Court, Place 8",,REP,Phil Johnson,392,186,206
Brazoria,6,"Justice, Supreme Court, Place 8",,LIB,RS Roberto Koelsch,27,15,12
Brazoria,6,"Justice, Supreme Court, Place 8",,GRN,Jim Chisolm,12,5,7
Brazoria,6,"Judge, Court of Criminal Appeals Place 3",,REP,Bert Richardson,377,181,196
Brazoria,6,"Judge, Court of Criminal Appeals Place 3",,DEM,John Granberg,71,32,39
Brazoria,6,"Judge, Court of Criminal Appeals Place 3",,LIB,Mark W. Bennett,19,10,9
Brazoria,6,"Judge, Court of Criminal Appeals Place 4",,REP,Kevin Patrick Yeary,386,185,201
Brazoria,6,"Judge, Court of Criminal Appeals Place 4",,LIB,Quanah Parker,27,15,12
Brazoria,6,"Judge, Court of Criminal Appeals Place 4",,GRN,Judith Sanders-Castro,17,7,10
Brazoria,6,"Judge, Court of Criminal Appeals Place 9",,REP,David Newell,391,187,204
Brazoria,6,"Judge, Court of Criminal Appeals Place 9",,LIB,"William Bryan Strange, III",24,13,11
Brazoria,6,"Judge, Court of Criminal Appeals Place 9",,GRN,George Joseph Altgelt,15,6,9
Brazoria,6,"Member, State Board of Education, District 7",,REP,David Bradley,376,179,197
Brazoria,6,"Member, State Board of Education, District 7",,DEM,Kathy King,77,36,41
Brazoria,6,"Member, State Board of Education, District 7",,LIB,Megan DaGata,13,6,7
Brazoria,6,State House,29,REP,Ed Thompson,402,189,213
Brazoria,6,"Chief Justice, 14th Court of Appeals District",,REP,Kem Thompson Frost,387,184,203
Brazoria,6,"Chief Justice, 14th Court of Appeals District",,DEM,Kyle Carter,77,35,42
Brazoria,6,"Justice, 1st Court of Appeals District, Place 3",,REP,Russell Lloyd,388,185,203
Brazoria,6,"Justice, 1st Court of Appeals District, Place 3",,DEM,Jim Sharp,74,34,40
Brazoria,6,"Justice, 1st Court of Appeals District, Place 5",,REP,Laura Carter Higley,400,187,213
Brazoria,6,"Justice, 14th Court of Appeals District, Place 4, Unexpired Term",,REP,Marc Brown,397,187,210
Brazoria,6,"Justice, 14th Court of Appeals District, Place 7",,REP,Ken Wise,389,183,206
Brazoria,6,"Justice, 14th Court of Appeals District, Place 7",,DEM,Gordon Goodman,75,36,39
Brazoria,6,"District Judge, 149th Judicial District",,REP,Terri Tipton Holder,404,193,211
Brazoria,6,"District Judge, 239th Judicial District",,REP,Pat Sebesta,406,194,212
Brazoria,6,"District Judge, 300th Judicial District",,REP,K. Randall Hufstetler,397,188,209
Brazoria,6,"District Judge, 412th Judicial District",,REP,Ed Denman,396,188,208
Brazoria,6,Criminal District Attorney,,REP,Jeri Yenne,388,182,206
Brazoria,6,County Judge,,REP,Matt Sebesta,392,186,206
Brazoria,6,County Judge,,DEM,Robert Pruett,77,36,41
Brazoria,6,"Judge, County Court at Law #1 & Probate Court",,REP,Jerri Lee Mills,396,187,209
Brazoria,6,"Judge, County Court at Law #2 & Probate Court",,REP,Marc Wayne Holder,395,188,207
Brazoria,6,"Judge, County Court at Law #3 & Probate Court",,REP,Jeremy Warren,394,186,208
Brazoria,6,"Judge, County Court at Law #4 & Probate Court",,REP,Lori Rickert,394,187,207
Brazoria,6,District Clerk,,REP,Rhonda Cross Barchak,393,187,206
Brazoria,6,County Clerk,,REP,Joyce Hudman,398,189,209
Brazoria,6,County Treasurer,,REP,Cathy Campbell,393,186,207
Brazoria,6,"Justice of the Peace, Precinct 1, Place 2",,REP,Milan Miller,384,183,201
Brazoria,6,"Justice of the Peace, Precinct 1, Place 2",,DEM,Steve Upton,81,36,45
Brazoria,7,Straight Party,,REP,Republican Party,62,42,20
Brazoria,7,Straight Party,,DEM,Democratic Party,64,34,30
Brazoria,7,Straight Party,,LIB,Libertarian Party,0,0,0
Brazoria,7,Straight Party,,GRN,Green Party,0,0,0
Brazoria,7,U.S. Senate,,REP,John Cornyn,121,83,38
Brazoria,7,U.S. Senate,,DEM,David M. Alameel,96,57,39
Brazoria,7,U.S. Senate,,LIB,Rebecca Paddock,8,6,2
Brazoria,7,U.S. Senate,,GRN,"Emily ""Spicybrown"" Sanchez",7,6,1
Brazoria,7,U.S. Senate,,,Mohammed Tahiro,0,0,0
Brazoria,7,U.S. House,14,REP,Randy Weber,126,85,41
Brazoria,7,U.S. House,14,DEM,Donald G. Brown,105,64,41
Brazoria,7,U.S. House,14,LIB,John Wieder,5,4,1
Brazoria,7,Governor,,REP,Greg Abbott,118,80,38
Brazoria,7,Governor,,DEM,Wendy R. Davis,115,72,43
Brazoria,7,Governor,,LIB,Kathie Glass,3,1,2
Brazoria,7,Governor,,GRN,Brandon Parmer,1,1,0
Brazoria,7,Governor,,,Sarah M. Pavitt,0,0,0
Brazoria,7,Lieutenant Governor,,REP,Dan Patrick,120,84,36
Brazoria,7,Lieutenant Governor,,DEM,Leticia Van de Putte,106,64,42
Brazoria,7,Lieutenant Governor,,LIB,Robert D. Butler,5,4,1
Brazoria,7,Lieutenant Governor,,GRN,Chandrakantha Courtney,3,1,2
Brazoria,7,Attorney General,,REP,Ken Paxton,112,77,35
Brazoria,7,Attorney General,,DEM,Sam Houston,113,70,43
Brazoria,7,Attorney General,,LIB,Jamie Balagia,6,5,1
Brazoria,7,Attorney General,,GRN,Jamar Osborne,3,1,2
Brazoria,7,Comptroller of Public Accounts,,REP,Glenn Hegar,111,76,35
Brazoria,7,Comptroller of Public Accounts,,DEM,Mike Collier,113,71,42
Brazoria,7,Comptroller of Public Accounts,,LIB,Ben Sanders,7,5,2
Brazoria,7,Comptroller of Public Accounts,,GRN,Deb Shafto,3,2,1
Brazoria,7,Commissioner of the General Land Office,,REP,George P. Bush,115,82,33
Brazoria,7,Commissioner of the General Land Office,,DEM,John Cook,111,66,45
Brazoria,7,Commissioner of the General Land Office,,LIB,Justin Knight,5,2,3
Brazoria,7,Commissioner of the General Land Office,,GRN,Valerie Alessi,5,4,1
Brazoria,7,Commissioner of Agriculture,,REP,Sid Miller,110,77,33
Brazoria,7,Commissioner of Agriculture,,DEM,Jim Hogan,109,67,42
Brazoria,7,Commissioner of Agriculture,,LIB,David (Rocky) Palmquist,9,6,3
Brazoria,7,Commissioner of Agriculture,,GRN,Kenneth Kendrick,6,4,2
Brazoria,7,Railroad Commissioner,,REP,Ryan Sitton,111,78,33
Brazoria,7,Railroad Commissioner,,DEM,Steve Brown,108,65,43
Brazoria,7,Railroad Commissioner,,LIB,Mark A. Miller,5,4,1
Brazoria,7,Railroad Commissioner,,GRN,Martina Salinas,10,6,4
Brazoria,7,"Chief Justice, Supreme Court",,REP,Nathan Hecht,119,83,36
Brazoria,7,"Chief Justice, Supreme Court",,DEM,William Moody,108,67,41
Brazoria,7,"Chief Justice, Supreme Court",,LIB,Tom Oxford,8,4,4
Brazoria,7,"Justice, Supreme Court, Place 6, Unexpired Term",,REP,Jeff Brown,118,82,36
Brazoria,7,"Justice, Supreme Court, Place 6, Unexpired Term",,DEM,Lawrence Edward Meyers,106,64,42
Brazoria,7,"Justice, Supreme Court, Place 6, Unexpired Term",,LIB,Mark Ash,8,6,2
Brazoria,7,"Justice, Supreme Court, Place 7",,REP,Jeff Boyd,111,78,33
Brazoria,7,"Justice, Supreme Court, Place 7",,DEM,Gina Benavides,116,71,45
Brazoria,7,"Justice, Supreme Court, Place 7",,LIB,Don Fulton,3,2,1
Brazoria,7,"Justice, Supreme Court, Place 7",,GRN,Charles E. Waterbury,2,1,1
Brazoria,7,"Justice, Supreme Court, Place 8",,REP,Phil Johnson,123,84,39
Brazoria,7,"Justice, Supreme Court, Place 8",,LIB,RS Roberto Koelsch,28,22,6
Brazoria,7,"Justice, Supreme Court, Place 8",,GRN,Jim Chisolm,16,10,6
Brazoria,7,"Judge, Court of Criminal Appeals Place 3",,REP,Bert Richardson,111,79,32
Brazoria,7,"Judge, Court of Criminal Appeals Place 3",,DEM,John Granberg,110,68,42
Brazoria,7,"Judge, Court of Criminal Appeals Place 3",,LIB,Mark W. Bennett,11,6,5
Brazoria,7,"Judge, Court of Criminal Appeals Place 4",,REP,Kevin Patrick Yeary,120,83,37
Brazoria,7,"Judge, Court of Criminal Appeals Place 4",,LIB,Quanah Parker,35,23,12
Brazoria,7,"Judge, Court of Criminal Appeals Place 4",,GRN,Judith Sanders-Castro,17,14,3
Brazoria,7,"Judge, Court of Criminal Appeals Place 9",,REP,David Newell,123,86,37
Brazoria,7,"Judge, Court of Criminal Appeals Place 9",,LIB,"William Bryan Strange, III",34,24,10
Brazoria,7,"Judge, Court of Criminal Appeals Place 9",,GRN,George Joseph Altgelt,13,9,4
Brazoria,7,"Member, State Board of Education, District 7",,REP,David Bradley,109,74,35
Brazoria,7,"Member, State Board of Education, District 7",,DEM,Kathy King,115,73,42
Brazoria,7,"Member, State Board of Education, District 7",,LIB,Megan DaGata,9,6,3
Brazoria,7,State Senate,17,REP,Joan Huffman,122,84,38
Brazoria,7,State Senate,17,DEM,Rita Lucido,109,66,43
Brazoria,7,State Senate,17,LIB,George Hardy,5,3,2
Brazoria,7,State Senate,17,GRN,David Courtney,1,1,0
Brazoria,7,State House,25,REP,Dennis Bonnen,145,98,47
Brazoria,7,"Chief Justice, 14th Court of Appeals District",,REP,Kem Thompson Frost,116,81,35
Brazoria,7,"Chief Justice, 14th Court of Appeals District",,DEM,Kyle Carter,112,68,44
Brazoria,7,"Justice, 1st Court of Appeals District, Place 3",,REP,Russell Lloyd,113,82,31
Brazoria,7,"Justice, 1st Court of Appeals District, Place 3",,DEM,Jim Sharp,118,70,48
