county,precinct,office,district,candidate,party,votes,election_day,early_voting,mail,provisional
Kleberg,PRECINCT 32,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,160,68,87,4,1
Kleberg,PRECINCT 32,"Justice, Supreme Court, Place 7",,Gina Benavides,DEM,160,85,65,10,0
Kleberg,PRECINCT 32,"Justice, Supreme Court, Place 7",,Don Fulton,LIB,6,4,2,0,0
Kleberg,PRECINCT 32,"Justice, Supreme Court, Place 7",,Charles E. Waterbury,GRN,1,1,0,0,0
Kleberg,PRECINCT 32,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,207,93,105,8,1
Kleberg,PRECINCT 32,"Justice, Supreme Court, Place 8",,RS Roberto Koelsch,LIB,44,26,18,0,0
Kleberg,PRECINCT 32,"Justice, Supreme Court, Place 8",,Jim Chisolm,GRN,21,8,13,0,0
Kleberg,PRECINCT 32,"Judge, Court of Criminal Appeals, Pl 3",,Bert Richardson,REP,176,76,94,5,1
Kleberg,PRECINCT 32,"Judge, Court of Criminal Appeals, Pl 3",,John Granberg,DEM,137,73,54,10,0
Kleberg,PRECINCT 32,"Judge, Court of Criminal Appeals, Pl 3",,Mark W. Bennett,LIB,12,6,6,0,0
Kleberg,PRECINCT 32,"Judge, Court of Criminal Appeals, Pl 4",,Kevin Patrick Yeary,REP,200,87,105,7,1
Kleberg,PRECINCT 32,"Judge, Court of Criminal Appeals, Pl 4",,Quanah Parker,LIB,42,22,20,0,0
Kleberg,PRECINCT 32,"Judge, Court of Criminal Appeals, Pl 4",,Judith Sanders-Castro,GRN,34,19,14,1,0
Kleberg,PRECINCT 32,"Judge, Court of Criminal Appeals, Pl 9",,David Newell,REP,209,92,108,8,1
Kleberg,PRECINCT 32,"Judge, Court of Criminal Appeals, Pl 9",,"William Bryan Strange, III",LIB,44,26,18,0,0
Kleberg,PRECINCT 32,"Judge, Court of Criminal Appeals, Pl 9",,George Joseph Altgelt,GRN,19,10,9,0,0
Kleberg,PRECINCT 32,"State Board of Education, District 2",,"Ruben Cortez, Jr.",DEM,198,107,81,9,1
Kleberg,PRECINCT 32,State Representative,43,J.M. Lozano,REP,224,98,118,7,1
Kleberg,PRECINCT 32,State Representative,43,Kim Gonzalez,DEM,118,66,44,8,0
Kleberg,PRECINCT 32,"13th Court of Appeals District, Place 6",,Doug Norman,REP,166,65,95,5,1
Kleberg,PRECINCT 32,"13th Court of Appeals District, Place 6",,Dori Contreras Garza,DEM,163,90,63,10,0
Kleberg,PRECINCT 32,District Judge 105th Judicial District,,Jack William Pulcher,REP,165,66,93,5,1
Kleberg,PRECINCT 32,District Judge 105th Judicial District,,Rose Meza Harrison,DEM,166,92,64,10,0
Kleberg,PRECINCT 32,County Judge,,Rudy Madrid,REP,216,93,116,6,1
Kleberg,PRECINCT 32,County Judge,,Juan M. Escobar,DEM,127,72,46,9,0
Kleberg,PRECINCT 32,"Judge, County Court at Law",,Alfred L. Isassi . .,REP,193,80,103,9,1
Kleberg,PRECINCT 32,"Judge, County Court at Law",,Lupita Mendoza,DEM,149,85,58,6,0
Kleberg,PRECINCT 32,"County Attorney, Unexpired Term",,Kira Talip,DEM,209,112,87,9,1
Kleberg,PRECINCT 32,District Clerk,,Jennifer Whittington,REP,209,87,114,7,1
Kleberg,PRECINCT 32,District Clerk,,Tiffany Hernandez,DEM,129,76,44,9,0
Kleberg,PRECINCT 32,County Clerk,,Stephanie G. Garza,DEM,209,111,88,9,1
Kleberg,PRECINCT 32,County Treasurer,,Priscilla Alaniz Cantu,DEM,212,113,88,10,1
Kleberg,PRECINCT 32,"Justice of the Peace, Precinct No. 3",,"Christopher ""Chris"" Lee",REP,167,72,90,4,1
Kleberg,PRECINCT 32,"Justice of the Peace, Precinct No. 3",,Sam Brown,DEM,166,88,67,11,0
Kleberg,PRECINCT 32,Constitutional Amendment Election,,FOR,,233,112,110,10,1
Kleberg,PRECINCT 32,Constitutional Amendment Election,,AGAINST,,40,17,21,2,0
Kleberg,PRECINCT 32,"Trustee, Position 1, Expired Term RICARDO ISD",,Rosanna G. Arevalo,,45,21,24,0,0
Kleberg,PRECINCT 32,"Trustee, Position 2, Expired Term RICARDO ISD",,"Elias Arredondo, Jr.",,44,20,24,0,0
Kleberg,PRECINCT 32,"Trustee, Position 3, Expired Term RICARDO ISD",,Kelso Currie,,33,10,23,0,0
Kleberg,PRECINCT 32,"Trustee, Position 3, Expired Term RICARDO ISD",,Mario A. Mendietta,,26,17,9,0,0
Kleberg,PRECINCT 33/34,Ballots Cast,,,,515,322,166,27,0
Kleberg,PRECINCT 33/34,Straight Party,,Republican,REP,108,59,43,6,0
Kleberg,PRECINCT 33/34,Straight Party,,Democratic,DEM,79,49,23,7,0
Kleberg,PRECINCT 33/34,Straight Party,,Libertarian,LIB,3,3,0,0,0
Kleberg,PRECINCT 33/34,Straight Party,,Green,GRN,1,1,0,0,0
Kleberg,PRECINCT 33/34,U.S. Senate,,John Cornyn,REP,312,192,105,15,0
Kleberg,PRECINCT 33/34,U.S. Senate,,David M. Alameel,DEM,154,98,47,9,0
Kleberg,PRECINCT 33/34,U.S. Senate,,Rebecca Paddock,LIB,13,8,4,1,0
Kleberg,PRECINCT 33/34,U.S. Senate,,"Emily ""Spicybrown"" Sanchez",GRN,8,6,2,0,0
Kleberg,PRECINCT 33/34,U.S. Senate,,Write-ins,,0,0,0,0,0
Kleberg,PRECINCT 33/34,U.S. House,34,Larry S. Smith,REP,302,185,103,14,0
Kleberg,PRECINCT 33/34,U.S. House,34,Filemon B. Vela,DEM,178,112,55,11,0
Kleberg,PRECINCT 33/34,U.S. House,34,Ryan Rowley,LIB,5,3,2,0,0
Kleberg,PRECINCT 33/34,Governor,,Greg Abbott,REP,316,197,106,13,0
Kleberg,PRECINCT 33/34,Governor,,Wendy R. Davis,DEM,175,110,54,11,0
Kleberg,PRECINCT 33/34,Governor,,Kathie Glass,LIB,4,3,0,1,0
Kleberg,PRECINCT 33/34,Governor,,Brandon Parmer,GRN,2,2,0,0,0
Kleberg,PRECINCT 33/34,Governor,,Write-ins,,1,1,0,0,0
Kleberg,PRECINCT 33/34,Lieutenant Governor,,Dan Patrick,REP,304,188,103,13,0
Kleberg,PRECINCT 33/34,Lieutenant Governor,,Leticia Van de Putte,DEM,175,110,53,12,0
Kleberg,PRECINCT 33/34,Lieutenant Governor,,Robert D. Butler,LIB,10,7,2,1,0
Kleberg,PRECINCT 33/34,Lieutenant Governor,,Chandrakantha Courtney,GRN,2,1,1,0,0
Kleberg,PRECINCT 33/34,Attorney General,,Ken Paxton,REP,290,179,98,13,0
Kleberg,PRECINCT 33/34,Attorney General,,Sam Houston,DEM,175,104,60,11,0
Kleberg,PRECINCT 33/34,Attorney General,,Jamie Balagia,LIB,6,6,0,0,0
Kleberg,PRECINCT 33/34,Attorney General,,Jamar Osborne,GRN,1,1,0,0,0
Kleberg,PRECINCT 33/34,Comptroller of Public Accounts,,Glenn Hegar,REP,291,178,101,12,0
Kleberg,PRECINCT 33/34,Comptroller of Public Accounts,,Mike Collier,DEM,162,98,51,13,0
Kleberg,PRECINCT 33/34,Comptroller of Public Accounts,,Ben Sanders,LIB,14,10,4,0,0
Kleberg,PRECINCT 33/34,Comptroller of Public Accounts,,Deb Shafto,GRN,3,3,0,0,0
Kleberg,PRECINCT 33/34,Commissioner of the General Land Office,,George P. Bush,REP,310,186,109,15,0
Kleberg,PRECINCT 33/34,Commissioner of the General Land Office,,John Cook . .,DEM,164,105,49,10,0
Kleberg,PRECINCT 33/34,Commissioner of the General Land Office,,Justin Knight,LIB,7,6,1,0,0
Kleberg,PRECINCT 33/34,Commissioner of the General Land Office,,Valerie Alessi,GRN,6,6,0,0,0
Kleberg,PRECINCT 33/34,Commissioner of Agriculture,,Sid Miller,REP,290,175,101,14,0
Kleberg,PRECINCT 33/34,Commissioner of Agriculture,,Jim Hogan,DEM,168,107,52,9,0
Kleberg,PRECINCT 33/34,Commissioner of Agriculture,,David (Rocky) Palmquist .,LIB,11,8,3,0,0
Kleberg,PRECINCT 33/34,Commissioner of Agriculture,,Kenneth Kendrick,GRN,6,3,3,0,0
Kleberg,PRECINCT 33/34,Railroad Commissioner,,Ryan Sitton,REP,285,175,97,13,0
Kleberg,PRECINCT 33/34,Railroad Commissioner,,Steve Brown,DEM,164,100,54,10,0
Kleberg,PRECINCT 33/34,Railroad Commissioner,,Mark A. Miller,LIB,13,8,5,0,0
Kleberg,PRECINCT 33/34,Railroad Commissioner,,Martina Salinas,GRN,12,9,3,0,0
Kleberg,PRECINCT 33/34,"Chief Justice, Supreme Court",,Nathan Hecht,REP,302,184,104,14,0
Kleberg,PRECINCT 33/34,"Chief Justice, Supreme Court",,William Moody,DEM,162,102,51,9,0
Kleberg,PRECINCT 33/34,"Chief Justice, Supreme Court",,Tom Oxford,LIB,7,6,1,0,0
Kleberg,PRECINCT 33/34,"Supreme Court, Place 6, Unexpired Term",,Jeff Brown,REP,307,188,105,14,0
Kleberg,PRECINCT 33/34,"Supreme Court, Place 6, Unexpired Term",,Lawrence Edward Meyers,DEM,156,97,50,9,0
Kleberg,PRECINCT 33/34,"Supreme Court, Place 6, Unexpired Term",,Mark Ash,LIB,10,7,3,0,0
Kleberg,PRECINCT 33/34,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,300,187,99,14,0
Kleberg,PRECINCT 33/34,"Justice, Supreme Court, Place 7",,Gina Benavides,DEM,170,102,58,10,0
Kleberg,PRECINCT 33/34,"Justice, Supreme Court, Place 7",,Don Fulton,LIB,9,6,3,0,0
Kleberg,PRECINCT 33/34,"Justice, Supreme Court, Place 7",,Charles E. Waterbury,GRN,2,2,0,0,0
Kleberg,PRECINCT 33/34,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,329,201,113,15,0
Kleberg,PRECINCT 33/34,"Justice, Supreme Court, Place 8",,RS Roberto Koelsch,LIB,45,32,12,1,0
Kleberg,PRECINCT 33/34,"Justice, Supreme Court, Place 8",,Jim Chisolm,GRN,24,15,9,0,0
Kleberg,PRECINCT 33/34,"Judge, Court of Criminal Appeals, Pl 3",,Bert Richardson,REP,305,188,103,14,0
Kleberg,PRECINCT 33/34,"Judge, Court of Criminal Appeals, Pl 3",,John Granberg,DEM,160,100,51,9,0
Kleberg,PRECINCT 33/34,"Judge, Court of Criminal Appeals, Pl 3",,Mark W. Bennett,LIB,11,7,4,0,0
Kleberg,PRECINCT 33/34,"Judge, Court of Criminal Appeals, Pl 4",,Kevin Patrick Yeary,REP,324,200,109,15,0
Kleberg,PRECINCT 33/34,"Judge, Court of Criminal Appeals, Pl 4",,Quanah Parker,LIB,45,30,13,2,0
Kleberg,PRECINCT 33/34,"Judge, Court of Criminal Appeals, Pl 4",,Judith Sanders-Castro,GRN,38,26,12,0,0
Kleberg,PRECINCT 33/34,"Judge, Court of Criminal Appeals, Pl 9",,David Newell,REP,327,202,110,15,0
Kleberg,PRECINCT 33/34,"Judge, Court of Criminal Appeals, Pl 9",,"William Bryan Strange, III",LIB,50,34,15,1,0
Kleberg,PRECINCT 33/34,"Judge, Court of Criminal Appeals, Pl 9",,George Joseph Altgelt,GRN,21,13,8,0,0
Kleberg,PRECINCT 33/34,"State Board of Education, District 2",,"Ruben Cortez, Jr.",DEM,238,145,79,14,0
Kleberg,PRECINCT 33/34,State Representative,43,J.M. Lozano,REP,343,210,117,16,0
Kleberg,PRECINCT 33/34,State Representative,43,Kim Gonzalez,DEM,154,99,45,10,0
Kleberg,PRECINCT 33/34,"13th Court of Appeals District, Place 6",,Doug Norman,REP,300,180,105,15,0
Kleberg,PRECINCT 33/34,"13th Court of Appeals District, Place 6",,Dori Contreras Garza,DEM,179,113,55,11,0
Kleberg,PRECINCT 33/34,District Judge 105th Judicial District,,Jack William Pulcher,REP,306,187,104,15,0
Kleberg,PRECINCT 33/34,District Judge 105th Judicial District,,Rose Meza Harrison,DEM,180,114,55,11,0
Kleberg,PRECINCT 33/34,County Judge,,Rudy Madrid,REP,338,214,109,15,0
Kleberg,PRECINCT 33/34,County Judge,,Juan M. Escobar,DEM,164,97,55,12,0
Kleberg,PRECINCT 33/34,"Judge, County Court at Law",,Alfred L. Isassi . .,REP,296,180,99,17,0
Kleberg,PRECINCT 33/34,"Judge, County Court at Law",,Lupita Mendoza,DEM,184,114,61,9,0
Kleberg,PRECINCT 33/34,"County Attorney, Unexpired Term",,Kira Talip,DEM,249,151,83,15,0
Kleberg,PRECINCT 33/34,District Clerk,,Jennifer Whittington,REP,339,204,119,16,0
Kleberg,PRECINCT 33/34,District Clerk,,Tiffany Hernandez,DEM,152,97,45,10,0
Kleberg,PRECINCT 33/34,County Clerk,,Stephanie G. Garza,DEM,258,157,86,15,0
Kleberg,PRECINCT 33/34,County Treasurer,,Priscilla Alaniz Cantu,DEM,259,163,81,15,0
Kleberg,PRECINCT 33/34,"Justice of the Peace, Precinct No. 3",,"Christopher ""Chris"" Lee",REP,253,164,82,7,0
Kleberg,PRECINCT 33/34,"Justice of the Peace, Precinct No. 3",,Sam Brown,DEM,250,150,82,18,0
Kleberg,PRECINCT 33/34,Constitutional Amendment Election,,FOR,,299,178,104,17,0
Kleberg,PRECINCT 33/34,Constitutional Amendment Election,,AGAINST,,84,49,30,5,0
Kleberg,PRECINCT 35,Ballots Cast,,,,362,221,129,12,0
Kleberg,PRECINCT 35,Straight Party,,Republican,REP,74,40,31,3,0
Kleberg,PRECINCT 35,Straight Party,,Democratic,DEM,67,38,22,7,0
Kleberg,PRECINCT 35,Straight Party,,Libertarian,LIB,1,1,0,0,0
Kleberg,PRECINCT 35,Straight Party,,Green,GRN,0,0,0,0,0
Kleberg,PRECINCT 35,U.S. Senate,,John Cornyn,REP,192,115,74,3,0
Kleberg,PRECINCT 35,U.S. Senate,,David M. Alameel,DEM,134,83,42,9,0
Kleberg,PRECINCT 35,U.S. Senate,,Rebecca Paddock,LIB,8,4,4,0,0
Kleberg,PRECINCT 35,U.S. Senate,,"Emily ""Spicybrown"" Sanchez",GRN,16,11,5,0,0
Kleberg,PRECINCT 35,U.S. Senate,,Write-ins,,0,0,0,0,0
Kleberg,PRECINCT 35,U.S. House,34,Larry S. Smith,REP,183,104,76,3,0
Kleberg,PRECINCT 35,U.S. House,34,Filemon B. Vela,DEM,162,104,49,9,0
Kleberg,PRECINCT 35,U.S. House,34,Ryan Rowley,LIB,6,5,1,0,0
Kleberg,PRECINCT 35,Governor,,Greg Abbott,REP,208,126,79,3,0
Kleberg,PRECINCT 35,Governor,,Wendy R. Davis,DEM,141,88,44,9,0
Kleberg,PRECINCT 35,Governor,,Kathie Glass,LIB,3,1,2,0,0
Kleberg,PRECINCT 35,Governor,,Brandon Parmer,GRN,3,1,2,0,0
Kleberg,PRECINCT 35,Governor,,Write-ins,,0,0,0,0,0
Kleberg,PRECINCT 35,Lieutenant Governor,,Dan Patrick,REP,187,109,75,3,0
Kleberg,PRECINCT 35,Lieutenant Governor,,Leticia Van de Putte,DEM,152,98,45,9,0
Kleberg,PRECINCT 35,Lieutenant Governor,,Robert D. Butler,LIB,8,4,4,0,0
Kleberg,PRECINCT 35,Lieutenant Governor,,Chandrakantha Courtney,GRN,3,2,1,0,0
Kleberg,PRECINCT 35,Attorney General,,Ken Paxton,REP,178,100,75,3,0
Kleberg,PRECINCT 35,Attorney General,,Sam Houston,DEM,153,97,47,9,0
Kleberg,PRECINCT 35,Attorney General,,Jamie Balagia,LIB,10,6,4,0,0
Kleberg,PRECINCT 35,Attorney General,,Jamar Osborne,GRN,6,5,1,0,0
Kleberg,PRECINCT 35,Comptroller of Public Accounts,,Glenn Hegar,REP,179,102,74,3,0
Kleberg,PRECINCT 35,Comptroller of Public Accounts,,Mike Collier,DEM,152,99,44,9,0
Kleberg,PRECINCT 35,Comptroller of Public Accounts,,Ben Sanders,LIB,10,7,3,0,0
Kleberg,PRECINCT 35,Comptroller of Public Accounts,,Deb Shafto,GRN,4,2,2,0,0
Kleberg,PRECINCT 35,Commissioner of the General Land Office,,George P. Bush,REP,199,123,73,3,0
Kleberg,PRECINCT 35,Commissioner of the General Land Office,,John Cook . .,DEM,136,79,48,9,0
Kleberg,PRECINCT 35,Commissioner of the General Land Office,,Justin Knight,LIB,7,3,4,0,0
Kleberg,PRECINCT 35,Commissioner of the General Land Office,,Valerie Alessi,GRN,10,8,2,0,0
Kleberg,PRECINCT 35,Commissioner of Agriculture,,Sid Miller,REP,173,103,67,3,0
Kleberg,PRECINCT 35,Commissioner of Agriculture,,Jim Hogan,DEM,154,94,51,9,0
Kleberg,PRECINCT 35,Commissioner of Agriculture,,David (Rocky) Palmquist .,LIB,7,3,4,0,0
Kleberg,PRECINCT 35,Commissioner of Agriculture,,Kenneth Kendrick,GRN,11,8,3,0,0
Kleberg,PRECINCT 35,Railroad Commissioner,,Ryan Sitton,REP,169,96,70,3,0
Kleberg,PRECINCT 35,Railroad Commissioner,,Steve Brown,DEM,141,90,42,9,0
Kleberg,PRECINCT 35,Railroad Commissioner,,Mark A. Miller,LIB,7,3,4,0,0
Kleberg,PRECINCT 35,Railroad Commissioner,,Martina Salinas,GRN,28,19,9,0,0
Kleberg,PRECINCT 35,"Chief Justice, Supreme Court",,Nathan Hecht,REP,184,111,70,3,0
Kleberg,PRECINCT 35,"Chief Justice, Supreme Court",,William Moody,DEM,151,91,51,9,0
Kleberg,PRECINCT 35,"Chief Justice, Supreme Court",,Tom Oxford,LIB,10,5,5,0,0
Kleberg,PRECINCT 35,"Supreme Court, Place 6, Unexpired Term",,Jeff Brown,REP,189,113,73,3,0
Kleberg,PRECINCT 35,"Supreme Court, Place 6, Unexpired Term",,Lawrence Edward Meyers,DEM,143,85,49,9,0
Kleberg,PRECINCT 35,"Supreme Court, Place 6, Unexpired Term",,Mark Ash,LIB,12,8,4,0,0
Kleberg,PRECINCT 35,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,171,95,73,3,0
Kleberg,PRECINCT 35,"Justice, Supreme Court, Place 7",,Gina Benavides,DEM,169,110,50,9,0
Kleberg,PRECINCT 35,"Justice, Supreme Court, Place 7",,Don Fulton,LIB,4,1,3,0,0
Kleberg,PRECINCT 35,"Justice, Supreme Court, Place 7",,Charles E. Waterbury,GRN,3,2,1,0,0
Kleberg,PRECINCT 35,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,226,141,82,3,0
Kleberg,PRECINCT 35,"Justice, Supreme Court, Place 8",,RS Roberto Koelsch,LIB,38,26,11,1,0
Kleberg,PRECINCT 35,"Justice, Supreme Court, Place 8",,Jim Chisolm,GRN,31,15,16,0,0
Kleberg,PRECINCT 35,"Judge, Court of Criminal Appeals, Pl 3",,Bert Richardson,REP,188,109,76,3,0
Kleberg,PRECINCT 35,"Judge, Court of Criminal Appeals, Pl 3",,John Granberg,DEM,143,89,45,9,0
Kleberg,PRECINCT 35,"Judge, Court of Criminal Appeals, Pl 3",,Mark W. Bennett,LIB,10,6,4,0,0
Kleberg,PRECINCT 35,"Judge, Court of Criminal Appeals, Pl 4",,Kevin Patrick Yeary,REP,220,135,82,3,0
Kleberg,PRECINCT 35,"Judge, Court of Criminal Appeals, Pl 4",,Quanah Parker,LIB,39,25,13,1,0
Kleberg,PRECINCT 35,"Judge, Court of Criminal Appeals, Pl 4",,Judith Sanders-Castro,GRN,41,24,17,0,0
Kleberg,PRECINCT 35,"Judge, Court of Criminal Appeals, Pl 9",,David Newell,REP,227,139,85,3,0
Kleberg,PRECINCT 35,"Judge, Court of Criminal Appeals, Pl 9",,"William Bryan Strange, III",LIB,44,28,15,1,0
Kleberg,PRECINCT 35,"Judge, Court of Criminal Appeals, Pl 9",,George Joseph Altgelt,GRN,24,13,11,0,0
Kleberg,PRECINCT 35,"State Board of Education, District 2",,"Ruben Cortez, Jr.",DEM,213,139,65,9,0
Kleberg,PRECINCT 35,State Representative,43,J.M. Lozano,REP,242,150,89,3,0
Kleberg,PRECINCT 35,State Representative,43,Kim Gonzalez,DEM,110,62,39,9,0
Kleberg,PRECINCT 35,"13th Court of Appeals District, Place 6",,Doug Norman,REP,174,97,74,3,0
Kleberg,PRECINCT 35,"13th Court of Appeals District, Place 6",,Dori Contreras Garza,DEM,173,112,52,9,0
Kleberg,PRECINCT 35,District Judge 105th Judicial District,,Jack William Pulcher,REP,175,96,76,3,0
Kleberg,PRECINCT 35,District Judge 105th Judicial District,,Rose Meza Harrison,DEM,174,114,51,9,0
Kleberg,PRECINCT 35,County Judge,,Rudy Madrid,REP,218,130,85,3,0
Kleberg,PRECINCT 35,County Judge,,Juan M. Escobar,DEM,140,87,44,9,0
Kleberg,PRECINCT 35,"Judge, County Court at Law",,Alfred L. Isassi . .,REP,187,113,71,3,0
Kleberg,PRECINCT 35,"Judge, County Court at Law",,Lupita Mendoza,DEM,162,97,56,9,0
Kleberg,PRECINCT 35,"County Attorney, Unexpired Term",,Kira Talip,DEM,219,143,66,10,0
Kleberg,PRECINCT 35,District Clerk,,Jennifer Whittington,REP,205,122,80,3,0
Kleberg,PRECINCT 35,District Clerk,,Tiffany Hernandez,DEM,150,93,48,9,0
Kleberg,PRECINCT 35,County Clerk,,Stephanie G. Garza,DEM,224,151,63,10,0
Kleberg,PRECINCT 35,County Treasurer,,Priscilla Alaniz Cantu,DEM,228,150,69,9,0
Kleberg,PRECINCT 35,"Justice of the Peace, Precinct No. 3",,"Christopher ""Chris"" Lee",REP,159,96,60,3,0
Kleberg,PRECINCT 35,"Justice of the Peace, Precinct No. 3",,Sam Brown,DEM,196,121,66,9,0
Kleberg,PRECINCT 35,Constitutional Amendment Election,,FOR,,255,148,99,8,0
Kleberg,PRECINCT 35,Constitutional Amendment Election,,AGAINST,,33,22,11,0,0
Kleberg,PRECINCT 35,"Trustee, Position 1, Expired Term RICARDO ISD",,Rosanna G. Arevalo,,218,137,74,7,0
Kleberg,PRECINCT 35,"Trustee, Position 2, Expired Term RICARDO ISD",,"Elias Arredondo, Jr.",,215,135,73,7,0
Kleberg,PRECINCT 35,"Trustee, Position 3, Expired Term RICARDO ISD",,Kelso Currie,,134,71,59,4,0
Kleberg,PRECINCT 35,"Trustee, Position 3, Expired Term RICARDO ISD",,Mario A. Mendietta,,164,111,48,5,0
Kleberg,PRECINCT 41,Ballots Cast,,,,140,68,52,20,0
Kleberg,PRECINCT 41,Straight Party,,Republican,REP,8,4,4,0,0
Kleberg,PRECINCT 41,Straight Party,,Democratic,DEM,50,28,17,5,0
Kleberg,PRECINCT 41,Straight Party,,Libertarian,LIB,0,0,0,0,0
Kleberg,PRECINCT 41,Straight Party,,Green,GRN,0,0,0,0,0
Kleberg,PRECINCT 41,U.S. Senate,,John Cornyn,REP,23,12,11,0,0
Kleberg,PRECINCT 41,U.S. Senate,,David M. Alameel,DEM,86,43,27,16,0
Kleberg,PRECINCT 41,U.S. Senate,,Rebecca Paddock,LIB,5,1,3,1,0
Kleberg,PRECINCT 41,U.S. Senate,,"Emily ""Spicybrown"" Sanchez",GRN,6,5,1,0,0
Kleberg,PRECINCT 41,U.S. Senate,,Write-ins,,0,0,0,0,0
Kleberg,PRECINCT 41,U.S. House,34,Larry S. Smith,REP,19,9,10,0,0
Kleberg,PRECINCT 41,U.S. House,34,Filemon B. Vela,DEM,99,52,30,17,0
Kleberg,PRECINCT 41,U.S. House,34,Ryan Rowley,LIB,2,1,1,0,0
Kleberg,PRECINCT 41,Governor,,Greg Abbott,REP,29,14,14,1,0
Kleberg,PRECINCT 41,Governor,,Wendy R. Davis,DEM,92,48,28,16,0
Kleberg,PRECINCT 41,Governor,,Kathie Glass,LIB,2,1,1,0,0
Kleberg,PRECINCT 41,Governor,,Brandon Parmer,GRN,0,0,0,0,0
Kleberg,PRECINCT 41,Governor,,Write-ins,,0,0,0,0,0
Kleberg,PRECINCT 41,Lieutenant Governor,,Dan Patrick,REP,22,12,10,0,0
Kleberg,PRECINCT 41,Lieutenant Governor,,Leticia Van de Putte,DEM,96,50,29,17,0
Kleberg,PRECINCT 41,Lieutenant Governor,,Robert D. Butler,LIB,3,1,2,0,0
Kleberg,PRECINCT 41,Lieutenant Governor,,Chandrakantha Courtney,GRN,0,0,0,0,0
Kleberg,PRECINCT 41,Attorney General,,Ken Paxton,REP,19,10,9,0,0
Kleberg,PRECINCT 41,Attorney General,,Sam Houston,DEM,90,46,29,15,0
Kleberg,PRECINCT 41,Attorney General,,Jamie Balagia,LIB,7,4,1,2,0
Kleberg,PRECINCT 41,Attorney General,,Jamar Osborne,GRN,1,1,0,0,0
Kleberg,PRECINCT 41,Comptroller of Public Accounts,,Glenn Hegar,REP,19,8,11,0,0
Kleberg,PRECINCT 41,Comptroller of Public Accounts,,Mike Collier,DEM,92,48,27,17,0
Kleberg,PRECINCT 41,Comptroller of Public Accounts,,Ben Sanders,LIB,5,2,3,0,0
Kleberg,PRECINCT 41,Comptroller of Public Accounts,,Deb Shafto,GRN,1,1,0,0,0
Kleberg,PRECINCT 41,Commissioner of the General Land Office,,George P. Bush,REP,31,13,16,2,0
Kleberg,PRECINCT 41,Commissioner of the General Land Office,,John Cook . .,DEM,80,42,23,15,0
Kleberg,PRECINCT 41,Commissioner of the General Land Office,,Justin Knight,LIB,5,3,2,0,0
Kleberg,PRECINCT 41,Commissioner of the General Land Office,,Valerie Alessi,GRN,4,4,0,0,0
Kleberg,PRECINCT 41,Commissioner of Agriculture,,Sid Miller,REP,16,8,8,0,0
Kleberg,PRECINCT 41,Commissioner of Agriculture,,Jim Hogan,DEM,95,48,30,17,0
Kleberg,PRECINCT 41,Commissioner of Agriculture,,David (Rocky) Palmquist .,LIB,2,1,1,0,0
Kleberg,PRECINCT 41,Commissioner of Agriculture,,Kenneth Kendrick,GRN,3,3,0,0,0
Kleberg,PRECINCT 41,Railroad Commissioner,,Ryan Sitton,REP,13,6,7,0,0
Kleberg,PRECINCT 41,Railroad Commissioner,,Steve Brown,DEM,91,47,28,16,0
Kleberg,PRECINCT 41,Railroad Commissioner,,Mark A. Miller,LIB,2,1,1,0,0
Kleberg,PRECINCT 41,Railroad Commissioner,,Martina Salinas,GRN,12,7,4,1,0
Kleberg,PRECINCT 41,"Chief Justice, Supreme Court",,Nathan Hecht,REP,15,6,9,0,0
Kleberg,PRECINCT 41,"Chief Justice, Supreme Court",,William Moody,DEM,99,53,29,17,0
Kleberg,PRECINCT 41,"Chief Justice, Supreme Court",,Tom Oxford,LIB,3,1,2,0,0
Kleberg,PRECINCT 41,"Supreme Court, Place 6, Unexpired Term",,Jeff Brown,REP,22,11,11,0,0
Kleberg,PRECINCT 41,"Supreme Court, Place 6, Unexpired Term",,Lawrence Edward Meyers,DEM,91,47,27,17,0
Kleberg,PRECINCT 41,"Supreme Court, Place 6, Unexpired Term",,Mark Ash,LIB,3,1,2,0,0
Kleberg,PRECINCT 41,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,13,6,7,0,0
Kleberg,PRECINCT 41,"Justice, Supreme Court, Place 7",,Gina Benavides,DEM,104,54,34,16,0
Kleberg,PRECINCT 41,"Justice, Supreme Court, Place 7",,Don Fulton,LIB,2,0,2,0,0
Kleberg,PRECINCT 41,"Justice, Supreme Court, Place 7",,Charles E. Waterbury,GRN,0,0,0,0,0
Kleberg,PRECINCT 41,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,37,16,17,4,0
Kleberg,PRECINCT 41,"Justice, Supreme Court, Place 8",,RS Roberto Koelsch,LIB,18,9,8,1,0
Kleberg,PRECINCT 41,"Justice, Supreme Court, Place 8",,Jim Chisolm,GRN,7,4,3,0,0
Kleberg,PRECINCT 41,"Judge, Court of Criminal Appeals, Pl 3",,Bert Richardson,REP,19,8,11,0,0
Kleberg,PRECINCT 41,"Judge, Court of Criminal Appeals, Pl 3",,John Granberg,DEM,91,49,26,16,0
