county,precinct,office,district,party,candidate,votes,early_voting,election_day,mail,provisional
Howard,31,Commissioner of General Land Office,NA,GRN,"Alfred Molison, Jr.",0,0,0,0,0
Howard,31,Commissioner of General Land Office,NA,NON,Write-in,0,0,0,0,0
Howard,31,Commissioner of Agriculture,NA,REP,Sid Miller,45,28,17,0,0
Howard,31,Commissioner of Agriculture,NA,DEM,Susan Hays,25,20,5,0,0
Howard,31,Railroad Commissioner,NA,REP,Wayne Christian,43,27,16,0,0
Howard,31,Railroad Commissioner,NA,DEM,Luke Warford,24,19,5,0,0
Howard,31,Railroad Commissioner,NA,LIB,Jaime Andres Diez,2,1,1,0,0
Howard,31,Railroad Commissioner,NA,GRN,Hunter Wayne Crow,0,0,0,0,0
Howard,31,"Justice, Supreme Court, Place 3",NA,REP,Debra Lehrmann,42,26,16,0,0
Howard,31,"Justice, Supreme Court, Place 3",NA,DEM,Erin A. Nowell,23,19,4,0,0
Howard,31,"Justice, Supreme Court, Place 3",NA,LIB,Thomas Edward Oxford,3,1,2,0,0
Howard,31,"Justice, Supreme Court, Place 5",NA,REP,Rebecca Huddle,43,27,16,0,0
Howard,31,"Justice, Supreme Court, Place 5",NA,DEM,Amanda Reichek,26,20,6,0,0
Howard,31,"Justice, Supreme Court, Place 9",NA,REP,Evan Young,44,28,16,0,0
Howard,31,"Justice, Supreme Court, Place 9",NA,DEM,Julia Maldonado,26,20,6,0,0
Howard,31,"Judge, Court of Criminal Appeals, Place 5",NA,REP,Scott Walker,46,28,18,0,0
Howard,31,"Judge, Court of Criminal Appeals, Place 5",NA,DEM,Dana Huffman,24,20,4,0,0
Howard,31,"Judge, Court of Criminal Appeals, Place 6",NA,REP,"Jesse F. McClure, III",45,28,17,0,0
Howard,31,"Judge, Court of Criminal Appeals, Place 6",NA,DEM,Robert Johnson,25,20,5,0,0
Howard,31,County Judge,NA,REP,Randy S. Johnson,44,28,16,0,0
Howard,31,County Judge,NA,DEM,Steven Hobbs,24,19,5,0,0
Howard,31a,U.S. House,19,REP,Jodey C. Arrington,0,0,0,0,0
Howard,31a,U.S. House,19,IND,Ind Nathan Lewis,0,0,0,0,0
Howard,31a,Governor,NA,REP,Greg Abbott,0,0,0,0,0
Howard,31a,Governor,NA,DEM,Beto O'Rourke,0,0,0,0,0
Howard,31a,Governor,NA,LIB,Mark Tippetts,0,0,0,0,0
Howard,31a,Governor,NA,GRN,Delilah Barrios,0,0,0,0,0
Howard,31a,Governor,NA,NON,Write-in,0,0,0,0,0
Howard,31a,Lieutenant Governor,NA,REP,Dan Patrick,0,0,0,0,0
Howard,31a,Lieutenant Governor,NA,DEM,Mike Collier,0,0,0,0,0
Howard,31a,Lieutenant Governor,NA,LIB,Shanna Steele,0,0,0,0,0
Howard,31a,Attorney General,NA,REP,Ken Paxton,0,0,0,0,0
Howard,31a,Attorney General,NA,DEM,Rochelle Mercedes Garza,0,0,0,0,0
Howard,31a,Attorney General,NA,LIB,Mark Ash,0,0,0,0,0
Howard,31a,Comptroller of Public Accounts,NA,REP,Glenn Hegar,0,0,0,0,0
Howard,31a,Comptroller of Public Accounts,NA,DEM,Janet T. Dudding,0,0,0,0,0
Howard,31a,Comptroller of Public Accounts,NA,LIB,V. Alonzo Echevarria-Garza,0,0,0,0,0
Howard,31a,Commissioner of General Land Office,NA,REP,Dawn Buckingham,0,0,0,0,0
Howard,31a,Commissioner of General Land Office,NA,DEM,Jay Kleberg,0,0,0,0,0
Howard,31a,Commissioner of General Land Office,NA,GRN,"Alfred Molison, Jr.",0,0,0,0,0
Howard,31a,Commissioner of General Land Office,NA,NON,Write-in,0,0,0,0,0
Howard,31a,Commissioner of Agriculture,NA,REP,Sid Miller,0,0,0,0,0
Howard,31a,Commissioner of Agriculture,NA,DEM,Susan Hays,0,0,0,0,0
Howard,31a,Railroad Commissioner,NA,REP,Wayne Christian,0,0,0,0,0
Howard,31a,Railroad Commissioner,NA,DEM,Luke Warford,0,0,0,0,0
Howard,31a,Railroad Commissioner,NA,LIB,Jaime Andres Diez,0,0,0,0,0
Howard,31a,Railroad Commissioner,NA,GRN,Hunter Wayne Crow,0,0,0,0,0
Howard,31a,"Justice, Supreme Court, Place 3",NA,REP,Debra Lehrmann,0,0,0,0,0
Howard,31a,"Justice, Supreme Court, Place 3",NA,DEM,Erin A. Nowell,0,0,0,0,0
Howard,31a,"Justice, Supreme Court, Place 3",NA,LIB,Thomas Edward Oxford,0,0,0,0,0
Howard,31a,"Justice, Supreme Court, Place 5",NA,REP,Rebecca Huddle,0,0,0,0,0
Howard,31a,"Justice, Supreme Court, Place 5",NA,DEM,Amanda Reichek,0,0,0,0,0
Howard,31a,"Justice, Supreme Court, Place 9",NA,REP,Evan Young,0,0,0,0,0
Howard,31a,"Justice, Supreme Court, Place 9",NA,DEM,Julia Maldonado,0,0,0,0,0
Howard,31a,"Judge, Court of Criminal Appeals, Place 5",NA,REP,Scott Walker,0,0,0,0,0
Howard,31a,"Judge, Court of Criminal Appeals, Place 5",NA,DEM,Dana Huffman,0,0,0,0,0
Howard,31a,"Judge, Court of Criminal Appeals, Place 6",NA,REP,"Jesse F. McClure, III",0,0,0,0,0
Howard,31a,"Judge, Court of Criminal Appeals, Place 6",NA,DEM,Robert Johnson,0,0,0,0,0
Howard,31a,County Judge,NA,REP,Randy S. Johnson,0,0,0,0,0
Howard,31a,County Judge,NA,DEM,Steven Hobbs,0,0,0,0,0
Howard,32,U.S. House,19,REP,Jodey C. Arrington,35,27,5,3,0
Howard,32,U.S. House,19,IND,Ind Nathan Lewis,9,2,3,4,0
Howard,32,Governor,NA,REP,Greg Abbott,35,27,5,3,0
Howard,32,Governor,NA,DEM,Beto O'Rourke,10,3,3,4,0
Howard,32,Governor,NA,LIB,Mark Tippetts,0,0,0,0,0
Howard,32,Governor,NA,GRN,Delilah Barrios,0,0,0,0,0
Howard,32,Governor,NA,NON,Write-in,0,0,0,0,0
Howard,32,Lieutenant Governor,NA,REP,Dan Patrick,36,28,5,3,0
Howard,32,Lieutenant Governor,NA,DEM,Mike Collier,9,2,3,4,0
Howard,32,Lieutenant Governor,NA,LIB,Shanna Steele,0,0,0,0,0
Howard,32,Attorney General,NA,REP,Ken Paxton,34,26,5,3,0
Howard,32,Attorney General,NA,DEM,Rochelle Mercedes Garza,11,3,3,5,0
Howard,32,Attorney General,NA,LIB,Mark Ash,0,0,0,0,0
Howard,32,Comptroller of Public Accounts,NA,REP,Glenn Hegar,34,26,5,3,0
Howard,32,Comptroller of Public Accounts,NA,DEM,Janet T. Dudding,10,3,3,4,0
Howard,32,Comptroller of Public Accounts,NA,LIB,V. Alonzo Echevarria-Garza,0,0,0,0,0
Howard,32,Commissioner of General Land Office,NA,REP,Dawn Buckingham,34,26,5,3,0
Howard,32,Commissioner of General Land Office,NA,DEM,Jay Kleberg,10,3,3,4,0
Howard,32,Commissioner of General Land Office,NA,GRN,"Alfred Molison, Jr.",0,0,0,0,0
Howard,32,Commissioner of General Land Office,NA,NON,Write-in,0,0,0,0,0
Howard,32,Commissioner of Agriculture,NA,REP,Sid Miller,34,26,5,3,0
Howard,32,Commissioner of Agriculture,NA,DEM,Susan Hays,10,3,3,4,0
Howard,32,Railroad Commissioner,NA,REP,Wayne Christian,33,25,5,3,0
Howard,32,Railroad Commissioner,NA,DEM,Luke Warford,10,3,3,4,0
Howard,32,Railroad Commissioner,NA,LIB,Jaime Andres Diez,0,0,0,0,0
Howard,32,Railroad Commissioner,NA,GRN,Hunter Wayne Crow,0,0,0,0,0
Howard,32,"Justice, Supreme Court, Place 3",NA,REP,Debra Lehrmann,33,26,5,2,0
Howard,32,"Justice, Supreme Court, Place 3",NA,DEM,Erin A. Nowell,10,3,3,4,0
Howard,32,"Justice, Supreme Court, Place 3",NA,LIB,Thomas Edward Oxford,0,0,0,0,0
Howard,32,"Justice, Supreme Court, Place 5",NA,REP,Rebecca Huddle,33,26,5,2,0
Howard,32,"Justice, Supreme Court, Place 5",NA,DEM,Amanda Reichek,11,3,3,5,0
Howard,32,"Justice, Supreme Court, Place 9",NA,REP,Evan Young,32,26,5,1,0
Howard,32,"Justice, Supreme Court, Place 9",NA,DEM,Julia Maldonado,11,3,3,5,0
Howard,32,"Judge, Court of Criminal Appeals, Place 5",NA,REP,Scott Walker,34,26,6,2,0
Howard,32,"Judge, Court of Criminal Appeals, Place 5",NA,DEM,Dana Huffman,10,3,2,5,0
Howard,32,"Judge, Court of Criminal Appeals, Place 6",NA,REP,"Jesse F. McClure, III",34,26,6,2,0
Howard,32,"Judge, Court of Criminal Appeals, Place 6",NA,DEM,Robert Johnson,10,3,2,5,0
Howard,32,County Judge,NA,REP,Randy S. Johnson,32,25,5,2,0
Howard,32,County Judge,NA,DEM,Steven Hobbs,10,3,3,4,0
Howard,33,U.S. House,19,REP,Jodey C. Arrington,446,297,121,28,0
Howard,33,U.S. House,19,IND,Ind Nathan Lewis,94,51,34,9,0
Howard,33,Governor,NA,REP,Greg Abbott,432,284,120,28,0
Howard,33,Governor,NA,DEM,Beto O'Rourke,112,64,34,14,0
Howard,33,Governor,NA,LIB,Mark Tippetts,13,3,10,0,0
Howard,33,Governor,NA,GRN,Delilah Barrios,2,2,0,0,0
Howard,33,Governor,NA,NON,Write-in,0,0,0,0,0
Howard,33,Lieutenant Governor,NA,REP,Dan Patrick,422,278,115,29,0
Howard,33,Lieutenant Governor,NA,DEM,Mike Collier,120,67,38,15,0
Howard,33,Lieutenant Governor,NA,LIB,Shanna Steele,12,7,5,0,0
Howard,33,Attorney General,NA,REP,Ken Paxton,423,279,116,28,0
Howard,33,Attorney General,NA,DEM,Rochelle Mercedes Garza,115,66,34,15,0
Howard,33,Attorney General,NA,LIB,Mark Ash,15,8,7,0,0
Howard,33,Comptroller of Public Accounts,NA,REP,Glenn Hegar,428,280,119,29,0
Howard,33,Comptroller of Public Accounts,NA,DEM,Janet T. Dudding,111,63,34,14,0
Howard,33,Comptroller of Public Accounts,NA,LIB,V. Alonzo Echevarria-Garza,13,8,5,0,0
Howard,33,Commissioner of General Land Office,NA,REP,Dawn Buckingham,428,282,118,28,0
Howard,33,Commissioner of General Land Office,NA,DEM,Jay Kleberg,118,67,36,15,0
Howard,33,Commissioner of General Land Office,NA,GRN,"Alfred Molison, Jr.",7,3,4,0,0
Howard,33,Commissioner of General Land Office,NA,NON,Write-in,0,0,0,0,0
Howard,33,Commissioner of Agriculture,NA,REP,Sid Miller,428,280,119,29,0
Howard,33,Commissioner of Agriculture,NA,DEM,Susan Hays,117,65,37,15,0
Howard,33,Railroad Commissioner,NA,REP,Wayne Christian,422,276,118,28,0
Howard,33,Railroad Commissioner,NA,DEM,Luke Warford,112,63,34,15,0
Howard,33,Railroad Commissioner,NA,LIB,Jaime Andres Diez,12,6,6,0,0
Howard,33,Railroad Commissioner,NA,GRN,Hunter Wayne Crow,3,3,0,0,0
Howard,33,"Justice, Supreme Court, Place 3",NA,REP,Debra Lehrmann,416,272,115,29,0
Howard,33,"Justice, Supreme Court, Place 3",NA,DEM,Erin A. Nowell,121,70,36,15,0
Howard,33,"Justice, Supreme Court, Place 3",NA,LIB,Thomas Edward Oxford,16,9,7,0,0
Howard,33,"Justice, Supreme Court, Place 5",NA,REP,Rebecca Huddle,426,280,118,28,0
Howard,33,"Justice, Supreme Court, Place 5",NA,DEM,Amanda Reichek,120,67,38,15,0
Howard,33,"Justice, Supreme Court, Place 9",NA,REP,Evan Young,426,282,115,29,0
Howard,33,"Justice, Supreme Court, Place 9",NA,DEM,Julia Maldonado,125,68,42,15,0
Howard,33,"Judge, Court of Criminal Appeals, Place 5",NA,REP,Scott Walker,428,282,117,29,0
Howard,33,"Judge, Court of Criminal Appeals, Place 5",NA,DEM,Dana Huffman,123,67,41,15,0
Howard,33,"Judge, Court of Criminal Appeals, Place 6",NA,REP,"Jesse F. McClure, III",427,283,115,29,0
Howard,33,"Judge, Court of Criminal Appeals, Place 6",NA,DEM,Robert Johnson,126,68,43,15,0
Howard,33,County Judge,NA,REP,Randy S. Johnson,433,287,118,28,0
Howard,33,County Judge,NA,DEM,Steven Hobbs,121,65,41,15,0
Howard,34,U.S. House,19,REP,Jodey C. Arrington,461,316,115,30,0
Howard,34,U.S. House,19,IND,Ind Nathan Lewis,102,60,34,8,0
Howard,34,Governor,NA,REP,Greg Abbott,451,312,111,28,0
Howard,34,Governor,NA,DEM,Beto O'Rourke,124,76,38,10,0
Howard,34,Governor,NA,LIB,Mark Tippetts,5,2,2,1,0
Howard,34,Governor,NA,GRN,Delilah Barrios,6,4,1,1,0
Howard,34,Governor,NA,NON,Write-in,0,0,0,0,0
Howard,34,Lieutenant Governor,NA,REP,Dan Patrick,442,306,108,28,0
Howard,34,Lieutenant Governor,NA,DEM,Mike Collier,118,69,37,12,0
Howard,34,Lieutenant Governor,NA,LIB,Shanna Steele,17,10,6,1,0
Howard,34,Attorney General,NA,REP,Ken Paxton,443,308,108,27,0
Howard,34,Attorney General,NA,DEM,Rochelle Mercedes Garza,124,73,39,12,0
Howard,34,Attorney General,NA,LIB,Mark Ash,14,6,6,2,0
Howard,34,Comptroller of Public Accounts,NA,REP,Glenn Hegar,452,309,112,31,0
Howard,34,Comptroller of Public Accounts,NA,DEM,Janet T. Dudding,108,66,33,9,0
Howard,34,Comptroller of Public Accounts,NA,LIB,V. Alonzo Echevarria-Garza,16,9,7,0,0
Howard,34,Commissioner of General Land Office,NA,REP,Dawn Buckingham,457,310,116,31,0
Howard,34,Commissioner of General Land Office,NA,DEM,Jay Kleberg,108,65,33,10,0
Howard,34,Commissioner of General Land Office,NA,GRN,"Alfred Molison, Jr.",8,7,1,0,0
Howard,34,Commissioner of General Land Office,NA,NON,Write-in,1,0,1,0,0
Howard,34,Commissioner of Agriculture,NA,REP,Sid Miller,456,310,117,29,0
Howard,34,Commissioner of Agriculture,NA,DEM,Susan Hays,117,73,33,11,0
Howard,34,Railroad Commissioner,NA,REP,Wayne Christian,441,303,108,30,0
Howard,34,Railroad Commissioner,NA,DEM,Luke Warford,110,68,32,10,0
Howard,34,Railroad Commissioner,NA,LIB,Jaime Andres Diez,20,11,8,1,0
Howard,34,Railroad Commissioner,NA,GRN,Hunter Wayne Crow,7,4,3,0,0
Howard,34,"Justice, Supreme Court, Place 3",NA,REP,Debra Lehrmann,443,304,109,30,0
Howard,34,"Justice, Supreme Court, Place 3",NA,DEM,Erin A. Nowell,113,68,36,9,0
Howard,34,"Justice, Supreme Court, Place 3",NA,LIB,Thomas Edward Oxford,14,8,6,0,0
Howard,34,"Justice, Supreme Court, Place 5",NA,REP,Rebecca Huddle,450,310,110,30,0
Howard,34,"Justice, Supreme Court, Place 5",NA,DEM,Amanda Reichek,116,69,39,8,0
Howard,34,"Justice, Supreme Court, Place 9",NA,REP,Evan Young,448,307,110,31,0
Howard,34,"Justice, Supreme Court, Place 9",NA,DEM,Julia Maldonado,124,75,40,9,0
Howard,34,"Judge, Court of Criminal Appeals, Place 5",NA,REP,Scott Walker,451,308,112,31,0
Howard,34,"Judge, Court of Criminal Appeals, Place 5",NA,DEM,Dana Huffman,119,73,38,8,0
Howard,34,"Judge, Court of Criminal Appeals, Place 6",NA,REP,"Jesse F. McClure, III",447,308,109,30,0
Howard,34,"Judge, Court of Criminal Appeals, Place 6",NA,DEM,Robert Johnson,121,72,41,8,0
Howard,34,County Judge,NA,REP,Randy S. Johnson,449,305,114,30,0
Howard,34,County Judge,NA,DEM,Steven Hobbs,126,79,38,9,0
Howard,34a,U.S. House,19,REP,Jodey C. Arrington,0,0,0,0,0
Howard,34a,U.S. House,19,IND,Ind Nathan Lewis,0,0,0,0,0
Howard,34a,Governor,NA,REP,Greg Abbott,0,0,0,0,0
Howard,34a,Governor,NA,DEM,Beto O'Rourke,0,0,0,0,0
Howard,34a,Governor,NA,LIB,Mark Tippetts,0,0,0,0,0
Howard,34a,Governor,NA,GRN,Delilah Barrios,0,0,0,0,0
Howard,34a,Governor,NA,NON,Write-in,0,0,0,0,0
Howard,34a,Lieutenant Governor,NA,REP,Dan Patrick,0,0,0,0,0
Howard,34a,Lieutenant Governor,NA,DEM,Mike Collier,0,0,0,0,0
Howard,34a,Lieutenant Governor,NA,LIB,Shanna Steele,0,0,0,0,0
Howard,34a,Attorney General,NA,REP,Ken Paxton,0,0,0,0,0
Howard,34a,Attorney General,NA,DEM,Rochelle Mercedes Garza,0,0,0,0,0
Howard,34a,Attorney General,NA,LIB,Mark Ash,0,0,0,0,0
Howard,34a,Comptroller of Public Accounts,NA,REP,Glenn Hegar,0,0,0,0,0
Howard,34a,Comptroller of Public Accounts,NA,DEM,Janet T. Dudding,0,0,0,0,0
Howard,34a,Comptroller of Public Accounts,NA,LIB,V. Alonzo Echevarria-Garza,0,0,0,0,0
Howard,34a,Commissioner of General Land Office,NA,REP,Dawn Buckingham,0,0,0,0,0
Howard,34a,Commissioner of General Land Office,NA,DEM,Jay Kleberg,0,0,0,0,0
Howard,34a,Commissioner of General Land Office,NA,GRN,"Alfred Molison, Jr.",0,0,0,0,0
Howard,34a,Commissioner of General Land Office,NA,NON,Write-in,0,0,0,0,0
Howard,34a,Commissioner of Agriculture,NA,REP,Sid Miller,0,0,0,0,0
Howard,34a,Commissioner of Agriculture,NA,DEM,Susan Hays,0,0,0,0,0
Howard,34a,Railroad Commissioner,NA,REP,Wayne Christian,0,0,0,0,0
Howard,34a,Railroad Commissioner,NA,DEM,Luke Warford,0,0,0,0,0
Howard,34a,Railroad Commissioner,NA,LIB,Jaime Andres Diez,0,0,0,0,0
Howard,34a,Railroad Commissioner,NA,GRN,Hunter Wayne Crow,0,0,0,0,0
Howard,34a,"Justice, Supreme Court, Place 3",NA,REP,Debra Lehrmann,0,0,0,0,0
Howard,34a,"Justice, Supreme Court, Place 3",NA,DEM,Erin A. Nowell,0,0,0,0,0
Howard,34a,"Justice, Supreme Court, Place 3",NA,LIB,Thomas Edward Oxford,0,0,0,0,0
Howard,34a,"Justice, Supreme Court, Place 5",NA,REP,Rebecca Huddle,0,0,0,0,0
Howard,34a,"Justice, Supreme Court, Place 5",NA,DEM,Amanda Reichek,0,0,0,0,0
Howard,34a,"Justice, Supreme Court, Place 9",NA,REP,Evan Young,0,0,0,0,0
Howard,34a,"Justice, Supreme Court, Place 9",NA,DEM,Julia Maldonado,0,0,0,0,0
Howard,34a,"Judge, Court of Criminal Appeals, Place 5",NA,REP,Scott Walker,0,0,0,0,0
Howard,34a,"Judge, Court of Criminal Appeals, Place 5",NA,DEM,Dana Huffman,0,0,0,0,0
Howard,34a,"Judge, Court of Criminal Appeals, Place 6",NA,REP,"Jesse F. McClure, III",0,0,0,0,0
Howard,34a,"Judge, Court of Criminal Appeals, Place 6",NA,DEM,Robert Johnson,0,0,0,0,0
Howard,34a,County Judge,NA,REP,Randy S. Johnson,0,0,0,0,0
Howard,34a,County Judge,NA,DEM,Steven Hobbs,0,0,0,0,0
Howard,35,U.S. House,19,REP,Jodey C. Arrington,86,54,27,5,0
Howard,35,U.S. House,19,IND,Ind Nathan Lewis,19,9,8,2,0
Howard,35,Governor,NA,REP,Greg Abbott,91,58,28,5,0
Howard,35,Governor,NA,DEM,Beto O'Rourke,15,8,6,1,0
Howard,35,Governor,NA,LIB,Mark Tippetts,3,2,1,0,0
Howard,35,Governor,NA,GRN,Delilah Barrios,0,0,0,0,0
Howard,35,Governor,NA,NON,Write-in,0,0,0,0,0
Howard,35,Lieutenant Governor,NA,REP,Dan Patrick,86,54,27,5,0
Howard,35,Lieutenant Governor,NA,DEM,Mike Collier,15,9,5,1,0
Howard,35,Lieutenant Governor,NA,LIB,Shanna Steele,6,3,3,0,0
Howard,35,Attorney General,NA,REP,Ken Paxton,83,51,27,5,0
Howard,35,Attorney General,NA,DEM,Rochelle Mercedes Garza,16,9,6,1,0
Howard,35,Attorney General,NA,LIB,Mark Ash,7,5,2,0,0
Howard,35,Comptroller of Public Accounts,NA,REP,Glenn Hegar,89,56,27,6,0
Howard,35,Comptroller of Public Accounts,NA,DEM,Janet T. Dudding,16,9,6,1,0
Howard,35,Comptroller of Public Accounts,NA,LIB,V. Alonzo Echevarria-Garza,4,2,2,0,0
Howard,35,Commissioner of General Land Office,NA,REP,Dawn Buckingham,88,56,28,4,0
Howard,35,Commissioner of General Land Office,NA,DEM,Jay Kleberg,15,8,6,1,0
Howard,35,Commissioner of General Land Office,NA,GRN,"Alfred Molison, Jr.",4,3,0,1,0
Howard,35,Commissioner of General Land Office,NA,NON,Write-in,0,0,0,0,0
Howard,35,Commissioner of Agriculture,NA,REP,Sid Miller,91,57,28,6,0
Howard,35,Commissioner of Agriculture,NA,DEM,Susan Hays,17,9,7,1,0
Howard,35,Railroad Commissioner,NA,REP,Wayne Christian,89,55,28,6,0
Howard,35,Railroad Commissioner,NA,DEM,Luke Warford,12,7,5,0,0
Howard,35,Railroad Commissioner,NA,LIB,Jaime Andres Diez,5,3,2,0,0
Howard,35,Railroad Commissioner,NA,GRN,Hunter Wayne Crow,1,0,0,1,0
Howard,35,"Justice, Supreme Court, Place 3",NA,REP,Debra Lehrmann,90,57,27,6,0
Howard,35,"Justice, Supreme Court, Place 3",NA,DEM,Erin A. Nowell,13,6,6,1,0
Howard,35,"Justice, Supreme Court, Place 3",NA,LIB,Thomas Edward Oxford,4,2,2,0,0
Howard,35,"Justice, Supreme Court, Place 5",NA,REP,Rebecca Huddle,92,58,28,6,0
Howard,35,"Justice, Supreme Court, Place 5",NA,DEM,Amanda Reichek,14,7,6,1,0
Howard,35,"Justice, Supreme Court, Place 9",NA,REP,Evan Young,92,58,28,6,0
Howard,35,"Justice, Supreme Court, Place 9",NA,DEM,Julia Maldonado,13,6,6,1,0
Howard,35,"Judge, Court of Criminal Appeals, Place 5",NA,REP,Scott Walker,92,57,29,6,0
Howard,35,"Judge, Court of Criminal Appeals, Place 5",NA,DEM,Dana Huffman,15,9,5,1,0
Howard,35,"Judge, Court of Criminal Appeals, Place 6",NA,REP,"Jesse F. McClure, III",92,58,28,6,0
Howard,35,"Judge, Court of Criminal Appeals, Place 6",NA,DEM,Robert Johnson,16,9,6,1,0
Howard,35,County Judge,NA,REP,Randy S. Johnson,92,58,28,6,0
Howard,35,County Judge,NA,DEM,Steven Hobbs,17,9,7,1,0
Howard,304,U.S. House,19,REP,Jodey C. Arrington,267,170,82,14,1
Howard,304,U.S. House,19,IND,Ind Nathan Lewis,21,11,9,1,0
Howard,304,Governor,NA,REP,Greg Abbott,270,170,85,14,1
Howard,304,Governor,NA,DEM,Beto O'Rourke,25,16,8,1,0
Howard,304,Governor,NA,LIB,Mark Tippetts,0,0,0,0,0
Howard,304,Governor,NA,GRN,Delilah Barrios,0,0,0,0,0
Howard,304,Governor,NA,NON,Write-in,0,0,0,0,0
Howard,304,Lieutenant Governor,NA,REP,Dan Patrick,267,166,86,14,1
Howard,304,Lieutenant Governor,NA,DEM,Mike Collier,24,17,6,1,0
Howard,304,Lieutenant Governor,NA,LIB,Shanna Steele,3,2,1,0,0
Howard,304,Attorney General,NA,REP,Ken Paxton,266,166,85,14,1
Howard,304,Attorney General,NA,DEM,Rochelle Mercedes Garza,28,20,7,1,0
Howard,304,Attorney General,NA,LIB,Mark Ash,0,0,0,0,0
Howard,304,Comptroller of Public Accounts,NA,REP,Glenn Hegar,268,169,84,14,1
Howard,304,Comptroller of Public Accounts,NA,DEM,Janet T. Dudding,19,12,6,1,0
Howard,304,Comptroller of Public Accounts,NA,LIB,V. Alonzo Echevarria-Garza,2,1,1,0,0
Howard,304,Commissioner of General Land Office,NA,REP,Dawn Buckingham,269,169,85,14,1
Howard,304,Commissioner of General Land Office,NA,DEM,Jay Kleberg,21,14,6,1,0
Howard,304,Commissioner of General Land Office,NA,GRN,"Alfred Molison, Jr.",1,0,1,0,0
Howard,304,Commissioner of General Land Office,NA,NON,Write-in,1,0,1,0,0
Howard,304,Commissioner of Agriculture,NA,REP,Sid Miller,270,169,86,14,1
Howard,304,Commissioner of Agriculture,NA,DEM,Susan Hays,25,17,7,1,0
Howard,304,Railroad Commissioner,NA,REP,Wayne Christian,264,166,83,14,1
Howard,304,Railroad Commissioner,NA,DEM,Luke Warford,22,15,6,1,0
Howard,304,Railroad Commissioner,NA,LIB,Jaime Andres Diez,1,0,1,0,0
Howard,304,Railroad Commissioner,NA,GRN,Hunter Wayne Crow,4,3,1,0,0
Howard,304,"Justice, Supreme Court, Place 3",NA,REP,Debra Lehrmann,265,165,85,14,1
Howard,304,"Justice, Supreme Court, Place 3",NA,DEM,Erin A. Nowell,22,16,5,1,0
Howard,304,"Justice, Supreme Court, Place 3",NA,LIB,Thomas Edward Oxford,4,3,1,0,0
Howard,304,"Justice, Supreme Court, Place 5",NA,REP,Rebecca Huddle,267,168,84,14,1
Howard,304,"Justice, Supreme Court, Place 5",NA,DEM,Amanda Reichek,23,15,7,1,0
Howard,304,"Justice, Supreme Court, Place 9",NA,REP,Evan Young,269,170,85,13,1
Howard,304,"Justice, Supreme Court, Place 9",NA,DEM,Julia Maldonado,22,14,7,1,0
Howard,304,"Judge, Court of Criminal Appeals, Place 5",NA,REP,Scott Walker,268,169,84,14,1
Howard,304,"Judge, Court of Criminal Appeals, Place 5",NA,DEM,Dana Huffman,24,15,8,1,0
Howard,304,"Judge, Court of Criminal Appeals, Place 6",NA,REP,"Jesse F. McClure, III",266,167,84,14,1
Howard,304,"Judge, Court of Criminal Appeals, Place 6",NA,DEM,Robert Johnson,26,17,8,1,0
Howard,304,County Judge,NA,REP,Randy S. Johnson,262,166,83,12,1
Howard,304,County Judge,NA,DEM,Steven Hobbs,32,21,8,3,0
Howard,41,U.S. House,19,REP,Jodey C. Arrington,5,3,2,0,0
Howard,41,U.S. House,19,IND,Ind Nathan Lewis,3,0,2,1,0
Howard,41,Governor,NA,REP,Greg Abbott,6,3,3,0,0
Howard,41,Governor,NA,DEM,Beto O'Rourke,2,0,1,1,0
Howard,41,Governor,NA,LIB,Mark Tippetts,0,0,0,0,0
Howard,41,Governor,NA,GRN,Delilah Barrios,0,0,0,0,0
Howard,41,Governor,NA,NON,Write-in,0,0,0,0,0
Howard,41,Lieutenant Governor,NA,REP,Dan Patrick,6,3,3,0,0
Howard,41,Lieutenant Governor,NA,DEM,Mike Collier,2,0,1,1,0
Howard,41,Lieutenant Governor,NA,LIB,Shanna Steele,0,0,0,0,0
Howard,41,Attorney General,NA,REP,Ken Paxton,4,3,1,0,0
Howard,41,Attorney General,NA,DEM,Rochelle Mercedes Garza,3,0,2,1,0
Howard,41,Attorney General,NA,LIB,Mark Ash,1,0,1,0,0
Howard,41,Comptroller of Public Accounts,NA,REP,Glenn Hegar,6,3,3,0,0
Howard,41,Comptroller of Public Accounts,NA,DEM,Janet T. Dudding,2,0,1,1,0
Howard,41,Comptroller of Public Accounts,NA,LIB,V. Alonzo Echevarria-Garza,0,0,0,0,0
Howard,41,Commissioner of General Land Office,NA,REP,Dawn Buckingham,4,3,1,0,0
Howard,41,Commissioner of General Land Office,NA,DEM,Jay Kleberg,4,0,3,1,0
Howard,41,Commissioner of General Land Office,NA,GRN,"Alfred Molison, Jr.",0,0,0,0,0
Howard,41,Commissioner of General Land Office,NA,NON,Write-in,0,0,0,0,0
Howard,41,Commissioner of Agriculture,NA,REP,Sid Miller,4,3,1,0,0
Howard,41,Commissioner of Agriculture,NA,DEM,Susan Hays,4,0,3,1,0
Howard,41,Railroad Commissioner,NA,REP,Wayne Christian,3,3,0,0,0
Howard,41,Railroad Commissioner,NA,DEM,Luke Warford,3,0,2,1,0
Howard,41,Railroad Commissioner,NA,LIB,Jaime Andres Diez,1,0,1,0,0
Howard,41,Railroad Commissioner,NA,GRN,Hunter Wayne Crow,1,0,1,0,0
