county,precinct,office,district,party,candidate,votes,early_voting,election_day,mail,provisional,limited
Collin,3,Commissioner of Agriculture,NA,NON,UNDER VOTES,45,27,17,1,0,0
Collin,3,Railroad Commissioner,NA,REP,Wayne Christian,234,146,83,5,0,0
Collin,3,Railroad Commissioner,NA,DEM,Luke Warford,499,315,170,14,0,0
Collin,3,Railroad Commissioner,NA,LIB,Jaime Andres Diez,48,29,19,0,0,0
Collin,3,Railroad Commissioner,NA,GRN,Hunter Wayne Crow,14,8,6,0,0,0
Collin,3,Railroad Commissioner,NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,3,Railroad Commissioner,NA,NON,UNDER VOTES,40,22,17,1,0,0
Collin,3,"Justice, Supreme Court, Place 3",NA,REP,Debra Lehrmann,234,148,81,5,0,0
Collin,3,"Justice, Supreme Court, Place 3",NA,DEM,Erin A. Nowell,528,331,183,14,0,0
Collin,3,"Justice, Supreme Court, Place 3",NA,LIB,Thomas Edward Oxford,29,14,15,0,0,0
Collin,3,"Justice, Supreme Court, Place 3",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,3,"Justice, Supreme Court, Place 3",NA,NON,UNDER VOTES,44,27,16,1,0,0
Collin,3,"Justice, Supreme Court, Place 5",NA,REP,Rebeca Huddle,246,154,87,5,0,0
Collin,3,"Justice, Supreme Court, Place 5",NA,DEM,Amanda Reichek,546,340,192,14,0,0
Collin,3,"Justice, Supreme Court, Place 5",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,3,"Justice, Supreme Court, Place 5",NA,NON,UNDER VOTES,43,26,16,1,0,0
Collin,3,"Justice, Supreme Court, Place 9",NA,REP,Evan Young,239,152,82,5,0,0
Collin,3,"Justice, Supreme Court, Place 9",NA,DEM,Julia Maldonado,548,338,196,14,0,0
Collin,3,"Justice, Supreme Court, Place 9",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,3,"Justice, Supreme Court, Place 9",NA,NON,UNDER VOTES,48,30,17,1,0,0
Collin,3,"Judge, Court of Criminal Appeals, Place 5",NA,REP,Scott Walker,245,158,83,4,0,0
Collin,3,"Judge, Court of Criminal Appeals, Place 5",NA,DEM,Dana Huffman,544,334,195,15,0,0
Collin,3,"Judge, Court of Criminal Appeals, Place 5",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,3,"Judge, Court of Criminal Appeals, Place 5",NA,NON,UNDER VOTES,46,28,17,1,0,0
Collin,3,"Judge, Court of Criminal Appeals, Place 6",NA,REP,"Jesse F. McClure, III",239,148,86,5,0,0
Collin,3,"Judge, Court of Criminal Appeals, Place 6",NA,DEM,Robert Johnson,545,340,191,14,0,0
Collin,3,"Judge, Court of Criminal Appeals, Place 6",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,3,"Judge, Court of Criminal Appeals, Place 6",NA,NON,UNDER VOTES,51,32,18,1,0,0
Collin,3,"Member, State Board of Education, District 12 Ccd",NA,REP,Pam Little,233,149,79,5,0,0
Collin,3,"Member, State Board of Education, District 12 Ccd",NA,DEM,Alex Cornwallis,518,324,180,14,0,0
Collin,3,"Member, State Board of Education, District 12 Ccd",NA,LIB,Christy Mowrey,42,22,20,0,0,0
Collin,3,"Member, State Board of Education, District 12 Ccd",NA,NON,Write-in,0,0,0,0,0,0
Collin,3,"Member, State Board of Education, District 12 Ccd",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,3,"Member, State Board of Education, District 12 Ccd",NA,NON,UNDER VOTES,42,25,16,1,0,0
Collin,3,State Senate,2,REP,Bob Hall,0,0,0,0,0,0
Collin,3,State Senate,2,DEM,Prince S. Giadolor,0,0,0,0,0,0
Collin,3,State Senate,2,NON,OVER VOTES,0,0,0,0,0,0
Collin,3,State Senate,2,NON,UNDER VOTES,0,0,0,0,0,0
Collin,3,State Senate,8,REP,Angela Paxton,242,149,88,5,0,0
Collin,3,State Senate,8,DEM,Jonathan Cocks,516,323,179,14,0,0
Collin,3,State Senate,8,LIB,Edward Kless,38,23,15,0,0,0
Collin,3,State Senate,8,NON,OVER VOTES,0,0,0,0,0,0
Collin,3,State Senate,8,NON,UNDER VOTES,39,25,13,1,0,0
Collin,3,State House,33,REP,Justin Holland,0,0,0,0,0,0
Collin,3,State House,33,DEM,Graeson Lynskey,0,0,0,0,0,0
Collin,3,State House,33,NON,OVER VOTES,0,0,0,0,0,0
Collin,3,State House,33,NON,UNDER VOTES,0,0,0,0,0,0
Collin,3,State House,61,REP,Frederick Frazier,0,0,0,0,0,0
Collin,3,State House,61,DEM,Sheena King,0,0,0,0,0,0
Collin,3,State House,61,NON,OVER VOTES,0,0,0,0,0,0
Collin,3,State House,61,NON,UNDER VOTES,0,0,0,0,0,0
Collin,3,State House,66,REP,Matt Shaheen,0,0,0,0,0,0
Collin,3,State House,66,DEM,Jesse Ringness,0,0,0,0,0,0
Collin,3,State House,66,NON,OVER VOTES,0,0,0,0,0,0
Collin,3,State House,66,NON,UNDER VOTES,0,0,0,0,0,0
Collin,3,State House,67,REP,Jeff Leach,250,159,86,5,0,0
Collin,3,State House,67,DEM,Kevin Morris,542,337,191,14,0,0
Collin,3,State House,67,NON,OVER VOTES,0,0,0,0,0,0
Collin,3,State House,67,NON,UNDER VOTES,43,24,18,1,0,0
Collin,3,State House,70,REP,Jamee Jolly,0,0,0,0,0,0
Collin,3,State House,70,DEM,Mihaela Elizabeth Plesa,0,0,0,0,0,0
Collin,3,State House,70,NON,OVER VOTES,0,0,0,0,0,0
Collin,3,State House,70,NON,UNDER VOTES,0,0,0,0,0,0
Collin,3,"Justice, 5th Court of Appeals District, Place 4",NA,REP,Emily A. Miskel,245,153,87,5,0,0
Collin,3,"Justice, 5th Court of Appeals District, Place 4",NA,DEM,Maricela Moore,542,338,190,14,0,0
Collin,3,"Justice, 5th Court of Appeals District, Place 4",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,3,"Justice, 5th Court of Appeals District, Place 4",NA,NON,UNDER VOTES,48,29,18,1,0,0
Collin,3,"Justice, 5th Court of Appeals District, Place 7",NA,REP,Kristina Williams,240,149,86,5,0,0
Collin,3,"Justice, 5th Court of Appeals District, Place 7",NA,DEM,Nancy Kennedy,542,339,189,14,0,0
Collin,3,"Justice, 5th Court of Appeals District, Place 7",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,3,"Justice, 5th Court of Appeals District, Place 7",NA,NON,UNDER VOTES,53,32,20,1,0,0
Collin,3,County Judge Ccd,NA,REP,Chris Hill,246,156,85,5,0,0
Collin,3,County Judge Ccd,NA,DEM,Joshua Murray,549,341,194,14,0,0
Collin,3,County Judge Ccd,NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,3,County Judge Ccd,NA,NON,UNDER VOTES,40,23,16,1,0,0
Collin,3,District Clerk Ccd,NA,REP,Mike Gould,249,157,87,5,0,0
Collin,3,District Clerk Ccd,NA,DEM,David Brignac,537,334,189,14,0,0
Collin,3,District Clerk Ccd,NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,3,District Clerk Ccd,NA,NON,UNDER VOTES,49,29,19,1,0,0
Collin,3,"County Commissioner, Precinct 4",NA,REP,Duncan Webb,0,0,0,0,0,0
Collin,3,"County Commissioner, Precinct 4",NA,DEM,Jeffrey Williams,0,0,0,0,0,0
Collin,3,"County Commissioner, Precinct 4",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,3,"County Commissioner, Precinct 4",NA,NON,UNDER VOTES,0,0,0,0,0,0
Collin,3,"Justice of the Peace, Precinct 2",NA,REP,Ellen Skinner,0,0,0,0,0,0
Collin,3,"Justice of the Peace, Precinct 2",NA,DEM,Jennifer McKenzie,0,0,0,0,0,0
Collin,3,"Justice of the Peace, Precinct 2",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,3,"Justice of the Peace, Precinct 2",NA,NON,UNDER VOTES,0,0,0,0,0,0
Collin,3,"Justice of the Peace, Precinct 3",NA,REP,Mike Missildine,0,0,0,0,0,0
Collin,3,"Justice of the Peace, Precinct 3",NA,DEM,Irvin Lynn Barrett,0,0,0,0,0,0
Collin,3,"Justice of the Peace, Precinct 3",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,3,"Justice of the Peace, Precinct 3",NA,NON,UNDER VOTES,0,0,0,0,0,0
Collin,4,Ballots Cast Total,NA,"NA",,1694,1123,538,31,2,0
Collin,4,U.S. House,3,REP,Keith Self,1176,773,380,22,1,0
Collin,4,U.S. House,3,DEM,Sandeep Srivastava,461,315,136,9,1,0
Collin,4,U.S. House,3,LIB,Christopher Claytor,33,21,12,0,0,0
Collin,4,U.S. House,3,NON,OVER VOTES,0,0,0,0,0,0
Collin,4,U.S. House,3,NON,UNDER VOTES,24,14,10,0,0,0
Collin,4,U.S. House,4,REP,Pat Fallon,0,0,0,0,0,0
Collin,4,U.S. House,4,DEM,Iro Omere,0,0,0,0,0,0
Collin,4,U.S. House,4,LIB,John Simmons,0,0,0,0,0,0
Collin,4,U.S. House,4,NON,OVER VOTES,0,0,0,0,0,0
Collin,4,U.S. House,4,NON,UNDER VOTES,0,0,0,0,0,0
Collin,4,U.S. House,32,REP,Antonio Swad,0,0,0,0,0,0
Collin,4,U.S. House,32,DEM,Colin Allred,0,0,0,0,0,0
Collin,4,U.S. House,32,NON,OVER VOTES,0,0,0,0,0,0
Collin,4,U.S. House,32,NON,UNDER VOTES,0,0,0,0,0,0
Collin,4,Governor,NA,REP,Greg Abbott,1154,758,375,20,1,0
Collin,4,Governor,NA,DEM,Beto O'Rourke,517,353,153,10,1,0
Collin,4,Governor,NA,LIB,Mark Tippetts,17,10,6,1,0,0
Collin,4,Governor,NA,GRN,Delilah Barrios,1,0,1,0,0,0
Collin,4,Governor,NA,NON,Write-in,0,0,0,0,0,0
Collin,4,Governor,NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,4,Governor,NA,NON,UNDER VOTES,5,2,3,0,0,0
Collin,4,Lieutenant Governor,NA,REP,Dan Patrick,1122,736,366,19,1,0
Collin,4,Lieutenant Governor,NA,DEM,Mike Collier,519,358,148,12,1,0
Collin,4,Lieutenant Governor,NA,LIB,Shanna Steele,32,18,14,0,0,0
Collin,4,Lieutenant Governor,NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,4,Lieutenant Governor,NA,NON,UNDER VOTES,21,11,10,0,0,0
Collin,4,Attorney General,NA,REP,Ken Paxton,1110,731,360,18,1,0
Collin,4,Attorney General,NA,DEM,Rochelle Mercedes Garza,508,347,148,12,1,0
Collin,4,Attorney General,NA,LIB,Mark Ash,51,33,18,0,0,0
Collin,4,Attorney General,NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,4,Attorney General,NA,NON,UNDER VOTES,25,12,12,1,0,0
Collin,4,Comptroller of Public Accounts,NA,REP,Glenn Hegar,1175,777,375,22,1,0
Collin,4,Comptroller of Public Accounts,NA,DEM,Janet T. Dudding,459,320,129,9,1,0
Collin,4,Comptroller of Public Accounts,NA,LIB,V. Alonzo Echevarria-Garza,24,12,12,0,0,0
Collin,4,Comptroller of Public Accounts,NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,4,Comptroller of Public Accounts,NA,NON,UNDER VOTES,36,14,22,0,0,0
Collin,4,Commissioner of the General Land Office,NA,REP,Dawn Buckingham,1177,773,382,21,1,0
Collin,4,Commissioner of the General Land Office,NA,DEM,Jay Kleberg,467,323,133,10,1,0
Collin,4,Commissioner of the General Land Office,NA,GRN,"Alfred Molison, Jr",13,9,4,0,0,0
Collin,4,Commissioner of the General Land Office,NA,NON,Write-in,0,0,0,0,0,0
Collin,4,Commissioner of the General Land Office,NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,4,Commissioner of the General Land Office,NA,NON,UNDER VOTES,37,18,19,0,0,0
Collin,4,Commissioner of Agriculture,NA,REP,Sid Miller,1165,761,381,22,1,0
Collin,4,Commissioner of Agriculture,NA,DEM,Susan Hays,487,339,138,9,1,0
Collin,4,Commissioner of Agriculture,NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,4,Commissioner of Agriculture,NA,NON,UNDER VOTES,42,23,19,0,0,0
Collin,4,Railroad Commissioner,NA,REP,Wayne Christian,1153,754,377,21,1,0
Collin,4,Railroad Commissioner,NA,DEM,Luke Warford,453,318,124,10,1,0
Collin,4,Railroad Commissioner,NA,LIB,Jaime Andres Diez,36,23,13,0,0,0
Collin,4,Railroad Commissioner,NA,GRN,Hunter Wayne Crow,13,6,7,0,0,0
Collin,4,Railroad Commissioner,NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,4,Railroad Commissioner,NA,NON,UNDER VOTES,39,22,17,0,0,0
Collin,4,"Justice, Supreme Court, Place 3",NA,REP,Debra Lehrmann,1161,765,374,21,1,0
Collin,4,"Justice, Supreme Court, Place 3",NA,DEM,Erin A. Nowell,473,329,133,10,1,0
Collin,4,"Justice, Supreme Court, Place 3",NA,LIB,Thomas Edward Oxford,30,13,17,0,0,0
Collin,4,"Justice, Supreme Court, Place 3",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,4,"Justice, Supreme Court, Place 3",NA,NON,UNDER VOTES,30,16,14,0,0,0
Collin,4,"Justice, Supreme Court, Place 5",NA,REP,Rebeca Huddle,1172,768,382,21,1,0
Collin,4,"Justice, Supreme Court, Place 5",NA,DEM,Amanda Reichek,489,337,141,10,1,0
Collin,4,"Justice, Supreme Court, Place 5",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,4,"Justice, Supreme Court, Place 5",NA,NON,UNDER VOTES,33,18,15,0,0,0
Collin,4,"Justice, Supreme Court, Place 9",NA,REP,Evan Young,1172,769,381,21,1,0
Collin,4,"Justice, Supreme Court, Place 9",NA,DEM,Julia Maldonado,486,335,140,10,1,0
Collin,4,"Justice, Supreme Court, Place 9",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,4,"Justice, Supreme Court, Place 9",NA,NON,UNDER VOTES,36,19,17,0,0,0
Collin,4,"Judge, Court of Criminal Appeals, Place 5",NA,REP,Scott Walker,1162,763,379,19,1,0
Collin,4,"Judge, Court of Criminal Appeals, Place 5",NA,DEM,Dana Huffman,492,338,141,12,1,0
Collin,4,"Judge, Court of Criminal Appeals, Place 5",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,4,"Judge, Court of Criminal Appeals, Place 5",NA,NON,UNDER VOTES,40,22,18,0,0,0
Collin,4,"Judge, Court of Criminal Appeals, Place 6",NA,REP,"Jesse F. McClure, III",1171,766,383,21,1,0
Collin,4,"Judge, Court of Criminal Appeals, Place 6",NA,DEM,Robert Johnson,483,334,138,10,1,0
Collin,4,"Judge, Court of Criminal Appeals, Place 6",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,4,"Judge, Court of Criminal Appeals, Place 6",NA,NON,UNDER VOTES,40,23,17,0,0,0
Collin,4,"Member, State Board of Education, District 12 Ccd",NA,REP,Pam Little,1150,758,371,20,1,0
Collin,4,"Member, State Board of Education, District 12 Ccd",NA,DEM,Alex Cornwallis,465,327,127,10,1,0
Collin,4,"Member, State Board of Education, District 12 Ccd",NA,LIB,Christy Mowrey,39,17,22,0,0,0
Collin,4,"Member, State Board of Education, District 12 Ccd",NA,NON,Write-in,0,0,0,0,0,0
Collin,4,"Member, State Board of Education, District 12 Ccd",NA,NON,OVER VOTES,1,0,0,1,0,0
Collin,4,"Member, State Board of Education, District 12 Ccd",NA,NON,UNDER VOTES,39,21,18,0,0,0
Collin,4,State Senate,2,REP,Bob Hall,0,0,0,0,0,0
Collin,4,State Senate,2,DEM,Prince S. Giadolor,0,0,0,0,0,0
Collin,4,State Senate,2,NON,OVER VOTES,0,0,0,0,0,0
Collin,4,State Senate,2,NON,UNDER VOTES,0,0,0,0,0,0
Collin,4,State Senate,8,REP,Angela Paxton,1124,731,373,19,1,0
Collin,4,State Senate,8,DEM,Jonathan Cocks,494,349,132,12,1,0
Collin,4,State Senate,8,LIB,Edward Kless,42,25,17,0,0,0
Collin,4,State Senate,8,NON,OVER VOTES,0,0,0,0,0,0
Collin,4,State Senate,8,NON,UNDER VOTES,34,18,16,0,0,0
Collin,4,State House,33,REP,Justin Holland,0,0,0,0,0,0
Collin,4,State House,33,DEM,Graeson Lynskey,0,0,0,0,0,0
Collin,4,State House,33,NON,OVER VOTES,0,0,0,0,0,0
Collin,4,State House,33,NON,UNDER VOTES,0,0,0,0,0,0
Collin,4,State House,61,REP,Frederick Frazier,0,0,0,0,0,0
Collin,4,State House,61,DEM,Sheena King,0,0,0,0,0,0
Collin,4,State House,61,NON,OVER VOTES,0,0,0,0,0,0
Collin,4,State House,61,NON,UNDER VOTES,0,0,0,0,0,0
Collin,4,State House,66,REP,Matt Shaheen,0,0,0,0,0,0
Collin,4,State House,66,DEM,Jesse Ringness,0,0,0,0,0,0
Collin,4,State House,66,NON,OVER VOTES,0,0,0,0,0,0
Collin,4,State House,66,NON,UNDER VOTES,0,0,0,0,0,0
Collin,4,State House,67,REP,Jeff Leach,1161,760,379,21,1,0
Collin,4,State House,67,DEM,Kevin Morris,495,342,142,10,1,0
Collin,4,State House,67,NON,OVER VOTES,0,0,0,0,0,0
Collin,4,State House,67,NON,UNDER VOTES,38,21,17,0,0,0
Collin,4,State House,70,REP,Jamee Jolly,0,0,0,0,0,0
Collin,4,State House,70,DEM,Mihaela Elizabeth Plesa,0,0,0,0,0,0
Collin,4,State House,70,NON,OVER VOTES,0,0,0,0,0,0
Collin,4,State House,70,NON,UNDER VOTES,0,0,0,0,0,0
Collin,4,"Justice, 5th Court of Appeals District, Place 4",NA,REP,Emily A. Miskel,1168,763,383,21,1,0
Collin,4,"Justice, 5th Court of Appeals District, Place 4",NA,DEM,Maricela Moore,482,336,135,10,1,0
Collin,4,"Justice, 5th Court of Appeals District, Place 4",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,4,"Justice, 5th Court of Appeals District, Place 4",NA,NON,UNDER VOTES,44,24,20,0,0,0
Collin,4,"Justice, 5th Court of Appeals District, Place 7",NA,REP,Kristina Williams,1167,762,383,21,1,0
Collin,4,"Justice, 5th Court of Appeals District, Place 7",NA,DEM,Nancy Kennedy,484,339,134,10,1,0
Collin,4,"Justice, 5th Court of Appeals District, Place 7",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,4,"Justice, 5th Court of Appeals District, Place 7",NA,NON,UNDER VOTES,43,22,21,0,0,0
Collin,4,County Judge Ccd,NA,REP,Chris Hill,1162,761,381,19,1,0
Collin,4,County Judge Ccd,NA,DEM,Joshua Murray,490,340,137,12,1,0
Collin,4,County Judge Ccd,NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,4,County Judge Ccd,NA,NON,UNDER VOTES,42,22,20,0,0,0
Collin,4,District Clerk Ccd,NA,REP,Mike Gould,1171,771,378,21,1,0
Collin,4,District Clerk Ccd,NA,DEM,David Brignac,475,327,137,10,1,0
Collin,4,District Clerk Ccd,NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,4,District Clerk Ccd,NA,NON,UNDER VOTES,48,25,23,0,0,0
Collin,4,"County Commissioner, Precinct 4",NA,REP,Duncan Webb,0,0,0,0,0,0
Collin,4,"County Commissioner, Precinct 4",NA,DEM,Jeffrey Williams,0,0,0,0,0,0
Collin,4,"County Commissioner, Precinct 4",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,4,"County Commissioner, Precinct 4",NA,NON,UNDER VOTES,0,0,0,0,0,0
Collin,4,"Justice of the Peace, Precinct 2",NA,REP,Ellen Skinner,0,0,0,0,0,0
Collin,4,"Justice of the Peace, Precinct 2",NA,DEM,Jennifer McKenzie,0,0,0,0,0,0
Collin,4,"Justice of the Peace, Precinct 2",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,4,"Justice of the Peace, Precinct 2",NA,NON,UNDER VOTES,0,0,0,0,0,0
Collin,4,"Justice of the Peace, Precinct 3",NA,REP,Mike Missildine,0,0,0,0,0,0
Collin,4,"Justice of the Peace, Precinct 3",NA,DEM,Irvin Lynn Barrett,0,0,0,0,0,0
Collin,4,"Justice of the Peace, Precinct 3",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,4,"Justice of the Peace, Precinct 3",NA,NON,UNDER VOTES,0,0,0,0,0,0
Collin,5,Ballots Cast Total,NA,"NA",,576,410,129,37,0,0
Collin,5,U.S. House,3,REP,Keith Self,363,260,81,22,0,0
Collin,5,U.S. House,3,DEM,Sandeep Srivastava,178,126,41,11,0,0
Collin,5,U.S. House,3,LIB,Christopher Claytor,23,15,6,2,0,0
Collin,5,U.S. House,3,NON,OVER VOTES,0,0,0,0,0,0
Collin,5,U.S. House,3,NON,UNDER VOTES,12,9,1,2,0,0
Collin,5,U.S. House,4,REP,Pat Fallon,0,0,0,0,0,0
Collin,5,U.S. House,4,DEM,Iro Omere,0,0,0,0,0,0
Collin,5,U.S. House,4,LIB,John Simmons,0,0,0,0,0,0
Collin,5,U.S. House,4,NON,OVER VOTES,0,0,0,0,0,0
Collin,5,U.S. House,4,NON,UNDER VOTES,0,0,0,0,0,0
Collin,5,U.S. House,32,REP,Antonio Swad,0,0,0,0,0,0
Collin,5,U.S. House,32,DEM,Colin Allred,0,0,0,0,0,0
Collin,5,U.S. House,32,NON,OVER VOTES,0,0,0,0,0,0
Collin,5,U.S. House,32,NON,UNDER VOTES,0,0,0,0,0,0
Collin,5,Governor,NA,REP,Greg Abbott,370,271,77,22,0,0
Collin,5,Governor,NA,DEM,Beto O'Rourke,195,134,46,15,0,0
Collin,5,Governor,NA,LIB,Mark Tippetts,8,4,4,0,0,0
Collin,5,Governor,NA,GRN,Delilah Barrios,2,0,2,0,0,0
Collin,5,Governor,NA,NON,Write-in,0,0,0,0,0,0
Collin,5,Governor,NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,5,Governor,NA,NON,UNDER VOTES,1,1,0,0,0,0
Collin,5,Lieutenant Governor,NA,REP,Dan Patrick,348,255,74,19,0,0
Collin,5,Lieutenant Governor,NA,DEM,Mike Collier,206,142,47,17,0,0
Collin,5,Lieutenant Governor,NA,LIB,Shanna Steele,14,7,7,0,0,0
Collin,5,Lieutenant Governor,NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,5,Lieutenant Governor,NA,NON,UNDER VOTES,8,6,1,1,0,0
Collin,5,Attorney General,NA,REP,Ken Paxton,341,250,74,17,0,0
Collin,5,Attorney General,NA,DEM,Rochelle Mercedes Garza,195,136,44,15,0,0
Collin,5,Attorney General,NA,LIB,Mark Ash,24,14,7,3,0,0
Collin,5,Attorney General,NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,5,Attorney General,NA,NON,UNDER VOTES,16,10,4,2,0,0
Collin,5,Comptroller of Public Accounts,NA,REP,Glenn Hegar,381,276,81,24,0,0
Collin,5,Comptroller of Public Accounts,NA,DEM,Janet T. Dudding,172,122,39,11,0,0
Collin,5,Comptroller of Public Accounts,NA,LIB,V. Alonzo Echevarria-Garza,12,5,6,1,0,0
Collin,5,Comptroller of Public Accounts,NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,5,Comptroller of Public Accounts,NA,NON,UNDER VOTES,11,7,3,1,0,0
Collin,5,Commissioner of the General Land Office,NA,REP,Dawn Buckingham,369,267,82,20,0,0
Collin,5,Commissioner of the General Land Office,NA,DEM,Jay Kleberg,188,134,40,14,0,0
Collin,5,Commissioner of the General Land Office,NA,GRN,"Alfred Molison, Jr",5,3,2,0,0,0
Collin,5,Commissioner of the General Land Office,NA,NON,Write-in,0,0,0,0,0,0
Collin,5,Commissioner of the General Land Office,NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,5,Commissioner of the General Land Office,NA,NON,UNDER VOTES,14,6,5,3,0,0
Collin,5,Commissioner of Agriculture,NA,REP,Sid Miller,366,262,82,22,0,0
Collin,5,Commissioner of Agriculture,NA,DEM,Susan Hays,196,140,43,13,0,0
Collin,5,Commissioner of Agriculture,NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,5,Commissioner of Agriculture,NA,NON,UNDER VOTES,14,8,4,2,0,0
Collin,5,Railroad Commissioner,NA,REP,Wayne Christian,364,264,78,22,0,0
Collin,5,Railroad Commissioner,NA,DEM,Luke Warford,178,125,40,13,0,0
Collin,5,Railroad Commissioner,NA,LIB,Jaime Andres Diez,19,13,6,0,0,0
Collin,5,Railroad Commissioner,NA,GRN,Hunter Wayne Crow,2,2,0,0,0,0
Collin,5,Railroad Commissioner,NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,5,Railroad Commissioner,NA,NON,UNDER VOTES,13,6,5,2,0,0
Collin,5,"Justice, Supreme Court, Place 3",NA,REP,Debra Lehrmann,369,267,78,24,0,0
Collin,5,"Justice, Supreme Court, Place 3",NA,DEM,Erin A. Nowell,174,122,42,10,0,0
Collin,5,"Justice, Supreme Court, Place 3",NA,LIB,Thomas Edward Oxford,17,11,5,1,0,0
Collin,5,"Justice, Supreme Court, Place 3",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,5,"Justice, Supreme Court, Place 3",NA,NON,UNDER VOTES,16,10,4,2,0,0
Collin,5,"Justice, Supreme Court, Place 5",NA,REP,Rebeca Huddle,375,269,83,23,0,0
Collin,5,"Justice, Supreme Court, Place 5",NA,DEM,Amanda Reichek,181,128,41,12,0,0
Collin,5,"Justice, Supreme Court, Place 5",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,5,"Justice, Supreme Court, Place 5",NA,NON,UNDER VOTES,20,13,5,2,0,0
Collin,5,"Justice, Supreme Court, Place 9",NA,REP,Evan Young,366,265,79,22,0,0
Collin,5,"Justice, Supreme Court, Place 9",NA,DEM,Julia Maldonado,190,132,46,12,0,0
Collin,5,"Justice, Supreme Court, Place 9",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,5,"Justice, Supreme Court, Place 9",NA,NON,UNDER VOTES,20,13,4,3,0,0
Collin,5,"Judge, Court of Criminal Appeals, Place 5",NA,REP,Scott Walker,374,269,82,23,0,0
Collin,5,"Judge, Court of Criminal Appeals, Place 5",NA,DEM,Dana Huffman,184,130,42,12,0,0
Collin,5,"Judge, Court of Criminal Appeals, Place 5",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,5,"Judge, Court of Criminal Appeals, Place 5",NA,NON,UNDER VOTES,18,11,5,2,0,0
Collin,5,"Judge, Court of Criminal Appeals, Place 6",NA,REP,"Jesse F. McClure, III",375,270,81,24,0,0
Collin,5,"Judge, Court of Criminal Appeals, Place 6",NA,DEM,Robert Johnson,182,129,43,10,0,0
Collin,5,"Judge, Court of Criminal Appeals, Place 6",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,5,"Judge, Court of Criminal Appeals, Place 6",NA,NON,UNDER VOTES,19,11,5,3,0,0
Collin,5,"Member, State Board of Education, District 12 Ccd",NA,REP,Pam Little,357,260,75,22,0,0
Collin,5,"Member, State Board of Education, District 12 Ccd",NA,DEM,Alex Cornwallis,176,125,39,12,0,0
Collin,5,"Member, State Board of Education, District 12 Ccd",NA,LIB,Christy Mowrey,23,12,11,0,0,0
Collin,5,"Member, State Board of Education, District 12 Ccd",NA,NON,Write-in,2,2,0,0,0,0
Collin,5,"Member, State Board of Education, District 12 Ccd",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,5,"Member, State Board of Education, District 12 Ccd",NA,NON,UNDER VOTES,18,11,4,3,0,0
Collin,5,State Senate,2,REP,Bob Hall,0,0,0,0,0,0
Collin,5,State Senate,2,DEM,Prince S. Giadolor,0,0,0,0,0,0
Collin,5,State Senate,2,NON,OVER VOTES,0,0,0,0,0,0
Collin,5,State Senate,2,NON,UNDER VOTES,0,0,0,0,0,0
Collin,5,State Senate,8,REP,Angela Paxton,340,245,77,18,0,0
Collin,5,State Senate,8,DEM,Jonathan Cocks,195,137,41,17,0,0
